Entity,Year,Gini – equiv_disposable,Gini – equiv_market,Gini – percap_disposable,Gini – percap_market,Top 10pc share – equiv_disposable,Top 10pc share – equiv_market,Top 10pc share – percap_disposable,Top 10pc share – percap_market
Belgium,2015,26.6,50.0,27.800000000000004,52.7,20.6862,28.8055,22.1605,31.992
Belgium,2016,26.5,50.0,27.700000000000003,52.400000000000006,20.799,29.3329,22.0597,32.1181
Belgium,2017,26.0,48.699999999999996,27.3,51.300000000000004,20.1495,28.1267,21.6858,31.2378
Brazil,2006,50.5,59.0,53.5,61.5,39.2886,45.365,41.6866,47.8615
Brazil,2009,47.699999999999996,56.699999999999996,50.8,59.199999999999996,36.965,42.965,39.4078,45.3485
Brazil,2011,46.9,56.49999999999999,49.9,58.9,36.2321,42.4945,38.6158,44.8862
Brazil,2013,46.0,56.39999999999999,49.0,58.8,35.7098,42.1742,38.0349,44.661
Brazil,2016,48.199999999999996,58.199999999999996,50.9,60.4,36.7119,43.3815,38.7067,45.4501
Canada,1971,32.300000000000004,40.2,37.3,45.2,22.9561,26.2199,27.0267,30.6376
Canada,1975,29.299999999999997,37.9,33.4,42.0,21.4645,24.8852,24.6718,28.3323
Canada,1981,28.599999999999998,37.2,32.5,41.199999999999996,21.1489,24.2255,24.2964,27.8181
Canada,1987,28.299999999999997,38.800000000000004,31.5,41.9,21.4852,25.406,23.8845,28.2244
Canada,1991,28.199999999999996,40.8,31.1,43.4,21.4442,26.634,23.5999,29.1767
Canada,1994,28.499999999999996,42.199999999999996,31.3,44.9,21.5437,26.8303,23.6597,29.4739
Canada,1996,30.3,44.4,32.800000000000004,46.5,22.9436,28.7162,24.9824,31.2543
Canada,1997,30.8,44.6,33.2,46.7,23.3916,29.1445,25.4188,31.5466
Canada,1998,31.2,44.7,33.300000000000004,46.6,23.7782,29.3693,25.5674,31.5304
Canada,1999,31.0,43.5,33.1,45.300000000000004,23.5663,28.8285,25.1714,30.8093
Canada,2000,31.8,43.7,33.5,45.300000000000004,24.2988,29.4302,25.6444,31.1012
Canada,2001,31.8,43.8,33.6,45.4,24.311,29.5122,25.6813,31.1501
Canada,2002,31.7,43.4,33.6,45.1,24.0637,29.1817,25.5395,30.8075
Canada,2003,31.8,43.6,33.900000000000006,45.5,24.1156,29.1541,25.8066,31.3377
Canada,2004,32.0,43.7,33.900000000000006,45.300000000000004,24.2937,29.4177,25.6503,31.1252
Canada,2005,31.8,43.3,33.7,45.0,24.1214,29.1346,25.6474,30.9384
Canada,2006,31.8,43.4,34.0,45.4,24.3561,29.4253,26.0143,31.4293
Canada,2007,31.6,43.4,33.7,45.300000000000004,24.2606,29.6064,25.8956,31.5116
Canada,2008,32.2,43.8,33.900000000000006,45.4,24.5736,29.8203,25.9749,31.5388
Canada,2009,32.1,44.4,34.0,46.2,24.4043,29.8841,25.8853,31.7663
Canada,2010,31.8,44.3,33.6,46.0,24.2615,29.7703,25.7754,31.68
Canada,2011,31.3,43.4,32.7,44.7,23.8086,28.957,25.0355,30.5143
Canada,2012,31.7,43.1,33.6,44.800000000000004,23.8099,28.5904,25.2017,30.2588
Canada,2013,32.1,43.6,33.800000000000004,45.2,23.7121,28.5567,25.1544,30.3606
Canada,2014,31.2,42.6,33.2,44.3,23.6019,28.5008,25.1836,30.4448
Canada,2015,32.0,43.8,33.800000000000004,45.5,24.0211,29.1508,25.5065,30.9937
Canada,2016,30.8,43.2,32.800000000000004,45.0,23.2828,28.6796,25.0134,30.565
Canada,2017,31.3,44.1,33.300000000000004,45.800000000000004,23.698,29.3373,25.3509,31.257
Canada,2018,30.599999999999998,42.9,32.6,44.6,23.3173,28.633,24.8325,30.3306
Chile,1990,50.7,55.400000000000006,52.800000000000004,57.3,40.4008,43.4721,42.2687,45.5012
Chile,1992,50.8,54.900000000000006,52.7,56.699999999999996,40.9414,43.4383,42.7495,45.1073
Chile,1994,50.6,54.900000000000006,52.5,56.699999999999996,39.3696,42.0823,41.2217,43.9582
Chile,1996,50.4,54.7,52.5,56.8,39.5356,42.29,41.6195,44.1176
Chile,1998,51.0,55.1,53.400000000000006,57.3,40.2855,42.8846,42.4694,45.1522
Chile,2000,52.6,57.49999999999999,54.800000000000004,59.599999999999994,42.4316,45.7775,44.2552,47.3012
Chile,2003,50.3,54.800000000000004,52.800000000000004,57.199999999999996,39.8768,42.6038,42.2747,45.1631
Chile,2006,47.599999999999994,52.1,50.0,54.50000000000001,37.3633,39.7624,39.7252,42.3272
Chile,2009,47.8,53.800000000000004,50.0,56.10000000000001,38.2364,41.5158,40.4126,43.9788
Chile,2011,46.7,52.5,48.9,54.7,37.245,40.4546,39.4059,42.6515
Chile,2013,46.0,52.1,48.4,54.50000000000001,36.8347,39.989,39.174,42.7089
Chile,2015,45.300000000000004,51.1,47.599999999999994,53.5,36.175,39.0846,38.3982,41.6969
Chile,2017,45.9,52.1,48.199999999999996,54.50000000000001,36.7796,39.9544,39.0812,42.6131
China,2002,41.5,42.4,44.7,45.4,30.3075,31.2145,32.1577,33.1961
China,2013,39.900000000000006,49.8,43.0,52.1,28.5564,33.0427,30.4715,35.0383
China,2018,41.3,49.9,44.1,52.0,29.4457,33.9318,31.2815,35.8976
Colombia,2001,50.9,52.6,54.2,55.7,38.9095,40.613,42.2165,43.8275
Colombia,2002,52.6,54.0,56.10000000000001,57.4,40.1243,41.6758,43.871,45.4517
Colombia,2003,50.4,51.800000000000004,54.1,55.2,38.2814,39.754,41.9468,43.2023
Colombia,2004,51.300000000000004,52.6,55.00000000000001,56.00000000000001,39.3945,40.8089,43.0458,44.2999
Colombia,2005,51.300000000000004,52.6,55.1,56.2,39.7777,41.1541,43.5383,44.8776
Colombia,2006,50.2,51.2,54.1,54.800000000000004,38.4916,39.5242,42.2469,43.0529
Colombia,2007,54.0,56.3,57.599999999999994,59.699999999999996,41.2172,43.9986,44.7943,47.4976
Colombia,2008,52.6,54.800000000000004,56.10000000000001,58.099999999999994,39.8652,42.5295,43.3464,45.9883
Colombia,2009,51.0,53.2,54.400000000000006,56.39999999999999,38.767,41.3568,41.9474,44.4388
Colombia,2010,51.1,53.6,54.6,56.99999999999999,39.0202,41.8076,42.456,45.224
Colombia,2011,50.0,52.7,53.400000000000006,55.900000000000006,37.9924,40.7792,41.2672,43.9196
Colombia,2012,49.1,51.6,52.5,54.800000000000004,36.9006,39.2253,40.1116,42.5637
Colombia,2013,49.1,51.9,52.5,55.1,36.9652,39.8242,40.1853,42.9829
Colombia,2014,48.9,52.1,52.400000000000006,55.50000000000001,36.8022,39.8982,40.3049,43.3975
Colombia,2015,47.3,50.3,50.7,53.5,35.481,38.1676,38.6793,41.3458
Colombia,2016,47.0,50.0,50.5,53.300000000000004,35.4419,38.2005,38.8021,41.5004
Colombia,2017,46.1,48.9,49.7,52.2,34.6681,37.1885,38.0254,40.4373
Colombia,2018,46.5,49.4,50.1,52.7,35.032,37.623,38.3922,40.8595
Colombia,2019,48.0,51.0,51.6,54.300000000000004,36.1124,38.9586,39.6002,42.2754
Colombia,2020,50.3,53.800000000000004,53.900000000000006,56.99999999999999,37.8851,41.0878,41.4421,44.3801
Cote d'Ivoire,2002,56.599999999999994,56.8,58.8,59.0,44.3477,44.492,46.9411,47.0704
Cote d'Ivoire,2008,53.800000000000004,54.1,55.400000000000006,55.7,41.961,42.0821,44.4265,44.3435
Cote d'Ivoire,2015,57.9,57.99999999999999,60.699999999999996,61.0,45.2904,44.9185,48.4191,48.3332
Czechia,1992,20.5,39.7,20.7,41.699999999999996,19.1317,25.0684,19.5253,27.0648
Czechia,1996,25.7,43.4,25.8,45.0,21.6287,27.8161,22.1368,29.3812
Czechia,2002,25.6,46.7,26.6,48.6,21.8331,29.4385,22.572,31.5075
Czechia,2004,26.700000000000003,47.199999999999996,27.400000000000002,49.0,22.1728,29.9356,22.9853,31.9202
Czechia,2007,25.2,44.9,25.5,46.800000000000004,21.1938,28.5131,21.9054,30.3701
Czechia,2010,25.6,44.9,26.6,47.0,21.4487,28.0931,22.2381,30.0865
Czechia,2013,25.900000000000002,46.0,26.6,47.9,21.9633,29.0299,22.5585,30.866
Czechia,2016,25.4,44.4,25.6,46.300000000000004,21.2118,27.4222,22.0099,29.4739
Denmark,1987,25.7,41.0,26.5,43.1,20.4192,24.6993,21.6796,26.8016
Denmark,1992,24.099999999999998,44.1,24.8,46.0,19.4686,26.0205,20.5606,28.3646
Denmark,1995,22.0,42.6,22.8,44.6,18.6613,25.9279,19.6303,28.0208
Denmark,2000,22.6,41.6,23.799999999999997,43.8,18.9926,25.65,20.1419,27.7619
Denmark,2004,23.0,42.199999999999996,24.3,44.3,19.1454,25.8125,20.3332,27.8836
Denmark,2007,24.099999999999998,41.699999999999996,25.4,43.7,20.0116,26.4436,21.1857,28.3616
Denmark,2010,25.1,44.3,25.900000000000002,45.9,20.6127,28.0411,21.6165,29.9044
Denmark,2013,25.1,44.5,25.8,45.9,20.7593,27.8237,21.5836,29.5427
Denmark,2016,25.7,44.7,26.3,46.0,21.1234,28.3157,21.9105,29.9358
Dominican Republic,2007,51.5,52.300000000000004,53.900000000000006,54.7,40.237,40.9207,42.5191,43.1894
Egypt,2012,50.5,54.6,53.1,56.8,40.1954,43.3467,42.5487,45.6082
Estonia,2000,36.4,49.0,36.6,50.3,27.8697,32.6978,28.636,34.2943
Estonia,2004,34.9,50.0,34.4,51.1,26.1734,32.1538,26.5139,33.2608
Estonia,2007,31.3,44.800000000000004,31.2,46.5,23.3573,28.1213,24.0824,29.5842
Estonia,2010,32.0,48.5,32.2,50.2,23.6389,29.6574,24.373,31.5304
Estonia,2013,35.4,50.7,35.0,52.400000000000006,25.6067,31.5137,26.468,33.7427
Estonia,2016,31.4,45.6,31.3,47.599999999999994,22.4352,27.757,23.1649,29.4379
Finland,1987,20.7,32.7,22.2,34.599999999999994,17.8777,22.688,19.2123,24.2887
Finland,1991,20.9,33.0,22.900000000000002,35.199999999999996,18.0122,22.831,19.6356,24.6665
Finland,1995,21.7,38.5,23.5,40.5,19.1357,25.5632,20.5447,27.6055
Finland,2000,25.4,40.699999999999996,26.900000000000002,42.5,21.4675,27.4197,22.4836,28.9838
Finland,2004,26.200000000000003,40.699999999999996,27.800000000000004,42.5,21.7642,27.9464,23.0039,29.5512
Finland,2007,26.700000000000003,38.1,28.199999999999996,39.800000000000004,21.8929,26.6468,23.1571,28.0645
Finland,2010,26.3,37.8,27.800000000000004,39.4,21.5274,25.9146,22.5611,27.3358
Finland,2013,26.1,37.8,27.200000000000003,39.0,21.3936,26.0521,22.2078,27.084
Finland,2016,25.8,38.2,27.200000000000003,39.6,21.7342,26.7999,22.5248,27.6648
France,1970,34.0,47.599999999999994,37.2,50.9,26.5196,33.4035,28.6364,35.8652
France,1975,32.300000000000004,46.5,36.0,50.0,25.6992,32.4389,27.9625,34.9459
France,1979,30.099999999999998,46.300000000000004,34.0,49.6,24.3653,31.8909,26.5133,34.3247
France,1984,29.9,47.5,33.4,50.3,24.0511,32.1829,25.9364,34.4084
France,1990,28.9,46.7,32.2,49.1,23.6054,31.792,25.2479,33.6821
France,1996,28.499999999999996,48.0,32.1,50.1,22.6639,31.0251,24.5086,33.1531
France,1997,28.499999999999996,48.5,32.0,50.5,22.6894,31.21,24.5094,33.4098
France,1998,28.199999999999996,49.4,31.7,51.4,22.6392,31.8818,24.515,34.0161
France,1999,29.099999999999998,49.6,32.5,51.7,23.3961,32.3844,25.2763,34.5335
France,2000,29.4,49.5,32.6,51.5,23.6958,32.5325,25.3963,34.406
France,2001,29.2,49.2,32.5,51.300000000000004,23.6182,32.4878,25.3814,34.5024
France,2002,28.9,48.0,31.8,49.9,23.5904,31.7917,24.9898,33.4386
France,2003,28.799999999999997,48.3,31.7,50.2,23.4525,31.6997,24.9933,33.5768
France,2004,28.9,48.5,31.7,50.4,23.6925,31.9883,25.2166,33.8996
France,2005,29.5,49.0,32.4,50.9,24.0242,32.3556,25.4137,34.169
France,2006,29.7,49.0,32.6,50.9,24.18,32.4947,25.5809,34.3042
France,2007,29.7,49.0,32.6,51.0,24.1123,32.4264,25.5367,34.2686
France,2008,29.9,48.699999999999996,32.5,50.3,24.5,32.4744,25.6628,33.9645
France,2009,30.0,49.8,32.6,51.6,24.1977,32.66,25.4344,34.4933
France,2010,30.7,50.8,33.300000000000004,52.400000000000006,24.9122,33.6503,26.1195,35.2881
France,2011,31.3,51.4,33.900000000000006,53.1,25.4375,34.3532,26.5517,35.9595
France,2012,31.2,51.9,33.800000000000004,53.5,25.2746,34.534,26.4752,36.221
France,2013,29.9,50.6,32.800000000000004,52.400000000000006,24.2342,33.1076,25.6033,35.0073
France,2014,29.799999999999997,51.4,32.6,53.1,24.1939,33.6822,25.4593,35.4021
France,2015,29.9,51.800000000000004,32.7,53.400000000000006,24.3135,33.9123,25.5574,35.5843
France,2016,29.599999999999998,51.9,32.5,53.5,24.0349,33.8686,25.2966,35.5232
France,2017,29.7,52.1,32.5,53.7,24.117,34.1942,25.3225,35.7986
France,2018,30.3,53.1,32.800000000000004,54.7,24.6253,35.2136,25.6883,36.9336
Georgia,2009,46.6,56.3,47.5,57.3,33.8352,38.421,34.8788,40.1646
Georgia,2010,45.300000000000004,54.6,46.0,55.50000000000001,32.9559,37.2142,33.9805,38.8922
Georgia,2011,45.5,54.50000000000001,46.800000000000004,55.900000000000006,34.3279,38.4714,35.7438,40.5532
Georgia,2012,41.099999999999994,49.9,42.199999999999996,51.1,30.1653,33.7513,31.5093,35.7649
Georgia,2013,40.2,48.6,41.5,50.0,29.5017,33.0914,31.1431,35.0782
Georgia,2014,39.1,48.8,41.4,50.7,28.4883,32.4642,30.3424,34.7464
Georgia,2015,39.0,48.6,40.699999999999996,50.4,28.9052,32.7786,31.0457,35.7578
Georgia,2016,39.1,48.3,40.699999999999996,50.1,28.1742,31.5786,30.4178,34.6476
Georgia,2017,40.9,50.7,42.6,52.400000000000006,29.8532,34.5599,31.773,36.6214
Georgia,2018,37.0,46.7,39.2,48.9,26.2278,30.1669,28.476,32.4963
Georgia,2019,37.9,47.8,40.2,50.1,27.1008,31.4372,29.6634,34.3166
Germany,1973,27.1,37.7,29.9,40.5,22.1788,25.5492,23.8576,28.0913
Germany,1978,26.3,41.5,28.499999999999996,43.9,21.9791,27.327,23.3894,29.8108
Germany,1981,24.4,40.400000000000006,28.1,44.6,20.2141,25.1295,22.6011,28.6267
Germany,1983,26.0,41.0,28.4,43.4,21.5989,26.4304,23.0864,29.0322
Germany,1984,25.5,44.3,28.599999999999998,47.8,20.7108,27.5295,22.7341,30.8827
Germany,1985,25.1,43.3,27.900000000000002,46.5,20.2849,26.7546,21.9779,29.7309
Germany,1986,24.6,42.3,27.500000000000004,45.7,20.1086,26.0116,21.9917,29.3909
Germany,1987,25.1,42.9,28.000000000000004,46.2,20.4611,26.7118,22.2652,29.8631
Germany,1988,25.4,43.2,28.4,46.6,20.9183,27.2175,22.6456,30.3056
Germany,1989,25.6,43.2,28.599999999999998,46.6,21.1632,27.6186,22.7879,30.6052
Germany,1990,25.8,42.5,28.799999999999997,45.800000000000004,20.9337,26.7091,22.8213,29.873
Germany,1991,26.8,43.7,29.599999999999998,46.9,21.1301,27.2927,23.19,30.8003
Germany,1992,26.3,43.9,29.099999999999998,47.3,21.1074,27.2353,23.1142,30.7158
Germany,1993,25.6,44.0,28.599999999999998,47.3,20.8598,27.0763,22.8086,30.4428
Germany,1994,26.200000000000003,45.1,29.2,48.3,21.112,27.7405,22.948,31.0319
Germany,1995,25.6,45.5,28.799999999999997,48.8,20.8353,28.0033,22.7205,31.396
Germany,1996,25.1,45.800000000000004,28.1,48.9,20.6224,28.0799,22.3463,31.2631
Germany,1997,25.1,46.2,28.4,49.5,20.6079,28.1749,22.431,31.4756
Germany,1998,25.1,46.1,28.199999999999996,49.2,20.6927,28.2791,22.2674,31.2799
Germany,1999,26.1,46.5,29.099999999999998,49.8,21.321,28.96,23.1565,32.1488
Germany,2000,25.900000000000002,46.9,28.799999999999997,50.0,21.2385,29.2486,22.9033,32.4811
Germany,2001,27.0,48.699999999999996,30.0,51.800000000000004,22.4128,31.3035,23.928,34.4457
Germany,2002,27.0,49.3,29.9,52.300000000000004,22.1126,31.0887,23.6879,34.2796
Germany,2003,26.8,49.8,29.599999999999998,52.800000000000004,21.9988,31.594,23.579,35.035
Germany,2004,27.0,49.9,29.9,52.900000000000006,22.0487,31.2557,23.6771,34.8326
Germany,2005,28.799999999999997,51.6,31.5,54.400000000000006,23.3641,32.6282,25.0207,36.051
Germany,2006,28.599999999999998,51.1,31.0,53.7,23.0643,32.0817,24.6404,35.2215
Germany,2007,28.599999999999998,51.0,31.0,53.6,23.323,32.498,24.7554,35.6066
Germany,2008,28.7,50.5,30.8,53.0,23.3315,32.0512,24.6671,34.9268
Germany,2009,28.4,50.5,30.5,52.800000000000004,22.6841,31.2979,24.069,33.9593
Germany,2010,28.7,50.5,30.4,52.6,22.8285,31.2738,24.057,33.7304
Germany,2011,28.799999999999997,50.8,30.599999999999998,53.0,23.1491,31.8862,24.3809,34.456
Germany,2012,28.999999999999996,51.0,31.0,53.1,23.1812,32.1452,24.4114,34.4612
Germany,2013,29.4,51.7,31.4,53.800000000000004,23.5408,32.7019,24.8449,35.183
Germany,2014,28.9,50.7,30.8,52.800000000000004,22.6234,31.2619,23.9527,33.7281
Germany,2015,29.299999999999997,51.1,31.4,53.300000000000004,23.3946,32.1947,24.7001,34.857
Germany,2016,29.5,51.0,31.5,53.0,23.3585,32.0199,24.5741,34.3705
Germany,2017,29.599999999999998,51.4,31.6,53.6,23.204,32.2744,24.5484,34.8466
Germany,2018,29.799999999999997,51.2,31.7,53.300000000000004,24.0043,32.8376,25.1362,35.0839
Germany,2019,29.599999999999998,50.8,31.3,52.7,23.714,32.6939,24.7273,34.7721
Greece,1995,35.5,46.400000000000006,37.2,48.3,25.8993,30.0594,27.2931,32.2883
Greece,2000,33.5,46.2,34.300000000000004,47.4,24.5593,29.5147,25.7129,31.0388
Greece,2004,32.9,46.2,33.6,47.3,24.8548,30.0062,25.5601,31.1001
Greece,2007,32.2,48.199999999999996,33.300000000000004,49.2,24.5698,32.3286,25.4309,33.5818
Greece,2010,32.7,50.0,33.800000000000004,50.8,24.4772,33.0713,25.2268,34.5328
Greece,2013,33.5,54.1,35.4,55.60000000000001,24.9097,35.2992,25.9513,37.4364
Greece,2016,32.300000000000004,51.6,34.300000000000004,53.2,24.5266,32.6658,25.4431,34.9242
Guatemala,2006,48.9,51.6,52.7,55.300000000000004,37.3697,40.305,40.9895,43.6724
Guatemala,2011,51.800000000000004,53.2,54.50000000000001,55.7,39.7917,40.7923,42.4068,43.3759
Guatemala,2014,41.099999999999994,44.4,44.4,47.699999999999996,32.9844,34.5943,36.059,37.748
Hungary,1991,29.4,47.5,29.599999999999998,48.9,23.1281,30.4319,23.7603,32.0118
Hungary,1994,32.6,53.7,33.2,55.300000000000004,25.6424,34.6768,26.0848,36.5859
Hungary,1999,28.999999999999996,52.300000000000004,30.099999999999998,53.7,23.5848,33.1377,24.471,35.311
Hungary,2005,28.4,52.7,29.9,54.7,23.7667,32.9742,24.4374,35.3106
Hungary,2007,27.0,51.9,28.599999999999998,54.300000000000004,22.9929,32.9568,23.8417,35.4879
Hungary,2009,26.5,54.2,28.7,56.599999999999994,21.6155,32.5665,22.2385,35.2449
Hungary,2012,28.799999999999997,55.00000000000001,31.1,57.3,22.6299,33.5191,23.4832,36.1722
Hungary,2015,26.400000000000002,47.8,27.700000000000003,50.5,21.4717,28.5409,22.2873,31.323
Iceland,2004,25.6,36.7,27.700000000000003,38.6,21.9598,25.1014,23.4399,26.952
Iceland,2007,28.000000000000004,37.6,29.299999999999997,39.2,23.835,26.4794,24.6681,27.7882
Iceland,2010,24.5,39.4,26.200000000000003,40.699999999999996,20.8318,25.8753,22.1153,27.4952
India,2004,48.9,49.8,50.4,51.2,36.8834,37.556,38.7741,39.1846
India,2011,50.1,51.5,51.300000000000004,52.6,38.5346,39.3937,39.7673,40.6813
Ireland,1987,32.9,50.4,35.9,53.2,24.8292,31.838,27.3685,35.0464
Ireland,1994,33.7,50.9,36.7,54.50000000000001,25.6587,31.8711,28.8488,36.034
Ireland,1995,34.300000000000004,50.3,36.8,53.400000000000006,26.4656,32.2628,28.3235,35.1682
Ireland,1996,33.1,49.3,35.3,52.2,25.2401,30.9918,27.1989,33.7854
Ireland,2000,31.4,44.3,33.2,47.8,23.6242,28.2079,26.188,31.7714
Ireland,2002,30.7,46.5,32.300000000000004,49.0,22.9467,28.8013,24.9879,31.691
Ireland,2003,32.4,49.8,33.0,51.6,24.9559,32.2202,25.9794,34.159
Ireland,2004,32.4,50.9,33.7,53.2,25.0124,32.7793,26.671,35.5039
Ireland,2005,32.300000000000004,50.9,33.7,52.900000000000006,25.2934,32.5948,26.7726,35.0887
Ireland,2006,31.6,51.0,32.7,52.6,24.3617,32.1677,25.562,34.4188
Ireland,2007,30.3,51.2,31.900000000000002,53.0,23.8805,32.7825,25.4283,34.979
Ireland,2008,29.5,53.7,30.9,55.00000000000001,22.825,32.9699,24.4185,35.0399
Ireland,2009,31.1,57.699999999999996,32.7,59.0,23.868,36.2869,25.5298,38.0525
Ireland,2010,29.799999999999997,57.699999999999996,32.300000000000004,59.599999999999994,22.6331,35.5914,24.9354,38.3912
Ireland,2011,30.5,56.89999999999999,32.800000000000004,58.599999999999994,23.3714,34.3125,25.4205,36.7421
Ireland,2012,30.8,58.099999999999994,32.9,59.8,23.6987,36.0129,25.6259,38.6892
Ireland,2013,31.0,57.4,33.2,59.0,23.9886,36.0256,25.8298,38.1665
Ireland,2014,29.7,54.900000000000006,31.900000000000002,56.699999999999996,23.0779,33.8348,24.9473,36.4519
Ireland,2015,29.799999999999997,54.400000000000006,31.900000000000002,56.3,23.3954,34.805,25.5368,37.1936
Ireland,2016,30.9,54.2,32.9,56.00000000000001,24.2717,34.953,25.9376,37.2181
Ireland,2017,29.4,53.5,31.3,55.1,23.504,35.4463,25.2442,37.356
Ireland,2018,28.9,51.9,30.3,53.400000000000006,23.2285,33.541,24.7278,35.4083
Ireland,2019,28.7,50.5,30.599999999999998,52.400000000000006,23.0303,31.7967,24.5767,34.2052
Israel,1979,30.4,41.199999999999996,36.3,45.7,22.8425,27.5696,26.8608,31.1162
Israel,1986,31.0,45.300000000000004,36.5,48.8,23.2942,30.7595,26.8578,33.4956
Israel,1992,30.5,44.3,35.5,47.599999999999994,23.124,29.8144,26.87,32.7394
