Year,Entity,Gini – posttax_dis,Gini – posttax_nat,Gini – pretax,Top 1pc share – posttax_dis,Top 1pc share – posttax_nat,Top 1pc share – pretax,Top 10pc share – posttax_dis,Top 10pc share – posttax_nat,Top 10pc share – pretax,Bottom 50pc share – posttax_dis,Bottom 50pc share – posttax_nat,Bottom 50pc share – pretax,Ratio Top 10 Bottom 50 share – posttax_dis,Ratio Top 10 Bottom 50 share – posttax_nat,Ratio Top 10 Bottom 50 share – pretax
1999,Serbia,40.4281405308822,37.4115920137093,44.6034320865642,9.61,8.97,10.92,29.79,28.31,32.300000000000004,23.03,25.040000000000003,20.68,129.35301780286582,113.05910543130989,156.18955512572538
2000,Serbia,49.1136319040542,45.3468880579656,51.422632772121105,13.44,12.49,14.45,37.51,35.4,38.72,18.35,20.78,17.080000000000002,204.4141689373297,170.35611164581326,226.69789227166274
2013,Serbia,53.7427521064892,49.222810940001,55.8978900722877,12.73,11.74,13.94,37.88,35.54,40.36,14.4,17.39,13.39,263.05555555555554,204.37032777458307,301.4189693801344
2014,Serbia,56.84935902484231,52.1824179754319,57.498687476794395,16.86,15.56,16.2,41.91,39.290000000000006,42.120000000000005,13.19,16.21,12.7,317.7407126611069,242.38124614435534,331.6535433070867
2015,Serbia,59.740889859179404,54.801910565422,55.7870456075506,22.73,20.93,14.91,45.99,43.01,40.66,12.590000000000002,15.68,13.7,365.28991262907067,274.29846938775506,296.78832116788317
2016,Serbia,56.3680441167307,51.5649046514014,56.8281788907527,15.740000000000002,14.49,16.1,40.93,38.3,41.77,13.320000000000002,16.439999999999998,13.19,307.2822822822822,232.9683698296837,316.67930250189545
2017,Serbia,51.407847866755,46.9986128365491,52.2590241554596,11.6,10.69,12.85,35.6,33.4,37.34,15.68,18.63,15.6,227.04081632653063,179.28073000536767,239.3589743589744
2018,Serbia,48.3131973633608,44.3019010697256,49.5584651903364,10.08,9.32,11.63,33.37,31.430000000000003,35.33,17.630000000000003,20.31,17.18,189.2796369824163,154.7513540128016,205.64610011641443
1999,Seychelles,,,62.7474591620569,,,22.31,,,52.71,,,12.25,,,430.2857142857142
2006,Seychelles,,,62.5355121865347,,,20.56,,,52.09,,,12.13,,,429.43116240725476
2018,Seychelles,,52.6116860360503,,,14.88,,,44.77,,,17.51,,,255.68246716162193,
2019,Seychelles,,52.5981155533735,,,14.87,,,44.77,,,17.52,,,255.53652968036533,
2020,Seychelles,,52.5980364225767,,,14.87,,,44.77,,,17.52,,,255.53652968036533,
2021,Seychelles,,52.5980431767572,,,14.87,,,44.77,,,17.52,,,255.53652968036533,
1989,Sierra Leone,,,74.20238244052369,,,20.78,,,59.37,,,3.52,,,1686.6477272727273
2003,Sierra Leone,,,59.5682720473317,,,12.89,,,48.98,,,13.31,,,367.9939894815928
2011,Sierra Leone,,,54.182902740942794,,,10.69,,,42.95,,,15.920000000000002,,,269.786432160804
2018,Sierra Leone,,54.1931534329073,57.1072694939046,,13.56,15.02,,44.25,47.0,,16.43,14.99,,269.3244065733415,313.54236157438294
2019,Sierra Leone,,54.1195523002193,,,13.55,,,44.23,,,16.48,,,268.38592233009706,
2020,Sierra Leone,,54.1193721751744,,,13.55,,,44.23,,,16.48,,,268.38592233009706,
2021,Sierra Leone,,54.119551992446304,,,13.55,,,44.23,,,16.48,,,268.38592233009706,
1969,Singapore,,,42.8403095349524,,,10.27,,,32.89,,,22.57,,,145.7244129375277
1970,Singapore,,,44.1021094207226,,,10.86,,,34.22,,,21.9,,,156.25570776255708
1971,Singapore,,,43.837978844526795,,,10.66,,,33.93,,,22.03,,,154.01724920562867
1972,Singapore,,,44.6745240613801,,,10.95,,,34.81,,,21.58,,,161.306765523633
1973,Singapore,,,44.4754500071049,,,11.35,,,34.65,,,21.75,,,159.3103448275862
1974,Singapore,,,44.228066171672396,,,10.58,,,34.31,,,21.8,,,157.38532110091742
1975,Singapore,,,44.8915711394134,,,10.68,,,35.0,,,21.43,,,163.32244517032197
1976,Singapore,,,44.8026013519007,,,10.489999999999998,,,34.89,,,21.45,,,162.65734265734267
1977,Singapore,,,43.9889745588828,,,10.03,,,34.0,,,21.87,,,155.46410608139004
1978,Singapore,,,45.067899532598396,,,10.3,,,35.160000000000004,,,21.28,,,165.22556390977445
1979,Singapore,,,47.0609424586443,,,11.16,,,37.43,,,20.27,,,184.65712876171682
1980,Singapore,,,45.3859382166384,,,10.64,,,35.53,,,21.14,,,168.07000946073794
1981,Singapore,,,45.4530229364995,,,10.8,,,35.61,,,21.12,,,168.60795454545453
1982,Singapore,,,46.2454012623905,,,10.99,,,36.49,,,20.7,,,176.280193236715
1983,Singapore,,,45.4569007453073,,,10.65,,,35.6,,,21.1,,,168.7203791469194
1984,Singapore,,,45.0067378627185,,,10.37,,,35.09,,,21.32,,,164.5872420262664
1985,Singapore,,,46.6639415795207,,,10.86,,,36.96,,,20.46,,,180.64516129032256
1986,Singapore,,,46.0781050068124,,,10.45,,,36.28,,,20.73,,,175.0120598166908
1987,Singapore,,,48.064765574343696,,,11.45,,,38.53,,,19.77,,,194.8912493677289
1988,Singapore,,,46.5196615375449,,,10.65,,,36.79,,,20.52,,,179.2884990253411
1989,Singapore,,,47.0628067414253,,,11.15,,,37.43,,,20.28,,,184.56607495069034
1990,Singapore,,,47.2960129462321,,,10.94,,,37.66,,,20.13,,,187.08395429706903
1991,Singapore,,,45.6750399563362,,,10.09,,,35.84,,,20.93,,,171.23745819397996
1992,Singapore,,,45.3808855629467,,,10.46,,,35.45,,,21.11,,,167.9298910468972
1993,Singapore,,,45.365991095909806,,,10.72,,,35.410000000000004,,,21.13,,,167.58163748225275
1994,Singapore,,,43.686753261941305,,,10.22,,,33.6,,,22.03,,,152.5192918747163
1995,Singapore,,,43.5891268732088,,,10.04,,,33.45,,,22.05,,,151.70068027210885
1996,Singapore,,,45.9374086483559,,,10.16,,,35.11,,,20.51,,,171.18478790833737
1997,Singapore,,,46.0121745369149,,,10.48,,,35.160000000000004,,,20.5,,,171.51219512195124
1998,Singapore,,,47.6375528226575,,,11.26,,,37.04,,,19.67,,,188.30706659888153
1999,Singapore,,,50.513476636134904,,,12.95,,,40.55,,,18.32,,,221.3427947598253
2000,Singapore,,,51.5747331192654,,,13.44,,,41.99,,,17.87,,,234.97481813094572
2001,Singapore,,,55.05758678519081,,,15.25,,,46.400000000000006,,,16.35,,,283.7920489296636
2002,Singapore,,,54.7306540563233,,,15.25,,,46.150000000000006,,,16.55,,,278.8519637462236
2003,Singapore,,,53.444376140296,,,14.43,,,44.71,,,17.14,,,260.85180863477245
2004,Singapore,,,51.5858545229212,,,13.81,,,42.5,,,18.08,,,235.06637168141594
2005,Singapore,,,50.609997351082804,,,13.82,,,41.67,,,18.69,,,222.95345104333867
2006,Singapore,,,51.868212821709406,,,14.45,,,42.96,,,18.04,,,238.13747228381374
2007,Singapore,,,51.194155031917596,,,14.28,,,41.93,,,18.34,,,228.6259541984733
2008,Singapore,,,54.8957859932937,,,15.35,,,46.74,,,16.580000000000002,,,281.9059107358263
2009,Singapore,,,53.2756993024319,,,13.85,,,44.8,,,17.28,,,259.25925925925924
2010,Singapore,,,52.258615918738506,,,13.59,,,43.36,,,17.73,,,244.55724760293288
2011,Singapore,,,53.553582231431896,,,14.04,,,45.12,,,17.130000000000003,,,263.39754816112077
2012,Singapore,,,53.4454051679051,,,13.76,,,44.97,,,17.150000000000002,,,262.2157434402332
2013,Singapore,,,53.7085854295118,,,13.76,,,45.26,,,17.02,,,265.9224441833137
2018,Singapore,,49.1567957691029,,,11.6,,,41.120000000000005,,,19.29,,,213.16744427164335,
2019,Singapore,,48.9016514713981,,,11.68,,,40.86,,,19.41,,,210.51004636785163,
2020,Singapore,,38.3442929629446,,,8.75,,,29.51,,,25.05,,,117.80439121756487,
2021,Singapore,,38.3443158087239,,,8.75,,,29.51,,,25.05,,,117.80439121756487,
1980,Slovakia,26.525540576817903,25.4801102804629,34.1445109459901,3.31,3.22,4.24,20.24,19.84,22.91,31.22,31.96,26.22,64.83023702754645,62.07759699624531,87.37604881769641
1985,Slovakia,24.338414188149297,23.3791857871543,32.507641378207204,3.16,3.0700000000000003,4.01,19.71,19.32,22.42,33.19,33.85,27.81,59.38535703525159,57.07533234859675,80.61848256023015
1988,Slovakia,24.4812455339965,23.5163889214872,33.4150745971722,3.63,3.52,4.569999999999999,20.46,20.04,23.380000000000003,33.15,33.81,27.31,61.71945701357466,59.272404614019514,85.6096667887221
1997,Slovakia,34.9288015936357,31.8114794851127,36.594531112671405,5.72,5.3,6.569999999999999,24.34,23.06,25.92,27.0,29.06,25.44,90.14814814814814,79.35306262904336,101.88679245283019
1998,Slovakia,34.3012524237912,31.3142724270387,37.7359700973864,5.8500000000000005,5.43,6.98,24.39,23.14,26.94,27.32,29.29,24.82,89.27525622254758,79.00307272106521,108.54149879129736
1999,Slovakia,34.0115265102269,31.646620215450998,38.4783125193863,6.18,5.82,7.8,25.040000000000003,23.99,27.91,27.54,29.1,24.55,90.92229484386348,82.43986254295532,113.68635437881873
2000,Slovakia,34.0324394471908,31.8243324388629,38.6242023941699,6.38,6.03,7.430000000000001,25.09,24.12,27.89,27.52,28.98,24.37,91.17005813953489,83.22981366459628,114.4439885104637
2001,Slovakia,35.1941881017611,32.9708648029222,40.056670998841795,7.16,6.77,8.76,26.48,25.44,29.51,26.950000000000003,28.4,23.7,98.2560296846011,89.57746478873241,124.51476793248946
2002,Slovakia,35.5284995673438,33.2864736398822,40.2442554998505,7.180000000000001,6.79,8.85,26.65,25.6,29.66,26.71,28.18,23.57,99.77536503182328,90.8445706174592,125.83792957148918
2003,Slovakia,35.5597872946817,33.3440898712848,39.656415805399796,7.22,6.83,8.16,26.48,25.45,28.98,26.640000000000004,28.1,23.84,99.39939939939939,90.56939501779358,121.56040268456377
2004,Slovakia,37.0446826220437,34.9932465756769,42.370908888695205,8.27,7.870000000000001,10.19,27.47,26.51,31.16,25.94,27.27,22.33,105.89822667694679,97.21305463879723,139.54321540528437
2005,Slovakia,36.810876411453094,33.8438735157361,41.6114312672779,8.03,7.46,9.67,27.55,26.13,30.79,26.08,28.01,22.75,105.63650306748467,93.2881113887897,135.34065934065933
2006,Slovakia,37.271740307511095,34.3903247270738,41.8447972205591,8.51,7.93,9.78,28.34,26.93,31.15,25.92,27.78,22.63,109.33641975308642,96.94024478041756,137.64913831197526
2007,Slovakia,37.0303374870108,34.1425517212688,41.4697434082331,8.39,7.81,9.37,28.39,26.96,30.81,26.06,27.93,22.8,108.94090560245589,96.52703186537774,135.1315789473684
2008,Slovakia,36.495875002363896,33.4845025235021,40.6583892490534,7.960000000000001,7.380000000000001,8.74,28.000000000000004,26.51,29.98,26.340000000000003,28.29,23.32,106.30220197418375,93.70802403676211,128.5591766723842
2009,Slovakia,36.6271007977776,33.4691823650477,40.0734685509313,8.12,7.5,9.45,27.42,25.92,29.86,26.08,28.14,23.97,105.13803680981597,92.11087420042644,124.57238214434709
2010,Slovakia,38.957312938132596,35.7708066418734,42.0906384193295,9.8,9.08,11.17,29.57,27.97,32.07,24.91,26.97,23.05,118.70734644720994,103.70782350760103,139.13232104121477
2011,Slovakia,38.399924365869595,35.2234234135093,40.752689699131004,8.62,7.99,9.55,28.77,27.22,30.380000000000003,24.98,27.05,23.48,115.17213771016812,100.62846580406655,129.38671209540036
2012,Slovakia,37.6727356262915,34.5798236500439,40.2368723802159,8.6,7.979999999999999,9.46,28.14,26.65,29.79,25.49,27.500000000000004,23.880000000000003,110.39623381718322,96.90909090909089,124.74874371859295
2013,Slovakia,38.6470185982539,35.3990224448943,42.3035149793812,10.53,9.73,11.78,30.58,28.85,32.85,25.6,27.65,23.17,119.45312499999999,104.33996383363473,141.77816141562366
2014,Slovakia,35.275506996412496,32.3131352716484,39.517426773345896,8.91,8.25,10.29,27.800000000000004,26.3,30.17,27.54,29.42,24.6,100.94408133623823,89.3949694085656,122.64227642276421
2015,Slovakia,36.8396912311809,33.7104928173247,40.9967022009198,9.96,9.2,11.16,29.28,27.65,31.7,26.640000000000004,28.63,23.89,109.9099099099099,96.57701711491443,132.69150272080367
2016,Slovakia,34.2143867827813,31.2754047514741,39.2548988486386,7.580000000000001,7.01,9.11,26.71,25.27,29.46,27.97,29.86,24.49,95.49517340007151,84.62826523777629,120.29399755002044
2017,Slovakia,31.486184958142598,28.857482275842,37.7925138086624,6.83,6.34,8.469999999999999,24.42,23.21,27.47,29.34,31.06,24.95,83.2310838445808,74.72633612363168,110.1002004008016
2018,Slovakia,32.7774652706234,30.103812896230803,38.5445996886141,6.35,5.91,7.86,24.74,23.54,27.500000000000004,28.25,30.020000000000003,24.15,87.57522123893806,78.41439040639573,113.87163561076608
1992,Slovenia,27.7232270618454,25.3414072690675,34.191883760991196,4.3,4.02,4.83,20.77,19.84,23.57,30.95,32.59,26.68,67.10823909531503,60.87756980668916,88.34332833583208
1993,Slovenia,31.5811335877741,28.8737376959816,38.6552710486493,4.66,4.35,5.680000000000001,23.11,21.99,26.65,28.31,30.17,23.72,81.63193217944189,72.88697381504805,112.35244519392917
1994,Slovenia,29.9842661360045,27.4192516102853,36.8751028966664,4.74,4.42,5.94,23.09,21.97,26.11,29.76,31.49,25.15,77.58736559139786,69.76818037472214,103.81709741550695
1995,Slovenia,32.013585297694306,29.275500395098902,39.7307632316693,4.89,4.5600000000000005,6.45,23.57,22.41,28.02,28.16,30.03,23.26,83.7002840909091,74.62537462537462,120.46431642304385
1996,Slovenia,32.1958783962885,29.4919088150201,40.3801918627195,4.84,4.52,6.619999999999999,24.17,22.98,28.82,28.110000000000003,29.95,23.02,85.98363571682674,76.72787979966611,125.19548218940054
1997,Slovenia,32.9486359528022,30.2303148533556,39.755627585292004,4.92,4.6,6.93,25.05,23.81,28.84,27.96,29.78,23.6,89.59227467811158,79.95298858294156,122.20338983050847
1998,Slovenia,32.1708736954463,29.4709934122317,40.402962303483704,5.59,5.21,7.21,23.84,22.67,28.97,28.24,30.070000000000004,23.11,84.41926345609065,75.39075490522114,125.356988316746
1999,Slovenia,33.687229990567104,30.8577004790582,41.1602780935368,6.08,5.65,7.75,25.61,24.3,30.01,27.59,29.47,22.86,92.82348677056905,82.45673566338651,131.27734033245846
2000,Slovenia,32.3314473971726,29.555020379387198,40.3053188595718,5.26,4.89,7.26,24.11,22.9,29.0,28.2,30.070000000000004,23.21,85.49645390070923,76.15563684735616,124.94614390348988
2001,Slovenia,32.3040787693807,29.462499249915204,40.058606418969,5.35,4.96,6.88,24.17,22.93,28.67,28.24,30.16,23.31,85.58781869688387,76.02785145888595,122.994422994423
2002,Slovenia,32.7482515562152,29.859170119703197,40.5543129884324,5.2,4.83,6.99,24.4,23.13,29.23,27.950000000000003,29.9,23.09,87.29874776386403,77.35785953177258,126.59159809441316
2003,Slovenia,33.2230414429984,30.251739773613203,41.455835591963705,5.65,5.23,7.51,25.02,23.68,30.14,27.750000000000004,29.74,22.65,90.16216216216215,79.62340282447882,133.0684326710817
2004,Slovenia,33.728594805400405,30.710641397960597,41.442543512852495,5.42,5.0200000000000005,7.62,24.92,23.59,30.18,27.33,29.360000000000003,22.67,91.18185144529822,80.34741144414168,133.12748125275692
2005,Slovenia,33.1623987613657,30.208233786064,41.7903203193736,5.19,4.82,7.470000000000001,24.52,23.23,30.270000000000003,27.59,29.59,22.32,88.87277999275099,78.50625211220007,135.61827956989248
2006,Slovenia,33.4132069733043,30.4675654255051,41.9694966992247,5.69,5.28,7.79,24.78,23.48,30.31,27.500000000000004,29.49,22.19,90.10909090909091,79.62021024075958,136.5930599369085
2007,Slovenia,33.3861197221909,30.562170482468897,41.8405299250729,5.55,5.16,8.15,24.75,23.51,30.37,27.52,29.42,22.4,89.93459302325581,79.91162474507138,135.58035714285717
2008,Slovenia,32.8917710339299,29.9278515553581,41.7601538228544,5.53,5.12,8.07,24.75,23.42,30.41,27.84,29.84,22.47,88.90086206896551,78.48525469168901,135.33600356030263
2009,Slovenia,32.636183587458504,29.603876374514996,41.2297914927601,5.21,4.82,7.13,24.41,23.07,29.78,28.02,30.06,22.72,87.1163454675232,76.74650698602795,131.07394366197184
2010,Slovenia,32.8115364834694,29.734744112695,41.4551077795249,5.34,4.93,7.17,24.46,23.11,29.85,27.87,29.94,22.56,87.76462145676355,77.187708750835,132.31382978723406
2011,Slovenia,32.2240879100745,29.2099981511647,40.8361801778081,5.16,4.77,7.02,24.0,22.69,29.26,28.22,30.26,22.91,85.04606661941885,74.98347653668209,127.71715408118726
2012,Slovenia,32.8529924453627,29.7123056257308,41.485860611228595,4.9,4.53,6.93,24.07,22.72,29.47,27.72,29.85,22.36,86.83261183261183,76.11390284757118,131.7978533094812
2013,Slovenia,33.5046132128567,30.3378808323256,41.3796314797957,5.2,4.81,7.049999999999999,24.53,23.16,29.3,27.32,29.46,22.4,89.78770131771596,78.61507128309572,130.80357142857144
2014,Slovenia,34.3999428401654,31.221286433044597,41.8437073594871,5.970000000000001,5.510000000000001,7.82,25.36,23.94,29.96,26.86,28.99,22.23,94.41548771407297,82.58020006898931,134.77282950967162
2015,Slovenia,33.2023537985549,30.0287870306202,41.0456287691337,5.2,4.8,7.109999999999999,24.2,22.85,29.020000000000003,27.46,29.62,22.55,88.12818645302258,77.14382174206618,128.6917960088692
2016,Slovenia,32.9949455592037,29.844663739139897,41.2724896476806,5.37,4.95,7.380000000000001,24.42,23.05,29.39,27.700000000000003,29.82,22.49,88.15884476534296,77.29711602951039,130.68030235660297
2017,Slovenia,32.6602593460458,29.628030364716402,40.921600012946705,5.9,5.44,7.95,24.76,23.39,29.47,28.03,30.070000000000004,22.85,88.33392793435605,77.7851679414699,128.97155361050326
2018,Slovenia,32.272897854963,29.2237960515367,40.7669040054973,5.98,5.510000000000001,8.04,24.88,23.48,29.6,28.44,30.48,23.07,87.48241912798875,77.03412073490814,128.3051582141309
2017,Somalia,,,55.7726610128116,,,12.44,,,44.06,,,14.94,,,294.9129852744311
2018,Somalia,,55.2455839637206,,,12.32,,,43.66,,,15.25,,,286.2950819672131,
2019,Somalia,,55.1778222050897,,,12.32,,,43.64,,,15.29,,,285.4153041203401,
2020,Somalia,,55.177893859749204,,,12.32,,,43.64,,,15.29,,,285.4153041203401,
2021,Somalia,,55.17782305055599,,,12.32,,,43.64,,,15.29,,,285.4153041203401,
1820,South Africa,,,,,,24.06,,,58.3,,,12.04,,,484.2192691029901
1850,South Africa,,,,,,24.610000000000003,,,59.62,,,11.65,,,511.7596566523605
1880,South Africa,,,,,,24.89,,,60.95,,,11.27,,,540.8163265306123
1900,South Africa,,,,,,25.99,,,62.93,,,10.7,,,588.1308411214953
1910,South Africa,,,,,,27.65,,,66.25,,,9.74,,,680.1848049281314
1920,South Africa,,,,,,24.85,,,64.94,,,10.12,,,641.699604743083
1930,South Africa,,,,,,22.76,,,63.96,,,10.4,,,615.0
1940,South Africa,,,,,,16.950000000000003,,,61.25000000000001,,,11.18,,,547.8533094812166
1950,South Africa,,,,,,16.23,,,60.92,,,11.28,,,540.0709219858156
1960,South Africa,,,,,,11.35,,,58.64,,,11.94,,,491.1222780569514
1970,South Africa,,,,,,11.46,,,58.69,,,11.92,,,492.3657718120805
1980,South Africa,,,58.9337849456426,,,10.12,,,47.1,,,13.320000000000002,,,353.6036036036036
1981,South Africa,,,58.9337849456426,,,10.12,,,47.1,,,13.320000000000002,,,353.6036036036036
1982,South Africa,,,58.9337849456426,,,10.12,,,47.1,,,13.320000000000002,,,353.6036036036036
1983,South Africa,,,58.9337849456426,,,10.12,,,47.1,,,13.320000000000002,,,353.6036036036036
1984,South Africa,,,58.9337849456426,,,10.12,,,47.1,,,13.320000000000002,,,353.6036036036036
1985,South Africa,,,58.9337849456426,,,10.12,,,47.1,,,13.320000000000002,,,353.6036036036036
1986,South Africa,,,58.9337849456426,,,10.12,,,47.1,,,13.320000000000002,,,353.6036036036036
1987,South Africa,,,58.9337849456426,,,10.12,,,47.1,,,13.320000000000002,,,353.6036036036036
1988,South Africa,,,58.9337849456426,,,10.12,,,47.1,,,13.320000000000002,,,353.6036036036036
1989,South Africa,,,58.9337849456426,,,10.12,,,47.1,,,13.320000000000002,,,353.6036036036036
1990,South Africa,,,58.9337849456426,,,10.12,,,47.1,,,13.320000000000002,,,353.6036036036036
1991,South Africa,,,60.687497281102,,,10.79,,,49.11,,,12.39,,,396.3680387409201
1992,South Africa,,,60.368125729367094,,,10.83,,,48.71,,,12.57,,,387.5099443118536
1993,South Africa,,,58.2576105792155,,,10.56,,,46.27,,,13.71,,,337.490882567469
1994,South Africa,,,59.2418636292514,,,11.26,,,47.31,,,13.2,,,358.40909090909093
1995,South Africa,,,60.222513154054205,,,11.97,,,48.35,,,12.69,,,381.0086682427108
1996,South Africa,,,61.1995819526488,,,12.67,,,49.39,,,12.19,,,405.16817063166536
1997,South Africa,,,62.1730778605327,,,13.36,,,50.42,,,11.68,,,431.6780821917808
1998,South Africa,,,63.1430252370917,,,14.06,,,51.45,,,11.18,,,460.19677996422183
1999,South Africa,,,64.1094174489519,,,14.75,,,52.470000000000006,,,10.68,,,491.2921348314607
2000,South Africa,,,65.0722999698822,,,15.44,,,53.49,,,10.18,,,525.442043222004
2001,South Africa,,,65.6338588790241,,,16.17,,,54.66,,,10.15,,,538.5221674876847
2002,South Africa,,,66.19650495588441,,,16.900000000000002,,,55.84,,,10.12,,,551.7786561264824
2003,South Africa,,,66.7789330831965,,,17.23,,,57.08,,,10.05,,,567.960199004975
2004,South Africa,,,66.50293680670461,,,17.43,,,57.35,,,10.44,,,549.3295019157088
2005,South Africa,,,67.5374495891919,,,18.34,,,59.06,,,10.16,,,581.2992125984251
2006,South Africa,,,68.8433821490612,,,19.34,,,60.07,,,9.37,,,641.0885805763074
2007,South Africa,,,70.8985362765553,,,20.33,,,61.970000000000006,,,8.16,,,759.436274509804
2008,South Africa,,,69.67427235356209,,,19.76,,,60.06,,,8.74,,,687.1853546910755
2009,South Africa,,,68.9864081595911,,,18.58,,,59.29,,,8.99,,,659.5105672969967
2010,South Africa,,,70.9380535038111,,,18.77,,,61.42999999999999,,,7.89,,,778.5804816223067
2011,South Africa,,,71.8634356531926,,,18.65,,,62.43,,,7.359999999999999,,,848.233695652174
2018,South Africa,,59.453903371142005,,,14.000000000000002,,,52.370000000000005,,,14.02,,,373.5378031383738,
2019,South Africa,,59.4295256324568,,,14.000000000000002,,,52.370000000000005,,,14.03,,,373.2715609408411,
2020,South Africa,,59.426402531761,,,13.99,,,52.35999999999999,,,14.03,,,373.2002851033499,
