"","Entity","Year","Gini.coefficient","Palma.ratio..S90.S40.ratio.","S90.S10.ratio","S80.S20.ratio","S90.S50.ratio","P90.P10.ratio","P90.P50.ratio","P50.P10.ratio","P0.P10...share.of.the.bottom.10.","P0.P40...share.of.the.bottom.40.","P0.P50...share.of.the.bottom.50.","P10.P20...share.of.national.income","P20.P30...share.of.national.income","P30.P40...share.of.national.income","P40.P50...share.of.national.income","P50.P60...share.of.national.income","P50.P90...share.of.the.middle.40.","P60.P70...share.of.national.income","P70.P80...share.of.national.income","P80.P90...share.of.national.income","P90.P100...share.of.the.top.10.","P99.999.P100...share.of.the.top.0.001.","P99.99.P100...share.of.the.top.0.01.","P99.9.P100...share.of.the.top.0.1.","P99.P100...share.of.the.top.1.","Mean.income","P0.P10...mean.income.of.the.bottom.10.","P10.P20...mean.income","P20.P30...mean.income","P30.P40...mean.income","P40.P50...mean.income","P50.P60...mean.income","P60.P70...mean.income","P70.P80...mean.income","P80.P90...mean.income","P90.P100...mean.income.of.the.top.10.","P99.999.P100...mean.income.of.the.top.0.001.","P99.99.P100...mean.income.of.the.top.0.01.","P99.9.P100...mean.income.of.the.top.0.1.","P99.P100...mean.income.of.the.top.1.","P0...income.threshold.of.the.bottom.10.","P10...income.threshold","P20...income.threshold","P30...income.threshold","P40...income.threshold","P50...income.threshold..median.","P60...income.threshold","P70...income.threshold","P80...income.threshold","P90...income.threshold.of.the.top.10.","P99.999...income.threshold.of.the.top.0.001.","P99.99...income.threshold.of.the.top.0.01.","P99.9...income.threshold.of.the.top.0.1.","P99...income.threshold.of.the.top.1."
"2802","New Zealand",1929,0.625780302335251,7.8820596,296.5625,44.802723,4.6383185,NA,NA,NA,0.16,6.02,10.23,1.31,2.07,2.79,3.9,5.44,42.31,7.69,10.78,18.41,47.45,0.41,1.64,6.17,17.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2803","New Zealand",1930,0.645422733759897,9.1840153,329.39999,51.666668,5.3706522,NA,NA,NA,0.15,5.38,9.2,1.17,1.85,2.51,3.53,4.99,41.39,7.2,10.42,18.79,49.41,0.38,1.51,5.69,16.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2804","New Zealand",1931,0.644869219929518,9.1256933,329.13333,51.60606,5.3430734,NA,NA,NA,0.15,5.41,9.24,1.17,1.86,2.52,3.55,5.01,41.39,7.21,10.43,18.75,49.37,0.42,1.62,5.9,16.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2805","New Zealand",1932,0.644316290966781,9.0828733,328.79999,51.150375,5.3146553,NA,NA,NA,0.15,5.43,9.28,1.18,1.87,2.53,3.56,5.02,41.39,7.23,10.43,18.71,49.32,0.46,1.73,6.11,16.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2806","New Zealand",1933,0.643764020679434,9.0256414,328.53333,51.082706,5.2875538,NA,NA,NA,0.15,5.46,9.32,1.18,1.88,2.54,3.57,5.04,41.39,7.25,10.44,18.66,49.28,0.51,1.85,6.32,17.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2807","New Zealand",1934,0.641449687314054,8.9251823,326.06668,50.567165,5.2254272,NA,NA,NA,0.15,5.48,9.36,1.19,1.88,2.55,3.59,5.06,41.73,7.29,10.52,18.85,48.91,0.38,1.5,5.64,16.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2808","New Zealand",1935,0.620236471465144,7.6366611,274.47058,43.560001,4.4908566,NA,NA,NA,0.17,6.11,10.39,1.33,2.1,2.83,3.96,5.52,42.95,7.8,10.95,18.68,46.66,0.31,1.35,5.46,16.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2809","New Zealand",1936,0.60371083792926,6.7699246,250.11111,38.895706,3.9982238,NA,NA,NA,0.18,6.65,11.26,1.45,2.29,3.07,4.27,5.89,43.72,8.21,11.24,18.38,45.02,0.37,1.55,5.97,16.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2810","New Zealand",1937,0.558104009396663,5.0836549,188.09525,30.696335,3.0129671,NA,NA,NA,0.21,7.77,13.11,1.7,2.68,3.58,4.94,6.74,47.39,9.23,12.29,19.13,39.5,0.19,0.93,4.14,13.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2811","New Zealand",1938,0.52676569703487,4.1701388,150.125,25.957747,2.4796972,NA,NA,NA,0.24,8.64,14.53,1.89,2.99,3.97,5.44,7.36,49.45,9.93,12.9,19.26,36.03,0.16,0.78,3.57,11.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2812","New Zealand",1939,0.551715491246117,4.891139,175.63637,29.891752,2.8987248,NA,NA,NA,0.22,7.9,13.33,1.72,2.73,3.64,5.02,6.85,48.04,9.37,12.46,19.35,38.64,0.19,0.9,3.91,12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2813","New Zealand",1940,0.539493029094851,4.528554,169.40909,28.064356,2.6870944,NA,NA,NA,0.22,8.23,13.87,1.8,2.85,3.79,5.21,7.09,48.86,9.65,12.71,19.42,37.27,0.16,0.8,3.6,11.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2814","New Zealand",1945,0.496542457656908,3.4447916,127.19231,22.042374,2.0578718,NA,NA,NA,0.26,9.6,16.07,2.1,3.33,4.4,5.98,7.99,50.86,10.58,13.35,18.95,33.07,0.12,0.67,3.27,10.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2815","New Zealand",1946,0.518779626079787,3.96085,147.54167,24.718182,2.3590939,NA,NA,NA,0.24,8.94,15.01,1.96,3.1,4.11,5.6,7.55,49.58,10.1,12.97,18.97,35.41,0.13,0.72,3.54,11.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2816","New Zealand",1947,0.535304190972626,4.4002376,161.08696,27.140097,2.6146789,NA,NA,NA,0.23,8.42,14.17,1.84,2.91,3.87,5.31,7.2,48.78,9.74,12.71,19.13,37.05,0.14,0.76,3.66,12.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2817","New Zealand",1948,0.540658852202275,4.5546117,163.17392,27.965517,2.7038906,NA,NA,NA,0.23,8.24,13.88,1.8,2.85,3.79,5.21,7.08,48.59,9.62,12.64,19.24,37.53,0.18,0.88,3.86,12.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2818","New Zealand",1949,0.549045289657984,4.8039951,174.90909,29.269035,2.8482606,NA,NA,NA,0.22,8.01,13.51,1.75,2.77,3.69,5.08,6.92,48.01,9.43,12.47,19.18,38.48,0.18,0.87,3.94,12.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2819","New Zealand",1950,0.565495077922954,5.3000002,194.33333,31.375662,3.1416473,24.868076,3.7779274,6.5824652,0.21,7.7,12.99,1.68,2.66,3.55,4.88,6.65,46.2,9.07,11.99,18.49,40.81,0.13,0.81,4.28,14.57,25311.7886124468,532.431189552074,4259.51995313964,6742.20313056284,8983.78140497813,12356.9256352281,16836.0672908447,22953.9897449953,30360.2703004949,46789.1428953744,103303.765889467,3387115.14295718,2040331.82250131,1082586.44216251,368767.65995709,0,2129.79519493135,6282.81482281596,7329.22278048042,10110.8394105374,14019.3027359846,19158.6477967701,25740.3960722198,37039.7847475412,52963.9077850282,2902188.31078635,1377941.56839183,602318.787911423,158593.635143127
"2820","New Zealand",1951,0.545543374008699,4.7003698,173.27272,28.79397,2.788588,24.328457,3.7069564,6.5629201,0.22,8.11,13.67,1.77,2.81,3.74,5.14,6.99,48.21,9.51,12.53,19.18,38.12,0.14,0.75,3.67,12.27,22709.71518945,503.199949485384,4025.52915916002,6372.19902436929,8486.56857695219,11664.3917741782,15872.7042296588,21594.7018635327,28457.6335374071,43557.5764784595,86562.9994849123,3144579.45879392,1705330.04840429,832858.112024765,278621.33306034,0,2012.79979794153,5937.67487985986,6916.18183650193,9535.93487698484,13209.843914668,18023.7008782289,24150.0757391458,34584.5014553853,48968.3142331654,2601095.97259099,1079788.48421271,444057.966284718,125263.963908918
"2821","New Zealand",1952,0.554860880530849,4.9897828,186.04762,30.385416,2.9598484,25.710392,3.8909919,6.6076708,0.21,7.83,13.2,1.71,2.7,3.61,4.97,6.79,47.73,9.3,12.37,19.27,39.07,0.13,0.71,3.58,12.31,23327.5861240645,498.198942148673,3985.30979029717,6306.76330865373,8415.85010700771,11596.702083325,15843.0503692538,21687.1148441772,28862.6446949576,44948.2791384034,91132.2297093128,2933806.3696504,1650141.18541149,834224.232268364,287273.709683357,0,1992.65489514859,5878.36715904986,6858.77590721434,9475.35929515989,13166.807076883,18051.9460041729,24371.7401065913,35342.823215766,51231.939201896,2457037.37787003,1071153.50546028,455520.697720798,132910.504126749
"2822","New Zealand",1953,0.554860934573578,4.9897828,186.04762,30.385416,2.9598484,25.710356,3.8910031,6.6076417,0.21,7.83,13.2,1.71,2.7,3.61,4.97,6.79,47.73,9.3,12.37,19.27,39.07,0.13,0.71,3.58,12.31,23674.6982952661,505.594798069161,4044.61751110718,6400.58502375935,8541.08660059464,11769.272054803,16078.8020813098,22009.8559092027,29292.0973954073,45617.0758237847,92488.2070647919,2977462.34623096,1674695.21575734,846637.014224972,291548.162221784,0,2022.30875555359,5965.77913235772,6960.83871891707,9616.37361471052,13362.6916036914,18320.5916658942,24734.3483568643,35868.7037900742,51994.2758554907,2493598.75639461,1087091.7862791,462298.471396502,134888.085563164
"2823","New Zealand",1954,0.550166835856121,4.852459,174.90909,29.671795,2.8759341,25.419254,3.8525767,6.5979877,0.22,7.93,13.38,1.73,2.74,3.66,5.04,6.88,48.14,9.4,12.49,19.38,38.48,0.12,0.67,3.41,11.87,26834.1375077754,581.102965181189,4648.61241128036,7356.8339759169,9813.52600253381,13516.1732232222,18451.2517871562,25226.7714877227,33506.4674090704,51994.2758554907,103246.571270349,3154307.96767173,1790125.7200711,913955.64442116,318610.796459141,0,2324.3414240017,6856.73324224582,7996.39942123147,11042.928566688,15335.9764000006,21006.203042431,28317.2531483639,40959.3770752306,59083.0276634707,2647959.7784128,1168826.34839878,502625.467572169,149642.395504199
"2824","New Zealand",1955,0.539167170431583,4.5286937,168.59091,28.218906,2.685735,24.750639,3.763588,6.5763412,0.22,8.19,13.81,1.79,2.83,3.77,5.19,7.08,49.1,9.65,12.75,19.63,37.09,0.11,0.61,3.1,10.91,26815.9648332279,599.627823343935,4796.88171330537,7592.23350435757,10119.4326907498,13922.4522417877,18973.0470315273,25868.3795980058,34200.7621881966,52626.727191777,99460.1043492282,2930006.73106206,1639483.05266284,830801.14840147,292615.489886195,0,2398.44085665269,7075.36883060005,8242.01227451472,11372.7837407418,15772.9658298168,21558.4973878838,28961.2561072308,41642.0497950532,59362.9432008804,2445834.76925219,1061616.37315901,456303.038403739,141032.210478291
"2825","New Zealand",1956,0.549043637354115,4.8299494,173,29.793814,2.8595042,26.242317,3.9605236,6.6259713,0.22,7.88,13.31,1.72,2.72,3.64,5.02,6.87,48.63,9.43,12.6,19.74,38.06,0.13,0.69,3.27,11.14,27815.1801864474,598.148652159837,4785.11878055565,7571.243360888,10113.6568794595,13954.1487671612,19099.9740064675,26218.2388014064,35037.1982744422,54902.2559667035,105871.747938507,3723956.23120327,1923100.81467289,910783.103978163,309764.577974284,0,2392.59460863935,7058.0413967292,8237.15214062412,11391.1677254585,15853.2636940964,21784.4583954355,29508.9016289621,43007.4656714213,62787.2244920663,3032981.34614471,1184912.12371567,481775.634054914,148331.990708535
"2826","New Zealand",1957,0.538659505093039,4.5158925,167.90909,28.189054,2.6768117,24.914431,3.7843261,6.5835848,0.22,8.18,13.8,1.79,2.83,3.77,5.19,7.08,49.25,9.66,12.79,19.72,36.94,0.14,0.72,3.27,10.86,28206.3857462797,630.126924425566,5040.94495868147,7978.15630996094,10637.8469724145,14642.526861551,19968.1770548097,27252.4612059828,36082.4088078148,55627.0498469113,104204.440267137,4065313.93344163,2017366.70375407,922121.232851163,306266.338123893,0,2520.50769770226,7435.44135884323,8662.94213147506,11958.0424725831,16593.976273714,22699.3609911613,30530.0228030508,43972.2374670682,62797.0151965705,3266182.54445892,1209202.22766025,476476.538506246,144179.323264266
"2827","New Zealand",1958,0.519764233416846,4.0115876,144.25,25.694836,2.3810179,23.784693,3.634656,6.5438633,0.24,8.63,14.54,1.89,2.99,3.97,5.46,7.42,50.84,10.08,13.23,20.11,34.62,0.07,0.43,2.36,9.01,28978.2313574864,683.095340160869,5464.62184784085,8650.47483149481,11516.8268393837,15820.4401811541,21505.8107190407,29203.0653774692,38347.2312008373,58267.8634675868,100322.53158628,2086369.26468827,1251786.22775268,682903.681837444,261211.629096958,0,2732.31092392042,8060.35596576293,9371.95818571916,12916.8271467705,17879.8690897562,24362.3720224253,32561.6292060473,46405.4036281857,64987.1746631577,1776640.60944275,848170.42168582,394698.798675336,137511.078692908
"2828","New Zealand",1959,0.52678427839591,4.1954975,153.95653,26.792271,2.4884048,24.416115,3.7185791,6.5659795,0.23,8.44,14.23,1.84,2.92,3.89,5.35,7.29,50.35,9.92,13.09,20.05,35.41,0.09,0.49,2.56,9.46,30803.1059783245,710.072605089887,5680.51040399604,8991.03638745251,11981.2161544673,16478.1078642931,22441.9147684053,30563.6211199468,40323.4743395148,61772.4426230523,109088.945263919,2638821.24752727,1509143.48892749,787857.498401134,291480.6838411,0,2840.21998363649,8378.72995395917,9751.61212297087,13452.498425583,18648.8267953178,25468.5807579612,34163.5011617019,48981.274590207,69347.1373833698,2214792.24518936,992914.08397518,443639.924333403,149994.086062399
"2829","New Zealand",1960,0.523010102565729,4.0913348,151.91304,26.344498,2.4280751,24.138912,3.6807649,6.5581241,0.23,8.54,14.39,1.86,2.95,3.93,5.41,7.36,50.67,10.01,13.18,20.12,34.94,0.11,0.55,2.64,9.31,30198.8997679821,703.94461018434,5631.41600802861,8913.69686554113,11874.7862659353,16325.4010487158,22219.8277806215,30229.3988690638,39809.2862612332,60758.2946845458,105523.086159398,3202758.64242718,1659824.82609671,796692.658320471,281127.401229817,0,2815.70800401431,8306.32100266144,9663.35490898639,13326.8393116578,18465.7617521049,25198.5263617788,33756.0247188446,48278.5274043145,67968.1272194526,2604092.84384669,1026067.52252831,427446.803450579,142056.078684578
"2830","New Zealand",1961,0.522453075245294,4.0796251,151.47826,26.195238,2.4211259,24.203465,3.6890514,6.5608912,0.23,8.54,14.39,1.87,2.95,3.93,5.41,7.36,50.77,10.02,13.21,20.17,34.84,0.11,0.56,2.63,9.2,30038.304039423,700.422774031726,5603.38219225381,8869.03998312599,11817.1690264786,16249.2589510962,22122.3433559172,30108.8816359213,39673.3433857423,60597.1354622022,104641.993190737,3306290.34155245,1674654.64420486,789166.846645952,276452.445484115,0,2801.6910961269,8264.97464622976,9615.66924748,13263.0940772955,18381.5898680575,25091.9555998007,33629.2386173505,48129.8354819512,67810.6307067077,2668464.61286054,1020305.51683574,419257.7595918,139893.81216032
"2831","New Zealand",1962,0.521903298226245,4.0667448,151,26.171429,2.4118056,24.270052,3.6975787,6.5637689,0.23,8.54,14.4,1.87,2.95,3.94,5.41,7.37,50.87,10.04,13.23,20.23,34.73,0.11,0.57,2.62,9.1,31456.1952744651,733.668907312396,5869.56256866832,9290.25158697854,12380.2401905584,17026.9508103163,23187.6987920827,31571.9228104399,41625.8493487511,63629.3659528791,109246.793960279,3597979.5885305,1779876.12031615,823033.457019989,286174.61505685,0,2934.81650269569,8657.65937724614,10073.0853269814,13896.1793440892,19263.4576406718,26304.7350973146,35271.9638723754,50516.1612222389,71228.1500724806,2881854.28539201,1068121.41584305,432812.039082194,145020.760357848
"2832","New Zealand",1963,0.5220579618887,4.0690866,151.08696,26.176191,2.4131944,24.254765,3.6954057,6.5634918,0.23,8.54,14.4,1.87,2.95,3.94,5.41,7.37,50.85,10.03,13.23,20.22,34.75,0.12,0.59,2.66,9.15,33120.8263503593,772.409104991142,6179.27283992913,9780.42074269925,13033.2590499759,17924.5964088944,24409.2124432551,33233.0320501815,43811.4304283399,66956.0923826376,115108.678926135,3991452.57691456,1938396.43083058,881685.552811826,303157.613351982,0,3089.63641996457,9114.44152624008,10604.5304024107,14629.073447448,20278.8030034702,27689.8732561374,37126.4923536185,53164.8637558963,74938.4044592587,3178406.06110926,1148804.35768756,458858.553152798,152536.640454417
"2833","New Zealand",1964,0.52699602380074,4.2004771,153.04347,26.941748,2.4893918,24.97052,3.7887168,6.5907598,0.23,8.38,14.14,1.83,2.9,3.86,5.32,7.27,50.66,9.93,13.16,20.3,35.2,0.19,0.78,3.01,9.43,34149.2729436454,781.284132095727,6250.62524038108,9891.49945495267,13197.5879248569,18179.2251627283,24815.5618985436,33909.5767750985,44954.407133309,69308.7493693064,120204.212345182,6591952.65482853,2659102.86799967,1029350.57818978,321926.46432338,0,3125.27740182901,9219.67399048016,10737.6558089795,14830.8746589928,20597.9517956201,28207.6536072946,37988.4265336091,54777.1603465626,78039.8038119729,4951816.79461644,1381874.19151328,483736.38111452,154948.182541557
"2834","New Zealand",1965,0.513970459656124,3.8636885,140.54167,25.181395,2.2929981,23.830864,3.6381419,6.5502849,0.24,8.73,14.71,1.91,3.02,4.02,5.52,7.52,51.57,10.22,13.43,20.41,33.73,0.11,0.53,2.41,8.44,35669.2269903902,850.10081051779,6800.73604741927,10764.7035106316,14338.4515281344,19707.2089959011,26809.4142179841,36439.3821202437,47898.4508467245,72786.7738801811,120297.40012978,3910577.06106923,1887403.69474017,859834.249966214,301200.106381636,0,3400.33280534811,10031.1050400423,11662.0673623175,16080.3516892169,22273.1483799721,30374.2167716592,40638.4673650045,57969.8456923527,81032.8714846329,3104604.22361317,1115710.01554507,450106.790313555,156199.70223675
"2835","New Zealand",1966,0.510874572466787,3.7866061,139,24.907408,2.2479784,23.593252,3.6062922,6.5422463,0.24,8.81,14.84,1.92,3.05,4.06,5.57,7.58,51.8,10.29,13.5,20.44,33.36,0.11,0.51,2.34,8.24,35309.2953355931,849.255569841163,6794.18543217541,10754.8423694043,14320.7014739252,19674.5967931279,26747.2185915289,36316.4700385175,47653.4719239488,72185.9486325453,117795.910347302,3735880.88666912,1805978.56114486,825352.515689762,290967.69318711,0,3397.0927160877,10021.4552089841,11646.4304097999,16053.5857344571,22224.6174777891,30283.1420887526,40463.1503613274,57589.6282613166,80148.4679899886,2966297.13951305,1069056.81552519,433376.096360396,152111.343520627
"2836","New Zealand",1967,0.513033667854331,3.839817,139.83333,25.134884,2.2783434,23.895809,3.6463909,6.5532765,0.24,8.74,14.73,1.91,3.02,4.02,5.53,7.53,51.71,10.24,13.47,20.48,33.56,0.11,0.52,2.36,8.28,33755.4612250602,805.30305465655,6442.63574742155,10197.4765798917,13585.2716485365,18676.085807139,25414.5557913801,34558.7920514713,45454.2261200879,69124.7686486938,113295.215054431,3725590.22230463,1770856.48661914,798121.819431202,279495.311919973,0,3221.28265534925,9502.82961715027,11048.3521943631,15236.6606204969,21109.956335487,28798.476840257,38550.1593999509,55029.9577455972,76975.152743038,2942859.88341119,1036855.75190444,415886.024096011,145994.19587043
"2837","New Zealand",1968,0.515228467292125,3.8974655,140.95833,25.359814,2.3107924,24.050722,3.6671891,6.5583539,0.24,8.68,14.64,1.9,3,4,5.5,7.49,51.54,10.19,13.42,20.44,33.83,0.11,0.54,2.43,8.44,33388.5563346809,791.497456938306,6332.26140239865,10022.5821965529,13354.8731274326,18364.1919974636,25000.669606725,34018.8945692756,44794.3044618112,68261.0031139039,112945.144540861,3818226.90998162,1807272.20200044,810342.661317493,281836.558157507,0,3166.13070119933,9340.05035017649,10861.8357517207,14982.5249237243,20764.6050823617,28342.1173116014,37971.3104099074,54282.3423671205,76147.732557343,3012848.41759468,1054830.28794998,420502.939981918,146110.346026744
"2838","New Zealand",1969,0.513926334450352,3.8646789,140.41667,25.176744,2.2925169,23.88257,3.6446905,6.552702,0.24,8.72,14.7,1.91,3.02,4.02,5.52,7.52,51.6,10.22,13.44,20.43,33.7,0.12,0.55,2.44,8.43,35351.1347490862,842.00058736678,6736.07513565729,10662.1476418675,14203.5652034893,19524.8483199188,26567.3232008534,36122.2759930624,47503.8643241857,72231.380318914,119117.514581931,4157796.29425841,1944414.26270127,862548.036031971,297888.876030949,0,3368.00234946712,9935.73371702949,11551.9043274637,15930.3919058386,22069.515813628,30104.6554325382,40293.5387322175,57509.5417072061,80436.5541872724,3267867.03869071,1125316.03496149,444516.931972127,153752.307857576
"2839","New Zealand",1970,0.511707783644479,3.8043232,139.33333,24.944445,2.2594595,23.660513,3.6146348,6.5457549,0.24,8.79,14.8,1.92,3.04,4.05,5.56,7.56,51.75,10.27,13.48,20.44,33.44,0.13,0.59,2.49,8.38,38013.3611335696,911.944253357679,7295.48359013838,11548.0303076958,15379.3654214008,21133.2004540942,28738.6760623856,39037.2997765804,51255.6059408416,77703.8910797367,127129.832702573,5030070.79650322,2232632.81058765,946782.115705884,318568.604862033,0,3647.70657670767,10760.8294908637,12507.3784756677,17243.0506766407,23876.9925638722,32546.1331269758,43509.3273231687,61970.5811249983,86306.6098130021,3887593.628774,1245810.86922599,474481.981819575,162461.667789542
"2840","New Zealand",1971,0.512000873689924,3.8152792,139.41667,25.106977,2.26387,23.893663,3.6362212,6.5710149,0.24,8.77,14.78,1.91,3.03,4.05,5.56,7.55,51.76,10.25,13.44,20.52,33.46,0.09,0.47,2.24,8.14,39473.6552758892,942.725101331519,7542.08255754436,11955.3658771071,15968.3572995638,21948.223776532,29798.8191810453,40451.9509223621,53062.2374504091,80997.0896293223,132069.348780059,3589808.22428921,1838613.02192254,885111.524584365,321350.362365536,0,3771.04127877218,11124.5647287056,12960.8500986782,17907.0576648544,24779.5687330639,33738.5564115276,45067.3876370848,64394.8018222881,90103.9944261958,2903215.98257569,1131676.47105311,478413.125769845,171348.73957377
"2841","New Zealand",1972,0.517694094438701,3.9528193,143.125,25.615023,2.3447099,23.758572,3.6754651,6.4640994,0.24,8.69,14.65,1.89,3,4.01,5.51,7.46,51,10.11,13.22,20.21,34.35,0.1,0.54,2.58,9.04,42004.2354249879,993.228231759993,7946.10760097216,12597.8192280668,16850.2250721782,23144.6619542978,31349.69494921,42462.0741248276,55520.6903951024,84890.056875698,144287.65494432,4360543.75274063,2254184.33473996,1082152.34063834,379683.591112115,0,3973.05380048608,11720.5298424508,13663.9494681859,18896.6936237387,25682.2153389787,35469.3980070909,47253.7435206271,67479.8598552543,94394.0839171401,3540479.34447074,1391579.87889282,577757.854766714,192444.67900137
"2842","New Zealand",1973,0.522681309725419,4.0829439,151.95653,26.344498,2.4186852,24.05549,3.654413,6.5825868,0.23,8.56,14.45,1.86,2.96,3.95,5.44,7.37,50.61,10.01,13.12,20.11,34.95,0.14,0.65,2.88,9.55,43589.4138772791,1016.12016675198,8128.89089729279,12893.230844548,17238.19054275,23691.8144189678,32139.361051349,43612.7284326094,57193.985187932,87643.357943088,152336.17754061,5989605.97397478,2833764.24665859,1255043.85575712,416291.317000454,0,4064.41023028487,11990.0911815719,13990.1419326409,19342.9807009978,26754.3327005572,36404.5159423328,48610.2139331677,69573.5210112598,97771.3839140501,4730926.87894092,1647753.23962657,637121.291024656,202642.507764876
