,dataset,variable,eq,percentile,thr,share
42,at95,dhi,1,30,        22284.65,   6.6407
43,at95,dhi,1,40,        25213.62,   7.6403
44,at95,dhi,1,50,        28205.60,   8.6373
45,at95,dhi,1,60,        31700.71,   9.4999
46,at95,dhi,1,70,        36026.83,  10.8351
47,at95,dhi,1,80,        41403.45,  12.3373
48,at95,dhi,1,90,        49225.96,  14.3612
49,at95,dhi,1,100,               .,  21.1158
50,at95,dhci,1,10,        14840.88,   3.4539
51,at95,dhci,1,20,        18988.85,   5.4784
52,at95,dhci,1,30,        22284.65,   6.6407
53,at95,dhci,1,40,        25213.62,   7.6403
54,at95,dhci,1,50,        28205.60,   8.6373
55,at95,dhci,1,60,        31700.71,   9.4999
56,at95,dhci,1,70,        36026.83,  10.8351
57,at95,dhci,1,80,        41403.45,  12.3373
58,at95,dhci,1,90,        49225.96,  14.3612
59,at95,dhci,1,100,               .,  21.1158
60,at95,mi,1,10,          232.11,   0.0124
61,at95,mi,1,20,         8772.78,   0.9794
62,at95,mi,1,30,        17106.86,   4.3032
63,at95,mi,1,40,        22768.12,   6.3003
64,at95,mi,1,50,        28477.95,   8.1309
65,at95,mi,1,60,        33545.10,   9.8358
66,at95,mi,1,70,        39976.85,  11.5910
67,at95,mi,1,80,        48654.03,  13.8931
68,at95,mi,1,90,        62966.70,  17.3355
69,at95,mi,1,100,               .,  27.6185
70,at95,hcexp,1,10,.,.
71,at95,hcexp,1,20,.,.
72,at95,hcexp,1,30,.,.
73,at95,hcexp,1,40,.,.
74,at95,hcexp,1,50,.,.
75,at95,hcexp,1,60,.,.
76,at95,hcexp,1,70,.,.
77,at95,hcexp,1,80,.,.
78,at95,hcexp,1,90,.,.
79,at95,hcexp,1,100,.,.
80,at96,dhi,1,10,        14370.45,   3.6171
81,at96,dhi,1,20,        18379.17,   5.5684
82,at96,dhi,1,30,        21213.96,   6.6468
83,at96,dhi,1,40,        24044.57,   7.5676
84,at96,dhi,1,50,        27636.02,   8.6641
85,at96,dhi,1,60,        30958.06,   9.8367
86,at96,dhi,1,70,        34928.04,  11.0465
87,at96,dhi,1,80,        39618.33,  12.3727
88,at96,dhi,1,90,        46680.33,  14.3450
89,at96,dhi,1,100,               .,  20.3351
90,at96,dhci,1,10,        14370.45,   3.6171
91,at96,dhci,1,20,        18379.17,   5.5684
92,at96,dhci,1,30,        21213.96,   6.6468
93,at96,dhci,1,40,        24044.57,   7.5676
94,at96,dhci,1,50,        27636.02,   8.6641
95,at96,dhci,1,60,        30958.06,   9.8367
96,at96,dhci,1,70,        34928.04,  11.0465
97,at96,dhci,1,80,        39618.33,  12.3727
98,at96,dhci,1,90,        46680.33,  14.3450
99,at96,dhci,1,100,               .,  20.3351
100,at96,mi,1,10,          178.23,   0.0086
101,at96,mi,1,20,         8584.77,   0.8702
102,at96,mi,1,30,        16842.37,   4.2845
103,at96,mi,1,40,        22322.04,   6.3490
104,at96,mi,1,50,        28001.65,   8.0047
105,at96,mi,1,60,        33730.98,  10.2592
106,at96,mi,1,70,        40042.09,  11.5774
107,at96,mi,1,80,        48495.06,  14.1129
108,at96,mi,1,90,        61551.84,  17.4118
109,at96,mi,1,100,               .,  27.1217
110,at96,hcexp,1,10,.,.
111,at96,hcexp,1,20,.,.
112,at96,hcexp,1,30,.,.
113,at96,hcexp,1,40,.,.
114,at96,hcexp,1,50,.,.
115,at96,hcexp,1,60,.,.
116,at96,hcexp,1,70,.,.
117,at96,hcexp,1,80,.,.
118,at96,hcexp,1,90,.,.
119,at96,hcexp,1,100,.,.
120,at97,dhi,1,10,        14293.84,   3.5394
121,at97,dhi,1,20,        18472.82,   5.5683
122,at97,dhi,1,30,        21426.62,   6.7335
123,at97,dhi,1,40,        24657.69,   7.7951
124,at97,dhi,1,50,        27511.97,   8.6843
125,at97,dhi,1,60,        30627.60,   9.7956
126,at97,dhi,1,70,        34433.48,  10.9144
127,at97,dhi,1,80,        39506.24,  12.3694
128,at97,dhi,1,90,        47114.84,  14.5408
129,at97,dhi,1,100,               .,  20.0592
130,at97,dhci,1,10,        14293.84,   3.5394
131,at97,dhci,1,20,        18472.82,   5.5683
132,at97,dhci,1,30,        21426.62,   6.7335
133,at97,dhci,1,40,        24657.69,   7.7951
134,at97,dhci,1,50,        27511.97,   8.6843
135,at97,dhci,1,60,        30627.60,   9.7956
136,at97,dhci,1,70,        34433.48,  10.9144
137,at97,dhci,1,80,        39506.24,  12.3694
138,at97,dhci,1,90,        47114.84,  14.5408
139,at97,dhci,1,100,               .,  20.0592
140,at97,mi,1,10,          189.71,   0.0108
141,at97,mi,1,20,         7323.07,   0.7438
142,at97,mi,1,30,        16669.31,   4.0558
143,at97,mi,1,40,        22801.12,   6.4700
144,at97,mi,1,50,        28209.60,   8.3043
145,at97,mi,1,60,        33837.13,  10.1762
146,at97,mi,1,70,        39533.75,  11.8117
147,at97,mi,1,80,        48063.91,  14.2122
148,at97,mi,1,90,        60563.24,  17.4802
149,at97,mi,1,100,               .,  26.7349
150,at97,hcexp,1,10,.,.
151,at97,hcexp,1,20,.,.
152,at97,hcexp,1,30,.,.
153,at97,hcexp,1,40,.,.
154,at97,hcexp,1,50,.,.
155,at97,hcexp,1,60,.,.
156,at97,hcexp,1,70,.,.
157,at97,hcexp,1,80,.,.
158,at97,hcexp,1,90,.,.
159,at97,hcexp,1,100,.,.
160,at98,dhi,1,10,        14794.04,   3.4251
161,at98,dhi,1,20,        18662.34,   5.4812
162,at98,dhi,1,30,        21764.30,   6.5575
163,at98,dhi,1,40,        24523.64,   7.4953
164,at98,dhi,1,50,        27653.60,   8.4780
165,at98,dhi,1,60,        30968.76,   9.5093
166,at98,dhi,1,70,        34701.80,  10.6258
167,at98,dhi,1,80,        39470.38,  12.0364
168,at98,dhi,1,90,        49037.21,  14.1352
169,at98,dhi,1,100,               .,  22.2563
170,at98,dhci,1,10,        14794.04,   3.4251
171,at98,dhci,1,20,        18662.34,   5.4812
172,at98,dhci,1,30,        21764.30,   6.5575
173,at98,dhci,1,40,        24523.64,   7.4953
174,at98,dhci,1,50,        27653.60,   8.4780
175,at98,dhci,1,60,        30968.76,   9.5093
176,at98,dhci,1,70,        34701.80,  10.6258
177,at98,dhci,1,80,        39470.38,  12.0364
178,at98,dhci,1,90,        49037.21,  14.1352
179,at98,dhci,1,100,               .,  22.2563
180,at98,mi,1,10,          192.37,   0.0107
181,at98,mi,1,20,         7123.14,   0.6664
182,at98,mi,1,30,        16801.15,   3.9081
183,at98,mi,1,40,        22802.66,   6.2400
184,at98,mi,1,50,        28026.30,   7.9930
185,at98,mi,1,60,        33723.88,   9.7695
186,at98,mi,1,70,        40234.65,  11.6639
187,at98,mi,1,80,        49501.79,  14.1557
188,at98,mi,1,90,        62073.29,  17.0550
189,at98,mi,1,100,               .,  28.5377
190,at98,hcexp,1,10,.,.
191,at98,hcexp,1,20,.,.
192,at98,hcexp,1,30,.,.
193,at98,hcexp,1,40,.,.
194,at98,hcexp,1,50,.,.
195,at98,hcexp,1,60,.,.
196,at98,hcexp,1,70,.,.
197,at98,hcexp,1,80,.,.
198,at98,hcexp,1,90,.,.
199,at98,hcexp,1,100,.,.
200,at99,dhi,1,10,        15840.17,   3.7144
201,at99,dhi,1,20,        19621.78,   5.6111
202,at99,dhi,1,30,        22682.06,   6.6440
203,at99,dhi,1,40,        25546.89,   7.5856
204,at99,dhi,1,50,        28590.88,   8.5231
205,at99,dhi,1,60,        32206.20,   9.5619
206,at99,dhi,1,70,        36152.40,  10.7369
207,at99,dhi,1,80,        41370.93,  12.0615
208,at99,dhi,1,90,        50197.35,  14.3557
209,at99,dhi,1,100,               .,  21.2059
210,at99,dhci,1,10,        15840.17,   3.7144
211,at99,dhci,1,20,        19621.78,   5.6111
212,at99,dhci,1,30,        22682.06,   6.6440
213,at99,dhci,1,40,        25546.89,   7.5856
214,at99,dhci,1,50,        28590.88,   8.5231
215,at99,dhci,1,60,        32206.20,   9.5619
216,at99,dhci,1,70,        36152.40,  10.7369
217,at99,dhci,1,80,        41370.93,  12.0615
218,at99,dhci,1,90,        50197.35,  14.3557
219,at99,dhci,1,100,               .,  21.2059
220,at99,mi,1,10,          177.76,   0.0096
221,at99,mi,1,20,         7847.28,   0.7025
222,at99,mi,1,30,        17546.83,   4.1978
223,at99,mi,1,40,        23511.94,   6.3747
224,at99,mi,1,50,        28746.93,   8.1141
225,at99,mi,1,60,        34598.95,   9.8403
226,at99,mi,1,70,        41451.39,  11.6900
227,at99,mi,1,80,        50507.70,  14.1066
228,at99,mi,1,90,        63938.59,  17.4728
229,at99,mi,1,100,               .,  27.4915
230,at99,hcexp,1,10,.,.
231,at99,hcexp,1,20,.,.
232,at99,hcexp,1,30,.,.
233,at99,hcexp,1,40,.,.
234,at99,hcexp,1,50,.,.
235,at99,hcexp,1,60,.,.
236,at99,hcexp,1,70,.,.
237,at99,hcexp,1,80,.,.
238,at99,hcexp,1,90,.,.
239,at99,hcexp,1,100,.,.
240,at00,dhi,1,10,        15453.12,   3.7595
241,at00,dhi,1,20,        19243.42,   5.5707
242,at00,dhi,1,30,        22407.05,   6.8236
243,at00,dhi,1,40,        25498.96,   7.7977
244,at00,dhi,1,50,        28213.49,   8.7634
245,at00,dhi,1,60,        31310.45,   9.6626
246,at00,dhi,1,70,        34809.94,  10.8002
247,at00,dhi,1,80,        39885.99,  12.0197
248,at00,dhi,1,90,        48616.89,  14.1989
249,at00,dhi,1,100,               .,  20.6036
250,at00,dhci,1,10,        15453.12,   3.7595
251,at00,dhci,1,20,        19243.42,   5.5707
252,at00,dhci,1,30,        22407.05,   6.8236
253,at00,dhci,1,40,        25498.96,   7.7977
254,at00,dhci,1,50,        28213.49,   8.7634
255,at00,dhci,1,60,        31310.45,   9.6626
256,at00,dhci,1,70,        34809.94,  10.8002
257,at00,dhci,1,80,        39885.99,  12.0197
258,at00,dhci,1,90,        48616.89,  14.1989
259,at00,dhci,1,100,               .,  20.6036
260,at00,mi,1,10,          166.15,   0.0083
261,at00,mi,1,20,         7970.29,   0.6527
262,at00,mi,1,30,        18515.17,   4.3395
263,at00,mi,1,40,        24168.29,   6.5980
264,at00,mi,1,50,        28857.55,   8.1988
265,at00,mi,1,60,        34902.12,   9.8347
266,at00,mi,1,70,        41305.07,  11.6794
267,at00,mi,1,80,        50430.41,  14.0441
268,at00,mi,1,90,        64701.07,  17.3657
269,at00,mi,1,100,               .,  27.2789
270,at00,hcexp,1,10,.,.
271,at00,hcexp,1,20,.,.
272,at00,hcexp,1,30,.,.
273,at00,hcexp,1,40,.,.
274,at00,hcexp,1,50,.,.
275,at00,hcexp,1,60,.,.
276,at00,hcexp,1,70,.,.
277,at00,hcexp,1,80,.,.
278,at00,hcexp,1,90,.,.
279,at00,hcexp,1,100,.,.
280,at03,dhi,1,10,        16188.87,   3.5238
281,at03,dhi,1,20,        20090.54,   5.5383
282,at03,dhi,1,30,        23359.37,   6.6204
283,at03,dhi,1,40,        26643.92,   7.5939
284,at03,dhi,1,50,        29942.54,   8.6116
285,at03,dhi,1,60,        33552.52,   9.5997
286,at03,dhi,1,70,        37511.78,  10.7855
287,at03,dhi,1,80,        42783.74,  12.1722
288,at03,dhi,1,90,        52011.70,  14.2153
289,at03,dhi,1,100,               .,  21.3393
290,at03,dhci,1,10,        16166.11,   3.5335
291,at03,dhci,1,20,        20066.22,   5.5653
292,at03,dhci,1,30,        23276.90,   6.6283
293,at03,dhci,1,40,        26487.32,   7.6291
294,at03,dhci,1,50,        29845.89,   8.5757
295,at03,dhci,1,60,        33257.21,   9.5972
296,at03,dhci,1,70,        37263.88,  10.7854
297,at03,dhci,1,80,        42508.87,  12.1299
298,at03,dhci,1,90,        51712.74,  14.2426
299,at03,dhci,1,100,               .,  21.3130
300,at03,mi,1,10,            0.01,   0.0000
301,at03,mi,1,20,         7584.35,   0.6623
302,at03,mi,1,30,        17515.17,   3.8960
303,at03,mi,1,40,        23802.19,   6.1904
304,at03,mi,1,50,        29318.14,   7.9258
305,at03,mi,1,60,        35600.29,   9.6984
306,at03,mi,1,70,        42627.60,  11.6204
307,at03,mi,1,80,        51794.20,  14.0999
308,at03,mi,1,90,        66811.11,  17.4186
309,at03,mi,1,100,               .,  28.4883
310,at03,hcexp,1,10,.,.
311,at03,hcexp,1,20,.,.
312,at03,hcexp,1,30,.,.
313,at03,hcexp,1,40,.,.
314,at03,hcexp,1,50,.,.
315,at03,hcexp,1,60,.,.
316,at03,hcexp,1,70,.,.
317,at03,hcexp,1,80,.,.
318,at03,hcexp,1,90,.,.
319,at03,hcexp,1,100,.,.
320,at04,dhi,1,10,        17030.44,   3.7060
321,at04,dhi,1,20,        21208.76,   5.5709
322,at04,dhi,1,30,        24525.15,   6.6267
323,at04,dhi,1,40,        27478.92,   7.5368
324,at04,dhi,1,50,        30868.00,   8.4666
325,at04,dhi,1,60,        34098.96,   9.4036
326,at04,dhi,1,70,        38383.10,  10.4837
327,at04,dhi,1,80,        44716.09,  11.9474
328,at04,dhi,1,90,        54938.18,  14.2218
329,at04,dhi,1,100,               .,  22.0364
330,at04,dhci,1,10,        16920.09,   3.6988
331,at04,dhci,1,20,        21019.32,   5.5632
332,at04,dhci,1,30,        24392.29,   6.6215
333,at04,dhci,1,40,        27366.27,   7.5367
334,at04,dhci,1,50,        30691.67,   8.4803
335,at04,dhci,1,60,        33907.67,   9.3921
336,at04,dhci,1,70,        38139.77,  10.4718
337,at04,dhci,1,80,        44389.59,  11.9873
338,at04,dhci,1,90,        54897.32,  14.1810
339,at04,dhci,1,100,               .,  22.0674
340,at04,mi,1,10,          133.38,   0.0115
341,at04,mi,1,20,         6850.47,   0.5680
342,at04,mi,1,30,        17443.34,   3.8108
343,at04,mi,1,40,        23831.98,   6.1420
344,at04,mi,1,50,        29866.62,   7.8800
345,at04,mi,1,60,        35944.84,   9.6351
346,at04,mi,1,70,        43299.62,  11.5870
347,at04,mi,1,80,        52480.99,  14.0057
348,at04,mi,1,90,        68640.68,  17.4296
349,at04,mi,1,100,               .,  28.9304
350,at04,hcexp,1,10,.,.
351,at04,hcexp,1,20,.,.
352,at04,hcexp,1,30,.,.
353,at04,hcexp,1,40,.,.
354,at04,hcexp,1,50,.,.
355,at04,hcexp,1,60,.,.
356,at04,hcexp,1,70,.,.
357,at04,hcexp,1,80,.,.
358,at04,hcexp,1,90,.,.
359,at04,hcexp,1,100,.,.
360,at05,dhi,1,10,        16293.18,   3.7036
361,at05,dhi,1,20,        20403.72,   5.5722
362,at05,dhi,1,30,        23719.12,   6.7119
363,at05,dhi,1,40,        26685.69,   7.6711
364,at05,dhi,1,50,        29877.08,   8.5690
365,at05,dhi,1,60,        33270.16,   9.5784
366,at05,dhi,1,70,        37633.91,  10.6977
367,at05,dhi,1,80,        43227.79,  12.3471
368,at05,dhi,1,90,        51891.67,  14.0901
369,at05,dhi,1,100,               .,  21.0588
370,at05,dhci,1,10,        16255.85,   3.7017
371,at05,dhci,1,20,        20276.87,   5.5736
372,at05,dhci,1,30,        23521.39,   6.7182
373,at05,dhci,1,40,        26551.75,   7.6507
374,at05,dhci,1,50,        29709.08,   8.5701
375,at05,dhci,1,60,        33150.36,   9.5977
376,at05,dhci,1,70,        37494.68,  10.7339
377,at05,dhci,1,80,        43006.41,  12.2092
378,at05,dhci,1,90,        51561.32,  14.2183
379,at05,dhci,1,100,               .,  21.0266
380,at05,mi,1,10,           56.49,   0.0035
381,at05,mi,1,20,         3657.61,   0.2914
382,at05,mi,1,30,        15536.68,   3.2470
383,at05,mi,1,40,        22289.70,   6.0563
384,at05,mi,1,50,        28240.06,   7.9365
385,at05,mi,1,60,        34501.03,   9.8966
386,at05,mi,1,70,        41003.50,  11.8837
387,at05,mi,1,80,        50732.67,  14.4363
388,at05,mi,1,90,        64616.94,  17.8728
389,at05,mi,1,100,               .,  28.3760
390,at05,hcexp,1,10,.,.
391,at05,hcexp,1,20,.,.
392,at05,hcexp,1,30,.,.
393,at05,hcexp,1,40,.,.
394,at05,hcexp,1,50,.,.
395,at05,hcexp,1,60,.,.
396,at05,hcexp,1,70,.,.
397,at05,hcexp,1,80,.,.
398,at05,hcexp,1,90,.,.
399,at05,hcexp,1,100,.,.
400,at06,dhi,1,10,        16306.38,   3.6481
401,at06,dhi,1,20,        20513.06,   5.5234
402,at06,dhi,1,30,        23762.39,   6.5957
403,at06,dhi,1,40,        26854.80,   7.5607
404,at06,dhi,1,50,        30047.12,   8.4616
405,at06,dhi,1,60,        33728.26,   9.4809
406,at06,dhi,1,70,        37887.40,  10.6522
407,at06,dhi,1,80,        43608.63,  12.1271
408,at06,dhi,1,90,        53017.52,  14.1573
409,at06,dhi,1,100,               .,  21.7931
410,at06,dhci,1,10,        16253.07,   3.6391
411,at06,dhci,1,20,        20420.21,   5.5355
412,at06,dhci,1,30,        23628.89,   6.6007
413,at06,dhci,1,40,        26748.09,   7.5614
414,at06,dhci,1,50,        29906.42,   8.4561
415,at06,dhci,1,60,        33517.04,   9.4820
416,at06,dhci,1,70,        37611.21,  10.6564
417,at06,dhci,1,80,        43577.02,  12.1052
418,at06,dhci,1,90,        52846.15,  14.1657
419,at06,dhci,1,100,               .,  21.7980
420,at06,mi,1,10,           77.90,   0.0034
421,at06,mi,1,20,         3688.57,   0.3056
422,at06,mi,1,30,        15123.16,   2.9735
423,at06,mi,1,40,        22033.48,   5.6503
424,at06,mi,1,50,        28358.92,   7.7370
425,at06,mi,1,60,        34863.94,   9.6354
426,at06,mi,1,70,        42437.13,  11.7161
427,at06,mi,1,80,        51584.93,  14.2630
428,at06,mi,1,90,        67869.31,  17.9655
429,at06,mi,1,100,               .,  29.7501
430,at06,hcexp,1,10,.,.
431,at06,hcexp,1,20,.,.
432,at06,hcexp,1,30,.,.
433,at06,hcexp,1,40,.,.
434,at06,hcexp,1,50,.,.
435,at06,hcexp,1,60,.,.
436,at06,hcexp,1,70,.,.
437,at06,hcexp,1,80,.,.
438,at06,hcexp,1,90,.,.
439,at06,hcexp,1,100,.,.
440,at07,dhi,1,10,        15933.63,   3.2717
441,at07,dhi,1,20,        20649.96,   5.2203
442,at07,dhi,1,30,        24328.48,   6.3498
443,at07,dhi,1,40,        27742.94,   7.3767
444,at07,dhi,1,50,        31510.04,   8.4075
445,at07,dhi,1,60,        35426.18,   9.4479
446,at07,dhi,1,70,        40339.94,  10.6865
447,at07,dhi,1,80,        46762.71,  12.3099
448,at07,dhi,1,90,        57636.16,  14.7346
449,at07,dhi,1,100,               .,  22.1949
450,at07,dhci,1,10,        15829.85,   3.2645
451,at07,dhci,1,20,        20460.00,   5.1994
452,at07,dhci,1,30,        24140.11,   6.3686
453,at07,dhci,1,40,        27690.42,   7.4040
454,at07,dhci,1,50,        31357.54,   8.3614
455,at07,dhci,1,60,        35215.45,   9.4769
456,at07,dhci,1,70,        39830.52,  10.6534
457,at07,dhci,1,80,        46424.94,  12.2791
458,at07,dhci,1,90,        57371.32,  14.6428
459,at07,dhci,1,100,               .,  22.3500
460,at07,mi,1,10,          191.22,   0.0151
461,at07,mi,1,20,         4761.84,   0.3650
462,at07,mi,1,30,        15743.77,   2.8455
463,at07,mi,1,40,        23241.77,   5.4137
464,at07,mi,1,50,        30297.21,   7.4562
465,at07,mi,1,60,        37884.73,   9.3793
466,at07,mi,1,70,        46072.11,  11.6184
467,at07,mi,1,80,        57308.26,  14.1759
468,at07,mi,1,90,        75201.65,  18.0118
469,at07,mi,1,100,               .,  30.7191
470,at07,hcexp,1,10,.,.
471,at07,hcexp,1,20,.,.
472,at07,hcexp,1,30,.,.
473,at07,hcexp,1,40,.,.
474,at07,hcexp,1,50,.,.
475,at07,hcexp,1,60,.,.
476,at07,hcexp,1,70,.,.
477,at07,hcexp,1,80,.,.
478,at07,hcexp,1,90,.,.
479,at07,hcexp,1,100,.,.
480,at08,dhi,1,10,        16608.57,   3.2659
481,at08,dhi,1,20,        21310.53,   5.3314
482,at08,dhi,1,30,        24816.60,   6.4681
483,at08,dhi,1,40,        28489.76,   7.4426
484,at08,dhi,1,50,        32193.61,   8.4786
485,at08,dhi,1,60,        36046.55,   9.4901
486,at08,dhi,1,70,        40782.91,  10.7332
487,at08,dhi,1,80,        46787.62,  12.1716
488,at08,dhi,1,90,        57126.39,  14.3806
489,at08,dhi,1,100,               .,  22.2378
490,at08,dhci,1,10,        16429.47,   3.2567
491,at08,dhci,1,20,        21211.70,   5.3396
492,at08,dhci,1,30,        24703.84,   6.4299
493,at08,dhci,1,40,        28243.85,   7.4577
494,at08,dhci,1,50,        31962.46,   8.4555
495,at08,dhci,1,60,        35872.79,   9.5297
496,at08,dhci,1,70,        40404.89,  10.7249
497,at08,dhci,1,80,        46406.71,  12.2070
498,at08,dhci,1,90,        56630.60,  14.2965
499,at08,dhci,1,100,               .,  22.3024
500,at08,mi,1,10,          176.00,   0.0130
501,at08,mi,1,20,         3949.17,   0.3224
502,at08,mi,1,30,        15628.55,   2.7070
503,at08,mi,1,40,        23673.62,   5.4055
504,at08,mi,1,50,        31224.82,   7.5404
505,at08,mi,1,60,        38220.74,   9.4768
506,at08,mi,1,70,        45927.04,  11.6454
507,at08,mi,1,80,        57398.39,  13.9058
508,at08,mi,1,90,        73735.03,  17.8309
509,at08,mi,1,100,               .,  31.1528
510,at08,hcexp,1,10,.,.
511,at08,hcexp,1,20,.,.
512,at08,hcexp,1,30,.,.
513,at08,hcexp,1,40,.,.
514,at08,hcexp,1,50,.,.
515,at08,hcexp,1,60,.,.
516,at08,hcexp,1,70,.,.
517,at08,hcexp,1,80,.,.
518,at08,hcexp,1,90,.,.
519,at08,hcexp,1,100,.,.
520,at09,dhi,1,10,        16568.51,   3.0489
521,at09,dhi,1,20,        21825.29,   5.2606
522,at09,dhi,1,30,        25564.14,   6.3957
523,at09,dhi,1,40,        29003.51,   7.3868
524,at09,dhi,1,50,        32937.19,   8.3550
525,at09,dhi,1,60,        37056.68,   9.4466
526,at09,dhi,1,70,        41950.45,  10.6477
527,at09,dhi,1,80,        48444.85,  12.1231
528,at09,dhi,1,90,        60847.85,  14.4244
529,at09,dhi,1,100,               .,  22.9112
530,at09,dhci,1,10,        16480.36,   3.0534
531,at09,dhci,1,20,        21604.10,   5.2181
532,at09,dhci,1,30,        25286.62,   6.4442
533,at09,dhci,1,40,        28770.76,   7.3883
534,at09,dhci,1,50,        32758.57,   8.3623
535,at09,dhci,1,60,        36796.16,   9.4625
536,at09,dhci,1,70,        41562.44,  10.6490
537,at09,dhci,1,80,        48135.59,  12.1976
538,at09,dhci,1,90,        59964.95,  14.3284
539,at09,dhci,1,100,               .,  22.8963
540,at09,mi,1,10,          129.03,   0.0099
541,at09,mi,1,20,         3258.45,   0.2445
542,at09,mi,1,30,        14431.50,   2.3594
543,at09,mi,1,40,        23145.78,   5.0548
544,at09,mi,1,50,        30246.47,   7.2738
545,at09,mi,1,60,        37929.21,   9.1912
546,at09,mi,1,70,        46574.84,  11.3674
547,at09,mi,1,80,        58089.37,  14.0522
548,at09,mi,1,90,        77914.91,  18.0874
549,at09,mi,1,100,               .,  32.3594
550,at09,hcexp,1,10,.,.
551,at09,hcexp,1,20,.,.
552,at09,hcexp,1,30,.,.
553,at09,hcexp,1,40,.,.
554,at09,hcexp,1,50,.,.
555,at09,hcexp,1,60,.,.
556,at09,hcexp,1,70,.,.
557,at09,hcexp,1,80,.,.
558,at09,hcexp,1,90,.,.
559,at09,hcexp,1,100,.,.
560,at10,dhi,1,10,        16977.44,   3.3183
561,at10,dhi,1,20,        21727.64,   5.3061
562,at10,dhi,1,30,        25614.12,   6.4315
563,at10,dhi,1,40,        29209.97,   7.4620
564,at10,dhi,1,50,        32718.44,   8.3939
565,at10,dhi,1,60,        37026.55,   9.5016
566,at10,dhi,1,70,        41769.42,  10.7084
567,at10,dhi,1,80,        48501.17,  12.1998
568,at10,dhi,1,90,        58971.32,  14.5011
569,at10,dhi,1,100,               .,  22.1773
570,at10,dhci,1,10,        16923.25,   3.3055
571,at10,dhci,1,20,        21571.96,   5.3135
572,at10,dhci,1,30,        25444.42,   6.4306
573,at10,dhci,1,40,        28977.33,   7.4697
574,at10,dhci,1,50,        32532.12,   8.3864
575,at10,dhci,1,60,        36783.64,   9.5058
576,at10,dhci,1,70,        41467.91,  10.6919
577,at10,dhci,1,80,        48175.08,  12.2130
578,at10,dhci,1,90,        58540.02,  14.4890
579,at10,dhci,1,100,               .,  22.1946
580,at10,mi,1,10,          127.09,   0.0085
581,at10,mi,1,20,         2980.07,   0.2176
582,at10,mi,1,30,        13998.68,   2.3999
583,at10,mi,1,40,        22505.40,   5.1219
584,at10,mi,1,50,        29948.80,   7.3213
585,at10,mi,1,60,        37209.00,   9.3999
586,at10,mi,1,70,        45958.45,  11.5508
587,at10,mi,1,80,        58367.73,  14.5352
588,at10,mi,1,90,        76466.85,  18.5410
589,at10,mi,1,100,               .,  30.9039
590,at10,hcexp,1,10,.,.
591,at10,hcexp,1,20,.,.
592,at10,hcexp,1,30,.,.
593,at10,hcexp,1,40,.,.
594,at10,hcexp,1,50,.,.
595,at10,hcexp,1,60,.,.
596,at10,hcexp,1,70,.,.
597,at10,hcexp,1,80,.,.
598,at10,hcexp,1,90,.,.
599,at10,hcexp,1,100,.,.
600,at11,dhi,1,10,        16866.68,   3.1907
601,at11,dhi,1,20,        21489.63,   5.2671
602,at11,dhi,1,30,        25446.26,   6.4847
603,at11,dhi,1,40,        28791.95,   7.5810
604,at11,dhi,1,50,        32325.13,   8.3017
605,at11,dhi,1,60,        36683.67,   9.5155
606,at11,dhi,1,70,        41216.34,  10.6960
607,at11,dhi,1,80,        47737.04,  12.2035
608,at11,dhi,1,90,        58843.77,  14.4998
609,at11,dhi,1,100,               .,  22.2599
610,at11,dhci,1,10,        16760.57,   3.1625
611,at11,dhci,1,20,        21437.71,   5.3483
