Cohort  Age        ASFR
1908     39     0.03634
1908     40     0.02671
1908     41     0.01736
1908     42     0.01387
1908     43     0.00863
1908     44     0.00497
1908     45     0.00256
1908     46     0.00122
1908     47     0.00050
1908     48     0.00021
1908     49     0.00010
1908     50     0.00004
1908     51     0.00003
1908     52     0.00002
1908     53     0.00001
1908     54     0.00000
1908     55+    0.00000
1909     12-          .
1909     13           .
1909     14           .
1909     15           .
1909     16           .
1909     17           .
1909     18           .
1909     19           .
1909     20           .
1909     21           .
1909     22           .
1909     23           .
1909     24     0.11838
1909     25     0.11593
1909     26     0.11032
1909     27     0.10435
1909     28     0.10604
1909     29     0.09697
1909     30     0.09224
1909     31     0.08475
1909     32     0.08058
1909     33     0.07990
1909     34     0.07772
1909     35     0.07132
1909     36     0.06411
1909     37     0.05438
1909     38     0.04684
1909     39     0.03512
1909     40     0.02661
1909     41     0.01763
1909     42     0.01422
1909     43     0.00896
1909     44     0.00503
1909     45     0.00261
1909     46     0.00118
1909     47     0.00050
1909     48     0.00021
1909     49     0.00010
1909     50     0.00005
1909     51     0.00004
1909     52     0.00002
1909     53     0.00001
1909     54     0.00000
1909     55+    0.00000
1910     12-          .
1910     13           .
1910     14           .
1910     15           .
1910     16           .
1910     17           .
1910     18           .
1910     19           .
1910     20           .
1910     21           .
1910     22           .
1910     23     0.11920
1910     24     0.11999
1910     25     0.11584
1910     26     0.11202
1910     27     0.10803
1910     28     0.10544
1910     29     0.09988
1910     30     0.09628
1910     31     0.09018
1910     32     0.08785
1910     33     0.08417
1910     34     0.08012
1910     35     0.07397
1910     36     0.06593
1910     37     0.05398
1910     38     0.04575
1910     39     0.03522
1910     40     0.02736
1910     41     0.01860
1910     42     0.01482
1910     43     0.00935
1910     44     0.00517
1910     45     0.00273
1910     46     0.00127
1910     47     0.00057
1910     48     0.00024
1910     49     0.00011
1910     50     0.00006
1910     51     0.00003
1910     52     0.00001
1910     53     0.00000
1910     54     0.00000
1910     55+    0.00000
1911     12-          .
1911     13           .
1911     14           .
1911     15           .
1911     16           .
1911     17           .
1911     18           .
1911     19           .
1911     20           .
1911     21           .
1911     22     0.11560
1911     23     0.12005
1911     24     0.11789
1911     25     0.11599
1911     26     0.11421
1911     27     0.10758
1911     28     0.10309
1911     29     0.10439
1911     30     0.10311
1911     31     0.09825
1911     32     0.09169
1911     33     0.08610
1911     34     0.08262
1911     35     0.07438
1911     36     0.06255
1911     37     0.05032
1911     38     0.04391
1911     39     0.03466
1911     40     0.02743
1911     41     0.01859
1911     42     0.01472
1911     43     0.00917
1911     44     0.00516
1911     45     0.00266
1911     46     0.00119
1911     47     0.00055
1911     48     0.00022
1911     49     0.00009
1911     50     0.00005
1911     51     0.00003
1911     52     0.00001
1911     53     0.00000
1911     54     0.00000
1911     55+    0.00000
1912     12-          .
1912     13           .
1912     14           .
1912     15           .
1912     16           .
1912     17           .
1912     18           .
1912     19           .
1912     20           .
1912     21     0.10962
1912     22     0.11855
1912     23     0.12084
1912     24     0.12011
1912     25     0.11979
1912     26     0.11577
1912     27     0.10908
1912     28     0.10789
1912     29     0.11245
1912     30     0.11223
1912     31     0.10149
1912     32     0.09291
1912     33     0.09035
1912     34     0.08463
1912     35     0.07164
1912     36     0.05893
1912     37     0.04916
1912     38     0.04341
1912     39     0.03553
1912     40     0.02775
1912     41     0.01916
1912     42     0.01486
1912     43     0.00922
1912     44     0.00524
1912     45     0.00261
1912     46     0.00113
1912     47     0.00050
1912     48     0.00021
1912     49     0.00008
1912     50     0.00004
1912     51     0.00001
1912     52     0.00000
1912     53     0.00000
1912     54     0.00000
1912     55+    0.00000
1913     12-          .
1913     13           .
1913     14           .
1913     15           .
1913     16           .
1913     17           .
1913     18           .
1913     19           .
1913     20     0.10453
1913     21     0.11363
1913     22     0.11915
1913     23     0.12407
1913     24     0.12508
1913     25     0.12421
1913     26     0.11794
1913     27     0.11441
1913     28     0.11671
1913     29     0.12211
1913     30     0.11467
1913     31     0.10168
1913     32     0.10034
1913     33     0.09510
1913     34     0.08330
1913     35     0.06925
1913     36     0.05886
1913     37     0.05011
1913     38     0.04493
1913     39     0.03661
1913     40     0.02846
1913     41     0.01954
1913     42     0.01488
1913     43     0.00932
1913     44     0.00513
1913     45     0.00257
1913     46     0.00114
1913     47     0.00048
1913     48     0.00021
1913     49     0.00008
1913     50     0.00002
1913     51     0.00000
1913     52     0.00000
1913     53     0.00000
1913     54     0.00000
1913     55+    0.00000
1914     12-          .
1914     13           .
1914     14           .
1914     15           .
1914     16           .
1914     17           .
1914     18           .
1914     19     0.08946
1914     20     0.10771
1914     21     0.11505
1914     22     0.12162
1914     23     0.12903
1914     24     0.12812
1914     25     0.12874
1914     26     0.12412
1914     27     0.12443
1914     28     0.12631
1914     29     0.12294
1914     30     0.11342
1914     31     0.10743
1914     32     0.10826
1914     33     0.09280
1914     34     0.07985
1914     35     0.06933
1914     36     0.06027
1914     37     0.05260
1914     38     0.04647
1914     39     0.03738
1914     40     0.02894
1914     41     0.01956
1914     42     0.01506
1914     43     0.00918
1914     44     0.00512
1914     45     0.00258
1914     46     0.00112
1914     47     0.00046
1914     48     0.00017
1914     49     0.00007
1914     50     0.00000
1914     51     0.00000
1914     52     0.00000
1914     53     0.00000
1914     54     0.00000
1914     55+    0.00000
1915     12-          .
1915     13           .
1915     14           .
1915     15           .
1915     16           .
1915     17           .
1915     18     0.06784
1915     19     0.09175
1915     20     0.10744
1915     21     0.11680
1915     22     0.12534
1915     23     0.12704
1915     24     0.13018
1915     25     0.13606
1915     26     0.13592
1915     27     0.13437
1915     28     0.12524
1915     29     0.11963
1915     30     0.12129
1915     31     0.11368
1915     32     0.10526
1915     33     0.08790
1915     34     0.07887
1915     35     0.07040
1915     36     0.06221
1915     37     0.05399
1915     38     0.04749
1915     39     0.03841
1915     40     0.02931
1915     41     0.01971
1915     42     0.01474
1915     43     0.00894
1915     44     0.00505
1915     45     0.00256
1915     46     0.00115
1915     47     0.00048
1915     48     0.00017
1915     49     0.00007
1915     50     0.00000
1915     51     0.00000
1915     52     0.00000
