Entity,Year,Mean income or expenditure per day,Median income or expenditure per day,$1 - total number of people below poverty line,$1.90 - total number of people below poverty line,$3.20 - total number of people below poverty line,$5.50 - total number of people below poverty line,$10 - total number of people below poverty line,$20 - total number of people below poverty line,$30 - total number of people below poverty line,$40 - total number of people below poverty line,$1 a day - share of population below poverty line,$1.90 a day - share of population below poverty line,$3.20 a day - share of population below poverty line,$5.50 a day - share of population below poverty line,$10 a day - share of population below poverty line,$20 a day - share of population below poverty line,$30 a day - share of population below poverty line,$40 a day - share of population below poverty line,$1 a day - poverty gap index,$1.90 a day - poverty gap index,$3.20 a day - poverty gap index,$5.50 a day - poverty gap index,$10 a day - poverty gap index,$20 a day - poverty gap index,$30 a day - poverty gap index,$40 a day - poverty gap index,P10 - the level of income or expenditure per day below which 10% of the population falls,P90 - the level of income or expenditure per day above which 10% of the population falls,Gini coefficient
El Salvador,2016,10.107066403667286,7.689205014830162,14029.0,147665.0,679936.0,1994505.0,4160367.0,5803426.0,6160447.0,6260795.0,0.22071450604731,2.3231805479035796,10.69731787830469,31.379197097654888,65.45432781214558,91.30429044322456,96.92124595809463,98.4999946286972,0.04054418259752436,0.51805979702611,2.7927669871239,10.38577290732272,28.18582262019722,54.99130670655668,68.21675449140623,75.60788251056611,3.12,18.92,0.3997858016920802
El Salvador,2017,10.14763277032281,7.910935548263177,10033.0,121679.0,555358.0,1881646.0,4092575.0,5846797.0,6210232.0,6305342.0,0.15706177590918,1.9047749333479198,8.69360413683663,29.4553833900294,64.06536615321009,91.52603610916043,97.21526568109756,98.70412254861726,0.03048992815311392,0.41650835108436,2.21733863418222,9.04070230697552,26.57833652812795,54.1044789116783,67.72611651286692,75.31565782341177,3.38,18.64,0.380071879098376
El Salvador,2018,10.913885589867013,8.462801092693164,8280.0,97289.0,511839.0,1687149.0,3854421.0,5734911.0,6187234.0,6305044.0,0.12895388159166,1.51523070048224,7.97164520723665,26.27654477698373,60.03078807810671,89.31853099810635,96.36325052341388,98.19809466949958,0.023964683199098096,0.34095010014056004,1.98815084138531,8.108947829025901,24.40131951045592,51.47630439033439,65.54959328163386,73.53927969239454,3.5,20.54,0.3861057120065729
El Salvador,2019,11.87150315023285,9.062244952902782,3925.0,80815.0,366908.0,1439557.0,3616811.0,5621662.0,6145936.0,6317540.0,0.06081919093167361,1.2522546073969,5.68537080607213,22.3064380008332,56.04375042525685,87.10959928568785,95.2334078204288,97.89247178980315,0.007162000325234366,0.24436092846444,1.4386026757521602,6.451653584741809,21.5671609597028,48.49943785372943,62.99069711084451,71.4467250727563,3.91,22.58,0.3877876391517543
Estonia,1993,11.63104157519517,8.773801387891096,4982.0,17382.0,82026.0,345524.0,868511.0,1332074.0,1429757.0,1460671.0,0.33342163085937004,1.16333374023437,5.4898608398437405,23.1254931640625,58.128256835937506,89.15396484159595,95.69170349730862,97.76077319222712,0.25138072543219997,0.44880142324461,1.4492262110185399,6.551719526314249,22.37500393959731,50.083654671114395,64.43075295212424,72.54535999796774,3.91,20.74,0.3950344817150475
Estonia,1995,9.562149118471323,8.326424998271227,933.0,6719.0,67297.0,343235.0,906422.0,1354733.0,1431419.0,1436620.0,0.06492065429687499,0.46767211914062,4.684357910156249,23.89157653961862,63.09345090550818,94.29909473506017,99.6370292552744,99.99900000000001,0.03376608572606788,0.11527390876748,0.8854966314802201,6.113425268130039,23.34817559492148,53.41101141131408,68.13532158839686,99.998,3.94,16.9,0.3006479587675666
Estonia,1998,12.301524824587013,9.384805532450422,0.0,1577.0,39049.0,276570.0,748435.0,1206982.0,1314522.0,1349967.0,0.0,0.11373901367187,2.81705566406249,19.95229980468749,53.993585990132445,87.07400629074782,94.83216878411245,97.3892191222755,0.0,0.022321251224381028,0.40228893390067005,4.74592667295248,19.36721204585506,46.96969604208373,61.896991137490254,70.49956441078781,4.28,22.48,0.3764307642305342
Estonia,2000,11.292619088204171,9.038580841239115,1425.0,17973.0,72228.0,287125.0,793778.0,1251589.0,1347845.0,1374122.0,0.10200756193096999,1.28658427985419,5.17028951104802,20.55320080342411,56.82076793660782,89.59216223360332,96.48239770910256,98.36337764544083,0.01737998322529669,0.23148166623468003,1.2878115634085001,5.7694862279434895,20.95055316669762,49.145090658515464,63.99179660525549,72.37922219582934,4.07,20.5,0.3578439813639195
Estonia,2001,10.964069700235171,8.62237070674535,2764.0,13838.0,69351.0,301929.0,824557.0,1252994.0,1343092.0,1366326.0,0.19908737242977,0.99688206471873,4.99605658313021,21.75097715300828,59.401174229557476,90.26584587425887,96.75654446987754,98.43034970395628,0.044631292417613294,0.24792159153529,1.27482642548555,6.01384200685351,22.23360894841527,50.47502855635331,65.10194323864083,73.25922348182462,4.02,19.86,0.3601245483372094
Estonia,2002,11.20453660063722,8.870630811763405,2294.0,13693.0,67146.0,294609.0,796435.0,1230960.0,1331560.0,1361863.0,0.16630598126701,0.9927226479913001,4.867932504539009,21.35850850995161,57.73989413111429,89.24206046772458,96.53531048258812,98.73221152440055,0.03002789575684356,0.25907551225981,1.2997717372842,5.94319504079362,21.36724072746317,49.28857247620306,64.17078829434266,72.62370899643619,4.05,20.42,0.3579157437717957
Estonia,2003,11.356642019402152,9.24965482482197,1623.0,13152.0,72432.0,265126.0,752812.0,1234669.0,1323554.0,1350071.0,0.11836997851530999,0.95950993204213,5.28423761791419,19.34207129040425,54.92090313279236,90.0745023137445,96.55905053058572,98.49356281955716,0.022968568892856103,0.17244004769472,1.2679959254561102,5.68390922844245,20.07330782128605,48.456878332979194,63.68284355459535,72.20184137715854,4.08,19.94,0.3490962432151921
Estonia,2004,13.058930759177706,10.6769958101597,676.0,6175.0,37963.0,196303.0,629476.0,1154808.0,1298662.0,1337873.0,0.04963452125013412,0.45315897183854,2.78614500059248,14.407031906600851,46.19836353036307,84.75340843134691,95.31113780465633,98.18890037650635,0.014087142635232287,0.10900800105815,0.65948297716683,3.89284052535708,15.69538249920018,43.016486158682085,59.06814378580678,68.56112464231705,4.69,23.6,0.3537818865049199
Estonia,2005,18.468426831545194,14.88408142132454,3290.0,10272.0,22254.0,74120.0,275230.0,937279.0,1189839.0,1278943.0,0.24282026884528,0.7582222703170199,1.64264251893737,5.4710533228535,20.31554309425678,69.18334669678194,87.8255568993437,94.40264125043376,0.16470266526698,0.30678709861344,0.64546658344065,1.7522267974215602,6.4217482690963905,26.97620785710421,44.647491637184054,56.37050988029119,7.22,32.4,0.334489426179419
Estonia,2006,21.505024030991294,17.446322399743476,6204.0,9547.0,17921.0,42295.0,188055.0,809054.0,1117147.0,1234442.0,0.46061132205737,0.70887021752917,1.3306545970479,3.1404094312140205,13.963013539676961,60.07189347212159,82.94763201345042,91.65673370023025,0.3020029158816,0.43721343281012,0.67306232599052,1.29107577605349,4.28763333990727,20.859644801316602,38.30318273626075,50.753304272523955,8.63,36.8,0.3367107169543648
Estonia,2007,24.199174362942557,20.19106839660323,3348.0,5702.0,10115.0,30430.0,122567.0,658685.0,995991.0,1186124.0,0.24975355109995,0.42532370829073,0.7544989558938799,2.26971793432044,9.14215026332689,49.130678409322684,74.28997851729723,88.47178571708628,0.19622058912162002,0.25480293918278,0.38286222486807,0.86056609681716,2.7799051856376202,15.17418908257433,31.329647554290702,44.08239521829971,10.3,42.15,0.3118015820499509
Estonia,2008,25.03117327578094,20.733633195073583,3085.0,4739.0,9883.0,29567.0,124925.0,641834.0,986969.0,1173023.0,0.23069000139842,0.35440654908951,0.7391761275761499,2.21125951345321,9.343058607010061,48.00231679989214,73.81467929687271,87.7295794649201,0.18834291647055998,0.23359981037726998,0.35396302143422,0.81224426321292,2.75325974878986,14.396669140351658,30.343478201172402,43.12427690154826,10.38,43.15,0.3191707808349102
Estonia,2009,23.56762956574338,19.788741751712617,2600.0,7407.0,14196.0,38749.0,145642.0,678621.0,1027907.0,1195409.0,0.19482882291259,0.55503705890667,1.0637928410931898,2.90363696661079,10.91351396359682,50.851519696645866,77.02476119952976,89.57627755250695,0.12286260743694999,0.23810724308948,0.44764127389679,1.04146950999468,3.3811765310111097,15.93341093123163,32.68218900278744,45.47539315758833,9.66,40.9,0.3144361223785004
Estonia,2010,22.1539772408662,18.768352070048454,6755.0,9414.0,20784.0,51702.0,189633.0,741193.0,1056137.0,1215762.0,0.5073543573728699,0.7070292213782999,1.56101071309914,3.8830580833069104,14.24231977287771,55.66704534667347,79.32083738781597,91.30941634902892,0.22402680592288,0.40674733235252997,0.68679803877796,1.50071823845855,4.69164205522824,18.610854846949,35.47798668626897,48.08862742093981,8.42,38.6,0.3200120112345741
Estonia,2011,22.9627232775438,18.87594351505705,7870.0,13004.0,21103.0,44953.0,166222.0,724692.0,1032742.0,1185310.0,0.59285484888777,0.9796155099968,1.5897462511871001,3.38641304992629,12.522012349961201,54.59324977283105,77.79955143389684,89.29297428530535,0.38092464657006997,0.54185650435611,0.8067699989361601,1.47318642692208,4.16382798671621,17.83566206531951,34.337586609322,46.811733612155635,9.0,40.95,0.3249163323213634
Estonia,2012,24.28450831054785,19.86076703038256,4548.0,9464.0,17712.0,46081.0,145003.0,667356.0,993907.0,1154887.0,0.34385058058387,0.71548009903894,1.33907978101612,3.48388970111285,10.96271854612352,50.45420434015213,75.14247605649464,87.31313274701526,0.24958727663522,0.36509429091396,0.60841651757094,1.26845180974867,3.69730581610497,16.1749432491028,32.2770419945402,44.68999819685645,9.46,43.6,0.3291576051057381
Estonia,2013,26.449124883143515,20.874090160606745,9063.0,11005.0,19202.0,46317.0,147122.0,622232.0,932795.0,1104855.0,0.68762941491912,0.83495009386998,1.45687245157286,3.5141947830579596,11.1625359070093,47.21040065014751,70.77370199096048,83.82835120035833,0.47516145248253,0.61235346174359,0.81499182840724,1.49770319957791,3.81469360683036,15.1726597363416,30.150575943045038,42.11897951952423,9.39,48.9,0.3507978511887406
Estonia,2014,28.57538869939109,22.789597656341257,6341.0,8906.0,15573.0,39402.0,113589.0,538505.0,872852.0,1061196.0,0.48239028812687,0.67746411797481,1.1846909278908,2.99736708877788,8.64091225981948,40.96512736013387,66.39952075632435,80.72725622201953,0.39168380837715,0.47590110455139006,0.68220905526534,1.27490276313394,3.2037553661820604,12.493689877944849,26.670504363960028,38.65158336560876,10.76,53.2,0.3459155633335024
Estonia,2015,30.55408196963808,24.925594771693472,5419.0,7719.0,12034.0,23188.0,89072.0,440892.0,803276.0,1012437.0,0.41198781826697,0.58683150580497,0.91484002870143,1.7627775349386199,6.771459210815819,33.51754039891622,61.06670815781815,76.9676221570399,0.27896341495716,0.39516267501778995,0.520645146599,0.8275064343105799,2.1282374004680498,9.65958958759275,22.91112789298381,34.58678959730872,12.08,56.85,0.3267032993155649
Estonia,2016,32.49416642900078,27.17746043184359,3907.0,6185.0,8798.0,18408.0,66245.0,353914.0,734811.0,965722.0,0.29692694041934004,0.47005861732049,0.66863688161602,1.39898004074325,5.0346232746766795,26.89748777841341,55.84564896126262,73.39485790722904,0.25319953771437,0.30429803028059,0.41062625784904,0.66064654723627,1.6639615881321301,7.57820601215176,19.70902039677133,30.99041711758605,13.76,59.7,0.311968259270128
Estonia,2017,34.35654884547812,29.18212196772621,2514.0,3540.0,7005.0,12774.0,50195.0,287496.0,683921.0,911869.0,0.19083210997164,0.26870602915968,0.5317481785906101,0.96967982415581,3.8101786251284104,21.82321336503764,51.91509117902261,69.21813057756269,0.12897281826987,0.1745504182067,0.28184041586989,0.46466499044415,1.23442993826186,6.17155153994208,17.13252396717811,28.10947735361774,14.78,62.2,0.3035502623933825
Estonia,2018,36.41190003474064,31.07576350906514,2569.0,3006.0,6243.0,10661.0,41169.0,249851.0,632884.0,868699.0,0.19430610851594,0.2273623950379,0.47223125003040994,0.8064181777687999,3.11423360615296,18.89981820287936,47.87407180881806,65.71208761201797,0.17724338446571,0.19622654678023,0.28128480855531,0.4195132629775,1.00608752127921,5.35219068613989,15.16976810250388,25.679065207584088,15.6,66.1,0.3032145132574511
Estonia,2019,38.33880999741236,32.39102855314226,3797.0,6422.0,10823.0,16960.0,38065.0,210677.0,596481.0,848484.0,0.28617198289535,0.48399255732095997,0.8156986541583099,1.27813901545648,2.8687145918895802,15.87744240876377,44.95302418261906,63.94490333257619,0.27043903893146004,0.31523654856163,0.47255268122728,0.70312203980866,1.2564537329252,4.75472781647019,13.472631812541849,23.88370392145919,16.7,68.95,0.3076754280691265
Eswatini,1994,1.50840458233668,0.7605392636065966,550847.0,744808.0,835909.0,881245.0,900741.0,907613.0,907613.0,907613.0,60.691220703125005,82.06145751953125,92.0988240263282,97.09387858943734,99.24182879752654,99.99900000000001,99.99900000000001,99.99900000000001,31.98172413972602,51.51116124985483,66.50616246084425,78.49042833919648,87.47573455115452,99.998,99.998,99.998,0.19,2.78,0.6045472580241275
Eswatini,2000,3.5882611418558863,1.9470110450985785,164376.0,492044.0,723578.0,858655.0,941268.0,984787.0,997772.0,1001283.0,16.34879711186413,48.938522043873675,71.96687682112089,85.40156097289892,93.61829775384416,97.9466800655573,99.2381398485922,99.58737757532766,3.91652030090965,17.97310426269077,35.90854291860303,54.23715847234747,70.53718391659245,83.35758315005245,88.47584552311567,91.20937996164952,0.83,7.22,0.531135202249502
Eswatini,2009,3.795043168533364,2.2215686998596684,169028.0,454712.0,688760.0,869764.0,982718.0,1038787.0,1051112.0,1055204.0,15.98431436296168,43.00034034433659,65.13330808776135,82.25013762635118,92.93170873853795,98.23398205374352,99.39953481773397,99.78647074618885,5.0461417243108,17.03798057695154,32.57554155787332,50.24578764017657,67.50247930510632,81.93259267575999,87.60615652768946,90.607958868777,0.77,8.24,0.5145260440916994
Eswatini,2016,5.731228510887427,3.005603656462009,91934.0,324926.0,580726.0,801864.0,951303.0,1062174.0,1090795.0,1102579.0,8.25262245313529,29.16769713245951,52.13006878616141,71.98100156894537,85.39572249871982,95.3482245702068,97.91745195593528,98.97533866919144,2.0141418671532003,9.761777643605999,22.88364291722896,39.87449265050521,57.870907153044584,74.65378834301931,82.0579081728506,86.16846715666551,1.09,13.12,0.5457979366950239
Ethiopia - rural,1981,1.7890665334581073,1.460739884181877,6892992.0,22918101.0,29867983.0,31612712.0,32037680.0,32144871.0,32162208.0,32166250.0,21.42905517578124,71.24819091796877,92.85410584234552,98.2781511156322,99.59929726188966,99.9325346506885,99.98643420985445,99.99900000000001,4.48235214562631,25.66857613445498,49.652346407465046,69.22594319915446,82.6966057372831,91.26133521411366,94.1626047831616,99.998,0.81,2.83,0.3242495626626984
Ethiopia,1995,2.108296306100512,1.4048367677614666,15484066.0,39339476.0,50543956.0,54861780.0,56294240.0,56737976.0,56887940.0,56958685.0,27.14221605777864,68.95866736310509,88.59914314700859,96.16791160469,98.67889007302176,99.45672062563024,99.71959311140905,99.8436031218496,7.01358340015011,27.770709422760408,49.22330135841741,67.77005917041917,81.28039466546113,90.21423749610896,93.34330812388345,94.95639817785114,0.69,3.4,0.4456451319731351
Ethiopia,1999,2.0726062127707343,1.7338552288551528,6871503.0,37208043.0,57381799.0,62709140.0,63991590.0,64295981.0,64316770.0,64333227.0,10.67948625997719,57.827639993686134,89.1810953646261,97.46069020038945,99.45383647059288,99.92691265763803,99.95922200613644,99.9847979683656,2.02372776431345,17.35291209755869,41.74798958939056,63.88571220397941,79.58832522771593,89.68488914103163,93.1064726631648,94.82325759079448,0.99,3.29,0.2997579673185658
Ethiopia,2004,2.611647878303916,2.2032508651652285,2327016.0,28618055.0,59216666.0,71138957.0,73509745.0,74131778.0,74195546.0,74212247.0,3.1344709831846,38.54828279830018,79.76435618248144,95.82358389062792,99.01701572344128,99.85488919207924,99.94078415887364,99.96328028342631,0.43095947874312995,9.19823476555886,30.4729738919384,55.603367630707545,74.66610583782463,87.12330617109956,91.38363436707512,93.5266921225401,1.27,4.05,0.2980685297022436
Ethiopia,2010,2.7974106970628343,2.2822824900359726,5804685.0,31176496.0,65409663.0,82003083.0,86437383.0,87452152.0,87578815.0,87600246.0,6.62333104555784,35.57337970325862,74.63451719641252,93.56814101526652,98.62781834592465,99.7857024892878,99.93022894130408,99.95468273196508,1.4062789883975702,9.75919042219459,29.26508137971509,53.39252192216186,72.97695375693827,86.20020640641167,90.76081850245103,93.05703165932137,1.18,4.63,0.3317060081465824
Ethiopia,2015,3.10934062063149,2.546263348498957,6529354.0,31056825.0,69515956.0,90957688.0,98552583.0,100516503.0,100743570.0,100798858.0,6.4752560441783995,30.799510054350137,68.93999448329208,90.20407487654708,97.73604429703866,99.68369293863533,99.90887876159948,99.963708421808,1.29575178586509,8.868686924834469,25.73026929501912,49.55949772609192,70.08201949351226,84.59491181473723,89.67011493648252,92.23841252454932,1.16,5.45,0.3499312323123417
Fiji,2002,8.190237323839792,6.200418349165704,459.0,18459.0,115485.0,344932.0,622532.0,770132.0,801348.0,809585.0,0.05631771494573352,2.2641358156308597,14.16544646994258,42.30960006748724,76.36026939850969,94.4649670705424,98.29387291457891,99.30428930701171,0.008872360342609891,0.38492186452518,3.3101249238871797,13.737692878461779,35.471338410986505,61.74650539290227,73.4557343857454,79.82226936806549,2.84,15.56,0.3810205445197279
Fiji,2008,9.153666364206767,6.512985466804834,0.0,13743.0,92028.0,315647.0,625771.0,791067.0,824737.0,833154.0,0.0,1.6257564151025201,10.88627266198426,37.33895996277103,74.02459497132287,93.57795065686496,97.56087141993277,98.55656669373434,0.0,0.20830191759312,2.33116596361431,11.074253015525521,32.66470903534922,59.65563042324234,71.76106800795179,78.35812483950694,3.12,16.5,0.4037558609500759
Fiji,2013,8.935463757295203,6.742112128003662,0.0,4160.0,64534.0,310015.0,631877.0,814187.0,847157.0,857720.0,0.0,0.48059123458864,7.45536100612995,35.8149958461522,72.9985896708,94.06017193576733,97.86910033807101,99.08944412490884,0.0,0.07850623855837069,1.33610019761167,9.49538154157543,31.089586813162924,59.058441720256226,71.4927742001841,78.25379051563846,3.46,15.94,0.3669659674139972
Fiji,2019,6.589270399328714,5.536176500752969,362.0,16432.0,129034.0,439939.0,757777.0,877831.0,887284.0,889337.0,0.040716201899294556,1.8463588819846999,14.49891169657974,49.43386112008119,85.14774186484199,98.637701526038,99.6999222447744,99.93055843312038,0.002567088416123023,0.2590542825996,3.1154392534385003,15.0568642894186,40.4093164494117,67.50416504477198,78.1071182223261,83.54038162337025,2.8,11.58,0.3070686743152849
Finland,1987,32.09434283022963,29.55658665728912,0.0,0.0,0.0,11982.0,49167.0,715053.0,2564490.0,3859370.0,0.0,0.0,0.0,0.24294516724331,0.9968816443952301,14.497875691402179,51.99566061671804,78.24967271065726,0.0,0.0,0.0,0.04506337577136308,0.21681986817137,2.87758864603829,12.809780352367001,26.276537109925158,18.1,48.55,0.2217139873395237
Finland,1991,36.1119661850723,32.85938774731965,0.0,0.0,0.0,12366.0,37488.0,450965.0,2055413.0,3459161.0,0.0,0.0,0.0,0.24663867508746,0.74769848396068,8.99458335328398,40.9956077515389,68.99363147180748,0.0,0.0,0.0,0.050899816119987396,0.20071011529119,1.81188535284233,9.17218585906317,20.90960135987389,20.46,55.8,0.2287976170944786
Finland,1995,33.56700490717623,29.913927027704528,0.0,0.0,0.0,12269.0,25244.0,663930.0,2578713.0,3894565.0,0.0,0.0,0.0,0.24019482286043997,0.49422451643272,12.998375622767139,50.485876575083935,76.24755708408345,0.0,0.0,0.0,0.012239115002418501,0.13864138508698998,2.2619658779469103,11.83477958029373,25.10202893726846,18.94,51.75,0.2345913698970351
Finland,2000,38.944094463491766,33.82163007701128,0.0,0.0,0.0,12780.0,38653.0,582317.0,1979427.0,3338368.0,0.0,0.0,0.0,0.24689936776431998,0.74674001017929,11.249873731172789,38.24086566222396,64.49446455396595,0.0,0.0,0.0,0.04577427130646984,0.17916813044974,2.23836718352543,9.46591183163772,20.24777733291603,19.3,61.35,0.2715662660273222
Finland,2003,41.29179502692867,35.69318729433138,2210.0,2569.0,4421.0,10207.0,38452.0,496686.0,1749550.0,3126233.0,0.042385012228138376,0.04927503686155934,0.08480336675136194,0.19579017545953,0.7376087054705,9.52780401016731,33.56120780556254,59.969782922849745,0.034762036221019435,0.03936412430785888,0.048489829644376425,0.09133781572527762,0.23378193760514002,2.0437811066955,8.20573401739298,18.07376021051437,20.24,65.65,0.2768660407996708
Finland,2004,43.28492334832163,36.96137289223842,1646.0,1985.0,3657.0,6826.0,26848.0,412898.0,1580799.0,2967062.0,0.031492582875867176,0.03797607615379824,0.06995629431959204,0.1305554389572,0.51353012698128,7.8975615654783695,30.2361752538364,56.75142317160794,0.021090657423285072,0.027044387214381613,0.036183823179740476,0.06115359743827836,0.15728473598844,1.6528569384549898,7.049084371893071,16.37252849061722,21.26,68.6,0.2789776594230597
Finland,2005,44.7512583253511,38.57227516034266,2254.0,2902.0,5450.0,8578.0,21087.0,359932.0,1433561.0,2793206.0,0.04296844724460918,0.055315240841098595,0.10388313761875001,0.16351965261006998,0.40195339384094997,6.86094955598326,27.32624203421448,53.24350731982971,0.02840726262405995,0.038621982583929376,0.05816944085475367,0.08989441236960742,0.17636164766976,1.33381761933602,6.2679263131150105,14.88336103687712,22.24,71.3,0.2761959366536489
Finland,2006,45.44646145989029,39.18963358122191,4100.0,4233.0,4976.0,10057.0,28706.0,365800.0,1427218.0,2722667.0,0.07786279118078729,0.08037546638348031,0.09449146545585904,0.19097635998141999,0.5450828998725,6.9460891795895,27.101135915683226,51.70012373347686,0.06029379870036015,0.0692662408981589,0.07687166714098594,0.10353742493767999,0.21033215052294,1.51601934248321,6.31057199335013,14.66835519309479,22.02,73.5,0.279990753742652
Finland,2007,47.13012745559422,40.44994186897507,2391.0,3371.0,5178.0,7090.0,28024.0,345933.0,1289423.0,2583180.0,0.04521787093458547,0.06374258591690347,0.09791413563110889,0.13405956678184,0.52989083393678,6.54096656929443,24.380628076129398,48.84318956653437,0.020317226293293068,0.033982834358191424,0.05234553671672097,0.07829496044582879,0.16075589915629998,1.40148954378821,5.69645554346379,13.49988193033805,22.78,75.95,0.2828557151965987
Finland,2008,47.66695698307329,41.0073324883109,715.0,2862.0,6756.0,10753.0,28006.0,319869.0,1205845.0,2537290.0,0.013462430024170394,0.053872226969696034,0.12714893865383,0.20236740520088997,0.52708366181607,6.02003580258647,22.6944250242658,47.75267929505462,0.01268961735076659,0.02122727477991532,0.05236759911928934,0.09290941560009938,0.19781070705658,1.36940811362073,5.29865209226803,12.78077441683143,23.3,76.4,0.2783820830831632
Finland,2009,48.60243455710049,42.34733074632487,2120.0,2801.0,3367.0,6710.0,22217.0,304699.0,1118370.0,2381957.0,0.039700074955742286,0.05247008639272371,0.063057590829587,0.12567731690595,0.4161303428992,5.70717620536179,20.9476796901884,44.6153604652331,0.03424636009580689,0.03944972225203319,0.04698520361010832,0.06291884627198803,0.14776140998496,1.16516675347382,4.9133522121635,11.94490235111588,23.88,77.75,0.2745544574270847
Finland,2010,49.33525338080928,42.74797625338232,1530.0,2620.0,3706.0,6013.0,23007.0,312271.0,1097180.0,2363480.0,0.02853612057631299,0.04885501422557523,0.06909842642407696,0.11210721172126,0.42896963681552,5.82231637543078,20.4569839210743,44.06721357859631,0.026153437257689708,0.030171571762753487,0.04416251940186331,0.061662954947947705,0.16523427323306,1.18313274472828,4.88397058848401,11.71534778850875,23.74,79.65,0.2771408798561746
Finland,2011,49.6168368552062,42.836528907159945,1982.0,2554.0,3411.0,5439.0,17173.0,288147.0,1051931.0,2352854.0,0.0367759793800516,0.04739087799213791,0.06329581427426548,0.10093394770657,0.31871141985803997,5.34767362297929,19.5225970724204,43.66621414901829,0.034221185538692314,0.0397198318351286,0.04720659392751863,0.05930931399416009,0.11054074564689001,1.14350472231259,4.644134148804531,11.31825680412797,24.06,80.2,0.276428193618218
Finland,2012,49.73569284120965,43.27421851484456,2655.0,2855.0,2954.0,9067.0,25384.0,244758.0,1031893.0,2307625.0,0.04904001879702602,0.05272515768239931,0.054570436181486555,0.1674652054552,0.46886441100896004,4.5208564586753095,19.05982058950668,42.623519256643824,0.04749611640579113,0.048670617253817404,0.050583582088081516,0.0655966328087358,0.16689546024721,1.04927237252942,4.357463810253219,10.93239121306207,24.64,80.15,0.2709663044268671
Finland,2013,49.54053438889321,43.19579574620724,3258.0,4631.0,4971.0,7559.0,25206.0,273542.0,1078774.0,2333028.0,0.059900257240742154,0.08513758540092074,0.09138894322281509,0.13897814176471,0.46343814714334997,5.02930347415615,19.83414425928055,42.8946555924424,0.05773394131315674,0.06489072036161249,0.07428400799131102,0.08740585330824127,0.17671215558044,1.13324090698481,4.62984370691681,11.21868074771373,24.06,79.6,0.2719395885396505
Finland,2014,49.28429623844452,43.138688871237385,2491.0,3614.0,4187.0,7091.0,19679.0,282652.0,1065954.0,2351362.0,0.04560849751793028,0.06616784007204189,0.07666443386841021,0.12983354827565,0.36031422504773003,5.17533497694611,19.51756166874673,43.05331286671435,0.03691712677858703,0.04337351658019722,0.054710862714187146,0.07447039965855083,0.14447823421543,1.0161792844139201,4.49552528988476,11.03765051926217,24.22,79.25,0.2677697598746835
Finland,2015,49.735061184773535,43.33096525437757,3266.0,3847.0,5726.0,10683.0,28366.0,253359.0,1045317.0,2336265.0,0.05960959165393514,0.07020851045635178,0.10449387910244001,0.19496342475928,0.51767711801967,4.623734918001119,19.07675309556707,42.63622380421016,0.05168505392206841,0.05571260745530545,0.06435709759165219,0.09838139501986042,0.18732648045573,1.0436866269434801,4.41651284775779,10.92686324645082,24.4,80.0,0.2710204232618408
Finland,2016,50.30005736595288,43.83046773191645,1691.0,2552.0,4522.0,11256.0,23394.0,248951.0,1020484.0,2303933.0,0.030766808234458577,0.04643160857222274,0.08229386369837571,0.20483060289044,0.42571463585789,4.53025788745573,18.57011380106829,41.92550085395449,0.02360033869724096,0.028553456111166657,0.04137412717164017,0.08170063095511,0.17518934183024,0.95003682514762,4.18163797228583,10.54725117535387,24.98,79.1,0.2707848436970796
Finland,2017,51.35022447007088,44.74674291271153,3455.0,3623.0,4704.0,6790.0,22361.0,247335.0,979801.0,2185093.0,0.06272282290342786,0.0657777349935803,0.08540169014614864,0.12326895046146,0.4059620287122,4.49029862812068,17.78799193749174,39.66972652575692,0.05884667317287388,0.06190579438041711,0.06723950337145111,0.08247517982174218,0.15206749142727,0.9226109811194001,4.01167240252576,10.06402715446917,25.28,81.6,0.2738308541859643
Finland,2018,52.15796901609004,45.44290943900885,2377.0,3131.0,6173.0,10317.0,16860.0,234752.0,934862.0,2076211.0,0.04310012407830335,0.05677425607921964,0.1119218955286,0.1870468908358,0.30568097991709003,4.25620660724874,16.94964551920307,37.64304255014535,0.0396328146057551,0.04674208964925664,0.06369934952665189,0.10314868787624,0.16867436425375001,0.90945905870768,3.8585800761792903,9.59729319149992,25.6,82.8,0.2732977282956268
Finland,2019,53.07242147653591,46.23118622112795,2094.0,2144.0,5520.0,5722.0,17320.0,248683.0,906650.0,2031021.0,0.03792654091255294,0.03882922955482434,0.09996996031171655,0.10363026286005,0.31366906370548997,4.50382100724667,16.4200489598471,36.78316545118427,0.03792654091255294,0.03800769293488263,0.04784682996521837,0.07035192084487676,0.13561488735562,0.81408487521951,3.77309486808933,9.373614083473571,25.58,83.9,0.2773732985995423
France,1978,34.03382050296496,27.750652505318968,265210.0,541749.0,815896.0,1226131.0,2867986.0,15992589.0,30352142.0,40196466.0,0.4849164446799,0.99054796881144,1.49180583811182,2.24188957007512,5.24389836582668,29.241257279975457,55.496629277446,73.49624181945276,0.35105113385066,0.5857701412375299,0.8510979930776701,1.26378981040894,2.27242256415757,8.73926569483731,20.14824181196584,31.38745017981533,13.3,59.2,0.3516750482328108
