MODEL,SCENARIO,REGION,VARIABLE,UNIT,2005,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
REMIND-MAGPIE,SSP5-60,World,Diagnostics|MAGICC6|Forcing|CH4,W/m2,0.562304717,0.58827586,0.627377809,0.654702186,0.673983624,0.674273894,0.646346459,0.595398637,0.529562767,0.466333738,0.414488196
REMIND-MAGPIE,SSP5-60,World,Diagnostics|MAGICC6|Forcing|CO2,W/m2,1.6897843,1.837859,2.1616012,2.5244893,2.9400568,3.3718661,3.7899883,4.1662715,4.487809,4.7546664,4.9799893
REMIND-MAGPIE,SSP5-60,World,Diagnostics|MAGICC6|Forcing|F-Gases,W/m2,0.021105041,0.031102416,0.062935239,0.10398594,0.13946527,0.16635728,0.19003865,0.21077838,0.2190732,0.19661283,0.15804773
REMIND-MAGPIE,SSP5-60,World,Diagnostics|MAGICC6|Forcing|Kyoto Gases,W/m2,2.3467499,2.5390686,2.9512226,3.401029,3.8900389,4.3674804,4.7997202,5.1645999,5.4470047,5.6433547,5.7884319
REMIND-MAGPIE,SSP5-60,World,Diagnostics|MAGICC6|Forcing|N2O,W/m2,0.15571104,0.16780423,0.19103233,0.21359673,0.23511686,0.25360956,0.26786209,0.27917162,0.28790431,0.29380442,0.29636674
REMIND-MAGPIE,SSP5-60,World,Diagnostics|MAGICC6|Temperature|Global Mean,°C,0.91338626,0.98929176,1.259277,1.5548981,1.8857999,2.2166871,2.5135961,2.7812476,3.0096277,3.1897693,3.3276545
REMIND-MAGPIE,SSP5-60,World,Emissions|BC,Mt BC/yr,6.7255,6.709,6.4096,5.7558,5.1105,4.1713,3.7566,3.3754,3.0833,2.8013,2.5431
REMIND-MAGPIE,SSP5-60,World,Emissions|CH4,Mt CH4/yr,333.547,371.4578,391.0123,414.99,423.0208,403.0838,365.6402,325.6993,277.3206,236.1404,201.5335
REMIND-MAGPIE,SSP5-60,World,Emissions|CH4|Fossil Fuels and Industry,Mt CH4/yr,105.6,121.5,124.1,126.2,122.6,114.5,95.48,74.72,55.72,42.72,34.39
REMIND-MAGPIE,SSP5-60,World,Emissions|CH4|Land Use,Mt CH4/yr,156.547,172.2578,204.2123,228.29,245.1208,239.9838,230.1402,217.8993,194.2206,169.4404,143.8335
REMIND-MAGPIE,SSP5-60,World,Emissions|CO,Mt CO/yr,773.6677,751.1945,711.7827,637.6253,589.147,553.4221,536.3938,499.4545,457.6969,414.9212,385.6755
REMIND-MAGPIE,SSP5-60,World,Emissions|CO2,Mt CO2/yr,35229.9425,36335.005,39560.3595,47835.9901,54512.7416,58172.9713,58939.7787,55299.0052,50540.1373,44186.3111,40968.8652
REMIND-MAGPIE,SSP5-60,World,Emissions|CO2|Carbon Capture and Storage,Mt CO2/yr,0,0,0.702,132,1570,7460,17000,22800,24000,23800,23800
REMIND-MAGPIE,SSP5-60,World,Emissions|CO2|Carbon Capture and Storage|Biomass,Mt CO2/yr,0,0,0.168,5.96,55.3,219,513,910,1420,2100,2810
REMIND-MAGPIE,SSP5-60,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,29550,32200,38370,46480,53380,58060,58930,55220,50330,44090,40980
REMIND-MAGPIE,SSP5-60,World,Emissions|CO2|Land Use,Mt CO2/yr,5682.9425,4135.005,1181.3595,1355.9901,1135.7416,111.7713,6.1607,81.1952,210.2373,94.1111,-20.5623
REMIND-MAGPIE,SSP5-60,World,Emissions|F-Gases,Mt CO2-equiv/yr,672.7,870.4,1565,2251,2380,2398,2329,2460,1629,834,847.1
REMIND-MAGPIE,SSP5-60,World,Emissions|Kyoto Gases,Mt CO2-equiv/yr,47570,49950,54660,64150,71220,74140,73780,69150,62260,53910,49630
REMIND-MAGPIE,SSP5-60,World,Emissions|N2O,kt N2O/yr,9806.7256,10300.5875,10758.1802,11101.7548,11339.9879,10537.6393,10118.5174,9713.1139,9330.6925,8630.5298,7872.2759
REMIND-MAGPIE,SSP5-60,World,Emissions|N2O|Land Use,kt N2O/yr,7160.7256,7867.5875,8591.1802,8981.7548,9199.9879,8379.6393,8046.5174,7736.1139,7403.6925,6760.5298,6072.2759
REMIND-MAGPIE,SSP5-60,World,Emissions|NH3,Mt NH3/yr,39.2715,42.4812,49.6484,56.2456,59.74,62.0918,65.6037,67.9515,68.8595,68.5405,66.4327
REMIND-MAGPIE,SSP5-60,World,Emissions|NOx,Mt NO2/yr,116.738,111.361,113.5328,105.8866,94.9487,75.6171,72.4208,65.5626,58.4462,50.4563,43.6111
REMIND-MAGPIE,SSP5-60,World,Emissions|OC,Mt OC/yr,28.9826,28.3892,26.35,23.754,21.0557,19.45,18.79,18.2061,17.7547,17.3057,16.8156
REMIND-MAGPIE,SSP5-60,World,Emissions|Sulfur,Mt SO2/yr,113.8538,94.7008,74.5083,60.9349,50.1308,36.7517,29.2667,23.1907,18.7542,15.7715,13.043
REMIND-MAGPIE,SSP5-60,World,Emissions|VOC,Mt VOC/yr,155.2559,152.8106,152.1766,141.1054,128.5977,120.0436,114.8312,106.1575,97.1141,88.1505,81.5807
REMIND-MAGPIE,SSP5-60,World,Energy Service|Transportation|Freight,bn tkm/yr,85050,93100,134600,182600,215500,258600,300400,327000,364000,375000,387600
REMIND-MAGPIE,SSP5-60,World,Energy Service|Transportation|Passenger,bn pkm/yr,38050,41740,65450,95850,116000,143500,167700,183200,212600,231700,261500
REMIND-MAGPIE,SSP5-60,World,Final Energy,EJ/yr,330.7,356.4,450.8,562.2,664.8,767.6,841.4,892.9,940.8,966.5,1007
REMIND-MAGPIE,SSP5-60,World,Final Energy|Electricity,EJ/yr,53.5,62.97,87.73,127.3,171.2,219.4,253.9,288.3,334.7,389.2,424
REMIND-MAGPIE,SSP5-60,World,Final Energy|Gases,EJ/yr,51.31,56.76,73.31,78.96,98.05,116.8,140.4,181.3,202.2,203.9,228.2
REMIND-MAGPIE,SSP5-60,World,Final Energy|Heat,EJ/yr,11.02,10.53,10.68,12.51,15.41,18.86,21.1,21.39,20.17,19.48,20.38
REMIND-MAGPIE,SSP5-60,World,Final Energy|Hydrogen,EJ/yr,0.3469,0.392,0.4772,0.7903,1.443,3.203,5.119,6.03,6.816,10.16,15.11
REMIND-MAGPIE,SSP5-60,World,Final Energy|Liquids,EJ/yr,129.5,134.6,198.8,278,321.7,362.9,386.4,370.2,356.8,328.2,305.9
REMIND-MAGPIE,SSP5-60,World,Final Energy|Solids,EJ/yr,85.06,91.12,79.78,64.61,57.05,46.36,34.48,25.71,20.13,15.72,13.36
REMIND-MAGPIE,SSP5-60,World,Final Energy|Solids|Biomass,EJ/yr,48.46,50.06,49.15,39.19,30.28,23.47,17.78,12.9,10.02,7.862,6.603
REMIND-MAGPIE,SSP5-60,World,Final Energy|Solids|Biomass|Traditional,EJ/yr,32.63,33.45,23,10.45,2.91,0,0,0,0,0,0
REMIND-MAGPIE,SSP5-60,World,Final Energy|Solids|Coal,EJ/yr,36.6,41.06,30.63,25.41,26.77,22.89,16.7,12.81,10.11,7.862,6.752
REMIND-MAGPIE,SSP5-60,World,Final Energy|Transportation,EJ/yr,86.91,93.57,136.4,191.8,223,263.1,298.3,308.6,324.5,321.1,335
REMIND-MAGPIE,SSP5-60,World,GDP|PPP,billion US$2005/yr,56690,67570,101900,165400,258300,361100,472200,596300,729100,870400,1020000
REMIND-MAGPIE,SSP5-60,World,Land Cover|Built-up Area,million ha,132.7665,132.7665,132.7665,132.7665,132.7665,132.7665,132.7665,132.7665,132.7665,132.7665,132.7665
REMIND-MAGPIE,SSP5-60,World,Land Cover|Cropland,million ha,1472.9962,1518.4997,1625.2734,1671.2771,1755.1512,1786.3562,1793.2599,1794.4049,1794.0274,1783.3086,1774.576
REMIND-MAGPIE,SSP5-60,World,Land Cover|Forest,million ha,4187.2856,4154.5514,4143.2464,4142.6401,4142.6414,4142.642,4143.661,4143.7348,4143.778,4147.1555,4147.3334
REMIND-MAGPIE,SSP5-60,World,Land Cover|Pasture,million ha,3116.9961,3084.6517,2993.9008,2943.9813,2856.4946,2825.5168,2816.9096,2814.9061,2811.8662,2802.8961,2796.7394
REMIND-MAGPIE,SSP5-60,World,Population,million,6505,6894,7552,8054,8403,8579,8589,8457,8200,7831,7375
REMIND-MAGPIE,SSP5-60,World,Price|Carbon,US$2005/t CO2,0,0,7.333,11.72,22.27,36.28,59.1,84.68,110.3,135.9,161.4
REMIND-MAGPIE,SSP5-60,World,Primary Energy,EJ/yr,464.6,502.7,619.8,754.7,878.1,1026,1170,1245,1276,1280,1316
REMIND-MAGPIE,SSP5-60,World,Primary Energy|Biomass,EJ/yr,55.83,59.83,65.8,55.28,46.38,48.26,54.82,61.88,68.45,78.45,93.51
REMIND-MAGPIE,SSP5-60,World,Primary Energy|Biomass|Traditional,EJ/yr,33.07,33.83,23.16,10.49,2.915,0,0,0,0,0,0
REMIND-MAGPIE,SSP5-60,World,Primary Energy|Biomass|w/ CCS,EJ/yr,0,0,0.0034,0.137,1.281,5.08,11.89,21.1,32.94,48.74,65.26
REMIND-MAGPIE,SSP5-60,World,Primary Energy|Biomass|w/o CCS,EJ/yr,55.83,59.83,65.8,55.14,45.1,43.18,42.94,40.78,35.51,29.71,28.26
REMIND-MAGPIE,SSP5-60,World,Primary Energy|Coal,EJ/yr,122.2,135.4,118.4,105.3,115.6,179.9,284.3,326.4,307,283.9,281
REMIND-MAGPIE,SSP5-60,World,Primary Energy|Coal|w/ CCS,EJ/yr,0,0,0.0036,1.751,21.46,102.8,229.4,294.1,290.4,274.7,271.2
REMIND-MAGPIE,SSP5-60,World,Primary Energy|Coal|w/o CCS,EJ/yr,122.2,135.4,118.4,103.5,94.17,77.11,54.92,32.29,16.52,9.25,9.861
REMIND-MAGPIE,SSP5-60,World,Primary Energy|Fossil,EJ/yr,387.4,419.1,524.3,666.7,794.1,924.4,1026,1033,975.4,881.7,833.5
REMIND-MAGPIE,SSP5-60,World,Primary Energy|Fossil|w/ CCS,EJ/yr,0,0,0.0078,1.859,22.4,107.8,246.9,329.4,339,323.6,307.3
REMIND-MAGPIE,SSP5-60,World,Primary Energy|Fossil|w/o CCS,EJ/yr,387.4,419.1,524.3,664.8,771.7,816.6,779.1,703.5,636.4,558.1,526.1
REMIND-MAGPIE,SSP5-60,World,Primary Energy|Gas,EJ/yr,98.08,112.2,169.5,242.9,327.4,390.9,416.4,427.9,404.7,361,343.9
REMIND-MAGPIE,SSP5-60,World,Primary Energy|Gas|w/ CCS,EJ/yr,0,0,0.0043,0.1078,0.9417,5.002,17.52,35.34,48.57,48.88,36.16
REMIND-MAGPIE,SSP5-60,World,Primary Energy|Gas|w/o CCS,EJ/yr,98.08,112.2,169.5,242.8,326.5,385.9,398.8,392.5,356.1,312.1,307.8
REMIND-MAGPIE,SSP5-60,World,Primary Energy|Geothermal,EJ/yr,0.2193,0.3278,0.4062,0.6964,0.9225,1.077,1.164,1.354,2.168,4.582,7.54
REMIND-MAGPIE,SSP5-60,World,Primary Energy|Hydro,EJ/yr,10.69,11.32,10.76,10.24,11.34,16.14,24.6,31.56,36.32,40.59,43.86
REMIND-MAGPIE,SSP5-60,World,Primary Energy|Non-Biomass Renewables,EJ/yr,11.3,13.63,17.6,18.98,21.66,31.48,53.83,95.36,157.1,237.8,312.5
REMIND-MAGPIE,SSP5-60,World,Primary Energy|Nuclear,EJ/yr,10.12,10.19,12.16,13.77,15.96,22.22,35.23,54.94,74.99,82.22,76
REMIND-MAGPIE,SSP5-60,World,Primary Energy|Oil,EJ/yr,167.2,171.5,236.4,318.5,351,353.7,325.3,278.7,263.7,236.8,208.5
REMIND-MAGPIE,SSP5-60,World,Primary Energy|Oil|w/o CCS,EJ/yr,167.2,171.5,236.4,318.5,351,353.7,325.3,278.7,263.7,236.8,208.5
REMIND-MAGPIE,SSP5-60,World,Primary Energy|Solar,EJ/yr,0.0062,0.2366,1.651,1.561,1.174,1.061,6.999,27.53,65.48,119.5,177.5
REMIND-MAGPIE,SSP5-60,World,Primary Energy|Wind,EJ/yr,0.385,1.742,4.782,6.475,8.214,13.2,21.06,34.92,53.12,73.15,83.66
REMIND-MAGPIE,SSP5-60,World,Secondary Energy|Electricity,EJ/yr,66.23,77.49,105.1,147,191.2,237.2,275.1,313.6,363.7,421.9,460.8
REMIND-MAGPIE,SSP5-60,World,Secondary Energy|Electricity|Biomass,EJ/yr,0.347,0.5021,0.6626,0.9361,1.954,4.118,6.964,9.314,10.48,10.97,11.98
REMIND-MAGPIE,SSP5-60,World,Secondary Energy|Electricity|Biomass|w/ CCS,EJ/yr,0,0,0.0003,0.0081,0.0738,0.2918,0.6826,1.211,1.891,2.798,3.746
REMIND-MAGPIE,SSP5-60,World,Secondary Energy|Electricity|Biomass|w/o CCS,EJ/yr,0.347,0.5021,0.6623,0.928,1.88,3.826,6.282,8.103,8.585,8.174,8.234
REMIND-MAGPIE,SSP5-60,World,Secondary Energy|Electricity|Coal,EJ/yr,26.71,30.62,30.56,29.48,27.88,25.65,23.25,18.82,15.4,15.6,15.77
REMIND-MAGPIE,SSP5-60,World,Secondary Energy|Electricity|Coal|w/ CCS,EJ/yr,0,0,0.0008,0.0522,0.5716,2.525,6.33,9.903,12.53,15.28,15.74
REMIND-MAGPIE,SSP5-60,World,Secondary Energy|Electricity|Coal|w/o CCS,EJ/yr,26.71,30.62,30.56,29.43,27.31,23.13,16.92,8.915,2.864,0.3262,0.0317
REMIND-MAGPIE,SSP5-60,World,Secondary Energy|Electricity|Gas,EJ/yr,13.7,18.55,41.2,82.43,123.7,153.7,155.8,135.3,106.7,78.67,50.77
REMIND-MAGPIE,SSP5-60,World,Secondary Energy|Electricity|Gas|w/ CCS,EJ/yr,0,0,0.0003,0.0248,0.3857,2.556,9.826,20.37,28.18,27.75,19.38
REMIND-MAGPIE,SSP5-60,World,Secondary Energy|Electricity|Gas|w/o CCS,EJ/yr,13.7,18.55,41.2,82.41,123.3,151.1,146,115,78.55,50.92,31.39
REMIND-MAGPIE,SSP5-60,World,Secondary Energy|Electricity|Geothermal,EJ/yr,0.2193,0.3277,0.4061,0.6963,0.9223,1.076,1.157,1.205,1.232,1.225,1.232
REMIND-MAGPIE,SSP5-60,World,Secondary Energy|Electricity|Hydro,EJ/yr,10.69,11.32,10.76,10.24,11.34,16.14,24.6,31.56,36.32,40.59,43.86
REMIND-MAGPIE,SSP5-60,World,Secondary Energy|Electricity|Non-Biomass Renewables,EJ/yr,11.3,13.63,17.6,18.98,21.66,31.48,53.82,95.21,156.2,234.5,306.2
REMIND-MAGPIE,SSP5-60,World,Secondary Energy|Electricity|Nuclear,EJ/yr,10.12,10.19,12.16,13.77,15.96,22.22,35.23,54.94,74.99,82.22,76
REMIND-MAGPIE,SSP5-60,World,Secondary Energy|Electricity|Oil,EJ/yr,4.054,4.008,2.892,1.379,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
REMIND-MAGPIE,SSP5-60,World,Secondary Energy|Electricity|Solar,EJ/yr,0.0062,0.2366,1.651,1.561,1.174,1.061,6.999,27.53,65.48,119.5,177.5
REMIND-MAGPIE,SSP5-60,World,Secondary Energy|Electricity|Wind,EJ/yr,0.385,1.742,4.782,6.475,8.214,13.2,21.06,34.92,53.12,73.15,83.66
REMIND-MAGPIE,SSP5-60,World,Secondary Energy|Gases,EJ/yr,59.8,66.2,85.95,92.63,115.2,137.4,165.2,213.3,237.8,239.8,268.4
REMIND-MAGPIE,SSP5-60,World,Secondary Energy|Gases|Biomass,EJ/yr,2.816,3.566,3.453,3.023,1.924,0.3847,0.0003,0.0003,0.0003,0.0003,0.0003
REMIND-MAGPIE,SSP5-60,World,Secondary Energy|Gases|Coal,EJ/yr,0,0.0002,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
REMIND-MAGPIE,SSP5-60,World,Secondary Energy|Gases|Natural Gas,EJ/yr,56.32,61.95,80.35,86.59,109,131.6,158.5,205.4,228.9,229.9,257.8
REMIND-MAGPIE,SSP5-60,World,Secondary Energy|Heat,EJ/yr,13.06,12.28,12.12,13.86,16.69,19.86,22.21,22.52,21.23,20.5,21.45
REMIND-MAGPIE,SSP5-60,World,Secondary Energy|Heat|Geothermal,EJ/yr,0,0.0001,0.0001,0.0001,0.0001,0.0018,0.0078,0.1489,0.9362,3.357,6.308
REMIND-MAGPIE,SSP5-60,World,Secondary Energy|Hydrogen,EJ/yr,0.3469,0.392,0.4772,0.7903,1.443,3.203,5.119,6.03,6.816,10.16,15.11
REMIND-MAGPIE,SSP5-60,World,Secondary Energy|Hydrogen|Biomass,EJ/yr,0,0,0.0004,0.0007,0.0007,0.0007,0.0006,0.0006,0.0006,0.0006,0.0006
REMIND-MAGPIE,SSP5-60,World,Secondary Energy|Hydrogen|Biomass|w/ CCS,EJ/yr,0,0,0.0001,0.0004,0.0004,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
REMIND-MAGPIE,SSP5-60,World,Secondary Energy|Hydrogen|Biomass|w/o CCS,EJ/yr,0,0,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
REMIND-MAGPIE,SSP5-60,World,Secondary Energy|Hydrogen|Electricity,EJ/yr,0,0,0,0,0,0,0,0,0,0,0
REMIND-MAGPIE,SSP5-60,World,Secondary Energy|Liquids,EJ/yr,142.1,146,211.6,290.3,329.8,365.3,388.8,372,357.8,328.8,306.4
REMIND-MAGPIE,SSP5-60,World,Secondary Energy|Liquids|Biomass,EJ/yr,0,0.2172,4.233,3.724,2.653,5.934,9.036,12.22,15.53,20.89,27.59
REMIND-MAGPIE,SSP5-60,World,Secondary Energy|Liquids|Biomass|w/ CCS,EJ/yr,0,0,0.0011,0.0555,0.5247,2.082,4.873,8.65,13.51,19.98,26.75
REMIND-MAGPIE,SSP5-60,World,Secondary Energy|Liquids|Biomass|w/o CCS,EJ/yr,0,0.2172,4.232,3.669,2.128,3.852,4.163,3.565,2.027,0.9125,0.8324
REMIND-MAGPIE,SSP5-60,World,Secondary Energy|Liquids|Coal,EJ/yr,0,0,0.0448,0.6758,7.683,37.44,83.69,106.1,102.3,92.43,89.12
REMIND-MAGPIE,SSP5-60,World,Secondary Energy|Liquids|Coal|w/ CCS,EJ/yr,0,0,0.0003,0.5994,7.612,37.39,83.67,106.1,102.3,92.31,88.26
REMIND-MAGPIE,SSP5-60,World,Secondary Energy|Liquids|Coal|w/o CCS,EJ/yr,0,0,0.0446,0.0764,0.0715,0.0536,0.0128,0.0003,0.01,0.1141,0.8537
REMIND-MAGPIE,SSP5-60,World,Secondary Energy|Liquids|Oil,EJ/yr,142.1,145.8,207.3,285.9,319.5,321.9,296.1,253.7,240,215.5,189.7
REMIND-MAGPIE,SSP5-60,World,Secondary Energy|Solids,EJ/yr,86.72,92.6,80.47,64.92,57.21,46.36,34.48,25.71,20.13,15.72,13.36
REMIND-MAGPIE,SSP5-Baseline,R5.2ASIA,Agricultural Demand|Crops|Energy,million t DM/yr,0,0,24.5623,25.9315,19.5005,9.6667,11.5572,8.3002,6.1925,14.2031,49.2424
REMIND-MAGPIE,SSP5-Baseline,R5.2ASIA,Agricultural Demand|Livestock,million t DM/yr,72.2938,91.1422,131.9268,174.4186,210.1823,223.1431,219.3887,208.9574,193.1332,172.9747,150.4615
REMIND-MAGPIE,SSP5-Baseline,R5.2ASIA,Agricultural Production|Crops|Energy,million t DM/yr,0,0,24.5623,25.9315,19.5005,9.6667,11.5572,8.3002,6.1925,14.2031,49.2424
REMIND-MAGPIE,SSP5-Baseline,R5.2ASIA,Agricultural Production|Crops|Non-Energy,million t DM/yr,1410.0803,1545.5453,1797.8284,2004.9316,2167.5538,2282.9585,2385.7302,2481.3246,2509.9467,2467.0158,2394.2244
REMIND-MAGPIE,SSP5-Baseline,R5.2ASIA,Agricultural Production|Livestock,million t DM/yr,72.1321,90.6282,126.6345,160.9735,186.6674,191.8841,180.0356,166.9365,151.7062,136.1417,133.7399
REMIND-MAGPIE,SSP5-Baseline,R5.2ASIA,Capacity|Electricity,GW,840.2,1267,2281.7,3516.3,4679.9,5755,6747,7647,8748,10447,12368
REMIND-MAGPIE,SSP5-Baseline,R5.2ASIA,Capacity|Electricity|Biomass,GW,0.0304,0.6088,5.2089,8.4161,8.8348,11.682,28.758,69.9131,108.3066,117.4553,105.3069
REMIND-MAGPIE,SSP5-Baseline,R5.2ASIA,Capacity|Electricity|Coal,GW,438.01,677.77,1011.54,1543.9,2247.3,2867.5,3301.5,3425.3,3201.6,2678.9,1960.4
REMIND-MAGPIE,SSP5-Baseline,R5.2ASIA,Capacity|Electricity|Gas,GW,134.062,202.46,545.69,1156.3,1702.4,2046.7,2169.1,2200.9,2172.4,2015.2,1756.5
REMIND-MAGPIE,SSP5-Baseline,R5.2ASIA,Capacity|Electricity|Geothermal,GW,2.156,3.384,4.8826,8.998,10.957,11.838,11.838,11.819,11.838,11.838,11.838
REMIND-MAGPIE,SSP5-Baseline,R5.2ASIA,Capacity|Electricity|Hydro,GW,157.25,188.91,188.7,176.2,171.21,194.43,284.66,472.03,684.62,816.4,947.1
REMIND-MAGPIE,SSP5-Baseline,R5.2ASIA,Capacity|Electricity|Nuclear,GW,37.941,41.688,112.47,173.29,182.29,175.53,156.96,174.01,331.549,646.894,1067.565
REMIND-MAGPIE,SSP5-Baseline,R5.2ASIA,Capacity|Electricity|Solar,GW,0.0114,2.47,82.023,78.733,60.502,8.9727,18.788,145.7,664.9,1915.2,3678.1
REMIND-MAGPIE,SSP5-Baseline,R5.2ASIA,Capacity|Electricity|Solar|CSP,GW,0,0.01,1.0313,1.0164,0.8426,0.7325,0.9551,4.1897,23.097,99.296,317.92
REMIND-MAGPIE,SSP5-Baseline,R5.2ASIA,Capacity|Electricity|Solar|PV,GW,0.0114,2.46,80.994,77.711,59.658,8.2403,17.833,141.52,641.7,1815.9,3359.6
REMIND-MAGPIE,SSP5-Baseline,R5.2ASIA,Capacity|Electricity|Wind,GW,2.5991,45.1,208.922,288.81,296.48,438.59,775.2,1148.4,1572.7,2245.9,2842.3
REMIND-MAGPIE,SSP5-Baseline,R5.2ASIA,Consumption,billion US$2005/yr,7250,8092,11448,16597,24106,32130,39549,43720,50250,53980,56150
REMIND-MAGPIE,SSP5-Baseline,R5.2ASIA,Emissions|BC,Mt BC/yr,2.8323,2.8591,2.6999,2.2694,1.8884,1.3932,1.1316,0.9143,0.7472,0.6018,0.4664
REMIND-MAGPIE,SSP5-Baseline,R5.2ASIA,Emissions|CH4,Mt CH4/yr,128.5442,145.2684,145.9655,145.8559,154.6963,155.8196,135.0189,122.4246,102.2751,85.3265,72.4708
REMIND-MAGPIE,SSP5-Baseline,R5.2ASIA,Emissions|CH4|Fossil Fuels and Industry,Mt CH4/yr,34.518,42.838,32.832,23.745,25.707,27.533,32.357,35.54,27.511,23.107,19.7
REMIND-MAGPIE,SSP5-Baseline,R5.2ASIA,Emissions|CH4|Land Use,Mt CH4/yr,64.9342,69.9384,87.4455,96.4059,103.7163,94.6196,79.3989,67.9546,58.6351,48.5595,40.6868
REMIND-MAGPIE,SSP5-Baseline,R5.2ASIA,Emissions|CO,Mt CO/yr,266.0543,271.6077,259.5229,221.8907,192.5149,168.4458,154.3237,138.2335,124.4241,103.9061,83.2759
REMIND-MAGPIE,SSP5-Baseline,R5.2ASIA,Emissions|CO2,Mt CO2/yr,12583.3727,14111.7674,17715.1262,22935.4027,29283.8321,35457.0292,42039.9319,47519.9432,50739.4369,49169.4631,44950.5766
REMIND-MAGPIE,SSP5-Baseline,R5.2ASIA,Emissions|CO2|Carbon Capture and Storage,Mt CO2/yr,0,0,0,0,0,0,0,0,0,0,0
REMIND-MAGPIE,SSP5-Baseline,R5.2ASIA,Emissions|CO2|Carbon Capture and Storage|Biomass,Mt CO2/yr,0,0,0,0,0,0,0,0,0,0,0
REMIND-MAGPIE,SSP5-Baseline,R5.2ASIA,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,9627,12460,16779,22566,29159,35490,42000,47500,50790,49390,45590
REMIND-MAGPIE,SSP5-Baseline,R5.2ASIA,Emissions|CO2|Land Use,Mt CO2/yr,2956.4727,1651.6674,937.0762,362.6027,127.8221,-32.1747,42.7167,20.0962,-44.0989,-219.5359,-642.3524
REMIND-MAGPIE,SSP5-Baseline,R5.2ASIA,Emissions|F-Gases,Mt CO2-equiv/yr,137.97,210.25,739.09,1326.36,1437,1619.4,1812.8,1987.9,2030.8,1892.9,1683
REMIND-MAGPIE,SSP5-Baseline,R5.2ASIA,Emissions|Kyoto Gases,Mt CO2-equiv/yr,16919,19059,23407,29307,36078,42423,48660,53960,56690,54510,49720
REMIND-MAGPIE,SSP5-Baseline,R5.2ASIA,Emissions|N2O,kt N2O/yr,2814.4272,3147.3657,3733.7456,4071.0796,4391.5079,4259.9603,4152.6198,4028.8495,3908.2755,3732.6561,3532.221
REMIND-MAGPIE,SSP5-Baseline,R5.2ASIA,Emissions|N2O|Land Use,kt N2O/yr,2243.8272,2475.9657,2896.9456,3036.8796,3146.7079,2944.7603,2907.1198,2872.2495,2746.7755,2606.2561,2469.521
REMIND-MAGPIE,SSP5-Baseline,R5.2ASIA,Emissions|NH3,Mt NH3/yr,12.3831,13.6746,17.0873,19.2881,20.2824,20.0019,19.7452,19.982,19,18.5589,17.5404
REMIND-MAGPIE,SSP5-Baseline,R5.2ASIA,Emissions|NOx,Mt NO2/yr,32.3156,37.8328,45.1181,48.1248,44.7825,35.7481,34.2702,31.6071,28.0926,23.1735,17.2962
REMIND-MAGPIE,SSP5-Baseline,R5.2ASIA,Emissions|OC,Mt OC/yr,9.652,9.1853,8.1459,6.4873,5.068,4.093,3.6595,3.3076,3.0663,2.8125,2.5542
REMIND-MAGPIE,SSP5-Baseline,R5.2ASIA,Emissions|Sulfur,Mt SO2/yr,45.9683,43.3714,41.1524,36.6863,32.4194,24.6822,19.4748,14.9565,11.0375,8.1508,4.9603
REMIND-MAGPIE,SSP5-Baseline,R5.2ASIA,Emissions|VOC,Mt VOC/yr,54.3437,57.4322,60.8702,58.2218,52.5039,48.2818,44.775,40.6957,37.0775,31.8958,26.7441
REMIND-MAGPIE,SSP5-Baseline,R5.2ASIA,Energy Service|Transportation|Freight,bn tkm/yr,24746.8,30599,46562,72665,97910,123610,143430,153260,167250,176150,180650
REMIND-MAGPIE,SSP5-Baseline,R5.2ASIA,Energy Service|Transportation|Passenger,bn pkm/yr,8620,11376,22943,38810,53620,72870,85570,91810,103450,109100,117600
REMIND-MAGPIE,SSP5-Baseline,R5.2ASIA,Final Energy,EJ/yr,94.22,113.06,155.63,215.85,276.37,325.82,354.5,369.5,379.3,374.3,367.48
REMIND-MAGPIE,SSP5-Baseline,R5.2ASIA,Final Energy|Electricity,EJ/yr,12.965,19.987,36.4,60.48,86.36,110.7,125.69,134.87,141.33,146.33,148.21
REMIND-MAGPIE,SSP5-Baseline,R5.2ASIA,Final Energy|Gases,EJ/yr,4.3144,7.0622,12.181,16.208,26.716,36.05,46.69,59.06,62.45,59.13,64.7
REMIND-MAGPIE,SSP5-Baseline,R5.2ASIA,Final Energy|Heat,EJ/yr,1.9161,1.8722,1.8288,2.4136,2.9934,3.0547,2.8154,2.3722,2.2652,2.439,2.6264
REMIND-MAGPIE,SSP5-Baseline,R5.2ASIA,Final Energy|Hydrogen,EJ/yr,0.0945,0.1056,0.1537,0.3255,0.5789,0.8649,0.976,0.9727,1.0211,1.0802,1.1729
REMIND-MAGPIE,SSP5-Baseline,R5.2ASIA,Final Energy|Liquids,EJ/yr,26.381,29.736,56.84,96.13,119.97,138.75,149.4,150.47,156.53,153.81,142.91
REMIND-MAGPIE,SSP5-Baseline,R5.2ASIA,Final Energy|Solids,EJ/yr,48.539,54.31,48.24,40.31,39.79,36.368,28.872,21.753,15.712,11.491,7.926
