object.internationalDesignator_s1,object.internationalDesignator@official_s1,object.nationalDesignator_s1,object.nameOfSpaceObjectIno_s1,object.nameOfSpaceObjectO_s1,object.launch.stateOfRegistry_s1,object.launch.stateOfRegistry@official_s1,object.launch.dateOfLaunch_s1,object.status.gsoLocation_s1,object.unRegistration.unRegistered_s1,en#object.status.objectStatus_s1,object.status@official_s1,object.status.dateOfDecay_s1,object.launch.dateOfLaunch@official_s1,object.functionOfSpaceObject_s1,object.remark_s1,object.status.webSite_s1,object.unRegistration.registrationDocuments.document@uri_s,object.unRegistration.registrationDocuments.document..document.symbol_s,object.unRegistration.decayDocuments.document@uri_s,object.unRegistration.decayDocuments.document..document.symbol_s,object.status.dateOfDecay@official_s1,object.status.gsoLocation@official_s1
1978-091H,false,1291,,COSMOS 1041,USSR,true,1978-10-04,------,T,in orbit,true,,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e017.html'],['ST/SG/SER.E/017'],,,,
1978-091A,false,1284,,COSMOS 1034,USSR,true,1978-10-04,------,T,in orbit,true,,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e017.html'],['ST/SG/SER.E/017'],,,,
1978-091F,false,1289,,COSMOS 1039,USSR,true,1978-10-04,------,T,in orbit,true,,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e017.html'],['ST/SG/SER.E/017'],,,,
1978-091G,false,1290,,COSMOS 1040,USSR,true,1978-10-04,------,T,in orbit,true,,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e017.html'],['ST/SG/SER.E/017'],,,,
1978-091B,false,1285,,COSMOS 1035,USSR,true,1978-10-04,------,T,in orbit,true,,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e017.html'],['ST/SG/SER.E/017'],,,,
1978-091D,false,1287,,COSMOS 1037,USSR,true,1978-10-04,------,T,in orbit,true,,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e017.html'],['ST/SG/SER.E/017'],,,,
1978-091E,false,1288,,COSMOS 1038,USSR,true,1978-10-04,------,T,in orbit,true,,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e017.html'],['ST/SG/SER.E/017'],,,,
1978-091C,false,1286,,COSMOS 1036,USSR,true,1978-10-04,------,T,in orbit,true,,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e017.html'],['ST/SG/SER.E/017'],,,,
1978-090A,false,1283,,PROGRESS 4,USSR,true,1978-10-03,------,T,deorbited,false,1978-10-26,true,"Delivery of fuel, consumable materials and equipment to the Salyut-6 orbital station",------,,['/osoindex/data/documents/ru/st/stsgser.e017.html'],['ST/SG/SER.E/017'],['/osoindex/data/documents/ru/st/stsgser.e017.html'],['ST/SG/SER.E/017'],,
1978-089A,false,1282,,COSMOS 1033,USSR,true,1978-10-03,------,T,recovered,false,1978-10-16,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e017.html'],['ST/SG/SER.E/017'],['/osoindex/data/documents/ru/st/stsgser.e017.html'],['ST/SG/SER.E/017'],,
1978-088A,false,1281,,COSMOS 1032,USSR,true,1978-09-19,------,T,recovered,false,1978-10-02,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e017.html'],['ST/SG/SER.E/017'],['/osoindex/data/documents/ru/st/stsgser.e017.html'],['ST/SG/SER.E/017'],,
1978-087A,true,,EXOS B,JIKIKEN,Japan,true,1978-09-16,------,T,decayed,false,2018-04-23,true,Stimulated plasma wave experiment; natural plasma wave measurement; plasma parameter measurement by VLF Doppler technique; electric field probe and plasma density measurement; energetic particle analysis; controlled electron beam emission experiment,------,http://www.isas.ac.jp/e/enterp/missions/complate/jikiken.html,['/osoindex/data/documents/jp/a/aac.105inf.381.html'],['A/AC.105/INF.381'],,,,
1978-086A,false,1280,,VENERA 12,USSR,true,1978-09-14,------,T,heliocentric,false,,true,Scientific investigation of the planet Venus and interplanetary space,------,,['/osoindex/data/documents/ru/st/stsgser.e017.html'],['ST/SG/SER.E/017'],,,,
1978-084A,false,1278,,VENERA 11,USSR,true,1978-09-09,------,T,heliocentric,false,,true,Scientific investigation of the planet Venus and interplanetary space,------,,['/osoindex/data/documents/ru/st/stsgser.e017.html'],['ST/SG/SER.E/017'],,,,
1978-085A,false,1279,,COSMOS 1031,USSR,true,1978-09-09,------,T,recovered,false,1978-09-22,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e017.html'],['ST/SG/SER.E/017'],['/osoindex/data/documents/ru/st/stsgser.e017.html'],['ST/SG/SER.E/017'],,
1978-083A,false,1277,,COSMOS 1030,USSR,true,1978-09-06,------,T,decayed,false,2004-08-17,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e017.html'],['ST/SG/SER.E/017'],['/osoindex/data/documents/ru/st/stsgser.e511.html'],['ST/SG/SER.E/511'],,
1978-082A,false,1276,,COSMOS 1029,USSR,true,1978-08-29,------,T,recovered,false,1978-09-08,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e015.html'],['ST/SG/SER.E/015'],['/osoindex/data/documents/ru/st/stsgser.e017.html'],['ST/SG/SER.E/017'],,
1978-081A,false,1275,,SOYUZ 31,USSR,true,1978-08-26,------,T,recovered,false,1978-11-02,true,"Delivery to the Salyut-6 station of the third international ""Intercosmos"" team consisting of V. F. Bykovsky (USSR) and S. Jahn (German Democratic Republic) to carry out scientific research and experiments",------,,['/osoindex/data/documents/ru/st/stsgser.e015.html'],['ST/SG/SER.E/015'],['/osoindex/data/documents/ru/st/stsgser.e018.html'],['ST/SG/SER.E/018'],,
1978-080A,false,1274,,MOLNIYA 1,USSR,true,1978-08-23,------,T,decayed,true,2015-08-11,true,Operation of long-range telephone and telegraph radiocommunication system in the USSR and transmission of USSR central television programmees in the Orbita network,Date of launch is 22/08/1978 using Greenwich Mean Time (GMT),,['/osoindex/data/documents/ru/st/stsgser.e015.html'],['ST/SG/SER.E/015'],['/osoindex/data/documents/ru/st/stsgser.e757.html'],['ST/SG/SER.E/757'],true,
1978-079A,true,,ISEE 3 (ICE),,USA,true,1978-08-12,------,T,heliocentric,false,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,http://nssdc.gsfc.nasa.gov/nmc/tmp/1978-079A.html,['/osoindex/data/documents/us/st/stsgser.e016.html'],['ST/SG/SER.E/016'],,,,
1978-078A,true,------,PIONEER VENUS 2 (bus),,USA,true,1978-08-08,------,T,on Venus,false,1978-12-09,true,------,------,,['/osoindex/data/documents/us/st/stsgser.e016.html'],['ST/SG/SER.E/016'],,,,
1978-078E,true,------,VENUS PROBE 2,,USA,true,1978-08-08,------,T,on Venus,false,,true,------,------,,['/osoindex/data/documents/us/st/stsgser.e047.html'],['ST/SG/SER.E/047'],,,,
1978-078G,true,------,VENUS PROBE 4,,USA,true,1978-08-08,------,T,on Venus,false,,true,------,------,,['/osoindex/data/documents/us/st/stsgser.e047.html'],['ST/SG/SER.E/047'],,,,
1978-078F,true,------,VENUS PROBE 3,,USA,true,1978-08-08,------,T,on Venus,false,,true,------,------,,['/osoindex/data/documents/us/st/stsgser.e047.html'],['ST/SG/SER.E/047'],,,,
1978-078D,true,------,VENUS PROBE 1,,USA,true,1978-08-08,------,T,on Venus,false,,true,------,------,,['/osoindex/data/documents/us/st/stsgser.e047.html'],['ST/SG/SER.E/047'],,,,
1978-077A,false,1273,,PROGRESS 3,USSR,true,1978-08-07,------,T,deorbited,false,1978-08-23,true,"Delivery of fuel, consumable materials and equipment to the Salyut-6 orbital station",------,,['/osoindex/data/documents/ru/st/stsgser.e015.html'],['ST/SG/SER.E/015'],['/osoindex/data/documents/ru/st/stsgser.e015.html'],['ST/SG/SER.E/015'],,
1978-076A,false,1272,,COSMOS 1028,USSR,true,1978-08-05,------,T,recovered,false,1978-09-04,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e015.html'],['ST/SG/SER.E/015'],['/osoindex/data/documents/ru/st/stsgser.e017.html'],['ST/SG/SER.E/017'],,
1978-075A,true,------,,------,USA,true,1978-08-05,------,T,decayed,false,2001-02-08,true,Spacecraft engaged in investigation of space flight techniques and technology,------,,['/osoindex/data/documents/us/st/stsgser.e016.html'],['ST/SG/SER.E/016'],['/osoindex/data/documents/us/st/stsgser.e392.html'],['ST/SG/SER.E/392'],,
1978-074A,false,1271,,COSMOS 1027,USSR,true,1978-07-27,------,T,in orbit,true,,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e015.html'],['ST/SG/SER.E/015'],,,,
1978-073A,false,1270,(STATSIONAR 2),RADUGA,USSR,true,1978-07-18,+35 degrees East,T,in GSO,true,,true,"Provision of uninterrupted round-the-clock telephone, telegraph radio-communication and simultaneous transmission of colour and black-and-white USSR central television programmes to stations in the Orbita network",------,,['/osoindex/data/documents/ru/st/stsgser.e015.html'],['ST/SG/SER.E/015'],,,,
1978-072A,false,1269,,MOLNIYA 1,USSR,true,1978-07-14,------,T,decayed,false,1992-02-08,true,Operation of long-range telephone and telegraph radiocommunication system in the USSR and transmission of USSR central television programmees in the Orbita network,------,,['/osoindex/data/documents/ru/st/stsgser.e015.html'],['ST/SG/SER.E/015'],['/osoindex/data/documents/ru/st/stsgser.e275.html'],['ST/SG/SER.E/275'],,
1978-071B,true,------,,------,USA,true,1978-07-14,------,T,decayed,false,1978-12-11,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Possible error in reporting of function. Reference sources designate 1978-071B as 2nd rocket stage of Delta launch vehicle.,,['/osoindex/data/documents/us/st/stsgser.e016.html'],['ST/SG/SER.E/016'],['/osoindex/data/documents/us/st/stsgser.e021.html'],['ST/SG/SER.E/021'],,
1978-071A,true,------,,GEOS 2 scientific satellite,ESA,true,1978-07-14,------,T,in GSO,true,,true,"On 26 July... reached its operational position of longitude 6 degrees east. During two years of its mission, it will be maintained in position between 0 and 35 degrees east in geosynchronous orbit... (see reg. document for full text)",Registered also by France in ST/SG/SER.E/445. Originally registered by France on behalf of ESA in A/AC.105/INF.378. Removed from France's national registry in ST/SG/SER.E/588.,,['/osoindex/data/documents/esa/st/stsgser.e073.html'],['ST/SG/SER.E/073'],"['/osoindex/data/documents/esa/st/stsgser.e073.html', '/osoindex/data/documents/fr/a/aac.105inf.378.html', '/osoindex/data/documents/fr/st/stsgser.e521.html', '/osoindex/data/documents/in/st/stsgser.e545.html', '/osoindex/data/documents/fr/st/stsgser.e588.html']","['ST/SG/SER.E/073', 'A/AC.105/INF.378', 'ST/SG/SER.E/521', 'ST/SG/SER.E/545', 'ST/SG/SER.E/588']",,
1978-070A,false,1268,,PROGRESS 2,USSR,true,1978-07-07,------,T,deorbited,false,1978-08-04,true,"Delivery of fuel, consumable materials and equipment to the Salyut-6 station",------,,['/osoindex/data/documents/ru/st/stsgser.e015.html'],['ST/SG/SER.E/015'],['/osoindex/data/documents/ru/st/stsgser.e015.html'],['ST/SG/SER.E/015'],,
1978-069A,false,1267,,COSMOS 1026,USSR,true,1978-07-02,------,T,recovered,false,1978-07-06,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e015.html'],['ST/SG/SER.E/015'],['/osoindex/data/documents/ru/st/stsgser.e015.html'],['ST/SG/SER.E/015'],,
1978-068A,true,------,COMSTAR 3,,USA,true,1978-06-29,-87 degrees East,T,in GSO,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,http://www.hsc.com/factsheets/376/comstar/comstar.html,['/osoindex/data/documents/us/st/stsgser.e016.html'],['ST/SG/SER.E/016'],,,,
1978-066A,false,1265,,COSMOS 1024,USSR,true,1978-06-28,------,T,in orbit,true,,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e014.html'],['ST/SG/SER.E/014'],,,,
1978-067A,false,1266,,COSMOS 1025,USSR,true,1978-06-28,------,T,decayed,false,2007-03-10,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e014.html'],['ST/SG/SER.E/014'],['/osoindex/data/documents/ru/st/stsgser.e517.html'],['ST/SG/SER.E/517'],,
1978-065A,false,1264,,SOYUZ 30,USSR,true,1978-06-27,------,T,recovered,false,1978-07-05,true,"The placing on board the Salyut-6 station, under the Intercosmos programme, of a second, international, crew consisting of P. I. Klimuk (USSR) and M. Hermaszewski (Poland) to conduct scientific investigations and experiments",------,,['/osoindex/data/documents/ru/st/stsgser.e014.html'],['ST/SG/SER.E/014'],['/osoindex/data/documents/ru/st/stsgser.e015.html'],['ST/SG/SER.E/015'],,
1978-064A,true,------,SEASAT 1,,USA,true,1978-06-27,------,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,http://podaac.jpl.nasa.gov:2031/SOURCE_DOCS/seasat.html,['/osoindex/data/documents/us/st/stsgser.e016.html'],['ST/SG/SER.E/016'],,,,
1978-063A,false,1263,,COSMOS 1023,USSR,true,1978-06-21,------,T,in orbit,true,,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e014.html'],['ST/SG/SER.E/014'],,,,
1978-062A,true,------,GOES 3,,USA,true,1978-06-15,-128 degrees East,T,in GSO,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e016.html'],['ST/SG/SER.E/016'],,,,
1978-061A,false,1262,,SOYUZ 29,USSR,true,1978-06-15,------,T,recovered,false,1978-09-03,true,The placing on board the Salyut-6 station of a crew consisting of V. V. Kovalenko and A. S. Ivanchenkov to conduct scientific and technological investigations and experiments,------,,['/osoindex/data/documents/ru/st/stsgser.e014.html'],['ST/SG/SER.E/014'],,,,
1978-060A,true,------,,------,USA,true,1978-06-14,------,T,decayed,false,1981-08-23,true,Spacecraft engaged in investigation of space flight techniques and technology,------,,['/osoindex/data/documents/us/st/stsgser.e016.html'],['ST/SG/SER.E/016'],['/osoindex/data/documents/us/st/stsgser.e058.html'],['ST/SG/SER.E/058'],,
1978-059A,false,1261,,COSMOS 1022,USSR,true,1978-06-12,------,T,recovered,false,1978-06-25,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e014.html'],['ST/SG/SER.E/014'],['/osoindex/data/documents/ru/st/stsgser.e014.html'],['ST/SG/SER.E/014'],,
1978-057A,false,1260,,COSMOS 1021,USSR,true,1978-06-10,------,T,recovered,false,1978-06-23,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e014.html'],['ST/SG/SER.E/014'],['/osoindex/data/documents/ru/st/stsgser.e014.html'],['ST/SG/SER.E/014'],,
1978-058A,true,------,,------,USA,true,1978-06-10,unknown,T,in GSO,true,,true,Spacecraft engaged in investigation of space flight techniques and technology,------,,['/osoindex/data/documents/us/st/stsgser.e016.html'],['ST/SG/SER.E/016'],,,,
1978-056A,false,1252,,COSMOS 1013,USSR,true,1978-06-08,------,T,in orbit,true,,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e014.html'],['ST/SG/SER.E/014'],,,,
1978-056E,false,1256,,COSMOS 1017,USSR,true,1978-06-08,------,T,in orbit,true,,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e014.html'],['ST/SG/SER.E/014'],,,,
1978-056C,false,1254,,COSMOS 1015,USSR,true,1978-06-08,------,T,in orbit,true,,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e014.html'],['ST/SG/SER.E/014'],,,,
1978-056D,false,1255,,COSMOS 1016,USSR,true,1978-06-08,------,T,in orbit,true,,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e014.html'],['ST/SG/SER.E/014'],,,,
1978-056B,false,1253,,COSMOS 1014,USSR,true,1978-06-08,------,T,in orbit,true,,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e014.html'],['ST/SG/SER.E/014'],,,,
1978-056F,false,1257,,COSMOS 1018,USSR,true,1978-06-08,------,T,in orbit,true,,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e014.html'],['ST/SG/SER.E/014'],,,,
1978-056G,false,1258,,COSMOS 1019,USSR,true,1978-06-08,------,T,in orbit,true,,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e014.html'],['ST/SG/SER.E/014'],,,,
1978-056H,false,1259,,COSMOS 1020,USSR,true,1978-06-08,------,T,in orbit,true,,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e014.html'],['ST/SG/SER.E/014'],,,,
1978-055A,false,1251,,MOLNIYA 1,USSR,true,1978-06-02,------,T,in orbit,true,,true,"Operation of long-range telephone and telegraph radio-communications system in the USSR, transmission of USSR central television programmees in the Orbita network",------,,['/osoindex/data/documents/ru/st/stsgser.e014.html'],['ST/SG/SER.E/014'],,,,
1978-054A,false,1250,,COSMOS 1012,USSR,true,1978-05-25,------,T,recovered,false,1978-06-07,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e013.html'],['ST/SG/SER.E/013'],['/osoindex/data/documents/ru/st/stsgser.e014.html'],['ST/SG/SER.E/014'],,
1978-053A,false,1249,,COSMOS 1011,USSR,true,1978-05-23,------,T,in orbit,true,,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e013.html'],['ST/SG/SER.E/013'],,,,
1978-052A,false,1248,,COSMOS 1010,USSR,true,1978-05-23,------,T,recovered,false,1978-06-05,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e013.html'],['ST/SG/SER.E/013'],['/osoindex/data/documents/ru/st/stsgser.e014.html'],['ST/SG/SER.E/014'],,
1978-051A,true,------,PIONEER VENUS 1 (orbiter),,USA,true,1978-05-20,------,T,on Venus,false,1992-10-10,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e012.html'],['ST/SG/SER.E/012'],,,,
1978-050A,false,1247,,COSMOS 1009,USSR,true,1978-05-19,------,T,decayed,false,1978-05-19,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e013.html'],['ST/SG/SER.E/013'],,,,
1978-049A,false,1246,,COSMOS 1008,USSR,true,1978-05-17,------,T,decayed,false,1981-01-08,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e013.html'],['ST/SG/SER.E/013'],['/osoindex/data/documents/ru/st/stsgser.e046.html'],['ST/SG/SER.E/046'],,
1978-048A,false,1245,,COSMOS 1007,USSR,true,1978-05-16,------,T,recovered,false,1978-05-29,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e013.html'],['ST/SG/SER.E/013'],['/osoindex/data/documents/ru/st/stsgser.e013.html'],['ST/SG/SER.E/013'],,
1978-047A,true,------,"NAVSTAR 2 (NDS 2, GPS 1-2)",,USA,true,1978-05-13,------,T,in orbit,true,,true,Spacecraft engaged in investigation of space flight techniques and technology,USA global positioning system. GPS Block 1. Non-operational.,,['/osoindex/data/documents/us/st/stsgser.e012.html'],['ST/SG/SER.E/012'],,,,
1978-046A,false,1244,,COSMOS 1006,USSR,true,1978-05-12,------,T,decayed,false,1979-03-14,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e013.html'],['ST/SG/SER.E/013'],['/osoindex/data/documents/ru/st/stsgser.e025.html'],['ST/SG/SER.E/025'],,
1978-045A,false,1243,,COSMOS 1005,USSR,true,1978-05-12,------,T,decayed,false,2000-06-14,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e013.html'],['ST/SG/SER.E/013'],['/osoindex/data/documents/ru/st/stsgser.e384.html'],['ST/SG/SER.E/384'],,
1978-044A,true,,,OTS 2,ESA,true,1978-05-11,------,T,in GSO,true,,true,European Space Agency satellite named OTS-2 (Orbital Test Satellite Experiment).,Registered also by France in ST/SG/SER.E/468. Originally registered by France on behalf of ESA in A/AC.105/INF.376. Removed from France's national registry in ST/SG/SER.E/588.,,['/osoindex/data/documents/esa/st/stsgser.e073.html'],['ST/SG/SER.E/073'],"['/osoindex/data/documents/fr/a/aac.105inf.376.html', '/osoindex/data/documents/fr/st/stsgser.e521.html', '/osoindex/data/documents/fr/st/stsgser.e588.html']","['A/AC.105/INF.376', 'ST/SG/SER.E/521', 'ST/SG/SER.E/588']",,
1978-043A,false,1242,,COSMOS 1004,USSR,true,1978-05-05,------,T,recovered,false,1978-05-18,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e013.html'],['ST/SG/SER.E/013'],['/osoindex/data/documents/ru/st/stsgser.e013.html'],['ST/SG/SER.E/013'],,
1978-042A,true,------,,------,USA,true,1978-05-01,------,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e012.html'],['ST/SG/SER.E/012'],,,,
1978-041A,true,------,AEM 1 (HCMM),,USA,true,1978-04-26,------,T,decayed,false,1981-12-22,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e011.html'],['ST/SG/SER.E/011'],['/osoindex/data/documents/us/st/stsgser.e063.html'],['ST/SG/SER.E/063'],,
1978-040A,false,1241,,COSMOS 1003,USSR,true,1978-04-20,------,T,recovered,false,1978-05-04,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e010.html'],['ST/SG/SER.E/010'],['/osoindex/data/documents/ru/st/stsgser.e013.html'],['ST/SG/SER.E/013'],,
1978-039A,true,,,"Medium-scale broadcasting satellite for experimental purposes (BSE, YURI 1)",Japan,true,1978-04-07,------,T,in GSO,true,,true,TV signal transmission tests; 12 GHz radio wave propagation; equipment and ground terminal evaluation; frequency sharing experiments with terrestrial systems; satellite control technologies; satellite broadcasting experiment; (see reg. document for full t,------,http://yyy.tksc.nasda.go.jp/Home/Satellites/e/bs_e.html,['/osoindex/data/documents/jp/a/aac.105inf.377.html'],['A/AC.105/INF.377'],,,,
1978-038A,true,------,,------,USA,true,1978-04-07,------,T,in GSO,true,,true,Spacecraft engaged in investigation of spaceflight techniques and technology,------,,['/osoindex/data/documents/us/st/stsgser.e011.html'],['ST/SG/SER.E/011'],,,,
1978-037A,false,1240,,COSMOS 1002,USSR,true,1978-04-06,------,T,recovered,false,1978-04-19,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e010.html'],['ST/SG/SER.E/010'],['/osoindex/data/documents/ru/st/stsgser.e010.html'],['ST/SG/SER.E/010'],,
1978-036A,false,1239,,COSMOS 1001,USSR,true,1978-04-04,------,T,recovered,false,1978-04-15,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e010.html'],['ST/SG/SER.E/010'],['/osoindex/data/documents/ru/st/stsgser.e010.html'],['ST/SG/SER.E/010'],,
1978-035A,true,,INTELSAT IVA F-6,,USA (for Intelsat),true,1978-03-31,------,T,in GSO,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,http://www.hsc.com/factsheets/376/intelsat_iva/intelsativa.html,['/osoindex/data/documents/us/st/stsgser.e011.html'],['ST/SG/SER.E/011'],,,,
1978-034A,false,1238,,COSMOS 1000,USSR,true,1978-03-31,------,T,in orbit,true,,true,Completion of work on a space navigation system designed to permit determination of the position of Soviet naval and fishing vessels,------,,['/osoindex/data/documents/ru/st/stsgser.e009.html'],['ST/SG/SER.E/009'],,,,
1978-032B,false,1236,,COSMOS 998,USSR,true,1978-03-30,------,T,recovered,false,1978-03-30,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e009.html'],['ST/SG/SER.E/009'],['/osoindex/data/documents/ru/st/stsgser.e009.html'],['ST/SG/SER.E/009'],,
1978-032A,false,1235,,COSMOS 997,USSR,true,1978-03-30,------,T,recovered,false,1978-03-30,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e009.html'],['ST/SG/SER.E/009'],['/osoindex/data/documents/ru/st/stsgser.e009.html'],['ST/SG/SER.E/009'],,
1978-033A,false,1237,,COSMOS 999,USSR,true,1978-03-30,------,T,recovered,false,1978-04-12,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e009.html'],['ST/SG/SER.E/009'],['/osoindex/data/documents/ru/st/stsgser.e010.html'],['ST/SG/SER.E/010'],,
1978-031A,false,1234,,COSMOS 996,USSR,true,1978-03-28,------,T,in orbit,true,,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e009.html'],['ST/SG/SER.E/009'],,,,
1978-030A,false,1233,,COSMOS 995,USSR,true,1978-03-17,------,T,recovered,false,1978-03-30,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e009.html'],['ST/SG/SER.E/009'],['/osoindex/data/documents/ru/st/stsgser.e009.html'],['ST/SG/SER.E/009'],,
1978-029A,true,------,,------,USA,true,1978-03-16,------,T,decayed,false,1978-09-11,true,Spacecraft engaged in investigation of spaceflight techniques and technology,------,,['/osoindex/data/documents/us/st/stsgser.e011.html'],['ST/SG/SER.E/011'],['/osoindex/data/documents/us/st/stsgser.e019.html'],['ST/SG/SER.E/019'],,
1978-029B,true,------,,------,USA,true,1978-03-16,------,T,in orbit,true,,true,Spacecraft engaged in investigation of spaceflight techniques and technology,------,,['/osoindex/data/documents/us/st/stsgser.e011.html'],['ST/SG/SER.E/011'],,,,
1978-028A,false,1232,,COSMOS 994,USSR,true,1978-03-15,------,T,in orbit,true,,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e009.html'],['ST/SG/SER.E/009'],,,,
1978-027A,false,1231,,COSMOS 993,USSR,true,1978-03-10,------,T,recovered,false,1978-03-23,true,Investigation of the upper atmosphere and outer space,------,,['/osoindex/data/documents/ru/st/stsgser.e009.html'],['ST/SG/SER.E/009'],['/osoindex/data/documents/ru/st/stsgser.e009.html'],['ST/SG/SER.E/009'],,
1978-026B,true,------,AMSAT OSCAR 8,,USA,true,1978-03-05,------,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Function amended in ST/SG/SER.E/019.,,['/osoindex/data/documents/us/st/stsgser.e011.html'],['ST/SG/SER.E/011'],['/osoindex/data/documents/us/st/stsgser.e019.html'],['ST/SG/SER.E/019'],,
1978-026A,true,------,LANDSAT 3,,USA,true,1978-03-05,------,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,http://www.earth.nasa.gov/history/landsat/landsat3.html,['/osoindex/data/documents/us/st/stsgser.e011.html'],['ST/SG/SER.E/011'],,,,
1978-026C,true,------,PIX (on 2nd stage),,USA,true,1978-03-05,------,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,Function amended in ST/SG/SER.E/019.,,['/osoindex/data/documents/us/st/stsgser.e011.html'],['ST/SG/SER.E/011'],['/osoindex/data/documents/us/st/stsgser.e019.html'],['ST/SG/SER.E/019'],,
