region,series_code,unweighted_avg_1980,unweighted_avg_2018,weighted_avg_1980,weighted_avg_2018,is_falling_count_prop,is_stable_count_prop,is_rising_count_prop,is_falling_popshare_prop,is_stable_popshare_prop,is_rising_popshare_prop,is_falling_count_abs_1,is_stable_count_abs_1,is_rising_count_abs_1,is_falling_popshare_abs_1,is_stable_popshare_abs_1,is_rising_popshare_abs_1,is_falling_count_abs_2,is_stable_count_abs_2,is_rising_count_abs_2,is_falling_popshare_abs_2,is_stable_popshare_abs_2,is_rising_popshare_abs_2,population_1980_total,population_2018_total
SS Africa,p90p100Share_widExtrapolated_pretaxNational_perAdult,52.869183676583425,50.391836672413106,49.44298370446102,49.473164609409736,18,23,8,0.18216065981411608,0.5606270613180597,0.2572122788678243,24,11,14,0.42009999718818963,0.23652587131163932,0.34337413150017104,19,19,11,0.20405658016302441,0.4605574614937782,0.33538595834319745,389108741,1093497525
W. Eur and Offshoots,p90p100Share_widExtrapolated_pretaxNational_perAdult,30.146087148915168,34.23086887857188,31.459191709479875,39.47982972223502,3,4,16,0.07456442189890322,0.03814771343085353,0.8872878646702432,3,3,17,0.07456442189890322,0.022563233456112188,0.9028723446449846,2,5,16,0.07420247594996443,0.03850965937979234,0.8872878646702432,630690855,819326467
EE & CA,p90p100Share_wid_pretaxNational_perAdult,24.47249984741211,34.94166707992554,22.449870822880378,40.98070211122886,0,0,12,0.0,0.0,0.9999999999999999,0,0,12,0.0,0.0,0.9999999999999999,0,0,12,0.0,0.0,0.9999999999999999,249980654,254395060
East Asia,p90p100Share_wid_pretaxNational_perAdult,34.30600128173828,43.82400131225586,28.941896231839507,41.95147656445573,0,0,5,0.0,0.0,1.0,0,0,5,0.0,0.0,1.0,0,0,5,0.0,0.0,1.0,1161246011,1626209961
MENA,p90p100Share_wid_pretaxNational_perAdult,49.93333307902018,46.20000076293945,50.29138459445305,47.47740566860894,1,2,0,0.2192630718947168,0.7807369281052833,0.0,1,2,0,0.2192630718947168,0.7807369281052833,0.0,1,2,0,0.2192630718947168,0.7807369281052833,0.0,30001217,56317043
S & SE Asia,p90p100Share_wid_pretaxNational_perAdult,41.634444342719185,43.73666678534614,35.63218992152023,52.75474280274468,4,2,3,0.10266395086677021,0.15317005304527284,0.744165996087957,4,2,3,0.10266395086677021,0.15317005304527284,0.744165996087957,4,2,3,0.10266395086677021,0.15317005304527284,0.744165996087957,1069253054,2067751947
SS Africa,p90p100Share_wid_pretaxNational_perAdult,49.52285712105887,52.31571415492466,45.96596353712113,47.682961538501644,2,3,2,0.10728941784497686,0.6768437063314267,0.21586687582359645,4,1,2,0.5668085922734096,0.21732453190299383,0.21586687582359645,2,3,2,0.10728941784497686,0.6768437063314267,0.21586687582359645,160798561,434180443
W. Eur and Offshoots,p90p100Share_wid_pretaxNational_perAdult,29.860000350258566,34.59227232499556,31.2535512802765,39.76203342708605,1,5,16,0.014935824768431952,0.08702940524798172,0.8980347699835863,2,3,17,0.07510122258541654,0.026280281335805955,0.8986184960787775,1,5,16,0.014935824768431952,0.08702940524798172,0.8980347699835863,623143291,810485949
EE & CA,p99p100Share_pip_disposable_perCapita,3.0958025202272,4.82391756883477,3.0958025202272,4.82391756883477,0,0,1,0.0,0.0,1.0,0,0,1,0.0,0.0,1.0,0,1,0,0.0,1.0,0.0,35521432,38521464
East Asia,p99p100Share_pip_disposable_perCapita,4.16480563727812,5.79793889224758,3.9416532941318687,6.151351197678529,0,0,2,0.0,0.0,1.0,0,0,2,0.0,0.0,1.0,0,1,1,0.0,0.018091726955164675,0.9819082730448353,1000472760,1440795626
LAC,p99p100Share_pip_disposable_perCapita,8.695030964500202,8.81753960964982,10.655230881648585,10.44682007882894,3,1,4,0.5305879454011198,0.09730496185938327,0.37210709273949705,2,4,2,0.07600462874454944,0.9077459310863476,0.016249440169102916,1,5,2,0.06502462192797714,0.9187259379029199,0.016249440169102916,269012037,472708002
MENA,p99p100Share_pip_disposable_perCapita,8.751823098012693,6.6481948628540595,9.862319122338683,7.002649327964787,3,0,0,1.0,0.0,0.0,2,1,0,0.8751846633421572,0.12481533665784292,0.0,2,1,0,0.8751846633421572,0.12481533665784292,0.0,30001217,56317043
S & SE Asia,p99p100Share_pip_disposable_perCapita,7.320176130026053,6.880317217847326,6.847027720962687,6.094647568751721,3,0,4,0.7189350464294105,0.0,0.2810649535705894,3,2,2,0.7189350464294105,0.18701193529474192,0.09405301827584751,2,3,2,0.05607929582797787,0.8498676858961746,0.09405301827584751,1051251877,2033430686
SS Africa,p99p100Share_pip_disposable_perCapita,7.691804150738444,7.995705041504118,5.319283201516621,5.931422709670677,2,1,2,0.0755179177788947,0.28553290067954934,0.638949181541556,2,1,2,0.0755179177788947,0.28553290067954934,0.638949181541556,1,3,1,0.06784894020761986,0.8892744186918318,0.04287664110054831,122386849,349994267
W. Eur and Offshoots,p99p100Share_pip_disposable_perCapita,4.624353020031896,5.604517969070157,4.890179758036067,6.3451974321284785,3,0,10,0.1966391804332734,0.0,0.8033608195667266,2,4,7,0.12301913908287485,0.1575217068797361,0.719459154037389,0,9,4,0.0,0.515920422619898,0.484079577380102,509258937,684866416
EE & CA,p99p100Share_widExtrapolated_pretaxNational_perAdult,8.71233332157135,12.439000018437703,7.12044864669909,15.576263299714155,4,4,22,0.16456508111478502,0.05510615314855508,0.7803287657366599,4,5,21,0.16456508111478502,0.06007315036286309,0.775361768522352,1,11,18,0.1301603386555837,0.1290391670520946,0.7408004942923216,383941226,414890874
East Asia,p99p100Share_widExtrapolated_pretaxNational_perAdult,10.448750078678131,15.147499918937683,7.2021766183137865,14.660836077218287,0,0,8,0.0,0.0,1.0,0,0,8,0.0,0.0,1.0,0,1,7,0.0,0.0014373861189469182,0.998562613881053,1181162791,1655663103
LAC,p99p100Share_widExtrapolated_pretaxNational_perAdult,18.88384639299833,19.421537912808933,18.473021443685703,21.43198227525316,6,17,3,0.22285727993212803,0.5225271004616128,0.2546156196062592,6,17,3,0.22285727993212803,0.5225271004616128,0.2546156196062592,6,17,3,0.22285727993212803,0.5225271004616128,0.2546156196062592,357218454,635378610
MENA,p99p100Share_widExtrapolated_pretaxNational_perAdult,19.72749991416931,18.193499946594237,20.963485085525296,18.301041840554152,11,4,5,0.6115876757612299,0.14335324565174645,0.24505907858702364,11,4,5,0.6115876757612299,0.14335324565174645,0.24505907858702364,6,11,3,0.5311951906402237,0.237789501060623,0.2310153082991533,230790303,546151150
S & SE Asia,p99p100Share_widExtrapolated_pretaxNational_perAdult,17.602499842643738,16.371499824523926,11.46503629126328,19.810339547408674,10,1,9,0.1297516332169673,0.041944787318170494,0.8283035794648622,10,3,7,0.1297516332169673,0.105938598697816,0.7643097680852167,8,5,7,0.11740500916303359,0.11828522275174974,0.7643097680852167,1262809407,2507158060
SS Africa,p99p100Share_widExtrapolated_pretaxNational_perAdult,18.389387792470504,16.468163237279775,15.843357352971253,15.882815077743023,22,9,18,0.30388658886488495,0.29178276670993625,0.40433064442517885,22,10,17,0.30388658886488495,0.2990766532278955,0.3970367579072196,20,17,12,0.21390973069916205,0.4546181192059111,0.3314721500949268,389108741,1093497525
W. Eur and Offshoots,p99p100Share_widExtrapolated_pretaxNational_perAdult,8.296086954033893,11.258260975713315,8.869062664758692,14.78515203691763,1,5,17,0.011967137211780247,0.0859879124139195,0.9020449503743002,1,5,17,0.011967137211780247,0.0859879124139195,0.9020449503743002,0,7,16,0.0,0.11271213532975677,0.8872878646702432,630690855,819326467
EE & CA,p99p100Share_wid_pretaxNational_perAdult,5.086666623751323,11.854999939600626,4.078313638171225,16.799202010377893,0,0,12,0.0,0.0,0.9999999999999999,0,0,12,0.0,0.0,0.9999999999999999,0,3,9,0.0,0.04109670822766949,0.9589032917723304,249980654,254395060
East Asia,p99p100Share_wid_pretaxNational_perAdult,9.666000270843506,15.146000099182128,7.084967852036188,13.975543070454705,0,0,5,0.0,0.0,1.0,0,0,5,0.0,0.0,1.0,0,0,5,0.0,0.0,1.0,1161246011,1626209961
MENA,p99p100Share_wid_pretaxNational_perAdult,16.983333587646484,14.030000368754068,16.30972586127623,14.378846708553953,2,1,0,0.3440784085525597,0.6559215914474403,0.0,2,1,0,0.3440784085525597,0.6559215914474403,0.0,1,2,0,0.2192630718947168,0.7807369281052833,0.0,30001217,56317043
S & SE Asia,p99p100Share_wid_pretaxNational_perAdult,14.693333042992485,15.950000233120388,10.33104881767607,20.325687468330717,3,3,3,0.10041870687048793,0.15541529704155513,0.744165996087957,3,3,3,0.10041870687048793,0.15541529704155513,0.744165996087957,3,3,3,0.10041870687048793,0.15541529704155513,0.744165996087957,1069253054,2067751947
SS Africa,p99p100Share_wid_pretaxNational_perAdult,15.368571553911481,17.104285648890905,13.060026425531957,14.034179096315093,3,2,2,0.3246139497479707,0.4595191744284328,0.21586687582359645,3,2,2,0.3246139497479707,0.4595191744284328,0.21586687582359645,2,3,2,0.10728941784497686,0.6768437063314267,0.21586687582359645,160798561,434180443
W. Eur and Offshoots,p99p100Share_wid_pretaxNational_perAdult,8.060454607009888,11.508181875402277,8.729068294182039,14.960452581657453,0,2,20,0.0,0.010724437054077182,0.9892755629459228,0,6,16,0.0,0.10196523001641367,0.8980347699835863,0,6,16,0.0,0.10196523001641367,0.8980347699835863,623143291,810485949
