"","country","year","reporting_level","top1_share_gpinter"
"343","China",2017,"urban",0.0639413738447056
"344","China",2018,"national",0.0664363487757358
"345","China",2018,"rural",0.0633493007779789
"346","China",2018,"urban",0.0606901186180111
"347","China",2019,"national",0.0681365679227098
"348","China",2019,"rural",0.0622317397348011
"349","China",2019,"urban",0.0638353765936996
"350","Colombia",1980,"urban",0.139795813920193
"351","Colombia",1988,"urban",0.13634624403922
"352","Colombia",1989,"urban",0.137261974323882
"353","Colombia",1991,"urban",0.127566594697872
"354","Colombia",2002,"national",0.153740618520873
"355","Colombia",2003,"national",0.132195300134164
"356","Colombia",2004,"national",0.163185117764694
"357","Colombia",2005,"national",0.149516330267721
"358","Colombia",2008,"national",0.138954394245767
"359","Colombia",2009,"national",0.151152513816672
"360","Colombia",2010,"national",0.155628319351735
"361","Colombia",2011,"national",0.143486704116285
"362","Colombia",2012,"national",0.134261318916907
"363","Colombia",2013,"national",0.136699951787267
"364","Colombia",2014,"national",0.146585851993093
"365","Colombia",2015,"national",0.122716617381221
"366","Colombia",2016,"national",0.134590155749883
"367","Colombia",2017,"national",0.125788602821432
"368","Colombia",2018,"national",0.130289659640862
"369","Colombia",2019,"national",0.129233636098188
"370","Colombia",2020,"national",0.143985696512481
"371","Comoros",2004,"national",0.184872353500102
"372","Comoros",2014,"national",0.10974068135466
"373","Congo, Dem. Rep.",2012,"national",0.0730348127934572
"374","Congo, Rep.",2005,"national",0.106608051638319
"375","Congo, Rep.",2011,"national",0.102091116245531
"376","Costa Rica",1981,"national",0.0716661497234174
"377","Costa Rica",1986,"national",0.0311336652967957
"378","Costa Rica",1992,"national",0.096409026251966
"379","Costa Rica",1994,"national",0.0891301436948869
"380","Costa Rica",1995,"national",0.0967884478586101
"381","Costa Rica",1997,"national",0.079063657339289
"382","Costa Rica",1998,"national",0.0855258227878093
"383","Costa Rica",1999,"national",0.0894169087043823
"384","Costa Rica",2000,"national",0.0923566468767328
"385","Costa Rica",2001,"national",0.114687530997148
"386","Costa Rica",2002,"national",0.105957417455799
"387","Costa Rica",2003,"national",0.0860287993246744
"388","Costa Rica",2004,"national",0.0977651742018447
"389","Costa Rica",2005,"national",0.115412720491232
"390","Costa Rica",2006,"national",0.0881377354220126
"391","Costa Rica",2007,"national",0.0879954872061254
"392","Costa Rica",2008,"national",0.0903700828983141
"393","Costa Rica",2009,"national",0.0923961397409411
"394","Costa Rica",2010,"national",0.0889218792692388
"395","Costa Rica",2011,"national",0.0902205099174385
"396","Costa Rica",2012,"national",0.0987803025387804
"397","Costa Rica",2013,"national",0.0890117636682536
"398","Costa Rica",2014,"national",0.093278557691167
"399","Costa Rica",2015,"national",0.092795955673779
"400","Costa Rica",2016,"national",0.0961107567350325
"401","Costa Rica",2017,"national",0.0808918979555724
"402","Costa Rica",2018,"national",0.0798158716255319
"403","Costa Rica",2019,"national",0.0945579996125428
"404","Costa Rica",2020,"national",0.0821618562719005
"405","Cote d'Ivoire",1985,"national",0.111117964833933
"406","Cote d'Ivoire",1986,"national",0.0921628378724725
"407","Cote d'Ivoire",1987,"national",0.0938093036205377
"408","Cote d'Ivoire",1988,"national",0.0803339227364528
"409","Cote d'Ivoire",1992,"national",0.0614234946125714
"410","Cote d'Ivoire",1995,"national",0.0547556004194211
"411","Cote d'Ivoire",2008,"national",0.0818595593265816
"412","Cote d'Ivoire",2015,"national",0.077118594468078
"413","Cote d'Ivoire",2018,"national",0.0657610718226495
"414","Croatia",1988,"national",0.0315011012344452
"415","Croatia",1998,"national",0.0366410007673156
"416","Croatia",1999,"national",0.045106686500146
"417","Croatia",2000,"national",0.0522870898381475
"418","Croatia",2001,"national",0.0471340502501121
"419","Croatia",2004,"national",0.0479693640576787
"420","Croatia",2008,"national",0.0930120308121702
"421","Croatia",2011,"national",0.0406264000591694
"422","Croatia",2012,"national",0.0384761762972982
"423","Croatia",2013,"national",0.0429909789344336
"424","Croatia",2014,"national",0.0423518998000144
"425","Croatia",2015,"national",0.0405572194916126
"426","Croatia",2016,"national",0.0419812180847244
"427","Croatia",2017,"national",0.0387087937358815
"428","Croatia",2018,"national",0.0401128577355394
"429","Croatia",2019,"national",0.047325449258127
"430","Cyprus",2004,"national",0.0495281705469614
"431","Cyprus",2005,"national",0.0668176018913697
"432","Cyprus",2006,"national",0.0618854078746258
"433","Cyprus",2007,"national",0.0486197467507858
"434","Cyprus",2008,"national",0.054028049894948
"435","Cyprus",2009,"national",0.0860701449376802
"436","Cyprus",2010,"national",0.0573581243816581
"437","Cyprus",2011,"national",0.0654392675573217
"438","Cyprus",2012,"national",0.0623280039799575
"439","Cyprus",2013,"national",0.0926127547286278
"440","Cyprus",2014,"national",0.0647239764218419
"441","Cyprus",2015,"national",0.0611478933505399
"442","Cyprus",2016,"national",0.0669279095493585
"443","Cyprus",2017,"national",0.0403801661191467
"444","Cyprus",2018,"national",0.0698335754447697
"445","Cyprus",2019,"national",0.0523995470663913
"446","Czech Republic",1992,"national",0.043152916756757
"447","Czech Republic",1993,"national",0.0565134488686468
"448","Czech Republic",1996,"national",0.0430787856991606
"449","Czech Republic",2002,"national",0.0448149862846126
"450","Czech Republic",2004,"national",0.0434804603555804
"451","Czech Republic",2005,"national",0.0546024305731001
"452","Czech Republic",2006,"national",0.0433376069236851
"453","Czech Republic",2007,"national",0.0466085852776051
"454","Czech Republic",2008,"national",0.0436629101062146
"455","Czech Republic",2009,"national",0.0410967854334914
"456","Czech Republic",2010,"national",0.0387154595858533
"457","Czech Republic",2011,"national",0.0417745268917154
"458","Czech Republic",2012,"national",0.0448582314327491
"459","Czech Republic",2013,"national",0.0418596338803817
"460","Czech Republic",2014,"national",0.0430770711019509
"461","Czech Republic",2015,"national",0.0398108306630268
"462","Czech Republic",2016,"national",0.0381961640525446
"463","Czech Republic",2017,"national",0.0365970675851654
"464","Czech Republic",2018,"national",0.03657908383117
"465","Czech Republic",2019,"national",0.0435563314625023
"466","Denmark",1987,"national",0.0444247642097726
"467","Denmark",1992,"national",0.0335810383639429
"468","Denmark",1995,"national",0.0306784855623692
"469","Denmark",2000,"national",0.031688456683383
"470","Denmark",2003,"national",0.0366512689633767
"471","Denmark",2004,"national",0.036569452698938
"472","Denmark",2005,"national",0.0373510680220257
"473","Denmark",2006,"national",0.0391733174145989
"474","Denmark",2007,"national",0.0385518362240786
"475","Denmark",2008,"national",0.0383108385642293
"476","Denmark",2009,"national",0.0364163248704306
"477","Denmark",2010,"national",0.0454076036377198
"478","Denmark",2011,"national",0.0457916531926285
"479","Denmark",2012,"national",0.0376645756388369
"480","Denmark",2013,"national",0.0442138690341828
"481","Denmark",2014,"national",0.0538015602086169
"482","Denmark",2015,"national",0.0450138170812765
"483","Denmark",2016,"national",0.0432394554579476
"484","Denmark",2017,"national",0.0501709336477707
"485","Denmark",2018,"national",0.049789642194604
"486","Denmark",2019,"national",0.0524927661208143
"487","Djibouti",2002,"national",0.0756763542371931
"488","Djibouti",2012,"national",0.0841761516570688
"489","Djibouti",2013,"national",0.124786456074617
"490","Djibouti",2017,"national",0.0957210893048665
"491","Dominican Republic",1986,"national",0.108055827366771
"492","Dominican Republic",1989,"national",0.128023169486756
"493","Dominican Republic",1992,"national",0.0886208713779079
"494","Dominican Republic",1996,"national",0.0993194074207755
"495","Dominican Republic",1997,"national",0.110199706238163
"496","Dominican Republic",2000,"national",0.129710473582968
"497","Dominican Republic",2001,"national",0.108074442087092
"498","Dominican Republic",2002,"national",0.132080055506151
"499","Dominican Republic",2003,"national",0.164267974705512
"500","Dominican Republic",2004,"national",0.113885419515178
"501","Dominican Republic",2005,"national",0.132332950786091
"502","Dominican Republic",2006,"national",0.135271221791294
"503","Dominican Republic",2007,"national",0.102741281500369
"504","Dominican Republic",2008,"national",0.0810610979742647
"505","Dominican Republic",2009,"national",0.0957411944899108
"506","Dominican Republic",2010,"national",0.0724174341509358
"507","Dominican Republic",2011,"national",0.0930633450214414
"508","Dominican Republic",2012,"national",0.0848265139228989
"509","Dominican Republic",2013,"national",0.0736232545328073
"510","Dominican Republic",2014,"national",0.0578806591436826
"511","Dominican Republic",2015,"national",0.0639933070985293
"512","Dominican Republic",2016,"national",0.0893279329870839
"513","Dominican Republic",2017,"national",0.0794299231955092
"514","Dominican Republic",2018,"national",0.101990997561792
"515","Dominican Republic",2019,"national",0.102261134975199
"516","Dominican Republic",2020,"national",0.0725183281598082
"517","Ecuador",1987,"urban",0.117495256165568
"518","Ecuador",1994,"national",0.142850573464083
"519","Ecuador",1999,"national",0.168734886451495
"520","Ecuador",2000,"national",0.221948035613025
"521","Ecuador",2003,"national",0.13674339080971
"522","Ecuador",2004,"national",0.146939528886901
"523","Ecuador",2005,"national",0.115153916388429
"524","Ecuador",2006,"national",0.106209583597166
"525","Ecuador",2007,"national",0.145153313712488
"526","Ecuador",2008,"national",0.0861264898981424
"527","Ecuador",2009,"national",0.105145158628417
"528","Ecuador",2010,"national",0.105307992897255
"529","Ecuador",2011,"national",0.0784095005198148
"530","Ecuador",2012,"national",0.07976433917172
"531","Ecuador",2013,"national",0.0940874608101099
"532","Ecuador",2014,"national",0.0813638761235509
"533","Ecuador",2015,"national",0.0851964070155648
"534","Ecuador",2016,"national",0.0757037193069743
"535","Ecuador",2017,"national",0.0786769622433989
"536","Ecuador",2018,"national",0.0774936976338909
"537","Ecuador",2019,"national",0.0769577100382002
"538","Ecuador",2020,"national",0.0881412060541491
"539","Egypt, Arab Rep.",1990,"national",0.068414467150593
"540","Egypt, Arab Rep.",1995,"national",0.0671181030436556
"541","Egypt, Arab Rep.",1999,"national",0.0681220563252363
"542","Egypt, Arab Rep.",2004,"national",0.0718568463478612
"543","Egypt, Arab Rep.",2008,"national",0.0739518389850876
"544","Egypt, Arab Rep.",2010,"national",0.0622742627265982
"545","Egypt, Arab Rep.",2012,"national",0.056762835580793
"546","Egypt, Arab Rep.",2015,"national",0.0664854246163011
"547","Egypt, Arab Rep.",2017,"national",0.0718499005341717
"548","El Salvador",1995,"national",0.12266270224368
"549","El Salvador",1996,"national",0.125598830409313
"550","El Salvador",2000,"national",0.0937166130412183
"551","El Salvador",2001,"national",0.101990046080928
"552","El Salvador",2002,"national",0.106627805440588
"553","El Salvador",2003,"national",0.11071507814084
"554","El Salvador",2004,"national",0.0908621296178085
"555","El Salvador",2005,"national",0.136191674644428
"556","El Salvador",2006,"national",0.115830058315297
"557","El Salvador",2007,"national",0.122771567650514
"558","El Salvador",2008,"national",0.0910428587409444
"559","El Salvador",2009,"national",0.113853587465935
"560","El Salvador",2010,"national",0.0825464481191464
"561","El Salvador",2011,"national",0.0947160918025079
"562","El Salvador",2012,"national",0.0851062154476267
"563","El Salvador",2013,"national",0.0849241750856209
"564","El Salvador",2014,"national",0.0719860506781812
"565","El Salvador",2015,"national",0.0740461221974736
"566","El Salvador",2016,"national",0.0658723383236789
"567","El Salvador",2017,"national",0.072464018843987
"568","El Salvador",2018,"national",0.0718777115614338
"569","El Salvador",2019,"national",0.0747409247033877
"570","Estonia",1993,"national",0.0883215970842213
"571","Estonia",1995,"national",0.0337168154364743
"572","Estonia",1998,"national",0.0764041448313358
"573","Estonia",2000,"national",0.0633694509209812
"574","Estonia",2001,"national",0.0670777821384619
"575","Estonia",2002,"national",0.0637493136236483
"576","Estonia",2005,"national",0.0579209240357946
"577","Estonia",2006,"national",0.0462164854980644
"578","Estonia",2007,"national",0.0443095386836672
"579","Estonia",2008,"national",0.0531922883843332
"580","Estonia",2009,"national",0.0438459407008679
"581","Estonia",2010,"national",0.0525699863484271
"582","Estonia",2011,"national",0.0486905737216234
"583","Estonia",2012,"national",0.0589626743612976
"584","Estonia",2013,"national",0.0480634701550392
"585","Estonia",2014,"national",0.0519898628514245
"586","Estonia",2015,"national",0.0401955742760275
"587","Estonia",2016,"national",0.0294872467673133
"588","Estonia",2017,"national",0.0269720463724151
"589","Estonia",2018,"national",0.0263742889143907
"590","Estonia",2019,"national",0.0298390678392806
"591","Eswatini",1994,"national",0.121849616056435
"592","Eswatini",2000,"national",0.128713947935564
"593","Eswatini",2009,"national",0.109972557626193
"594","Eswatini",2016,"national",0.113569145458437
"595","Ethiopia",1981,"rural",0.065471582876613
"596","Ethiopia",1995,"national",0.191996146183257
"597","Ethiopia",1999,"national",0.0602166111626413
"598","Ethiopia",2004,"national",0.0656055880841719
