"";"Entity";"Year";"headcount_ratio_1_00";"headcount_ratio_1_90";"headcount_ratio_3_20";"headcount_ratio_5_50";"headcount_ratio_10_00";"headcount_ratio_15_00";"headcount_ratio_20_00";"headcount_ratio_30_00";"headcount_ratio_40_00";"poverty_gap_index_1_00";"poverty_gap_index_1_90";"poverty_gap_index_3_20";"poverty_gap_index_5_50";"poverty_gap_index_10_00";"poverty_gap_index_15_00";"poverty_gap_index_20_00";"poverty_gap_index_30_00";"poverty_gap_index_40_00";"headcount_1_00";"headcount_1_90";"headcount_3_20";"headcount_5_50";"headcount_10_00";"headcount_15_00";"headcount_20_00";"headcount_30_00";"headcount_40_00";"total_shortfall_annual_1_00";"total_shortfall_annual_1_90";"total_shortfall_annual_3_20";"total_shortfall_annual_5_50";"total_shortfall_annual_10_00";"total_shortfall_annual_15_00";"total_shortfall_annual_20_00";"total_shortfall_annual_30_00";"total_shortfall_annual_40_00";"income_gap_ratio_1_00";"income_gap_ratio_1_90";"income_gap_ratio_3_20";"income_gap_ratio_5_50";"income_gap_ratio_10_00";"income_gap_ratio_15_00";"income_gap_ratio_20_00";"income_gap_ratio_30_00";"income_gap_ratio_40_00";"watts_index_1_00";"watts_index_1_90";"watts_index_3_20";"watts_index_5_50";"watts_index_10_00";"watts_index_15_00";"watts_index_20_00";"watts_index_30_00";"watts_index_40_00";"headcount_ratio_40_median";"headcount_ratio_50_median";"headcount_ratio_60_median";"poverty_gap_index_40_median";"poverty_gap_index_50_median";"poverty_gap_index_60_median";"headcount_40_median";"headcount_50_median";"headcount_60_median";"total_shortfall_annual_40_median";"total_shortfall_annual_50_median";"total_shortfall_annual_60_median";"income_gap_ratio_40_median";"income_gap_ratio_50_median";"income_gap_ratio_60_median";"watts_index_40_median";"watts_index_50_median";"watts_index_60_median";"headcount_ratio_40_median_est";"headcount_ratio_50_median_est";"headcount_ratio_60_median_est";"poverty_gap_index_40_median_est";"poverty_gap_index_50_median_est";"poverty_gap_index_60_median_est";"headcount_40_median_est";"headcount_50_median_est";"headcount_60_median_est";"total_shortfall_annual_40_median_est";"total_shortfall_annual_50_median_est";"total_shortfall_annual_60_median_est";"income_gap_ratio_40_median_est";"income_gap_ratio_50_median_est";"income_gap_ratio_60_median_est";"watts_index_40_median_est";"watts_index_50_median_est";"watts_index_60_median_est";"MeanPerDay";"MeanPerDay_est";"MedianPerDay";"MedianPerDay_est";"MedianPerDay_gp_est";"PPP";"Population";"share_decile_1";"share_decile_2";"share_decile_3";"share_decile_4";"share_decile_5";"share_decile_6";"share_decile_7";"share_decile_8";"share_decile_9";"share_decile_10";"share_decile_1_est";"share_decile_2_est";"share_decile_3_est";"share_decile_4_est";"share_decile_5_est";"share_decile_6_est";"share_decile_7_est";"share_decile_8_est";"share_decile_9_est";"share_decile_10_est";"threshold_decile_1_est";"threshold_decile_2_est";"threshold_decile_3_est";"threshold_decile_4_est";"threshold_decile_5_est";"threshold_decile_6_est";"threshold_decile_7_est";"threshold_decile_8_est";"threshold_decile_9_est";"average_decile_1_est";"average_decile_2_est";"average_decile_3_est";"average_decile_4_est";"average_decile_5_est";"average_decile_6_est";"average_decile_7_est";"average_decile_8_est";"average_decile_9_est";"average_decile_10_est";"Gini";"Gini_est";"Polarization";"Polarization_est";"MLD";"MLD_est";"Palma";"P90_P10_ratio";"P90_P50_ratio";"Entropy_0_5";"Entropy_1_0";"Entropy_1_5";"Entropy_2_0";"Atkinson_0_5";"Atkinson_1_0";"Atkinson_1_5";"Atkinson_2_0";"Theil_0_0";"Theil_0_5";"Theil_1_0";"Theil_1_5";"Theil_2_0";"Var.Coeff";"survey_year";"is_interpolated";"distribution_type";"reporting_level";"estimation_type";"welfare_type";"comparable_spell";"survey_comparability";"survey_acronym";"IsSurveyYear";"MaxHeadcountRatio";"MonotonicityBreaks";"MonotonicityBreaksDistinct";"RowsWithIncreasingHeadcount";"DataframeRowsForGpinter";"reporting_gdp";"reporting_pce";"ISO3Year"
"AllCols242";"WLD";1984;0,131;0,3957;0,572;0,6705;0,7541;0,8109;0,8528;0,9089;0,9421;0,0356;0,1474;0,2905;0,4324;0,5886;0,6656;0,7175;0,7776;0,8173;623245680;1882582562;2721347550;3189971210;3587706621;3857938336;4057281801;4324183196;4482135536;12,994;102,2219;339,304;868,043;2148,39;3644,16;5237,75;8514,72;11932,58;0,273328244274809;0,373525649566955;0,507981315559441;0,645260244233379;0,743133156498674;0,782884833538841;0,802353692848769;0,825809827649432;0,843646602972399;0,0474;0,2137;0,4713;0,8102;1,2364;1,555;1,7947;2,1523;2,4189;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,1301;0,2118;0,2907;0,0353;0,0624;0,0939;618963840;1007659809;1383034498;12,8458465;28,401672;51,273156;0,273242805339094;0,295331436958133;0,323297407060294;0,0471;0,0851;0,1311;9,9062;9,9062;NA;2,4935;2,49;NA;4757600611,4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,00659048105495086;0,0106636246801417;0,0137803596514969;0,0172935046814701;0,0220201237476298;0,0300094305605892;0,0497134201559254;0,0997864130543489;0,201871895346674;0,548270747066773;327,04;440,92;556,99;700,07;908,850000000001;1322,395;2460,1;5051,6;10179,85;238,296175506923;385,571395643432;498,265145545755;625,292143675862;796,195487021014;1085,06988672048;1797,51945203249;3608,04020224631;7299,20929934375;19824,170812264;NA;0,694674072210134;NA;NA;NA;0,973464136726315;11,3447915626221;31,1272321428571;11,2008032128514;0,867548596344504;0,907843439414404;1,10809568268974;1,57817715613495;0,386734262733545;0,622227885451053;0,7620863720966;0,931936915034506;0,907843439414404;0,973464136726315;0,973464136726315;0,973464136726315;0,973464136726315;1,77661315774422;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;2;6351;1000;NA;NA;"WLD1984"
"AllCols243";"WLD";1985;0,1193;0,3803;0,5664;0,6692;0,7534;0,8098;0,8519;0,9077;0,9409;0,0324;0,1383;0,2809;0,4258;0,5842;0,6596;0,7125;0,7738;0,816;577511391;1840968833;2741847876;3239485520;3647083669;3920106656;4123905730;4394024218;4554739878;11,826;95,91105;328,0912;854,7935;2132,33;3611,31;5201,25;8473,11;11913,6;0,274588235294118;0,364278393351801;0,496398520318021;0,636298681886126;0,738859362549801;0,780287325102881;0,800484213615023;0,824564280469897;0,842682279489904;0,0434;0,1997;0,4518;0,7892;1,215;1,5328;1,7724;2,1296;2,3959;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,1275;0,2078;0,2869;0,0349;0,0613;0,0924;617206222;1005925121;1388835021;13,0824395;28,728858;51,971766;0,273886319376826;0,29573298586149;0,322535934175509;0,0468;0,084;0,1293;10,0235;10,0235;NA;2,5685;2,565;NA;4840833114,6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,00673332061540233;0,0109523036281037;0,0141548443118382;0,0177295688149215;0,02249361499447;0,0303901999294311;0,0496207744404836;0,0990956245638748;0,200902378920952;0,547927369780522;339,815;459,170000000001;578,89;725,254999999999;936,224999999999;1346,485;2471,05;5084,45;10285,7;246,343753037971;400,698516269487;517,865949152943;648,650015509734;822,946337124306;1111,84901682318;1815,41448900529;3625,49022377839;7350,1692321667;20046,347467132;NA;0,692654595727199;NA;NA;NA;0,96205222813763;11,0536000949072;30,2685284640172;10,9863547758285;0,861041816137996;0,903843432380948;1,10596319034564;1,57887047361772;0,384183844997859;0,617892091826914;0,758161635738364;0,931941716678165;0,903843432380948;0,96205222813763;0,96205222813763;0,96205222813763;0,96205222813763;1,7770033616275;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;6326;1000;NA;NA;"WLD1985"
"AllCols244";"WLD";1986;0,112;0,367;0,5582;0,6645;0,7492;0,8058;0,8477;0,904;0,9382;0,0309;0,1319;0,2727;0,4185;0,578;0,6505;0,7045;0,7665;0,8114;551763446;1808010576;2749949601;3273632229;3690903335;3969740933;4176159579;4453519240;4622004149;11,2785;91,47265;318,5136;840,13875;2109,7;3561,4875;5142,85;8393,175;11846,44;0,277053571428571;0,35959271475692;0,488799283154122;0,630117743702081;0,734883845126836;0,777494623655914;0,79822641509434;0,822982669616519;0,840756929637527;0,0414;0,1902;0,4366;0,7706;1,1937;1,5094;1,7479;2,1034;2,3687;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,1285;0,2086;0,2871;0,0358;0,0622;0,0932;633050025;1027659417;1414386475;13,824886;30,036069;54,020584;0,280526346880907;0,298498772182983;0,325454848647083;0,0482;0,0856;0,131;10,3125;10,3125;NA;2,646;2,642;NA;4926459336;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,00666622549738172;0,0109359594248323;0,0141603312694109;0,0177592161039197;0,02253519184722;0,0304739962700987;0,0497755806462169;0,0992867872332837;0,201064082360814;0,547342629346822;348,21;472,31;596,044999999999;747,884999999999;964,329999999999;1390,65;2544,05;5237,75;10577,7;250,920894112384;411,636347725327;533,003719187668;668,467993661603;848,238705624264;1147,06026585418;1873,58396526151;3737,21672570281;7568,17772511251;20602,3186577577;NA;0,692438484214329;NA;NA;NA;0,962442409728383;11,052574374424;30,377358490566;10,9689629068887;0,860509491093097;0,902752794323982;1,10395463061581;1,57459635561721;0,383974959030217;0,618041154215774;0,759159363237504;0,933424517476234;0,902752794323982;0,962442409728383;0,962442409728383;0,962442409728383;0,962442409728383;1,77459649251159;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;5;4;6369;1000;NA;NA;"WLD1986"
"AllCols245";"WLD";1987;0,1061;0,3567;0,556;0,6684;0,7526;0,8068;0,8471;0,9025;0,9368;0,0297;0,1267;0,2671;0,4161;0,5786;0,6485;0,7032;0,7642;0,8111;532019967;1788610012;2787965144;3351575363;3773781595;4045558054;4247635383;4525429033;4697420407;10,8405;87,86645;311,9728;835,32075;2111,89;3550,5375;5133,36;8367,99;11842,06;0,281122641509434;0,356055588409225;0,480494604316547;0,622726456178552;0,732478324468085;0,777723007021892;0,800068890200708;0,824955543237251;0,841343036286019;0,0399;0,1822;0,4255;0,7605;1,1858;1,5019;1,7407;2,0956;2,3604;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,1264;0,2053;0,283;0,0357;0,0616;0,092;633810781;1029441086;1419054201;14,0077875;30,218496;54,13096;0,284193429309708;0,301038037166086;0,325412761181597;0,0483;0,085;0,1294;10,3576;10,3576;NA;2,6875;2,684;NA;5014325797,8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,00673631711625444;0,0111470802955977;0,0144440796182194;0,0180978620268772;0,0228637666603599;0,0305442866696827;0,0485610569597731;0,0967924538693689;0,200986233349121;0,549826863434745;355,875;483,624999999999;610,644999999999;764,31;979,66;1383,715;2474,7;5186,64999999999;10694,5;254,668085296107;421,418045874344;546,061896545891;684,19401741298;864,370185898906;1154,73408817615;1835,86241301789;3659,26194872042;7598,33278845953;20786,3365305978;NA;0,692503480979521;NA;NA;NA;0,959485879627648;10,9037811885367;30,051282051282;10,9165424739195;0,860694278158771;0,905501528501588;1,1095468576219;1,58444265245519;0,384047474050933;0,616910210380029;0,758229246978691;0,933832455050051;0,905501528501588;0,959485879627648;0,959485879627648;0,959485879627648;0,959485879627648;1,78013631638433;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;6;2;6510;1000;NA;NA;"WLD1987"
"AllCols246";"WLD";1988;0,096;0,3386;0,5479;0,6684;0,753;0,8057;0,845;0,8998;0,9347;0,0271;0,1176;0,2563;0,4086;0,5784;0,648;0,6936;0,762;0,8027;489899515;1727916413;2795999418;3410925371;3842649319;4111583740;4312136353;4591787326;4769886212;9,8915;81,5556;299,3584;820,2645;2111,16;3547,8;5063,28;8343,9;11719,42;0,284114583333333;0,347314081664338;0,467707572992701;0,611497822536745;0,726424037184595;0,775373283705542;0,799091893491124;0,824124555555556;0,840619331550802;0,0365;0,1687;0,4048;0,7378;1,1635;1,4794;1,7167;2,0715;2,3356;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,1245;0,2021;0,2799;0,0355;0,0609;0,0909;635338433;1031340541;1428363273;14,40874;30,897615;55,341738;0,287059062427477;0,302008690077641;0,325179856115108;0,0481;0,0842;0,1282;10,5183;10,5183;NA;2,7795;2,776;NA;5103119944,9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,00686849240476894;0,0114339371738676;0,0148238307449039;0,0185456616639201;0,0233367400498481;0,0309165218608257;0,0480017923914917;0,0951982115235321;0,200915236285681;0,549959575901161;370,11;504,065000000001;636,56;793,51;1013,24;1410,36;2463,75;5223,15000000001;10909,85;263,693752362946;438,969372022006;569,113471073048;712,00124074058;895,939339962058;1186,94076939384;1842,87497312671;3654,83022117808;7713,49656385644;21113,9352962843;NA;0,690888519360329;NA;NA;NA;0,949941151710734;10,6432962960933;29,4773175542406;10,7672910662824;0,855102898756303;0,901624053371605;1,10552673419526;1,57726984795231;0,381851388911812;0,613236216828201;0,755551527113434;0,934491323367652;0,901624053371605;0,949941151710734;0,949941151710734;0,949941151710734;0,949941151710734;1,7761023889136;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;5;2;6653;1000;NA;NA;"WLD1988"
"AllCols247";"WLD";1989;0,112;0,3693;0,5565;0,6688;0,7529;0,8047;0,8429;0,8972;0,9323;0,0307;0,133;0,2731;0,4194;0,5705;0,6422;0,6882;0,752;0,7946;581490389;1917360721;2889280371;3472328324;3908965304;4177904609;4376234367;4658153368;4840388302;11,2055;92,2355;318,9808;841,9455;2082,325;3516,045;5023,86;8234,4;11601,16;0,272875;0,360359435173299;0,491025179856115;0,626612039679304;0,734321248339973;0,78108314699793;0,803897330960854;0,827781828316611;0,843254801502146;0,0409;0,1907;0,4368;0,7714;1,197;1,5126;1,7494;2,1018;2,3647;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,1307;0,2133;0,293;0,0361;0,0631;0,0949;678578517;1107427679;1521220393;14,019796;30,6088635;55,2484075;0,276980913823019;0,295915952196752;0,323716391881627;0,0484;0,0864;0,1326;10,6466;10,6466;NA;2,659;2,655;NA;5191878475;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,00649982965541451;0,0105626285783097;0,0136035916488189;0,0171019307406127;0,0218589189851379;0,0296512113558232;0,0472262206641003;0,0941770125774422;0,201711033359283;0,557607622435058;348,575;469,025;590,934999999999;746,059999999999;969,074999999999;1389,19;2456,45;5259,65;11143,45;252,583965394077;410,464697189687;528,636795796349;664,582567753977;849,439559065168;1152,24874189631;1835,2151853668;3659,72718469053;7838,50891033474;21668,6823925124;NA;0,699964624049878;NA;NA;NA;0,99077345299105;11,673250892351;31,9685863874345;11,4990583804143;0,884056175629495;0,928650747042606;1,13971815344947;1,63450943056518;0,393180880210457;0,628710594965605;0,768427997447544;0,936515832583191;0,928650747042606;0,99077345299105;0,99077345299105;0,99077345299105;0,99077345299105;1,80804282613282;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;21;4;6540;1000;NA;NA;"WLD1989"
"AllCols248";"WLD";1990;0,1074;0,363;0,5546;0,6703;0,7559;0,807;0,8439;0,8965;0,9314;0,0295;0,1291;0,2691;0,4172;0,573;0,644;0,6896;0,7535;0,7956;567078728;1916662740;2928322742;3539225990;3991199353;4261010554;4455844865;4733576160;4917850347;10,7675;89,53085;314,3088;837,529;2091,45;3525,9;5034,08;8250,825;11615,76;0,274707539078576;0,355735401886918;0,48484442943773;0,622291372233761;0,73138805643934;0,780300182295036;0,8043124233816;0,829624393849755;0,844599186538169;0,0398;0,1854;0,4292;0,7638;1,1912;1,5081;1,7454;2,0981;2,3608;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,1285;0,2108;0,2905;0,0356;0,0624;0,0939;678488050;1113037205;1533858198;13,96855;30,610944;55,2831555;0,2777522287893;0,295149608868651;0,323425415656001;0,0483;0,086;0,1318;10,6504;10,6504;NA;2,688;2,684;NA;5280062644;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,00659317054241093;0,0107410518711005;0,0138334631706296;0,017356249407148;0,0221161333698658;0,0298638161193966;0,0468912909547607;0,0920551503180626;0,200504125501019;0,560045548745606;353,685;477,420000000001;600,79;756,28;979,660000000001;1393,205;2419,95;5157,44999999999;11201,85;256,302647938861;417,547220795087;537,761493956529;674,706145203494;859,74168397483;1160,92479327278;1822,85016892373;3578,54823125835;7794,3893545616;21771,1882601147;NA;0,699736476074844;NA;NA;NA;0,98526329590911;11,5416350476552;31,671826625387;11,4344262295082;0,883161986722037;0,930622810334198;1,14505636297777;1,64566357638009;0,392832549936592;0,626659085140941;0,764551848558993;0,935167764733187;0,930622810334198;0,98526329590911;0,98526329590911;0,98526329590911;0,98526329590911;1,81420151933576;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;19;3;6499;999;NA;NA;"WLD1990"
"AllCols249";"WLD";1991;0,106;0,3594;0,5543;0,6733;0,7598;0,8109;0,8463;0,8973;0,9315;0,0295;0,1277;0,2676;0,417;0,5657;0,6458;0,6917;0,7542;0,7967;569022821;1929309451;2975559901;3614368539;4078712634;4353024578;4543056728;4816831859;5000422240;10,7675;88,55995;312,5568;837,1275;2064,805;3535,755;5049,41;8258,49;11631,82;0,276377358490566;0,356044568245125;0,483079309566787;0,619369444819668;0,72947447368421;0,779273818331278;0,805388061465721;0,83102883686362;0,845480847639485;0,04;0,1834;0,4257;0,7614;1,1908;1,5092;1,7475;2,1006;2,3635;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,1276;0,2097;0,2901;0,0358;0,0623;0,0937;684974641;1125698920;1557297361;14,099293;30,6755855;55,3706095;0,281005305291426;0,296018214550461;0,322661924133671;0,0489;0,0863;0,1319;10,5459;10,5459;NA;2,698;2,694;NA;5368139818;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,00666334185564965;0,0109185163565754;0,0140464935290912;0,0176653405696402;0,0224516795342689;0,0301606550808279;0,0467038688810532;0,0903638699666764;0,199356694543162;0,561669539683055;356,24;480,705;603,345000000001;761,755;983,309999999999;1386,27;2368,85;4993,20000000001;11143,45;256,488919595559;420,28137300355;540,685143795815;679,983740163795;864,222060281628;1160,9600713217;1797,75030753935;3478,33442742774;7673,74454218698;21620,0844146839;NA;0,699066478685582;NA;NA;NA;0,979571916496477;11,3943491215856;31,280737704918;11,3325909428359;0,880698696227418;0,93014667035178;1,14611834013289;1,64808051022157;0,391872461017667;0,624528202264677;0,762401375854614;0,934540189793364;0,93014667035178;0,979571916496477;0,979571916496477;0,979571916496477;0,979571916496477;1,81553326062706;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;22;5;6417;1000;NA;NA;"WLD1991"
"AllCols250";"WLD";1992;0,1015;0,3502;0,5505;0,6773;0,7665;0,8161;0,8494;0,8983;0,9319;0,0288;0,1237;0,2625;0,4145;0,556;0,6484;0,6948;0,7575;0,7984;553630673;1910162185;3002696410;3694325665;4180866119;4451408793;4633043290;4899767821;5083038664;10,512;85,78595;306,6;832,10875;2029,4;3549,99;5072,04;8294,625;11656,64;0,283108910891089;0,353926315789474;0,477440909090909;0,611962938095878;0,725458746736292;0,77800114379085;0,806262897526502;0,833133407572383;0,847850965665236;0,0392;0,1773;0,4155;0,7516;1,1845;1,5054;1,7447;2,0986;2,3618;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,1272;0,2085;0,2896;0,0363;0,0625;0,0937;693811051;1137261038;1579620128;14,5347015;31,2759375;56,294023;0,284641721516807;0,299626886607193;0,322788787866091;0,0497;0,0867;0,1323;10,4491;10,4491;NA;2,743;2,739;NA;5454489392;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,00678555132278502;0,011224427392741;0,0144396566184162;0,0181970606014946;0,0230808076300458;0,0307998217439293;0,0463936133716142;0,0869988000908758;0,19662099566676;0,565459265561338;362,08;489,83;614,295;777,085;999,735;1390,285;2288,55;4774,2;11055,85;258,795600793232;428,090849583638;550,717168295948;694,021606648432;880,283884575959;1174,68102345339;1769,41599500687;3318,06594140793;7498,97042724862;21566,172502986;NA;0,698266899041808;NA;NA;NA;0,970255202976577;11,1647809421205;30,5342741935484;11,0587805768529;0,877833916566034;0,932571631789903;1,15564370800637;1,67116444428875;0,390754934215913;0,621013692672779;0,758662142448685;0,933763051265414;0,932571631789903;0,970255202976577;0,970255202976577;0,970255202976577;0,970255202976577;1,82820373278732;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;24;3;6445;1000;NA;NA;"WLD1992"
"AllCols251";"WLD";1993;0,0974;0,3413;0,5462;0,6813;0,773;0,821;0,8524;0,8996;0,9326;0,0279;0,12;0,2575;0,4116;0,5571;0,6378;0,6986;0,7622;0,8021;539562690;1890685278;3025761205;3774169002;4282155641;4548059225;4722004487;4983476345;5166285059;10,1835;83,22;300,76;826,287;2033,415;3491,955;5099,78;8346,09;11710,66;0,286060297926648;0,352586585736819;0,471880064617036;0,604424469069252;0,720499592354319;0,776668440836288;0,80702710380862;0,834258957366625;0,849325880195576;0,0382;0,1717;0,4059;0,7421;1,1786;1,5019;1,7424;2,0971;2,3606;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,1275;0,2089;0,2903;0,0367;0,0628;0,094;706306396;1157234558;1608162720;14,9627735;31,999112;57,46925;0,28567625964417;0,299937102928685;0,323705298813968;0,0506;0,0877;0,1333;10,4363;10,4363;NA;2,792;2,788;NA;5539658009;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,00687522116340156;0,0114377699300781;0,0147043970487425;0,018558674186218;0,0235375245189918;0,031239615643152;0,045858247131751;0,0831442505818443;0,19199755233015;0,572646747465671;368,285;498,225;624,15;792,05;1017,62;1398,315;2219,2;4536,95;10942,7;261,894327790768;435,693193872649;560,127171057238;706,946203645139;896,603035052074;1189,99490268869;1746,85504957499;3167,17194956765;7313,66580214846;21813,5433646023;NA;0,699724643087877;NA;NA;NA;0,962219729521296;11,1029559375629;29,7125867195243;10,7532281205165;0,876572681958472;0,937724241671265;1,17119949247861;1,7097438254407;0,390262611806994;0,617956090070197;0,754949450547194;0,93298125559518;0,937724241671265;0,962219729521296;0,962219729521296;0,962219729521296;0,962219729521296;1,84918567236538;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;31;2;6453;999;NA;NA;"WLD1993"
"AllCols252";"WLD";1994;0,0896;0,3306;0,5396;0,6821;0,7736;0,8202;0,8509;0,8975;0,9307;0,0259;0,1126;0,2488;0,4055;0,5543;0,6358;0,6982;0,7627;0,8017;503887516;1859209964;3034572585;3835956190;4350528820;4612595318;4785244278;5047310776;5234019096;9,4535;78,0881;290,5984;814,04125;2023,195;3481,005;5096,86;8351,565;11704,82;0,290887640449438;0,339898235013516;0,460979166666667;0,594614502799254;0,71590684754522;0,775261707317073;0,805957638072855;0,834246065330364;0,849281928034372;0,0358;0,1617;0,3897;0,7243;1,1617;1,4848;1,725;2,0791;2,3419;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,124;0,203;0,2833;0,0361;0,0614;0,0917;697344330;1141620153;1593206844;15,073916;32,04773;57,435378;0,290463568689375;0,301942884701505;0,323805464264828;0,05;0,0861;0,1304;10,5682;10,5682;NA;2,8595;2,856;NA;5623744597;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,00698498641341927;0,0117166592585838;0,0150967051231151;0,0188738216257374;0,0238722140616794;0,0314364636276794;0,0454508339324359;0,0816210448331761;0,191783123806681;0,573164147317492;381,06;517,570000000001;648,969999999999;815,045;1042,44;1418,025;2204,6;4544,25;11125,2;269,438376962186;451,957594074463;582,339246649684;728,037474223679;920,845114160237;1212,62794742165;1753,21728655141;3148,44446992179;7397,82879290027;22109,1936971346;NA;0,698508969946988;NA;NA;NA;0,955704622155093;10,8817259849823;29,1954022988506;10,672268907563;0,873737981240884;0,93721052580483;1,17301550344239;1,7156697545976;0,389155361879011;0,615458907103906;0,752573819703483;0,933322069443889;0,93721052580483;0,955704622155093;0,955704622155093;0,955704622155093;0,955704622155093;1,8523875159359;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;21;2;6498;1000;NA;NA;"WLD1994"
"AllCols253";"WLD";1995;0,0824;0,3117;0,5279;0,6746;0,7699;0,8175;0,8492;0,8956;0,9296;0,0239;0,1047;0,2383;0,3956;0,5464;0,6296;0,6929;0,7602;0,7994;470236495;1778795091;3012595215;3849775966;4393629582;4665271052;4846175141;5110968507;5304998129;8,7235;72,60945;278,3344;794,167;1994,36;3447,06;5058,17;8324,19;11671,24;0,292499114862931;0,335585235186843;0,451566600034778;0,586049004018521;0,709454146418021;0,769511567026794;0,801665307857406;0,831487608906948;0,8463980356833;0,0323;0,1493;0,3702;0,6996;1,1334;1,4553;1,6948;2,048;2,3102;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,1245;0,2022;0,2815;0,0363;0,0615;0,0916;710490821;1153905574;1606451133;15,713907;33,267195;59,479086;0,293191586103739;0,304578798448579;0,326161739508901;0,0497;0,0857;0,1297;10,7641;10,7641;NA;2,9645;2,961;NA;5706753581;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,00707818895510248;0,0119183750940685;0,0154143401571232;0,0192340585753158;0,0242886383846586;0,0319570533197013;0,0462532785851316;0,0827317986632456;0,191862917395991;0,569261350869662;393,835;537,28;675,615;844,61;1080,765;1468,76;2284,9;4664,7;11296,75;278,094718120408;468,260621927727;605,613470931307;755,686254173532;954,275463392507;1255,55954938088;1817,24344346649;3250,4467420673;7538,09544636899;22365,6892901709;NA;0,695189088623572;NA;NA;NA;0,943570278004588;10,6116459281953;28,6839666357738;10,4525498142519;0,863610248920764;0,926467054350738;1,15858441882556;1,69196131575637;0,38519120808282;0,61076432792625;0,749474457786989;0,933924058621863;0,926467054350738;0,943570278004588;0,943570278004588;0,943570278004588;0,943570278004588;1,83954413687542;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;14;5;6573;999;NA;NA;"WLD1995"
