dataset,percentile,value
at00,40,15697.3330078125
at00,41,15927.849609375
at00,42,16094.7802734375
at00,43,16256.8408203125
at00,44,16404.78125
at00,45,16623.841796875
at00,46,16768.166015625
at00,47,16983.142578125
at00,48,17187.70703125
at00,49,17359.068359375
at00,50,17533.31640625
at00,51,17679.373046875
at00,52,17826.560546875
at00,53,18092.90625
at00,54,18160.326171875
at00,55,18344.94921875
at00,56,18582.0078125
at00,57,18756.421875
at00,58,18944.962890625
at00,59,19141.59765625
at00,60,19439.875
at00,61,19732.783203125
at00,62,19945.859375
at00,63,20205.546875
at00,64,20366.998046875
at00,65,20554.982421875
at00,66,20736.365234375
at00,67,20914.693359375
at00,68,21216.18359375
at00,69,21521.06640625
at00,70,21813.974609375
at00,71,22037.8203125
at00,72,22269.646484375
at00,73,22502.07421875
at00,74,22691.65625
at00,75,22908.5859375
at00,76,23195.44921875
at00,77,23574.6796875
at00,78,24049.328125
at00,79,24472.76171875
at00,80,24824.60546875
at00,81,25387.5859375
at00,82,25812.833984375
at00,83,26209.658203125
at00,84,26692.67578125
at00,85,27043.236328125
at00,86,27587.357421875
at00,87,28036.1953125
at00,88,28646.439453125
at00,89,29404.447265625
at00,90,30199.779296875
at00,91,30811.916015625
at00,92,31549.576171875
at00,93,32519.720703125
at00,94,34111.0078125
at00,95,36021.37109375
at00,96,37886.9296875
at00,97,40389.46484375
at00,98,46917.91796875
at00,99,54630.3359375
at03,1,3491.562744140625
at03,2,5544.8984375
at03,3,6820.478515625
at03,4,7468.67236328125
at03,5,8071.35693359375
at03,6,8619.6318359375
at03,7,9132.39453125
at03,8,9561.8662109375
at03,9,9936.646484375
at03,10,10405.814453125
at03,11,10706.2763671875
at03,12,10971.689453125
at03,13,11220.099609375
at03,14,11554.576171875
at03,15,11806.1669921875
at03,16,12044.4052734375
at03,17,12256.2001953125
at03,18,12492.6142578125
at03,19,12694.2001953125
at03,20,12913.7138671875
at03,21,13152.125
at03,22,13422.87890625
at03,23,13616.3740234375
at03,24,13793.3115234375
at03,25,13991.689453125
at03,26,14204.185546875
at03,27,14400
at03,28,14591.2001953125
at03,29,14785.2001953125
at03,30,15014.8408203125
at03,31,15258.400390625
at03,32,15445.978515625
at03,33,15651.513671875
at03,34,15872.546875
at03,35,16097.568359375
at03,36,16328.142578125
at03,37,16519.626953125
at03,38,16766.87109375
at03,39,16951.19921875
at03,40,17126.0703125
at03,41,17338
at03,42,17528.806640625
at03,43,17752.212890625
at03,44,17951.96875
at03,45,18118.11328125
at03,46,18416.755859375
at03,47,18624.763671875
at03,48,18804.232421875
at03,49,19066.423828125
at03,50,19246.349609375
at03,51,19498.3984375
at03,52,19654.19921875
at03,53,19844.099609375
at03,54,20034.93359375
at03,55,20262.845703125
at03,56,20555
at03,57,20766.34375
at03,58,20994
at03,59,21250
at03,60,21566.755859375
at03,61,21757.5
at03,62,21991.021484375
at03,63,22310.796875
at03,64,22547.9140625
at03,65,22751.935546875
at03,66,23013.30078125
at03,67,23262.26171875
at03,68,23576.75390625
at03,69,23841.8828125
at03,70,24111.671875
at03,71,24414.90625
at03,72,24768.357421875
at03,73,25047.953125
at03,74,25357.01953125
at03,75,25662.873046875
at03,76,25992.0546875
at03,77,26354.439453125
at03,78,26688.837890625
at03,79,26977.7578125
at03,80,27500.359375
at03,81,27939.19921875
at03,82,28401.994140625
at03,83,28863.587890625
at03,84,29454.119140625
at03,85,30108.30078125
at03,86,30602.703125
at03,87,31183.076171875
at03,88,31788.443359375
at03,89,32613.1328125
at03,90,33431.87109375
at03,91,34523.98046875
at03,92,35749.35546875
at03,93,36719.4765625
at03,94,38660.95703125
at03,95,40018.47265625
at03,96,42026.24609375
at03,97,45260.24609375
at03,98,50449.1484375
at03,99,58954.76953125
at04,1,4200
at04,2,6293.25048828125
at04,3,7520.2451171875
at04,4,8673.7998046875
at04,5,9145.001953125
at04,6,9834.99609375
at04,7,10055.99609375
at04,8,10554.8203125
at04,9,10847.017578125
at04,10,11172.3935546875
at04,11,11464.7900390625
at04,12,11755.2646484375
at04,13,12032.384765625
at04,14,12329.7998046875
at04,15,12599.998046875
at04,16,12859.7158203125
at04,17,13153.099609375
at04,18,13392.7548828125
at04,19,13615.0498046875
at04,20,13913.4755859375
at04,21,14118.044921875
at04,22,14338.015625
at04,23,14549.4306640625
at04,24,14762.1357421875
at04,25,15023.2041015625
at04,26,15255.009765625
at04,27,15459.900390625
at04,28,15671.1416015625
at04,29,15909.009765625
at04,30,16089.1103515625
at04,31,16346.3173828125
at04,32,16525.609375
at04,33,16746
at04,34,16943.609375
at04,35,17100.537109375
at04,36,17272.951171875
at04,37,17439.59765625
at04,38,17598.8515625
at04,39,17831.0234375
at04,40,18026.853515625
at04,41,18266.455078125
at04,42,18470.005859375
at04,43,18716.259765625
at04,44,18952.490234375
at04,45,19199.970703125
at04,46,19394.85546875
at04,47,19661
at04,48,19882.984375
at04,49,20109.837890625
at04,50,20250.1796875
at04,51,20451.24609375
at04,52,20644.751953125
at04,53,20836.845703125
at04,54,21051.919921875
at04,55,21264.294921875
at04,56,21523.3828125
at04,57,21715.474609375
at04,58,21940.794921875
at04,59,22142.716796875
at04,60,22369.767578125
at04,61,22582.998046875
at04,62,22866.580078125
at04,63,23121.9296875
at04,64,23433.359375
at04,65,23827.541015625
at04,66,24035.228515625
at04,67,24302.150390625
at04,68,24608.84765625
at04,69,24867.498046875
at04,70,25180.26953125
at04,71,25487.015625
at04,72,25824.837890625
at04,73,26160.798828125
at04,74,26477.6953125
at04,75,26939.67578125
at04,76,27447.173828125
at04,77,27900
at04,78,28309.4140625
at04,79,28852.4609375
at04,80,29334.869140625
at04,81,29842.02734375
at04,82,30302.615234375
at04,83,30843.4140625
at04,84,31322.962890625
at04,85,31812.923828125
at04,86,32521.685546875
at04,87,33136.609375
at04,88,34128.19921875
at04,89,34868.95703125
at04,90,36040.8203125
at04,91,37124.109375
at04,92,38637.4453125
at04,93,40099.5390625
at04,94,41832.08984375
at04,95,44260.9296875
at04,96,47065.02734375
at04,97,50143.96484375
at04,98,57341.26171875
at04,99,70029.25
at05,1,4282.669921875
at05,2,5925.46142578125
at05,3,7669.2021484375
at05,4,8555.9921875
at05,5,9198.9638671875
at05,6,9402.2001953125
at05,7,9823.0498046875
at05,8,10182.337890625
at05,9,10488.7890625
at05,10,10934.478515625
at05,11,11187.5126953125
at05,12,11478.646484375
at05,13,11763.171875
at05,14,12060.109375
at05,15,12392.75390625
at05,16,12639.5087890625
at05,17,12942.5546875
at05,18,13226.4453125
at05,19,13465.7392578125
at05,20,13693.099609375
at05,21,13953.7216796875
at05,22,14123.8701171875
at05,23,14424.978515625
at05,24,14682.1220703125
at05,25,14924.5048828125
at05,26,15099.400390625
at05,27,15306.9365234375
at05,28,15520
at05,29,15701.6630859375
at05,30,15918.0908203125
at05,31,16157.3896484375
at05,32,16382.25
at05,33,16559.826171875
at05,34,16790.109375
at05,35,16936.8828125
at05,36,17122.400390625
at05,37,17311.9453125
at05,38,17500.892578125
at05,39,17690.080078125
at05,40,17908.974609375
at05,41,18087.1484375
at05,42,18352.9453125
at05,43,18548.541015625
at05,44,18774.4140625
at05,45,18945.72265625
at05,46,19161.15234375
at05,47,19353.9375
at05,48,19624.708984375
at05,49,19810.001953125
at05,50,20050.740234375
at05,51,20311.5
at05,52,20561.53125
at05,53,20812.3515625
at05,54,21072.330078125
at05,55,21298.0703125
at05,56,21478.0078125
at05,57,21681.77734375
at05,58,21861.875
at05,59,22069.150390625
at05,60,22327.8671875
at05,61,22587.677734375
at05,62,22863.671875
at05,63,23138.38671875
at05,64,23437.287109375
at05,65,23723.669921875
at05,66,23997.1484375
at05,67,24252.09375
at05,68,24552.19140625
at05,69,24835.298828125
at05,70,25256.41015625
at05,71,25594.763671875
at05,72,25940.88671875
at05,73,26230.71875
at05,74,26564.48046875
at05,75,26976.30859375
at05,76,27316.408203125
at05,77,27742.6328125
at05,78,28127.134765625
at05,79,28541.30078125
at05,80,29010.5078125
at05,81,29385.064453125
at05,82,29867.390625
at05,83,30312.5
at05,84,30767.935546875
at05,85,31201.85546875
at05,86,31800.6796875
at05,87,32338.80078125
at05,88,33328.078125
at05,89,34003.44921875
at05,90,34824.91015625
at05,91,36119.6953125
at05,92,37117.30078125
at05,93,38197.71484375
at05,94,39659.79296875
at05,95,41914.98046875
at05,96,43799.19921875
at05,97,47477.58203125
at05,98,52142.7265625
at05,99,63292.1015625
at06,1,4412.34423828125
at06,2,6639.07080078125
at06,3,7590.712890625
at06,4,8522.7578125
at06,5,9240.759765625
at06,6,9562.7314453125
at06,7,9969.25
at06,8,10240.130859375
at06,9,10674.484375
at06,10,11101.09375
at06,11,11391.84765625
at06,12,11769.203125
at06,13,12135.7880859375
at06,14,12484.7998046875
at06,15,12765.48828125
at06,16,13006.6376953125
at06,17,13238.0224609375
at06,18,13496.099609375
at06,19,13710.1845703125
at06,20,13964.927734375
at06,21,14156.3369140625
at06,22,14387.6396484375
at06,23,14661.2333984375
at06,24,14938.275390625
at06,25,15165.552734375
at06,26,15376.341796875
at06,27,15532.96484375
at06,28,15709.701171875
at06,29,15941.892578125
at06,30,16177.01171875
at06,31,16375.3955078125
at06,32,16677.865234375
at06,33,16903.1171875
at06,34,17137.603515625
at06,35,17367.478515625
at06,36,17537.849609375
at06,37,17764.02734375
at06,38,17907.96875
at06,39,18060.66015625
at06,40,18282.26953125
at06,41,18474.146484375
at06,42,18691.71484375
at06,43,18907.54296875
at06,44,19094.3671875
at06,45,19368.8359375
at06,46,19575.490234375
at06,47,19803.248046875
at06,48,20006.69921875
at06,49,20263.400390625
at06,50,20455.54296875
at06,51,20665.21484375
at06,52,20950.91015625
at06,53,21184.919921875
at06,54,21484.912109375
at06,55,21688.619140625
at06,56,21932.611328125
at06,57,22184.498046875
at06,58,22407.64453125
at06,59,22654.470703125
at06,60,22961.599609375
at06,61,23223.8984375
at06,62,23515.17578125
at06,63,23849.474609375
at06,64,24113.80078125
at06,65,24342.890625
at06,66,24678.587890625
at06,67,24995.1328125
at06,68,25202.22265625
at06,69,25469.2734375
at06,70,25793.0703125
at06,71,26085.328125
at06,72,26453.84765625
at06,73,26842.296875
at06,74,27343.818359375
at06,75,27736.953125
at06,76,28062.14453125
at06,77,28438.138671875
at06,78,28869.42578125
at06,79,29354.66015625
at06,80,29687.978515625
at06,81,30172.32421875
at06,82,30700
at06,83,31130.669921875
at06,84,31726.431640625
at06,85,32272.060546875
at06,86,32852.1328125
at06,87,33485.14453125
at06,88,34190.1953125
at06,89,35261.26953125
at06,90,36093.38671875
at06,91,37286.203125
at06,92,38326.640625
at06,93,39488.671875
at06,94,41203.63671875
at06,95,43450.41015625
at06,96,46000
at06,97,49777.9140625
at06,98,55750.421875
at06,99,69554.859375
at07,1,3679.2041015625
at07,2,6000
at07,3,7359.75732421875
at07,4,8241.8955078125
at07,5,8843.158203125
at07,6,9447.3828125
at07,7,9930.5810546875
at07,8,10281.9111328125
at07,9,10634.939453125
at07,10,11082.5615234375
at07,11,11400.83984375
at07,12,11752.599609375
at07,13,12126.564453125
at07,14,12438
at07,15,12827.951171875
at07,16,13173.6513671875
at07,17,13538.5869140625
at07,18,13803.2197265625
at07,19,14026.64453125
at07,20,14362.98046875
at07,21,14672.9599609375
at07,22,14885.5302734375
at07,23,15092.9599609375
at07,24,15356.578125
at07,25,15631.89453125
at07,26,15911.2802734375
at07,27,16185.6689453125
at07,28,16475.107421875
at07,29,16670.798828125
at07,30,16921.55859375
at07,31,17162.78515625
at07,32,17385.8359375
at07,33,17628.38671875
at07,34,17918.412109375
at07,35,18091.46484375
at07,36,18333.689453125
at07,37,18588.0078125
at07,38,18797.748046875
at07,39,19088.765625
at07,40,19296.474609375
at07,41,19517.298828125
at07,42,19788.07421875
at07,43,20094.580078125
at07,44,20401.615234375
at07,45,20632.611328125
at07,46,20934.423828125
at07,47,21168.765625
at07,48,21363.173828125
at07,49,21660.50390625
at07,50,21916.662109375
at07,51,22170.1171875
at07,52,22396.529296875
at07,53,22710.0546875
at07,54,23034.919921875
at07,55,23265.318359375
at07,56,23480.119140625
at07,57,23849.623046875
at07,58,24165.994140625
at07,59,24389.375
at07,60,24640.513671875
at07,61,24908.779296875
at07,62,25186.712890625
at07,63,25538.85546875
at07,64,25837.982421875
at07,65,26191.048828125
at07,66,26544.7890625
at07,67,26816.126953125
at07,68,27258.359375
at07,69,27633.05859375
at07,70,28058.259765625
at07,71,28480.564453125
at07,72,28906.794921875
at07,73,29207.388671875
at07,74,29522.314453125
at07,75,30052.259765625
at07,76,30609.85546875
at07,77,31070.1484375
at07,78,31619.0390625
at07,79,32056.677734375
at07,80,32525.58984375
at07,81,33137.05859375
at07,82,33716.08203125
at07,83,34393.09765625
at07,84,35004.87109375
at07,85,35815.390625
at07,86,36427.7734375
at07,87,37447.17578125
at07,88,38705.4765625
at07,89,39224.28515625
at07,90,40088.5625
at07,91,41056.48828125
at07,92,42543.109375
at07,93,44200.9609375
at07,94,46332.51953125
at07,95,48975.02734375
at07,96,51655.453125
at07,97,55227.28125
at07,98,62347.86328125
at07,99,73692.359375
at08,1,3078.591552734375
at08,2,5628.42529296875
at08,3,7363.19482421875
at08,4,8512.6806640625
at08,5,9506.595703125
at08,6,10218.8203125
at08,7,10692.5859375
at08,8,11006.8203125
at08,9,11484.998046875
at08,10,11923.517578125
at08,11,12290.9287109375
at08,12,12665.599609375
at08,13,13088.2900390625
at08,14,13423.1669921875
at08,15,13774
at08,16,14075.8623046875
at08,17,14320.595703125
at08,18,14704.9375
at08,19,15010.6455078125
at08,20,15299.123046875
at08,21,15587.4794921875
at08,22,15758.392578125
at08,23,16020.6005859375
at08,24,16267.669921875
at08,25,16552.013671875
at08,26,16765.734375
at08,27,17064.85546875
at08,28,17277.02734375
at08,29,17559.869140625
at08,30,17816.1796875
at08,31,18074.353515625
at08,32,18363.359375
at08,33,18641.212890625
at08,34,18855.193359375
at08,35,19165.75390625
at08,36,19408.77734375
at08,37,19670.2421875
at08,38,19953.005859375
at08,39,20220.359375
at08,40,20453.19140625
at08,41,20682.7890625
at08,42,20949.609375
at08,43,21241.564453125
at08,44,21511.583984375
at08,45,21708.48046875
at08,46,21892.236328125
at08,47,22195.109375
at08,48,22489.376953125
at08,49,22851.125
at08,50,23112.234375
at08,51,23318.35546875
at08,52,23581.419921875
at08,53,23793.02734375
at08,54,24099.25
at08,55,24482.998046875
at08,56,24722.12890625
at08,57,25071.7578125
at08,58,25377.095703125
at08,59,25647.21484375
at08,60,25878.3125
at08,61,26237.46484375
at08,62,26579.724609375
at08,63,26909.310546875
at08,64,27292.716796875
at08,65,27565.0625
at08,66,27900
at08,67,28206.0625
at08,68,28595.36328125
at08,69,28888.212890625
at08,70,29278.609375
at08,71,29551.193359375
at08,72,30020.89453125
at08,73,30453.724609375
at08,74,30852.005859375
at08,75,31300.794921875
at08,76,31676.63671875
at08,77,32182.0859375
at08,78,32629.990234375
at08,79,33169.9921875
at08,80,33589.4765625
at08,81,33913.8828125
at08,82,34525.453125
at08,83,35114.58984375
at08,84,35808.7421875
at08,85,36671.6328125
at08,86,37373.921875
at08,87,38164.28125
at08,88,39010.54296875
at08,89,40006.33984375
at08,90,41011.8203125
at08,91,42215.23828125
at08,92,43447.17578125
at08,93,44937.4765625
at08,94,46310.30859375
at08,95,48913.5546875
at08,96,52467.7734375
at08,97,57146.125
at08,98,65655.1640625
at08,99,81514.171875
at09,1,3000
at09,2,5810.63720703125
at09,3,6933.04736328125
at09,4,7948.09033203125
at09,5,8979.669921875
at09,6,9799.6015625
at09,7,10317.16015625
at09,8,10893.814453125
at09,9,11366.009765625
at09,10,11954.9833984375
at09,11,12327.693359375
at09,12,12818.51953125
at09,13,13238.9521484375
at09,14,13610.791015625
at09,15,13972.5498046875
at09,16,14364.5966796875
at09,17,14681.318359375
at09,18,14965.921875
at09,19,15388.79296875
at09,20,15748.0087890625
at09,21,16021.2509765625
at09,22,16374.5595703125
at09,23,16653.439453125
at09,24,16967.689453125
at09,25,17276.046875
at09,26,17578.0859375
at09,27,17783.681640625
at09,28,18005.59375
at09,29,18201.89453125
at09,30,18445.771484375
at09,31,18789.771484375
at09,32,19008.359375
at09,33,19237.6171875
at09,34,19424.71875
at09,35,19655.822265625
at09,36,19948.806640625
at09,37,20154.30078125
at09,38,20420.5078125
at09,39,20608.4140625
at09,40,20927.4453125
at09,41,21182.654296875
at09,42,21506.16015625
at09,43,21832.337890625
at09,44,21980.140625
at09,45,22286.908203125
at09,46,22539.107421875
at09,47,22800.619140625
at09,48,23143.515625
at09,49,23425.541015625
at09,50,23765.783203125
at09,51,24076.560546875
at09,52,24345.07421875
at09,53,24566.140625
at09,54,24881.75
at09,55,25158.5390625
at09,56,25409.892578125
at09,57,25759.08203125
at09,58,26090.8203125
at09,59,26378.533203125
at09,60,26738.1953125
at09,61,27079.408203125
at09,62,27365.908203125
at09,63,27611.689453125
at09,64,27933.83203125
at09,65,28229.861328125
at09,66,28673.62890625
at09,67,29053
at09,68,29433.548828125
at09,69,29855.892578125
at09,70,30269.28515625
at09,71,30575.072265625
