dataset,variable,eq,percentile,thr,share
us99,dhci,0,100,               .,  30.0239
us99,mi,0,10,         2616.37,   0.2271
us99,mi,0,20,         7357.63,   1.8557
us99,mi,0,30,        11300.22,   3.1462
us99,mi,0,40,        15561.40,   4.6711
us99,mi,0,50,        20110.87,   6.2108
us99,mi,0,60,        25473.60,   7.8981
us99,mi,0,70,        32022.78,   9.9641
us99,mi,0,80,        41320.47,  12.6878
us99,mi,0,90,        59487.57,  17.1546
us99,mi,0,100,               .,  36.1844
us99,hcexp,0,10,.,.
us99,hcexp,0,20,.,.
us99,hcexp,0,30,.,.
us99,hcexp,0,40,.,.
us99,hcexp,0,50,.,.
us99,hcexp,0,60,.,.
us99,hcexp,0,70,.,.
us99,hcexp,0,80,.,.
us99,hcexp,0,90,.,.
us99,hcexp,0,100,.,.
us00,dhi,0,10,         7336.79,   1.9050
us00,dhi,0,20,        10438.93,   3.5930
us00,dhi,0,30,        13315.24,   4.7749
us00,dhi,0,40,        16243.09,   5.9280
us00,dhi,0,50,        19351.92,   7.1316
us00,dhi,0,60,        22869.29,   8.4599
us00,dhi,0,70,        27515.46,  10.0702
us00,dhi,0,80,        33950.91,  12.2473
us00,dhi,0,90,        45482.35,  15.6374
us00,dhi,0,100,               .,  30.2525
us00,dhci,0,10,         7058.93,   1.7485
us00,dhci,0,20,        10298.72,   3.5328
us00,dhci,0,30,        13225.71,   4.7511
us00,dhci,0,40,        16206.08,   5.9253
us00,dhci,0,50,        19323.45,   7.1405
us00,dhci,0,60,        22854.58,   8.4779
us00,dhci,0,70,        27504.42,  10.0995
us00,dhci,0,80,        33945.69,  12.2848
us00,dhci,0,90,        45469.07,  15.6840
us00,dhci,0,100,               .,  30.3556
us00,mi,0,10,         2747.99,   0.2258
us00,mi,0,20,         7545.55,   1.8081
us00,mi,0,30,        11620.17,   3.3049
us00,mi,0,40,        15831.00,   4.7252
us00,mi,0,50,        20402.91,   6.2349
us00,mi,0,60,        25622.26,   7.8744
us00,mi,0,70,        32241.34,   9.8873
us00,mi,0,80,        42026.20,  12.6275
us00,mi,0,90,        59808.04,  17.0688
us00,mi,0,100,               .,  36.2433
us00,hcexp,0,10,.,.
us00,hcexp,0,20,.,.
us00,hcexp,0,30,.,.
us00,hcexp,0,40,.,.
us00,hcexp,0,50,.,.
us00,hcexp,0,60,.,.
us00,hcexp,0,70,.,.
us00,hcexp,0,80,.,.
us00,hcexp,0,90,.,.
us00,hcexp,0,100,.,.
us01,dhi,0,10,         7193.20,   1.8444
us01,dhi,0,20,        10330.18,   3.5366
us01,dhi,0,30,        13182.19,   4.7229
us01,dhi,0,40,        16145.50,   5.8833
us01,dhi,0,50,        19242.95,   7.0959
us01,dhi,0,60,        22808.30,   8.4236
us01,dhi,0,70,        27430.60,  10.0354
us01,dhi,0,80,        33779.62,  12.2226
us01,dhi,0,90,        45390.96,  15.6070
us01,dhi,0,100,               .,  30.6284
us01,dhci,0,10,         6928.14,   1.6828
us01,dhci,0,20,        10201.17,   3.4708
us01,dhci,0,30,        13098.58,   4.6993
us01,dhci,0,40,        16095.66,   5.8799
us01,dhci,0,50,        19218.72,   7.1059
us01,dhci,0,60,        22796.68,   8.4467
us01,dhci,0,70,        27423.68,  10.0626
us01,dhci,0,80,        33770.85,  12.2589
us01,dhci,0,90,        45390.96,  15.6576
us01,dhci,0,100,               .,  30.7357
us01,mi,0,10,         2353.37,   0.1841
us01,mi,0,20,         7267.76,   1.7324
us01,mi,0,30,        11351.55,   3.2223
us01,mi,0,40,        15504.55,   4.6365
us01,mi,0,50,        20162.15,   6.1398
us01,mi,0,60,        25334.02,   7.8355
us01,mi,0,70,        32189.25,   9.8812
us01,mi,0,80,        41723.86,  12.6868
us01,mi,0,90,        59249.54,  17.0846
us01,mi,0,100,               .,  36.5967
us01,hcexp,0,10,.,.
us01,hcexp,0,20,.,.
us01,hcexp,0,30,.,.
us01,hcexp,0,40,.,.
us01,hcexp,0,50,.,.
us01,hcexp,0,60,.,.
us01,hcexp,0,70,.,.
us01,hcexp,0,80,.,.
us01,hcexp,0,90,.,.
us01,hcexp,0,100,.,.
us02,dhi,0,10,         7065.03,   1.8047
us02,dhi,0,20,        10291.28,   3.5013
us02,dhi,0,30,        13231.80,   4.7167
us02,dhi,0,40,        16221.84,   5.9051
us02,dhi,0,50,        19487.94,   7.1282
us02,dhi,0,60,        23105.63,   8.5004
us02,dhi,0,70,        27699.37,  10.1398
us02,dhi,0,80,        34317.88,  12.3547
us02,dhi,0,90,        46176.28,  15.8194
us02,dhi,0,100,               .,  30.1297
us02,dhci,0,10,         6772.05,   1.6393
us02,dhci,0,20,        10137.06,   3.4307
us02,dhci,0,30,        13147.54,   4.6895
us02,dhci,0,40,        16179.14,   5.8962
us02,dhci,0,50,        19458.30,   7.1421
us02,dhci,0,60,        23079.06,   8.5211
us02,dhci,0,70,        27689.14,  10.1714
us02,dhci,0,80,        34312.43,  12.3944
us02,dhci,0,90,        46175.55,  15.8767
us02,dhci,0,100,               .,  30.2385
us02,mi,0,10,         2125.85,   0.1570
us02,mi,0,20,         6813.88,   1.6488
us02,mi,0,30,        10950.44,   3.1731
us02,mi,0,40,        15300.10,   4.6462
us02,mi,0,50,        19932.08,   6.2047
us02,mi,0,60,        25210.35,   7.9878
us02,mi,0,70,        31955.83,  10.0322
us02,mi,0,80,        41216.88,  12.8411
us02,mi,0,90,        58813.03,  17.3121
us02,mi,0,100,               .,  35.9971
us02,hcexp,0,10,.,.
us02,hcexp,0,20,.,.
us02,hcexp,0,30,.,.
us02,hcexp,0,40,.,.
us02,hcexp,0,50,.,.
us02,hcexp,0,60,.,.
us02,hcexp,0,70,.,.
us02,hcexp,0,80,.,.
us02,hcexp,0,90,.,.
us02,hcexp,0,100,.,.
us03,dhi,0,10,         7008.81,   1.7162
us03,dhi,0,20,        10355.72,   3.4645
us03,dhi,0,30,        13244.79,   4.6569
us03,dhi,0,40,        16277.05,   5.8172
us03,dhi,0,50,        19564.44,   7.0593
us03,dhi,0,60,        23388.90,   8.4459
us03,dhi,0,70,        28180.48,  10.1467
us03,dhi,0,80,        35279.68,  12.4204
us03,dhi,0,90,        47532.66,  16.0098
us03,dhi,0,100,               .,  30.2632
us03,dhci,0,10,         6677.91,   1.5447
us03,dhci,0,20,        10212.08,   3.3885
us03,dhci,0,30,        13163.17,   4.6330
us03,dhci,0,40,        16229.86,   5.8173
us03,dhci,0,50,        19538.72,   7.0686
us03,dhci,0,60,        23363.32,   8.4693
us03,dhci,0,70,        28174.48,  10.1754
us03,dhci,0,80,        35270.24,  12.4638
us03,dhci,0,90,        47532.66,  16.0697
us03,dhci,0,100,               .,  30.3695
us03,mi,0,10,         1776.63,   0.1231
us03,mi,0,20,         6662.37,   1.5814
us03,mi,0,30,        10688.57,   3.0746
us03,mi,0,40,        15056.95,   4.5874
us03,mi,0,50,        19872.89,   6.1741
us03,mi,0,60,        25115.12,   7.9484
us03,mi,0,70,        31979.36,  10.0705
us03,mi,0,80,        41640.46,  12.9430
us03,mi,0,90,        59535.80,  17.5454
us03,mi,0,100,               .,  35.9521
us03,hcexp,0,10,.,.
us03,hcexp,0,20,.,.
us03,hcexp,0,30,.,.
us03,hcexp,0,40,.,.
us03,hcexp,0,50,.,.
us03,hcexp,0,60,.,.
us03,hcexp,0,70,.,.
us03,hcexp,0,80,.,.
us03,hcexp,0,90,.,.
us03,hcexp,0,100,.,.
us04,dhi,0,10,         7168.99,   1.7582
us04,dhi,0,20,        10500.91,   3.5346
us04,dhi,0,30,        13523.64,   4.7678
us04,dhi,0,40,        16451.32,   5.9444
us04,dhi,0,50,        19672.29,   7.1500
us04,dhi,0,60,        23398.33,   8.5266
us04,dhi,0,70,        28032.27,  10.1705
us04,dhi,0,80,        34560.50,  12.3066
us04,dhi,0,90,        46252.40,  15.6999
us04,dhi,0,100,               .,  30.1413
us04,dhci,0,10,         6796.86,   1.5675
us04,dhci,0,20,        10335.12,   3.4516
us04,dhci,0,30,        13449.24,   4.7403
us04,dhci,0,40,        16402.66,   5.9405
us04,dhci,0,50,        19638.81,   7.1671
us04,dhci,0,60,        23378.28,   8.5517
us04,dhci,0,70,        28026.43,  10.2046
us04,dhci,0,80,        34550.12,  12.3536
us04,dhci,0,90,        46247.21,  15.7601
us04,dhci,0,100,               .,  30.2632
us04,mi,0,10,         1816.82,   0.1219
us04,mi,0,20,         6674.04,   1.5771
us04,mi,0,30,        10707.57,   3.1180
us04,mi,0,40,        15100.39,   4.5911
us04,mi,0,50,        19501.64,   6.1639
us04,mi,0,60,        25077.60,   7.9371
us04,mi,0,70,        31794.39,  10.1005
us04,mi,0,80,        41202.93,  12.8441
us04,mi,0,90,        58462.74,  17.3607
us04,mi,0,100,               .,  36.1856
us04,hcexp,0,10,.,.
us04,hcexp,0,20,.,.
us04,hcexp,0,30,.,.
us04,hcexp,0,40,.,.
us04,hcexp,0,50,.,.
us04,hcexp,0,60,.,.
us04,hcexp,0,70,.,.
us04,hcexp,0,80,.,.
us04,hcexp,0,90,.,.
us04,hcexp,0,100,.,.
us05,dhi,0,10,         7317.50,   1.7560
us05,dhi,0,20,        10554.31,   3.4845
us05,dhi,0,30,        13555.58,   4.6925
us05,dhi,0,40,        16548.47,   5.8442
us05,dhi,0,50,        19785.87,   7.0331
us05,dhi,0,60,        23544.66,   8.3844
us05,dhi,0,70,        28322.37,  10.0302
us05,dhi,0,80,        35154.76,  12.2258
us05,dhi,0,90,        47562.09,  15.7345
us05,dhi,0,100,               .,  30.8149
us05,dhci,0,10,         6958.53,   1.5614
us05,dhci,0,20,        10395.12,   3.4045
us05,dhci,0,30,        13470.73,   4.6556
us05,dhci,0,40,        16510.19,   5.8439
us05,dhci,0,50,        19761.33,   7.0490
us05,dhci,0,60,        23525.52,   8.4100
us05,dhci,0,70,        28312.33,  10.0603
us05,dhci,0,80,        35151.37,  12.2756
us05,dhci,0,90,        47559.24,  15.7988
us05,dhci,0,100,               .,  30.9408
us05,mi,0,10,         1864.79,   0.1234
us05,mi,0,20,         6850.59,   1.5777
us05,mi,0,30,        10982.53,   3.1684
us05,mi,0,40,        15250.03,   4.5526
us05,mi,0,50,        19831.31,   6.1462
us05,mi,0,60,        25123.84,   7.8733
us05,mi,0,70,        31722.98,   9.9481
us05,mi,0,80,        41682.78,  12.7579
us05,mi,0,90,        59743.70,  17.2832
us05,mi,0,100,               .,  36.5691
us05,hcexp,0,10,.,.
us05,hcexp,0,20,.,.
us05,hcexp,0,30,.,.
us05,hcexp,0,40,.,.
us05,hcexp,0,50,.,.
us05,hcexp,0,60,.,.
us05,hcexp,0,70,.,.
us05,hcexp,0,80,.,.
us05,hcexp,0,90,.,.
us05,hcexp,0,100,.,.
us06,dhi,0,10,         7178.07,   1.6686
us06,dhi,0,20,        10558.15,   3.4205
us06,dhi,0,30,        13558.74,   4.6228
us06,dhi,0,40,        16604.13,   5.7583
us06,dhi,0,50,        19950.53,   6.9799
us06,dhi,0,60,        23934.19,   8.3753
us06,dhi,0,70,        28710.94,  10.0299
us06,dhi,0,80,        35599.34,  12.2027
us06,dhi,0,90,        48096.98,  15.7106
us06,dhi,0,100,               .,  31.2314
us06,dhci,0,10,         6809.16,   1.4859
us06,dhci,0,20,        10400.99,   3.3416
us06,dhci,0,30,        13478.94,   4.5916
us06,dhci,0,40,        16554.52,   5.7600
us06,dhci,0,50,        19931.87,   6.9921
us06,dhci,0,60,        23923.25,   8.4006
us06,dhci,0,70,        28704.25,  10.0595
us06,dhci,0,80,        35587.18,  12.2493
us06,dhci,0,90,        48096.98,  15.7666
us06,dhci,0,100,               .,  31.3528
us06,mi,0,10,         2208.92,   0.1565
us06,mi,0,20,         7144.75,   1.6486
us06,mi,0,30,        11172.29,   3.1275
us06,mi,0,40,        15320.61,   4.5577
us06,mi,0,50,        20147.00,   6.0594
us06,mi,0,60,        25713.49,   7.8431
us06,mi,0,70,        32829.87,  10.0788
us06,mi,0,80,        42557.24,  12.7646
us06,mi,0,90,        60813.08,  17.2260
us06,mi,0,100,               .,  36.5378
us06,hcexp,0,10,.,.
us06,hcexp,0,20,.,.
us06,hcexp,0,30,.,.
us06,hcexp,0,40,.,.
us06,hcexp,0,50,.,.
us06,hcexp,0,60,.,.
us06,hcexp,0,70,.,.
us06,hcexp,0,80,.,.
us06,hcexp,0,90,.,.
us06,hcexp,0,100,.,.
us07,dhi,0,10,         7095.25,   1.6676
us07,dhi,0,20,        10529.71,   3.4223
us07,dhi,0,30,        13686.69,   4.6678
us07,dhi,0,40,        16665.43,   5.8421
us07,dhi,0,50,        20049.47,   7.0772
us07,dhi,0,60,        23940.97,   8.4596
us07,dhi,0,70,        28777.04,  10.1138
us07,dhi,0,80,        35714.17,  12.3432
us07,dhi,0,90,        48600.12,  15.9119
us07,dhi,0,100,               .,  30.4944
us07,dhci,0,10,         6710.83,   1.4838
us07,dhci,0,20,        10352.20,   3.3378
us07,dhci,0,30,        13597.24,   4.6370
us07,dhci,0,40,        16615.78,   5.8408
us07,dhci,0,50,        20022.87,   7.0910
us07,dhci,0,60,        23921.36,   8.4833
us07,dhci,0,70,        28759.31,  10.1506
us07,dhci,0,80,        35708.26,  12.3817
us07,dhci,0,90,        48582.98,  15.9740
us07,dhci,0,100,               .,  30.6199
us07,mi,0,10,         2087.17,   0.1434
us07,mi,0,20,         6924.30,   1.6044
us07,mi,0,30,        11278.63,   3.1252
us07,mi,0,40,        15664.11,   4.6377
us07,mi,0,50,        20491.41,   6.2236
us07,mi,0,60,        26008.33,   8.1149
us07,mi,0,70,        32764.59,   9.9391
us07,mi,0,80,        42842.82,  12.9339
us07,mi,0,90,        60478.84,  17.4952
us07,mi,0,100,               .,  35.7826
us07,hcexp,0,10,.,.
us07,hcexp,0,20,.,.
us07,hcexp,0,30,.,.
us07,hcexp,0,40,.,.
us07,hcexp,0,50,.,.
us07,hcexp,0,60,.,.
us07,hcexp,0,70,.,.
us07,hcexp,0,80,.,.
us07,hcexp,0,90,.,.
us07,hcexp,0,100,.,.
us08,dhi,0,10,         7054.31,   1.7371
us08,dhi,0,20,        10340.33,   3.4505
us08,dhi,0,30,        13274.22,   4.6793
us08,dhi,0,40,        16257.63,   5.8218
us08,dhi,0,50,        19552.41,   7.0538
us08,dhi,0,60,        23377.45,   8.4670
us08,dhi,0,70,        28216.32,  10.1425
us08,dhi,0,80,        34984.64,  12.3841
us08,dhi,0,90,        47067.99,  15.9292
us08,dhi,0,100,               .,  30.3346
us08,dhci,0,10,         6605.23,   1.5198
us08,dhci,0,20,        10123.83,   3.3423
us08,dhci,0,30,        13157.24,   4.6427
us08,dhci,0,40,        16176.79,   5.8143
us08,dhci,0,50,        19527.14,   7.0679
us08,dhci,0,60,        23353.26,   8.4974
us08,dhci,0,70,        28194.69,  10.1860
us08,dhci,0,80,        34976.67,  12.4413
us08,dhci,0,90,        47062.02,  16.0027
us08,dhci,0,100,               .,  30.4856
us08,mi,0,10,         1704.09,   0.1072
us08,mi,0,20,         6330.00,   1.4867
us08,mi,0,30,        10531.03,   3.0314
us08,mi,0,40,        14737.74,   4.5179
us08,mi,0,50,        19388.76,   6.1082
us08,mi,0,60,        24891.17,   7.9340
us08,mi,0,70,        31661.39,  10.0865
us08,mi,0,80,        41156.39,  12.9661
us08,mi,0,90,        58916.82,  17.5691
us08,mi,0,100,               .,  36.1929
us08,hcexp,0,10,.,.
us08,hcexp,0,20,.,.
us08,hcexp,0,30,.,.
us08,hcexp,0,40,.,.
us08,hcexp,0,50,.,.
us08,hcexp,0,60,.,.
us08,hcexp,0,70,.,.
us08,hcexp,0,80,.,.
us08,hcexp,0,90,.,.
us08,hcexp,0,100,.,.
us09,dhi,0,10,         7451.17,   1.8275
us09,dhi,0,20,        10559.99,   3.5452
us09,dhi,0,30,        13424.07,   4.6807
us09,dhi,0,40,        16388.38,   5.7986
us09,dhi,0,50,        19733.58,   7.0302
us09,dhi,0,60,        23597.69,   8.4218
us09,dhi,0,70,        28420.97,  10.1045
us09,dhi,0,80,        35314.55,  12.3220
us09,dhi,0,90,        47618.12,  15.8574
us09,dhi,0,100,               .,  30.4122
us09,dhci,0,10,         6854.25,   1.5673
us09,dhci,0,20,        10250.69,   3.3935
us09,dhci,0,30,        13252.46,   4.6174
us09,dhci,0,40,        16275.08,   5.7861
us09,dhci,0,50,        19683.42,   7.0480
us09,dhci,0,60,        23570.84,   8.4611
us09,dhci,0,70,        28402.97,  10.1584
us09,dhci,0,80,        35306.75,  12.3990
us09,dhci,0,90,        47617.55,  15.9587
us09,dhci,0,100,               .,  30.6106
us09,mi,0,10,         1199.68,   0.0717
us09,mi,0,20,         5703.62,   1.2889
us09,mi,0,30,         9597.43,   2.8189
us09,mi,0,40,        13734.04,   4.2924
us09,mi,0,50,        18398.13,   5.9138
us09,mi,0,60,        23984.90,   7.7852
us09,mi,0,70,        30636.09,  10.0471
us09,mi,0,80,        40393.31,  13.0098
us09,mi,0,90,        57780.73,  17.7365
us09,mi,0,100,               .,  37.0357
us09,hcexp,0,10,.,.
us09,hcexp,0,20,.,.
us09,hcexp,0,30,.,.
us09,hcexp,0,40,.,.
us09,hcexp,0,50,.,.
us09,hcexp,0,60,.,.
us09,hcexp,0,70,.,.
us09,hcexp,0,80,.,.
us09,hcexp,0,90,.,.
us09,hcexp,0,100,.,.
us10,dhi,0,10,         7196.21,   1.7757
us10,dhi,0,20,        10358.56,   3.5464
us10,dhi,0,30,        13172.95,   4.7047
us10,dhi,0,40,        16175.65,   5.8589
us10,dhi,0,50,        19500.88,   7.1128
us10,dhi,0,60,        23445.12,   8.5641
us10,dhi,0,70,        28227.21,  10.2801
us10,dhi,0,80,        35236.53,  12.5821
us10,dhi,0,90,        47624.28,  16.2724
us10,dhi,0,100,               .,  29.3028
us10,dhci,0,10,         6593.84,   1.5087
us10,dhci,0,20,        10001.26,   3.3750
us10,dhci,0,30,        12965.55,   4.6226
us10,dhci,0,40,        16076.82,   5.8414
us10,dhci,0,50,        19430.62,   7.1313
us10,dhci,0,60,        23409.71,   8.6070
us10,dhci,0,70,        28200.12,  10.3457
us10,dhci,0,80,        35218.54,  12.6577
us10,dhci,0,90,        47601.80,  16.3934
us10,dhci,0,100,               .,  29.5172
us10,mi,0,10,          889.18,   0.0443
us10,mi,0,20,         5345.17,   1.1841
us10,mi,0,30,         9367.63,   2.7470
us10,mi,0,40,        13489.39,   4.2537
us10,mi,0,50,        18215.84,   5.9025
us10,mi,0,60,        23775.04,   7.8191
us10,mi,0,70,        30800.77,  10.1475
us10,mi,0,80,        40468.16,  13.1824
us10,mi,0,90,        58454.01,  18.2200
us10,mi,0,100,               .,  36.4995
us10,hcexp,0,10,.,.
us10,hcexp,0,20,.,.
us10,hcexp,0,30,.,.
us10,hcexp,0,40,.,.
us10,hcexp,0,50,.,.
us10,hcexp,0,60,.,.
us10,hcexp,0,70,.,.
us10,hcexp,0,80,.,.
us10,hcexp,0,90,.,.
us10,hcexp,0,100,.,.
us11,dhi,0,10,         7192.12,   1.7683
us11,dhi,0,20,        10272.02,   3.4673
us11,dhi,0,30,        13040.26,   4.6037
us11,dhi,0,40,        15957.42,   5.7139
us11,dhi,0,50,        19360.69,   6.9717
us11,dhi,0,60,        23320.99,   8.4091
us11,dhi,0,70,        28283.55,  10.1448
us11,dhi,0,80,        35401.57,  12.4820
us11,dhi,0,90,        48191.19,  16.2234
us11,dhi,0,100,               .,  30.2158
us11,dhci,0,10,         6555.91,   1.4927
us11,dhci,0,20,         9881.90,   3.2976
us11,dhci,0,30,        12852.10,   4.5242
us11,dhci,0,40,        15818.67,   5.6962
us11,dhci,0,50,        19303.21,   6.9894
us11,dhci,0,60,        23282.85,   8.4532
us11,dhci,0,70,        28261.10,  10.2060
us11,dhci,0,80,        35392.85,  12.5690
us11,dhci,0,90,        48186.11,  16.3327
us11,dhci,0,100,               .,  30.4390
us11,mi,0,10,          762.80,   0.0361
us11,mi,0,20,         5413.70,   1.1708
us11,mi,0,30,         9262.58,   2.7399
us11,mi,0,40,        13439.82,   4.1803
us11,mi,0,50,        17980.30,   5.7887
us11,mi,0,60,        23456.12,   7.6804
us11,mi,0,70,        30381.25,   9.9600
us11,mi,0,80,        40101.51,  12.9724
us11,mi,0,90,        58145.74,  17.8474
us11,mi,0,100,               .,  37.6242
us11,hcexp,0,10,.,.
us11,hcexp,0,20,.,.
us11,hcexp,0,30,.,.
us11,hcexp,0,40,.,.
us11,hcexp,0,50,.,.
us11,hcexp,0,60,.,.
us11,hcexp,0,70,.,.
us11,hcexp,0,80,.,.
us11,hcexp,0,90,.,.
us11,hcexp,0,100,.,.
us12,dhi,0,10,         7210.19,   1.7682
us12,dhi,0,20,        10248.11,   3.4484
us12,dhi,0,30,        13109.69,   4.5955
us12,dhi,0,40,        16104.44,   5.7357
us12,dhi,0,50,        19469.69,   6.9924
us12,dhi,0,60,        23423.63,   8.4193
us12,dhi,0,70,        28564.59,  10.1509
us12,dhi,0,80,        35412.23,  12.4846
us12,dhi,0,90,        48206.35,  16.1272
us12,dhi,0,100,               .,  30.2778
us12,dhci,0,10,         6534.20,   1.4874
us12,dhci,0,20,         9901.72,   3.2822
us12,dhci,0,30,        12899.01,   4.5148
us12,dhci,0,40,        16013.00,   5.7174
us12,dhci,0,50,        19405.90,   7.0154
us12,dhci,0,60,        23390.11,   8.4612
us12,dhci,0,70,        28549.29,  10.2140
us12,dhci,0,80,        35390.08,  12.5686
us12,dhci,0,90,        48196.21,  16.2442
us12,dhci,0,100,               .,  30.4949
us12,mi,0,10,          800.72,   0.0386
us12,mi,0,20,         5338.11,   1.2277
us12,mi,0,30,         9261.62,   2.6486
us12,mi,0,40,        13436.83,   4.1935
us12,mi,0,50,        18283.03,   5.8664
us12,mi,0,60,        23766.95,   7.7559
us12,mi,0,70,        30694.14,  10.0111
us12,mi,0,80,        40305.95,  13.0338
us12,mi,0,90,        58023.14,  17.7543
us12,mi,0,100,               .,  37.4703
us12,hcexp,0,10,.,.
us12,hcexp,0,20,.,.
us12,hcexp,0,30,.,.
us12,hcexp,0,40,.,.
us12,hcexp,0,50,.,.
us12,hcexp,0,60,.,.
us12,hcexp,0,70,.,.
us12,hcexp,0,80,.,.
us12,hcexp,0,90,.,.
us12,hcexp,0,100,.,.
us13,dhi,0,10,         7323.99,   1.8294
us13,dhi,0,20,        10225.37,   3.4965
us13,dhi,0,30,        13106.32,   4.6117
us13,dhi,0,40,        16099.33,   5.7599
us13,dhi,0,50,        19360.65,   7.0013
us13,dhi,0,60,        23314.85,   8.4296
us13,dhi,0,70,        28277.07,  10.1559
us13,dhi,0,80,        35332.66,  12.4742
us13,dhi,0,90,        48073.33,  16.1919
us13,dhi,0,100,               .,  30.0497
us13,dhci,0,10,         6706.63,   1.5640
us13,dhci,0,20,         9865.86,   3.3377
us13,dhci,0,30,        12891.67,   4.5370
us13,dhci,0,40,        15996.74,   5.7382
us13,dhci,0,50,        19281.73,   7.0206
us13,dhci,0,60,        23285.39,   8.4710
us13,dhci,0,70,        28254.71,  10.2167
us13,dhci,0,80,        35325.29,  12.5541
us13,dhci,0,90,        48062.29,  16.3039
us13,dhci,0,100,               .,  30.2567
us13,mi,0,10,         1010.12,   0.0476
us13,mi,0,20,         5631.42,   1.2653
us13,mi,0,30,         9514.43,   2.7893
us13,mi,0,40,        13731.33,   4.2644
us13,mi,0,50,        18518.88,   5.9453
us13,mi,0,60,        23990.37,   7.7463
us13,mi,0,70,        31042.80,  10.0092
us13,mi,0,80,        40900.42,  13.0507
us13,mi,0,90,        58523.88,  17.8255
us13,mi,0,100,               .,  37.0564
us13,hcexp,0,10,.,.
us13,hcexp,0,20,.,.
us13,hcexp,0,30,.,.
us13,hcexp,0,40,.,.
us13,hcexp,0,50,.,.
us13,hcexp,0,60,.,.
us13,hcexp,0,70,.,.
us13,hcexp,0,80,.,.
us13,hcexp,0,90,.,.
us13,hcexp,0,100,.,.
us14,dhi,0,10,         7257.41,   1.7510
us14,dhi,0,20,        10241.26,   3.4634
us14,dhi,0,30,        13019.28,   4.5729
us14,dhi,0,40,        15791.08,   5.6658
us14,dhi,0,50,        18859.78,   6.8025
