IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
LEADCONTROL,Legally-binding controls on lead paint,text,AFR,Africa,Country,COG,Congo,Year,2023,true,,,,,,,,,,,,,,,,,,,No,823,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AFR,Africa,Country,CIV,Côte d’Ivoire,Year,2023,true,,,,,,,,,,,,,,,,,,,No,823,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2023,true,,,,,,,,,,,,,,,,,,,No,823,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EMR,Eastern Mediterranean,Country,DJI,Djibouti,Year,2023,true,,,,,,,,,,,,,,,,,,,No,823,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AMR,Americas,Country,SLV,El Salvador,Year,2023,true,,,,,,,,,,,,,,,,,,,No,823,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AFR,Africa,Country,SWZ,Eswatini,Year,2023,true,,,,,,,,,,,,,,,,,,,No,823,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,WPR,Western Pacific,Country,FJI,Fiji,Year,2023,true,,,,,,,,,,,,,,,,,,,No,823,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AFR,Africa,Country,GAB,Gabon,Year,2023,true,,,,,,,,,,,,,,,,,,,No,823,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AFR,Africa,Country,GMB,Gambia,Year,2023,true,,,,,,,,,,,,,,,,,,,No,823,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AFR,Africa,Country,GHA,Ghana,Year,2023,true,,,,,,,,,,,,,,,,,,,No,823,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AMR,Americas,Country,GTM,Guatemala,Year,2023,true,,,,,,,,,,,,,,,,,,,No,823,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AFR,Africa,Country,GIN,Guinea,Year,2023,true,,,,,,,,,,,,,,,,,,,No,823,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2023,true,,,,,,,,,,,,,,,,,,,No,823,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AMR,Americas,Country,HTI,Haiti,Year,2023,true,,,,,,,,,,,,,,,,,,,No,823,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AMR,Americas,Country,HND,Honduras,Year,2023,true,,,,,,,,,,,,,,,,,,,No,823,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,WPR,Western Pacific,Country,JPN,Japan,Year,2023,true,,,,,,,,,,,,,,,,,,,No,823,As of 15.06.2022.Lead concentration limit not specified,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AFR,Africa,Country,LSO,Lesotho,Year,2023,true,,,,,,,,,,,,,,,,,,,No,823,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AFR,Africa,Country,LBR,Liberia,Year,2023,true,,,,,,,,,,,,,,,,,,,No,823,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AFR,Africa,Country,MDG,Madagascar,Year,2023,true,,,,,,,,,,,,,,,,,,,No,823,,EN,2023-04-27T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,WPR,Western Pacific,Country,MYS,Malaysia,Year,2023,true,,,,,,,,,,,,,,,,,,,No,823,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,SEAR,South-East Asia,Country,MDV,Maldives,Year,2023,true,,,,,,,,,,,,,,,,,,,No,823,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AFR,Africa,Country,MLI,Mali,Year,2023,true,,,,,,,,,,,,,,,,,,,No,823,,EN,2023-04-27T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AFR,Africa,Country,MUS,Mauritius,Year,2023,true,,,,,,,,,,,,,,,,,,,No,823,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,WPR,Western Pacific,Country,MNG,Mongolia,Year,2023,true,,,,,,,,,,,,,,,,,,,No,823,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AFR,Africa,Country,MOZ,Mozambique,Year,2023,true,,,,,,,,,,,,,,,,,,,No,823,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2023,true,,,,,,,,,,,,,,,,,,,No,823,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AMR,Americas,Country,NIC,Nicaragua,Year,2023,true,,,,,,,,,,,,,,,,,,,No,823,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AFR,Africa,Country,NER,Niger,Year,2023,true,,,,,,,,,,,,,,,,,,,No,823,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AFR,Africa,Country,NGA,Nigeria,Year,2023,true,,,,,,,,,,,,,,,,,,,No,823,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,WPR,Western Pacific,Country,PLW,Palau,Year,2023,true,,,,,,,,,,,,,,,,,,,No,823,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EUR,Europe,Country,MDA,Republic of Moldova,Year,2023,true,,,,,,,,,,,,,,,,,,,No,823,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AFR,Africa,Country,RWA,Rwanda,Year,2023,true,,,,,,,,,,,,,,,,,,,No,823,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AMR,Americas,Country,KNA,Saint Kitts and Nevis,Year,2023,true,,,,,,,,,,,,,,,,,,,No,823,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AMR,Americas,Country,LCA,Saint Lucia,Year,2023,true,,,,,,,,,,,,,,,,,,,No,823,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,WPR,Western Pacific,Country,WSM,Samoa,Year,2023,true,,,,,,,,,,,,,,,,,,,No,823,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2023,true,,,,,,,,,,,,,,,,,,,No,823,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AFR,Africa,Country,SEN,Senegal,Year,2023,true,,,,,,,,,,,,,,,,,,,No,823,,EN,2023-04-11T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AFR,Africa,Country,SLE,Sierra Leone,Year,2023,true,,,,,,,,,,,,,,,,,,,No,823,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,WPR,Western Pacific,Country,SGP,Singapore,Year,2023,true,,,,,,,,,,,,,,,,,,,No,823,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,WPR,Western Pacific,Country,SLB,Solomon Islands,Year,2023,true,,,,,,,,,,,,,,,,,,,No,823,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EMR,Eastern Mediterranean,Country,SDN,Sudan,Year,2023,true,,,,,,,,,,,,,,,,,,,No,823,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AMR,Americas,Country,SUR,Suriname,Year,2023,true,,,,,,,,,,,,,,,,,,,No,823,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EMR,Eastern Mediterranean,Country,SYR,Syrian Arab Republic,Year,2023,true,,,,,,,,,,,,,,,,,,,No,823,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EUR,Europe,Country,TJK,Tajikistan,Year,2023,true,,,,,,,,,,,,,,,,,,,No,823,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2023,true,,,,,,,,,,,,,,,,,,,No,823,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AFR,Africa,Country,TGO,Togo,Year,2023,true,,,,,,,,,,,,,,,,,,,No,823,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2023,true,,,,,,,,,,,,,,,,,,,No,823,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EUR,Europe,Country,TUR,Türkiye,Year,2023,true,,,,,,,,,,,,,,,,,,,No,823,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,WPR,Western Pacific,Country,TUV,Tuvalu,Year,2023,true,,,,,,,,,,,,,,,,,,,No,823,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AFR,Africa,Country,UGA,Uganda,Year,2023,true,,,,,,,,,,,,,,,,,,,No,823,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,WPR,Western Pacific,Country,VUT,Vanuatu,Year,2023,true,,,,,,,,,,,,,,,,,,,No,823,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2023,true,,,,,,,,,,,,,,,,,,,No,823,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AFR,Africa,Country,ZMB,Zambia,Year,2023,true,,,,,,,,,,,,,,,,,,,No,823,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AFR,Africa,Country,ZWE,Zimbabwe,Year,2023,true,,,,,,,,,,,,,,,,,,,No,823,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AMR,Americas,Country,BHS,Bahamas,Year,2023,true,,,,,,,,,,,,,,,,,,,No data,827,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2023,true,,,,,,,,,,,,,,,,,,,No data,827,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AFR,Africa,Country,BWA,Botswana,Year,2023,true,,,,,,,,,,,,,,,,,,,No data,827,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2023,true,,,,,,,,,,,,,,,,,,,No data,827,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AFR,Africa,Country,CPV,Cabo Verde,Year,2023,true,,,,,,,,,,,,,,,,,,,No data,827,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,WPR,Western Pacific,Country,COK,Cook Islands,Year,2023,true,,,,,,,,,,,,,,,,,,,No data,827,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,SEAR,South-East Asia,Country,PRK,Democratic People's Republic of Korea,Year,2023,true,,,,,,,,,,,,,,,,,,,No data,827,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AMR,Americas,Country,DOM,Dominican Republic,Year,2023,true,,,,,,,,,,,,,,,,,,,No data,827,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AFR,Africa,Country,GNQ,Equatorial Guinea,Year,2023,true,,,,,,,,,,,,,,,,,,,No data,827,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AFR,Africa,Country,ERI,Eritrea,Year,2023,true,,,,,,,,,,,,,,,,,,,No data,827,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AMR,Americas,Country,GRD,Grenada,Year,2023,true,,,,,,,,,,,,,,,,,,,No data,827,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2023,true,,,,,,,,,,,,,,,,,,,No data,827,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2023,true,,,,,,,,,,,,,,,,,,,No data,827,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,WPR,Western Pacific,Country,KIR,Kiribati,Year,2023,true,,,,,,,,,,,,,,,,,,,No data,827,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EMR,Eastern Mediterranean,Country,LBY,Libya,Year,2023,true,,,,,,,,,,,,,,,,,,,No data,827,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,WPR,Western Pacific,Country,MHL,Marshall Islands,Year,2023,true,,,,,,,,,,,,,,,,,,,No data,827,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AFR,Africa,Country,MRT,Mauritania,Year,2023,true,,,,,,,,,,,,,,,,,,,No data,827,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,WPR,Western Pacific,Country,FSM,Micronesia (Federated States of),Year,2023,true,,,,,,,,,,,,,,,,,,,No data,827,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AFR,Africa,Country,NAM,Namibia,Year,2023,true,,,,,,,,,,,,,,,,,,,No data,827,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,WPR,Western Pacific,Country,NRU,Nauru,Year,2023,true,,,,,,,,,,,,,,,,,,,No data,827,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,WPR,Western Pacific,Country,NIU,Niue,Year,2023,true,,,,,,,,,,,,,,,,,,,No data,827,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,WPR,Western Pacific,Country,PNG,Papua New Guinea,Year,2023,true,,,,,,,,,,,,,,,,,,,No data,827,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AMR,Americas,Country,VCT,Saint Vincent and the Grenadines,Year,2023,true,,,,,,,,,,,,,,,,,,,No data,827,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EUR,Europe,Country,SMR,San Marino,Year,2023,true,,,,,,,,,,,,,,,,,,,No data,827,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AFR,Africa,Country,SYC,Seychelles,Year,2023,true,,,,,,,,,,,,,,,,,,,No data,827,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EMR,Eastern Mediterranean,Country,SOM,Somalia,Year,2023,true,,,,,,,,,,,,,,,,,,,No data,827,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AFR,Africa,Country,SSD,South Sudan,Year,2023,true,,,,,,,,,,,,,,,,,,,No data,827,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,WPR,Western Pacific,Country,TON,Tonga,Year,2023,true,,,,,,,,,,,,,,,,,,,No data,827,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EUR,Europe,Country,TKM,Turkmenistan,Year,2023,true,,,,,,,,,,,,,,,,,,,No data,827,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EUR,Europe,Country,UZB,Uzbekistan,Year,2023,true,,,,,,,,,,,,,,,,,,,No data,827,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AMR,Americas,Country,VEN,Venezuela (Bolivarian Republic of),Year,2023,true,,,,,,,,,,,,,,,,,,,No data,827,,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EUR,Europe,Country,ALB,Albania,Year,2023,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 31.03.2023.Lead concentration limit: EU REACH. Restricts the addition of certain specific lead compounds to paints intended for use by general public,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AMR,Americas,Country,JAM,Jamaica,Year,2023,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 31.03.2023.Lead concentration limit: 90 ppm in paints and varnishes,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2022,true,,,,,,,,,,,,,,,,,,,Yes,364,"As of 31.03.2023. Lead concentration limit:100 ppm for uncolored paints and 5000 ppm for colored paint (white paint, transparent coating material like varnish)",EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AMR,Americas,Country,PRY,Paraguay,Year,2022,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 31.03.2023. Lead concentration limit: 90 ppm,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,WPR,Western Pacific,Country,KOR,Republic of Korea,Year,2022,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 31.03.2023.Lead concentration limit: 0.009% for all lead compounds in paint and finishing materials used for children's places.,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EUR,Europe,Country,GEO,Georgia,Year,2021,true,,,,,,,,,,,,,,,,,,,Yes,364,"As of 31.03.2023.Lead concentration limit: 90 ppm. Restricts manufacture, sale and import of paints for construction use; some exceptions including artists paint",EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,WPR,Western Pacific,Country,LAO,Lao People's Democratic Republic,Year,2021,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 31.03.2023.Lead concentration limit: 90 ppm. Restricts use of lead acetate in all types of paints and coating material which are manufactured or imported.,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2021,true,,,,,,,,,,,,,,,,,,,Yes,364,"As of 31.03.2023.Lead concentration limit: 90 ppm lead limit for manufacture, import and sale of all types of paints",EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AMR,Americas,Country,PER,Peru,Year,2021,true,,,,,,,,,,,,,,,,,,,Yes,364,"As of 31.03.2023.Lead concentration limit: 90 ppm lead limit for the manufacture, import and sale of paint",EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EUR,Europe,Country,UKR,Ukraine,Year,2021,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 31.03.2023.Lead concentration limit: 90 ppm lead limit for the manufacture of paint,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,WPR,Western Pacific,Country,CHN,China,Year,2020,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 31.03.2023.Lead concentration limit: 90 ppm lead limit for woodware and architectural paints; 1000 ppm lead limit for vehicle and industrial paints,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AMR,Americas,Country,COL,Colombia,Year,2020,true,,,,,,,,,,,,,,,,,,,Yes,364,"As of 31.03.2023.Lead concentration limit: 90 ppm lead limit for use, manufacture, import or sale of household paints",EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AFR,Africa,Country,MWI,Malawi,Year,2020,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 31.03.2023.Lead concentration limit not specified,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EMR,Eastern Mediterranean,Country,SAU,Saudi Arabia,Year,2020,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 31.03.2023.Lead concentration limit: 90 ppm lead limit.,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2020,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 31.03.2023.Lead concentration limit: 600 ppm lead limit as of December 2020 and 90 ppm lead limit as of December 2025 for certain paints,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EUR,Europe,Country,ISR,Israel,Year,2019,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 31.03.2023.Lead concentration limit: 90 ppm lead limit for all paints,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EMR,Eastern Mediterranean,Country,LBN,Lebanon,Year,2019,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 31.03.2023.Lead concentration limit not specified. Restricts use of lead compounds in interior and exterior paints,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2018,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 31.03.2023.Lead concentration limit: 90 ppm for decorative paints,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AFR,Africa,Country,ETH,Ethiopia,Year,2018,true,,,,,,,,,,,,,,,,,,,Yes,364,"As of 31.03.2023.Lead concentration limit: 90 ppm lead limit for manufacture, import and sale of all paint",EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2018,true,,,,,,,,,,,,,,,,,,,Yes,364,"As of 31.03.2023.Lead concentration limit: 90 ppm total lead limit for the import and sale of household and decorative paint; exceptions for industrial paints, car paints, road paints and artist�s paints",EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EMR,Eastern Mediterranean,Country,KWT,Kuwait,Year,2018,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 31.03.2023.Lead concentration limit:600 ppm all lead compounds in certain types of paint,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AFR,Africa,Country,CMR,Cameroon,Year,2017,true,,,,,,,,,,,,,,,,,,,Yes,364,"As of 31.03.2023.Lead concentration limit: 90 ppm. Prohibits the manufacture, sale and import of specific lead additives",EN,2023-04-16T23:00:00.000Z
