dataset,variable,eq,pop,mean,median,gini,fgt0_40,fgt0_50,fgt0_60,fgt1_40,fgt1_50,fgt1_60,fgt2_40,fgt2_50,fgt2_60,meanpoor_40,meanpoor_50,meanpoor_60,meangap_40,meangap_50,meangap_60
be00,dhci,0,   7744092, 24667.53, 21424.82,    0.303,     3.72,     9.53,    16.79,     1.02,     2.02,     3.91,   0.0059,   0.0090,   0.0152,  6218.62,  8438.50,  9865.18,  2351.31,  2273.91,  2989.71
be00,mi,0,   7744092,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
be03,dhi,0,   8282723, 22409.42, 20141.29,    0.273,     4.45,     8.37,    15.00,     1.38,     2.38,     3.90,   0.0080,   0.0118,   0.0177,  5552.50,  7214.40,  8945.31,  2504.02,  2856.25,  3139.46
be03,dhci,0,   8282723, 22331.87, 20082.78,    0.272,     4.40,     8.36,    15.02,     1.37,     2.36,     3.88,   0.0079,   0.0117,   0.0176,  5523.67,  7203.84,  8940.38,  2509.44,  2837.55,  3109.29
be03,mi,0,   8282723, 23618.73, 20411.84,    0.519,    34.20,    35.93,    38.22,    28.90,    30.13,    31.28,   0.2668,   0.2771,   0.2863,  1265.17,  1649.01,  2225.47,  6899.57,  8556.91, 10021.63
be04,dhi,0,   8163711, 23891.99, 20912.81,    0.278,     2.73,     6.96,    13.08,     0.64,     1.47,     2.86,   0.0030,   0.0056,   0.0104,  6415.77,  8249.84,  9800.15,  1949.35,  2206.57,  2747.54
be04,dhci,0,   8163711, 23796.82, 20912.81,    0.277,     2.73,     6.96,    13.14,     0.64,     1.47,     2.87,   0.0030,   0.0056,   0.0104,  6416.08,  8249.96,  9808.73,  1949.05,  2206.45,  2738.96
be04,mi,0,   8163711, 25409.24, 21344.58,    0.542,    34.27,    35.92,    38.45,    29.65,    30.73,    31.80,   0.2772,   0.2862,   0.2943,  1149.71,  1540.95,  2215.42,  7388.12,  9131.34, 10591.33
be05,dhi,0,   8332135, 23568.32, 20759.46,    0.279,     3.75,     7.56,    14.12,     1.13,     2.03,     3.44,   0.0061,   0.0095,   0.0149,  5810.18,  7592.01,  9420.40,  2493.61,  2787.72,  3035.28
be05,dhci,0,   8332135, 23467.51, 20703.58,    0.277,     3.69,     7.53,    13.90,     1.12,     2.02,     3.42,   0.0061,   0.0095,   0.0148,  5765.41,  7573.85,  9365.14,  2516.02,  2777.94,  3057.01
be05,mi,0,   8332135, 24862.20, 20381.34,    0.533,    32.45,    34.87,    37.07,    27.68,    28.86,    30.03,   0.2572,   0.2665,   0.2751,  1197.50,  1756.17,  2323.50,  6955.03,  8434.50,  9905.31
be06,dhi,0,   8380391, 24059.43, 21317.23,    0.282,     3.80,     8.17,    14.36,     1.19,     2.13,     3.64,   0.0067,   0.0102,   0.0158,  5847.02,  7879.98,  9550.18,  2679.87,  2778.63,  3240.16
be06,dhci,0,   8380391, 23629.32, 20961.10,    0.277,     3.68,     7.93,    13.96,     1.16,     2.05,     3.49,   0.0066,   0.0099,   0.0152,  5751.45,  7773.71,  9429.57,  2632.99,  2706.84,  3147.09
be06,mi,0,   8380391, 24265.88, 20193.18,    0.520,    32.26,    34.40,    36.70,    27.47,    28.63,    29.80,   0.2530,   0.2630,   0.2720,  1199.20,  1694.41,  2279.48,  6878.07,  8402.18,  9836.43
be07,dhi,0,   8441704, 24486.01, 21237.49,    0.286,     3.32,     7.66,    14.37,     1.01,     1.82,     3.32,   0.0055,   0.0085,   0.0137,  5907.49,  8092.09,  9796.60,  2587.51,  2526.66,  2945.89
be07,dhci,0,   8441704, 24015.87, 20935.87,    0.282,     3.15,     7.19,    13.95,     0.99,     1.77,     3.22,   0.0054,   0.0084,   0.0133,  5742.10,  7895.28,  9665.07,  2632.25,  2572.65,  2896.45
be07,mi,0,   8441704, 24771.72, 20517.04,    0.522,    32.28,    34.33,    37.60,    27.01,    28.29,    29.55,   0.2488,   0.2589,   0.2682,  1338.49,  1806.22,  2634.84,  6868.32,  8452.30,  9675.38
be08,dhi,0,   8536093, 24635.29, 22096.24,    0.268,     3.28,     7.08,    13.83,     1.04,     1.84,     3.28,   0.0061,   0.0090,   0.0140,  6029.20,  8170.01, 10115.49,  2809.30,  2878.11,  3142.25
be08,dhci,0,   8536093, 24165.03, 21804.47,    0.264,     3.27,     6.86,    13.72,     1.03,     1.80,     3.19,   0.0060,   0.0089,   0.0137,  5978.73,  8043.85, 10045.41,  2743.06,  2858.38,  3037.27
be08,mi,0,   8536093, 24390.26, 20884.80,    0.507,    31.73,    33.66,    36.00,    26.97,    28.09,    29.23,   0.2494,   0.2588,   0.2674,  1253.13,  1729.09,  2357.69,  7100.79,  8713.31, 10173.19
be09,dhi,0,   8588195, 24912.48, 22117.81,    0.273,     3.49,     7.46,    14.04,     1.08,     1.93,     3.35,   0.0054,   0.0088,   0.0141,  6120.25,  8198.12, 10103.83,  2726.88,  2860.80,  3166.86
be09,dhci,0,   8588195, 24434.61, 21778.62,    0.268,     3.38,     7.23,    13.56,     1.05,     1.86,     3.23,   0.0053,   0.0085,   0.0136,  6011.97,  8083.52,  9950.21,  2699.47,  2805.79,  3116.96
be09,mi,0,   8588195, 24635.12, 21028.55,    0.513,    31.97,    34.93,    37.45,    27.37,    28.58,    29.85,   0.2542,   0.2634,   0.2723,  1208.43,  1910.99,  2558.85,  7202.99,  8603.28, 10058.28
be10,dhi,0,   8696001, 24708.51, 21911.58,    0.272,     3.37,     7.23,    13.85,     1.03,     1.84,     3.27,   0.0057,   0.0087,   0.0137,  6098.26,  8171.05, 10043.85,  2666.37,  2784.74,  3103.10
be10,dhci,0,   8696001, 24199.12, 21594.68,    0.267,     3.20,     7.02,    13.46,     1.00,     1.77,     3.16,   0.0056,   0.0085,   0.0133,  5936.54,  8073.71,  9918.08,  2701.33,  2723.63,  3038.73
be10,mi,0,   8696001, 24387.48, 20833.72,    0.523,    33.04,    35.15,    37.88,    28.09,    29.28,    30.48,   0.2607,   0.2702,   0.2790,  1246.92,  1739.53,  2442.34,  7086.57,  8677.33, 10057.89
be11,dhi,0,   8743469, 24175.21, 21457.25,    0.277,     4.00,     8.16,    14.56,     1.45,     2.30,     3.76,   0.0089,   0.0123,   0.0177,  5468.21,  7708.38,  9550.13,  3114.69,  3020.24,  3324.22
be11,dhci,0,   8743469, 23708.60, 21146.71,    0.272,     3.86,     7.73,    14.24,     1.42,     2.22,     3.64,   0.0087,   0.0120,   0.0172,  5352.70,  7531.62,  9441.61,  3105.98,  3041.73,  3246.40
be11,mi,0,   8743469, 23711.96, 20265.90,    0.526,    33.83,    36.05,    38.31,    29.14,    30.27,    31.41,   0.2736,   0.2821,   0.2902,  1123.99,  1624.38,  2189.80,  6982.37,  8508.57,  9969.74
be12,dhi,0,   8802568, 25104.91, 22438.41,    0.271,     3.55,     7.64,    13.89,     1.05,     1.90,     3.37,   0.0053,   0.0086,   0.0140,  6317.42,  8424.63, 10193.07,  2657.94,  2794.57,  3269.97
be12,dhci,0,   8802568, 24601.96, 22107.15,    0.266,     3.53,     7.44,    13.39,     1.02,     1.84,     3.27,   0.0052,   0.0084,   0.0135,  6286.50,  8319.03, 10022.52,  2556.36,  2734.55,  3241.77
be12,mi,0,   8802568, 24428.62, 21746.23,    0.519,    33.48,    35.71,    38.19,    29.23,    30.29,    31.40,   0.2742,   0.2827,   0.2906,  1106.60,  1650.02,  2318.23,  7591.89,  9223.09, 10729.51
be13,dhi,0,   8856021, 24882.40, 22357.52,    0.269,     4.01,     7.62,    14.59,     1.18,     2.06,     3.55,   0.0061,   0.0097,   0.0152,  6305.02,  8157.98, 10148.03,  2637.98,  3020.78,  3266.48
be13,dhci,0,   8856021, 24375.21, 22078.23,    0.264,     3.82,     7.42,    14.11,     1.16,     2.01,     3.46,   0.0060,   0.0095,   0.0148,  6149.54,  8044.70,  9994.01,  2681.75,  2994.42,  3252.93
be13,mi,0,   8856021, 24328.89, 21039.26,    0.526,    34.03,    36.31,    38.55,    29.86,    30.92,    32.00,   0.2813,   0.2895,   0.2972,  1031.88,  1559.89,  2143.92,  7383.82,  8959.74, 10479.63
be14,dhi,0,   8887748, 24948.44, 22245.45,    0.270,     3.80,     7.69,    14.33,     1.09,     1.98,     3.46,   0.0054,   0.0089,   0.0144,  6347.12,  8255.08, 10128.09,  2551.06,  2867.65,  3219.18
be14,dhci,0,   8887748, 24468.19, 22001.64,    0.265,     3.71,     7.55,    13.90,     1.08,     1.95,     3.39,   0.0054,   0.0088,   0.0142,  6241.34,  8154.47,  9980.33,  2559.32,  2846.35,  3220.66
be14,mi,0,   8887748, 24305.69, 20183.62,    0.533,    34.68,    37.25,    39.31,    30.07,    31.26,    32.43,   0.2823,   0.2911,   0.2995,  1074.19,  1622.44,  2119.99,  6999.26,  8469.37,  9990.18
be15,dhi,0,   8964839, 25300.89, 22227.51,    0.276,     4.05,     7.46,    13.98,     1.06,     1.98,     3.39,   0.0055,   0.0089,   0.0143,  6576.36,  8165.64, 10100.90,  2314.64,  2948.11,  3235.60
be15,dhci,0,   8964839, 24828.95, 21996.28,    0.271,     4.01,     7.35,    13.75,     1.03,     1.94,     3.33,   0.0054,   0.0087,   0.0140,  6537.78,  8094.01, 10000.07,  2260.73,  2904.13,  3197.70
be15,mi,0,   8964839, 24151.61, 20130.48,    0.540,    35.39,    37.63,    39.65,    30.83,    31.97,    33.08,   0.2908,   0.2992,   0.3072,  1037.69,  1513.83,  2002.16,  7014.50,  8551.41, 10076.13
be16,dhi,0,   8983870, 25016.25, 22339.42,    0.273,     3.86,     8.34,    14.87,     1.08,     2.05,     3.62,   0.0055,   0.0090,   0.0148,  6444.49,  8426.46, 10142.80,  2491.27,  2743.25,  3260.85
be16,dhci,0,   8983870, 24535.45, 21946.31,    0.269,     3.73,     8.09,    14.41,     1.03,     1.96,     3.47,   0.0053,   0.0087,   0.0142,  6347.99,  8314.73,  9995.87,  2430.54,  2658.42,  3171.91
be16,mi,0,   8983870, 24452.35, 20028.28,    0.540,    34.76,    37.31,    39.57,    30.30,    31.45,    32.61,   0.2864,   0.2945,   0.3024,  1028.05,  1571.18,  2114.29,  6983.26,  8442.96,  9902.68
be17,dhi,0,   9072535, 25203.03, 22817.94,    0.266,     3.86,     8.19,    14.78,     1.08,     2.01,     3.57,   0.0060,   0.0093,   0.0149,  6560.16,  8615.15, 10381.83,  2567.02,  2793.82,  3308.93
be17,dhci,0,   9072535, 24698.84, 22418.53,    0.262,     3.69,     7.91,    14.12,     1.04,     1.92,     3.43,   0.0059,   0.0090,   0.0144,  6433.62,  8485.81, 10183.53,  2533.79,  2723.45,  3267.59
be17,mi,0,   9072535, 24810.62, 20969.08,    0.526,    33.87,    36.19,    38.40,    29.63,    30.74,    31.82,   0.2800,   0.2880,   0.2956,  1049.41,  1577.52,  2157.58,  7338.22,  8907.02, 10423.87
br06,dhi,0, 127959265,  6802.20,  4336.84,    0.483,    10.96,    17.50,    24.09,     3.96,     6.04,     8.49,   0.0220,   0.0321,   0.0445,  1108.19,  1420.05,  1685.42,   626.55,   748.37,   916.69
br06,dhci,0, 127959265,  6801.40,  4336.14,    0.483,    10.97,    17.50,    24.09,     3.97,     6.05,     8.50,   0.0222,   0.0322,   0.0446,  1105.88,  1418.18,  1683.83,   628.57,   749.88,   917.85
br06,mi,0, 127959265,  5906.75,  3389.84,    0.586,    21.94,    26.00,    32.87,    13.98,    16.03,    18.35,   0.1151,   0.1278,   0.1413,   491.73,   649.59,   898.53,   864.21,  1045.33,  1135.37
br09,dhi,0, 136020958,  7490.30,  5049.62,    0.456,     9.73,    15.72,    22.82,     3.36,     5.28,     7.64,   0.0176,   0.0268,   0.0384,  1321.51,  1676.78,  2015.34,   698.33,   848.03,  1014.44
br09,dhci,0, 136020958,  7488.99,  5048.83,    0.456,     9.75,    15.74,    22.84,     3.38,     5.30,     7.66,   0.0178,   0.0270,   0.0386,  1318.93,  1674.08,  2012.93,   700.61,   850.34,  1016.38
br09,mi,0, 136020958,  6465.78,  3970.88,    0.565,    21.43,    26.38,    31.99,    14.07,    15.99,    18.19,   0.1178,   0.1296,   0.1422,   545.42,   782.09,  1027.91,  1042.93,  1203.35,  1354.62
br11,dhi,0, 140663243,  7877.77,  5419.30,    0.449,     9.70,    15.92,    22.38,     3.72,     5.56,     7.82,   0.0211,   0.0302,   0.0414,  1337.37,  1763.44,  2114.75,   830.35,   946.20,  1136.83
br11,dhci,0, 140663243,  7876.41,  5417.00,    0.449,     9.73,    15.92,    22.38,     3.73,     5.57,     7.83,   0.0212,   0.0303,   0.0415,  1335.61,  1760.66,  2112.50,   831.19,   947.84,  1137.70
br11,mi,0, 140663243,  6875.98,  4293.06,    0.564,    22.09,    26.44,    32.06,    15.20,    16.97,    19.04,   0.1312,   0.1420,   0.1536,   536.07,   768.47,  1045.95,  1181.15,  1378.06,  1529.88
br13,dhi,0, 145573554,  8609.37,  5988.64,    0.441,     9.51,    15.36,    21.91,     3.36,     5.19,     7.44,   0.0177,   0.0267,   0.0378,  1548.36,  1982.03,  2373.67,   847.10,  1012.30,  1219.51
br13,dhci,0, 145573554,  8608.31,  5987.59,    0.441,     9.53,    15.38,    21.92,     3.37,     5.20,     7.44,   0.0177,   0.0268,   0.0379,  1547.71,  1981.00,  2372.56,   847.32,  1012.79,  1220.00
br13,mi,0, 145573554,  7505.98,  4706.64,    0.566,    22.49,    26.67,    32.24,    15.74,    17.47,    19.48,   0.1371,   0.1476,   0.1590,   564.86,   811.45,  1117.51,  1317.79,  1541.87,  1706.47
br16,dhi,0, 152035674,  7838.93,  5333.71,    0.464,    12.14,    18.13,    23.89,     5.75,     7.55,     9.81,   0.0397,   0.0493,   0.0608,  1123.70,  1555.73,  1885.95,  1009.79,  1111.13,  1314.28
br16,dhci,0, 152035674,  7838.63,  5333.71,    0.464,    12.15,    18.14,    23.89,     5.75,     7.56,     9.81,   0.0397,   0.0493,   0.0608,  1123.45,  1555.49,  1885.73,  1010.04,  1111.37,  1314.50
br16,mi,0, 152035674,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
ca71,dhi,0,         0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
ca71,dhci,0,         0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
ca71,mi,0,         0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
ca73,dhi,0,         0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
ca73,dhci,0,         0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
ca73,mi,0,         0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
ca75,dhi,0,         0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
ca75,dhci,0,         0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
ca75,mi,0,         0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
ca77,dhi,0,         0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
ca77,dhci,0,         0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
ca77,mi,0,         0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
ca79,dhi,0,         0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
ca79,dhci,0,         0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
ca79,mi,0,         0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
ca81,dhi,0,  17733506, 23090.04, 21484.64,    0.289,     7.55,    13.57,    20.81,     2.77,     4.28,     6.44,   0.0166,   0.0232,   0.0324,  5440.62,  7357.14,  8903.14,  3153.23,  3385.18,  3987.64
ca81,dhci,0,  17733506, 23090.04, 21484.64,    0.289,     7.55,    13.57,    20.81,     2.77,     4.28,     6.44,   0.0166,   0.0232,   0.0324,  5440.62,  7357.14,  8903.14,  3153.23,  3385.18,  3987.64
ca81,mi,0,  17733506, 24840.70, 23146.74,    0.387,    19.89,    24.21,    28.66,    12.72,    14.58,    16.55,   0.1037,   0.1156,   0.1279,  3339.46,  4602.48,  5868.27,  5919.24,  6970.89,  8019.78
ca82,dhi,0,  18049432, 22434.67, 20578.73,    0.290,     7.20,    11.71,    19.60,     2.67,     4.01,     5.94,   0.0158,   0.0221,   0.0304,  5179.64,  6766.23,  8603.23,  3051.85,  3523.14,  3744.01
ca82,dhci,0,  18049432, 22434.67, 20578.73,    0.290,     7.20,    11.71,    19.60,     2.67,     4.01,     5.94,   0.0158,   0.0221,   0.0304,  5179.64,  6766.23,  8603.23,  3051.85,  3523.14,  3744.01
ca82,mi,0,  18049432, 23646.71, 21631.57,    0.405,    21.22,    25.18,    29.79,    13.55,    15.46,    17.47,   0.1099,   0.1227,   0.1356,  3129.32,  4174.92,  5368.74,  5523.30,  6640.86,  7610.20
ca84,dhi,0,  18649463, 22212.96, 20056.91,    0.302,     7.66,    12.42,    19.52,     2.84,     4.27,     6.18,   0.0171,   0.0237,   0.0323,  5043.22,  6581.74,  8224.14,  2979.54,  3446.72,  3810.01
ca84,dhci,0,  18649463, 22212.96, 20056.91,    0.302,     7.66,    12.42,    19.52,     2.84,     4.27,     6.18,   0.0171,   0.0237,   0.0323,  5043.22,  6581.74,  8224.14,  2979.54,  3446.72,  3810.01
ca84,mi,0,  18649463, 23335.12, 20878.55,    0.426,    22.63,    26.75,    30.85,    14.90,    16.84,    18.83,   0.1233,   0.1362,   0.1492,  2853.60,  3866.92,  4878.14,  5497.82,  6572.36,  7648.99
ca85,dhi,0,  18913997, 22717.13, 20502.35,    0.300,     6.79,    12.20,    19.30,     2.48,     3.86,     5.82,   0.0147,   0.0208,   0.0291,  5212.50,  7011.14,  8591.82,  2988.44,  3240.04,  3709.59
ca85,dhci,0,  18913997, 22717.13, 20502.35,    0.300,     6.79,    12.20,    19.30,     2.48,     3.86,     5.82,   0.0147,   0.0208,   0.0291,  5212.50,  7011.14,  8591.82,  2988.44,  3240.04,  3709.59
ca85,mi,0,  18913997, 24101.10, 21532.73,    0.421,    21.87,    26.24,    30.58,    14.26,    16.20,    18.23,   0.1169,   0.1297,   0.1428,  2997.75,  4117.76,  5217.08,  5615.34,  6648.61,  7702.56
ca86,dhi,0,  19151275, 22494.82, 20541.09,    0.282,     6.00,    10.81,    17.66,     2.26,     3.46,     5.22,   0.0144,   0.0195,   0.0267,  5121.83,  6980.08,  8681.45,  3094.60,  3290.46,  3643.20
ca86,dhci,0,  19151275, 22494.82, 20541.09,    0.282,     6.00,    10.81,    17.66,     2.26,     3.46,     5.22,   0.0144,   0.0195,   0.0267,  5121.83,  6980.08,  8681.45,  3094.60,  3290.46,  3643.20
ca86,mi,0,  19151275, 24086.41, 22021.53,    0.399,    20.86,    24.71,    29.04,    13.06,    15.01,    16.99,   0.1044,   0.1175,   0.1305,  3292.18,  4324.19,  5480.44,  5516.43,  6686.57,  7732.48
ca87,dhi,0,  19453789, 22889.40, 20740.55,    0.284,     5.81,    10.42,    17.44,     1.95,     3.14,     4.90,   0.0112,   0.0162,   0.0235,  5518.90,  7245.15,  8947.18,  2777.32,  3125.12,  3497.15
ca87,dhci,0,  19453789, 22889.40, 20740.55,    0.284,     5.81,    10.42,    17.44,     1.95,     3.14,     4.90,   0.0112,   0.0162,   0.0235,  5518.90,  7245.15,  8947.18,  2777.32,  3125.12,  3497.15
ca87,mi,0,  19453789, 24989.06, 22448.03,    0.404,    20.39,    24.73,    29.19,    12.63,    14.61,    16.65,   0.1003,   0.1133,   0.1265,  3415.69,  4594.97,  5784.73,  5563.52,  6629.04,  7684.09
ca88,dhi,0,  19740903, 23415.56, 21312.27,    0.279,     5.40,    10.13,    16.95,     1.88,     3.03,     4.76,   0.0113,   0.0160,   0.0230,  5553.45,  7464.42,  9193.81,  2971.46,  3191.72,  3593.55
ca88,dhci,0,  19740903, 23415.56, 21312.27,    0.279,     5.40,    10.13,    16.95,     1.88,     3.03,     4.76,   0.0113,   0.0160,   0.0230,  5553.45,  7464.42,  9193.81,  2971.46,  3191.72,  3593.55
ca88,mi,0,  19740903, 25508.77, 23050.22,    0.403,    20.48,    24.34,    28.80,    13.00,    14.87,    16.82,   0.1052,   0.1176,   0.1301,  3369.15,  4485.17,  5755.81,  5850.94,  7039.94,  8074.32
ca89,dhi,0,  20040286, 23728.36, 21778.05,    0.276,     5.90,    10.09,    17.11,     2.25,     3.36,     5.04,   0.0151,   0.0197,   0.0264,  5386.86,  7261.06,  9216.42,  3324.36,  3627.96,  3850.41
ca89,dhci,0,  20040286, 23728.36, 21778.05,    0.276,     5.90,    10.09,    17.11,     2.25,     3.36,     5.04,   0.0151,   0.0197,   0.0264,  5386.86,  7261.06,  9216.42,  3324.36,  3627.96,  3850.41
ca89,mi,0,  20040286, 25948.74, 23591.99,    0.393,    19.70,    23.53,    28.07,    12.28,    14.14,    16.08,   0.0987,   0.1109,   0.1232,  3554.76,  4709.28,  6045.83,  5882.04,  7086.72,  8109.36
ca90,dhi,0,  20373208, 23559.06, 21472.82,    0.279,     5.71,     9.73,    16.56,     2.36,     3.40,     4.99,   0.0158,   0.0204,   0.0269,  5035.35,  6991.56,  9003.22,  3553.78,  3744.85,  3880.47
ca90,dhci,0,  20373208, 23559.06, 21472.82,    0.279,     5.71,     9.73,    16.56,     2.36,     3.40,     4.99,   0.0158,   0.0204,   0.0269,  5035.35,  6991.56,  9003.22,  3553.78,  3744.85,  3880.47
ca90,mi,0,  20373208, 25842.45, 23096.97,    0.406,    20.19,    24.55,    29.19,    12.64,    14.57,    16.60,   0.1018,   0.1142,   0.1270,  3457.60,  4695.01,  5979.66,  5781.18,  6853.47,  7878.52
ca91,dhi,0,  20732014, 22766.28, 20637.63,    0.284,     5.98,    10.35,    17.03,     2.40,     3.52,     5.17,   0.0160,   0.0208,   0.0277,  4938.88,  6810.36,  8622.12,  3316.17,  3508.46,  3760.46
ca91,dhci,0,  20732014, 22766.28, 20637.63,    0.284,     5.98,    10.35,    17.03,     2.40,     3.52,     5.17,   0.0160,   0.0208,   0.0277,  4938.88,  6810.36,  8622.12,  3316.17,  3508.46,  3760.46
ca91,mi,0,  20732014, 24476.80, 21668.55,    0.421,    21.58,    25.97,    30.71,    13.88,    15.87,    17.95,   0.1136,   0.1263,   0.1395,  3093.49,  4215.94,  5402.40,  5573.93,  6618.34,  7598.73
ca92,dhi,0,  21054442, 22994.82, 20810.30,    0.284,     6.26,    10.37,    16.96,     2.28,     3.47,     5.13,   0.0138,   0.0191,   0.0263,  5297.87,  6928.06,  8712.93,  3026.26,  3477.09,  3773.25
ca92,dhci,0,  21054442, 22994.82, 20810.30,    0.284,     6.26,    10.37,    16.96,     2.28,     3.47,     5.13,   0.0138,   0.0191,   0.0263,  5297.87,  6928.06,  8712.93,  3026.26,  3477.09,  3773.25
ca92,mi,0,  21054442, 24428.78, 21524.19,    0.428,    22.58,    27.06,    31.16,    14.50,    16.56,    18.65,   0.1181,   0.1316,   0.1453,  3082.73,  4175.80,  5184.60,  5526.94,  6586.30,  7729.91
ca93,dhi,0,  21424524, 22242.99, 20145.40,    0.280,     5.81,     9.93,    16.20,     2.33,     3.40,     4.98,   0.0155,   0.0201,   0.0267,  4825.32,  6627.22,  8373.37,  3232.84,  3445.48,  3713.87
ca93,dhci,0,  21424524, 22242.99, 20145.40,    0.280,     5.81,     9.93,    16.20,     2.33,     3.40,     4.98,   0.0155,   0.0201,   0.0267,  4825.32,  6627.22,  8373.37,  3232.84,  3445.48,  3713.87
ca93,mi,0,  21424524, 23437.01, 20792.02,    0.427,    22.49,    26.71,    31.21,    14.95,    16.89,    18.91,   0.1247,   0.1372,   0.1501,  2787.54,  3821.17,  4915.01,  5529.26,  6574.84,  7560.20
ca94,dhi,0,  21786912, 22658.37, 20619.36,    0.277,     5.68,     9.94,    16.44,     2.06,     3.18,     4.82,   0.0129,   0.0176,   0.0244,  5260.35,  7013.13,  8745.18,  2987.39,  3296.55,  3626.43
ca94,dhci,0,  21786912, 22658.37, 20619.36,    0.277,     5.68,     9.94,    16.44,     2.06,     3.18,     4.82,   0.0129,   0.0176,   0.0244,  5260.35,  7013.13,  8745.18,  2987.39,  3296.55,  3626.43
ca94,mi,0,  21786912, 24074.17, 21377.03,    0.427,    22.88,    27.19,    31.33,    15.01,    17.02,    19.05,   0.1242,   0.1372,   0.1505,  2941.70,  3998.91,  5029.90,  5609.11,  6689.60,  7796.32
ca95,dhi,0,  22109504, 22535.76, 20349.68,    0.281,     5.82,    10.05,    16.38,     2.00,     3.17,     4.79,   0.0118,   0.0168,   0.0238,  5344.25,  6968.37,  8641.44,  2795.62,  3206.47,  3568.37
