dataset,variable,eq,pop,mean,median,gini,fgt0_40,fgt0_50,fgt0_60,fgt1_40,fgt1_50,fgt1_60,fgt2_40,fgt2_50,fgt2_60,meanpoor_40,meanpoor_50,meanpoor_60,meangap_40,meangap_50,meangap_60
at99,dhi,0,   8094155, 19370.65, 16669.24,    0.297,     3.28,     7.90,    14.73,     0.96,     1.89,     3.50,   0.0048,   0.0081,   0.0137,  4712.90,  6342.57,  7621.91,  1954.80,  1992.06,  2379.64
at99,dhci,0,   8094155, 19370.65, 16669.24,    0.297,     3.28,     7.90,    14.73,     0.96,     1.89,     3.50,   0.0048,   0.0081,   0.0137,  4712.90,  6342.57,  7621.91,  1954.80,  1992.06,  2379.64
at99,mi,0,   8094155,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
at00,dhi,0,   8113392, 18825.47, 16265.08,    0.289,     3.80,     8.00,    14.14,     1.30,     2.18,     3.66,   0.0064,   0.0103,   0.0160,  4274.29,  5917.30,  7234.86,  2231.74,  2215.24,  2524.19
at00,dhci,0,   8113392, 18825.47, 16265.08,    0.289,     3.80,     8.00,    14.14,     1.30,     2.18,     3.66,   0.0064,   0.0103,   0.0160,  4274.29,  5917.30,  7234.86,  2231.74,  2215.24,  2524.19
at00,mi,0,   8113392,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
at03,dhi,0,   8048106, 20321.72, 17579.53,    0.296,     4.35,     8.92,    15.24,     1.31,     2.33,     3.91,   0.0066,   0.0107,   0.0169,  4907.19,  6497.07,  7840.25,  2124.62,  2292.70,  2707.47
at03,dhci,0,   8048106, 20215.68, 17491.03,    0.296,     4.38,     8.85,    15.22,     1.31,     2.34,     3.91,   0.0066,   0.0108,   0.0169,  4897.71,  6433.75,  7800.67,  2098.70,  2311.76,  2693.95
at03,mi,0,   8048106, 19935.31, 16027.55,    0.483,    23.70,    27.01,    30.41,    18.38,    19.78,    21.28,   0.1675,   0.1759,   0.1850,  1438.19,  2144.97,  2888.06,  4972.83,  5868.80,  6728.47
at04,dhi,0,   8141875, 21422.37, 18327.26,    0.299,     3.68,     8.47,    15.37,     1.08,     2.04,     3.62,   0.0051,   0.0087,   0.0146,  5188.51,  6959.91,  8409.31,  2142.39,  2203.72,  2587.04
at04,dhci,0,   8141875, 21307.35, 18273.19,    0.300,     3.80,     8.45,    15.62,     1.09,     2.07,     3.67,   0.0051,   0.0088,   0.0148,  5208.06,  6900.47,  8387.44,  2101.21,  2236.13,  2576.47
at04,mi,0,   8141875, 20366.41, 15949.26,    0.488,    22.92,    26.31,    30.95,    18.54,    19.77,    21.23,   0.1687,   0.1770,   0.1855,  1219.83,  1981.01,  3004.11,  5159.88,  5993.62,  6565.45
at05,dhi,0,   8182229, 20393.27, 17808.17,    0.288,     3.52,     7.89,    14.52,     1.11,     2.04,     3.55,   0.0056,   0.0092,   0.0148,  4869.05,  6605.93,  8074.23,  2254.22,  2298.15,  2610.67
at05,dhci,0,   8182229, 20299.42, 17732.67,    0.288,     3.55,     7.88,    14.76,     1.11,     2.03,     3.55,   0.0056,   0.0092,   0.0148,  4872.49,  6581.13,  8080.37,  2220.58,  2285.21,  2559.23
at05,mi,0,   8182229, 18912.32, 15214.58,    0.495,    25.26,    28.44,    32.06,    20.53,    21.77,    23.15,   0.1883,   0.1967,   0.2053,  1139.12,  1783.25,  2535.24,  4946.71,  5824.05,  6593.51
at06,dhi,0,   8214446, 20891.32, 17842.69,    0.297,     3.84,     7.94,    14.60,     1.12,     2.07,     3.56,   0.0054,   0.0091,   0.0148,  5052.83,  6596.27,  8097.68,  2084.25,  2325.07,  2607.93
at06,dhci,0,   8214446, 20791.84, 17802.32,    0.297,     3.93,     8.09,    14.79,     1.13,     2.09,     3.59,   0.0054,   0.0092,   0.0150,  5069.48,  6596.29,  8086.15,  2051.45,  2304.87,  2595.24
at06,mi,0,   8214446, 19596.53, 15380.84,    0.507,    25.98,    29.06,    33.08,    20.66,    22.00,    23.50,   0.1876,   0.1970,   0.2063,  1260.00,  1868.86,  2671.22,  4892.33,  5821.56,  6557.28
at07,dhi,0,   8241523, 21885.99, 18843.16,    0.306,     5.48,    10.10,    17.29,     1.61,     2.82,     4.58,   0.0086,   0.0134,   0.0205,  5328.31,  6794.06,  8311.88,  2208.96,  2627.52,  2994.01
at07,dhci,0,   8241523, 21747.50, 18735.48,    0.306,     5.56,    10.11,    17.32,     1.64,     2.86,     4.63,   0.0087,   0.0136,   0.0208,  5288.18,  6722.44,  8237.26,  2206.01,  2645.30,  3004.03
at07,mi,0,   8241523, 21623.72, 16428.25,    0.514,    26.04,    29.69,    32.99,    20.28,    21.81,    23.37,   0.1814,   0.1919,   0.2023,  1453.53,  2181.50,  2875.47,  5117.77,  6032.62,  6981.48
at08,dhi,0,   8262101, 22285.27, 19426.31,    0.304,     5.75,    10.23,    16.79,     1.86,     3.04,     4.75,   0.0102,   0.0153,   0.0225,  5257.59,  6824.98,  8360.26,  2512.94,  2888.18,  3295.53
at08,dhci,0,   8262101, 22121.74, 19312.68,    0.305,     5.66,    10.31,    17.04,     1.89,     3.08,     4.80,   0.0105,   0.0156,   0.0228,  5139.48,  6772.63,  8321.33,  2585.60,  2883.71,  3266.28
at08,mi,0,   8262101, 21961.21, 16915.14,    0.520,    26.74,    30.20,    34.05,    20.83,    22.35,    24.02,   0.1867,   0.1972,   0.2079,  1494.43,  2198.58,  2988.75,  5271.63,  6258.99,  7160.33
at09,dhi,0,   8283237, 23145.32, 20100.23,    0.314,     6.04,    11.30,    17.47,     2.10,     3.37,     5.19,   0.0116,   0.0172,   0.0249,  5247.22,  7052.83,  8477.58,  2792.87,  2997.28,  3582.56
at09,dhci,0,   8283237, 22940.13, 19900.53,    0.314,     6.20,    11.28,    17.35,     2.11,     3.37,     5.20,   0.0118,   0.0173,   0.0251,  5251.65,  6975.14,  8364.43,  2708.57,  2975.13,  3575.89
at09,mi,0,   8283237, 22298.80, 16476.05,    0.533,    27.78,    30.85,    34.36,    21.61,    23.14,    24.69,   0.1937,   0.2046,   0.2152,  1463.48,  2058.31,  2780.22,  5126.94,  6179.71,  7105.41
at10,dhi,0,   8315881, 22946.72, 20000.96,    0.303,     5.32,    10.53,    17.32,     1.64,     2.88,     4.70,   0.0086,   0.0135,   0.0209,  5526.02,  7264.54,  8741.98,  2474.37,  2735.94,  3258.59
at10,dhci,0,   8315881, 22801.31, 19782.50,    0.304,     5.20,    10.41,    17.27,     1.65,     2.86,     4.66,   0.0089,   0.0137,   0.0210,  5398.94,  7168.04,  8667.82,  2514.06,  2723.21,  3201.68
at10,mi,0,   8315881, 21590.20, 16329.87,    0.524,    27.82,    31.36,    34.96,    21.81,    23.37,    24.99,   0.1958,   0.2067,   0.2175,  1410.30,  2079.27,  2794.86,  5121.65,  6085.66,  7003.06
at11,dhi,0,   8344294, 22790.77, 19612.49,    0.309,     5.91,    10.06,    17.30,     2.01,     3.16,     4.88,   0.0114,   0.0165,   0.0237,  5182.66,  6722.52,  8445.20,  2662.34,  3083.72,  3322.30
at11,dhci,0,   8344294, 22672.51, 19496.87,    0.310,     5.75,    10.01,    17.56,     2.00,     3.16,     4.88,   0.0114,   0.0165,   0.0236,  5082.77,  6674.62,  8443.98,  2715.97,  3073.82,  3254.14
at11,mi,0,   8344294, 21779.57, 16440.35,    0.524,    27.36,    30.92,    35.00,    21.38,    22.91,    24.61,   0.1924,   0.2029,   0.2136,  1435.48,  2128.83,  2928.59,  5140.66,  6091.34,  6935.62
at12,dhi,0,   8368625, 22263.85, 19261.46,    0.306,     6.02,    10.61,    16.82,     2.14,     3.35,     5.08,   0.0122,   0.0176,   0.0251,  4971.49,  6587.64,  8068.73,  2733.09,  3043.10,  3488.15
at12,dhci,0,   8368625, 22149.93, 19143.89,    0.306,     5.90,    10.36,    16.59,     2.13,     3.34,     5.06,   0.0122,   0.0176,   0.0250,  4888.29,  6486.64,  7983.70,  2769.27,  3085.30,  3502.63
at12,mi,0,   8368625, 21309.66, 16358.91,    0.524,    28.08,    31.07,    34.32,    22.28,    23.72,    25.21,   0.2009,   0.2115,   0.2217,  1350.77,  1935.09,  2604.43,  5192.80,  6244.36,  7210.92
at13,dhi,0,   8403374, 23297.10, 19815.51,    0.311,     5.27,     9.49,    16.07,     1.58,     2.72,     4.36,   0.0082,   0.0129,   0.0197,  5546.70,  7068.44,  8665.56,  2379.51,  2839.31,  3223.75
at13,dhci,0,   8403374, 23297.10, 19815.51,    0.311,     5.27,     9.49,    16.07,     1.58,     2.72,     4.36,   0.0082,   0.0129,   0.0197,  5546.70,  7068.44,  8665.56,  2379.51,  2839.31,  3223.75
at13,mi,0,   8403374, 22275.60, 16995.46,    0.529,    28.20,    30.99,    34.74,    22.32,    23.74,    25.24,   0.2002,   0.2111,   0.2215,  1417.99,  1988.75,  2787.42,  5380.20,  6508.98,  7409.86
at14,dhi,0,   8476451, 22909.87, 19946.95,    0.307,     5.70,    10.41,    17.42,     1.62,     2.84,     4.66,   0.0084,   0.0133,   0.0207,  5717.00,  7251.79,  8766.37,  2261.78,  2721.69,  3201.80
at14,dhci,0,   8476451, 22909.87, 19946.95,    0.307,     5.70,    10.41,    17.42,     1.62,     2.84,     4.66,   0.0084,   0.0133,   0.0207,  5717.00,  7251.79,  8766.37,  2261.78,  2721.69,  3201.80
at14,mi,0,   8476451, 21786.65, 16509.68,    0.528,    27.40,    31.00,    35.05,    21.83,    23.27,    24.90,   0.1993,   0.2087,   0.2186,  1343.53,  2057.76,  2867.83,  5260.34,  6197.08,  7037.98
at15,dhi,0,   8590169, 22826.48, 20006.43,    0.308,     5.05,    11.26,    17.98,     2.04,     3.20,     5.10,   0.0127,   0.0174,   0.0247,  4768.64,  7157.88,  8601.13,  3233.93,  2845.33,  3402.73
at15,dhci,0,   8590169, 22826.48, 20006.43,    0.308,     5.05,    11.26,    17.98,     2.04,     3.20,     5.10,   0.0127,   0.0174,   0.0247,  4768.64,  7157.88,  8601.13,  3233.93,  2845.33,  3402.73
at15,mi,0,   8590169, 22079.93, 16589.27,    0.529,    27.30,    30.98,    35.03,    21.98,    23.39,    25.00,   0.2011,   0.2104,   0.2201,  1294.22,  2032.84,  2850.06,  5341.49,  6261.79,  7103.51
at16,dhi,0,   8640974, 23883.75, 20776.89,    0.310,     6.07,    10.79,    17.52,     2.39,     3.55,     5.29,   0.0147,   0.0200,   0.0273,  5036.38,  6970.42,  8701.06,  3274.38,  3418.03,  3765.08
at16,dhci,0,   8640974, 23883.75, 20776.89,    0.310,     6.07,    10.79,    17.52,     2.39,     3.55,     5.29,   0.0147,   0.0200,   0.0273,  5036.38,  6970.42,  8701.06,  3274.38,  3418.03,  3765.08
at16,mi,0,   8640974, 22820.36, 16961.39,    0.530,    27.94,    30.64,    33.88,    22.59,    23.93,    25.27,   0.2064,   0.2159,   0.2252,  1299.12,  1856.18,  2585.58,  5485.43,  6624.52,  7591.25
at17,dhi,0,   8652285, 23569.23, 20842.82,    0.300,     5.79,    10.80,    17.18,     1.88,     3.13,     4.98,   0.0093,   0.0149,   0.0227,  5625.50,  7401.95,  8884.10,  2711.62,  3019.46,  3621.59
at17,dhci,0,   8652285, 23569.23, 20842.82,    0.300,     5.79,    10.80,    17.18,     1.88,     3.13,     4.98,   0.0093,   0.0149,   0.0227,  5625.50,  7401.95,  8884.10,  2711.62,  3019.46,  3621.59
at17,mi,0,   8652285, 22705.54, 17772.25,    0.515,    27.33,    30.39,    34.07,    21.95,    23.34,    24.83,   0.2001,   0.2096,   0.2192,  1399.87,  2061.77,  2892.94,  5709.03,  6824.35,  7770.41
at18,dhi,0,   8706396, 23801.41, 20638.92,    0.310,     5.58,    10.40,    17.65,     1.96,     3.09,     4.84,   0.0113,   0.0162,   0.0233,  5353.65,  7253.81,  8983.81,  2901.92,  3065.65,  3399.54
at18,dhci,0,   8706396, 23801.41, 20638.92,    0.310,     5.58,    10.40,    17.65,     1.96,     3.09,     4.84,   0.0113,   0.0162,   0.0233,  5353.65,  7253.81,  8983.81,  2901.92,  3065.65,  3399.54
at18,mi,0,   8706396, 22941.64, 17057.17,    0.528,    27.36,    29.94,    33.35,    22.23,    23.51,    24.84,   0.2039,   0.2129,   0.2217,  1279.82,  1833.47,  2612.76,  5543.05,  6695.12,  7621.54
at19,dhi,0,   8757572, 24250.79, 20997.89,    0.304,     6.31,    10.60,    16.26,     2.09,     3.31,     4.98,   0.0114,   0.0170,   0.0244,  5615.32,  7224.02,  8741.21,  2783.84,  3274.93,  3857.52
at19,dhci,0,   8757572, 24250.79, 20997.89,    0.304,     6.31,    10.60,    16.26,     2.09,     3.31,     4.98,   0.0114,   0.0170,   0.0244,  5615.32,  7224.02,  8741.21,  2783.84,  3274.93,  3857.52
at19,mi,0,   8757572, 23758.43, 18245.80,    0.522,    27.52,    31.09,    34.23,    21.97,    23.45,    24.98,   0.2011,   0.2105,   0.2202,  1471.03,  2242.26,  2958.29,  5827.29,  6880.64,  7989.20
at20,dhi,0,   8796902, 24141.81, 21466.63,    0.298,     6.51,    11.11,    16.75,     2.20,     3.50,     5.21,   0.0125,   0.0183,   0.0260,  5680.99,  7352.64,  8873.61,  2905.67,  3380.68,  4006.37
at20,dhci,0,   8796902, 24141.81, 21466.63,    0.298,     6.51,    11.11,    16.75,     2.20,     3.50,     5.21,   0.0125,   0.0183,   0.0260,  5680.99,  7352.64,  8873.61,  2905.67,  3380.68,  4006.37
at20,mi,0,   8796902, 22565.49, 17614.22,    0.525,    29.05,    32.08,    35.59,    23.48,    24.85,    26.34,   0.2159,   0.2253,   0.2347,  1351.29,  1986.47,  2747.88,  5694.39,  6820.64,  7820.65
au81,dhi,0,  15054659, 13695.38, 11524.56,    0.313,     6.08,    10.51,    16.03,     2.14,     3.37,     4.99,   0.0129,   0.0181,   0.0253,  2984.94,  3914.16,  4763.55,  1624.88,  1848.12,  2151.19
au81,dhci,0,  15054659, 13695.38, 11524.56,    0.313,     6.08,    10.51,    16.03,     2.14,     3.37,     4.99,   0.0129,   0.0181,   0.0253,  2984.94,  3914.16,  4763.55,  1624.88,  1848.12,  2151.19
au81,mi,0,  15054659,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
au85,dhi,0,  15900414, 14151.30, 11697.10,    0.325,     5.86,    10.69,    16.34,     2.23,     3.41,     5.07,   0.0137,   0.0188,   0.0260,  2897.20,  3984.36,  4840.26,  1781.64,  1864.19,  2178.01
au85,dhci,0,  15900414, 14151.30, 11697.10,    0.325,     5.86,    10.69,    16.34,     2.23,     3.41,     5.07,   0.0137,   0.0188,   0.0260,  2897.20,  3984.36,  4840.26,  1781.64,  1864.19,  2178.01
au85,mi,0,  15900414,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
au89,dhi,0,  16674962, 14543.15, 12009.50,    0.331,     6.52,    11.26,    17.46,     2.37,     3.62,     5.39,   0.0136,   0.0194,   0.0272,  3057.99,  4072.95,  4979.10,  1745.81,  1931.80,  2226.60
au89,dhci,0,  16674962, 14543.15, 12009.50,    0.331,     6.52,    11.26,    17.46,     2.37,     3.62,     5.39,   0.0136,   0.0194,   0.0272,  3057.99,  4072.95,  4979.10,  1745.81,  1931.80,  2226.60
au89,mi,0,  16674962, 16770.74, 13438.84,    0.463,    22.01,    25.75,    30.08,    15.26,    16.94,    18.75,   0.1293,   0.1408,   0.1524,  1648.68,  2298.56,  3036.38,  3726.86,  4420.86,  5026.92
au95,dhi,0,  17578427, 13316.09, 10997.42,    0.329,     5.73,    10.65,    17.29,     2.46,     3.57,     5.28,   0.0173,   0.0218,   0.0286,  2508.90,  3657.79,  4582.93,  1890.07,  1840.92,  2015.53
au95,dhci,0,  17578427, 13316.09, 10997.42,    0.329,     5.73,    10.65,    17.29,     2.46,     3.57,     5.28,   0.0173,   0.0218,   0.0286,  2508.90,  3657.79,  4582.93,  1890.07,  1840.92,  2015.53
au95,mi,0,  17578427, 14419.23, 11713.51,    0.497,    26.31,    29.32,    33.60,    20.64,    22.07,    23.61,   0.1874,   0.1969,   0.2065,  1009.06,  1448.30,  2089.06,  3676.34,  4408.46,  4939.05
au01,dhi,0,  18747308, 15358.68, 12507.63,    0.337,     6.37,    10.54,    17.40,     2.44,     3.63,     5.31,   0.0160,   0.0211,   0.0283,  3086.43,  4100.81,  5214.58,  1916.62,  2153.01,  2290.00
au01,dhci,0,  18747308, 15358.68, 12507.63,    0.337,     6.37,    10.54,    17.40,     2.44,     3.63,     5.31,   0.0160,   0.0211,   0.0283,  3086.43,  4100.81,  5214.58,  1916.62,  2153.01,  2290.00
au01,mi,0,  18747308, 16412.37, 12907.48,    0.505,    26.22,    29.99,    33.88,    20.77,    22.22,    23.83,   0.1868,   0.1970,   0.2072,  1072.17,  1672.72,  2295.94,  4090.82,  4781.02,  5448.55
au03,dhi,0,  19236087, 15851.29, 12931.29,    0.337,     6.25,    10.64,    17.35,     2.46,     3.64,     5.32,   0.0168,   0.0217,   0.0286,  3136.77,  4253.61,  5380.18,  2035.75,  2212.04,  2378.59
au03,dhci,0,  19236087, 15851.29, 12931.29,    0.337,     6.25,    10.64,    17.35,     2.46,     3.64,     5.32,   0.0168,   0.0217,   0.0286,  3136.77,  4253.61,  5380.18,  2035.75,  2212.04,  2378.59
au03,mi,0,  19236087, 17380.66, 13786.35,    0.496,    25.39,    29.33,    33.05,    19.36,    20.98,    22.67,   0.1737,   0.1839,   0.1944,  1308.50,  1963.29,  2597.00,  4206.04,  4929.89,  5674.81
au04,dhi,0,  19520636, 17286.38, 14188.71,    0.332,     4.97,     9.72,    17.13,     1.75,     2.82,     4.54,   0.0113,   0.0154,   0.0218,  3672.28,  5034.20,  6258.12,  2003.21,  2060.15,  2255.11
au04,dhci,0,  19520636, 17008.09, 14035.16,    0.327,     4.84,     9.52,    16.69,     1.74,     2.78,     4.46,   0.0113,   0.0152,   0.0215,  3598.90,  4969.16,  6169.00,  2015.16,  2048.42,  2252.09
au04,mi,0,  19520636, 18613.21, 14918.48,    0.491,    25.52,    29.00,    33.06,    18.93,    20.61,    22.34,   0.1669,   0.1781,   0.1894,  1539.71,  2158.62,  2901.25,  4427.68,  5300.62,  6049.84
au08,dhi,0,  20507949, 21863.45, 17259.51,    0.355,     5.63,    10.37,    18.45,     1.78,     3.01,     4.87,   0.0102,   0.0151,   0.0224,  4718.81,  6128.71,  7623.91,  2185.00,  2501.05,  2731.80
au08,dhci,0,  20507949, 21180.89, 17006.66,    0.347,     5.60,    10.37,    18.06,     1.76,     2.97,     4.79,   0.0102,   0.0150,   0.0221,  4662.07,  6064.68,  7500.09,  2140.60,  2438.64,  2703.90
au08,mi,0,  20507949, 23792.41, 18191.10,    0.494,    23.29,    27.39,    32.23,    15.83,    17.71,    19.73,   0.1340,   0.1462,   0.1588,  2330.56,  3216.52,  4233.71,  4945.88,  5879.03,  6680.95
au10,dhi,0,  21472970, 21746.56, 17509.70,    0.348,     6.15,    10.74,    18.11,     2.16,     3.39,     5.19,   0.0129,   0.0182,   0.0256,  4546.10,  5986.89,  7498.07,  2457.78,  2767.96,  3007.75
au10,dhci,0,  21472970, 21086.71, 17045.41,    0.340,     5.89,    10.35,    17.31,     2.07,     3.24,     4.96,   0.0125,   0.0175,   0.0246,  4416.22,  5852.93,  7298.94,  2401.95,  2669.78,  2928.30
au10,mi,0,  21472970, 22816.66, 17772.92,    0.490,    24.34,    28.26,    32.39,    17.26,    19.05,    20.92,   0.1487,   0.1606,   0.1727,  2068.39,  2897.35,  3776.63,  5040.77,  5989.11,  6887.12
au14,dhi,0,  22529837, 23175.42, 18613.99,    0.342,     5.39,    10.00,    16.81,     1.97,     3.06,     4.75,   0.0121,   0.0167,   0.0235,  4728.40,  6459.48,  8013.49,  2717.19,  2847.51,  3154.90
au14,dhci,0,  22529837, 22578.24, 18298.66,    0.337,     5.29,     9.76,    16.33,     1.92,     2.97,     4.63,   0.0118,   0.0163,   0.0229,  4667.81,  6360.56,  7868.72,  2651.66,  2788.77,  3110.48
au14,mi,0,  22529837, 25206.17, 19340.98,    0.499,    23.72,    27.82,    31.95,    16.44,    18.30,    20.23,   0.1400,   0.1522,   0.1646,  2375.71,  3311.43,  4256.70,  5360.69,  6359.06,  7347.89
au16,dhi,0,  23152515, 22740.10, 18500.60,    0.338,     5.83,    10.89,    17.40,     2.02,     3.23,     5.02,   0.0120,   0.0170,   0.0244,  4834.37,  6507.70,  7895.14,  2565.87,  2742.60,  3205.22
au16,dhci,0,  23152515, 22183.51, 18214.63,    0.333,     5.98,    10.66,    17.22,     2.00,     3.21,     4.99,   0.0118,   0.0169,   0.0242,  4846.88,  6363.76,  7760.62,  2438.97,  2743.56,  3168.16
au16,mi,0,  23152515, 24768.58, 19343.41,    0.483,    22.77,    26.95,    31.40,    15.94,    17.75,    19.66,   0.1370,   0.1484,   0.1603,  2319.52,  3302.60,  4339.10,  5417.84,  6369.10,  7266.94
au18,dhi,0,  23875907, 22989.55, 18906.33,    0.342,     6.47,    11.78,    17.32,     2.26,     3.60,     5.39,   0.0129,   0.0187,   0.0267,  4924.86,  6567.91,  7814.22,  2637.67,  2885.26,  3529.58
au18,dhci,0,  23875907, 22493.24, 18457.94,    0.338,     6.26,    11.31,    16.96,     2.22,     3.49,     5.24,   0.0129,   0.0185,   0.0261,  4761.62,  6384.11,  7654.01,  2621.56,  2844.86,  3420.75
au18,mi,0,  23875907, 25634.63, 20124.32,    0.486,    22.97,    27.13,    31.34,    16.11,    17.86,    19.77,   0.1382,   0.1497,   0.1615,  2406.79,  3438.62,  4458.30,  5642.94,  6623.54,  7616.29
be85,dhi,0,   9858200, 12304.19, 11149.80,    0.252,     2.17,     5.78,    13.15,     0.71,     1.33,     2.64,   0.0039,   0.0061,   0.0102,  2993.21,  4295.83,  5344.85,  1466.71,  1279.08,  1345.03
be85,dhci,0,   9858200, 12304.19, 11149.80,    0.252,     2.17,     5.78,    13.15,     0.71,     1.33,     2.64,   0.0039,   0.0061,   0.0102,  2993.21,  4295.83,  5344.85,  1466.71,  1279.08,  1345.03
be85,mi,0,   9858200,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
be88,dhi,0,   9884000, 12944.45, 11723.00,    0.257,     2.82,     6.65,    12.70,     0.83,     1.56,     2.83,   0.0049,   0.0074,   0.0117,  3306.23,  4484.83,  5467.44,  1382.97,  1376.67,  1566.36
be88,dhci,0,   9884000, 12944.45, 11723.00,    0.257,     2.82,     6.65,    12.70,     0.83,     1.56,     2.83,   0.0049,   0.0074,   0.0117,  3306.23,  4484.83,  5467.44,  1382.97,  1376.67,  1566.36
be88,mi,0,   9884000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
be92,dhi,0,  10045623, 13931.45, 12739.63,    0.249,     3.12,     6.99,    12.24,     1.16,     1.90,     3.14,   0.0074,   0.0101,   0.0146,  3204.81,  4641.61,  5680.42,  1891.04,  1728.20,  1963.36
be92,dhci,0,  10045623, 13931.45, 12739.63,    0.249,     3.12,     6.99,    12.24,     1.16,     1.90,     3.14,   0.0074,   0.0101,   0.0146,  3204.81,  4641.61,  5680.42,  1891.04,  1728.20,  1963.36
be92,mi,0,  10045623, 14214.72, 12602.18,    0.483,    27.53,    30.71,    33.51,    24.34,    25.28,    26.41,   0.2340,   0.2390,   0.2450,   583.96,  1114.66,  1601.63,  4456.91,  5186.43,  5959.68
be95,dhi,0,  10178935, 16686.30, 14748.66,    0.284,     4.69,     8.30,    14.94,     1.50,     2.47,     4.02,   0.0089,   0.0128,   0.0187,  4009.57,  5178.58,  6465.09,  1889.90,  2195.75,  2384.11
be95,dhci,0,  10178935, 16673.57, 14742.16,    0.284,     4.69,     8.30,    14.94,     1.50,     2.47,     4.02,   0.0089,   0.0128,   0.0187,  4009.57,  5178.15,  6464.85,  1887.30,  2192.93,  2380.45
be95,mi,0,  10178935,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
be97,dhi,0,  10199786, 16395.49, 14608.35,    0.269,     4.32,     7.89,    13.04,     1.40,     2.32,     3.69,   0.0079,   0.0117,   0.0173,  3945.13,  5154.50,  6283.98,  1898.21,  2149.68,  2481.03
be97,dhci,0,  10199786, 16395.49, 14608.35,    0.269,     4.32,     7.89,    13.04,     1.40,     2.32,     3.69,   0.0079,   0.0117,   0.0173,  3945.13,  5154.50,  6283.98,  1898.21,  2149.68,  2481.03
be97,mi,0,  10199786, 17707.19, 15026.83,    0.506,    29.76,    32.83,    35.20,    24.51,    25.85,    27.22,   0.2231,   0.2335,   0.2433,  1060.29,  1596.98,  2043.21,  4950.44,  5916.43,  6972.89
