dataset,variable,eq,pop,mean,median,gini,fgt0_40,fgt0_50,fgt0_60,fgt1_40,fgt1_50,fgt1_60,fgt2_40,fgt2_50,fgt2_60,meanpoor_40,meanpoor_50,meanpoor_60,meangap_40,meangap_50,meangap_60
il12,mi,0,   7444626, 13106.16,  9226.94,    0.509,    23.60,    28.43,    33.08,    13.12,    15.70,    18.20,   0.0996,   0.1158,   0.1323,  1638.05,  2066.28,  2491.01,  2052.73,  2547.19,  3045.15
il13,dhi,0,   7584741, 12844.19, 10189.59,    0.403,    14.39,    20.44,    26.59,     4.89,     7.40,    10.10,   0.0239,   0.0375,   0.0529,  2690.15,  3251.09,  3791.20,  1385.69,  1843.71,  2322.55
il13,dhci,0,   7584741, 12565.89, 10029.47,    0.399,    14.14,    20.20,    26.38,     4.78,     7.26,     9.94,   0.0234,   0.0367,   0.0519,  2654.45,  3211.43,  3751.18,  1357.33,  1803.30,  2266.51
il13,mi,0,   7584741, 13977.66, 10015.66,    0.491,    21.75,    26.40,    31.27,    11.79,    14.23,    16.66,   0.0880,   0.1033,   0.1191,  1834.47,  2308.20,  2807.42,  2171.79,  2699.63,  3201.97
il14,dhi,0,   7716700, 13010.33, 10568.41,    0.400,    15.46,    21.36,    27.67,     5.48,     8.03,    10.76,   0.0281,   0.0424,   0.0583,  2728.69,  3298.22,  3874.27,  1498.67,  1985.98,  2466.77
il14,dhci,0,   7716700, 12719.93, 10381.85,    0.395,    15.17,    20.84,    27.13,     5.35,     7.85,    10.56,   0.0274,   0.0414,   0.0570,  2688.90,  3234.39,  3804.72,  1463.84,  1956.53,  2424.39
il14,mi,0,   7716700, 14172.75, 10452.67,    0.485,    22.09,    27.04,    32.33,    12.08,    14.58,    17.10,   0.0904,   0.1060,   0.1221,  1894.09,  2407.74,  2955.61,  2286.98,  2818.60,  3315.99
il15,dhi,0,   7877061, 13431.63, 10813.69,    0.399,    15.17,    20.79,    26.34,     5.31,     7.78,    10.41,   0.0265,   0.0406,   0.0561,  2810.43,  3383.62,  3924.28,  1515.04,  2023.22,  2563.94
il15,dhci,0,   7877061, 13181.08, 10683.29,    0.396,    15.10,    20.42,    26.13,     5.26,     7.69,    10.31,   0.0262,   0.0402,   0.0555,  2783.63,  3328.56,  3881.67,  1489.68,  2013.09,  2528.30
il15,mi,0,   7877061, 14689.35, 10837.88,    0.485,    21.71,    26.84,    31.93,    11.81,    14.27,    16.78,   0.0860,   0.1021,   0.1185,  1977.76,  2537.99,  3085.67,  2357.39,  2880.95,  3417.06
il16,dhi,0,   8201662, 13602.26, 11133.74,    0.391,    15.30,    21.32,    27.26,     4.98,     7.63,    10.40,   0.0240,   0.0382,   0.0541,  3004.94,  3574.32,  4132.49,  1448.55,  1992.55,  2547.76
il16,dhci,0,   8201662, 13407.16, 11010.54,    0.389,    15.17,    21.11,    27.05,     4.91,     7.54,    10.28,   0.0236,   0.0376,   0.0535,  2979.23,  3539.87,  4095.99,  1424.98,  1965.40,  2510.33
il16,mi,0,   8201662, 14905.09, 10905.31,    0.480,    21.17,    26.26,    31.58,    11.26,    13.75,    16.29,   0.0825,   0.0980,   0.1140,  2041.70,  2597.54,  3167.20,  2320.43,  2855.11,  3375.99
il17,dhi,0,   8360050, 14220.80, 11734.84,    0.383,    14.52,    20.53,    26.04,     5.25,     7.70,    10.31,   0.0272,   0.0408,   0.0560,  2994.94,  3665.21,  4251.53,  1698.99,  2202.21,  2789.38
il17,dhci,0,   8360050, 13977.62, 11652.58,    0.380,    14.47,    20.56,    26.02,     5.23,     7.68,    10.28,   0.0270,   0.0406,   0.0557,  2976.58,  3650.46,  4229.83,  1684.45,  2175.83,  2761.72
il17,mi,0,   8360050, 15628.54, 11756.29,    0.470,    21.05,    26.47,    31.38,    11.43,    13.89,    16.40,   0.0846,   0.0998,   0.1157,  2148.87,  2793.68,  3367.23,  2553.64,  3084.47,  3686.54
il18,dhi,0,   8508885, 14760.56, 12117.23,    0.387,    14.64,    20.58,    26.48,     4.94,     7.43,    10.10,   0.0243,   0.0379,   0.0532,  3211.83,  3870.83,  4497.13,  1635.06,  2187.78,  2773.21
il18,dhci,0,   8508885, 14566.19, 11912.90,    0.385,    14.24,    20.11,    25.99,     4.80,     7.25,     9.88,   0.0236,   0.0369,   0.0519,  3158.59,  3810.06,  4432.25,  1606.57,  2146.39,  2715.49
il18,mi,0,   8508885, 16350.64, 12205.40,    0.475,    21.31,    26.54,    31.96,    11.29,    13.80,    16.35,   0.0820,   0.0978,   0.1141,  2294.54,  2929.56,  3576.88,  2587.62,  3173.14,  3746.36
in04,dhi,0, 996607206,  1271.09,   778.18,    0.505,    13.10,    19.58,    26.59,     5.05,     7.29,     9.95,   0.0302,   0.0416,   0.0553,   191.26,   244.18,   292.21,   120.01,   144.91,   174.70
in04,dhci,0, 996607206,  1179.99,   682.15,    0.533,    15.27,    21.66,    28.58,     6.59,     8.92,    11.61,   0.0429,   0.0554,   0.0699,   155.16,   200.63,   243.07,   117.70,   140.44,   166.22
in04,mi,0, 996607206,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
in11,dhi,0,1211296909,  1894.46,  1146.76,    0.513,    13.73,    20.20,    26.84,     5.38,     7.70,    10.33,   0.0323,   0.0442,   0.0583,   278.89,   354.91,   423.19,   179.82,   218.47,   264.87
in11,dhci,0,1211296909,  1775.81,  1034.10,    0.536,    15.67,    22.20,    28.17,     6.82,     9.24,    11.90,   0.0439,   0.0570,   0.0720,   233.63,   301.99,   358.48,   180.01,   215.06,   261.98
in11,mi,0,1211296909,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
is04,dhi,0,    284532, 18496.01, 15888.34,    0.277,     2.73,     5.44,    10.24,     0.82,     1.47,     2.49,   0.0043,   0.0068,   0.0107,  4444.31,  5804.50,  7216.79,  1911.03,  2139.67,  2316.21
is04,dhci,0,    284532, 18496.01, 15888.34,    0.277,     2.73,     5.44,    10.24,     0.82,     1.47,     2.49,   0.0043,   0.0068,   0.0107,  4444.31,  5804.50,  7216.79,  1911.03,  2139.67,  2316.21
is04,mi,0,    284532,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
is07,dhi,0,    304359, 22664.90, 19029.88,    0.293,     2.52,     5.87,    11.53,     0.66,     1.32,     2.53,   0.0034,   0.0057,   0.0097,  5617.78,  7371.18,  8908.90,  1994.17,  2143.75,  2509.03
is07,dhci,0,    304359, 22328.51, 18642.04,    0.293,     2.55,     5.68,    11.45,     0.67,     1.35,     2.51,   0.0034,   0.0057,   0.0098,  5494.74,  7102.30,  8732.62,  1962.08,  2218.72,  2452.61
is07,mi,0,    304359,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
is10,dhi,0,    300766, 18061.28, 16050.39,    0.262,     2.63,     6.40,    12.11,     0.72,     1.43,     2.68,   0.0036,   0.0061,   0.0104,  4671.05,  6232.72,  7499.41,  1749.11,  1792.47,  2130.83
is10,dhci,0,    300766, 17494.05, 15630.31,    0.261,     2.69,     6.22,    12.04,     0.82,     1.49,     2.70,   0.0043,   0.0068,   0.0111,  4335.52,  5945.18,  7272.30,  1916.61,  1869.98,  2105.89
is10,mi,0,    300766,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
it86,dhi,0,  62715920, 11063.00,  9416.13,    0.324,     6.83,    11.90,    19.58,     1.85,     3.31,     5.37,   0.0081,   0.0144,   0.0232,  2744.00,  3399.59,  4100.33,  1022.45,  1308.47,  1549.35
it86,dhci,0,  62715920, 11063.00,  9416.13,    0.324,     6.83,    11.90,    19.58,     1.85,     3.31,     5.37,   0.0081,   0.0144,   0.0232,  2744.00,  3399.59,  4100.33,  1022.45,  1308.47,  1549.35
it86,mi,0,  62715920,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
it87,dhi,0,  56594483, 12125.81, 10010.67,    0.345,     8.24,    13.63,    20.28,     3.03,     4.52,     6.54,   0.0187,   0.0255,   0.0346,  2531.15,  3343.45,  4069.06,  1473.12,  1661.89,  1937.34
it87,dhci,0,  56594483, 12081.05,  9988.20,    0.345,     7.92,    13.16,    19.72,     3.03,     4.51,     6.54,   0.0186,   0.0254,   0.0345,  2468.51,  3280.26,  4004.95,  1526.77,  1713.84,  1987.97
it87,mi,0,  56594483,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
it89,dhi,0,  56649203, 13601.63, 11408.39,    0.326,     5.88,    11.81,    18.75,     1.29,     2.75,     4.87,   0.0051,   0.0104,   0.0188,  3564.16,  4377.38,  5068.84,   999.20,  1326.82,  1776.20
it89,dhci,0,  56649203, 13551.53, 11356.08,    0.326,     5.94,    11.79,    18.70,     1.28,     2.74,     4.84,   0.0051,   0.0104,   0.0188,  3560.58,  4356.01,  5048.78,   981.85,  1322.03,  1764.87
it89,mi,0,  56649203,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
it91,dhi,0,  56744119, 13615.39, 11635.37,    0.315,     5.77,    11.81,    18.74,     1.71,     3.03,     5.09,   0.0082,   0.0136,   0.0218,  3273.92,  4326.34,  5085.49,  1380.23,  1491.35,  1895.74
it91,dhci,0,  56744119, 13574.90, 11599.54,    0.314,     5.78,    11.61,    18.69,     1.70,     3.00,     5.05,   0.0081,   0.0135,   0.0217,  3275.50,  4301.00,  5078.71,  1364.32,  1498.77,  1881.01
it91,mi,0,  56744119,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
it93,dhi,0,  56960300, 12979.58, 11120.20,    0.355,    10.84,    16.59,    23.17,     4.12,     5.97,     8.29,   0.0246,   0.0339,   0.0454,  2758.89,  3558.76,  4286.10,  1689.19,  2001.34,  2386.02
it93,dhci,0,  56960300, 12941.78, 11092.23,    0.355,    10.81,    16.53,    23.23,     4.10,     5.95,     8.27,   0.0246,   0.0338,   0.0452,  2752.46,  3549.12,  4286.22,  1684.43,  1996.99,  2369.11
it93,mi,0,  56960300,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
it95,dhi,0,  56560186, 12616.03, 10675.63,    0.354,    10.30,    15.75,    22.18,     3.89,     5.68,     7.88,   0.0214,   0.0309,   0.0422,  2656.75,  3413.21,  4128.89,  1613.51,  1924.60,  2276.49
it95,dhci,0,  56560186, 12558.55, 10631.17,    0.353,    10.19,    15.74,    22.41,     3.87,     5.64,     7.85,   0.0213,   0.0307,   0.0419,  2639.62,  3409.86,  4144.69,  1612.85,  1905.73,  2234.01
it95,mi,0,  56560186,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
it98,dhi,0,  56619857, 13685.55, 11403.79,    0.367,    11.08,    15.74,    22.21,     4.50,     6.22,     8.37,   0.0283,   0.0375,   0.0483,  2710.57,  3448.99,  4264.89,  1850.95,  2252.91,  2577.38
it98,dhci,0,  56619857, 13630.54, 11377.17,    0.366,    11.06,    15.82,    22.22,     4.48,     6.21,     8.35,   0.0282,   0.0374,   0.0482,  2707.05,  3457.29,  4260.96,  1843.82,  2231.30,  2565.35
it98,mi,0,  56619857,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
it00,dhi,0,  56638906, 13965.34, 11758.96,    0.352,    10.09,    15.12,    21.50,     3.72,     5.43,     7.56,   0.0221,   0.0307,   0.0411,  2968.34,  3768.51,  4574.50,  1735.25,  2110.97,  2480.87
it00,dhci,0,  56638906, 13901.80, 11720.04,    0.351,    10.03,    15.15,    21.52,     3.71,     5.41,     7.55,   0.0221,   0.0305,   0.0410,  2954.40,  3768.50,  4566.77,  1733.62,  2091.52,  2465.25
it00,mi,0,  56638906,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
it04,dhi,0,  57208421, 14653.29, 12215.77,    0.356,     9.10,    15.28,    22.42,     3.02,     4.82,     7.14,   0.0163,   0.0245,   0.0353,  3264.07,  4182.18,  4995.22,  1622.24,  1925.71,  2334.24
it04,dhci,0,  57208421, 14583.20, 12172.11,    0.355,     9.18,    15.34,    22.31,     3.00,     4.80,     7.13,   0.0162,   0.0244,   0.0351,  3275.66,  4182.20,  4970.13,  1593.19,  1903.86,  2333.13
it04,mi,0,  57208421,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
it08,dhi,0,  58359611, 15167.81, 12897.80,    0.347,     9.20,    15.38,    22.47,     3.21,     5.00,     7.32,   0.0187,   0.0267,   0.0373,  3356.26,  4352.33,  5217.56,  1802.87,  2096.57,  2521.12
it08,dhci,0,  58359611, 15113.20, 12872.86,    0.347,     9.13,    15.08,    22.52,     3.21,     5.00,     7.33,   0.0186,   0.0266,   0.0373,  3336.69,  4301.29,  5209.05,  1812.45,  2135.14,  2514.66
it08,mi,0,  58359611,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
it10,dhi,0,  58894192, 14746.36, 12649.62,    0.347,    10.30,    15.98,    23.20,     4.00,     5.80,     8.05,   0.0246,   0.0334,   0.0443,  3095.20,  4029.47,  4955.42,  1964.65,  2295.34,  2634.35
it10,dhci,0,  58894192, 14688.59, 12616.65,    0.347,    10.36,    15.94,    23.28,     3.99,     5.78,     8.03,   0.0245,   0.0332,   0.0441,  3104.76,  4020.90,  4958.81,  1941.90,  2287.42,  2611.18
it10,mi,0,  58894192,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
it14,dhi,0,  60483295, 13273.22, 11431.49,    0.359,    12.05,    17.81,    24.35,     5.27,     7.17,     9.48,   0.0357,   0.0452,   0.0569,  2571.87,  3415.86,  4189.50,  2000.73,  2299.88,  2669.40
it14,dhci,0,  60483295, 13198.38, 11403.47,    0.358,    12.04,    17.91,    24.40,     5.27,     7.16,     9.48,   0.0357,   0.0452,   0.0569,  2563.88,  3421.44,  4184.12,  1997.51,  2280.30,  2657.96
it14,mi,0,  60483295, 12221.11,  8522.54,    0.564,    29.57,    32.37,    36.27,    24.89,    26.12,    27.48,   0.2311,   0.2398,   0.2484,   538.74,   822.66,  1239.94,  2870.28,  3438.62,  3873.58
it16,dhi,0,  60243342, 13980.10, 12051.77,    0.363,    12.24,    18.54,    25.29,     5.58,     7.61,    10.01,   0.0379,   0.0480,   0.0602,  2623.44,  3553.41,  4367.58,  2197.26,  2472.48,  2863.48
it16,dhci,0,  60243342, 13879.24, 12032.47,    0.361,    12.32,    18.46,    25.22,     5.58,     7.61,    10.02,   0.0379,   0.0480,   0.0602,  2634.36,  3537.23,  4353.07,  2178.63,  2479.01,  2866.41
it16,mi,0,  60243342, 13017.77,  8815.30,    0.573,    29.83,    32.68,    35.86,    25.72,    26.83,    28.09,   0.2434,   0.2504,   0.2578,   486.31,   788.76,  1146.27,  3039.82,  3618.89,  4142.91
it20,dhi,0,  59236213, 14517.19, 12146.66,    0.358,    11.25,    17.20,    22.86,     3.96,     6.05,     8.40,   0.0214,   0.0317,   0.0442,  3150.00,  3936.46,  4609.08,  1708.67,  2136.87,  2678.91
it20,dhci,0,  59236213, 14406.68, 12093.38,    0.356,    11.23,    17.04,    22.94,     3.96,     6.04,     8.40,   0.0214,   0.0317,   0.0441,  3130.26,  3902.01,  4598.39,  1707.09,  2144.68,  2657.64
it20,mi,0,  59236213, 13251.74,  8678.20,    0.581,    30.29,    32.63,    36.14,    26.24,    27.30,    28.47,   0.2485,   0.2554,   0.2626,   464.09,   709.46,  1105.43,  3007.19,  3629.64,  4101.49
jp08,dhi,0, 127704275, 15282.90, 12986.73,    0.348,    10.00,    15.70,    21.79,     3.30,     5.17,     7.46,   0.0169,   0.0260,   0.0374,  3480.04,  4356.87,  5125.54,  1714.66,  2136.50,  2666.49
jp08,dhci,0, 127704275, 15282.90, 12986.73,    0.348,    10.00,    15.70,    21.79,     3.30,     5.17,     7.46,   0.0169,   0.0260,   0.0374,  3480.04,  4356.87,  5125.54,  1714.66,  2136.50,  2666.49
jp08,mi,0, 127704275, 15147.42, 12069.78,    0.466,    20.77,    24.64,    29.93,    14.82,    16.36,    18.18,   0.1297,   0.1392,   0.1494,  1383.78,  2028.60,  2843.71,  3444.13,  4006.29,  4398.16
jp10,dhi,0, 127469547, 18429.60, 15166.75,    0.321,     4.04,     8.63,    15.44,     1.21,     2.15,     3.73,   0.0060,   0.0098,   0.0157,  4250.59,  5690.66,  6904.48,  1816.10,  1892.71,  2195.56
jp10,dhci,0, 127469547, 18429.60, 15166.75,    0.321,     4.04,     8.63,    15.44,     1.21,     2.15,     3.73,   0.0060,   0.0098,   0.0157,  4250.59,  5690.66,  6904.48,  1816.10,  1892.71,  2195.56
jp10,mi,0, 127469547, 17746.48, 13983.34,    0.465,    19.61,    23.80,    27.42,    14.56,    15.93,    17.53,   0.1303,   0.1383,   0.1472,  1441.09,  2310.33,  3027.53,  4152.24,  4681.33,  5362.47
jp13,dhi,0, 127103390, 17692.12, 14716.57,    0.329,     5.21,     9.02,    16.49,     2.04,     3.07,     4.68,   0.0129,   0.0174,   0.0238,  3577.93,  4853.59,  6324.74,  2308.69,  2504.69,  2505.20
jp13,dhci,0, 127103390, 17692.12, 14716.57,    0.329,     5.21,     9.02,    16.49,     2.04,     3.07,     4.68,   0.0129,   0.0174,   0.0238,  3577.93,  4853.59,  6324.74,  2308.69,  2504.69,  2505.20
jp13,mi,0, 127103390, 17094.51, 13443.15,    0.483,    21.94,    25.09,    29.25,    16.04,    17.52,    19.07,   0.1430,   0.1520,   0.1615,  1444.13,  2027.23,  2807.08,  3933.13,  4694.35,  5258.81
kr06,dhi,0,  46164049, 12759.19, 11103.59,    0.320,     7.97,    13.14,    19.28,     2.79,     4.33,     6.32,   0.0152,   0.0225,   0.0319,  2888.33,  3720.82,  4478.80,  1553.10,  1830.98,  2183.35
kr06,dhci,0,  46164049, 12759.19, 11103.59,    0.320,     7.97,    13.14,    19.28,     2.79,     4.33,     6.32,   0.0152,   0.0225,   0.0319,  2888.33,  3720.82,  4478.80,  1553.10,  1830.98,  2183.35
kr06,mi,0,  46164049,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
kr08,dhi,0,  46135156, 13163.74, 11280.71,    0.327,     8.40,    13.31,    19.02,     2.90,     4.47,     6.42,   0.0166,   0.0239,   0.0332,  2952.64,  3747.12,  4485.20,  1559.65,  1893.24,  2283.23
kr08,dhci,0,  46135156, 13163.74, 11280.71,    0.327,     8.40,    13.31,    19.02,     2.90,     4.47,     6.42,   0.0166,   0.0239,   0.0332,  2952.64,  3747.12,  4485.20,  1559.65,  1893.24,  2283.23
kr08,mi,0,  46135156,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
kr10,dhi,0,  47863467, 13349.20, 11495.10,    0.324,     8.03,    12.72,    18.71,     3.08,     4.52,     6.38,   0.0182,   0.0253,   0.0342,  2835.10,  3703.26,  4544.75,  1762.94,  2044.29,  2352.31
kr10,dhci,0,  47863467, 13349.20, 11495.10,    0.324,     8.03,    12.72,    18.71,     3.08,     4.52,     6.38,   0.0182,   0.0253,   0.0342,  2835.10,  3703.26,  4544.75,  1762.94,  2044.29,  2352.31
kr10,mi,0,  47863467,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
kr12,dhi,0,  48669328, 14106.71, 12307.89,    0.318,     8.32,    13.10,    19.14,     2.99,     4.50,     6.45,   0.0167,   0.0241,   0.0335,  3156.03,  4038.93,  4896.27,  1767.13,  2115.02,  2488.47
kr12,dhci,0,  48669328, 14106.71, 12307.89,    0.318,     8.32,    13.10,    19.14,     2.99,     4.50,     6.45,   0.0167,   0.0241,   0.0335,  3156.03,  4038.93,  4896.27,  1767.13,  2115.02,  2488.47
kr12,mi,0,  48669328,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
kr14,dhi,0,  48847196, 14790.89, 12817.30,    0.315,     7.47,    12.68,    18.74,     2.65,     4.12,     6.02,   0.0151,   0.0218,   0.0306,  3307.82,  4327.28,  5218.64,  1819.09,  2081.37,  2471.74
kr14,dhci,0,  48847196, 14790.89, 12817.30,    0.315,     7.47,    12.68,    18.74,     2.65,     4.12,     6.02,   0.0151,   0.0218,   0.0306,  3307.82,  4327.28,  5218.64,  1819.09,  2081.37,  2471.74
kr14,mi,0,  48847196,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
kr16,dhi,0,  47812923, 15417.45, 13456.87,    0.317,     7.65,    12.61,    19.04,     2.60,     4.07,     5.98,   0.0145,   0.0212,   0.0301,  3553.36,  4557.24,  5538.92,  1829.39,  2171.19,  2535.20
kr16,dhci,0,  47812923, 15417.45, 13456.87,    0.317,     7.65,    12.61,    19.04,     2.60,     4.07,     5.98,   0.0145,   0.0212,   0.0301,  3553.36,  4557.24,  5538.92,  1829.39,  2171.19,  2535.20
kr16,mi,0,  47812923,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
lt09,dhi,0,   3319961,  7881.27,  6412.06,    0.364,    10.00,    14.96,    20.84,     4.01,     5.68,     7.73,   0.0241,   0.0329,   0.0433,  1536.63,  1988.54,  2419.86,  1028.19,  1217.49,  1427.38
lt09,dhci,0,   3319961,  7694.40,  6248.28,    0.372,    10.51,    15.73,    22.16,     4.26,     6.10,     8.24,   0.0258,   0.0352,   0.0464,  1485.59,  1912.16,  2354.10,  1013.73,  1211.98,  1394.87
lt09,mi,0,   3319961,  6873.44,  4734.95,    0.537,    25.96,    30.60,    34.93,    18.99,    20.89,    22.84,   0.1656,   0.1778,   0.1904,   508.69,   751.61,   983.33,  1385.29,  1615.86,  1857.64
lt10,dhi,0,   3052588,  7130.30,  6227.73,    0.329,     8.61,    14.99,    21.02,     3.17,     4.84,     7.05,   0.0186,   0.0262,   0.0364,  1573.70,  2107.83,  2483.02,   917.40,  1006.04,  1253.62
lt10,dhci,0,   3052588,  6985.54,  6107.24,    0.335,     9.79,    15.32,    22.33,     3.49,     5.27,     7.57,   0.0201,   0.0286,   0.0395,  1573.10,  2003.90,  2421.70,   869.80,  1049.72,  1242.64
lt10,mi,0,   3052588,  5921.44,  4083.61,    0.547,    29.90,    32.34,    36.10,    23.05,    24.66,    26.24,   0.2065,   0.2182,   0.2293,   374.15,   485.11,   669.22,  1259.29,  1556.69,  1780.95
lt11,dhi,0,   3003641,  7772.99,  6649.78,    0.321,     7.40,    12.89,    18.98,     2.17,     3.76,     5.78,   0.0109,   0.0176,   0.0268,  1882.02,  2355.79,  2775.85,   777.89,   969.10,  1214.02
lt11,dhci,0,   3003641,  7627.94,  6527.73,    0.326,     7.87,    14.07,    19.70,     2.42,     4.09,     6.21,   0.0127,   0.0198,   0.0295,  1809.51,  2315.07,  2682.09,   801.58,   948.80,  1234.55
lt11,mi,0,   3003641,  6632.84,  4822.94,    0.526,    28.18,    31.46,    35.11,    21.42,    23.16,    24.90,   0.1896,   0.2018,   0.2136,   462.68,   636.62,   841.34,  1466.50,  1774.85,  2052.42
lt12,dhi,0,   2971905,  8323.02,  6897.36,    0.344,     8.48,    13.69,    19.59,     2.61,     4.30,     6.38,   0.0136,   0.0212,   0.0310,  1909.27,  2365.45,  2790.06,   849.68,  1083.23,  1348.35
lt12,dhci,0,   2971905,  8193.57,  6756.58,    0.346,     8.59,    14.11,    19.69,     2.73,     4.45,     6.53,   0.0145,   0.0222,   0.0322,  1844.92,  2313.19,  2709.70,   857.71,  1065.10,  1344.24
lt12,mi,0,   2971905,  7137.94,  5215.08,    0.539,    30.47,    33.29,    36.16,    22.51,    24.39,    26.13,   0.1981,   0.2114,   0.2241,   545.30,   697.10,   868.59,  1540.73,  1910.44,  2260.46
lt13,dhi,0,   2943472,  8753.36,  7079.98,    0.349,     6.54,    12.69,    18.93,     2.13,     3.60,     5.67,   0.0109,   0.0172,   0.0261,  1910.53,  2535.44,  2974.66,   921.46,  1004.55,  1273.33
lt13,dhci,0,   2943472,  8613.11,  7002.09,    0.351,     7.23,    12.89,    19.78,     2.35,     3.86,     5.98,   0.0123,   0.0190,   0.0282,  1889.74,  2451.92,  2931.70,   911.09,  1049.12,  1269.55
lt13,mi,0,   2943472,  7823.02,  5688.72,    0.526,    27.65,    30.95,    34.43,    20.47,    22.23,    23.97,   0.1812,   0.1930,   0.2046,   590.64,   801.94,  1036.75,  1684.85,  2042.42,  2376.49
lt14,dhi,0,   2921262,  9567.70,  7605.51,    0.372,     9.00,    14.38,    20.10,     3.03,     4.85,     6.90,   0.0168,   0.0249,   0.0353,  2019.11,  2520.22,  2997.03,  1023.09,  1282.53,  1566.27
lt14,dhci,0,   2921262,  9431.06,  7514.05,    0.373,     9.19,    14.98,    20.57,     3.18,     5.04,     7.13,   0.0180,   0.0263,   0.0369,  1963.95,  2494.17,  2945.70,  1041.67,  1262.85,  1562.73
lt14,mi,0,   2921262,  8695.03,  6302.56,    0.543,    29.38,    32.35,    35.63,    22.45,    24.10,    25.76,   0.1993,   0.2114,   0.2231,   594.56,   803.14,  1048.09,  1926.46,  2348.15,  2733.45
lt15,dhi,0,   2888558, 10459.49,  8294.45,    0.370,    10.06,    14.94,    19.25,     3.11,     4.91,     6.91,   0.0168,   0.0252,   0.0357,  2293.14,  2783.52,  3189.05,  1024.64,  1363.71,  1787.62
lt15,dhci,0,   2888558, 10324.85,  8230.24,    0.372,    10.24,    15.13,    19.43,     3.40,     5.22,     7.21,   0.0187,   0.0276,   0.0382,  2200.72,  2694.36,  3105.87,  1091.37,  1420.76,  1832.27
lt15,mi,0,   2888558,  9563.29,  7033.35,    0.534,    28.46,    31.68,    34.90,    21.76,    23.44,    25.08,   0.1933,   0.2052,   0.2167,   662.21,   914.77,  1187.25,  2151.13,  2601.91,  3032.75
lt16,dhi,0,   2847904, 11211.03,  8922.54,    0.379,     8.61,    15.03,    21.07,     3.28,     4.97,     7.11,   0.0190,   0.0269,   0.0372,  2207.90,  2984.57,  3547.48,  1361.12,  1476.70,  1806.04
lt16,dhci,0,   2847904, 11087.79,  8825.21,    0.381,     8.95,    15.17,    21.38,     3.45,     5.14,     7.32,   0.0202,   0.0283,   0.0387,  2171.00,  2917.82,  3481.63,  1359.09,  1494.79,  1813.50
lt16,mi,0,   2847904, 10364.96,  7546.12,    0.533,    27.25,    30.73,    34.31,    20.72,    22.41,    24.07,   0.1854,   0.1964,   0.2074,   723.96,  1021.30,  1351.62,  2294.49,  2751.76,  3176.05
lt17,dhi,0,   2808901, 11902.01,  9366.88,    0.369,     8.00,    13.18,    19.10,     2.97,     4.47,     6.35,   0.0170,   0.0243,   0.0334,  2355.43,  3093.35,  3751.18,  1391.32,  1590.09,  1868.95
lt17,dhci,0,   2808901, 11769.87,  9290.16,    0.370,     8.12,    13.11,    19.22,     3.04,     4.57,     6.45,   0.0176,   0.0249,   0.0341,  2323.48,  3024.10,  3703.52,  1392.58,  1620.98,  1870.57
lt17,mi,0,   2808901, 10969.30,  8358.94,    0.524,    27.46,    31.07,    35.06,    20.76,    22.47,    24.18,   0.1854,   0.1966,   0.2078,   815.56,  1156.31,  1556.17,  2528.02,  3023.16,  3459.20
lt18,dhi,0,   2794184, 12737.59, 10238.97,    0.354,     7.79,    12.86,    17.85,     2.67,     4.29,     6.09,   0.0155,   0.0224,   0.0315,  2693.10,  3413.46,  4045.25,  1402.49,  1706.03,  2098.13
lt18,dhci,0,   2794184, 12632.24, 10177.38,    0.355,     8.34,    12.97,    18.28,     2.77,     4.40,     6.20,   0.0161,   0.0232,   0.0323,  2718.15,  3361.35,  4034.78,  1352.80,  1727.34,  2071.64
lt18,mi,0,   2794184, 11622.62,  8789.56,    0.514,    26.29,    30.36,    33.98,    19.87,    21.58,    23.32,   0.1762,   0.1875,   0.1989,   858.38,  1270.66,  1653.77,  2657.44,  3124.12,  3619.97
