Entity,Year,Gini coefficient,Palma ratio (S90/S40 ratio),S90/S10 ratio,S80/S20 ratio,S90/S50 ratio,P90/P10 ratio,P90/P50 ratio,P50/P10 ratio,P0-P10 - share of the bottom 10%,P0-P40 - share of the bottom 40%,P0-P50 - share of the bottom 50%,P10-P20 - share of national income,P20-P30 - share of national income,P30-P40 - share of national income,P40-P50 - share of national income,P50-P60 - share of national income,P50-P90 - share of the middle 40%,P60-P70 - share of national income,P70-P80 - share of national income,P80-P90 - share of national income,P90-P100 - share of the top 10%,P99.999-P100 - share of the top 0.001%,P99.99-P100 - share of the top 0.01%,P99.9-P100 - share of the top 0.1%,P99-P100 - share of the top 1%,Mean income,P0-P10 - mean income of the bottom 10%,P10-P20 - mean income,P20-P30 - mean income,P30-P40 - mean income,P40-P50 - mean income,P50-P60 - mean income,P60-P70 - mean income,P70-P80 - mean income,P80-P90 - mean income,P90-P100 - mean income of the top 10%,P99.999-P100 - mean income of the top 0.001%,P99.99-P100 - mean income of the top 0.01%,P99.9-P100 - mean income of the top 0.1%,P99-P100 - mean income of the top 1%,P0 - income threshold of the bottom 10%,P10 - income threshold,P20 - income threshold,P30 - income threshold,P40 - income threshold,P50 - income threshold (median),P60 - income threshold,P70 - income threshold,P80 - income threshold,P90 - income threshold of the top 10%,P99.999 - income threshold of the top 0.001%,P99.99 - income threshold of the top 0.01%,P99.9 - income threshold of the top 0.1%,P99 - income threshold of the top 1%
South & South-East Asia,1988,0.577633514599547,4.9232388,195.08333,29.51923,3.2112484,,,,0.24,9.51,14.580000000000002,1.84000000000001,3.27999999999999,4.15,5.07000000000001,6.19999999999999,38.6,7.739999999999999,10.08,14.580000000000002,46.82,0.73,2.33,6.76,18.790000000000003,4116.143267562948,98.78743842151074,757.3703612315825,1350.094991760647,1708.199456038623,2086.884636654414,2552.008825889028,3185.894889093721,4149.072413703451,6001.336884106778,19269.8017292701,3008105.904482715,959338.5772974604,278095.3394471516,77324.67141405251,,,,,,,,,,7531.398728851338,2147256.461941311,413865.4430770458,118782.7303212166,30390.48968861841
South & South-East Asia,1989,0.578167313972159,4.9369087,195.625,29.84466,3.2179575,,,,0.24,9.51,14.59,1.82,3.29,4.16,5.08000000000001,6.19999999999999,38.46,7.70000000000001,10.03,14.530000000000001,46.949999999999996,0.73,2.31,6.7,18.66,4344.693639174217,104.2726473401812,790.7342423297074,1429.404207288317,1807.392553896474,2207.104368700502,2693.710056288014,3345.414102164147,4357.727720091739,6312.839857720136,20399.83304676582,3155093.567880842,1003899.609384458,291084.549007312,81059.33825095664,,,,,,,,,,7938.176454471394,2246629.604373251,436814.2767515372,121918.9726071313,32499.4434846424
South & South-East Asia,1990,0.57462748953624,4.8343749,193.375,29.616505,3.1464407,,,,0.24,9.6,14.75,1.82,3.32,4.22,5.1499999999999995,6.280000000000011,38.84,7.809999999999991,10.15,14.6,46.410000000000004,0.72,2.2800000000000002,6.660000000000001,18.68,4501.95306918197,108.0468736603673,819.3554585911185,1494.648418968414,1899.824195194791,2318.505830628715,2827.226527446278,3516.025347031119,4569.4823652197,6572.851481005676,20892.02011615009,3222473.292727365,1025305.483424793,299897.9266095866,84102.34316814669,,,,,,,,,,8099.909041599368,2305724.343302324,451381.6720581755,126036.2341639743,34367.82529929451
South & South-East Asia,1991,0.577504758694189,4.9192023,195.33333,29.917072,3.2021859,,,,0.24,9.53000000000001,14.64,1.81,3.3000000000000003,4.18000000000001,5.1099999999999905,6.22,38.49,7.70999999999999,10.100000000000001,14.45,46.88,0.73,2.31,6.75,18.83,4625.803606948076,111.0192865667538,837.2704528576019,1526.515190292865,1933.585907704296,2363.785643150467,2877.249843521704,3566.494580956967,4672.061643017557,6684.286212039971,21685.16678802919,3379445.741748625,1068822.592468859,312259.216738996,87092.36913069412,,,,,,,,,,8367.459751852559,2408087.651482971,464972.6610371656,130621.3599983603,34604.48326818618
South & South-East Asia,1992,0.586085893919943,5.1591396,199.91667,30.679804,3.3622985,,,,0.24,9.3,14.27,1.79,3.2199999999999998,4.05,4.9700000000000095,6.069999999999999,37.74,7.52999999999999,9.85,14.299999999999999,47.980000000000004,0.75,2.3800000000000003,6.94,19.37,4665.363090230027,111.9687141655206,835.0999931511749,1502.246915054069,1889.472051543161,2318.685455844323,2831.875395769626,3513.01840694321,4595.382643876576,6671.469219028939,22386.89331126379,3486927.739536404,1111752.040496255,323649.1328425176,90373.7094506959,,,,,,,,,,8429.385020735614,2492610.331634259,491053.8229850915,138779.0007240425,35320.7475520615
South & South-East Asia,1993,0.593574159385703,5.3607454,212.56522,31.658291,3.4946389,,,,0.22999999999999998,9.11999999999999,13.99,1.7600000000000102,3.17,3.9600000000000004,4.87000000000001,5.93,37.12,7.37,9.71,14.11,48.89,1.02,2.86,7.59,20.21,4825.83760191794,110.9942648441126,849.3474179375572,1529.790519807987,1911.031690359504,2350.182912134037,2861.721697937338,3556.642312613521,4685.88831146232,6809.256856306212,23592.96829980326,4933225.244047714,1382029.559372701,366203.5346026158,97553.40620096993,,,,,,,,,,8717.624082669825,3608438.536556315,522681.699762091,142334.8810622979,37407.05599016437
South & South-East Asia,1994,0.599689973874938,5.5667791,215.65218,32.676922,3.625731,,,,0.22999999999999998,8.91,13.68,1.72,3.09,3.8699999999999997,4.77000000000001,5.81999999999999,36.720000000000006,7.24,9.54,14.12,49.6,0.9299999999999999,2.8000000000000003,7.449999999999999,20.19,4978.903447125486,114.5147792838862,856.3713929055835,1538.481165161775,1926.835634037563,2374.936944278857,2897.721806227033,3604.726095718852,4749.873888557713,7030.211667341187,24695.88110225764,4616743.087414909,1392953.84777724,371130.1580258987,100501.3565293553,,,,,,,,,,9072.401356767316,3436575.646412641,538181.3289698152,144294.6830255945,39664.46268811567
South & South-East Asia,1995,0.601706079597385,5.6159911,216.82608,32.76923,3.6615272,,,,0.22999999999999998,8.88,13.62,1.72,3.08,3.85,4.74,5.80000000000001,36.51,7.199999999999999,9.48,14.030000000000001,49.87,1.15,3.06,7.95,20.7,5191.098838015949,119.3952732743668,892.8690001387431,1598.858442108912,1998.57305263614,2460.58084921956,3010.83732604925,3737.591163371483,4921.161698439119,7283.111669736376,25886.85918551636,5956715.324612497,1586802.025594478,412467.1621184968,107439.7823674574,,,,,,,,,,9537.469911110247,4113152.5426696,603977.4164096193,157717.0898956163,40254.77964182477
South & South-East Asia,1996,0.601240855240135,5.5959597,216.78261,32.561226,3.647403,,,,0.22999999999999998,8.91,13.669999999999998,1.73,3.09,3.8600000000000003,4.7600000000000104,5.79999999999999,36.480000000000004,7.21000000000001,9.5,13.96,49.86,1.16,3.08,7.9,20.810000000000002,5384.982241945509,123.8545915647467,931.6019278565728,1663.959512761162,2078.603145390966,2563.251547166062,3123.289700328394,3882.572196442711,5115.733129848232,7517.43520975593,26848.16860788376,6260725.061118687,1658738.080326424,425238.5848413665,112036.650239284,,,,,,,,,,9769.235364401677,4340418.978401206,608140.6676131046,165575.7280250438,42304.18453368582
South & South-East Asia,1997,0.596419975789019,5.4438324,214.91304,31.844221,3.5510058,,,,0.22999999999999998,9.08,13.919999999999998,1.7600000000000102,3.1300000000000003,3.9600000000000004,4.84,5.87,36.65,7.3000000000000105,9.53999999999999,13.94,49.43,1.1199999999999999,2.93,7.5200000000000005,20.07,5568.521470034558,128.0759938107948,980.0597787260822,1742.947220120817,2205.134502133685,2695.164391496726,3268.722102910285,4065.020673125227,5312.369482412968,7762.518929228173,27526.27127007719,6254440.275364777,1630829.354122569,418981.057388658,111779.5834910313,,,,,,,,,,9958.505825051008,4329176.676482651,603231.6572459826,162963.404266835,43698.27190743455
South & South-East Asia,1998,0.586257586623852,5.146965,201.375,30.125605,3.360918,,,,0.24,9.39,14.38,1.83000000000001,3.2399999999999998,4.07999999999999,4.99000000000001,6.0299999999999905,37.3,7.48000000000001,9.749999999999991,14.030000000000001,48.33,1.04,2.71,7.000000000000001,19.02,5413.498618586914,129.9239668460859,990.6702472014053,1753.97355242216,2208.707436383461,2701.33581067487,3264.339667007909,4049.296966703012,5278.161153122242,7595.138561877441,26161.95834840992,5624525.117607399,1468086.532416224,379043.1729715688,102983.6791587576,,,,,,,,,,9681.170083597332,3926106.499184458,542620.238480834,151111.9142629706,41641.17877677313
South & South-East Asia,1999,0.582658481970732,5.0219436,192.24001,29.504763,3.2872777,,,,0.25,9.569999999999999,14.62,1.8500000000000099,3.3000000000000003,4.17,5.050000000000001,6.11,37.32,7.55,9.75999999999999,13.900000000000002,48.06,1.0699999999999998,2.83,7.199999999999999,19.49,5424.96108370748,135.624027092687,1003.617800485884,1790.237157623468,2262.208771906019,2739.605347272277,3314.65122214527,4095.845618199146,5294.7620176985,7540.695906353396,26069.55969664536,5799934.662202767,1533583.197901294,390384.024132928,105733.8320707332,,,,,,,,,,9645.384826635567,4053317.496237129,569772.8613452128,154705.8164367478,42345.00209240783
South & South-East Asia,2000,0.5845500699442,5.0953388,200.41667,30.028986,3.3264177,,,,0.24,9.44,14.46,1.83000000000001,3.25,4.12,5.01999999999999,6.08000000000001,37.45,7.519999999999991,9.78,14.06,48.1,1.08,2.83,7.199999999999999,19.36,5802.104143406074,139.2504994417458,1061.785058243312,1885.683846606974,2390.466907083303,2912.65627998985,3527.679319190893,4363.182315841368,5674.45785225114,8157.758425628941,27906.76919761595,6281919.438698932,1642552.800003867,417958.9409866876,112336.4915524988,,,,,,,,,,10370.59542475132,4383854.731900147,613229.4429819954,162516.6476994529,44947.82039173617
South & South-East Asia,2001,0.589569598392927,5.2497296,202.33333,30.842365,3.4245417,,,,0.24,9.25,14.180000000000001,1.79,3.19,4.03,4.93,5.99999999999999,37.26,7.4399999999999995,9.77,14.05,48.559999999999995,1.17,2.91,7.42,19.73,5853.405664128603,140.4817359390865,1047.75961387902,1867.236406857025,2358.922482643828,2885.728992415402,3512.043398477163,4354.933814111681,5718.777333853646,8224.034958100689,28423.41884500142,6869496.583671902,1700801.133734098,434510.4610484637,115463.787524173,,,,,,,,,,10533.16672883934,4607070.584073233,620820.6701873298,167269.7964981673,44979.27227773771
South & South-East Asia,2002,0.592546242316757,5.320652,203.95833,30.872549,3.4790335,,,,0.24,9.2,14.069999999999999,1.7999999999999998,3.16000000000001,3.99999999999999,4.87000000000001,5.92999999999999,36.97,7.359999999999999,9.66,14.030000000000001,48.949999999999996,1.2,2.96,7.42,19.86,5963.696944374042,143.128726664977,1073.465449987328,1884.528234422197,2385.478777749617,2904.320411910158,3536.472288013807,4389.280951059294,5760.931248265324,8367.06681295678,29195.17823439948,7128637.75853908,1764096.306985219,442572.9073991812,118425.157323919,,,,,,,,,,10754.16864781024,4874452.153072816,624514.6592516719,170797.7196044212,47043.49450255949
South & South-East Asia,2003,0.59904085850058,5.5016613,216.0,31.384237,3.6052248,,,,0.22999999999999998,9.030000000000001,13.780000000000001,1.7999999999999998,3.09,3.91,4.75,5.79999999999999,36.54,7.200000000000011,9.51,14.030000000000001,49.68,1.09,2.9000000000000004,7.449999999999999,20.24,6113.407921741423,140.6083822000527,1100.413425913456,1889.0430478181,2390.342497400896,2903.868762827176,3545.776594610026,4401.653703653825,5813.850933576094,8577.111314203215,30370.0809092574,6679860.582214152,1772579.090319078,455724.8280495897,123745.8379322613,,,,,,,,,,11115.51587142805,4656934.404140092,652197.3512347968,179691.7538210198,49404.90210355592
South & South-East Asia,2004,0.604520437933367,5.6681666,219.08696,32.134998,3.7188191,,,,0.22999999999999998,8.89,13.55,1.77,3.05,3.84,4.66,5.70000000000001,36.059999999999995,7.08,9.4,13.88,50.39,1.05,2.85,7.430000000000001,20.66,6397.173826555414,147.1349980107745,1132.299767300308,1951.138017099401,2456.514749397279,2981.083003174823,3646.389081136586,4529.199069201233,6013.343396962089,8879.277271258916,32234.26913910932,6724231.50512354,1824923.835153739,475446.977792642,132172.1476574768,,,,,,,,,,11523.27210016816,4655271.228408329,701326.175672339,190633.6552817193,51709.27695126954
South & South-East Asia,2005,0.61068028664301,5.8691158,222.26086,33.102039,3.8465011,,,,0.22999999999999998,8.709999999999999,13.29,1.73,2.9899999999999998,3.7600000000000002,4.58000000000001,5.58999999999999,35.589999999999996,6.97,9.27,13.76,51.12,1.08,2.8899999999999997,7.62,21.14,6710.155038810846,154.3335658926495,1160.856821714276,2006.336356604443,2523.018294592878,3073.251007775368,3750.976666695263,4676.978062051159,6220.313720977654,9233.173333403724,34301.70644561126,7259778.144549545,1939465.593166506,511034.4373379967,141834.1670371532,,,,,,,,,,12084.79310491585,4982102.872755724,752198.6926698074,203441.2826200307,54847.05688494425
South & South-East Asia,2006,0.612710309731391,5.9537039,223.65218,33.209183,3.8999243,,,,0.22999999999999998,8.64,13.19,1.73,2.9600000000000097,3.7199999999999998,4.55,5.55,35.370000000000005,6.97,9.2,13.65,51.44,1.1400000000000001,2.9499999999999997,7.68,21.13,7053.889206267793,162.2394517441593,1220.322832684328,2087.951205055267,2624.04678473162,3209.519588851847,3914.908509478626,4916.560776768652,6489.57806976637,9628.55876655554,36283.59462218898,8027928.954227019,2079232.322897157,541746.574980791,149074.1116223901,,,,,,,,,,12611.92671430183,5477084.966409329,783653.9335391982,215427.6662683017,57417.16522283097
South & South-East Asia,2007,0.617530080990875,6.1176472,236.36363,33.835052,4.0092521,,,,0.22,8.5,12.97,1.72,2.9000000000000004,3.66,4.47000000000001,5.47,35.02,6.84,9.08,13.639999999999999,52.0,1.1199999999999999,2.96,7.739999999999999,21.16,7462.484151967939,164.1746513432947,1283.547274138486,2164.120404070703,2731.269199620266,3335.730415929669,4081.978831126463,5104.339159946071,6775.935609986889,10178.82838328427,38807.99288575344,8338594.608741936,2209949.436415122,577545.5309862361,157935.9950221871,,,,,,,,,,13511.59044010619,5785302.965262526,832223.333764393,230975.8012735483,61414.76982670808
South & South-East Asia,2008,0.625759129455645,6.3877549,241.86363,34.842934,4.1996841,,,,0.22,8.33,12.67,1.69,2.85,3.57000000000001,4.34,5.33,34.12,6.62999999999999,8.82000000000001,13.34,53.21,1.21,3.1300000000000003,8.1,21.6,7927.133347830849,174.3969336522787,1339.685535783414,2259.233004131792,2829.986605175613,3440.375872958588,4225.162074393843,5255.689409611853,6991.731612786809,10574.79588600635,42176.14041111951,9588577.129070368,2480403.365425497,642096.2635265387,171215.9597951619,,,,,,,,,,14136.434575337,6567107.667690993,919772.3842798296,247212.3831168289,66344.04918703111
South & South-East Asia,2009,0.629439034430135,6.5255475,243.81818,35.231579,4.2912002,,,,0.22,8.220000000000011,12.5,1.68,2.8000000000000003,3.52,4.2799999999999905,5.25,33.86,6.5600000000000005,8.75,13.3,53.64,1.27,3.19,8.19,21.560000000000002,7959.423950792441,175.1073269174337,1337.18322373313,2228.638706221884,2801.717230678939,3406.633450939165,4178.697574166032,5221.382111719842,6964.495956943387,10586.03385455395,42690.69326610488,10097697.89387787,2541579.520277074,652160.8670470349,171616.0277851016,,,,,,,,,,14276.91966614393,6705635.053327023,941607.1222590662,261436.8829729702,67315.70278523902
South & South-East Asia,2010,0.634734966337206,6.7602997,246.13637,35.557896,4.4385247,,,,0.22,8.00999999999999,12.2,1.68,2.71,3.3999999999999897,4.19,5.1499999999999995,33.64,6.45,8.64,13.41,54.15,1.24,3.2,8.16,21.4,8524.02025106028,187.5284455233261,1432.035402178127,2310.009488037336,2898.166885360495,3571.564485194257,4389.870429296044,5497.99306193388,7364.753496916082,11430.71115667183,46162.00297755603,10579716.91798324,2724757.401142505,695330.4676973235,182383.4761181125,,,,,,,,,,15782.27682325815,7148382.553640053,991874.3651837048,266600.8632959448,72429.91923525117
South & South-East Asia,2011,0.640720338701016,7.0063615,250.31818,36.335106,4.6045151,,,,0.22,7.86,11.959999999999999,1.6600000000000101,2.6599999999999997,3.32,4.1000000000000005,5.01999999999999,32.97,6.280000000000011,8.42999999999999,13.239999999999998,55.06999999999999,1.22,3.2300000000000004,8.32,21.47,9001.529773643822,198.0336550201641,1494.253942424875,2394.406919789257,2988.50788484975,3690.627207193968,4518.767946369199,5652.960697848321,7588.289599181742,11918.02542030442,49574.04335716426,10976905.31302682,2907069.865891334,748585.6397921093,193275.3341335295,,,,,,,,,,16907.13605283361,7483701.594264586,1059042.034425496,292388.6140940163,75090.60900482236
South & South-East Asia,2012,0.642411209755302,7.0883484,251.63637,36.625668,4.6599326,,,,0.22,7.809999999999991,11.88,1.6500000000000101,2.64,3.2999999999999896,4.07000000000001,4.99999999999999,32.76,6.29000000000001,8.34,13.13,55.36,1.0699999999999998,3.06,8.12,21.17,9291.865627978135,204.4210438155191,1533.157828616393,2453.052525786228,3066.315657232786,3781.789310587103,4645.932813989069,5844.58347999825,7749.415933733767,12200.2195695353,51442.42517181639,9897137.60401558,2844490.817137929,754651.2408471282,196709.1811540988,,,,,,,,,,17108.00876476352,6907052.931280954,1102846.264242216,295393.8767480045,76777.40859762553
South & South-East Asia,2013,0.641172016759654,7.0525641,250.04546,36.768818,4.6304712,,,,0.22,7.8,11.88,1.6400000000000001,2.64000000000001,3.2999999999999896,4.08000000000001,5.0200000000000005,33.12,6.29,8.420000000000009,13.38,55.010000000000005,1.25,3.1300000000000003,8.110000000000001,21.060000000000002,9473.727422147103,208.4220032872363,1553.691297232125,2501.064039446836,3126.330049308544,3865.280788236019,4755.811165917847,5958.974548530528,7976.878489447862,12675.84729083283,52110.60301664933,11874972.6808839,2969014.425264468,768597.2866725359,199487.2912980758,,,,,,,,,,17851.25177752016,7837822.572340846,1091575.58573318,299797.1407882216,77345.77912421356
South & South-East Asia,2014,0.645413278314827,7.2298703,265.09525,37.434784,4.7540565,,,,0.21,7.7,11.709999999999999,1.63,2.6,3.26,4.01,4.95,32.62,6.1800000000000095,8.28,13.209999999999999,55.669999999999995,1.09,3.05,8.03,20.919999999999998,9765.32135192148,205.0717483903511,1591.747380363202,2538.983551499585,3183.494760726404,3915.893862120514,4833.834069201133,6034.968595487475,8085.686079390987,12899.98950588828,54366.89142532057,10666001.32310909,2974482.859843937,783833.9781132871,204337.7312641549,,,,,,,,,,18577.30109259596,7385705.904653355,1126120.240524884,299687.5484387762,80580.57065293305
South & South-East Asia,2015,0.637235920263755,6.8670011,248.77272,35.623035,4.5231404,,,,0.22,7.969999999999999,12.1,1.69,2.7,3.36,4.130000000000001,5.07,33.17,6.34,8.450000000000001,13.309999999999999,54.730000000000004,1.0999999999999999,3.02,8.07,21.34,10162.03447402104,223.5647584284629,1717.383826109556,2743.749307985681,3414.44358327107,4196.920237770691,5152.151478328668,6442.729856529341,8586.91913054778,13525.66788492201,55616.43990962219,11208873.45625026,3065608.05969083,819646.353590093,216826.6461576507,,,,,,,,,,19261.41455966969,7653652.908670166,1178640.696562673,327359.3371014205,81908.53917299853
South & South-East Asia,2016,0.633479944609611,6.708282,235.95653,34.881443,4.4229827,,,,0.22999999999999998,8.09,12.27,1.71,2.74,3.4099999999999997,4.18000000000001,5.1099999999999905,33.47,6.40000000000001,8.55,13.4,54.269999999999996,1.11,2.91,7.670000000000001,20.830000000000002,10734.17922692925,246.8861222193728,1835.544647804902,2941.165108178615,3660.355116382875,4486.886916856427,5485.165584960848,6869.874705234722,9177.72323902451,14383.8001640852,58249.59180567201,11874117.18958466,3124613.19569134,823558.6886363657,223612.5652951853,,,,,,,,,,20498.38228957068,8031262.854143184,1194444.640240732,329352.6877431188,85866.72407975368
