country,series_code,indicator_name,year_1980,value_1980,year_2018,value_2018,pipwelfare_1980,pipwelfare_2018,pipreportinglevel_1980,pipreportinglevel_2018,region,population_1980,population_2018
Norway,gini_pip_disposable_perCapita,gini,1979,26.894760131835938,2018,27.560863494873047,income,income,national,national,W. Eur and Offshoots,4085778,5312321
Panama,gini_pip_disposable_perCapita,gini,1979,48.740142822265625,2018,49.21247482299805,income,income,national,national,LAC,1956989,4165258
Peru,gini_pip_disposable_perCapita,gini,1985,45.63498306274414,2018,42.365692138671875,consumption,income,national,national,LAC,17492406,32203946
Philippines,gini_pip_disposable_perCapita,gini,1985,41.03743362426758,2018,37.81170654296875,consumption,consumption,national,national,S & SE Asia,48419544,108568832
Poland,gini_pip_disposable_perCapita,gini,1985,25.16496467590332,2020,28.462860107421875,income,income,national,national,EE & CA,35521432,38521464
Rwanda,gini_pip_disposable_perCapita,gini,1984,28.89859390258789,2016,43.71004867553711,consumption,consumption,rural,national,SS Africa,5247537,12531810
Spain,gini_pip_disposable_perCapita,gini,1980,34.48354721069336,2018,34.71894836425781,income,income,national,national,W. Eur and Offshoots,37491664,46792044
Sri Lanka,gini_pip_disposable_perCapita,gini,1985,32.46785354614258,2019,37.66377639770508,consumption,consumption,national,national,S & SE Asia,14943644,21580712
Sweden,gini_pip_disposable_perCapita,gini,1981,22.923574447631836,2018,29.97418975830078,income,income,national,national,W. Eur and Offshoots,8311761,10162300
Switzerland,gini_pip_disposable_perCapita,gini,1982,36.00737380981445,2018,33.141048431396484,income,income,national,national,W. Eur and Offshoots,6319116,8514431
Taiwan,gini_pip_disposable_perCapita,gini,1981,29.969484329223633,2018,31.63367462158203,income,income,national,national,East Asia,18100280,23726186
Thailand,gini_pip_disposable_perCapita,gini,1981,45.21682357788086,2018,36.412174224853516,consumption,consumption,national,national,S & SE Asia,45737756,71127808
Tunisia,gini_pip_disposable_perCapita,gini,1985,43.43376922607422,2021,33.716426849365234,consumption,consumption,national,national,MENA,6578159,11933040
United Kingdom,gini_pip_disposable_perCapita,gini,1980,28.47789192199707,2018,33.69105911254883,income,income,national,national,W. Eur and Offshoots,56326328,66432996
United States,gini_pip_disposable_perCapita,gini,1980,34.71839904785156,2018,41.40784454345703,income,income,national,national,W. Eur and Offshoots,223140016,332140032
Uruguay,gini_pip_disposable_perCapita,gini,1981,43.64543151855469,2018,39.68724060058594,income,income,urban,national,LAC,2953754,3427044
Afghanistan,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,52.45238494873047,2018,51.53931427001953,,,,,S & SE Asia,12486640,36686788
Albania,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,46.76299285888672,2018,47.71903610229492,,,,,EE & CA,2941650,2877019
Algeria,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,60.86116409301758,2018,48.798553466796875,,,,,MENA,18739378,41927008
Angola,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,68.24658203125,2018,68.55968475341797,,,,,SS Africa,8330053,31273538
Argentina,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,64.20611572265625,2018,55.964111328125,,,,,LAC,28024808,44413592
Armenia,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,58.84222412109375,2018,53.98642349243164,,,,,EE & CA,3135123,2836563
Australia,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,42.0028076171875,2018,47.978050231933594,,,,,W. Eur and Offshoots,14706329,24979228
Austria,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,44.28861999511719,2018,43.28750228881836,,,,,W. Eur and Offshoots,7547564,8840518
Azerbaijan,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,55.56126403808594,2018,47.777645111083984,,,,,EE & CA,6383063,10152524
Bahamas,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,67.57267761230469,2018,65.0727767944336,,,,,LAC,223761,401911
Bahrain,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,65.0637435913086,2018,66.28177642822266,,,,,MENA,362600,1487346
Bangladesh,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,47.31695556640625,2018,53.0008544921875,,,,,S & SE Asia,83929768,163683952
Belarus,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,38.858882904052734,2018,42.885826110839844,,,,,EE & CA,9817256,9695573
Belgium,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,42.322906494140625,2018,44.7232666015625,,,,,W. Eur and Offshoots,9828989,11448598
Belize,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,67.57267761230469,2018,65.07276916503906,,,,,LAC,145147,382076
Benin,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,59.087093353271484,2018,57.8345832824707,,,,,SS Africa,3833947,11940688
Bhutan,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,61.04916763305664,2018,54.89068603515625,,,,,S & SE Asia,415266,762104
Bolivia,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,67.57267761230469,2018,65.0727767944336,,,,,LAC,5736092,11606906
Bosnia and Herzegovina,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,38.90028762817383,2018,48.307247161865234,,,,,EE & CA,4199816,3400132
Botswana,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,70.46369171142578,2018,70.0338363647461,,,,,SS Africa,938582,2451411
Brazil,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,68.20763397216797,2018,68.0779800415039,,,,,LAC,122288384,210166592
Brunei,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,48.30914306640625,2018,47.566890716552734,,,,,S & SE Asia,187931,434283
Bulgaria,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,33.29593276977539,2018,55.304229736328125,,,,,EE & CA,8980602,7117424
Burkina Faso,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,67.32966613769531,2018,65.4575424194336,,,,,SS Africa,6932969,20392730
Burundi,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,53.970943450927734,2018,58.736846923828125,,,,,SS Africa,4312846,11493476
Cambodia,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,67.94927978515625,2018,57.945980072021484,,,,,S & SE Asia,6198963,16025242
Cameroon,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,64.13590240478516,2018,63.769996643066406,,,,,SS Africa,8519894,25076752
Canada,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,42.03586959838867,2018,48.4473991394043,,,,,W. Eur and Offshoots,24511512,37035260
Cape Verde,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,70.03398895263672,2018,60.65522384643555,,,,,SS Africa,317249,571209
Central African Republic,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,75.44277954101562,2018,73.3204345703125,,,,,SS Africa,2415284,5094795
Chad,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,59.033905029296875,2018,57.6141471862793,,,,,SS Africa,4408239,15604213
Chile,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,72.21924591064453,2018,72.10216522216797,,,,,LAC,11469825,18701452
China,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,38.2153205871582,2018,55.918182373046875,,,,,East Asia,982372480,1417069440
Colombia,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,71.7738037109375,2018,69.56590270996094,,,,,LAC,26176206,49276968
Comoros,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,73.91200256347656,2018,62.14411163330078,,,,,SS Africa,328336,776322
Congo,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,65.35668182373047,2018,66.47917175292969,,,,,SS Africa,1829262,5441061
Costa Rica,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,66.0208969116211,2018,67.89044189453125,,,,,LAC,2414306,5040738
Cote d'Ivoire,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,64.23485565185547,2018,60.12070083618164,,,,,SS Africa,8303818,25493990
Croatia,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,39.130950927734375,2018,46.60787582397461,,,,,EE & CA,4680144,4160488
Cuba,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,63.668365478515625,2018,56.03781509399414,,,,,LAC,9809115,11328243
Cyprus,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,49.33867645263672,2018,48.2486457824707,,,,,EE & CA,679336,1218834
Czechia,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,27.6430606842041,2018,37.063201904296875,,,,,EE & CA,10270060,10534598
Democratic Republic of Congo,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,60.604286193847656,2018,60.34703063964844,,,,,SS Africa,26708692,87087352
Denmark,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,34.018577575683594,2018,43.96405029296875,,,,,W. Eur and Offshoots,5125397,5766689
Djibouti,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,59.06692886352539,2018,60.09698486328125,,,,,SS Africa,324130,1057204
Dominican Republic,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,67.70709228515625,2018,67.19037628173828,,,,,LAC,5755808,10765532
East Timor,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,58.85335159301758,2018,52.806068420410156,,,,,S & SE Asia,642230,1261850
Ecuador,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,66.53160095214844,2018,57.19853210449219,,,,,LAC,8135850,17015672
Egypt,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,54.78048324584961,2018,57.752925872802734,,,,,MENA,43748552,103740768
El Salvador,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,66.9001235961914,2018,61.12361145019531,,,,,LAC,4509000,6276340
Equatorial Guinea,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,63.027435302734375,2018,62.61404800415039,,,,,SS Africa,282517,1502102
Eritrea,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,62.30058670043945,2018,55.43134307861328,,,,,SS Africa,1657983,3445380
Estonia,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,36.307716369628906,2018,48.16743087768555,,,,,EE & CA,1476989,1322146
Eswatini,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,75.75267028808594,2018,70.46754455566406,,,,,SS Africa,598568,1160430
Ethiopia,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,54.69196319580078,2018,55.43133544921875,,,,,SS Africa,34945472,111129440
Finland,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,39.799659729003906,2018,43.37935256958008,,,,,W. Eur and Offshoots,4779423,5515465
France,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,42.92876052856445,2018,45.759124755859375,,,,,W. Eur and Offshoots,53713836,64277812
Gabon,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,61.37570571899414,2018,55.936248779296875,,,,,SS Africa,749079,2192013
Gambia,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,65.84716033935547,2018,56.425018310546875,,,,,SS Africa,718597,2444916
Georgia,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,56.909828186035156,2018,59.224273681640625,,,,,EE & CA,5145847,3772323
Germany,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,41.91271209716797,2018,48.6959114074707,,,,,W. Eur and Offshoots,77786696,82896696
Ghana,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,55.26266860961914,2018,60.78388214111328,,,,,SS Africa,11865256,30870648
Greece,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,47.756195068359375,2018,45.143463134765625,,,,,W. Eur and Offshoots,9307159,10633275
Guatemala,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,67.57266998291016,2018,65.0727767944336,,,,,LAC,6987769,16850176
Guinea,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,61.92515563964844,2018,49.45793151855469,,,,,SS Africa,4972611,12554871
Guinea-Bissau,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,70.46553802490234,2018,55.193092346191406,,,,,SS Africa,831469,1924954
Guyana,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,67.57266998291016,2018,65.0727767944336,,,,,LAC,778187,785518
Haiti,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,67.57267761230469,2018,65.07276916503906,,,,,LAC,5646680,11012427
Honduras,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,67.57266998291016,2018,65.07276916503906,,,,,LAC,3777994,9792854
Hong Kong,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,52.56962203979492,2018,59.31978225708008,,,,,East Asia,4978551,7481563
Hungary,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,26.294517517089844,2018,42.6773796081543,,,,,EE & CA,10698682,9776361
Iceland,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,41.44527816772461,2018,37.419700622558594,,,,,W. Eur and Offshoots,228276,352951
India,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,44.04766845703125,2018,63.361812591552734,,,,,S & SE Asia,696828352,1369003264
Indonesia,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,53.092529296875,2018,59.83763885498047,,,,,S & SE Asia,148177104,267066848
Iran,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,65.9377212524414,2018,61.327552795410156,,,,,MENA,38520668,85617560
Iraq,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,63.74687957763672,2018,61.23084259033203,,,,,MENA,13653368,40590700
Ireland,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,42.00772476196289,2018,47.52153015136719,,,,,W. Eur and Offshoots,3391393,4834506
Israel,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,59.30092239379883,2018,59.364898681640625,,,,,MENA,3744612,8456487
Italy,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,42.889312744140625,2018,51.75324630737305,,,,,W. Eur and Offshoots,56329480,59877432
Jamaica,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,67.57267761230469,2018,65.0727767944336,,,,,LAC,2135548,2811842
Japan,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,47.51322555541992,2018,53.64195251464844,,,,,East Asia,117624200,126255872
Jordan,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,58.55622100830078,2018,58.535648345947266,,,,,MENA,2216908,10459864
Kazakhstan,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,47.16032409667969,2018,53.14434051513672,,,,,EE & CA,14172706,18538100
Kenya,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,74.40921020507812,2018,59.903995513916016,,,,,SS Africa,16187124,49953300
Kosovo,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,48.47979736328125,2018,45.169979095458984,,,,,EE & CA,1589403,1709966
Kuwait,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,64.49079895019531,2018,64.09410095214844,,,,,MENA,1493882,4317190
Kyrgyzstan,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,54.2579231262207,2018,50.898258209228516,,,,,EE & CA,3691213,6223503
Laos,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,57.39884948730469,2018,60.12710952758789,,,,,S & SE Asia,3297520,7105008
Latvia,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,33.93619155883789,2018,48.17802047729492,,,,,EE & CA,2572039,1935632
Lebanon,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,61.550785064697266,2018,65.14708709716797,,,,,MENA,2963707,5950842
Lesotho,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,71.52943420410156,2018,61.88753890991211,,,,,SS Africa,1407685,2198030
Liberia,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,55.51015853881836,2018,54.87788391113281,,,,,SS Africa,1932174,4889396
Libya,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,56.765892028808594,2018,54.30543518066406,,,,,MENA,2962724,6477791
Lithuania,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,36.73312759399414,2018,48.81193161010742,,,,,EE & CA,3521205,2876128
Luxembourg,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,44.182701110839844,2018,47.77910614013672,,,,,W. Eur and Offshoots,363745,607920
Macao,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,43.2298698425293,2018,55.54570388793945,,,,,East Asia,245339,650996
Madagascar,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,64.79734802246094,2018,61.37855529785156,,,,,SS Africa,8948166,26846544
Malawi,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,61.0064697265625,2018,61.462379455566406,,,,,SS Africa,6267373,18367886
Malaysia,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,58.86042785644531,2018,51.789100646972656,,,,,S & SE Asia,13215709,32399270
Maldives,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,66.56395721435547,2018,50.544010162353516,,,,,S & SE Asia,164900,489773
Mali,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,68.3232192993164,2018,56.134891510009766,,,,,SS Africa,7372590,19934304
Malta,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,41.104103088378906,2018,45.618526458740234,,,,,W. Eur and Offshoots,333593,491590
Mauritania,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,60.471492767333984,2018,52.13520431518555,,,,,SS Africa,1506704,4270717
Mauritius,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,56.27716827392578,2018,57.47034454345703,,,,,SS Africa,954876,1295386
Mexico,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,69.78123474121094,2018,75.6332015991211,,,,,LAC,67705184,124013864
Moldova,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,35.60435104370117,2018,46.48162841796875,,,,,EE & CA,4103239,3141839
Mongolia,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,56.47898483276367,2018,55.96875,,,,,East Asia,1697787,3163994
Montenegro,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,40.465030670166016,2018,46.553184509277344,,,,,EE & CA,589334,631459
Morocco,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,59.173709869384766,2018,59.59964370727539,,,,,MENA,19678446,35927516
Mozambique,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,70.90848541259766,2018,72.47563934326172,,,,,SS Africa,11413590,29423882
Myanmar,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,61.85121536254883,2018,54.45093536376953,,,,,S & SE Asia,33465782,52666016
Namibia,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,78.11256408691406,2018,73.66168975830078,,,,,SS Africa,975998,2405682
Nepal,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,43.5152473449707,2018,52.88262939453125,,,,,S & SE Asia,15600443,28506718
Netherlands,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,38.767181396484375,2018,42.99296188354492,,,,,W. Eur and Offshoots,14130383,17286042
New Zealand,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,47.57275390625,2018,46.179691314697266,,,,,W. Eur and Offshoots,3147166,4838528
Nicaragua,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,67.57267761230469,2018,65.0727767944336,,,,,LAC,3303310,6572234
Niger,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,57.08467483520508,2018,58.74175262451172,,,,,SS Africa,6173179,22577060
Nigeria,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,56.997650146484375,2018,54.51491928100586,,,,,SS Africa,72951440,198387616
North Korea,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,49.78861999511719,2018,55.14176940917969,,,,,East Asia,17973654,25638152
North Macedonia,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,38.39906311035156,2018,44.368961334228516,,,,,EE & CA,1907035,2113497
Norway,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,37.7142333984375,2018,41.553314208984375,,,,,W. Eur and Offshoots,4085778,5312321
Oman,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,67.1078109741211,2018,67.10780334472656,,,,,MENA,1017473,4601160
Pakistan,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,54.53534698486328,2018,52.978092193603516,,,,,S & SE Asia,80624056,219731488
Palestine,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,62.088497161865234,2018,61.410133361816406,,,,,MENA,1453631,4805549
Panama,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,67.57266998291016,2018,65.07276916503906,,,,,LAC,1956989,4165258
Papua New Guinea,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,62.90407180786133,2018,59.021766662597656,,,,,S & SE Asia,3104793,9329233
Paraguay,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,67.57266998291016,2018,65.0727767944336,,,,,LAC,3078914,6443337
Peru,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,68.1778335571289,2018,69.44293212890625,,,,,LAC,17492406,32203946
Philippines,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,60.39862823486328,2018,57.172088623046875,,,,,S & SE Asia,48419544,108568832
Poland,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,31.129980087280273,2018,48.025394439697266,,,,,EE & CA,35521432,38521464
Portugal,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,39.06032943725586,2018,47.77321243286133,,,,,W. Eur and Offshoots,9785251,10289833
Qatar,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,65.82843017578125,2018,66.23641204833984,,,,,MENA,277459,2766743
Romania,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,34.558712005615234,2018,49.80320739746094,,,,,EE & CA,22125226,19606778
Russia,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,31.198177337646484,2018,54.645294189453125,,,,,EE & CA,138257424,145652288
Rwanda,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,50.76093673706055,2018,63.60809326171875,,,,,SS Africa,5247537,12531810
Sao Tome and Principe,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,51.70484161376953,2018,50.90414810180664,,,,,SS Africa,97225,211358
Saudi Arabia,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,66.4356918334961,2018,65.04837036132812,,,,,MENA,10171712,35018132
Senegal,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,70.7916030883789,2018,58.417816162109375,,,,,SS Africa,5703873,15574910
Serbia,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,41.809242248535156,2018,49.68971633911133,,,,,EE & CA,7777013,7433825
Seychelles,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,62.747459411621094,2018,62.53550720214844,,,,,SS Africa,65310,103120
Sierra Leone,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,74.20237731933594,2018,57.10726547241211,,,,,SS Africa,3367486,7861287
Singapore,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,45.3859977722168,2018,54.541778564453125,,,,,S & SE Asia,2400734,5814543
Slovakia,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,34.144508361816406,2018,38.14890670776367,,,,,EE & CA,4973886,5446746
Slovenia,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,31.095415115356445,2018,40.73312759399414,,,,,EE & CA,1901574,2105931
Somalia,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,55.77266311645508,2018,55.77266311645508,,,,,SS Africa,5892226,15411101
South Africa,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,58.93378829956055,2018,74.64854431152344,,,,,SS Africa,29463546,57339632
South Korea,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,42.58277893066406,2018,48.35062789916992,,,,,East Asia,38170500,51676900
South Sudan,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,62.17498779296875,2018,61.607666015625,,,,,SS Africa,4192017,10395332
Spain,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,44.2645263671875,2018,44.64360046386719,,,,,W. Eur and Offshoots,37491664,46792044
Sri Lanka,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,53.3953742980957,2018,59.125755310058594,,,,,S & SE Asia,14943644,21580712
Sudan,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,54.35869598388672,2018,55.37065887451172,,,,,SS Africa,16673591,41999064
Suriname,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,67.57267761230469,2018,65.0727767944336,,,,,LAC,375123,593729
Sweden,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,31.532901763916016,2018,39.30055236816406,,,,,W. Eur and Offshoots,8311761,10162300
Switzerland,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,40.73771286010742,2018,41.11210250854492,,,,,W. Eur and Offshoots,6319116,8514431
