country,year,p0p100_gini,p0p10_share,p0p50_share,p10p20_share,p20p30_share,p30p40_share,p40p50_share,p50p60_share,p50p90_share,p60p70_share,p70p80_share,p80p90_share,p90p100_share,p99_999p100_share,p99_99p100_share,p99_9p100_share,p99p100_share,p0p10_threshold,p10p20_threshold,p20p30_threshold,p30p40_threshold,p40p50_threshold,p50p60_threshold,p60p70_threshold,p70p80_threshold,p80p90_threshold,p90p100_threshold,p99_999p100_threshold,p99_99p100_threshold,p99_9p100_threshold,p99p100_threshold,p0p100_average,p0p10_average,p10p20_average,p20p30_average,p30p40_average,p40p50_average,p50p60_average,p60p70_average,p70p80_average,p80p90_average,p90p100_average,p99_999p100_average,p99_99p100_average,p99_9p100_average,p99p100_average,age,pop
FR,1971,.567878580355099,.0005,.1154,.0038,.0141,.0363,.0607,.083,.4918,.1048,.1308,.1732,.3927,.0033,.0104,.033,.1128,0,286.8146315868679,2176.24028609608,7562.271808799497,15210.96659716682,22595.69270776052,29261.09764400572,36354.3093839424,45969.97552147647,65214.75427221754,7302528.979739789,1489181.253884499,495680.5658909374,179099.3536134072,31200.52330028906,141.1227204121093,1193.73372381899,4410.835665646566,11335.64008890274,18937.99022810605,25910.18368698628,32709.40063842335,40800.65418923013,54036.68599047243,122529.3777158145,10392313.42357722,3232312.51677982,1030940.767651017,351914.6338967892,992,i
FR,1972,.562477857947101,.0005,.1201,.004,.0152,.0383,.0621,.0835,.4901,.1045,.1301,.172,.3898,.0032,.0101,.0326,.1121,0,315.1436143152932,2384.464836565381,8294.386717283411,16290.73164853459,23631.46297949935,30201.30655465143,37312.14231610118,47088.25232355799,66695.95536916092,7290336.420560429,1513040.001467364,506942.5767344077,183579.9020752611,32161.35884352045,158.3550970026722,1296.997435054862,4877.023671744293,12318.14665117984,19984.98765429025,26857.18110962221,33613.70876450538,41832.24691512882,55308.61815048649,125366.3229861897,10338889.66189048,3252117.60886637,1046944.031926428,360481.6054801415,992,i
FR,1973,.5575299861441541,.0006,.1242,.0042,.016,.0399,.0634,.0841,.489,.1045,.1296,.1708,.3869,.0034,.0106,.0334,.1123,0,381.4621545274592,2638.25074635367,9178.459855702286,17736.94579906682,25294.25677218116,31985.3797250047,39300.26249108362,49444.12708077993,69783.68393825177,8198040.108120651,1640071.859760693,538839.3141586171,191737.0825213575,33948.04298002381,216.1879972270611,1422.45435856646,5430.80959217738,13546.73677310246,21533.02948467581,28561.09761916786,35461.22841230573,43992.69085601688,57977.28665248864,131338.6469578948,11706793.88797305,3599423.104218414,1134192.860087522,381306.8020415292,992,i
FR,1974,.5523649342781209,.0009,.1277,.0042,.0165,.0413,.0649,.0851,.4892,.1048,.1295,.1698,.383,.0037,.0111,.0342,.112,0,472.5848731654355,2757.702447720072,9762.141338553849,18767.36359019798,26478.98266278235,33163.57820023068,40498.43485735775,50719.06185186658,71241.9085330744,9039394.576616444,1729778.259810556,555944.4061493633,194333.0356160798,34937.20750598361,318.4073220028998,1465.535300042867,5768.407515383407,14419.71330538348,22659.4002818226,29739.16554608634,36614.88380572091,45250.52379882047,59319.8454468625,133815.5399961732,13016379.57412732,3893854.707354926,1196482.940626722,391345.5752436846,992,i
FR,1975,.539838424113992,.0009,.1344,.0047,.0177,.0436,.0676,.0872,.496,.1065,.1311,.1712,.3695,.001,.0072,.0289,.1027,0,724.2820100336563,2770.887826778002,10171.41028257972,19196.21478034948,26334.72678299014,32650.13170681641,39674.67503700585,49738.12186927955,69072.97895219855,3301697.636735262,1550743.65815767,502485.6575162121,181667.3693703236,33825.58866758481,289.6866943519617,1579.373424186585,5979.504128617802,14747.25900891167,22881.33240457984,29501.30652981357,36018.40858873392,44345.4323828934,57917.23443103668,124995.9574378001,3499133.936169026,2423488.597741171,978850.0347322036,347497.2708157675,992,i
FR,1976,.535152040985915,.0009,.1366,.0046,.018,.0443,.0688,.0885,.4991,.1077,.1319,.1709,.3644,.0024,.0084,.029,.1008,0,779.50394410796,2896.083653674592,10666.05781971337,20136.42369099519,27598.43439963142,34136.81583267497,41318.66987340705,51446.47702128033,71036.42549706268,6159876.850422606,1460938.433039027,512706.4150590284,183388.7793530748,34913.57826232534,324.0208992255831,1593.994834627063,6273.629465424909,15468.40785956523,24018.930356172,30889.55723181391,37616.45042089363,46052.22095520415,59681.98645187933,127216.9757933701,8505981.372310933,2917561.983418423,1011973.665150338,352101.9707180578,992,i
FR,1977,.53155385430345,.001,.1387,.0045,.0183,.0452,.0698,.0893,.5002,.1084,.1321,.1704,.3611,.0027,.0088,.0296,.1001,0,804.4386708412745,2957.310809894092,11129.63485966101,20943.99552121657,28559.53103947781,35179.11351978902,42426.76390750324,52570.62849719956,72311.75191307184,6800556.377072069,1528464.153450685,523571.5590476858,184672.7219573792,35706.52868210624,345.3002733487782,1589.556192171918,6546.997621338837,16130.02668199684,24924.41341702158,31873.89147039606,38713.05620392944,47177.02517266088,60835.90294190952,128929.5084912111,9493491.329021432,3143273.218581305,1057799.254243715,357504.0596825842,992,i
FR,1978,.525819650569028,.0009,.1428,.0049,.0194,.0466,.0709,.0898,.5003,.1088,.132,.1696,.3569,.0026,.0087,.0292,.0985,0,858.2245735330312,3277.545808202051,11894.77848994351,21912.92505951321,29502.61201288861,36136.55480702528,43433.81355159113,53607.44315539843,73513.9712768786,6911366.433223225,1540236.085983267,526638.7915324984,186121.9387189841,36502.87335788225,345.5613699637867,1801.827740173851,7089.948032249071,17013.05543395568,25863.57794120725,32786.16304323586,39716.0588504847,48192.69100504406,61925.45911634011,130293.9994012456,9665825.147146739,3181916.95363395,1066494.293716729,359475.0780292837,992,i
FR,1979,.5230556055022541,.001,.145,.0049,.0199,.0476,.0716,.0902,.4998,.109,.1318,.1688,.3552,.0041,.0106,.0302,.0987,0,786.1619077906776,3286.031448189828,12568.53830497301,22843.86504032612,30539.29612277997,37279.89688414763,44789.81882163792,55037.73041241513,74926.63451238225,10952183.15623662,1611263.112002189,516811.767685115,189685.6464172355,37566.842064042,371.0182899271181,1827.023563522174,7470.757445239009,17879.63509916898,26908.8782393939,33880.15786012159,40948.69596993996,49518.40906774986,63429.63671540423,133433.6861967232,15434723.39361805,3972829.122689785,1135311.920179449,370691.1358685125,992,i
FR,1980,.524369277957614,.001,.1433,.0042,.0193,.0472,.0717,.0904,.5023,.1093,.1325,.1701,.3544,.0034,.0097,.0293,.0968,0,743.6031595442875,3040.731178389316,12367.36336310894,22846.47600647621,30736.94626034143,37535.64101854849,45151.69873003974,55640.21085154732,75826.11235108663,8704769.238372289,1581957.627933632,513269.0782643718,189240.998881876,37734.20499426247,382.2454443724849,1588.38125740438,7272.062921217519,17792.03718483362,27045.56231735086,34109.53123640658,41226.11112338652,49994.25764860291,64196.73857029928,133735.7749802881,12678266.37675157,3661873.236982613,1105389.334261319,365186.4359342877,992,i
FR,1981,.522434619382782,.0012,.1442,.0045,.0195,.0472,.0718,.0904,.5035,.1092,.1328,.1711,.3522,.0033,.0094,.0284,.0943,0,830.8094289571358,3157.180268683119,12421.67145903072,22820.36634497536,30687.72954841232,37439.42691591784,45076.24180830228,55710.70693759961,76028.59277602573,8455813.615961658,1525716.63377095,498148.0594510755,186804.0536256939,37633.55224917668,447.6501464321211,1695.953062787893,7344.778328497395,17773.49932516802,27014.88346508736,34035.11870112916,41107.31216355764,49976.76417539733,64375.72029988763,132563.8428238223,12338767.67018828,3544445.164930835,1069217.92305619,354949.0987564183,992,i
FR,1982,.521644857157993,.0012,.1442,.0044,.0195,.0473,.0718,.0905,.5054,.1093,.1333,.1723,.3504,.0028,.0083,.0261,.0911,0,838.2506824848789,3129.504027492215,12511.74979120866,23005.74494163141,30925.9802096076,37728.72196534729,45500.91545261364,56419.32315073276,77165.53798608038,7247992.424279883,1409725.245843257,480127.0405348793,187510.7116142145,37902.35121432796,465.5352645602053,1655.091442539058,7390.209139508877,17918.01630157524,27229.89652754688,34292.55996352756,41433.55238401079,50522.58664907266,65313.57934099826,132802.6156782476,10435595.8010921,3134884.053792774,988806.3014040162,345479.5161749815,992,i
FR,1983,.521077075339823,.0012,.1449,.0046,.02,.0474,.0716,.0901,.5048,.1089,.1331,.1728,.3503,.0026,.0079,.0253,.0901,0,865.2741821382614,3250.522308548668,12626.3712051974,22871.67182982453,30642.42928570834,37375.84989016326,45147.78228081461,56168.93149693959,77079.11500651254,6774536.793903394,1356774.069029682,470004.7164159212,186654.967458524,37711.62013706423,469.5822620928374,1745.822516254522,7548.042043281534,17867.36355826358,26995.17067065421,33964.10042184683,41057.70380670602,50198.69629815458,65148.69682862038,132121.2840613828,9702446.29727122,2966658.199259704,952476.9267468072,339652.3619212212,992,i
FR,1984,.520832967969826,.0013,.1452,.0049,.0206,.0473,.0712,.0896,.5041,.1084,.1329,.1732,.3507,.0019,.0068,.0251,.0895,0,926.1096934352485,3443.864351962483,12903.39471372145,22895.95381502032,30560.96714182568,37303.6566761134,45095.82405442792,56487.33881894249,78055.09415341442,5085287.125609229,1467739.477666769,471159.0245508739,186464.3669295678,37851.17627778629,476.7624190055719,1862.141058240821,7790.078605394439,17910.44449973999,26935.90173904728,33924.28318805803,41045.82391072313,50288.77463033252,65550.393970811,132726.6365632801,7340014.751304871,2580597.480600407,948956.4305383397,338768.2887828023,992,i
FR,1985,.510351117180869,.0015,.1553,.0075,.025,.0498,.0714,.0887,.4958,.1066,.1306,.1698,.349,.003,.0086,.0264,.0915,0,1277.93738215924,4769.974059590796,14794.38694792071,23824.41337799065,30832.63816974205,37254.30941587679,44888.25224549614,56156.52940772668,77506.53016528151,7793196.09897764,1441104.359228212,483065.0301952628,188710.8422051012,38326.50266540932,588.9034151517348,2887.075820456797,9567.885456987506,19101.43670910139,27366.45005719634,33989.29624519515,40869.06150236236,50057.96522266499,65093.08324962357,133743.7384270458,11329393.35238866,3298099.333735522,1012968.834898443,350726.1221052704,992,i
FR,1986,.503089364134876,.0017,.1638,.0101,.0291,.0518,.0711,.0871,.4854,.1043,.1278,.1662,.3508,.0036,.01,.0293,.0958,0,1589.556192171918,6074.412748173401,16593.34262532947,24675.97998784096,31038.77394729128,37172.06398214911,44702.22090730256,55947.91321233486,77372.06540855211,9490974.227104442,1631132.694952646,521502.3683737432,193378.9885848386,39018.80034010443,672.0626870319508,3929.373507570841,11337.72886182281,20227.80750624818,27733.02970466831,34004.43984886565,40678.72207002115,49883.55268383929,64838.51404999025,136882.9030292934,13967127.38854123,3899446.221913641,1144646.515810926,373864.1124824036,992,i
FR,1987,.495838265415543,.0019,.1717,.0125,.0327,.0536,.0709,.086,.4766,.1023,.1256,.1627,.3517,.0044,.0118,.0327,.1001,0,1914.621477857535,7318.015925459021,18219.19124698757,25504.70064387803,31335.24915363347,37218.66972792813,44661.48983536122,55833.68344326863,77128.98445997918,11771986.05738807,1849640.796700673,561153.8058120133,196772.9834833345,39701.30689173672,772.3237871952256,4969.582421764816,12963.1858385584,21295.30101671055,28149.87045052943,34155.61478895559,40606.65940427879,49882.24720076425,64578.85346636426,139639.8221871684,17592402.06025656,4666267.789592484,1299917.800693733,397216.7242770738,992,i
FR,1988,.485599152384619,.0023,.1807,.0153,.0364,.0556,.071,.0852,.4701,.1008,.1241,.1601,.3491,.0039,.012,.0329,.0998,0,2484.725936728656,10892.42858492577,19114.0998949293,26207.05053825097,32159.40061890788,38047.3903839652,45512.66480028902,56990.60254437142,78294.51974937724,11421315.02666857,2033375.137423711,550844.4059684016,203479.5111364435,41151.95968472411,956.527449083742,6307.310928761008,14981.72376918933,22891.77626918019,29228.98276035968,35068.14745841039,41484.33567562995,51050.91564954242,65872.195548809,143677.1591450453,15912962.70562642,4954930.071375459,1355546.653842527,410711.5028237896,992,i
FR,1989,.489908128808331,.0023,.1781,.0159,.0365,.0543,.0692,.0838,.4685,.1003,.1235,.161,.3533,.0065,.0148,.0361,.1032,0,2527.023588360037,11462.40249548939,19539.5568290857,26376.371693084,32488.12125720362,38854.17892434155,46802.61262673866,58943.73577294272,81512.66607766485,17692076.34577761,2106031.406320287,593981.3526687281,210754.8377653487,42508.35659969341,966.4491204540659,6753.655592118087,15516.31908841929,23078.9825421413,29400.13159149776,35605.22319548293,42644.51848442035,52482.37784132667,68437.60033957529,150197.7860082683,27716012.0800436,6299923.983329187,1533245.615761336,438628.9972869614,992,i
FR,1990,.488621170343205,.0021,.1774,.0163,.0368,.0537,.0684,.0838,.4727,.1014,.1245,.163,.3499,.0044,.014,.0363,.1013,0,2692.558842275444,12037.20669343066,19536.5542180131,26455.74506404659,32683.94371846002,39865.01446934707,48222.84766407754,60315.53738819751,84304.70273025855,13810183.25764607,2453019.40818848,592168.1672258013,204500.3989011268,43164.62294151734,926.5013383577613,7049.608605230254,15892.29821403157,23172.06348539184,29530.28825407951,36186.42426049191,43785.24959539261,53719.32305492957,70362.53513372567,151021.8069252351,19030578.35149576,6035480.63190948,1568297.183584694,437419.9894111645,992,i
FR,1991,.487553261444283,.0017,.1775,.0145,.0368,.0548,.0696,.0859,.4748,.1028,.1252,.161,.3477,.0046,.0145,.0384,.1022,0,2287.0757991672,11104.8306812352,19948.56467649656,26745.43175839855,33353.52598764939,40533.03015884638,48332.24714576612,59953.26583487318,83069.84628957571,14246804.68306023,2605664.974962453,581591.4044484209,200889.3021672514,43013.83964634991,717.8851429659475,6257.441475294379,15840.20943933737,23567.49430882226,29957.18121961846,36928.59138865366,44203.13472771375,53869.45360855947,69233.68391873631,149563.8434270275,19669346.38982675,6245140.03882656,1651723.948946986,439754.7153425707,992,i
FR,1992,.481032442098439,.002,.1817,.0166,.0371,.0552,.0707,.0855,.4763,.1026,.1259,.1623,.342,.004,.0128,.0348,.0985,0,2801.958323964017,12084.59572905471,20098.69523012646,27673.76077306137,33765.79754274785,40489.55757244746,48879.63619913151,61286.03350618421,83389.42854634616,12620077.47129262,2320523.581032868,586369.0808581545,197928.5971013622,43341.77699480062,882.2454621138157,7174.934980434347,16091.12328636057,23939.2958885944,30661.09769368145,37065.01436999561,44466.18956733485,54587.99149306295,70323.37064147439,148226.3760166463,17399726.07430764,5548237.925325773,1507908.539144293,426984.0882575811,992,i
FR,1993,.481902029669964,.0023,.1793,.0173,.0364,.054,.0693,.0853,.4807,.1032,.127,.1653,.34,.0039,.0132,.0352,.0967,0,3052.611074372204,11838.64271771667,19187.20694713169,26458.09493358167,32898.17349107451,39956.39828460005,48367.88683371479,60729.63661960104,83594.51993743535,12215345.08095253,2442584.159776434,545681.3509549155,192271.6778405875,42714.88402216515,981.3316275095522,7395.692168424058,15550.52274498541,23057.5726197106,29609.66162504211,36416.05873339192,44073.23916174701,54231.72516188381,70605.22443737609,145227.8119415809,16474552.93443042,5632443.672438944,1504067.938485826,413189.3097002205,992,i
FR,1994,.480806522808127,.0021,.181,.0177,.0368,.0543,.0701,.0858,.4774,.1034,.1259,.1624,.3416,.004,.0135,.0369,.1011,0,3377.806908365325,12069.32157707671,19791.90670749144,26987.33777220396,33706.52861114092,40838.38265009886,49138.25239629745,60949.74106605323,82942.03949652903,12700872.51332394,2565919.02054955,608017.2539500489,198975.7250758539,43345.69344402575,924.9347586677101,7682.767896625934,15933.0292859729,23517.88595197064,30386.9462479225,37183.55223320948,44813.57861360369,54564.88444263468,70386.03382907643,148062.7989873435,17219081.55092661,5832342.374048852,1599688.960155476,438238.2662026012,992,i
FR,1995,.480098102103842,.002,.1812,.0177,.0369,.0543,.0702,.0861,.4783,.1038,.1263,.1621,.3406,.004,.0135,.0371,.1017,0,3436.553646742244,12220.23542055164,20126.89366454738,27450.78426384409,34262.27275618657,41496.08502330534,49995.82422829296,61832.63926970457,83583.29278298999,12979380.35610431,2619853.617763554,623548.9777387538,201301.8348189649,43935.51069733001,884.5953316488925,7784.59557647926,16197.78125359155,23877.41599083738,30854.96193032528,37847.65147348368,45586.94678725895,55470.23695517676,71222.71793187126,149628.8564841647,17618794.35884316,5935402.691021633,1629217.942926481,446864.2456209454,992,i
FR,1996,.483935763546253,.002,.1808,.0179,.0368,.0542,.0699,.0853,.4719,.1027,.1245,.1595,.3474,.0043,.0152,.0418,.1106,0,3561.357828716321,12346.47563390826,20337.72918116677,27590.20985625865,34372.58607602768,41540.07980293428,49919.45346840296,61516.84291385175,83205.22488445764,14436651.94828215,2970117.337763644,698279.5286932646,207228.7279796585,44397.78225420261,902.7415463919853,7933.290098726616,16343.08151984379,24060.18362134335,31016.84183163057,37866.8420746868,45580.81101680626,55257.96540717482,70797.78319094489,154218.8044277071,19256295.8529774,6744968.777188446,1853949.543589851,490984.7432700089,992,i
FR,1997,.483013806548616,.0021,.1821,.0183,.0371,.0546,.0701,.0855,.4696,.1023,.1238,.1581,.3483,.0049,.0162,.0439,.114,0,3776.370891175843,12735.37904196346,20921.01901909582,28413.70857999555,35306.65921622068,42432.50803303342,50814.10101972968,62437.99177160184,84200.78627748515,16361355.67192824,3147995.281412042,742456.42321117,211020.7646677348,45420.36714688352,969.4517315266642,8302.089067426161,16831.98493144726,24783.55179322448,31842.82097321004,38812.01182101767,46446.60739217453,56213.05682487602,71825.32891931094,158177.1596595439,22339914.10860648,7358134.203644925,1992376.180355382,517752.2376923758,992,i
FR,1998,.485470326024188,.0026,.1817,.018,.0369,.0544,.0698,.0847,.4659,.1015,.1228,.1569,.3525,.0048,.0159,.0442,.117,0,3954.699879226668,13006.26678003481,21543.86499419866,29183.8130459632,36118.93078551221,43376.37229628926,51946.73813563668,63921.28164146528,86256.79157236981,16371542.3563628,3266203.77124608,802515.5637234292,221454.4465000906,46818.9311651767,1198.95565611916,8411.749645729742,17291.51497386227,25481.20194852726,32663.57818248935,39665.40610717305,47520.49776970461,57475.06731351974,73463.97127510447,165017.2382312298,22305197.00554695,7440273.371050304,2071609.864628945,547705.1108178465,992,i
FR,1999,.486090348894894,.0024,.1811,.0175,.0368,.0546,.0698,.0846,.4667,.1015,.1231,.1575,.3522,.0046,.0151,.0426,.1154,0,4002.872204695741,13233.29028678472,22333.55170629195,30260.96713118088,37326.63317823416,44871.9337070581,53843.08285044362,66361.09896041248,89608.22772261927,16338693.79122858,3194168.520648303,813290.759928216,231295.177919762,48451.17665390251,1167.493514010633,8478.329282556917,17841.77608999275,26460.31425480924,33816.58083436701,41011.35915754201,49176.37250208869,59634.98906117779,76295.04187164194,170630.1627123756,22267068.80576064,7331649.737953228,2062319.394325404,559259.158225204,992,i
FR,2000,.487180614170626,.0023,.1816,.0176,.0373,.0548,.0696,.0843,.4631,.1008,.1219,.1561,.3553,.0047,.0156,.0441,.1188,0,4038.64244095191,13740.33991313129,23142.03737466586,31025.84966484836,38193.34339175496,45773.63086699005,54766.05938449877,67474.80657173134,91281.20428328641,17113146.8213192,3436026.884321465,864898.7252058792,240004.186061679,49707.18192040102,1148.564009422514,8725.718325277498,18541.3844699081,27262.14195950043,34610.83673722296,41907.18164363627,50100.65451921888,60616.97343022486,77570.4988359586,176587.8652736402,23237887.24751857,7759408.760964154,2193532.714908095,590350.5431404194,992,i
FR,2001,.482868245197132,.0029,.186,.019,.0387,.0557,.0697,.0838,.4582,.0998,.1205,.1541,.3557,.006,.0169,.0455,.1204,0,4625.718179798585,14577.54620915613,23938.64314705688,31484.20477249584,38320.36689495661,45725.45854152097,54541.38574728392,66973.23997429997,90889.0371675436,20657483.76170311,3430370.878898842,871053.9473563978,243626.2488533848,50040.60229776692,1469.060104345482,9490.078665714964,19371.01896409769,27867.75555801271,34898.95685188486,41923.10853715178,49946.73806467135,60304.44078205965,77130.81213628424,178004.3144100614,30240466.08606703,8470301.083838636,2275840.289630153,602734.2250419664,992,i
FR,2002,.47334510766191,.003,.1926,.0197,.0408,.0578,.0713,.0848,.4586,.1002,.1204,.1533,.3488,.0057,.0161,.0433,.1162,0,4748.564137160097,15228.06842544988,24824.1523168583,32080.81053779032,38597.91259671068,45594.77968570921,54084.85831594151,66145.17205980042,89299.87262029419,19505334.89575653,3222140.453755704,831797.6796449431,236842.3060539257,49555.09314215856,1490.73112339119,9776.632200686823,20196.86755736967,28628.98273907007,35330.02736326394,42009.66206502711,49654.04875924679,59650.00211654078,75956.66065859089,172857.0557417833,28321635.99187217,7998251.980927197,2148114.567082439,575757.4616826703,992,i
FR,2003,.477323125363121,.0025,.1899,.0186,.0401,.0575,.0711,.0847,.4595,.1003,.1207,.1538,.3506,.0058,.0165,.0441,.1174,0,4348.694671274537,14752.74203782685,24693.08181612402,32041.90714215405,38577.67760904752,45720.1060609133,54260.31524122725,66504.44100205216,89840.47316166936,19998960.23964243,3304614.99976306,840392.4580177937,238104.4470908769,49646.21586079654,1222.84599639244,9247.519910372042,19921.93282176569,28548.82607826246,35314.62266297844,42053.13465142604,49798.56573565401,59918.93162999956,76370.1071484569,174066.0636175803,28978417.86896244,8215923.92076566,2191739.633904524,582833.0494010939,992,i
FR,2004,.476786001807142,.0026,.191,.0191,.0405,.0576,.0712,.0845,.4571,.0998,.1199,.1529,.3519,.006,.0171,.0454,.1194,0,4609.138544745543,15288.77338843936,25296.73719002374,32737.46852453677,39364.23116176071,46411.7509940709,55037.20821918512,67341.386201462,91249.74214117789,20971034.68666685,3459031.454328328,877628.6212189274,242880.8180175355,50642.16889874657,1324.412579630758,9668.929846995805,20488.5124763342,29186.9462053433,36065.92817266548,42783.16078698988,50533.81380351803,60707.31285901782,77455.87742196985,178207.0559316156,30357310.47663595,8637154.875659837,2297072.405266032,604637.7499136861,992,i
FR,2005,.474101440372131,.0025,.1929,.0194,.0409,.0583,.0718,.085,.4571,.0999,.1197,.1525,.35,.0046,.0146,.0424,.1177,0,4640.339590239062,15689.42614416995,25843.21240523659,33513.57821264962,40121.01970036293,47118.01733766896,55686.94714563384,67984.5977125355,91987.47062688448,16904355.69119533,3286470.74324458,901159.6925499562,248527.8156069399,51260.96787631678,1269.321193863958,9935.117845997,20972.4550522525,29867.75562897804,36825.06658080278,43552.09031818999,51209.7929397751,61378.85335281974,78195.56413228902,179403.1395249696,23824507.37277205,7504469.326330757,2175358.171182274,603469.4731098304,992,i
FR,2006,.475461831344589,.0023,.1922,.0189,.0408,.0583,.0719,.0849,.4566,.0998,.1195,.1524,.3512,.0048,.0146,.0415,.1168,0,4492.68945445174,15815.92745414158,26340.60145682783,34198.8262787395,40933.81346288447,47987.73016226236,56671.80357744601,69168.80140990668,93838.38453067993,17730846.58214022,3239157.164542269,891235.8018584044,257801.7062754278,52241.3856656738,1178.459571840991,9852.350219039296,21318.4080671388,30482.89925393813,37570.23632003711,44373.76136562183,52128.33083137511,62445.9552183596,79611.88272040276,183451.8341855994,25023871.77564201,7632609.017561567,2165631.147338438,610245.9746557619,992,i
FR,2007,.478083492216289,.0022,.192,.0192,.0412,.0581,.0713,.084,.4518,.0986,.1181,.1511,.3562,.005,.015,.0422,.1206,0,4491.122874761688,16375.58804841236,26707.31165260731,34384.46597201056,41051.17639133081,48014.75366191575,56743.73569488085,69265.92935068985,94467.36627623548,18519654.70412401,3336289.93561282,929934.6282968159,267559.539519834,52904.70161610297,1181.462182913589,10169.32150965965,21771.4106941786,30718.53894898333,37732.24676964991,44445.30183813416,52173.10890084907,62499.61057274385,79918.67124303778,188437.7351458022,26380791.92822779,7915374.040649653,2232344.85727742,638142.5813897329,992,i
FR,2008,.476229004173238,.0021,.1933,.0192,.0416,.0586,.0717,.0843,.4521,.0987,.1181,.1509,.3547,.0049,.0152,.0427,.1198,0,4202.480566869761,16251.69770459081,26585.77117832084,34095.30147088862,40545.95444128931,47349.08784195151,55784.46673133953,68160.96847597377,92693.73697048254,18032735.62679461,3373923.096217074,880558.6474325532,262857.3200318379,52035.90262966209,1083.812048900399,10008.09434989188,21657.57257003488,30510.05330189902,37310.05354318112,43889.55769308851,51371.28119615789,61453.26588809717,78527.80957488738,184547.9177754052,25307919.0442064,7908585.528659431,2220582.063126363,623180.3093183617,992,i
FR,2009,.467198319468238,.0016,.1958,.0185,.0419,.06,.0739,.087,.4634,.1016,.1212,.1536,.3408,.004,.0126,.0358,.1075,0,3615.53537633059,15446.60629221202,25918.66932697405,33582.37717070436,40097.25990839715,46858.878947273,55052.35182285561,66802.35223977688,89918.93269447942,14423411.73893507,2643054.924069827,764807.2072940526,242063.0634193287,49913.05660133526,793.4726130109162,9219.190927643616,20919.06079448326,29928.59114027502,36879.63577333956,43432.37752020858,50732.37777923201,60477.93948273282,76649.0888815935,170098.5700042182,19902480.07956109,6277070.457714106,1787077.478553867,536499.3662949106,992,i
FR,2010,.472092001905686,.0015,.1942,.0184,.0416,.0594,.0732,.0861,.4588,.1007,.1199,.1521,.347,.006,.0169,.0421,.1157,0,3634.334332611204,15642.1676568534,26140.07925650128,33820.49728359214,40393.08237320181,47111.09827737123,55429.50588323543,67205.74650996506,90603.00582580175,20956144.34671292,3194368.912300322,811736.8434239929,247398.1811021055,50714.75375771894,735.900809401536,9334.46508316988,21113.70832097211,30144.64858919458,37144.90993418823,43672.84750263144,51059.40128953019,60810.9682151762,77153.91918671249,175976.1159046752,30260062.17031326,8557955.395042839,2132588.195774342,586883.9633829512,992,i
FR,2011,.469751882953574,.0015,.1971,.0192,.043,.0602,.0733,.0857,.4548,.0999,.1188,.1504,.3481,.0063,.0163,.0429,.118,0,3674.673759630022,16339.42616723368,26819.71374536849,34091.25447335598,40382.24686367896,46987.5995784722,55039.29699210518,66723.50106204431,89936.6872643,21737218.78696015,3035066.426230091,859455.3829761815,249142.175942055,50871.67282333906,738.6423238591253,9775.58781422679,21882.11565894221,30623.10813619771,37270.10576108482,43621.28092116726,50799.21851267419,60416.45122989831,76526.76511746201,177063.1916612632,32139735.60515529,8275909.301484179,2183658.954766625,600526.6531620694,992,i
FR,2012,.461315824745771,.0014,.2008,.0196,.0438,.0614,.0746,.0872,.4611,.1014,.1204,.1521,.3382,.0038,.012,.0363,.1081,0,3618.929632325701,16365.79692534954,26933.4213212047,34194.77928120687,40531.20248254133,46978.98339017692,55039.94973364271,66501.69948759457,89320.36870457236,13305134.93685355,2791372.161708497,784880.8372491382,240699.7474440617,50097.26026322377,706.1357952905637,9795.039512044925,21940.20965578161,30750.13163939936,37384.33553015105,43702.3514201274,50781.20284623861,60323.10919003277,76178.46223304063,169412.4080999758,18989004.59022949,5990649.820919286,1817031.657162413,541797.147161741,992,i
FR,2013,.459668873483963,.0014,.2014,.0197,.044,.0615,.0748,.0875,.4624,.1017,.1208,.1524,.3362,.0042,.0121,.0354,.1063,0,3592.819970824848,16488.25123778854,27080.94090868452,34340.07954745911,40714.2312096623,47207.18183169437,55324.545044002,66797.13030747672,89653.00579209323,14467971.7927355,2592193.172917858,772604.3355080523,239817.2408853329,50183.29159786908,704.1775706779997,9872.846303317467,22062.01122668309,30884.85749274376,37545.04049668879,43909.53158413666,51029.11408218921,60628.33113297774,76501.69984242119,168695.0451502399,21036933.12242547,6076128.414030623,1774119.645195916,533667.251311913,992,i
FR,2014,.459263676827675,.0014,.2015,.0196,.044,.0616,.0749,.0876,.4629,.1018,.121,.1524,.3356,.0043,.0123,.0357,.1063,0,3560.052345641278,16527.28518173231,27176.37172147013,34476.24143218606,40886.42442726043,47404.17922771831,55544.51894214669,67018.67078531146,89843.99796597197,14882403.92232316,2622079.858051425,775544.6750379707,239463.3244236888,50317.75635459847,691.1227399275733,9886.162230682901,22135.11827888548,31000.91493811505,37701.3068207714,44097.65169525032,51236.68589112099,60864.10137633044,76709.40219966047,168855.4890201626,21706329.88246988,6206459.619699507,1795833.614634793,534939.8362134646,992,i
NZ,1921,.643420470190165,.0022,.0886,.0073,.0141,.0256,.0395,.0563,.4279,.0799,.1109,.1808,.4835,.0035,.0156,.0657,.1882,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,i
