country,year,p0p100_gini,p0p10_share,p0p50_share,p10p20_share,p20p30_share,p30p40_share,p40p50_share,p50p60_share,p50p90_share,p60p70_share,p70p80_share,p80p90_share,p90p100_share,p99_999p100_share,p99_99p100_share,p99_9p100_share,p99p100_share,p0p10_threshold,p10p20_threshold,p20p30_threshold,p30p40_threshold,p40p50_threshold,p50p60_threshold,p60p70_threshold,p70p80_threshold,p80p90_threshold,p90p100_threshold,p99_999p100_threshold,p99_99p100_threshold,p99_9p100_threshold,p99p100_threshold,p0p100_average,p0p10_average,p10p20_average,p20p30_average,p30p40_average,p40p50_average,p50p60_average,p60p70_average,p70p80_average,p80p90_average,p90p100_average,p99_999p100_average,p99_99p100_average,p99_9p100_average,p99p100_average,age,pop
AU,1943,.548417343022216,.0034,.1296,.0117,.0226,.0368,.055,.0776,.4917,.1023,.136,.1757,.3788,.0033,.0138,.0536,.1439,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,i
AU,1944,.525059707123745,.0036,.1365,.0122,.0237,.0388,.0582,.0827,.5181,.1093,.1445,.1816,.3454,.0021,.01,.0435,.1244,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,i
AU,1945,.50656488093219,.0037,.142,.0126,.0245,.0403,.0609,.0872,.539,.1156,.1518,.1845,.319,.0016,.0086,.0406,.1166,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,i
AU,1946,.528380670993378,.0035,.1355,.0121,.0235,.0385,.0578,.0822,.5144,.1086,.1436,.18,.3501,.0018,.0097,.0452,.1306,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,i
AU,1947,.540641710741669,.0034,.1319,.0118,.023,.0375,.0562,.0797,.5006,.1053,.1394,.1762,.3675,.0018,.0104,.0507,.1452,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,i
AU,1948,.538563244950987,.0035,.1325,.0119,.023,.0376,.0566,.0804,.503,.1063,.1404,.176,.3644,.0015,.0095,.0502,.1471,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,i
AU,1949,.540452360590688,.0034,.132,.0118,.0229,.0375,.0564,.0801,.5012,.106,.1401,.1749,.3668,.0023,.0124,.0573,.1544,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,i
AU,1950,.533850322586009,.0034,.1331,.0117,.0229,.0377,.0573,.0856,.5052,.115,.141,.1635,.3617,.0019,.0137,.0765,.1935,0,1500.816297320613,3515.238026821926,6206.802600287041,9778.843347091866,14623.1289670945,21144.35332996952,26863.06070166099,31592.17625587794,36879.59111895675,3658376.799546258,2253526.82688849,823210.0520052866,81359.04603557754,20957.95877577414,712.9251561925493,2458.027163044407,4795.442083538299,7908.367193020269,12015.03377975995,17946.80237179446,24111.2240205254,29556.39398257468,34265.44150997132,75809.93049732005,3982821.691190854,2860809.536157538,1603718.812324651,405610.4682961846,992,i
AU,1951,.478029952942008,.0038,.1458,.0129,.0251,.0412,.0628,.1073,.5539,.1408,.149,.1568,.3003,.0011,.0078,.0443,.1255,0,1696.938742483124,3954.489718953157,6939.727756090335,10906.80250881216,16631.08811168758,29208.97902334993,30678.9789947397,32435.78168163594,34912.2442184712,2157429.75392887,1310913.852037043,510386.8608147718,83017.27729582082,21426.39414080676,806.802705385843,2771.836680746337,5376.326425974194,8825.033841846091,13458.84327546898,22984.89751183456,30177.75451469898,31919.99937874931,33604.01295141596,64338.09398589955,2362967.641085002,1670372.824632823,949045.0155425876,268849.4505497656,992,i
AU,1952,.474330568497447,.0038,.1466,.013,.0252,.0414,.0632,.1098,.5571,.1418,.1492,.1563,.2963,.0009,.0071,.0428,.1239,0,1679.727858464353,3915.782236713313,6876.530478408763,10818.7072724315,16537.14253528473,29471.70010667203,30364.28512331348,31952.17624887135,34237.07416358465,1857557.650921666,1223355.078230973,500503.7997826334,80617.6174785792,21128.02679967503,798.5714130290397,2744.217633664832,5325.578127642167,8749.251530395852,13359.4555223013,23193.87709960398,29963.60485900298,31516.59802605639,33030.40752040302,62598.77429186032,1995940.369316794,1502956.909523849,903302.3633716406,261736.3214365059,992,i
AU,1953,.472458261713953,.0038,.1472,.013,.0253,.0416,.0635,.1101,.5592,.1423,.1498,.157,.2937,.0011,.0076,.0426,.1205,0,1709.863912299592,3985.374072093559,6996.870612121036,11005.16985383644,16819.72756379845,29956.93819246606,30895.98579323724,32521.01977521507,34857.346260356,2146726.692912691,1267724.873285782,486797.2014099457,80453.12768586226,21416.25808658227,812.9251542462752,2793.197224548289,5419.455676835461,8901.08826213457,13588.77524572926,23569.79545963451,30483.53682167279,32073.19665467923,33622.92451567374,62897.41374183029,2367790.838270041,1636232.076997976,912635.4244144835,257985.3011013478,992,i
AU,1954,.469118129330352,.0038,.1483,.0132,.0255,.0419,.0639,.1095,.5633,.1433,.1513,.1592,.2885,.001,.007,.0385,.1115,0,1811.292481754085,4220.748217172397,7406.938631350873,11643.33310672215,17769.38740926105,31311.42796202235,32739.25106348469,34578.2986467394,37184.89723546364,2119309.346507532,1205251.405113932,462924.7528949772,84486.66502232454,22494.76146695218,861.2244730341291,2958.571370989519,5738.299208044857,9419.863762241859,14371.97250939766,24627.7546227172,32229.9313455063,34045.57756867224,35806.59794256122,64888.02594798548,2361548.797575201,1581059.561064981,866503.9287136894,250825.0971590723,992,i
AU,1955,.466669247799468,.0039,.1491,.0132,.0257,.0421,.0642,.109,.5664,.1439,.1526,.1609,.2845,.001,.0066,.0354,.1045,0,1898.299282781783,4422.108757471056,7756.326379652869,12184.62561319392,18571.76834602547,32361.7000504247,34306.52994454577,36343.19657157332,39197.3461758877,2124070.366823033,1157022.97067844,442627.6104328723,87690.81461982695,23416.39410207591,902.5850164468266,3100.135994084623,6010.476073495848,9860.884161821658,15034.89766656335,25518.16276865272,33689.52315383333,35730.6115494823,37686.93804201907,66629.72659435932,2394466.756118201,1546550.990308041,829781.2083399787,244644.2129256278,992,i
AU,1956,.468375717132776,.0038,.1485,.0132,.0256,.0419,.064,.1093,.5642,.1435,.1517,.1597,.2873,.0011,.0072,.038,.1094,0,1918.843500069011,4470.680185097151,7843.809371147489,12326.7344539655,18804.82956597925,33038.57078555026,34675.98571966808,36655.37343624581,39451.76793964343,2340923.763963016,1267726.097775554,476281.8954921534,88897.20915417034,23778.09477530833,912.3129074139578,3133.945517236121,6077.346820493681,9974.013411320531,15213.67317328797,25997.8226232628,34113.9449142804,36075.50950195332,37972.58429496301,68309.45445282367,2640694.846564023,1700182.756025429,903925.9007744709,260190.6071808755,992,i
AU,1957,.450715373281223,.0039,.1526,.0135,.0262,.0431,.066,.1203,.5799,.1476,.1533,.1588,.2675,.0008,.0057,.0325,.0975,0,1957.482955099294,4566.054332900772,8029.183517199464,12664.01335896576,19518.16288542917,35066.32584812541,35292.78842875185,36698.16255105928,38872.72033186567,1771182.482534736,1059551.544004073,423795.4339286498,80945.78073749837,23753.9451159144,930.5441995761337,3198.911502366263,6214.01348450044,10228.36714786671,15670.95207595269,28574.48923978047,35050.20339945961,36410.47548182852,37723.74076239123,63537.88991984106,1950373.56748256,1357756.436159372,772647.7400641976,231615.5056962089,992,i
AU,1958,.510801770639841,.0037,.1407,.0126,.0244,.0399,.06,.0853,.5339,.1128,.149,.1868,.3254,.0011,.0061,.031,.1019,0,1887.891119719048,4403.129166003716,7718.231142299069,12037.82289496267,17735.91802215735,24106.19000701793,31493.19666596762,40801.97199499742,50434.89697758231,2229874.106260401,1048824.741491757,414052.8490842535,112055.235914336,24489.04714242363,897.346921310679,3085.374089610026,5984.489679443793,9783.197088503728,14699.11536017342,20885.98598805928,27617.27837405668,36497.95847332314,45744.28482397653,79695.16851694074,2624642.465924065,1491309.698866181,760192.7062930013,249439.9951452139,992,i
AU,1959,.497957874049453,.0037,.1445,.0129,.025,.041,.0619,.0883,.5484,.1171,.154,.189,.3071,.0009,.0055,.029,.0954,0,1976.530573776194,4617.959093795325,8118.911406609576,12715.23784776471,18824.28534791352,25685.57773138076,33553.87689796997,43036.52977463605,51280.27111078888,2031260.164547741,1002349.912464312,400899.379952501,105788.705424055,25147.61855817745,939.2516823998595,3233.061161565563,6285.986272215298,10312.9929965598,15565.78200997238,22217.21045194592,29440.88378074119,38733.12849784781,47520.27118396879,77227.34543571965,2360702.335006642,1394861.129314764,729415.3599532374,239884.1449910609,992,i
AU,1960,.496415760960996,.0037,.1449,.0129,.0251,.0411,.0621,.0886,.5501,.1173,.1544,.1898,.3049,.0008,.0051,.0271,.0917,0,2031.088395843601,4744.829839625392,8340.271946518982,13057.95892952979,19323.94520213434,26357.00628974149,34429.1830033831,44199.59097648948,52843.94454974327,1869226.154095925,949463.8590718508,390742.2372930441,107843.0591255682,25747.82262812849,965.1700492423557,3322.108778880071,6457.959057983882,10592.51680064331,15981.97247806265,22801.9043181172,30208.16267737246,39757.48221940768,48873.60449096254,78517.54949224139,2158768.665467437,1302806.505256059,697634.6802996676,236077.1382624346,992,i
AU,1961,.497338182174154,.0037,.1441,.0128,.0249,.0409,.0618,.0882,.5508,.1173,.1546,.1907,.305,.0009,.0051,.0267,.0905,0,2035.646218884145,4755.986301993292,8361.904599159174,13096.93852060788,19382.51662956581,26521.49608245843,34764.42109209654,44726.59776895358,53636.39351391187,1963406.288317343,951218.2127792029,385689.6523573676,108096.7325900188,25967.07432454152,967.2788927387269,3329.727826350831,6473.945452230567,10622.0406095925,16034.69356547193,22901.01996244663,30453.80893109491,40152.51622532467,49524.08066877868,79211.4950569666,2294912.676423144,1333715.212137484,693979.5783299896,235050.1314797018,992,i
AU,1962,.501941621644955,.0037,.1422,.0126,.0246,.0403,.061,.0872,.5475,.1161,.1536,.1906,.3103,.0008,.005,.0271,.0926,0,2008.095199012201,4692.584942683038,8253.877390377327,12936.66641488367,19170.33976294706,26255.30561144876,34484.89728801304,44571.56375836552,53932.72003875679,1832518.195626689,952559.4372428948,397912.1010990771,111352.1747035297,25996.12194302379,954.2176685031382,3285.033949669676,6388.979467489678,10488.43517001596,15847.0064942949,22662.44853851846,30175.23750794525,39928.09446098506,49553.80855935656,80678.09366787836,2104731.115498747,1293041.675514136,703731.6869837242,240653.2606223502,992,i
AU,1963,.504813745011531,.0036,.1414,.0126,.0244,.0401,.0606,.0867,.5441,.1152,.1526,.1896,.3145,.0008,.0051,.0286,.096,0,2058.707442925107,4810.95228731806,8462.516842098943,13265.16980985064,19670.33975321569,26899.18314993754,35291.97210223712,45667.41407717332,55426.93769675005,1884821.391887637,1030093.721448151,433309.787484971,117223.331051846,26811.223967976,978.2312734779445,3367.823063704631,6550.271981357288,10754.14945055872,16251.02009187386,23241.08798303887,30893.67286811219,40912.58423774256,50842.31193563929,84320.88271262596,2137065.604665348,1367154.463187345,766934.5428964805,257355.2330863997,992,i
AU,1964,.49822152987138,.0037,.1444,.0128,.025,.041,.0619,.0883,.548,.1165,.1537,.1896,.3076,.0008,.0051,.0276,.0921,0,2233.741453123907,5218.979490261086,9176.66648806358,14374.8296521992,21319.45536737788,28958.29875612001,37715.98566050135,48586.12150336048,58544.0124660152,2037370.572592081,1059506.714072972,437868.835015287,121260.2697487863,28445.16951440623,1061.428550770262,3653.809452696376,7104.489657645522,11657.75487514895,17600.74795676092,25121.01991923935,33126.59799472137,43712.58418324688,53922.65201174186,87490.40646046214,2341266.485044781,1437160.312164975,785323.5901576269,262074.0765319731,992,i
AU,1965,.495471316301043,.0038,.1453,.0129,.0251,.0412,.0623,.0888,.5507,.1172,.1545,.1902,.3039,.0007,.0046,.0258,.0891,0,2333.061179082029,5450.680166023665,9582.788929138917,15007.61875552964,22242.44854669281,30233.87696258628,39387.27814498021,50656.25751749172,60830.20289771014,1878178.058683601,1016918.34755492,434690.1956213698,124368.0247903417,29511.63207868396,1108.63943420515,3816.190401916949,7419.455637909979,12172.31268826349,18372.3125675945,26214.01309524562,34594.08095935741,45592.10795619,56130.81523407107,89696.12070324717,2137175.19649995,1354007.116504452,760528.5566266008,262956.1853583422,992,i
AU,1966,.488251576355089,.0038,.148,.0132,.0256,.042,.0633,.0902,.5572,.1193,.1565,.1912,.2948,.0007,.0041,.0232,.0837,0,2367.755055957812,5530.135946790163,9717.210695230182,15204.0133095304,22475.37371222748,30611.97219332275,39888.84276106873,50975.16907591067,60410.47501472273,1698865.81727555,911416.1727375332,397355.9786609212,118625.7800041423,29368.91099302633,1125.170046128317,3872.312849804244,7525.578084824137,12337.41472586648,18599.25133868785,26501.70016447637,35044.14897780873,45959.38686060638,56141.63156039116,86582.65137608873,1937700.846640771,1218555.554514861,680591.4153252539,245906.3897718107,992,i
AU,1967,.489996205786071,.0038,.1475,.0131,.0255,.0419,.0631,.09,.5553,.1188,.1559,.1907,.2972,.0009,.005,.0253,.0863,0,2438.775462738825,5696.394446955677,10010.40796843532,15665.71398081654,23174.82948092707,31524.08101910802,41041.35974544031,52509.59081475411,62372.44776565301,2258977.371000094,1055031.612119254,425229.2434245534,122712.8547545286,30364.69328657084,1158.911542070255,3988.639378152456,7752.244747079248,12710.88410635285,19166.73432084035,27314.62531872265,36067.55031843476,47344.48887446482,57897.7539751918,90244.76014835146,2666963.689590174,1503462.487745301,768563.5224566128,261981.6955813901,992,i
AU,1968,.486943674698998,.0039,.1488,.0133,.0258,.0423,.0637,.0907,.5572,.1194,.1565,.1907,.294,.0007,.0044,.0238,.084,0,2507.550971604347,5856.394443841638,10289.11544600411,16095.44186360933,23802.24443470226,32309.7272623206,41957.14204054185,53550.13501218933,63356.80148799139,1921136.901384919,989964.8786917531,420960.6040518506,124437.4125440932,30913.87694935162,1191.632629868787,4100.884273927047,7968.979436738548,13062.17661652253,19686.39417467193,28028.97904631596,36917.34622026275,48365.03307228931,58938.09409099836,90878.90979587313,2213954.990923972,1347849.633631097,734500.9380855504,259713.0561697618,992,i
AU,1969,.482826889470981,.0039,.1511,.0135,.0262,.0429,.0646,.0918,.5586,.1202,.1569,.1898,.2903,.0009,.0048,.0246,.084,0,2676.938723409638,6250.54409603435,10976.59842582109,17157.68674089431,25360.95188735873,34259.45511553001,44237.61818663372,56190.06693359814,65936.05313847236,2354055.600442128,1093599.298443451,441164.8893729055,128223.1947833367,32472.04018433161,1272.17684598825,4377.414880789901,8503.401195044718,13929.65959283622,20972.85673466785,29804.08105258394,39028.29856013021,50934.6248590127,61619.45458302942,94278.2294576042,2783774.571670455,1561866.772322879,797209.5082936413,272755.5048955117,992,i
AU,1970,.480330567165779,.0039,.1519,.0136,.0263,.0431,.065,.0923,.5609,.1206,.1575,.1905,.2872,.0006,.004,.0221,.0799,0,2804.081578077946,6547.618920184434,11499.11542245419,17976.19012632454,26588.70696550407,35849.72719342249,46214.62495087684,58727.14171415168,69002.03947335768,1908518.670337988,997148.8921573748,433080.1276254953,133399.0450227365,33826.87008993569,1332.585008077848,4585.442087625474,8907.890983090607,14593.40107651663,21974.89753149192,31225.57762355717,40799.99920592016,53264.8288952932,64442.65180699382,97141.56273520923,2194408.120556108,1347776.232271981,745979.1011274601,270257.5457604554,992,i
AU,1971,.484973824958261,.0039,.1489,.0133,.0258,.0423,.0637,.0909,.5612,.1199,.1575,.1929,.29,.0006,.0037,.0206,.0774,0,2729.863892447596,6377.074705816616,11209.11542809839,17547.95884214209,25984.69337181765,35311.49591138094,45947.75420777156,58873.74035075425,70096.32516634559,1791753.230433693,925194.1996802593,409587.0668582448,133529.5212106733,33692.51635105399,1297.210859106462,4464.965899494081,8679.523640596484,14235.50992701958,21475.37373169022,30617.95858776406,40384.8291459733,53077.68604179265,64992.99193233711,97698.70558150855,2068273.565187903,1256236.166026391,693860.1905772112,260841.2194131107,992,i
AU,1972,.480861750393192,.0039,.1511,.0135,.0262,.0429,.0646,.0919,.5624,.121,.158,.1914,.2865,.0006,.0038,.0217,.079,0,2848.639400339981,6651.700550811781,11681.97256175244,18262.6527057832,26968.43484926998,36604.82921954246,47477.20996031708,60324.76073067668,70742.78773879766,1834174.658179484,996799.3003274441,439258.1547161382,134421.7660912669,34545.23742289307,1353.741470251119,4658.231201855057,9049.523633395271,14825.78202437481,22325.78187840425,31750.81570857269,41806.66585299434,54581.22342749567,66126.32524361268,98974.01167913657,2086982.952578869,1324020.926611875,749283.2507230162,272741.7633991806,992,i
AU,1973,.473409876679217,.004,.1548,.0138,.0269,.044,.0661,.0938,.5659,.1225,.159,.1906,.2793,.0005,.0035,.0206,.0761,0,3001.632594641225,7006.598503088168,12296.80248175895,19201.36017050658,28328.36679559109,38201.08769187626,49161.15550577417,62012.37974545004,71836.25710527087,1698546.089390616,962211.1377353184,433937.2024387461,134628.2966994922,35467.07413964548,1426.530584480702,4907.618952103328,9529.115460795792,15597.00649916058,23451.90430546641,33259.99935266923,43451.56378016379,56400.81522881613,67604.14834410189,99042.24297032562,1913380.03078759,1253905.553826853,730860.461965928,269786.7974702977,992,i
AU,1974,.46393315656165,.0041,.1582,.0142,.0275,.0449,.0675,.0956,.5749,.1252,.1617,.1923,.267,.0005,.003,.0173,.0678,0,3116.938714846031,7273.945436660374,12759.79567002674,19907.55063295265,29294.55725297686,39603.46861696303,51000.06703460977,63918.16202128346,73014.35232043715,1474050.99171909,819158.0792950332,379538.5640417105,127788.1607781982,36004.01290470539,1481.428542595911,5095.578132118597,9890.339943561292,16177.55070554868,24298.0947651877,34418.43470427256,45080.7474219248,58231.08730203755,69239.65851635201,96127.07295903559,1670535.68177251,1075714.945050033,623390.1919487505,243962.580285833,992,i
AU,1975,.459135868212022,.0041,.1591,.0142,.0276,.0452,.0679,.0962,.5819,.1272,.164,.1945,.259,.0005,.003,.0156,.0623,0,3177.346876935629,7414.285569983391,13003.60518909106,20281.76831274418,29754.35316239532,40588.43458418745,52652.03979157349,65773.53613483266,74403.39991245008,1654176.702499064,769776.447603074,340711.3539130407,121059.7255350023,36469.38704530779,1510.136025030382,5194.081531561996,10080.20388544425,16484.21736624677,24748.77502852507,35073.87686838661,46406.12154578925,59808.02604685621,70929.38637462173,94459.31788945389,1960725.676124617,1095999.978668836,568515.7712480497,227249.1792505774,992,i
AU,1976,.455851734741103,.0042,.1606,.0144,.0279,.0456,.0685,.0969,.584,.128,.1646,.1944,.2555,.0005,.0028,.0148,.0605,0,3215.986331965913,7503.40121450746,13156.32627455407,20510.40776407654,30068.23070730681,40964.42097142755,53036.73366163731,66052.51572123969,74304.28426812064,1506207.317623852,728182.7069160037,330151.6262274055,119325.3038000515,36548.09452676912,1528.503371611678,5256.870645986206,10199.99980148004,16673.94525371061,25018.63896885101,35422.38026296433,46791.90385120604,60161.08726447447,71051.08705252521,93376.6648493008,1769008.741080444,1018372.293104854,541885.8397935521,221222.9208644635,992,i
AU,1977,.456946664901477,.0042,.1604,.0144,.0279,.0456,.0684,.0968,.5821,.1273,.164,.194,.2575,.0006,.0032,.016,.062,0,3257.823065845533,7601.768559531737,13331.56436638155,20790.40775862698,30533.60484790921,41425.44137061809,53462.44793906603,66726.05312309679,75470.33866719472,1856465.814208222,809766.8549880164,346105.9116311771,119727.7527718105,37088.70676114529,1548.367316803303,5325.578127642167,10334.76170361911,16898.84320851715,25366.6661729618,35917.41426693505,47225.10112168639,60817.27772789367,71945.16866777699,95508.02535203635,2238096.146916704,1187386.779611287,594821.5530489922,230041.7642302396,992,i
AU,1978,.455496095317101,.0042,.161,.0144,.028,.0457,.0686,.0971,.5831,.1277,.1643,.1939,.2559,.0005,.0029,.0154,.0611,0,3207.346876351747,7483.333187687154,13121.83647930697,20458.02681271507,30028.16268087576,40739.11485336364,52553.94455538746,65486.46131048795,73855.84890269877,1617031.124990726,753348.8288751815,333449.1091564247,116676.7324230285,36357.00609511408,1524.421739038057,5242.789013607211,10172.99299928458,16630.81600284934,24955.98590884592,35320.20339420466,46435.50930031932,59724.42060630652,70512.44760722631,93050.33832503975,1917912.955869435,1071234.605001178,558769.7850431755,222256.8664225714,992,i
