"country","year","gini_coef","percentile_1","percentile_2","percentile_3","percentile_4","percentile_5","percentile_6","percentile_7","percentile_8","percentile_9"
"Austria","2013",0.279,15209.3589664164,19506.9988804689,22963.4955712308,25845.2436644761,28897.5117514439,32863.022979663,36916.6803151695,42646.2796012951,51936.1822355772
"Austria","2010",0.279,15332.1964957853,19581.2570626851,23099.9325580525,26335.4944319829,29645.7484335756,33398.0442588115,37655.1447087178,43785.6083072957,53497.266201591
"Austria","2007",0.284,14214.5068727568,18415.5707239624,21696.4907058363,24745.8290821804,28100.5653081568,31602.2134510678,35975.0463637299,41702.8584179032,51399.760378235
"Austria","2004",0.269,15149.4695502372,18784.9530746443,21814.7105014165,24432.6717863703,27397.1320254593,30252.3104866858,34069.4336751611,39754.1524046736,48966.6796858238
"Austria","2000",0.257,14075.9151641555,17462.0315391393,20228.1874792491,23079.7856246,25780.6860522428,28622.0820993673,32069.5756610879,36482.7223625799,44382.1826235814
"Austria","1997",0.266,12802.1233721893,16467.6380249434,18995.9639711703,21769.2269796269,24263.8625731121,27199.5961589053,30775.0190011084,35301.4489498556,43094.1256988593
"Austria","1995",0.277,10595.2393976164,14120.2330383219,16668.6059030875,19379.7003251446,22029.8066539684,24762.4969889827,28413.4854297631,32861.9961754051,39530.8862457368
"Austria","1994",0.28,13034.7946506765,16951.9480030064,19885.0398586715,22380.1382430203,24995.6825770724,28138.35048186,32422.875174796,36732.0653479175,45312.0091642436
"Austria","1987",0.227,13186.2314526033,16330.3264032714,18957.3925482861,21300.8358835709,23424.844603291,25820.5126273671,28689.4589179452,32275.6392887708,38037.2076470614
"Belgium","2017",0.259,13689.3756059241,17083.1436891902,20666.0629066256,24109.8272414405,27515.9151392796,30923.4993708724,34408.1634949578,38836.5622002014,45773.5228788602
"Belgium","2016",0.263,13591.0872392693,16906.1694049942,20239.3898073313,23266.6139556195,27010.1668597967,30191.4832447482,33942.4858576205,38400.8659026147,45149.5326017091
"Belgium","2015",0.265,13692.1855431153,17043.8608488386,20160.6947031387,23525.2963960538,27237.5989666468,30680.1258345547,34650.8024824289,39110.8768026648,46163.1792673939
"Belgium","2014",0.262,13657.3414991795,16831.9878100778,19943.4621150776,23055.4914196123,26483.5320182192,29844.7299963556,33587.5761253389,38232.5500573513,45512.9871637494
"Belgium","2013",0.264,13450.2635271705,16600.4560827156,19853.4597226474,23340.09801671,26543.6272004528,30226.1137583834,33731.4743598423,38436.0912368745,45498.5482921446
"Belgium","2012",0.265,13469.8819902841,16984.3155249013,20259.1077139357,23577.399893178,26931.3243266392,30150.3004161543,34077.9303094442,38455.1329714015,45253.2278394816
"Belgium","2011",0.268,13080.2813623022,16220.166569208,19315.6412687419,22464.942688611,25890.4094968293,29214.8754137263,32670.6142168579,37117.7917941672,43717.4057441965
"Belgium","2010",0.262,13250.3067491021,16716.7044862381,19955.8656931962,23083.4346882551,26552.2176078236,29891.672855977,33441.0112271783,37589.6357950013,44880.8728175124
"Belgium","2009",0.267,13323.9870565257,16672.3648698401,19892.2643701583,23246.050355113,26521.5547974323,29746.7939963159,33341.8706884798,38057.0936088985,45350.6653620665
"Belgium","2008",0.262,13381.8991724647,16794.99391227,20015.1800462223,23076.3697524514,26253.362733342,29569.4406687,32795.7933081179,37670.2585943548,44670.3252783125
"Belgium","2007",0.271,13162.255563233,16452.7473176571,19384.8705337511,22615.7349803004,25737.3623594049,28849.5016085369,32487.0609526211,36750.3024383667,43544.1710805143
"Belgium","2006",0.271,12719.4545594268,16284.9959060955,19119.3642647678,22301.5732420308,25483.369613639,28420.3222129155,31815.053760411,36144.354999888,43420.1664717973
"Belgium","2005",0.268,12723.4778035641,16103.4947316082,18854.3221255533,21864.8125441097,24734.6211130517,27621.185323022,30847.6214445217,35290.6177477449,42848.0620005324
"Belgium","2004",0.269,12821.9743076051,15781.8914397435,18429.9511481534,21402.6582502722,24283.9858949782,27373.9464167692,30615.9151303683,34625.622841366,42033.2072626197
"Belgium","2003",0.261,12011.4112912547,15372.7355671794,18006.0925039949,20649.0732201474,23600.9331798464,26308.1815844679,29757.286517178,33521.3044878807,40234.3306248875
"Belgium","2000",0.279,12653.7424620262,15479.2576574802,18322.6193275678,21258.2886067241,24075.7388877453,27016.9941235683,29902.7045351778,34179.6314554816,41874.522820729
"Belgium","1997",0.25,11956.8753471714,15066.0952642932,17434.1298823598,19762.0269884524,22391.2078240062,25311.1082950119,28398.7118692705,32203.9967669001,38145.2477716525
"Belgium","1995",0.266,11853.9236822641,14846.5535749298,17326.1618722056,20006.8482201862,22944.1449226457,25317.1835619755,28548.2339223785,32061.7997828071,38354.2510401884
"Belgium","1992",0.222,11947.8297532026,14080.6510467292,15930.4379974151,18049.9832439839,20037.1177869908,22260.9736357133,24867.913643403,27578.076464198,32433.3793711147
"Belgium","1988",0.232,11035.2448665339,13099.3911439529,14885.6720118301,16870.4279026447,18775.793406855,20798.8998987434,22932.1214173347,25801.830354884,30604.9402522853
"Belgium","1985",0.227,10719.6528332556,12647.4392187473,14206.0185708488,16064.8754175386,18010.1023510104,19899.2214254192,22052.6941182538,24784.5445557722,29255.7700451147
"Brazil","2016",0.462,2265.93800250042,3349.014310513,4507.84332921674,5584.73594391909,6836.14355044734,8205.51382944212,10079.125266246,13091.1104814219,19665.6699431423
"Brazil","2013",0.45,2597.34252368403,3748.1600217903,4869.00285631249,6076.54694269639,7273.133067652,8832.9365266825,10744.0444927994,13804.1338019455,20579.1110723634
"Brazil","2011",0.46,2286.71395155611,3282.55739534773,4321.81536867312,5416.41419471652,6504.27618944415,7939.43201278653,9788.68312478095,12682.0540657105,19173.9279206962
"Brazil","2009",0.467,2185.36235743656,2975.14779496651,3996.43838297096,4929.28380120435,5993.16691409496,7360.40534605554,9179.97084345524,12057.0091054333,18521.1778880399
"Brazil","2006",0.487,1749.54154046754,2517.25744782735,3369.55523780577,4197.54483466729,5141.68665106762,6367.01035278304,8041.00034890782,10798.3698781312,17037.8161824393
"Canada","2017",0.313,14790.7568913373,19336.4783634721,23514.9784289362,27530.2879779913,31935.1578055282,36589.2084265399,42170.9746664088,49432.9437041875,61633.6119264725
"Canada","2016",0.308,14513.1515267946,18928.8553068529,23084.5249266588,26947.7879426725,31105.3596434111,35654.4016953504,40744.0882661917,47635.6073101104,59661.133518373
"Canada","2015",0.319,13822.5336428125,18350.135868592,22819.0487223269,26965.8346172334,31334.164395358,35738.034671985,40856.4200948781,48327.4376038675,60977.6464141461
"Canada","2014",0.312,14114.3354492824,18723.5441869415,23088.9969943482,26934.5274550978,30769.1490568741,35508.5581164659,41001.4194693317,47862.7771638102,59519.228823301
"Canada","2013",0.321,13403.2592154364,17948.1725891211,22145.9382963473,26384.7633447693,30580.8607266196,35240.0353957784,41192.4972638171,48691.5719667078,60913.6287066975
"Canada","2012",0.317,13367.6978564533,17944.3858367829,22074.4796357961,26018.9308384996,30249.5334998096,34621.8503672172,39874.917463554,46865.5680663251,58651.7050772373
"Canada","2010",0.317,13450.4823631878,17546.9002112337,21594.4409958741,25464.7970180287,29410.9088833678,33538.7959975607,38662.6608306109,45617.5360856903,56348.0343048907
"Canada","2007",0.315,13255.9744530372,17417.802962242,21129.8059310854,24638.4128302495,28466.6592272835,32648.4388858463,37552.5646791881,44151.9764113732,55217.123617431
"Canada","2004",0.318,11711.8303422596,15760.7349186117,19390.5422826571,22724.8877702567,26205.7708943029,30227.0427560045,34635.6174921332,40834.22691286,51283.6643311138
"Canada","2000",0.315,11327.5895208531,15145.6646235848,18209.8172912442,21353.8000557239,24545.4973495871,28133.9629718709,32502.4823476689,38229.4409198283,47449.8997687665
"Canada","1998",0.311,11066.4805808903,14951.6599666079,18202.6875696036,21446.5813139158,24776.30627629,28298.2528462021,32528.1669051314,37838.0733561115,46968.8103153202
"Canada","1997",0.291,11302.6810594206,15044.4443045038,18062.2836474697,21227.5045526224,24295.54386877,27671.4943884063,31655.9890984595,36789.9402215283,45269.132725782
"Canada","1994",0.284,11619.5276176128,15384.3889295241,18393.9382826473,21394.9657934733,24361.2865012493,27631.8178190406,31646.1966703221,36752.8954259825,44979.1240712903
"Canada","1991",0.281,11733.792603063,15660.4166469256,18485.1622034895,21439.7533893007,24345.4895652604,27680.2010687398,31440.5915929154,36434.1368127611,44314.6628540451
"Canada","1987",0.283,11571.8200659751,15438.4464218509,18528.4017376773,21556.5950921166,24513.4731799733,27581.9495698556,31483.257244207,36300.1070324897,45063.6178270483
"Canada","1981",0.284,10767.8032725703,14771.3573056109,18171.1943653784,20937.3946242195,23877.8970488564,26989.1371084714,30854.2208000432,35758.3482690392,43607.0457218877
"Canada","1975",0.289,9289.36963353442,13368.2721813549,16566.0999358369,19443.9312315194,22087.5359227783,25083.402291992,28373.4071784127,32612.3272934927,39651.7852784457
"Canada","1971",0.316,6947.62387238616,9920.20160657046,12700.3860085562,15219.393368044,17566.7877159959,20009.532058199,22958.0634183118,26807.5519191749,33250.501287056
"Chile","2017",0.443,4119.62538082485,5517.0860408132,6931.03077443802,8292.14507344131,9923.5230721087,11890.9945148518,14526.7316883158,18674.2849202035,28411.5906285953
"Chile","2015",0.44,3926.83864694183,5271.67124747375,6576.14308081478,7947.17869861802,9433.13049930441,11304.1784199912,13814.3924156637,17805.2974170707,26519.1234136559
"Chile","2013",0.446,3606.9773263497,4889.81562009046,6131.91223612564,7366.2361249835,8796.40968666317,10531.329443774,12773.7424430365,16452.6714469636,25352.0341993034
"Chile","2011",0.452,3033.55978224205,4059.0027215571,5117.5491854798,6214.33316505345,7457.20534427431,8916.35862874378,10966.0811862791,14255.1269211921,21894.7756674815
"Chile","2009",0.459,2822.63799147755,3806.88988510367,4804.17380181393,5840.13798432773,6966.05201333793,8433.57168842274,10409.1882848137,13588.2554918262,20790.5942942139
"Chile","2006",0.46,2527.52901256195,3497.83185138278,4468.18470106085,5491.08204526205,6697.64355808312,8074.48491335348,9949.07159662088,13171.4414116711,20153.9724645434
"Chile","2003",0.48,2108.2145757356,2947.5510833598,3784.66726814009,4714.76161121156,5779.93691102509,7038.79099865732,8823.12798537156,11819.1543936289,18610.0627897609
"Chile","2000",0.491,2021.35089779758,2874.51148357958,3712.47832633483,4584.73669217845,5652.87458577479,6894.87181084295,8675.88144035335,11594.4389166845,18642.0390425123
"Chile","1998",0.487,1951.65593748304,2726.42008702315,3578.50898304862,4482.25188105533,5520.9842130892,6794.7155260063,8537.33519890445,11477.5847605717,18393.2260716558
"Chile","1996",0.482,1867.206729707,2599.81549328659,3426.09611020708,4285.11327457802,5221.97211620443,6406.93232739964,8141.90446565527,10960.1330069064,17039.4412423599
"Chile","1994",0.485,1611.72895041683,2313.85324212231,3036.43433738377,3788.80742001539,4711.24010067528,5866.23641221646,7344.88565503621,9902.38780714903,15559.3143241894
"Chile","1992",0.476,1581.17132507252,2145.29681402681,2772.48385239619,3371.00871889464,4120.59775931485,5031.24360730568,6356.43500452388,8441.80758695138,12881.0615904679
"Chile","1990",0.481,1298.69327849137,1787.05627592786,2295.05740231704,2857.51404261935,3496.48189647093,4300.43908808178,5394.75116139805,7096.75046481964,11217.0260410757
"China","2013",0.396,2312.01783857749,3361.59060231521,4360.51936242756,5518.28798999496,6702.36441041817,8061.38695992738,9781.47714789834,12166.706760823,16211.5993813323
"China","2002",0.414,924.657260190525,1248.2144304033,1578.2754962338,1950.96839184603,2380.9924714378,2924.3551484319,3664.63169309353,4740.83211905626,6459.99326440351
"Colombia","2016",0.46,1746.32356889101,2714.35249575838,3458.12909744971,4309.61339580738,5353.82630109813,6551.88533361089,8081.70501768487,10375.4955736052,15277.9172321337
"Colombia","2013",0.481,1553.47440317668,2467.83081637738,3260.62233877246,4093.71471473992,5109.60565395538,6369.2450530244,7988.88934455744,10470.8865654831,15844.6305337515
"Colombia","2010",0.496,1360.82153803568,2130.3336882413,2818.1665741776,3542.77392240589,4355.34834191084,5499.58868210941,7025.7245417684,9372.49989444178,14499.9350362127
"Colombia","2007",0.52,1079.43518258612,1821.43501138954,2487.80250857208,3178.4990373573,4047.88193396763,5140.43848509093,6676.27921446497,9058.96743593524,14481.8933383508
"Colombia","2004",0.506,885.693713818499,1418.79469910848,1972.80024828417,2427.48093397043,2973.10576307493,3716.38220384367,4729.31566369494,6241.07810607635,9864.05754279781
"Cote d'Ivoire","2015",0.515,548.310814997108,916.567119307992,1252.44282317867,1627.08378666607,2076.92987262186,2620.6988212807,3386.79326333763,4693.85594393245,7312.39742465716
"Cote d'Ivoire","2008",0.483,602.082989597728,945.91761127988,1287.21453235402,1611.28370972872,2020.15316511635,2552.65524581578,3273.05497294371,4396.22778246476,6434.3122648578
"Cote d'Ivoire","2002",0.511,522.958135266865,863.431443492105,1193.99039037061,1550.31738888615,1935.76304067676,2449.81287744074,3194.99982170636,4325.34582627857,6814.04906159907
"Czechia","2016",0.252,9714.36646952973,11909.1837214969,13475.1543594957,14989.5533604611,16801.3532930785,18659.0458546987,20845.7984803167,23897.5188876494,29288.952594296
"Czechia","2013",0.258,8632.5697907716,10658.0845753154,12186.6552777254,13500.5270372239,14922.1000453971,16536.4381408035,18603.3701640522,21354.3089557367,26250.7521129404
"Czechia","2010",0.256,8823.2332090135,10917.8083147518,12304.2015671782,13665.0766018342,15358.348952991,17151.5678142073,19165.7063606113,21909.2003551336,26917.3823875069
"Czechia","2007",0.251,8766.71637787042,10573.4653801127,11958.9446622283,13302.9699472964,14876.7735734198,16566.8174439637,18471.1548587662,21183.9676429075,26030.2358541542
"Czechia","2004",0.266,7138.74813833867,8870.50090730209,10046.7446882191,11219.0026517355,12387.3898677191,14006.2527989011,15908.7568207075,18447.8180284664,22901.5697867796
"Czechia","2002",0.255,6918.4059374675,8191.62687838206,9355.04387217174,10394.3529563759,11463.0693045801,12769.8287462763,14388.7765440071,16509.3389788075,20674.7790587999
"Czechia","1996",0.256,6411.66590209807,7729.57446324114,8732.15524561917,9669.83847844722,10816.9252639404,12114.1445688431,13658.3691625547,15678.9032246618,19078.2661764106
"Czechia","1992",0.205,6036.32551321683,7063.40179457014,7792.36558148423,8520.22607224555,9258.85374602307,10007.8846213978,10975.3897576773,12192.5580379388,14244.7440198498
"Denmark","2016",0.254,15907.1550733303,19167.1735040385,22053.4339081882,25133.7863993854,28238.5131701149,31426.3901055584,35124.4002046864,39735.9368038334,47259.8235778058
"Denmark","2013",0.249,15702.1781578724,18621.8167984392,21450.3057259788,24482.8001009058,27423.2769252742,30505.5926846354,33977.3984017119,38295.8788385802,45254.0046468307
"Denmark","2010",0.248,15807.6754742764,18920.4312368903,22026.3294712201,25227.3295725195,28352.2326441166,31402.8875342415,34837.6743836069,39076.7629424519,45792.9016582486
"Denmark","2007",0.238,15557.2365599924,18680.4590846777,21997.1712627885,25160.1855756892,28020.1853587496,30733.6181400064,33779.8403563696,37677.7616416481,43995.2245625002
"Denmark","2004",0.228,15085.0683615862,18002.5617653972,21122.2518400476,24079.4929258971,26824.8735928176,29443.2526858777,32430.0873231209,36189.5221095117,41912.0799222389
"Denmark","2000",0.225,14428.6242374504,17263.4453217203,20280.7070277683,23035.7413667511,25532.9299652911,27994.2279887342,30758.8127328559,34162.5569903536,39677.5992765039
"Denmark","1995",0.218,13910.6292546564,16537.7363967289,19246.6346555528,21789.8677762531,24137.6243129566,26396.4475022194,28860.578322143,32089.2152626054,37169.9118514588
"Denmark","1992",0.238,12276.3920078202,14960.7526003406,17624.14186748,20276.8694126694,22582.0008497721,24940.2168212041,27428.4945255211,30278.0134640555,35168.3117506149
"Denmark","1987",0.255,11637.5284245611,14800.53182202,17995.212069415,20868.6328291445,23305.152824359,25493.1720240417,28084.769891657,31379.6521806051,37478.1779196959
"Dominican Republic","2007",0.49,1340.49016160681,2106.81581003492,2817.21659940149,3574.64039041426,4353.17920139348,5398.69529526349,6836.36186784218,9024.07033829248,14228.8770644119
"Egypt","2012",0.465,1333.68288790862,2045.36664147238,2629.75734381036,3266.84221101197,3920.21065321436,4715.28055421421,5877.41121262225,7774.92602036125,11433.9477385419
"Estonia","2016",0.309,7522.40297788724,10148.2748773632,12297.7735133483,14837.2386003905,17484.7497961932,20268.0269001758,23684.6649474764,27932.2938861616,35088.8172677851
"Estonia","2013",0.352,5596.20681478045,7235.43447547653,9070.92463562064,10696.198725507,12899.6223483175,15356.1594776906,18417.8487360447,22023.9581698989,28643.0308399586
"Estonia","2010",0.319,5314.2741050813,6852.58587251203,8303.33562984545,9669.06653118175,11328.9496370315,13171.4040612484,15463.0895124062,18376.6100735958,23212.8605039811
"Estonia","2007",0.312,5800.09835994955,7569.08368347131,9250.73634319226,11048.1700832057,12787.875520977,14631.8066443182,16931.9325023486,20198.0167577321,25710.866824473
"Estonia","2004",0.347,3755.71578556297,4906.55921804786,5964.67119029193,7035.77571850557,8276.43439456312,9542.39671371714,11391.1840856269,13975.8121142923,17974.908622287
"Estonia","2000",0.361,2862.14206226852,3754.25214625687,4545.59915993703,5368.57102820793,6250.90366501339,7388.20245337111,8703.01109096909,10589.6310706873,14301.8439566817
"Finland","2016",0.258,14337.8831137113,17619.7259833657,20310.5278821111,22938.7650032441,25491.4071517321,28328.276204304,31778.4251924355,36249.0523308449,43525.4100808341
"Finland","2013",0.259,13887.3991850945,17091.1573170125,20019.8516986325,22692.3790055747,25485.1688898132,28376.7982295652,31761.8138645555,36432.9352738688,43695.1216025669
"Finland","2010",0.261,13745.8341490153,16904.6351764899,19869.2634226029,22744.4768534133,25538.2916254069,28560.6459675423,31965.8177083177,36452.2350555341,43632.1882321393
"Finland","2007",0.264,13261.1912566487,16409.886690031,19556.5370375104,22359.6476157753,24931.2631913572,27761.0560467686,31077.0661188423,35051.771636592,42581.2009686223
"Finland","2004",0.257,12558.9815376765,15418.4604979851,17858.5648299485,20335.5354717686,22771.5737441371,25217.7215222112,28359.3306637077,32317.3497485913,38926.8356352492
"Finland","2000",0.252,11419.750879541,13734.3887180084,15901.0170357319,18040.2571530597,20176.6033948695,22426.8531198273,24790.482075122,28019.6536553256,33497.1284406372
"Finland","1995",0.216,11069.6743916234,13212.3219142482,14911.5046012123,16564.1454867181,18110.60653968,19812.4923819078,21750.965382962,24403.2506103527,28517.8698130387
"Finland","1991",0.209,11894.9126331107,14690.132221115,16766.2426079648,18588.4846359875,20231.8012303845,22162.3608611476,24372.6799063203,26909.4513295891,31099.3591112746
"Finland","1987",0.207,10884.0054226783,13193.7225512927,15042.6132402166,16889.91403275,18462.8632923167,20085.3746161662,21942.7847498994,24201.1469898883,27925.6972115133
"France","2010",0.289,12551.6770491069,16067.2284192475,19055.743006868,21754.3872484173,24352.6444128031,27413.9458783734,30947.4643326781,35543.6934166272,44783.9932409292
"France","2005",0.28,11261.6926783335,14417.9557072152,16983.811288511,19292.2456906013,21577.4598043464,24152.5670828678,27417.9485051112,31534.9974223127,39736.4012703218
"France","2000",0.278,11284.8820133674,13955.3084178912,16317.2909767044,18495.7159915927,20686.7090091897,23326.2253651667,26541.5297955042,31136.9662484307,38945.5562595035
"France","1994",0.288,11048.8833394339,13864.289535594,16071.8113771129,18290.6518068271,20525.3957569015,23252.8509805588,26617.6799415602,30883.1516972742,39120.9929728124
"France","1989",0.287,9796.59552374891,12243.5316378316,14440.3035167602,16568.8695195948,18669.0594497163,21056.0085360218,23852.3739920553,27387.2552070755,33924.7646176534
"France","1984",0.338,8270.43325301162,11506.6035703152,13580.9724902792,15686.2538910806,17817.0073199455,20126.6803178047,22994.5641495048,26699.5084927247,33219.2827627741
"France","1978",0.312,9106.15734280927,11991.4483128038,13894.8343326947,16122.881383187,18505.32207294,20974.4601806295,24167.948982817,28484.9750490801,35721.5475522204
"Georgia","2019",0.377,2063.25355010573,2888.55497014802,3550.08931131838,4331.43284466888,5262.30224930328,6261.97530267266,7544.39497608518,9370.93246142103,12217.901782639
"Georgia","2018",0.369,1990.31126515898,2712.74199333521,3350.7279187768,4225.21395464637,4966.46764484176,5907.90639672804,7200.36784358499,8937.9514980912,11758.293484747
"Georgia","2017",0.405,1660.09036446037,2512.12039369355,3323.07953062476,4085.53135470928,4855.75447895775,5800.28558451628,7076.11100438979,8657.84058444717,12279.4830861028
"Georgia","2016",0.39,1930.23180668268,2775.45079159231,3452.44668282336,4194.92906059747,5015.65566677324,6089.93809246274,7478.1062419339,9368.37370374074,12604.8586817262
"Georgia","2015",0.386,1907.32844505405,2684.68553905404,3294.26735376847,4114.94103623939,4906.29838710441,5935.63857104904,7154.60386445011,8806.11963419994,11591.572342211
"Georgia","2014",0.39,1874.16994054015,2663.91450667971,3386.70759318236,3972.29729535868,4750.25462916779,5760.33085692089,6979.34756496339,8813.79806871965,12413.3382863069
"Georgia","2013",0.401,1727.75103130918,2363.78676703707,2952.06858434513,3526.7423511731,4298.74196168252,5287.08539839418,6566.38185656589,8206.62028183705,11019.3172080245
"Georgia","2012",0.409,1419.13197523055,1931.46274102557,2476.73594549809,3054.0281609046,3700.37319099041,4601.88765572679,5587.7096230364,7034.11535092731,9318.88468917843
"Georgia","2011",0.443,1071.94153327366,1615.83582805702,2052.88940340676,2570.08818488049,3081.61430446872,3825.27537445672,4811.05662070459,6204.61341913884,8433.17335606439
"Georgia","2010",0.441,1009.67851130517,1498.38253919826,1951.92590969279,2428.81051937773,3058.17017237715,3833.6760543234,4876.92587190359,6186.34196995504,8659.5373611834
"Georgia","2009",0.453,892.044724132739,1386.92945994059,1858.25541455641,2271.29617892974,2811.74227520895,3551.48522073562,4540.47380749173,6078.75991088747,8509.00026156055
"Germany","2018",0.292,13704.8789244679,17712.7219631564,21029.0485824204,24332.4855896184,27308.6260940673,30740.4212341744,34512.2920193326,40014.3579237527,49946.0404258942
"Germany","2017",0.286,13140.9775791827,17387.1046845821,20662.2098593556,23752.6816581344,26709.6477328458,29729.8743589925,33724.3786595475,39211.6622752127,48298.0902882048
"Germany","2016",0.293,13025.6209881472,17092.5625560877,20209.2201615894,23092.4090827586,26075.5375315742,29527.2506600293,33633.4253801333,38943.3897068122,48688.0783108368
"Germany","2015",0.291,12879.3235322856,16672.5593602134,19680.5259315997,22717.6502167846,25571.3895177835,28960.643008467,32689.7935427306,38201.0382316971,47438.8918707686
"Germany","2014",0.287,12659.0085617902,16229.681490707,19195.0847025727,22109.6574680223,24919.7323675013,28107.9485919342,31876.1933081563,37782.905049385,46743.5711295138
"Germany","2013",0.291,12757.0170098488,16215.7582463686,19127.2926396647,21805.3217420678,24745.4761463689,28063.0521494412,31784.2512353177,37216.3360680415,45999.1074682878
"Germany","2012",0.288,12687.8525710104,16163.9022881857,19099.9783962579,21763.2114958783,24610.0701803004,27818.4699870244,31716.2559138257,36742.9387284869,46001.9173369088
"Germany","2011",0.287,13012.3393322385,16512.8811118763,19279.9471704655,21878.1898781116,24655.7893368136,28002.6186015825,31854.2347904396,37081.9953382872,45580.7685083964
"Germany","2010",0.286,12817.8328609052,16229.9817524012,19110.0000946382,21969.7409448133,25059.0942835853,28382.3441920044,32075.305625084,36778.4548445168,46232.0612868321
"Germany","2009",0.284,12661.1163015314,16242.0129826907,19133.941166382,21887.2605679209,24919.2512635068,27865.8508680405,31696.2783956885,36719.4998743218,45215.964997942
"Germany","2008",0.286,12761.6683176367,16483.5279482764,19200.6702434719,21828.0251080312,24519.8145876769,27603.1275193347,31248.4613071386,36374.280617457,45026.3112538838
"Germany","2007",0.286,12865.5432765073,16392.943155961,19147.540898432,21851.7145591887,24576.3034493761,27749.0539541068,31258.4881758316,35963.2942007604,44890.1090992768
"Germany","2006",0.285,12740.032540386,16384.9956300785,19192.4873941908,21911.6468702377,24221.1546302792,27305.4908607473,30919.983079678,36197.8438343395,44870.8826959966
"Germany","2005",0.287,12619.7626734948,16040.6693498563,18883.1190244187,21558.8031587665,24276.3328642505,27017.1234011583,30610.5895585445,35697.4250187656,44560.6285476438
"Germany","2004",0.271,13278.8576294424,16684.1921887512,19504.5875355009,22203.5943091619,24654.0658957179,27412.7829869039,30826.7397603352,35559.2096206201,44302.226523925
"Germany","2003",0.268,13081.8017451463,16802.9737473116,19451.5739344857,22157.142457969,24680.3327156325,27504.1069348405,30684.546988088,34933.3406059157,43175.0238518492
"Germany","2002",0.27,13247.496170353,16994.4012106321,19868.5254720996,22309.6907510911,24851.7047331391,27756.7047248386,31185.6881800489,35704.2521699556,43988.3922131199
"Germany","2001",0.27,13234.6835792672,16728.6747811175,19473.9843164567,21990.7675272791,24307.120206709,26913.2415996124,30320.2836265644,34893.9443705858,43424.2228468758
"Germany","2000",0.26,13726.5980850881,17295.0101884815,19992.954340751,22207.6305502703,24735.4281116967,27571.8355949855,30972.7024216175,35388.3298257302,43455.1381569218
"Germany","1999",0.261,13455.3471406884,17067.1881494962,19619.1982366689,21906.8255536244,24203.8340679868,26983.8382367218,30393.5798290382,35072.4218512811,43136.8331356633
"Germany","1998",0.254,13538.1737044374,16959.6758692229,19221.2071189778,21305.5225409688,23601.2690464821,26534.9667797863,29945.3603993392,34524.161692591,41807.7532836413
"Germany","1997",0.251,13195.8700740466,16479.0214444235,18893.789613737,20961.4123971013,23019.4259670262,25582.826874765,28964.3014061973,33483.8564495745,40567.4768361618
"Germany","1996",0.255,13212.2814058833,16562.7642504374,19005.7509051577,21148.9430980575,23299.7258053262,25980.818000311,29272.7215807918,33691.7269881172,41166.4419869674
"Germany","1995",0.258,12906.0281305678,16300.7945273525,18885.6862812355,20888.311856614,23177.3132175721,25928.1066797256,29035.2161553886,33570.1137816947,41058.943493
"Germany","1994",0.262,12501.8990955328,15880.4827389703,18434.8024623111,20531.3396291792,23155.7057506737,25780.329675465,28982.6224548796,33606.8339766401,41450.0256056684
"Germany","1993",0.258,13109.3745982855,16360.6064688385,18886.3335838073,21073.2463113446,23541.6686572244,26336.4495655774,29834.9702303839,34295.5016239598,41783.6309972646
