"country","year","gini_coef","percentile_1","percentile_2","percentile_3","percentile_4","percentile_5","percentile_6","percentile_7","percentile_8","percentile_9"
"Belgium","2016",0.263,15259.0622013981,18980.9899676613,22723.2819973434,26122.0241850058,30325.0070379166,33896.75253154,38108.0993634585,43113.636979866,50690.5381596661
"Belgium","2015",0.265,15372.5678598994,19135.5796829088,22634.9289856468,26412.4535950673,30580.3508970152,34445.3640988741,38903.3446036632,43910.7844263361,51828.585267276
"Belgium","2014",0.262,15333.4475581602,18897.7043885829,22391.03638787,25884.9914993687,29733.7405951675,33507.4437667142,37709.6331049888,42924.6644637501,51098.5979176471
"Belgium","2013",0.264,15100.9558082511,18637.7577803963,22289.9883936818,26204.5266249689,29801.210997466,33935.6330973346,37871.1913432889,43153.1853660306,51082.3870261962
"Belgium","2012",0.265,15122.9819599251,19068.7266206213,22745.4197967748,26470.9515275382,30236.4885039402,33850.5155137002,38260.1663231378,43174.5640097296,50806.9594624879
"Belgium","2011",0.268,14685.5673431678,18210.7969906526,21686.1658225564,25221.967293824,29067.826729146,32800.2898735064,36680.1364538749,41673.0967725135,49082.652608322
"Belgium","2010",0.262,14876.4592054097,18768.2728443448,22404.9622031268,25916.3641237088,29810.8556681313,33560.1477191106,37545.0809350114,42202.8481331906,50388.9069298829
"Belgium","2009",0.267,14959.181976164,18718.4916198781,22333.5553666286,26098.9369033417,29776.4297445247,33397.4885077969,37433.7733096502,42727.6750093052,50916.3550679827
"Belgium","2008",0.262,15024.2013939464,18856.1703907662,22471.5559484487,25908.4321390942,29475.3236361001,33198.369378468,36820.6782299833,42293.365417682,50152.5198079078
"Belgium","2007",0.271,14777.6018808683,18471.9213617169,21763.8912938404,25391.2656669322,28895.9967829031,32390.0753320209,36474.0564966979,41260.5070481014,48888.1576086191
"Belgium","2006",0.271,14280.4578377929,18283.5825497935,21465.8005964625,25038.5482263654,28610.832613318,31908.2246177952,35719.5767876653,40580.1943187555,48748.9344541825
"Belgium","2005",0.268,14284.9748371662,18079.8065264061,21168.2309894792,24548.1857896173,27770.1934692579,31011.0131367972,34633.4157157868,39621.6816107756,48106.6180920665
"Belgium","2004",0.269,14395.5593883005,17718.7342627716,20691.7788097077,24029.3133114882,27264.2537529079,30733.4316760428,34373.2730945322,38875.0747748832,47191.7597799965
"Belgium","2003",0.261,13485.5195020943,17259.3644714069,20215.9018396058,23183.2440716784,26497.372952017,29536.8701661469,33409.2687300606,37635.228238008,45172.1148447123
"Belgium","2000",0.279,14206.6811807848,17378.9595540598,20571.2746220977,23867.2258101638,27030.4494971718,30332.6721820454,33572.5332682685,38374.3488080279,47013.6006874548
"Belgium","1997",0.25,13424.2905990397,16915.0915392402,19573.744735707,22187.3345181115,25139.1832703233,28417.4304130709,31883.9621307646,36156.2530759071,42826.6479486362
"Belgium","1995",0.266,13308.7041245435,16668.606454212,19452.5262817526,22462.2015936796,25759.9799316251,28424.2512710977,32051.834374441,35996.6048750732,43061.3012783324
"Belgium","1992",0.222,13414.1348787071,15808.7080434173,17885.5112927038,20265.1790990161,22496.1860126263,24992.9660071328,27919.844411512,30962.6137154231,36413.7868084194
"Belgium","1988",0.232,12389.5524222353,14707.0223851176,16712.5257265539,18940.8620663448,21080.0647830441,23351.4583262024,25746.4808338569,28968.3766547778,34360.9513174461
"Belgium","1985",0.227,12035.2291527808,14199.6043679021,15949.4613779297,18036.4476320669,20220.4037976869,22341.3662309912,24759.1252513314,27826.24379874,32846.2033249524
"Brazil","2016",0.462,2346.83436460771,3468.57763222207,4668.77806171201,5784.1168716825,7080.20104163385,8498.4592751209,10438.9606043546,13558.4768492233,20367.75497594
"Brazil","2013",0.45,2690.07037461409,3881.97326382264,5042.83136253423,6293.48603868928,7532.79154270565,9148.28162038975,11127.6181443412,14296.955849763,21313.8069110489
"Brazil","2011",0.46,2368.35203682446,3399.7481355176,4476.108707961,5609.78585957912,6736.48566794116,8222.87805867303,10138.1493739643,13134.8166906508,19858.4572477918
"Brazil","2009",0.467,2263.38208454638,3081.3636901405,4139.11542277151,5105.26440035219,6207.1292556582,7623.17953293708,9507.70542607274,12487.4569700474,19182.4033546816
"Brazil","2006",0.487,1812.00200753382,2607.1261775949,3489.85189215256,4347.4015856164,5325.25025462076,6594.31929701331,8328.07249086948,11183.8830028795,17646.0840811599
"Canada","2017",0.313,15922.7574904348,20816.3826883622,25314.6814370298,29637.2999932227,34379.2935609678,39389.5388060897,45398.5017590122,53216.2606973205,66350.698829995
"Canada","2016",0.308,15623.905786622,20377.562476135,24851.2834663901,29010.2187107237,33485.9873563923,38383.1872724589,43862.4095708995,51281.3663750167,64227.258117797
"Canada","2015",0.319,14880.4319288613,19754.5511361389,24565.489219881,29029.6465753457,33732.303525651,38473.2210425317,43983.3386403022,52026.1454335167,65644.5294397741
"Canada","2014",0.312,15194.5665897055,20156.538008188,24856.0978007626,28995.9433406794,33124.0451194617,38226.1816536675,44139.4354440458,51525.9225201938,64074.4928426329
"Canada","2013",0.321,14429.0686160777,19321.8238682852,23840.8627416084,28404.1034051024,32921.3462688928,37937.1077277294,44345.1372486089,52418.1485741292,65575.6121802797
"Canada","2012",0.317,14390.7855924786,19317.7472994118,23763.9350406862,28010.2721547989,32564.6611363309,37271.6103251074,42926.7173673265,50452.3926972671,63140.5737519978
"Canada","2010",0.317,14479.90595558,18889.8403797016,23247.1569673483,27413.728076262,31661.8529507045,36105.6651200249,41621.6814909119,49108.8434310634,60660.5930914165
"Canada","2007",0.315,14270.5115137639,18750.8627598626,22746.9613713734,26524.097132247,30645.3357842935,35147.165127505,40426.6248795413,47531.1181359113,59443.1289175373
"Canada","2004",0.318,12608.1873753288,16966.9721315656,20874.5843531241,24464.1217228763,28211.4118882089,32540.4490786238,37286.43110764,43959.4469180726,55208.6249787153
"Canada","2000",0.315,12194.5389419099,16304.8278465076,19603.4933711491,22988.0987352085,26424.0704279638,30287.1768454489,34990.0379041576,41155.3053865586,51081.4458322963
"Canada","1998",0.311,11913.4462054018,16095.9751740071,19595.8179810733,23087.9809443949,26672.5441601411,30464.0405344627,35017.6882118955,40733.9847704152,50563.5365221298
"Canada","1997",0.291,12167.7241281878,16195.8606986008,19444.6683394918,22852.1372909908,26154.9869261402,29789.3135409844,34078.7588652636,39605.6334735704,48733.7752550784
"Canada","1994",0.284,12508.8203239293,16561.8227561304,19801.7059383995,23032.4150649212,26225.7611266387,29746.6003521527,34068.2169802458,39565.7534795922,48421.5709838891
"Canada","1991",0.281,12631.8305029445,16858.9760686426,19899.9116204731,23080.6304491763,26208.7551828123,29798.6865812226,33846.8760569651,39222.5988909799,47706.2556757055
"Canada","1987",0.283,12457.4615070162,16620.0175021589,19946.4604632355,23206.4145528821,26389.5953101358,29692.9154701633,33892.807095091,39078.3112319076,48512.5314122346
"Canada","1981",0.284,11591.9098308123,15901.8731705041,19561.9144657117,22539.8239949597,25705.3757886582,29054.7325070279,33215.627771095,38495.0893270305,46944.4815437801
"Canada","1975",0.289,10000.3252707377,14391.403872949,17833.9752169903,20932.059389165,23777.9905817834,27003.1435622017,30544.946752781,35108.2897587956,42686.5079109822
"Canada","1971",0.316,7479.35557777653,10679.4375431967,13672.4014825496,16384.1993706778,18911.2499612224,21540.9480934939,24715.1433118275,28859.2498177873,35795.3059683691
"Chile","2017",0.443,4000.32271343394,5357.31348383319,6730.31095583321,8052.00794100723,9636.14189955637,11546.6361733979,14106.0434755102,18133.4852608538,27588.8025754419
"Chile","2015",0.44,3813.11900457472,5119.00580261098,6385.70066477927,7717.03165141551,9159.95089524336,10976.8140328202,13414.3332570701,17289.6632806678,25751.1404376203
"Chile","2013",0.446,3502.52073710373,4748.20855813723,5954.33456380091,7152.91293728971,8541.66925711662,10226.3464471009,12403.82008235,15976.2088058542,24617.8496499411
"Chile","2011",0.452,2945.70913072508,3941.45566160288,4969.34705254467,6034.36861631134,7241.2477251678,8658.14452685617,10648.5079568205,13842.3042714409,21260.7119122638
"Chile","2009",0.459,2740.89554882011,3696.64390985787,4665.04689191728,5671.00997509068,6764.31799396729,8189.33889901801,10107.7424461865,13194.7451661277,20188.5071803012
"Chile","2006",0.46,2454.33280532668,3396.53607048553,4338.78789820762,5332.06255336571,6503.68253788162,7840.65113020066,9660.95054924004,12790.0018513874,19570.321658639
"Chile","2003",0.48,2047.16154322241,2862.19120861183,3675.06485079947,4578.22404181315,5612.5523002675,6834.95048799933,8567.61380481385,11476.8765127254,18071.1229770621
"Chile","2000",0.491,1962.81340189741,2791.2668057909,3604.9664712462,4451.96459129573,5489.16964802771,6695.19914104615,8424.63145956159,11258.668704155,18102.1732106021
"Chile","1998",0.487,1895.13677915015,2647.46407555569,3474.87682539001,4352.44769841852,5361.09876663319,6597.94334128578,8290.09746064299,11145.1985966464,17860.565761695
"Chile","1996",0.482,1813.133185918,2524.52589911208,3326.87776705679,4161.01814541679,5070.74593787183,6221.39018562878,7906.11823982127,10642.7320342915,16545.9859877811
"Chile","1994",0.485,1565.0539387056,2246.84499787242,2948.50043992469,3679.08510556847,4574.80451278279,5696.35260317384,7132.1807682264,9615.61870323218,15108.722940252
"Chile","1992",0.476,1535.38124970275,2083.16989504774,2692.19385310921,3273.38568408325,4001.26693224027,4885.5408486425,6172.3552445859,8197.33628929119,12508.0313111318
"Chile","1990",0.481,1261.08365190546,1735.30385652385,2228.59347790631,2774.76160377424,3395.2252097162,4175.90012962495,5238.52137252921,6891.23147170888,10892.1855511801
"China","2013",0.396,2325.94128914868,3381.83479758521,4386.77931371098,5551.52026389191,6742.72743790931,8109.93430285826,9840.38323041616,12239.9771903897,16309.2289925314
"China","2002",0.414,930.22573783924,1255.73143638569,1587.78019835713,1962.71752782437,2395.33130154251,2941.96622118506,3686.70086461505,4769.38239257689,6498.89668262386
"Colombia","2016",0.46,1837.92835776012,2856.73601031415,3639.52800398521,4535.6775870392,5634.6655090723,6895.56967903903,8505.63726886418,10919.7504289847,16079.3325066799
"Colombia","2013",0.481,1634.9631359932,2597.28284057612,3431.66087151975,4308.45376929682,5377.6340740449,6703.34885757213,8407.9528759347,11020.1452310536,16675.7732043363
"Colombia","2010",0.496,1432.20451190199,2242.08203271105,2965.99573861443,3728.61294041733,4583.81159604047,5788.0739714716,7394.26449894818,9864.14181538958,15260.5406371847
"Colombia","2007",0.52,1136.05781184003,1916.97983059111,2618.30216373649,3345.22972714731,4260.21679363148,5410.08426580978,7026.48873964511,9534.1627629203,15241.5525477417
"Colombia","2004",0.506,932.153480554947,1493.21870115237,2076.28505112615,2554.81637306168,3129.06238564114,3911.32798205142,4977.39567050791,6568.45881169541,10381.4845103411
"Cote d'Ivoire","2015",0.515,578.979052004306,967.832746173459,1322.49472127849,1718.09018273781,2193.09715555469,2767.28030458766,3576.22410375424,4956.39369191928,7721.39599112059
"Cote d'Ivoire","2008",0.483,635.758823299974,998.824876098589,1359.21128907958,1701.40637254006,2133.1448011813,2695.43090140222,3456.12417913538,4642.1185288856,6794.19758559149
"Cote d'Ivoire","2002",0.511,552.208340804559,911.725074447793,1260.77291457888,1637.03007048626,2044.03455037069,2586.83633182771,3373.70323059418,4567.2719880653,7195.17390153296
"Czechia","2016",0.252,11075.0544233653,13577.2989692265,15362.6145732474,17089.1349188602,19154.7130418316,21272.6119584884,23765.662268575,27244.8360986046,33391.4460611138
"Czechia","2013",0.258,9841.73085771212,12150.9587980535,13893.6358704342,15391.5411931755,17012.2334412689,18852.6913157394,21209.1377930961,24345.399630532,29927.6858884202
"Czechia","2010",0.256,10059.1004350486,12447.0619519051,14027.6468280233,15579.1391584278,17509.5875825698,19553.9819898911,21850.2402263484,24978.0144764567,30687.6908351394
"Czechia","2007",0.251,9994.6673109011,12054.4870214254,13634.0299077273,15166.312349943,16960.5581060278,18887.3258373932,21058.4031356958,24151.1986688893,29676.2819934821
"Czechia","2004",0.266,8138.67012272867,10112.9889034996,11453.9887442675,12790.4444755692,14122.4872850689,15968.1037874982,18137.0908900814,21031.797523642,26109.3847514034
"Czechia","2002",0.255,7887.46466593772,9339.02522398609,10665.4016339871,11850.2863824019,13068.6974601214,14558.4942451641,16404.2075013704,18821.7963834887,23570.6882157953
"Czechia","1996",0.256,7309.74572895736,8812.2532867544,9955.2652128007,11024.2894119619,12332.0482470344,13810.9686116204,15571.4922104468,17875.0417802812,21750.5523257685
"Czechia","1992",0.205,6881.83154153346,8052.7700426302,8883.83953522747,9713.65119336118,10555.7381901147,11409.6855613176,12512.7088076394,13900.3654282304,16240.000391336
"Denmark","2016",0.254,17606.8011399068,21215.1456840638,24409.7969425437,27819.2786193933,31255.7389162838,34784.2337981218,38877.3684993655,43981.638085994,52309.4363389077
"Denmark","2013",0.249,17379.922872102,20611.5187613653,23742.2257824537,27098.7358039561,30353.3963931371,33765.0511092253,37607.8119659068,42387.7129556191,50089.2998734281
"Denmark","2010",0.248,17496.6923549012,20942.0395245738,24379.7964534866,27922.816683854,31381.6090769287,34758.220026486,38560.0066272928,43252.0328837774,50685.7768972068
"Denmark","2007",0.238,17219.4945693031,20676.4268525626,24347.5227518043,27848.4984921673,31014.0832374211,34017.4406049614,37389.1452588876,41703.5512361055,48696.0217843221
"Denmark","2004",0.228,16696.8761918747,19926.0976303462,23379.1200287134,26652.3361054593,29691.0549230596,32589.2023157188,35895.173952589,40056.2964397525,46390.2975201363
"Denmark","2000",0.225,15970.2923935878,19108.0081490365,22447.6579230247,25497.0618872453,28261.0698359105,30985.3523770083,34045.3271870722,37812.7543603534,43917.0673165541
"Denmark","1995",0.218,15396.9507362341,18304.7587515875,21303.0970925092,24118.0693236952,26716.6787089748,29216.852405668,31944.2704215928,35517.880429267,41141.4387638508
"Denmark","1992",0.238,13588.0986764013,16559.2775529781,19507.2443621599,22443.410266823,24994.8401502508,27605.0265388633,30359.1714829977,33513.1555275292,38925.9719016297
"Denmark","1987",0.255,12880.9738628117,16381.9375214409,19917.9626348049,23098.4023598604,25795.2593925219,28217.0638422502,31085.5684918473,34732.5020241778,41482.6424131905
"Dominican Republic","2007",0.49,1352.18756571209,2125.20033579364,2841.80023452179,3605.8334676746,4391.16597497811,5445.80546609403,6896.01742494243,9102.81630782271,14353.0412916131
"Egypt","2012",0.465,1408.98382019714,2160.84987693342,2778.23580257805,3451.29105290605,4141.54926348726,4981.50952434897,6209.25512226968,8213.90531830033,12079.5186851712
"Estonia","2016",0.309,8017.8861401915,10816.7181052719,13107.7992096061,15814.5329467842,18636.4295382361,21603.0346220019,25244.7186591414,29772.1290220631,37400.0359292243
"Estonia","2013",0.352,5964.81592248807,7712.01569095952,9668.40531256561,11400.73242102,13749.290425455,16367.6339335554,19630.9895317988,23474.6249943906,30529.6805634952
"Estonia","2010",0.319,5664.31296190373,7303.94974228272,8850.2570069165,10305.9454215421,12075.161161227,14038.9737667586,16481.6072005868,19587.0345747111,24741.8375559219
"Estonia","2007",0.312,6182.13732881515,8067.64159511955,9860.06079848157,11775.8873122074,13630.1830948883,15595.5696662758,18047.1994569172,21528.4130745492,27404.3817341663
"Estonia","2004",0.347,4003.09603621121,5229.74284494713,6357.55018815453,7499.2058767298,8821.58384992687,10170.9321582517,12141.4948479894,14896.3663045578,19158.8739844833
"Estonia","2000",0.361,3050.66469315463,4001.53599039325,4845.00718858876,5722.1862968835,6662.63612926778,7874.84613971727,9276.25815970477,11287.1454030042,15243.873104983
"Finland","2016",0.258,15827.0451636672,19449.7469883466,22420.0211104168,25321.2323483031,28138.9971640983,31270.5092752222,35078.9978382457,40013.9535125501,48046.0487544167
"Finland","2013",0.259,15329.773047053,18866.2800924231,22099.1547002618,25049.2561938121,28132.1109834572,31324.0708978935,35060.6612236632,40216.9349164984,48233.3868640915
"Finland","2010",0.261,15173.504774962,18660.3853784919,21932.9260159478,25106.7650313532,28190.751155705,31527.0134403263,35285.8533265127,40238.2392132096,48163.9171042837
"Finland","2007",0.264,14638.5258743179,18114.2512959541,21587.7192248564,24681.9666370511,27520.6754991287,30644.376464691,34304.7941677546,38692.3207811878,47003.7721404699
"Finland","2004",0.257,13863.383208668,17019.853539081,19713.3921291058,22447.6260398059,25136.6762609175,27836.8859818045,31304.7891146948,35673.8962080008,42969.8569022765
"Finland","2000",0.252,12605.8297096509,15160.8705979341,17552.5293920205,19913.9553908486,22272.1869502912,24756.1522430741,27365.2725664102,30929.8325531099,36976.2091431849
"Finland","1995",0.216,12219.3935571822,14584.5808614344,16460.2441594692,18284.5317287555,19991.6114095541,21870.2586181218,24010.0654147677,26937.8224447226,31479.7944663754
"Finland","1991",0.209,13130.3427409089,16215.8795883535,18507.6190729646,20519.1229084972,22333.1177466092,24464.1892740385,26904.0766044499,29704.32232884,34329.4025562637
"Finland","1987",0.207,12014.4406269846,14564.0497303617,16604.9700115641,18644.1352664646,20380.454273523,22171.4829628677,24221.8075359517,26714.7279262738,30826.1175996651
"France","2010",0.289,13675.5558623676,17505.8901644123,20761.9967411357,23702.2779428887,26533.1833953902,29868.594196685,33718.5043579721,38726.2803984062,48793.9578838829
"France","2005",0.28,12270.0661214292,15708.9413568997,18504.5439843012,21019.6759062656,23509.5083922135,26315.1911150265,29872.9552191472,34358.6452377009,43294.4038645743
"France","2000",0.278,12295.3318325709,15204.8685684611,17778.3433561419,20151.8248332807,22538.9996537432,25414.8586512757,28918.0618630512,33924.9743001767,42432.7464875076
"France","1994",0.288,12038.2018063445,15105.699843476,17510.8834809275,19928.3991744495,22363.2423916358,25334.9143146228,29001.0305031972,33648.4331607384,42623.8918271926
"France","1989",0.287,10673.7839749933,13339.8190704521,15733.2901922496,18052.44827484,20340.6894874358,22941.3663087631,25988.1186953935,29839.5136391698,36962.3925019169
"France","1984",0.338,9010.96893387574,12536.9063668795,14797.0145526733,17090.8031269032,19412.3444979383,21928.8259196995,25053.500446757,29090.1859935917,36193.7417089956
"France","1978",0.312,9921.52386855415,13065.1641713576,15138.979625725,17566.5263020601,20162.2910444148,22852.5161029071,26331.9503123196,31035.5234601547,38920.0596166846
"Georgia","2019",0.377,2132.18286914826,2985.05601680756,3668.69094355926,4476.13765637085,5438.10561124193,6471.17581196161,7796.43865160086,9683.99722911581,12626.0783007226
"Georgia","2018",0.369,2056.8037232396,2803.36946775739,3462.66927165912,4366.37019823449,5132.38774360431,6105.27814722018,7440.91823657408,9236.55120745172,12151.1153766392
"Georgia","2017",0.405,1715.55077957293,2596.04548767015,3434.09720422015,4222.02107222006,5017.97586452384,5994.06193137992,7312.5102161963,8947.08232879516,12689.7169166836
"Georgia","2016",0.39,1994.71712600859,2868.17324593667,3567.7862632959,4335.07354432508,5183.21904241595,6293.39117058934,7727.93533877845,9681.35298827982,13025.9626829839
"Georgia","2015",0.386,1971.04860727129,2774.37570148747,3404.32246814241,4252.41327444958,5070.20834709225,6133.93679996232,7393.6253712205,9100.31509542252,11978.8244025019
"Georgia","2014",0.39,1936.78234111728,2752.91074900947,3499.85095754603,4105.00408148758,4908.95146836645,5952.77239344795,7212.5140970115,9108.25005162021,12828.0439607869
"Georgia","2013",0.401,1785.47185871649,2442.75632083005,3050.69149827412,3644.56400653502,4442.35463407713,5463.71671751265,6785.75200131767,8480.78762672721,11387.451328731
"Georgia","2012",0.409,1466.54243560713,1995.98918349218,2559.47891335223,3156.05734750509,3823.99551760419,4755.62784069012,5774.38421729728,7269.11156900298,9630.21064125449
"Georgia","2011",0.443,1107.75303105985,1669.81778451932,2121.47247631082,2655.94987088316,3184.56509088461,3953.07044195968,4971.78473709303,6411.89757860702,8714.90940191846
"Georgia","2010",0.441,1043.40992169463,1548.44060796391,2017.13598713078,2509.95239124097,3160.33773558689,3961.75177232744,5039.85455284734,6393.01571556977,8948.83579156737
"Georgia","2009",0.453,921.846216725253,1433.26409643199,1920.33614153537,2347.17580068031,2905.67715797861,3670.13348761604,4692.16227431386,6281.83954754145,8793.26953798179
"Germany","2018",0.292,15259.1365171687,19721.5053132583,23413.9334549272,27092.0101855947,30405.6720210585,34226.6638612972,38426.2990097035,44552.3490992168,55610.3744915306
"Germany","2017",0.286,14631.2836439442,19358.9600814837,23005.49189292,26446.4512286374,29738.7640800923,33101.511803378,37549.0291274284,43658.6204825458,53775.5318589851
"Germany","2016",0.293,14502.8445690375,19031.0142037037,22501.1290541688,25711.2977536065,29032.7400297187,32875.9087388683,37447.7609210537,43359.9233712764,54209.7480611274
"Germany","2015",0.291,14339.955654556,18563.3788353933,21912.4761024927,25294.0378326372,28471.4170578274,32245.0426396847,36397.112673212,42533.3825047037,52818.8925468647
"Germany","2014",0.287,14094.6549678376,18070.2745979552,21371.9814344544,24617.0931908097,27745.8560752497,31295.6449411709,35491.2427915303,42067.8292264572,52044.7161260076
"Germany","2013",0.291,14203.7784629815,18054.7723314053,21296.5011366426,24278.2430327758,27551.8376178901,31245.6568348249,35388.8736535869,41437.006183046,51215.8235322586
"Germany","2012",0.288,14126.7701493594,17997.0354371574,21266.0892102546,24231.3571026688,27401.0753869455,30973.3368364832,35313.1670458238,40909.9212908015,51218.9520654706
"Germany","2011",0.287,14488.0566528654,18385.5916251868,21466.4680760291,24359.3750764643,27451.9795105448,31178.3695744211,35466.7939787097,41287.4299958769,50750.0411393885
"Germany","2010",0.286,14271.4913832336,18070.6089120494,21277.2474601422,24461.3088646277,27901.0228968277,31601.1594914459,35712.9362514283,40949.4652565707,51475.196427047
"Germany","2009",0.284,14097.0017443856,18084.004592994,21303.9036666012,24369.4744647819,27745.320409698,31026.0911392183,35290.9238959055,40883.8242579505,50343.865601564
"Germany","2008",0.286,14208.9572712664,18352.9095465599,21378.2004263603,24303.5211663911,27300.5839913725,30733.5725794963,34792.3202871786,40499.4540057296,50132.7034025014
"Germany","2007",0.286,14324.6125927661,18252.0516170637,21319.0457316344,24329.8972162068,27363.4792024224,30896.0483957311,34803.4842937393,40041.8580011505,49981.0546880155
"Germany","2006",0.285,14184.8678006085,18243.2027696507,21369.0895677408,24396.6263949997,26968.0532855369,30402.181223839,34426.5896489612,40303.007690875,49959.6478361926
"Germany","2005",0.287,14050.9582397937,17859.8267657241,21024.6360184271,24003.7670058554,27029.4892317854,30081.1102784313,34082.1080958936,39745.8368421074,49614.208052972
"Germany","2004",0.271,14784.8005426707,18576.3309322135,21716.5846962658,24721.6833218748,27450.0606155948,30521.6412503934,34322.7716913559,39591.9465640027,49326.500895691
"Germany","2003",0.268,14565.3967335194,18708.5833970317,21657.558871987,24669.9634093726,27479.306331165,30623.3221624636,34164.452968846,38895.0983255123,48071.4632152768
"Germany","2002",0.27,14749.8824096277,18921.7204712109,22121.7964963074,24839.8120627638,27670.1134900438,30904.5668332671,34722.4281180358,39753.4382541742,48977.0749271188
"Germany","2001",0.27,14735.6167544844,18625.8582540743,21682.5107945674,24484.720052286,27063.7681381634,29965.447338235,33758.8788377409,38851.2341997163,48348.9236369272
"Germany","2000",0.26,15283.3188276267,19256.4212340978,22260.33672741,24726.1773093393,27540.6500449362,30698.7318670639,34485.2878425157,39401.6874502505,48383.3450235782
"Germany","1999",0.261,14981.3055655019,19002.7621092229,21844.1932906276,24391.2582973463,26948.7684143586,30044.050274404,33840.4874944756,39049.952645766,48028.9413254315
"Germany","1998",0.254,15073.5254129343,18883.0569610779,21401.0663698472,23721.7620683854,26277.8670532969,29544.2727223521,33341.4359154636,38439.5148115842,46549.1317615532
"Germany","1997",0.251,14692.4014456782,18347.8919642898,21036.5167493714,23338.6267126369,25630.0376904897,28484.1515148436,32249.1159329046,37281.2295169674,45168.1967138652
"Germany","1996",0.255,14710.6739714192,18441.1319641715,21161.1754668868,23547.4250962507,25942.1260731695,28927.2784443698,32592.5137531059,37512.674460261,45835.0899462346
"Germany","1995",0.258,14369.6887965319,18149.4524980523,21027.4944254556,23257.2359077329,25805.8307875086,28868.5891818637,32328.0730579514,37377.2692130261,45715.4001478877
"Germany","1994",0.262,13919.7278629012,17681.4735400442,20525.4762913102,22859.7797914631,25781.7728378536,28704.0529247733,32269.5147547053,37418.1538111826,46150.8345198014
"Germany","1993",0.258,14596.0965983294,18216.0476562818,21028.215138011,23463.1436072474,26211.5074392374,29323.2418552195,33218.5264999536,38184.9226168994,46522.2737890781
