label,year,asrMen_now,asrWomen_now
Bosnia and Herzegovina,2020,55.798480121449,12.14772016165
Montenegro,2020,49.263865415203,16.689153109009
France,2020,37.184859461017,15.43177752075
Slovenia,2020,35.615958108666,18.576882100313
Kenya,2020,3.2304373589158,2.8300325120897
Myanmar,2020,18.467398207545,11.701612894689
"France, New Caledonia",2020,44.940564072659,18.976374094653
Gaza Strip and West Bank,2020,32.736882358834,7.3529351738655
Suriname,2020,23.885129392079,9.5621181141493
Lesotho,2020,5.2662857410165,2.9892357411026
Central African Republic,2020,2.880227332143,1.5479346053185
Pakistan,2020,9.873474081180401,2.3997594904905
Guinea,2020,4.5903875752807,1.7416329695358002
Togo,2020,2.8970243669931,0.7964170694841001
Argentina,2020,24.759287648673,10.69503737277
Malawi,2020,2.3756715607191,1.1368457939006
"Congo, Republic of",2020,2.5448260844816,0.9958225468118
Portugal,2020,31.390302098041,7.9870129932403
Benin,2020,2.3325527886037998,1.0719755074589
Russian Federation,2020,41.739911662354,6.1242764042252
Indonesia,2020,18.059371125208,5.4566780557026
Ukraine,2020,32.309698361783,4.6941030688403
Barbados,2020,11.537177106234,5.256966868631
Mauritius,2020,10.881188046589,4.4160169482787
Eritrea,2020,3.3646364225402,2.3632783201223
Sierra Leone,2020,3.3331436865269,1.1948098403797
Jamaica,2020,18.53033444122,6.2029131272265
Uruguay,2020,40.32931330047,14.230041449477
Belize,2020,14.646616825427,3.1462121280583
Oman,2020,6.6991914333706,2.7070971777639
Djibouti,2020,3.6378723259668,2.085098780529
Zimbabwe,2020,7.5532025576006,3.2643743315932
Kuwait,2020,8.6761614327276,4.7963616084927
Cambodia,2020,20.343975405858,8.1782529886257
Nicaragua,2020,6.0803476309784,3.4594199092481
Greece,2020,46.8001113374,12.563746259357
Switzerland,2020,20.438796067269,13.718573635839
Albania,2020,30.694401458581,5.4584958474182
Libya,2020,28.720403675116,2.9599251832029
Chile,2020,14.125435745121,8.2572145805885
Paraguay,2020,21.106922321963,4.6897254744413
