,id,continent,country,color,type,sex,label,short_label,ages,total,ICD,cancers,ui_upper,ui_lower,asr,crude_rate,cum_risk
168,232,1,232,,1,0,Eritrea,,[],62,C33-34,"{'15': {'id': 15, 'label': 'Lung', 'total': 62}}",229.4,16.8,2.8206777132974,1.7482384382929999,0.71681717223252
169,694,1,694,,1,0,Sierra Leone,,[],86,C33-34,"{'15': {'id': 15, 'label': 'Lung', 'total': 86}}",106.4,69.5,2.1362033895581,1.0781015634353,0.4858587798912
170,388,2,388,,1,0,Jamaica,,[],468,C33-34,"{'15': {'id': 15, 'label': 'Lung', 'total': 468}}",555.7,394.1,12.152391825498,15.804611772207,3.7384427700193
171,858,2,858,,1,0,Uruguay,,[],1530,C33-34,"{'15': {'id': 15, 'label': 'Lung', 'total': 1530}}",1647.0,1421.3,25.50155710055,44.04491199222,5.9651226162296
172,84,2,84,,1,0,Belize,,[],26,C33-34,"{'15': {'id': 15, 'label': 'Lung', 'total': 26}}",41.4,16.3,8.9536772690102,6.5388900485638,2.0463769542536
173,512,4,512,,1,0,Oman,,[],127,C33-34,"{'15': {'id': 15, 'label': 'Lung', 'total': 127}}",194.4,82.9,5.0161319982793,2.4869669225566,1.2387435501005
174,262,1,262,,1,0,Djibouti,,[],22,C33-34,"{'15': {'id': 15, 'label': 'Lung', 'total': 22}}",81.4,5.9,2.8661511057849998,2.2267161402507,0.70801104023507
175,716,1,716,,1,0,Zimbabwe,,[],337,C33-34,"{'15': {'id': 15, 'label': 'Lung', 'total': 337}}",453.3,250.5,4.8939069545466,2.2673864979623,1.4145175803522
176,414,4,414,,1,0,Kuwait,,[],164,C33-34,"{'15': {'id': 15, 'label': 'Lung', 'total': 164}}",241.1,111.5,7.1928430065912,3.8402430780204,2.4998343547201998
177,116,4,116,,1,0,Cambodia,,[],1654,C33-34,"{'15': {'id': 15, 'label': 'Lung', 'total': 1654}}",2293.9,1192.6,13.136686594962,9.8929533402504,3.4436415523876
178,558,2,558,,1,0,Nicaragua,,[],262,C33-34,"{'15': {'id': 15, 'label': 'Lung', 'total': 262}}",308.1,222.8,4.5781987520099,3.9549832335883,1.4728094430548
179,300,5,300,,1,0,Greece,,[],7662,C33-34,"{'15': {'id': 15, 'label': 'Lung', 'total': 7662}}",8047.3,7295.1,28.302412487161,73.510110662362,7.3156462535477
180,756,5,756,,1,0,Switzerland,,[],3582,C33-34,"{'15': {'id': 15, 'label': 'Lung', 'total': 3582}}",3773.0,3400.7,16.801029704935,41.388308530775,4.919473879507
181,8,5,8,,1,0,Albania,,[],966,C33-34,"{'15': {'id': 15, 'label': 'Lung', 'total': 966}}",1141.9,817.2,17.597598201337,33.567308360553,5.0247961539808
182,434,1,434,,1,0,Libya,,[],770,C33-34,"{'15': {'id': 15, 'label': 'Lung', 'total': 770}}",983.2,603.0,14.870363211103,11.20605208311,4.45739017498
183,152,2,152,,1,0,Chile,,[],3550,C33-34,"{'15': {'id': 15, 'label': 'Lung', 'total': 3550}}",3763.6,3348.5,10.797955110206999,18.570627680415,3.6261741794223
184,600,2,600,,1,0,Paraguay,,[],854,C33-34,"{'15': {'id': 15, 'label': 'Lung', 'total': 854}}",983.8,741.3,12.657638126811,11.973311013063,3.9389601097609
