"survey_code","poverty_line","income_concept"
"IL02",30,"ey_PPP_2011"
"IL02",30,"pcy_PPP_2011"
"IL02",50,"ey_PPP_2011"
"IL02",50,"pcy_PPP_2011"
"IL01",10,"ey_PPP_2011"
"IL01",10,"pcy_PPP_2011"
"IL01",30,"ey_PPP_2011"
"IL01",30,"pcy_PPP_2011"
"IL01",50,"ey_PPP_2011"
"IL01",50,"pcy_PPP_2011"
"IL97",10,"ey_PPP_2011"
"IL97",10,"pcy_PPP_2011"
"IL97",30,"ey_PPP_2011"
"IL97",30,"pcy_PPP_2011"
"IL97",50,"ey_PPP_2011"
"IL97",50,"pcy_PPP_2011"
"IL92",10,"ey_PPP_2011"
"IL92",10,"pcy_PPP_2011"
"IL92",30,"ey_PPP_2011"
"IL92",30,"pcy_PPP_2011"
"IL92",50,"ey_PPP_2011"
"IL92",50,"pcy_PPP_2011"
"IL86",10,"ey_PPP_2011"
"IL86",10,"pcy_PPP_2011"
"IL86",30,"ey_PPP_2011"
"IL86",30,"pcy_PPP_2011"
"IL86",50,"ey_PPP_2011"
"IL86",50,"pcy_PPP_2011"
"IL79",10,"ey_PPP_2011"
"IL79",10,"pcy_PPP_2011"
"IL79",30,"ey_PPP_2011"
"IL79",30,"pcy_PPP_2011"
"IL79",50,"ey_PPP_2011"
"IL79",50,"pcy_PPP_2011"
"IT16",10,"ey_PPP_2011"
"IT16",10,"pcy_PPP_2011"
"IT16",30,"ey_PPP_2011"
"IT16",30,"pcy_PPP_2011"
"IT16",50,"ey_PPP_2011"
"IT16",50,"pcy_PPP_2011"
"IT14",10,"ey_PPP_2011"
"IT14",10,"pcy_PPP_2011"
"IT14",30,"ey_PPP_2011"
"IT14",30,"pcy_PPP_2011"
"IT14",50,"ey_PPP_2011"
"IT14",50,"pcy_PPP_2011"
"IT10",10,"ey_PPP_2011"
"IT10",10,"pcy_PPP_2011"
"IT10",30,"ey_PPP_2011"
"IT10",30,"pcy_PPP_2011"
"IT10",50,"ey_PPP_2011"
"IT10",50,"pcy_PPP_2011"
"IT08",10,"ey_PPP_2011"
"IT08",10,"pcy_PPP_2011"
"IT08",30,"ey_PPP_2011"
"IT08",30,"pcy_PPP_2011"
"IT08",50,"ey_PPP_2011"
"IT08",50,"pcy_PPP_2011"
"IT04",10,"ey_PPP_2011"
"IT04",10,"pcy_PPP_2011"
"IT04",30,"ey_PPP_2011"
"IT04",30,"pcy_PPP_2011"
"IT04",50,"ey_PPP_2011"
"IT04",50,"pcy_PPP_2011"
"IT00",10,"ey_PPP_2011"
"IT00",10,"pcy_PPP_2011"
"IT00",30,"ey_PPP_2011"
"IT00",30,"pcy_PPP_2011"
"IT00",50,"ey_PPP_2011"
"IT00",50,"pcy_PPP_2011"
"IT98",10,"ey_PPP_2011"
"IT98",10,"pcy_PPP_2011"
"IT98",30,"ey_PPP_2011"
"IT98",30,"pcy_PPP_2011"
"IT98",50,"ey_PPP_2011"
"IT98",50,"pcy_PPP_2011"
"IT95",10,"ey_PPP_2011"
"IT95",10,"pcy_PPP_2011"
"IT95",30,"ey_PPP_2011"
"IT95",30,"pcy_PPP_2011"
"IT95",50,"ey_PPP_2011"
"IT95",50,"pcy_PPP_2011"
"IT93",10,"ey_PPP_2011"
"IT93",10,"pcy_PPP_2011"
"IT93",30,"ey_PPP_2011"
"IT93",30,"pcy_PPP_2011"
"IT93",50,"ey_PPP_2011"
"IT93",50,"pcy_PPP_2011"
"IT91",10,"ey_PPP_2011"
"IT91",10,"pcy_PPP_2011"
"IT91",30,"ey_PPP_2011"
"IT91",30,"pcy_PPP_2011"
"IT91",50,"ey_PPP_2011"
"IT91",50,"pcy_PPP_2011"
"IT89",10,"ey_PPP_2011"
"IT89",10,"pcy_PPP_2011"
"IT89",30,"ey_PPP_2011"
"IT89",30,"pcy_PPP_2011"
"IT89",50,"ey_PPP_2011"
"IT89",50,"pcy_PPP_2011"
"IT87",10,"ey_PPP_2011"
"IT87",10,"pcy_PPP_2011"
"IT87",30,"ey_PPP_2011"
"IT87",30,"pcy_PPP_2011"
"IT87",50,"ey_PPP_2011"
"IT87",50,"pcy_PPP_2011"
"IT86",10,"ey_PPP_2011"
"IT86",10,"pcy_PPP_2011"
"IT86",30,"ey_PPP_2011"
"IT86",30,"pcy_PPP_2011"
"IT86",50,"ey_PPP_2011"
"IT86",50,"pcy_PPP_2011"
"JP13",10,"ey_PPP_2011"
"JP13",10,"pcy_PPP_2011"
"JP13",30,"ey_PPP_2011"
"JP13",30,"pcy_PPP_2011"
"JP13",50,"ey_PPP_2011"
"JP13",50,"pcy_PPP_2011"
"JP10",10,"ey_PPP_2011"
"JP10",10,"pcy_PPP_2011"
"JP10",30,"ey_PPP_2011"
"JP10",30,"pcy_PPP_2011"
"JP10",50,"ey_PPP_2011"
"JP10",50,"pcy_PPP_2011"
"JP08",10,"ey_PPP_2011"
"JP08",10,"pcy_PPP_2011"
"JP08",30,"ey_PPP_2011"
"JP08",30,"pcy_PPP_2011"
"JP08",50,"ey_PPP_2011"
"JP08",50,"pcy_PPP_2011"
"LT18",10,"ey_PPP_2011"
"LT18",10,"pcy_PPP_2011"
"LT18",30,"ey_PPP_2011"
"LT18",30,"pcy_PPP_2011"
"LT18",50,"ey_PPP_2011"
"LT18",50,"pcy_PPP_2011"
"LT17",10,"ey_PPP_2011"
"LT17",10,"pcy_PPP_2011"
"LT17",30,"ey_PPP_2011"
"LT17",30,"pcy_PPP_2011"
"LT17",50,"ey_PPP_2011"
"LT17",50,"pcy_PPP_2011"
"LT16",10,"ey_PPP_2011"
"LT16",10,"pcy_PPP_2011"
"LT16",30,"ey_PPP_2011"
"LT16",30,"pcy_PPP_2011"
"LT16",50,"ey_PPP_2011"
"LT16",50,"pcy_PPP_2011"
"LT15",10,"ey_PPP_2011"
"LT15",10,"pcy_PPP_2011"
"LT15",30,"ey_PPP_2011"
"LT15",30,"pcy_PPP_2011"
"LT15",50,"ey_PPP_2011"
"LT15",50,"pcy_PPP_2011"
"LT14",10,"ey_PPP_2011"
"LT14",10,"pcy_PPP_2011"
"LT14",30,"ey_PPP_2011"
"LT14",30,"pcy_PPP_2011"
"LT14",50,"ey_PPP_2011"
"LT14",50,"pcy_PPP_2011"
"LT13",10,"ey_PPP_2011"
"LT13",10,"pcy_PPP_2011"
"LT13",30,"ey_PPP_2011"
"LT13",30,"pcy_PPP_2011"
"LT13",50,"ey_PPP_2011"
"LT13",50,"pcy_PPP_2011"
"LT12",10,"ey_PPP_2011"
"LT12",10,"pcy_PPP_2011"
"LT12",30,"ey_PPP_2011"
"LT12",30,"pcy_PPP_2011"
"LT12",50,"ey_PPP_2011"
"LT12",50,"pcy_PPP_2011"
"LT11",10,"ey_PPP_2011"
"LT11",10,"pcy_PPP_2011"
"LT11",30,"ey_PPP_2011"
"LT11",30,"pcy_PPP_2011"
"LT11",50,"ey_PPP_2011"
"LT11",50,"pcy_PPP_2011"
"LT10",10,"ey_PPP_2011"
"LT10",10,"pcy_PPP_2011"
"LT10",30,"ey_PPP_2011"
"LT10",30,"pcy_PPP_2011"
"LT10",50,"ey_PPP_2011"
"LT10",50,"pcy_PPP_2011"
"LT09",10,"ey_PPP_2011"
"LT09",10,"pcy_PPP_2011"
"LT09",30,"ey_PPP_2011"
"LT09",30,"pcy_PPP_2011"
"LT09",50,"ey_PPP_2011"
"LT09",50,"pcy_PPP_2011"
"LU13",10,"ey_PPP_2011"
"LU13",10,"pcy_PPP_2011"
"LU13",30,"ey_PPP_2011"
"LU13",30,"pcy_PPP_2011"
"LU13",50,"ey_PPP_2011"
"LU13",50,"pcy_PPP_2011"
"LU10",10,"ey_PPP_2011"
"LU10",10,"pcy_PPP_2011"
"LU10",30,"ey_PPP_2011"
"LU10",30,"pcy_PPP_2011"
"LU10",50,"ey_PPP_2011"
"LU10",50,"pcy_PPP_2011"
"LU07",10,"ey_PPP_2011"
"LU07",10,"pcy_PPP_2011"
"LU07",30,"ey_PPP_2011"
"LU07",30,"pcy_PPP_2011"
"LU07",50,"ey_PPP_2011"
"LU07",50,"pcy_PPP_2011"
"LU04",10,"ey_PPP_2011"
"LU04",10,"pcy_PPP_2011"
"LU04",30,"ey_PPP_2011"
"LU04",30,"pcy_PPP_2011"
"LU04",50,"ey_PPP_2011"
"LU04",50,"pcy_PPP_2011"
"LU00",10,"ey_PPP_2011"
"LU00",10,"pcy_PPP_2011"
"LU00",30,"ey_PPP_2011"
"LU00",30,"pcy_PPP_2011"
"LU00",50,"ey_PPP_2011"
"LU00",50,"pcy_PPP_2011"
"LU97",10,"ey_PPP_2011"
"LU97",10,"pcy_PPP_2011"
"LU97",30,"ey_PPP_2011"
"LU97",30,"pcy_PPP_2011"
"LU97",50,"ey_PPP_2011"
"LU97",50,"pcy_PPP_2011"
"LU94",10,"ey_PPP_2011"
"LU94",10,"pcy_PPP_2011"
"LU94",30,"ey_PPP_2011"
"LU94",30,"pcy_PPP_2011"
"LU94",50,"ey_PPP_2011"
"LU94",50,"pcy_PPP_2011"
"LU91",10,"ey_PPP_2011"
"LU91",10,"pcy_PPP_2011"
"LU91",30,"ey_PPP_2011"
"LU91",30,"pcy_PPP_2011"
"LU91",50,"ey_PPP_2011"
"LU91",50,"pcy_PPP_2011"
"LU85",10,"ey_PPP_2011"
"LU85",10,"pcy_PPP_2011"
"LU85",30,"ey_PPP_2011"
"LU85",30,"pcy_PPP_2011"
"LU85",50,"ey_PPP_2011"
"LU85",50,"pcy_PPP_2011"
"MX18",10,"ey_PPP_2011"
"MX18",10,"pcy_PPP_2011"
"MX18",30,"ey_PPP_2011"
"MX18",30,"pcy_PPP_2011"
"MX18",50,"ey_PPP_2011"
"MX18",50,"pcy_PPP_2011"
"MX16",10,"ey_PPP_2011"
"MX16",10,"pcy_PPP_2011"
"MX16",30,"ey_PPP_2011"
"MX16",30,"pcy_PPP_2011"
"MX16",50,"ey_PPP_2011"
"MX16",50,"pcy_PPP_2011"
"MX14",10,"ey_PPP_2011"
"MX14",10,"pcy_PPP_2011"
"MX14",30,"ey_PPP_2011"
"MX14",30,"pcy_PPP_2011"
"MX14",50,"ey_PPP_2011"
"MX14",50,"pcy_PPP_2011"
"MX12",10,"ey_PPP_2011"
"MX12",10,"pcy_PPP_2011"
"MX12",30,"ey_PPP_2011"
"MX12",30,"pcy_PPP_2011"
"MX12",50,"ey_PPP_2011"
"MX12",50,"pcy_PPP_2011"
"MX10",10,"ey_PPP_2011"
"MX10",10,"pcy_PPP_2011"
"MX10",30,"ey_PPP_2011"
"MX10",30,"pcy_PPP_2011"
"MX10",50,"ey_PPP_2011"
"MX10",50,"pcy_PPP_2011"
"MX08",10,"ey_PPP_2011"
"MX08",10,"pcy_PPP_2011"
"MX08",30,"ey_PPP_2011"
"MX08",30,"pcy_PPP_2011"
"MX08",50,"ey_PPP_2011"
"MX08",50,"pcy_PPP_2011"
"MX06",10,"ey_PPP_2011"
"MX06",10,"pcy_PPP_2011"
"MX06",30,"ey_PPP_2011"
"MX06",30,"pcy_PPP_2011"
"MX06",50,"ey_PPP_2011"
"MX06",50,"pcy_PPP_2011"
"MX05",10,"ey_PPP_2011"
"MX05",10,"pcy_PPP_2011"
"MX05",30,"ey_PPP_2011"
"MX05",30,"pcy_PPP_2011"
"MX05",50,"ey_PPP_2011"
"MX05",50,"pcy_PPP_2011"
"MX04",10,"ey_PPP_2011"
"MX04",10,"pcy_PPP_2011"
"MX04",30,"ey_PPP_2011"
"MX04",30,"pcy_PPP_2011"
"MX04",50,"ey_PPP_2011"
"MX04",50,"pcy_PPP_2011"
"MX02",10,"ey_PPP_2011"
"MX02",10,"pcy_PPP_2011"
"MX02",30,"ey_PPP_2011"
"MX02",30,"pcy_PPP_2011"
"MX02",50,"ey_PPP_2011"
"MX02",50,"pcy_PPP_2011"
"MX00",10,"ey_PPP_2011"
"MX00",10,"pcy_PPP_2011"
"MX00",30,"ey_PPP_2011"
"MX00",30,"pcy_PPP_2011"
"MX00",50,"ey_PPP_2011"
"MX00",50,"pcy_PPP_2011"
"MX98",10,"ey_PPP_2011"
"MX98",10,"pcy_PPP_2011"
"MX98",30,"ey_PPP_2011"
"MX98",30,"pcy_PPP_2011"
"MX98",50,"ey_PPP_2011"
"MX98",50,"pcy_PPP_2011"
"MX96",10,"ey_PPP_2011"
"MX96",10,"pcy_PPP_2011"
"MX96",30,"ey_PPP_2011"
"MX96",30,"pcy_PPP_2011"
"MX96",50,"ey_PPP_2011"
"MX96",50,"pcy_PPP_2011"
"MX94",10,"ey_PPP_2011"
"MX94",10,"pcy_PPP_2011"
"MX94",30,"ey_PPP_2011"
"MX94",30,"pcy_PPP_2011"
"MX94",50,"ey_PPP_2011"
"MX94",50,"pcy_PPP_2011"
"MX92",10,"ey_PPP_2011"
"MX92",10,"pcy_PPP_2011"
"MX92",30,"ey_PPP_2011"
"MX92",30,"pcy_PPP_2011"
"MX92",50,"ey_PPP_2011"
"MX92",50,"pcy_PPP_2011"
"MX89",10,"ey_PPP_2011"
"MX89",10,"pcy_PPP_2011"
"MX89",30,"ey_PPP_2011"
"MX89",30,"pcy_PPP_2011"
"MX89",50,"ey_PPP_2011"
"MX89",50,"pcy_PPP_2011"
"MX84",10,"ey_PPP_2011"
"MX84",10,"pcy_PPP_2011"
"MX84",30,"ey_PPP_2011"
"MX84",30,"pcy_PPP_2011"
"MX84",50,"ey_PPP_2011"
"MX84",50,"pcy_PPP_2011"
"NL18",10,"ey_PPP_2011"
"NL18",10,"pcy_PPP_2011"
"NL18",30,"ey_PPP_2011"
"NL18",30,"pcy_PPP_2011"
"NL18",50,"ey_PPP_2011"
"NL18",50,"pcy_PPP_2011"
"NL17",10,"ey_PPP_2011"
"NL17",10,"pcy_PPP_2011"
"NL17",30,"ey_PPP_2011"
"NL17",30,"pcy_PPP_2011"
"NL17",50,"ey_PPP_2011"
"NL17",50,"pcy_PPP_2011"
"NL16",10,"ey_PPP_2011"
"NL16",10,"pcy_PPP_2011"
"NL16",30,"ey_PPP_2011"
"NL16",30,"pcy_PPP_2011"
"NL16",50,"ey_PPP_2011"
"NL16",50,"pcy_PPP_2011"
"NL15",10,"ey_PPP_2011"
"NL15",10,"pcy_PPP_2011"
"NL15",30,"ey_PPP_2011"
"NL15",30,"pcy_PPP_2011"
"NL15",50,"ey_PPP_2011"
"NL15",50,"pcy_PPP_2011"
"NL13",10,"ey_PPP_2011"
"NL13",10,"pcy_PPP_2011"
"NL13",30,"ey_PPP_2011"
"NL13",30,"pcy_PPP_2011"
"NL13",50,"ey_PPP_2011"
"NL13",50,"pcy_PPP_2011"
"NL10",10,"ey_PPP_2011"
"NL10",10,"pcy_PPP_2011"
"NL10",30,"ey_PPP_2011"
"NL10",30,"pcy_PPP_2011"
"NL10",50,"ey_PPP_2011"
"NL10",50,"pcy_PPP_2011"
"NL07",10,"ey_PPP_2011"
"NL07",10,"pcy_PPP_2011"
"NL07",30,"ey_PPP_2011"
"NL07",30,"pcy_PPP_2011"
"NL07",50,"ey_PPP_2011"
"NL07",50,"pcy_PPP_2011"
"NL04",10,"ey_PPP_2011"
"NL04",10,"pcy_PPP_2011"
"NL04",30,"ey_PPP_2011"
"NL04",30,"pcy_PPP_2011"
"NL04",50,"ey_PPP_2011"
"NL04",50,"pcy_PPP_2011"
"NL99",10,"ey_PPP_2011"
"NL99",10,"pcy_PPP_2011"
"NL99",30,"ey_PPP_2011"
"NL99",30,"pcy_PPP_2011"
"NL99",50,"ey_PPP_2011"
"NL99",50,"pcy_PPP_2011"
"NL93",10,"ey_PPP_2011"
"NL93",10,"pcy_PPP_2011"
"NL93",30,"ey_PPP_2011"
"NL93",30,"pcy_PPP_2011"
"NL93",50,"ey_PPP_2011"
"NL93",50,"pcy_PPP_2011"
"NL90",10,"ey_PPP_2011"
"NL90",10,"pcy_PPP_2011"
"NL90",30,"ey_PPP_2011"
"NL90",30,"pcy_PPP_2011"
"NL90",50,"ey_PPP_2011"
"NL90",50,"pcy_PPP_2011"
"NL87",10,"ey_PPP_2011"
"NL87",10,"pcy_PPP_2011"
"NL87",30,"ey_PPP_2011"
"NL87",30,"pcy_PPP_2011"
"NL87",50,"ey_PPP_2011"
"NL87",50,"pcy_PPP_2011"
"NL83",10,"ey_PPP_2011"
"NL83",10,"pcy_PPP_2011"
"NL83",30,"ey_PPP_2011"
"NL83",30,"pcy_PPP_2011"
"NL83",50,"ey_PPP_2011"
"NL83",50,"pcy_PPP_2011"
"NO16",10,"ey_PPP_2011"
"NO16",10,"pcy_PPP_2011"
"NO16",30,"ey_PPP_2011"
"NO16",30,"pcy_PPP_2011"
"NO16",50,"ey_PPP_2011"
"NO16",50,"pcy_PPP_2011"
"NO13",10,"ey_PPP_2011"
"NO13",10,"pcy_PPP_2011"
"NO13",30,"ey_PPP_2011"
"NO13",30,"pcy_PPP_2011"
"NO13",50,"ey_PPP_2011"
"NO13",50,"pcy_PPP_2011"
"NO10",10,"ey_PPP_2011"
"NO10",10,"pcy_PPP_2011"
"NO10",30,"ey_PPP_2011"
"NO10",30,"pcy_PPP_2011"
"NO10",50,"ey_PPP_2011"
"NO10",50,"pcy_PPP_2011"
"NO07",10,"ey_PPP_2011"
"NO07",10,"pcy_PPP_2011"
"NO07",30,"ey_PPP_2011"
"NO07",30,"pcy_PPP_2011"
"NO07",50,"ey_PPP_2011"
"NO07",50,"pcy_PPP_2011"
"NO04",10,"ey_PPP_2011"
"NO04",10,"pcy_PPP_2011"
"NO04",30,"ey_PPP_2011"
"NO04",30,"pcy_PPP_2011"
"NO04",50,"ey_PPP_2011"
"NO04",50,"pcy_PPP_2011"
"NO00",10,"ey_PPP_2011"
"NO00",10,"pcy_PPP_2011"
"NO00",30,"ey_PPP_2011"
"NO00",30,"pcy_PPP_2011"
"NO00",50,"ey_PPP_2011"
"NO00",50,"pcy_PPP_2011"
"NO95",10,"ey_PPP_2011"
"NO95",10,"pcy_PPP_2011"
"NO95",30,"ey_PPP_2011"
"NO95",30,"pcy_PPP_2011"
"NO95",50,"ey_PPP_2011"
"NO95",50,"pcy_PPP_2011"
"NO91",10,"ey_PPP_2011"
"NO91",10,"pcy_PPP_2011"
"NO91",30,"ey_PPP_2011"
"NO91",30,"pcy_PPP_2011"
"NO91",50,"ey_PPP_2011"
"NO91",50,"pcy_PPP_2011"
"NO86",10,"ey_PPP_2011"
"NO86",10,"pcy_PPP_2011"
"NO86",30,"ey_PPP_2011"
"NO86",30,"pcy_PPP_2011"
"NO86",50,"ey_PPP_2011"
"NO86",50,"pcy_PPP_2011"
"NO79",10,"ey_PPP_2011"
"NO79",10,"pcy_PPP_2011"
"NO79",30,"ey_PPP_2011"
"NO79",30,"pcy_PPP_2011"
"NO79",50,"ey_PPP_2011"
"NO79",50,"pcy_PPP_2011"
"PS17",10,"ey_PPP_2011"
"PS17",10,"pcy_PPP_2011"
"PS17",30,"ey_PPP_2011"
"PS17",30,"pcy_PPP_2011"
"PS17",50,"ey_PPP_2011"
"PS17",50,"pcy_PPP_2011"
"PA16",10,"ey_PPP_2011"
"PA16",10,"pcy_PPP_2011"
"PA16",30,"ey_PPP_2011"
"PA16",30,"pcy_PPP_2011"
"PA16",50,"ey_PPP_2011"
"PA16",50,"pcy_PPP_2011"
"PA13",10,"ey_PPP_2011"
"PA13",10,"pcy_PPP_2011"
"PA13",30,"ey_PPP_2011"
"PA13",30,"pcy_PPP_2011"
"PA13",50,"ey_PPP_2011"
"PA13",50,"pcy_PPP_2011"
"PA10",10,"ey_PPP_2011"
"PA10",10,"pcy_PPP_2011"
"PA10",30,"ey_PPP_2011"
"PA10",30,"pcy_PPP_2011"
"PA10",50,"ey_PPP_2011"
"PA10",50,"pcy_PPP_2011"
"PA07",10,"ey_PPP_2011"
"PA07",10,"pcy_PPP_2011"
"PA07",30,"ey_PPP_2011"
"PA07",30,"pcy_PPP_2011"
"PA07",50,"ey_PPP_2011"
"PA07",50,"pcy_PPP_2011"
"PY16",10,"ey_PPP_2011"
"PY16",10,"pcy_PPP_2011"
"PY16",30,"ey_PPP_2011"
"PY16",30,"pcy_PPP_2011"
"PY16",50,"ey_PPP_2011"
"PY16",50,"pcy_PPP_2011"
"PY13",10,"ey_PPP_2011"
"PY13",10,"pcy_PPP_2011"
"PY13",30,"ey_PPP_2011"
"PY13",30,"pcy_PPP_2011"
"PY13",50,"ey_PPP_2011"
"PY13",50,"pcy_PPP_2011"
"PY10",10,"ey_PPP_2011"
"PY10",10,"pcy_PPP_2011"
"PY10",30,"ey_PPP_2011"
"PY10",30,"pcy_PPP_2011"
"PY10",50,"ey_PPP_2011"
"PY10",50,"pcy_PPP_2011"
"PY07",10,"ey_PPP_2011"
"PY07",10,"pcy_PPP_2011"
"PY07",30,"ey_PPP_2011"
"PY07",30,"pcy_PPP_2011"
"PY07",50,"ey_PPP_2011"
"PY07",50,"pcy_PPP_2011"
"PY04",10,"ey_PPP_2011"
"PY04",10,"pcy_PPP_2011"
"PY04",30,"ey_PPP_2011"
"PY04",30,"pcy_PPP_2011"
"PY04",50,"ey_PPP_2011"
"PY04",50,"pcy_PPP_2011"
"PY00",10,"ey_PPP_2011"
"PY00",10,"pcy_PPP_2011"
"PY00",30,"ey_PPP_2011"
"PY00",30,"pcy_PPP_2011"
"PY00",50,"ey_PPP_2011"
"PY00",50,"pcy_PPP_2011"
"PE16",10,"ey_PPP_2011"
"PE16",10,"pcy_PPP_2011"
"PE16",30,"ey_PPP_2011"
"PE16",30,"pcy_PPP_2011"
"PE16",50,"ey_PPP_2011"
"PE16",50,"pcy_PPP_2011"
"PE13",10,"ey_PPP_2011"
"PE13",10,"pcy_PPP_2011"
"PE13",30,"ey_PPP_2011"
"PE13",30,"pcy_PPP_2011"
"PE13",50,"ey_PPP_2011"
"PE13",50,"pcy_PPP_2011"
"PE10",10,"ey_PPP_2011"
"PE10",10,"pcy_PPP_2011"
"PE10",30,"ey_PPP_2011"
"PE10",30,"pcy_PPP_2011"
"PE10",50,"ey_PPP_2011"
"PE10",50,"pcy_PPP_2011"
"PE07",10,"ey_PPP_2011"
"PE07",10,"pcy_PPP_2011"
"PE07",30,"ey_PPP_2011"
"PE07",30,"pcy_PPP_2011"
"PE07",50,"ey_PPP_2011"
"PE07",50,"pcy_PPP_2011"
"PE04",10,"ey_PPP_2011"
"PE04",10,"pcy_PPP_2011"
"PE04",30,"ey_PPP_2011"
"PE04",30,"pcy_PPP_2011"
"PE04",50,"ey_PPP_2011"
"PE04",50,"pcy_PPP_2011"
"PL16",10,"ey_PPP_2011"
"PL16",10,"pcy_PPP_2011"
"PL16",30,"ey_PPP_2011"
"PL16",30,"pcy_PPP_2011"
"PL16",50,"ey_PPP_2011"
"PL16",50,"pcy_PPP_2011"
"PL13",10,"ey_PPP_2011"
"PL13",10,"pcy_PPP_2011"
"PL13",30,"ey_PPP_2011"
"PL13",30,"pcy_PPP_2011"
"PL13",50,"ey_PPP_2011"
"PL13",50,"pcy_PPP_2011"
"PL10",10,"ey_PPP_2011"
"PL10",10,"pcy_PPP_2011"
"PL10",30,"ey_PPP_2011"
"PL10",30,"pcy_PPP_2011"
"PL10",50,"ey_PPP_2011"
"PL10",50,"pcy_PPP_2011"
"PL07",10,"ey_PPP_2011"
"PL07",10,"pcy_PPP_2011"
"PL07",30,"ey_PPP_2011"
"PL07",30,"pcy_PPP_2011"
"PL07",50,"ey_PPP_2011"
"PL07",50,"pcy_PPP_2011"
"PL04",10,"ey_PPP_2011"
"PL04",10,"pcy_PPP_2011"
"PL04",30,"ey_PPP_2011"
"PL04",30,"pcy_PPP_2011"
"PL04",50,"ey_PPP_2011"
"PL04",50,"pcy_PPP_2011"
"PL99",10,"ey_PPP_2011"
"PL99",10,"pcy_PPP_2011"
"PL99",30,"ey_PPP_2011"
"PL99",30,"pcy_PPP_2011"
"PL99",50,"ey_PPP_2011"
"PL99",50,"pcy_PPP_2011"
"PL95",10,"ey_PPP_2011"
"PL95",10,"pcy_PPP_2011"
"PL95",30,"ey_PPP_2011"
"PL95",30,"pcy_PPP_2011"
"PL95",50,"ey_PPP_2011"
"PL95",50,"pcy_PPP_2011"
"PL92",10,"ey_PPP_2011"
"PL92",10,"pcy_PPP_2011"
"PL92",30,"ey_PPP_2011"
"PL92",30,"pcy_PPP_2011"
"PL92",50,"ey_PPP_2011"
"PL92",50,"pcy_PPP_2011"
"PL86",10,"ey_PPP_2011"
"PL86",10,"pcy_PPP_2011"
"PL86",30,"ey_PPP_2011"
"PL86",30,"pcy_PPP_2011"
"PL86",50,"ey_PPP_2011"
"PL86",50,"pcy_PPP_2011"
"RO97",10,"ey_PPP_2011"
"RO97",10,"pcy_PPP_2011"
"RO97",30,"ey_PPP_2011"
"RO97",30,"pcy_PPP_2011"
"RO97",50,"ey_PPP_2011"
"RO97",50,"pcy_PPP_2011"
"RO95",10,"ey_PPP_2011"
"RO95",10,"pcy_PPP_2011"
"RO95",30,"ey_PPP_2011"
"RO95",30,"pcy_PPP_2011"
"RO95",50,"ey_PPP_2011"
"RO95",50,"pcy_PPP_2011"
"RU18",10,"ey_PPP_2011"
"RU18",10,"pcy_PPP_2011"
"RU18",30,"ey_PPP_2011"
"RU18",30,"pcy_PPP_2011"
"RU18",50,"ey_PPP_2011"
"RU18",50,"pcy_PPP_2011"
"RU17",10,"ey_PPP_2011"
"RU17",10,"pcy_PPP_2011"
"RU17",30,"ey_PPP_2011"
"RU17",30,"pcy_PPP_2011"
"RU17",50,"ey_PPP_2011"
"RU17",50,"pcy_PPP_2011"
"RU16",10,"ey_PPP_2011"
"RU16",10,"pcy_PPP_2011"
"RU16",30,"ey_PPP_2011"
"RU16",30,"pcy_PPP_2011"
"RU16",50,"ey_PPP_2011"
"RU16",50,"pcy_PPP_2011"
"RU15",10,"ey_PPP_2011"
"RU15",10,"pcy_PPP_2011"
"RU15",30,"ey_PPP_2011"
"RU15",30,"pcy_PPP_2011"
"RU15",50,"ey_PPP_2011"
"RU15",50,"pcy_PPP_2011"
"RU14",10,"ey_PPP_2011"
"RU14",10,"pcy_PPP_2011"
"RU14",30,"ey_PPP_2011"
"RU14",30,"pcy_PPP_2011"
"RU14",50,"ey_PPP_2011"
"RU14",50,"pcy_PPP_2011"
"RU13",10,"ey_PPP_2011"
"RU13",10,"pcy_PPP_2011"
"RU13",30,"ey_PPP_2011"
"RU13",30,"pcy_PPP_2011"
"RU13",50,"ey_PPP_2011"
"RU13",50,"pcy_PPP_2011"
"RU11",10,"ey_PPP_2011"
"RU11",10,"pcy_PPP_2011"
"RU11",30,"ey_PPP_2011"
"RU11",30,"pcy_PPP_2011"
"RU11",50,"ey_PPP_2011"
"RU11",50,"pcy_PPP_2011"
"RU10",10,"ey_PPP_2011"
"RU10",10,"pcy_PPP_2011"
"RU10",30,"ey_PPP_2011"
"RU10",30,"pcy_PPP_2011"
"RU10",50,"ey_PPP_2011"
"RU10",50,"pcy_PPP_2011"
"RU07",10,"ey_PPP_2011"
"RU07",10,"pcy_PPP_2011"
"RU07",30,"ey_PPP_2011"
"RU07",30,"pcy_PPP_2011"
"RU07",50,"ey_PPP_2011"
"RU07",50,"pcy_PPP_2011"
"RU04",10,"ey_PPP_2011"
"RU04",10,"pcy_PPP_2011"
"RU04",30,"ey_PPP_2011"
"RU04",30,"pcy_PPP_2011"
"RU04",50,"ey_PPP_2011"
"RU04",50,"pcy_PPP_2011"
"RU00",10,"ey_PPP_2011"
"RU00",10,"pcy_PPP_2011"
"RU00",30,"ey_PPP_2011"
"RU00",30,"pcy_PPP_2011"
"RU00",50,"ey_PPP_2011"
"RU00",50,"pcy_PPP_2011"
"RS16",10,"ey_PPP_2011"
"RS16",10,"pcy_PPP_2011"
"RS16",30,"ey_PPP_2011"
"RS16",30,"pcy_PPP_2011"
"RS16",50,"ey_PPP_2011"
