"survey_code","poverty_line","income_concept"
"AU81",10,"pcy_PPP_2011"
"AU81",30,"ey_PPP_2011"
"AU81",30,"pcy_PPP_2011"
"AU81",50,"ey_PPP_2011"
"AU81",50,"pcy_PPP_2011"
"AT16",10,"ey_PPP_2011"
"AT16",10,"pcy_PPP_2011"
"AT16",30,"ey_PPP_2011"
"AT16",30,"pcy_PPP_2011"
"AT16",50,"ey_PPP_2011"
"AT16",50,"pcy_PPP_2011"
"AT13",10,"ey_PPP_2011"
"AT13",10,"pcy_PPP_2011"
"AT13",30,"ey_PPP_2011"
"AT13",30,"pcy_PPP_2011"
"AT13",50,"ey_PPP_2011"
"AT13",50,"pcy_PPP_2011"
"AT10",10,"ey_PPP_2011"
"AT10",10,"pcy_PPP_2011"
"AT10",30,"ey_PPP_2011"
"AT10",30,"pcy_PPP_2011"
"AT10",50,"ey_PPP_2011"
"AT10",50,"pcy_PPP_2011"
"AT07",10,"ey_PPP_2011"
"AT07",10,"pcy_PPP_2011"
"AT07",30,"ey_PPP_2011"
"AT07",30,"pcy_PPP_2011"
"AT07",50,"ey_PPP_2011"
"AT07",50,"pcy_PPP_2011"
"AT04",10,"ey_PPP_2011"
"AT04",10,"pcy_PPP_2011"
"AT04",30,"ey_PPP_2011"
"AT04",30,"pcy_PPP_2011"
"AT04",50,"ey_PPP_2011"
"AT04",50,"pcy_PPP_2011"
"AT00",10,"ey_PPP_2011"
"AT00",10,"pcy_PPP_2011"
"AT00",30,"ey_PPP_2011"
"AT00",30,"pcy_PPP_2011"
"AT00",50,"ey_PPP_2011"
"AT00",50,"pcy_PPP_2011"
"AT97",10,"ey_PPP_2011"
"AT97",10,"pcy_PPP_2011"
"AT97",30,"ey_PPP_2011"
"AT97",30,"pcy_PPP_2011"
"AT97",50,"ey_PPP_2011"
"AT97",50,"pcy_PPP_2011"
"AT95",10,"ey_PPP_2011"
"AT95",10,"pcy_PPP_2011"
"AT95",30,"ey_PPP_2011"
"AT95",30,"pcy_PPP_2011"
"AT95",50,"ey_PPP_2011"
"AT95",50,"pcy_PPP_2011"
"AT94",10,"ey_PPP_2011"
"AT94",10,"pcy_PPP_2011"
"AT94",30,"ey_PPP_2011"
"AT94",30,"pcy_PPP_2011"
"AT94",50,"ey_PPP_2011"
"AT94",50,"pcy_PPP_2011"
"AT87",10,"ey_PPP_2011"
"AT87",10,"pcy_PPP_2011"
"AT87",30,"ey_PPP_2011"
"AT87",30,"pcy_PPP_2011"
"AT87",50,"ey_PPP_2011"
"AT87",50,"pcy_PPP_2011"
"BE17",10,"ey_PPP_2011"
"BE17",10,"pcy_PPP_2011"
"BE17",30,"ey_PPP_2011"
"BE17",30,"pcy_PPP_2011"
"BE17",50,"ey_PPP_2011"
"BE17",50,"pcy_PPP_2011"
"BE16",10,"ey_PPP_2011"
"BE16",10,"pcy_PPP_2011"
"BE16",30,"ey_PPP_2011"
"BE16",30,"pcy_PPP_2011"
"BE16",50,"ey_PPP_2011"
"BE16",50,"pcy_PPP_2011"
"BE15",10,"ey_PPP_2011"
"BE15",10,"pcy_PPP_2011"
"BE15",30,"ey_PPP_2011"
"BE15",30,"pcy_PPP_2011"
"BE15",50,"ey_PPP_2011"
"BE15",50,"pcy_PPP_2011"
"BE14",10,"ey_PPP_2011"
"BE14",10,"pcy_PPP_2011"
"BE14",30,"ey_PPP_2011"
"BE14",30,"pcy_PPP_2011"
"BE14",50,"ey_PPP_2011"
"BE14",50,"pcy_PPP_2011"
"BE13",10,"ey_PPP_2011"
"BE13",10,"pcy_PPP_2011"
"BE13",30,"ey_PPP_2011"
"BE13",30,"pcy_PPP_2011"
"BE13",50,"ey_PPP_2011"
"BE13",50,"pcy_PPP_2011"
"BE12",10,"ey_PPP_2011"
"BE12",10,"pcy_PPP_2011"
"BE12",30,"ey_PPP_2011"
"BE12",30,"pcy_PPP_2011"
"BE12",50,"ey_PPP_2011"
"BE12",50,"pcy_PPP_2011"
"BE11",10,"ey_PPP_2011"
"BE11",10,"pcy_PPP_2011"
"BE11",30,"ey_PPP_2011"
"BE11",30,"pcy_PPP_2011"
"BE11",50,"ey_PPP_2011"
"BE11",50,"pcy_PPP_2011"
"BE10",10,"ey_PPP_2011"
"BE10",10,"pcy_PPP_2011"
"BE10",30,"ey_PPP_2011"
"BE10",30,"pcy_PPP_2011"
"BE10",50,"ey_PPP_2011"
"BE10",50,"pcy_PPP_2011"
"BE09",10,"ey_PPP_2011"
"BE09",10,"pcy_PPP_2011"
"BE09",30,"ey_PPP_2011"
"BE09",30,"pcy_PPP_2011"
"BE09",50,"ey_PPP_2011"
"BE09",50,"pcy_PPP_2011"
"BE08",10,"ey_PPP_2011"
"BE08",10,"pcy_PPP_2011"
"BE08",30,"ey_PPP_2011"
"BE08",30,"pcy_PPP_2011"
"BE08",50,"ey_PPP_2011"
"BE08",50,"pcy_PPP_2011"
"BE07",10,"ey_PPP_2011"
"BE07",10,"pcy_PPP_2011"
"BE07",30,"ey_PPP_2011"
"BE07",30,"pcy_PPP_2011"
"BE07",50,"ey_PPP_2011"
"BE07",50,"pcy_PPP_2011"
"BE06",10,"ey_PPP_2011"
"BE06",10,"pcy_PPP_2011"
"BE06",30,"ey_PPP_2011"
"BE06",30,"pcy_PPP_2011"
"BE06",50,"ey_PPP_2011"
"BE06",50,"pcy_PPP_2011"
"BE05",10,"ey_PPP_2011"
"BE05",10,"pcy_PPP_2011"
"BE05",30,"ey_PPP_2011"
"BE05",30,"pcy_PPP_2011"
"BE05",50,"ey_PPP_2011"
"BE05",50,"pcy_PPP_2011"
"BE04",10,"ey_PPP_2011"
"BE04",10,"pcy_PPP_2011"
"BE04",30,"ey_PPP_2011"
"BE04",30,"pcy_PPP_2011"
"BE04",50,"ey_PPP_2011"
"BE04",50,"pcy_PPP_2011"
"BE03",10,"ey_PPP_2011"
"BE03",10,"pcy_PPP_2011"
"BE03",30,"ey_PPP_2011"
"BE03",30,"pcy_PPP_2011"
"BE03",50,"ey_PPP_2011"
"BE03",50,"pcy_PPP_2011"
"BE00",10,"ey_PPP_2011"
"BE00",10,"pcy_PPP_2011"
"BE00",30,"ey_PPP_2011"
"BE00",30,"pcy_PPP_2011"
"BE00",50,"ey_PPP_2011"
"BE00",50,"pcy_PPP_2011"
"BE97",10,"ey_PPP_2011"
"BE97",10,"pcy_PPP_2011"
"BE97",30,"ey_PPP_2011"
"BE97",30,"pcy_PPP_2011"
"BE97",50,"ey_PPP_2011"
"BE97",50,"pcy_PPP_2011"
"BE95",10,"ey_PPP_2011"
"BE95",10,"pcy_PPP_2011"
"BE95",30,"ey_PPP_2011"
"BE95",30,"pcy_PPP_2011"
"BE95",50,"ey_PPP_2011"
"BE95",50,"pcy_PPP_2011"
"BE92",10,"ey_PPP_2011"
"BE92",10,"pcy_PPP_2011"
"BE92",30,"ey_PPP_2011"
"BE92",30,"pcy_PPP_2011"
"BE92",50,"ey_PPP_2011"
"BE92",50,"pcy_PPP_2011"
"BE88",10,"ey_PPP_2011"
"BE88",10,"pcy_PPP_2011"
"BE88",30,"ey_PPP_2011"
"BE88",30,"pcy_PPP_2011"
"BE88",50,"ey_PPP_2011"
"BE88",50,"pcy_PPP_2011"
"BE85",10,"ey_PPP_2011"
"BE85",10,"pcy_PPP_2011"
"BE85",30,"ey_PPP_2011"
"BE85",30,"pcy_PPP_2011"
"BE85",50,"ey_PPP_2011"
"BE85",50,"pcy_PPP_2011"
"BR16",10,"ey_PPP_2011"
"BR16",10,"pcy_PPP_2011"
"BR16",30,"ey_PPP_2011"
"BR16",30,"pcy_PPP_2011"
"BR16",50,"ey_PPP_2011"
"BR16",50,"pcy_PPP_2011"
"BR13",10,"ey_PPP_2011"
"BR13",10,"pcy_PPP_2011"
"BR13",30,"ey_PPP_2011"
"BR13",30,"pcy_PPP_2011"
"BR13",50,"ey_PPP_2011"
"BR13",50,"pcy_PPP_2011"
"BR11",10,"ey_PPP_2011"
"BR11",10,"pcy_PPP_2011"
"BR11",30,"ey_PPP_2011"
"BR11",30,"pcy_PPP_2011"
"BR11",50,"ey_PPP_2011"
"BR11",50,"pcy_PPP_2011"
"BR09",10,"ey_PPP_2011"
"BR09",10,"pcy_PPP_2011"
"BR09",30,"ey_PPP_2011"
"BR09",30,"pcy_PPP_2011"
"BR09",50,"ey_PPP_2011"
"BR09",50,"pcy_PPP_2011"
"BR06",10,"ey_PPP_2011"
"BR06",10,"pcy_PPP_2011"
"BR06",30,"ey_PPP_2011"
"BR06",30,"pcy_PPP_2011"
"BR06",50,"ey_PPP_2011"
"BR06",50,"pcy_PPP_2011"
"CA17",10,"ey_PPP_2011"
"CA17",10,"pcy_PPP_2011"
"CA17",30,"ey_PPP_2011"
"CA17",30,"pcy_PPP_2011"
"CA17",50,"ey_PPP_2011"
"CA17",50,"pcy_PPP_2011"
"CA16",10,"ey_PPP_2011"
"CA16",10,"pcy_PPP_2011"
"CA16",30,"ey_PPP_2011"
"CA16",30,"pcy_PPP_2011"
"CA16",50,"ey_PPP_2011"
"CA16",50,"pcy_PPP_2011"
"CA15",10,"ey_PPP_2011"
"CA15",10,"pcy_PPP_2011"
"CA15",30,"ey_PPP_2011"
"CA15",30,"pcy_PPP_2011"
"CA15",50,"ey_PPP_2011"
"CA15",50,"pcy_PPP_2011"
"CA14",10,"ey_PPP_2011"
"CA14",10,"pcy_PPP_2011"
"CA14",30,"ey_PPP_2011"
"CA14",30,"pcy_PPP_2011"
"CA14",50,"ey_PPP_2011"
"CA14",50,"pcy_PPP_2011"
"CA13",10,"ey_PPP_2011"
"CA13",10,"pcy_PPP_2011"
"CA13",30,"ey_PPP_2011"
"CA13",30,"pcy_PPP_2011"
"CA13",50,"ey_PPP_2011"
"CA13",50,"pcy_PPP_2011"
"CA12",10,"ey_PPP_2011"
"CA12",10,"pcy_PPP_2011"
"CA12",30,"ey_PPP_2011"
"CA12",30,"pcy_PPP_2011"
"CA12",50,"ey_PPP_2011"
"CA12",50,"pcy_PPP_2011"
"CA10",10,"ey_PPP_2011"
"CA10",10,"pcy_PPP_2011"
"CA10",30,"ey_PPP_2011"
"CA10",30,"pcy_PPP_2011"
"CA10",50,"ey_PPP_2011"
"CA10",50,"pcy_PPP_2011"
"CA07",10,"ey_PPP_2011"
"CA07",10,"pcy_PPP_2011"
"CA07",30,"ey_PPP_2011"
"CA07",30,"pcy_PPP_2011"
"CA07",50,"ey_PPP_2011"
"CA07",50,"pcy_PPP_2011"
"CA04",10,"ey_PPP_2011"
"CA04",10,"pcy_PPP_2011"
"CA04",30,"ey_PPP_2011"
"CA04",30,"pcy_PPP_2011"
"CA04",50,"ey_PPP_2011"
"CA04",50,"pcy_PPP_2011"
"CA00",10,"ey_PPP_2011"
"CA00",10,"pcy_PPP_2011"
"CA00",30,"ey_PPP_2011"
"CA00",30,"pcy_PPP_2011"
"CA00",50,"ey_PPP_2011"
"CA00",50,"pcy_PPP_2011"
"CA98",10,"ey_PPP_2011"
"CA98",10,"pcy_PPP_2011"
"CA98",30,"ey_PPP_2011"
"CA98",30,"pcy_PPP_2011"
"CA98",50,"ey_PPP_2011"
"CA98",50,"pcy_PPP_2011"
"CA97",10,"ey_PPP_2011"
"CA97",10,"pcy_PPP_2011"
"CA97",30,"ey_PPP_2011"
"CA97",30,"pcy_PPP_2011"
"CA97",50,"ey_PPP_2011"
"CA97",50,"pcy_PPP_2011"
"CA94",10,"ey_PPP_2011"
"CA94",10,"pcy_PPP_2011"
"CA94",30,"ey_PPP_2011"
"CA94",30,"pcy_PPP_2011"
"CA94",50,"ey_PPP_2011"
"CA94",50,"pcy_PPP_2011"
"CA91",10,"ey_PPP_2011"
"CA91",10,"pcy_PPP_2011"
"CA91",30,"ey_PPP_2011"
"CA91",30,"pcy_PPP_2011"
"CA91",50,"ey_PPP_2011"
"CA91",50,"pcy_PPP_2011"
"CA87",10,"ey_PPP_2011"
"CA87",10,"pcy_PPP_2011"
"CA87",30,"ey_PPP_2011"
"CA87",30,"pcy_PPP_2011"
"CA87",50,"ey_PPP_2011"
"CA87",50,"pcy_PPP_2011"
"CA81",10,"ey_PPP_2011"
"CA81",10,"pcy_PPP_2011"
"CA81",30,"ey_PPP_2011"
"CA81",30,"pcy_PPP_2011"
"CA81",50,"ey_PPP_2011"
"CA81",50,"pcy_PPP_2011"
"CA75",10,"ey_PPP_2011"
"CA75",10,"pcy_PPP_2011"
"CA75",30,"ey_PPP_2011"
"CA75",30,"pcy_PPP_2011"
"CA75",50,"ey_PPP_2011"
"CA75",50,"pcy_PPP_2011"
"CA71",10,"ey_PPP_2011"
"CA71",10,"pcy_PPP_2011"
"CA71",30,"ey_PPP_2011"
"CA71",30,"pcy_PPP_2011"
"CA71",50,"ey_PPP_2011"
"CA71",50,"pcy_PPP_2011"
"CL17",10,"ey_PPP_2011"
"CL17",10,"pcy_PPP_2011"
"CL17",30,"ey_PPP_2011"
"CL17",30,"pcy_PPP_2011"
"CL17",50,"ey_PPP_2011"
"CL17",50,"pcy_PPP_2011"
"CL15",10,"ey_PPP_2011"
"CL15",10,"pcy_PPP_2011"
"CL15",30,"ey_PPP_2011"
"CL15",30,"pcy_PPP_2011"
"CL15",50,"ey_PPP_2011"
"CL15",50,"pcy_PPP_2011"
"CL13",10,"ey_PPP_2011"
"CL13",10,"pcy_PPP_2011"
"CL13",30,"ey_PPP_2011"
"CL13",30,"pcy_PPP_2011"
"CL13",50,"ey_PPP_2011"
"CL13",50,"pcy_PPP_2011"
"CL11",10,"ey_PPP_2011"
"CL11",10,"pcy_PPP_2011"
"CL11",30,"ey_PPP_2011"
"CL11",30,"pcy_PPP_2011"
"CL11",50,"ey_PPP_2011"
"CL11",50,"pcy_PPP_2011"
"CL09",10,"ey_PPP_2011"
"CL09",10,"pcy_PPP_2011"
"CL09",30,"ey_PPP_2011"
"CL09",30,"pcy_PPP_2011"
"CL09",50,"ey_PPP_2011"
"CL09",50,"pcy_PPP_2011"
"CL06",10,"ey_PPP_2011"
"CL06",10,"pcy_PPP_2011"
"CL06",30,"ey_PPP_2011"
"CL06",30,"pcy_PPP_2011"
"CL06",50,"ey_PPP_2011"
"CL06",50,"pcy_PPP_2011"
"CL03",10,"ey_PPP_2011"
"CL03",10,"pcy_PPP_2011"
"CL03",30,"ey_PPP_2011"
"CL03",30,"pcy_PPP_2011"
"CL03",50,"ey_PPP_2011"
"CL03",50,"pcy_PPP_2011"
"CL00",10,"ey_PPP_2011"
"CL00",10,"pcy_PPP_2011"
"CL00",30,"ey_PPP_2011"
"CL00",30,"pcy_PPP_2011"
"CL00",50,"ey_PPP_2011"
"CL00",50,"pcy_PPP_2011"
"CL98",10,"ey_PPP_2011"
"CL98",10,"pcy_PPP_2011"
"CL98",30,"ey_PPP_2011"
"CL98",30,"pcy_PPP_2011"
"CL98",50,"ey_PPP_2011"
"CL98",50,"pcy_PPP_2011"
"CL96",10,"ey_PPP_2011"
"CL96",10,"pcy_PPP_2011"
"CL96",30,"ey_PPP_2011"
"CL96",30,"pcy_PPP_2011"
"CL96",50,"ey_PPP_2011"
"CL96",50,"pcy_PPP_2011"
"CL94",10,"ey_PPP_2011"
"CL94",10,"pcy_PPP_2011"
"CL94",30,"ey_PPP_2011"
"CL94",30,"pcy_PPP_2011"
"CL94",50,"ey_PPP_2011"
"CL94",50,"pcy_PPP_2011"
"CL92",10,"ey_PPP_2011"
"CL92",10,"pcy_PPP_2011"
"CL92",30,"ey_PPP_2011"
"CL92",30,"pcy_PPP_2011"
"CL92",50,"ey_PPP_2011"
"CL92",50,"pcy_PPP_2011"
"CL90",10,"ey_PPP_2011"
"CL90",10,"pcy_PPP_2011"
"CL90",30,"ey_PPP_2011"
"CL90",30,"pcy_PPP_2011"
"CL90",50,"ey_PPP_2011"
"CL90",50,"pcy_PPP_2011"
"CN13",10,"ey_PPP_2011"
"CN13",10,"pcy_PPP_2011"
"CN13",30,"ey_PPP_2011"
"CN13",30,"pcy_PPP_2011"
"CN13",50,"ey_PPP_2011"
"CN13",50,"pcy_PPP_2011"
"CN02",10,"ey_PPP_2011"
"CN02",10,"pcy_PPP_2011"
"CN02",30,"ey_PPP_2011"
"CN02",30,"pcy_PPP_2011"
"CN02",50,"ey_PPP_2011"
"CN02",50,"pcy_PPP_2011"
"CO16",10,"ey_PPP_2011"
"CO16",10,"pcy_PPP_2011"
"CO16",30,"ey_PPP_2011"
"CO16",30,"pcy_PPP_2011"
"CO16",50,"ey_PPP_2011"
"CO16",50,"pcy_PPP_2011"
"CO13",10,"ey_PPP_2011"
"CO13",10,"pcy_PPP_2011"
"CO13",30,"ey_PPP_2011"
"CO13",30,"pcy_PPP_2011"
"CO13",50,"ey_PPP_2011"
"CO13",50,"pcy_PPP_2011"
"CO10",10,"ey_PPP_2011"
"CO10",10,"pcy_PPP_2011"
"CO10",30,"ey_PPP_2011"
"CO10",30,"pcy_PPP_2011"
"CO10",50,"ey_PPP_2011"
"CO10",50,"pcy_PPP_2011"
"CO07",10,"ey_PPP_2011"
"CO07",10,"pcy_PPP_2011"
"CO07",30,"ey_PPP_2011"
"CO07",30,"pcy_PPP_2011"
"CO07",50,"ey_PPP_2011"
"CO07",50,"pcy_PPP_2011"
"CO04",10,"ey_PPP_2011"
"CO04",10,"pcy_PPP_2011"
"CO04",30,"ey_PPP_2011"
"CO04",30,"pcy_PPP_2011"
"CO04",50,"ey_PPP_2011"
"CO04",50,"pcy_PPP_2011"
"CI15",10,"ey_PPP_2011"
"CI15",10,"pcy_PPP_2011"
"CI15",30,"ey_PPP_2011"
"CI15",30,"pcy_PPP_2011"
"CI15",50,"ey_PPP_2011"
"CI15",50,"pcy_PPP_2011"
"CI08",10,"ey_PPP_2011"
"CI08",10,"pcy_PPP_2011"
"CI08",30,"ey_PPP_2011"
"CI08",30,"pcy_PPP_2011"
"CI08",50,"ey_PPP_2011"
"CI08",50,"pcy_PPP_2011"
"CI02",10,"ey_PPP_2011"
"CI02",10,"pcy_PPP_2011"
"CI02",30,"ey_PPP_2011"
"CI02",30,"pcy_PPP_2011"
"CI02",50,"ey_PPP_2011"
"CI02",50,"pcy_PPP_2011"
"CZ16",10,"ey_PPP_2011"
"CZ16",10,"pcy_PPP_2011"
"CZ16",30,"ey_PPP_2011"
"CZ16",30,"pcy_PPP_2011"
"CZ16",50,"ey_PPP_2011"
"CZ16",50,"pcy_PPP_2011"
"CZ13",10,"ey_PPP_2011"
"CZ13",10,"pcy_PPP_2011"
"CZ13",30,"ey_PPP_2011"
"CZ13",30,"pcy_PPP_2011"
"CZ13",50,"ey_PPP_2011"
"CZ13",50,"pcy_PPP_2011"
"CZ10",10,"ey_PPP_2011"
"CZ10",10,"pcy_PPP_2011"
"CZ10",30,"ey_PPP_2011"
"CZ10",30,"pcy_PPP_2011"
"CZ10",50,"ey_PPP_2011"
"CZ10",50,"pcy_PPP_2011"
"CZ07",10,"ey_PPP_2011"
"CZ07",10,"pcy_PPP_2011"
"CZ07",30,"ey_PPP_2011"
"CZ07",30,"pcy_PPP_2011"
"CZ07",50,"ey_PPP_2011"
"CZ07",50,"pcy_PPP_2011"
"CZ04",10,"ey_PPP_2011"
"CZ04",10,"pcy_PPP_2011"
"CZ04",30,"ey_PPP_2011"
"CZ04",30,"pcy_PPP_2011"
"CZ04",50,"ey_PPP_2011"
"CZ04",50,"pcy_PPP_2011"
"CZ02",10,"ey_PPP_2011"
"CZ02",10,"pcy_PPP_2011"
"CZ02",30,"ey_PPP_2011"
"CZ02",30,"pcy_PPP_2011"
"CZ02",50,"ey_PPP_2011"
"CZ02",50,"pcy_PPP_2011"
"CZ96",10,"ey_PPP_2011"
"CZ96",10,"pcy_PPP_2011"
"CZ96",30,"ey_PPP_2011"
"CZ96",30,"pcy_PPP_2011"
"CZ96",50,"ey_PPP_2011"
"CZ96",50,"pcy_PPP_2011"
"CZ92",10,"ey_PPP_2011"
"CZ92",10,"pcy_PPP_2011"
"CZ92",30,"ey_PPP_2011"
"CZ92",30,"pcy_PPP_2011"
"CZ92",50,"ey_PPP_2011"
"CZ92",50,"pcy_PPP_2011"
"DK16",10,"ey_PPP_2011"
"DK16",10,"pcy_PPP_2011"
"DK16",30,"ey_PPP_2011"
"DK16",30,"pcy_PPP_2011"
"DK16",50,"ey_PPP_2011"
"DK16",50,"pcy_PPP_2011"
"DK13",10,"ey_PPP_2011"
"DK13",10,"pcy_PPP_2011"
"DK13",30,"ey_PPP_2011"
"DK13",30,"pcy_PPP_2011"
"DK13",50,"ey_PPP_2011"
"DK13",50,"pcy_PPP_2011"
"DK10",10,"ey_PPP_2011"
"DK10",10,"pcy_PPP_2011"
"DK10",30,"ey_PPP_2011"
"DK10",30,"pcy_PPP_2011"
"DK10",50,"ey_PPP_2011"
"DK10",50,"pcy_PPP_2011"
"DK07",10,"ey_PPP_2011"
"DK07",10,"pcy_PPP_2011"
"DK07",30,"ey_PPP_2011"
"DK07",30,"pcy_PPP_2011"
"DK07",50,"ey_PPP_2011"
"DK07",50,"pcy_PPP_2011"
"DK04",10,"ey_PPP_2011"
"DK04",10,"pcy_PPP_2011"
"DK04",30,"ey_PPP_2011"
"DK04",30,"pcy_PPP_2011"
"DK04",50,"ey_PPP_2011"
"DK04",50,"pcy_PPP_2011"
"DK00",10,"ey_PPP_2011"
"DK00",10,"pcy_PPP_2011"
"DK00",30,"ey_PPP_2011"
"DK00",30,"pcy_PPP_2011"
"DK00",50,"ey_PPP_2011"
"DK00",50,"pcy_PPP_2011"
"DK95",10,"ey_PPP_2011"
"DK95",10,"pcy_PPP_2011"
"DK95",30,"ey_PPP_2011"
"DK95",30,"pcy_PPP_2011"
"DK95",50,"ey_PPP_2011"
"DK95",50,"pcy_PPP_2011"
"DK92",10,"ey_PPP_2011"
"DK92",10,"pcy_PPP_2011"
"DK92",30,"ey_PPP_2011"
"DK92",30,"pcy_PPP_2011"
"DK92",50,"ey_PPP_2011"
"DK92",50,"pcy_PPP_2011"
"DK87",10,"ey_PPP_2011"
"DK87",10,"pcy_PPP_2011"
"DK87",30,"ey_PPP_2011"
"DK87",30,"pcy_PPP_2011"
"DK87",50,"ey_PPP_2011"
"DK87",50,"pcy_PPP_2011"
"DO07",10,"ey_PPP_2011"
"DO07",10,"pcy_PPP_2011"
"DO07",30,"ey_PPP_2011"
"DO07",30,"pcy_PPP_2011"
"DO07",50,"ey_PPP_2011"
"DO07",50,"pcy_PPP_2011"
"EG12",10,"ey_PPP_2011"
"EG12",10,"pcy_PPP_2011"
"EG12",30,"ey_PPP_2011"
"EG12",30,"pcy_PPP_2011"
"EG12",50,"ey_PPP_2011"
"EG12",50,"pcy_PPP_2011"
"EE16",10,"ey_PPP_2011"
"EE16",10,"pcy_PPP_2011"
"EE16",30,"ey_PPP_2011"
"EE16",30,"pcy_PPP_2011"
"EE16",50,"ey_PPP_2011"
"EE16",50,"pcy_PPP_2011"
"EE13",10,"ey_PPP_2011"
"EE13",10,"pcy_PPP_2011"
"EE13",30,"ey_PPP_2011"
"EE13",30,"pcy_PPP_2011"
"EE13",50,"ey_PPP_2011"
"EE13",50,"pcy_PPP_2011"
"EE10",10,"ey_PPP_2011"
"EE10",10,"pcy_PPP_2011"
"EE10",30,"ey_PPP_2011"
"EE10",30,"pcy_PPP_2011"
"EE10",50,"ey_PPP_2011"
"EE10",50,"pcy_PPP_2011"
"EE07",10,"ey_PPP_2011"
"EE07",10,"pcy_PPP_2011"
"EE07",30,"ey_PPP_2011"
"EE07",30,"pcy_PPP_2011"
"EE07",50,"ey_PPP_2011"
"EE07",50,"pcy_PPP_2011"
"EE04",10,"ey_PPP_2011"
"EE04",10,"pcy_PPP_2011"
"EE04",30,"ey_PPP_2011"
"EE04",30,"pcy_PPP_2011"
"EE04",50,"ey_PPP_2011"
"EE04",50,"pcy_PPP_2011"
"EE00",10,"ey_PPP_2011"
"EE00",10,"pcy_PPP_2011"
"EE00",30,"ey_PPP_2011"
"EE00",30,"pcy_PPP_2011"
"EE00",50,"ey_PPP_2011"
"EE00",50,"pcy_PPP_2011"
"FI16",10,"ey_PPP_2011"
"FI16",10,"pcy_PPP_2011"
"FI16",30,"ey_PPP_2011"
"FI16",30,"pcy_PPP_2011"
"FI16",50,"ey_PPP_2011"
"FI16",50,"pcy_PPP_2011"
"FI13",10,"ey_PPP_2011"
"FI13",10,"pcy_PPP_2011"
"FI13",30,"ey_PPP_2011"
"FI13",30,"pcy_PPP_2011"
"FI13",50,"ey_PPP_2011"
"FI13",50,"pcy_PPP_2011"
"FI10",10,"ey_PPP_2011"
"FI10",10,"pcy_PPP_2011"
"FI10",30,"ey_PPP_2011"
"FI10",30,"pcy_PPP_2011"
"FI10",50,"ey_PPP_2011"
"FI10",50,"pcy_PPP_2011"
"FI07",10,"ey_PPP_2011"
"FI07",10,"pcy_PPP_2011"
"FI07",30,"ey_PPP_2011"
"FI07",30,"pcy_PPP_2011"
"FI07",50,"ey_PPP_2011"
"FI07",50,"pcy_PPP_2011"
"FI04",10,"ey_PPP_2011"
"FI04",10,"pcy_PPP_2011"
"FI04",30,"ey_PPP_2011"
"FI04",30,"pcy_PPP_2011"
"FI04",50,"ey_PPP_2011"
"FI04",50,"pcy_PPP_2011"
"FI00",10,"ey_PPP_2011"
"FI00",10,"pcy_PPP_2011"
"FI00",30,"ey_PPP_2011"
"FI00",30,"pcy_PPP_2011"
"FI00",50,"ey_PPP_2011"
"FI00",50,"pcy_PPP_2011"
"FI95",10,"ey_PPP_2011"
"FI95",10,"pcy_PPP_2011"
"FI95",30,"ey_PPP_2011"
"FI95",30,"pcy_PPP_2011"
"FI95",50,"ey_PPP_2011"
