country,year,p0p100_gini,p0p10_share,p0p50_share,p10p20_share,p20p30_share,p30p40_share,p40p50_share,p50p60_share,p50p90_share,p60p70_share,p70p80_share,p80p90_share,p90p100_share,p99_999p100_share,p99_99p100_share,p99_9p100_share,p99p100_share,p0p10_threshold,p10p20_threshold,p20p30_threshold,p30p40_threshold,p40p50_threshold,p50p60_threshold,p60p70_threshold,p70p80_threshold,p80p90_threshold,p90p100_threshold,p99_999p100_threshold,p99_99p100_threshold,p99_9p100_threshold,p99p100_threshold,p0p100_average,p0p10_average,p10p20_average,p20p30_average,p30p40_average,p40p50_average,p50p60_average,p60p70_average,p70p80_average,p80p90_average,p90p100_average,p99_999p100_average,p99_99p100_average,p99_9p100_average,p99p100_average,age,pop
DE-HB,1878,,,,,,,,,,,,,.6286000000000001,,.0407,.1362,.3852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HB,1879,,,,,,,,,,,,,.5967,,.0381,.1358,.3448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HB,1880,,,,,,,,,,,,,.5926,,.0371,.1343,.3393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HB,1881,,,,,,,,,,,,,.5655,,.0309,.1176,.3078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HB,1882,,,,,,,,,,,,,.5628,,.0297,.1111,.3027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HB,1883,,,,,,,,,,,,,.5208,,.0189,.0826,.2551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HB,1884,,,,,,,,,,,,,.5322,,.0234,.0934,.2659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HB,1885,,,,,,,,,,,,,.5407,,.0222,.0762,.2721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HB,1886,,,,,,,,,,,,,.5576,,.0238,.1091,.2996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HB,1887,,,,,,,,,,,,,.5858,,.04,.141,.3353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HB,1888,,,,,,,,,,,,,.5974,,.0655,.1633,.3558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HB,1889,,,,,,,,,,,,,.5550000000000001,,.0231,.109,.2948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HB,1890,,,,,,,,,,,,,.5353,,.0196,.0908,.2701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HB,1891,,,,,,,,,,,,,.5247000000000001,,.0183,.0815,.2538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HB,1892,,,,,,,,,,,,,.5272,,.0248,.0953,.2614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HB,1893,,,,,,,,,,,,,.5309,,.0244,.0945,.2638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HB,1894,,,,,,,,,,,,,.5526,,.0239,.1107,.2943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HB,1895,,,,,,,,,,,,,.5558,,.0243,.1082,.2965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HB,1896,,,,,,,,,,,,,.5494,,.0265,.106,.2871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HB,1897,,,,,,,,,,,,,.5703,,.0332,.1224,.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HB,1898,,,,,,,,,,,,,.5835,,.0639,.1501,.3245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HB,1899,,,,,,,,,,,,,.5967,,.0946,.1777,.334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HB,1900,,,,,,,,,,,,,.5896,,.0861,.1661,.3204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HB,1901,,,,,,,,,,,,,.5737,,.0727,.1471,.2979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HB,1902,,,,,,,,,,,,,.5592,,.0643,.1349,.2831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HB,1903,,,,,,,,,,,,,.5497,,.068,.1389,.2838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HB,1904,,,,,,,,,,,,,.547,,.089,.1651,.3061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HB,1905,,,,,,,,,,,,,.5256,,.0718,.1419,.2805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HB,1906,,,,,,,,,,,,,.5228,,.0691,.1386,.2778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HB,1907,,,,,,,,,,,,,.5105,,.0637,.1301,.2659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HB,1908,,,,,,,,,,,,,.5041,,.0617,.1265,.2595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HB,1909,,,,,,,,,,,,,.521,,.0762,.1468,.2827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HB,1910,,,,,,,,,,,,,.5108,,.0742,.1429,.2752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HE,1872,,,,,,,,,,,,,.4309,,.0236,.0593,.1548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HE,1873,,,,,,,,,,,,,.4346,,.0263,.0634,.1598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HE,1874,,,,,,,,,,,,,.4383,,.0291,.0676,.1648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HE,1875,,,,,,,,,,,,,.4395,,.0291,.0675,.1644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HE,1876,,,,,,,,,,,,,.4408,,.0291,.0673,.164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HE,1877,,,,,,,,,,,,,.442,,.0291,.0671,.1636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HE,1878,,,,,,,,,,,,,.4433,,.0291,.067,.1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HE,1879,,,,,,,,,,,,,.4445,,.0291,.0668,.1627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HE,1880,,,,,,,,,,,,,.4444,,.0283,.0666,.1633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HE,1881,,,,,,,,,,,,,.4444,,.0276,.0663,.1638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HE,1882,,,,,,,,,,,,,.4443,,.0268,.0661,.1644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HE,1883,,,,,,,,,,,,,.4443,,.026,.0658,.165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HE,1884,,,,,,,,,,,,,.4373,,.0229,.0621,.1642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HE,1885,,,,,,,,,,,,,.4364,,.023,.0621,.1643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HE,1886,,,,,,,,,,,,,.4355,,.0232,.0621,.1643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HE,1887,,,,,,,,,,,,,.4346,,.0233,.0621,.1644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HE,1888,,,,,,,,,,,,,.4337,,.0234,.0621,.1644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HE,1889,,,,,,,,,,,,,.4328,,.0235,.0621,.1645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HE,1890,,,,,,,,,,,,,.4328,,.0235,.0621,.1645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HE,1891,,,,,,,,,,,,,.4328,,.0235,.0621,.1645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HE,1892,,,,,,,,,,,,,.4328,,.0235,.0621,.1645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HE,1893,,,,,,,,,,,,,.4358,,.0241,.0635,.1673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HE,1894,,,,,,,,,,,,,.4361,,.0245,.0641,.1679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HE,1895,,,,,,,,,,,,,.4363,,.0286,.0713,.1779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HE,1896,,,,,,,,,,,,,.4389,,.0303,.0739,.1807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HE,1897,,,,,,,,,,,,,.4408,,.0311,.0754,.1831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HE,1898,,,,,,,,,,,,,.4654,,.0418,.0928,.2061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HE,1899,,,,,,,,,,,,,.4524,,.0384,.0866,.1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HE,1900,,,,,,,,,,,,,.4342,,.0342,.0793,.1841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HE,1901,,,,,,,,,,,,,.4327,,.0336,.0784,.1827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HE,1902,,,,,,,,,,,,,.4312,,.0331,.0775,.1814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HE,1903,,,,,,,,,,,,,.4297,,.0325,.0765,.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HE,1904,,,,,,,,,,,,,.4095,,.0242,.0626,.1611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HE,1905,,,,,,,,,,,,,.4166,,.0297,.0713,.1712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HE,1906,,,,,,,,,,,,,.4237,,.0352,.08,.1814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HE,1907,,,,,,,,,,,,,.4112,,.0279,.0701,.1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HE,1908,,,,,,,,,,,,,.4106,,.0284,.0703,.1694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HE,1909,,,,,,,,,,,,,.4095,,.0296,.0708,.1676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HE,1910,,,,,,,,,,,,,.4095,,.0296,.0708,.1676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HE,1911,,,,,,,,,,,,,.4049,,.0286,.0691,.1653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HE,1912,,,,,,,,,,,,,.4004,,.0275,.0675,.163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HE,1913,,,,,,,,,,,,,.3914,,.0307,.0715,.1657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HE,1914,,,,,,,,,,,,,.3827,,.0342,.0757,.1684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HE,1915,,,,,,,,,,,,,.3742,,.0381,.0802,.1712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HE,1916,,,,,,,,,,,,,.3659,,.0425,.085,.1741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HE,1917,,,,,,,,,,,,,.3558,,.0433,.0875,.1765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HE,1918,,,,,,,,,,,,,.3496,,.0429,.0862,.1731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HH,1880,,,,,,,,,,,,,.5893000000000001,,.0442,.1244,.3161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HH,1881,,,,,,,,,,,,,.6002999999999999,,.0449,.1308,.3288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HH,1882,,,,,,,,,,,,,.5934,,.0458,.1296,.3256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HH,1883,,,,,,,,,,,,,.5864,,.0387,.1216,.3184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HH,1884,,,,,,,,,,,,,.5789,,.0346,.1138,.3075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HH,1885,,,,,,,,,,,,,.5681000000000001,,.0298,.1059,.2942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HH,1886,,,,,,,,,,,,,.5711000000000001,,.0304,.107,.2963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HH,1887,,,,,,,,,,,,,.5791,,.0326,.1132,.3064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HH,1888,,,,,,,,,,,,,.5916,,.0391,.1274,.3274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HH,1889,,,,,,,,,,,,,.6004,,.0431,.1287,.3388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HH,1890,,,,,,,,,,,,,.5923000000000001,,.0394,.1237,.3302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HH,1891,,,,,,,,,,,,,.5793,,.0362,.1169,.3109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HH,1892,,,,,,,,,,,,,.5718,,.0325,.111,.3004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HH,1893,,,,,,,,,,,,,.5642,,.0333,.1086,.2914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HH,1894,,,,,,,,,,,,,.5464,,.036,.1117,.2869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HH,1895,,,,,,,,,,,,,.5538,,.0402,.1202,.2983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HH,1896,,,,,,,,,,,,,.5512,,.0394,.1191,.2964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HH,1897,,,,,,,,,,,,,.5481,,.0398,.1179,.2946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HH,1898,,,,,,,,,,,,,.5485,,.0406,.1184,.2953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HH,1899,,,,,,,,,,,,,.5498,,.0414,.1197,.2977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HH,1900,,,,,,,,,,,,,.5511,,.0423,.1209,.3002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HH,1901,,,,,,,,,,,,,.5524,,.0432,.1222,.3027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HH,1902,,,,,,,,,,,,,.5537,,.0441,.1235,.3053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HH,1903,,,,,,,,,,,,,.5550000000000001,,.045,.1248,.3078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HH,1904,,,,,,,,,,,,,.5563,,.046,.1261,.3104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HH,1905,,,,,,,,,,,,,.5577,,.0469,.1274,.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HH,1906,,,,,,,,,,,,,.5589,,.0474,.1284,.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HH,1907,,,,,,,,,,,,,.5547,,.0466,.1281,.3126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HH,1908,,,,,,,,,,,,,.5505,,.0457,.1278,.3102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HH,1909,,,,,,,,,,,,,.5463,,.0449,.1275,.3079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HH,1910,,,,,,,,,,,,,.5422,,.0441,.1272,.3055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-HH,1911,,,,,,,,,,,,,.5377999999999999,,.0432,.1269,.303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-PR,1874,,,,,,,,,,,,,.3493,,.0246,.0685,.1549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-PR,1875,,,,,,,,,,,,,.3502,,.0239,.0675,.1545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-PR,1876,,,,,,,,,,,,,.3517,,.0235,.0667,.1543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-PR,1877,,,,,,,,,,,,,.3555,,.0231,.0663,.1548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-PR,1878,,,,,,,,,,,,,.3562,,.023,.0665,.1555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-PR,1879,,,,,,,,,,,,,.3568,,.023,.0667,.1563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-PR,1880,,,,,,,,,,,,,.3564,,.0229,.0669,.1569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-PR,1881,,,,,,,,,,,,,.3581,,.0232,.0677,.1584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-PR,1882,,,,,,,,,,,,,.3603,,.0238,.0689,.1605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-PR,1883,,,,,,,,,,,,,.3638,,.0246,.0706,.1636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-PR,1884,,,,,,,,,,,,,.366,,.0249,.0715,.1652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-PR,1885,,,,,,,,,,,,,.367,,.0249,.0715,.1654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-PR,1886,,,,,,,,,,,,,.3689,,.0254,.0724,.1669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-PR,1887,,,,,,,,,,,,,.3697,,.0253,.0727,.1676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-PR,1888,,,,,,,,,,,,,.3724,,.0261,.0743,.1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-PR,1889,,,,,,,,,,,,,.3741,,.0274,.0763,.1725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-PR,1890,,,,,,,,,,,,,.3767,,.0282,.0779,.1746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-PR,1891,,,,,,,,,,,,,.3767,,.0282,.0779,.1746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-PR,1892,,,,,,,,,,,,,.3708,,.0268,.0747,.1692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-PR,1893,,,,,,,,,,,,,.3684,,.0262,.0731,.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-PR,1894,,,,,,,,,,,,,.3668,,.0266,.0735,.1669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-PR,1895,,,,,,,,,,,,,.3677,,.0269,.0747,.1684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-PR,1896,,,,,,,,,,,,,.3702,,.0282,.0748,.172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-PR,1897,,,,,,,,,,,,,.3747,,.03,.078,.1764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-PR,1898,,,,,,,,,,,,,.3789,,.0316,.0809,.1818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-PR,1899,,,,,,,,,,,,,.3792,,.0334,.0839,.1847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-PR,1900,,,,,,,,,,,,,.3791,,.0339,.0847,.1861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-PR,1901,,,,,,,,,,,,,.3769,,.0329,.0825,.1828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-PR,1902,,,,,,,,,,,,,.3719,,.031,.0789,.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-PR,1903,,,,,,,,,,,,,.37,,.0303,.0777,.1759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-PR,1904,,,,,,,,,,,,,.3702,,.0306,.0786,.1775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-PR,1905,,,,,,,,,,,,,.3724,,.0319,.0815,.1818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-PR,1906,,,,,,,,,,,,,.3709,,.0327,.0824,.1805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-PR,1907,,,,,,,,,,,,,.3715,,.0328,.0819,.1783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-PR,1908,,,,,,,,,,,,,.3669,,.0314,.0789,.1725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
DE-PR,1909,,,,,,,,,,,,,.3679,,.0308,.0775,.1691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,t
