country,year,p0p100_gini,p0p10_share,p0p40_share,p0p50_share,p10p20_share,p20p30_share,p30p40_share,p40p50_share,p50p60_share,p50p90_share,p60p70_share,p70p80_share,p80p90_share,p90p100_share,p99_999p100_share,p99_99p100_share,p99_9p100_share,p99p100_share,p0p10_threshold,p10p20_threshold,p20p30_threshold,p30p40_threshold,p40p50_threshold,p50p60_threshold,p60p70_threshold,p70p80_threshold,p80p90_threshold,p90p100_threshold,p99_999p100_threshold,p99_99p100_threshold,p99_9p100_threshold,p99p100_threshold,p0p100_average,p0p10_average,p10p20_average,p20p30_average,p30p40_average,p40p50_average,p50p60_average,p60p70_average,p70p80_average,p80p90_average,p90p100_average,p99_999p100_average,p99_99p100_average,p99_9p100_average,p99p100_average,age,pop
CA,1956,.485326644561797,.0032,.1106,.1758,.0255,.04,.047,.06,.0778,.479,.0985,.1257,.177,.3452,.0017,.0068,.025,.0876,0,3051.249878754213,9001.166308992421,9730.832946664739,12085.83285308544,15730.6660415861,20121.24920045332,25373.83232506774,33375.49867377672,50636.91465453628,3009047.797097839,822116.1339987037,299114.9881142372,100122.9960214692,23900.99905025954,762.8333030210586,6102.499757508425,9566.999619841557,11242.91621991328,14350.08276311223,18588.91592800945,23530.99906496202,30047.08213936946,42310.24831874164,82507.58005477638,4028420.923258253,1630514.518542502,597959.8929058733,209407.9083455433,992,j
CA,1957,.489177394959571,.0032,.1099,.1745,.0254,.0398,.0467,.0595,.0768,.4752,.0971,.1242,.177,.3504,.0017,.0067,.0246,.0878,0,3043.416545732148,8977.999643246316,9699.582947906501,12026.08285545969,15616.99937943615,19929.24920808271,25113.16566875903,33199.41534744031,51361.83129239734,2967834.048735527,807584.7179094637,298977.3214530409,102232.2459376552,23982.83238034112,760.8333031005315,6086.833091464296,9543.249620785296,11195.33288847073,14260.0827666885,18428.08260106706,23287.58240796786,29787.66548301108,42454.6649796697,84023.99666118606,3984038.091688536,1602051.51967352,590660.0598626093,210481.4916362162,992,j
CA,1958,.49373791193285,.0031,.109,.1729,.0252,.0395,.0463,.0588,.0759,.4707,.0957,.1226,.1765,.3564,.0017,.0067,.0249,.0901,0,3033.666546119578,8949.332977718761,9664.832949287342,11966.58285782401,15511.24938363827,19756.66588160723,24879.49901137745,33022.66535446372,51903.16460422003,3012601.796956616,815798.3842497486,308473.6544090239,105218.3291523322,24094.74904256061,758.4166365298945,6067.333092239156,9513.416288637434,11144.99955713747,14172.91610348553,18280.08260694805,23067.66575003991,29545.74882595732,42523.91497691795,85873.24658770346,4057620.088764649,1618658.685680277,600386.1428094627,217052.2413751181,992,j
CA,1959,.494131534635839,.0031,.1089,.1728,.0252,.0395,.0462,.0587,.0757,.4703,.0954,.1223,.1769,.3569,.0016,.0065,.0242,.0887,0,3093.249877085283,9125.082970735082,9851.332941876499,12188.99951565263,15785.08270609045,20086.66586849421,25287.91566181509,33633.16533020463,53250.83121733522,2933543.216764789,805156.1346726336,308113.654423329,107318.5790688758,24570.41569032598,773.333302603826,6186.499754170565,9700.666281196787,11356.33288207317,14429.83275994325,18593.6659278207,23447.49906828002,30053.66547244119,43459.49827307455,87703.16318165576,3941313.010052945,1585610.770326817,594207.3097216542,217820.0746779405,992,j
CA,1960,.496567917193511,.0031,.1085,.1719,.0251,.0393,.046,.0584,.0751,.4679,.0945,.1213,.177,.3602,.0016,.0064,.024,.089,0,3045.583212312719,8984.58297631805,9694.999614755294,11980.74952392775,15489.66605116258,19677.2492180963,24758.91568283566,33050.99868667119,53028.24789284656,2862890.302905617,787283.8853828129,305162.7378739212,106945.7457503575,24280.66570183961,761.4166364106852,6091.24975795546,9551.916287107581,11168.33288954362,14170.08277026478,18227.1659423841,22956.41575446058,29461.58216263514,42970.49829250565,87448.07985845853,3849212.59704602,1547040.771859451,583112.81016251,216010.2414165234,992,j
CA,1961,.50075259701787,.0031,.1077,.1705,.0249,.0391,.0456,.0578,.0741,.4638,.0932,.1198,.1767,.3657,.0017,.0066,.0243,.0905,0,3183.333206839026,9390.749626845103,10128.41626419953,12497.3328367339,16124.24935927984,20438.91585449705,25696.83231223287,34458.74863073223,56257.08109787758,3242260.954497447,832109.3836016076,324647.6537663268,114659.2454438505,25558.41565106639,795.8333017097564,6366.666413678051,9984.499603251597,11656.41620348226,14762.49941339093,18947.74924708402,23824.5823866294,30620.66544991064,45155.16487236146,93470.16295249577,4445397.573355756,1688898.18288921,621055.1419881503,231257.9074773022,992,j
CA,1962,.489145678135649,.0032,.1099,.1745,.0254,.0398,.0467,.0594,.0767,.4751,.0969,.124,.1774,.3504,.0014,.0057,.0221,.0852,0,3448.583196298937,10173.41626241139,10987.91623004607,13616.24945893881,17669.58263120714,22532.58243796887,28387.41553865202,37585.74850647641,58486.5810092852,2800599.722047489,802932.7180943176,323740.3204690477,117667.8286576335,27163.08225396933,862.1666324072396,6897.249725927896,10814.24957028029,12679.49949616191,16140.49935863412,20842.83250511351,26325.41562058855,33691.49866122001,48193.66475162232,95183.49621774734,3738796.934766878,1541977.855393966,600429.2261410841,231357.4074733485,992,j
CA,1963,.486104446848194,.0032,.1105,.1755,.0255,.04,.047,.0598,.0774,.478,.0979,.1251,.1776,.3465,.0012,.0053,.0212,.083,0,3593.833190527221,10601.83291205431,11454.83287815913,14210.41610199541,18467.49926616745,23584.58239616615,29724.99881883457,39228.99844117952,60354.99760170766,2632634.312055169,799325.1349043367,326304.4870338235,120979.4951927064,28170.24888061479,898.4999642968161,7187.666381054441,11268.91621888013,13227.3328077263,16859.7493300537,21804.66580022702,27569.08223783633,35241.83193294863,50039.99801158896,97604.91278819555,3462623.445741027,1492987.940673984,597883.7262422332,233845.4073744842,992,j
CA,1964,.489122481724531,.0032,.1099,.1745,.0254,.0398,.0467,.0594,.0768,.4751,.097,.1241,.1774,.3504,.0014,.0057,.0221,.0853,0,3739.833184725701,11032.49956160782,11916.41619315079,14768.33274649246,19167.08257170183,24445.41569529304,30798.24877618744,40765.58171345451,63374.4974817235,3072275.961252044,868854.1321415023,350963.6527206229,127831.0782537822,29458.99882940446,934.9166295164145,7479.666369451403,11727.33286733095,13751.49945356446,17507.16597099433,22610.8324348595,28560.99886508777,36548.49854769302,52246.58125724054,103222.2458983161,4118165.419692128,1679077.933279432,650771.3908073326,251215.4066842624,992,j
CA,1965,.485151801596046,.0032,.1107,.1759,.0256,.0401,.047,.06,.0776,.479,.0982,.1255,.1776,.3452,.0014,.0056,.0216,.0836,0,3933.083177046636,11602.66620561809,12538.33283510471,15561.83271496161,20236.24919588363,25859.99897241587,32600.6653712325,42967.58162595489,65724.83072166298,3194894.039712973,888534.6313594696,357947.5691097736,131637.0781025454,30782.74877680336,983.2499609291535,7866.249687423294,12332.49950995046,14482.49942451713,18469.66593274802,23902.24905020987,30235.99879852925,38634.99846478296,54671.91449419978,106248.5791113937,4302193.912379492,1731531.264528457,666097.223531672,257296.7397759452,992,j
CA,1966,.481583904877765,.0032,.1113,.177,.0257,.0403,.0474,.0605,.0785,.4823,.0994,.1268,.1776,.3406,.0012,.0052,.0204,.0808,0,4130.499835868669,12185.0828491416,13175.66614311269,16378.74934916692,21342.66581858525,27329.33224736314,34468.66529700485,45217.66486987794,68125.58062626574,2997751.797546702,875182.0485567201,358481.9024218744,136808.0778970683,32161.66538867679,1032.583292302156,8261.083005067358,12950.49948539334,15232.66606137485,19462.4992266297,25240.66566369264,31973.83206280728,40783.08171275912,57127.33106329695,109552.4123134445,3989334.508144741,1664608.933854378,657593.2238695907,259968.0730031293,992,j
CA,1967,.483758472966142,.0032,.1109,.1763,.0256,.0401,.0472,.0602,.078,.4802,.0987,.126,.1776,.3435,.0011,.0049,.0204,.0816,0,4132.749835779262,12191.49951555329,13178.24947634337,16367.16601629386,21302.08248686455,27244.91558405089,34350.99863501383,45182.49820460867,68731.99726883556,2748528.224116625,873602.2986194938,365942.9854587309,138616.911158525,32286.4987170497,1033.16662561231,8265.416338228501,12957.9161517653,15227.41606158346,19434.99922772245,25173.99899967507,31862.3320672379,40679.41505021181,57331.33105519072,110899.0789265995,3577868.191161613,1594034.436658757,657033.9738918133,263517.0728621048,992,j
CA,1968,.485608381047247,.0032,.1106,.1757,.0255,.04,.047,.0599,.0775,.4785,.098,.1252,.1778,.3459,.0011,.0049,.0205,.082,0,4236.166498336519,12496.74950342375,13501.58279682859,16749.24933444457,21766.24913508689,27796.66556212632,35033.4152745637,46237.33149602669,71155.33050587428,2779421.389555707,905634.4640133164,379384.3182579537,142516.3276702428,33172.91534849333,1058.999957919119,8472.332996673038,13283.16613884102,15591.24938045936,19872.33254367772,25700.08231210373,32493.74870881432,41537.91501609807,58988.08098935738,114731.4121076496,3591820.19060721,1633742.018414252,679970.1396470785,271945.5725271863,992,j
CA,1969,.485908074230522,.0032,.1106,.1756,.0255,.04,.047,.0598,.0773,.4782,.0977,.125,.1781,.3462,.0011,.0048,.0202,.0817,0,4365.999826510739,12879.74948820469,13911.99944718676,17250.08264787657,22403.08244311474,28592.49886383607,36032.24856820695,47623.91477426215,73598.58040878824,2794606.13895232,914696.5469865549,389140.9012035952,146921.9108285139,34189.66530809131,1091.499956627685,8731.999653021478,13690.5827893184,16061.66602843335,20460.24918698267,26443.49894922967,33419.99867200845,42746.16496808653,60885.08091397738,118366.2452965476,3612950.106434249,1644418.601323336,689944.8892507176,279383.8222316167,992,j
CA,1970,.490227997428226,.0032,.1099,.1742,.0254,.0398,.0466,.0591,.0761,.4741,.0959,.1231,.1789,.3518,.001,.0045,.0196,.0814,0,4305.999828894925,12702.74949523804,13702.74945550161,16938.99932690458,21910.74912934498,27851.41555995075,35059.49860686057,46758.74814197412,74494.99703983452,2550684.89864488,873632.5486182917,383850.6514138109,146633.3275066479,33897.58198636433,1076.499957223731,8611.999657789849,13504.58279670938,15794.91603903304,20048.41587001412,25803.08230801088,32516.49870791032,41727.331675238,60646.58092345451,119245.9119282594,3265180.536920038,1533984.52237826,664051.0569463128,275784.155707988,992,j
CA,1971,.488768407658651,.0032,.1103,.1747,.0255,.04,.0468,.0593,.0763,.4756,.0961,.1234,.1799,.3497,.0008,.0041,.0186,.0795,0,4405.91649159126,12997.58281685575,14014.66610977382,17314.41597865353,22379.4157773885,28426.74887042239,35780.83191153069,47806.74810033034,76378.41363166092,2304836.825080672,835676.1334598777,381702.6514991647,147871.4941241142,34549.91529377626,1101.49995623032,8811.916316512541,13818.4161175721,16152.41602482727,20488.16585254003,26348.91561965474,33189.08201451759,42622.91497298404,62153.9141968918,120811.6618660421,2914770.800844071,1424036.276747211,641765.6411651891,274840.7390788093,992,j
CA,1972,.488292980216448,.0032,.1104,.1749,.0255,.04,.0468,.0594,.0764,.476,.0963,.1236,.1797,.3491,.0011,.0047,.0193,.0798,0,4592.583150840459,13548.16612831087,14611.83275271122,18061.16594898035,23360.08240508697,29691.7488201558,37378.33184805174,49865.16468520287,79290.6635159385,3026174.046417303,911802.2971015621,395359.5676231542,153574.4938974974,35999.41523617831,1148.16662104262,9185.166301680918,14403.41609432628,16844.74933064974,21378.99915047483,27513.24890672162,34671.16528895822,44500.08156505881,64688.08076285972,125660.9116733502,4017895.007009849,1697357.68255306,695940.2223458177,287398.071913159,992,j
CA,1973,.487128686736947,.0032,.1103,.1752,.0255,.04,.0469,.0597,.0771,.477,.0974,.1247,.1778,.3478,.0014,.0054,.0209,.083,0,4810.083142197786,14189.83276947999,15326.08272432947,18997.83257842723,24663.66568662056,31467.16541627374,39655.24842424187,52460.83124872701,81367.74676673596,3812314.015178905,1039162.70870738,431731.4828445307,162928.7435257928,37749.49849996957,1202.499952216941,9620.249617725591,15083.41606730551,17690.41596371263,22527.33243817749,29104.33217683098,36775.74853866292,47058.49813006312,67126.74733262249,131305.9114490381,5178198.210903538,2041873.418863233,787483.1353748955,313248.9042192725,992,j
CA,1974,.489780239239514,.0032,.1099,.1743,.0254,.0398,.0466,.0593,.0764,.4744,.0964,.1236,.1781,.3513,.0015,.0056,.021,.083,0,4854.666473759537,14321.24943092463,15458.58271906439,19133.24923971292,24789.99901493386,31564.66541239944,39754.58175362805,52825.66456756317,83252.49669184271,4074805.254748439,1055639.874719303,435306.0660358229,165804.8267448409,38241.3318137592,1213.666618439884,9709.332947519073,15224.24939504263,17828.49929155903,22662.91576612322,29218.74883895114,36866.41520172681,47248.66478917325,68088.99729438609,134351.4946613508,5607828.527164895,2126860.415486153,801548.8848159728,317406.4040540683,992,j
CA,1975,.5003733143090871,.0031,.1073,.1703,.0248,.0389,.0456,.0579,.0747,.4636,.0943,.1208,.1738,.3662,.0021,.0074,.0254,.0928,0,4670.333147750951,13777.49945253131,14886.24940847354,18429.33260101739,23885.6657175355,30423.33212441862,38321.33181058028,50884.99797801167,81235.66343865114,5574693.945148212,1281099.115760357,485097.5640572863,172347.5764848554,37661.66517012642,1167.583286937738,9340.666295501902,14646.08275135024,17155.49931830165,21813.74913319941,28133.41554874507,35505.83192245821,45493.91485890075,65448.99739929028,137911.244519899,7831787.68879269,2780451.472848109,955610.0453607985,349660.4027724094,992,j
CA,1976,.4943390713829,.0031,.1088,.1725,.0251,.0394,.0461,.0586,.0756,.4695,.0953,.1223,.1763,.358,.0018,.0064,.0225,.085,0,4848.583140667933,14303.24943163988,15442.49938637015,19107.66590739618,24748.41568325289,31503.91541481343,39684.33175641952,52781.58123598155,84294.91331708746,4939961.053703567,1153869.370816013,447501.4822178872,169725.6599223743,38580.74846693866,1212.083285169467,9697.082948005844,15205.33272912764,17800.83262599173,22620.332434482,29154.74884149426,36783.16520503488,47167.74812572192,68028.58063012018,138137.5778442387,6932010.057879978,2477663.401546494,866896.9655526065,328017.1536324349,992,j
CA,1977,.489628304755447,.0032,.1098,.1742,.0254,.0398,.0466,.0592,.0764,.4742,.0964,.1236,.1778,.3516,.0019,.0064,.0217,.0815,0,4906.916471683308,14475.49942479528,15624.58271246814,19337.33256493671,25054.58233775359,31907.99873208993,40207.66506895746,53445.49787626653,84762.41329851067,5051176.049284279,1109998.28922596,426467.8163870234,164494.8267968956,38667.08179684141,1226.749951253332,9813.916276696637,15388.33272185588,18019.08261731926,22904.24908986683,29532.66549314387,37276.0818521148,47799.74810060849,68755.74726789183,135954.4112643233,7198915.963940756,2458278.235650124,837758.9667104466,315139.3208108207,992,j
CA,1978,.491862643293256,.0032,.1092,.1733,.0252,.0395,.0464,.059,.0762,.4718,.0963,.1232,.1761,.3549,.0021,.0068,.0225,.0837,0,4949.166470004443,14600.16608650814,15772.7493732472,19544.91589002142,25363.66565880506,32349.4987145463,40769.24837997548,53987.58118805941,85086.99661894623,5674360.607854481,1170600.786817833,441520.7324555409,171614.4098473221,39254.83177348633,1237.333284166122,9898.416273338908,15519.83271663053,18195.91594362586,23162.33241294486,29913.24881135418,37791.33183164059,48381.58141082185,69115.41392026663,139333.3277967238,8200040.17415965,2682819.226727666,885072.464830377,328740.6536036856,992,j
CA,1979,.494907363253818,.0031,.1083,.1721,.025,.0392,.046,.0587,.076,.4688,.0961,.1228,.1738,.3591,.003,.0088,.0266,.0905,0,4958.166469646815,14626.66608545513,15817.41603813897,19628.41588670342,25520.08231925628,32609.74870420489,41116.74836616707,54219.41451218052,84600.24663828794,7900744.686052585,1402695.860928536,486111.0640170135,175561.1596904924,39644.91509131914,1239.583284076715,9916.416272623654,15546.83271555765,18254.0826079812,23275.66574177473,30117.91546988813,38100.08181937197,48701.2480647861,68920.99726132538,142376.5776757959,11740186.3668202,3507413.943961213,1054987.624745221,358944.7357368164,992,j
CA,1980,.502549112276387,.0031,.1067,.1694,.0246,.0386,.0453,.0577,.0746,.4612,.0942,.1205,.1718,.3694,.0032,.0098,.0294,.0966,0,4856.916473670129,14327.9994306564,15496.24938423432,19212.58256989382,24948.7490086257,31837.08206824124,40117.66507253374,53035.9978925386,84019.07999471476,8507809.661929987,1572577.020844731,522450.8959063314,180553.4094921181,39432.08176644304,1214.249951750038,9713.916280670281,15230.08272814417,17866.16595672895,22756.41576240787,29407.1654981308,37161.08185668448,47533.16477786823,67758.41397418897,145680.1608778567,12456705.75501494,3865449.17973417,1161091.037195717,380718.3182049452,992,j
CA,1981,.493156700848734,.0031,.1087,.1727,.0251,.0393,.0462,.059,.0764,.4705,.0967,.1235,.174,.3568,.0029,.0087,.0263,.0897,0,4983.249801983426,14700.49941585458,15901.74936812119,19748.33254860503,25701.24897872403,32871.74869379395,41452.08168617545,54535.74783294389,84342.32998186996,7713164.693506345,1389061.528136982,481508.9808665505,175550.4096909195,39732.49842117223,1245.833283828362,9966.416270636832,15624.66604579816,18359.83260377907,23431.41573558578,30349.74879400923,38416.33180680532,49058.41471726024,69116.33058689688,141755.4943671422,11424031.21271641,3443820.029821542,1043220.6252128,356220.9025117185,992,j
CA,1982,.490466036554121,.0032,.1094,.1739,.0253,.0396,.0465,.0593,.0768,.4735,.0972,.1242,.1754,.3526,.0033,.0099,.0288,.09,0,4735.249811838062,13968.99944492178,15102.66606654058,18746.49925508098,24381.9156978163,31166.16542823441,39300.74843832843,51785.74794221908,79881.33015913419,8338909.668641471,1469083.108290544,462170.8983016436,157619.5770700935,37492.41517685181,1183.833286292021,9470.499623676124,14847.58274334335,17437.74930708604,22241.6657828622,28790.2488559782,36429.74855241172,46553.99815011016,65763.33072013312,132205.6614132852,12304693.17772205,3709922.352580918,1078952.207126288,337368.3199275196,992,j
CA,1983,.498389101011343,.0031,.1065,.1695,.0246,.0385,.0453,.058,.0754,.4708,.0959,.1236,.1759,.3598,.003,.0094,.0292,.0933,0,4640.416482273066,13689.24945603805,14830.91607733896,18451.33260014319,24081.49904308712,30935.99877071374,39276.331772632,52187.9979262351,81190.41344044921,7753400.52524085,1493514.857319713,491735.647126846,164509.5767963095,37776.91516554679,1160.083287235761,9280.832964546133,14548.91608854463,17124.41598620345,21905.16579623351,28474.83220184506,36243.58189314266,46675.41481195216,66444.49735973265,135910.9945993818,11261705.96916664,3564553.358357363,1102688.122849774,352445.0693284233,992,j
CA,1984,.492732194972312,.0031,.1086,.1727,.0251,.0393,.0462,.059,.0765,.4726,.097,.1241,.175,.3547,.004,.0115,.0314,.0943,0,4917.749804586163,14507.33275686367,15695.91604296694,19501.16589175989,25398.24899076417,32523.91537428227,41092.91503378079,54189.74784669269,83088.83003167958,10542547.08107678,1674547.433459458,505374.3965848907,165997.6600705117,39226.33177461881,1229.416617814035,9835.499609172326,15419.08272063398,18125.4992797573,23145.74908027049,30008.74880755935,38044.49848824732,48693.33139843401,68639.9139391613,139121.577805138,15850705.95348281,4522097.986974621,1230903.201088297,369797.6519722269,992,j
CA,1985,.487617377899291,.0032,.111,.1763,.0256,.0402,.0472,.0601,.0776,.4717,.0977,.1239,.1725,.352,.0042,.0118,.0318,.0952,0,5183.083127376096,15290.08272575998,16514.16601045261,20476.41585300693,26584.08227697672,33877.24865383896,42485.74831176789,55405.74779837319,83951.663330727,11265688.71900838,1737665.347618043,523252.7292078029,171387.9098563224,40433.08172666688,1295.749948511519,10366.16625475219,16252.16602086355,19068.6659089459,24287.24903491135,31363.4154203964,39520.24842960628,50113.24800867826,69743.33056198212,142320.7443446812,17064259.15526054,4767444.727225417,1284245.282302006,384849.5680407841,992,j
CA,1986,.481441198468158,.0033,.1143,.1809,.0264,.0415,.0484,.0613,.0785,.4701,.0979,.1229,.1708,.3489,.0037,.0108,.0306,.094,0,5351.666454010529,15787.41603933106,16991.08265816831,20963.33250032527,27020.24892631168,34107.41531135963,42316.74831848335,54741.99782474824,83128.83003009012,10098776.26537732,1667346.017078949,523811.8125189201,170161.2432383991,40472.74839175733,1337.916613502632,10703.33290802106,16784.33266638382,19598.24922123548,24809.08234750889,31768.33207097312,39620.66509228275,49740.99802347014,69142.83058584385,141221.8277216816,15158618.23098391,4375321.159473675,1237483.200826831,380340.9015532758,992,j
