country,year,region,PIP: Bottom 50pc share – all observations,PIP: Gini – all observations,PIP: Ratio Top 10 Bottom 50 share – all observations,PIP: Top 10pc share – all observations,WID: Bottom 50pc share – pretax – all observations,WID: Gini – pretax – all observations,WID: Ratio Top 10 Bottom 50 share – pretax – all observations,WID: Top 10pc share – pretax – all observations,PIP: Bottom 50pc share – only matching observations,PIP: Gini – only matching observations,PIP: Ratio Top 10 Bottom 50 share – only matching observations,PIP: Top 10pc share – only matching observations,WID: Bottom 50pc share – pretax – only matching observations,WID: Gini – pretax – only matching observations,WID: Ratio Top 10 Bottom 50 share – pretax – only matching observations,WID: Top 10pc share – pretax – only matching observations
Australia,2015,W. Offshoots,,,,,16.16,49.2815894823785,203.46534653465343,32.879999999999995,,,,,16.16,49.2815894823785,203.46534653465343,32.879999999999995
Australia,2016,W. Offshoots,27.197987047279447,33.68581054524752,94.8904501263608,25.80829233447277,,,,,27.197987047279447,33.68581054524752,94.8904501263608,25.80829233447277,,,,
Austria,1994,W. Europe,28.85907143578338,31.32234231243466,85.20860887329306,24.5904133041809,,,,,,,,,,,,
Austria,2015,W. Europe,29.30664880435261,30.532775035077268,81.35578953114162,23.842655519899942,,,,,,,,,,,,
Bahrain,1995,MENA,,,,,10.72,65.0637410955198,506.4365671641792,54.290000000000006,,,,,,,,
Bahrain,2015,MENA,,,,,10.23,66.2817736568158,544.672531769306,55.720000000000006,,,,,,,,
Bangladesh,1991,S & SE Asia,31.43936213486431,27.5708056020332,74.07233359293798,23.28786920002852,18.86,49.2511561387563,204.34782608695653,38.54,31.43936213486431,27.5708056020332,74.07233359293798,23.28786920002852,18.86,49.2511561387563,204.34782608695653,38.54
Bangladesh,2016,S & SE Asia,28.590596498057632,32.38527251961526,93.85978423517716,26.835072184627016,17.09,52.983736602934094,248.03978935049736,42.39,28.590596498057632,32.38527251961526,93.85978423517716,26.835072184627016,17.09,52.983736602934094,248.03978935049736,42.39
Belarus,1993,EE & CA,35.26038599712139,21.60371933908537,55.03290223954226,19.40481375508106,25.16,38.858884696165,118.91891891891892,29.92,35.26038599712139,21.60371933908537,55.03290223954226,19.40481375508106,25.16,38.858884696165,118.91891891891892,29.92
Belarus,2015,EE & CA,32.46537653744625,25.63322626514249,65.3364581128023,21.21172714255211,22.78,42.2784828448364,140.9569798068481,32.11,32.46537653744625,25.63322626514249,65.3364581128023,21.21172714255211,22.78,42.2784828448364,140.9569798068481,32.11
Belgium,1992,W. Europe,32.78662935202096,24.95187729242224,61.41427457013218,20.1356705725417,,,,,32.78662935202096,24.95187729242224,61.41427457013218,20.1356705725417,,,,
Belgium,1993,W. Europe,,,,,20.880000000000003,44.2370695856958,153.73563218390805,32.1,,,,,20.880000000000003,44.2370695856958,153.73563218390805,32.1
Belgium,2015,W. Europe,31.21219958494308,27.729462531859877,71.21284760662633,22.22709612510157,20.96,43.8432164811568,151.86068702290075,31.83,31.21219958494308,27.729462531859877,71.21284760662633,22.22709612510157,20.96,43.8432164811568,151.86068702290075,31.83
Bolivia,1992,LAC,18.70321767826524,49.1100534350699,209.42986325468215,39.17012320781644,,,,,,,,,,,,
Bolivia,2015,LAC,19.23945064884741,46.739953061109176,180.870164460186,34.79842602980663,,,,,,,,,,,,
Bosnia and Herzegovina,1990,EE & CA,,,,,23.01,38.8557487956013,118.90482398956972,27.36,,,,,,,,
Bosnia and Herzegovina,2015,EE & CA,,,,,18.22,48.305522736948696,190.39517014270032,34.69,,,,,,,,
Botswana,1993,SS Africa,13.19922497623903,60.79065038065183,387.9020031175138,51.20005807881838,6.15,77.03258292948189,1128.130081300813,69.38,13.19922497623903,60.79065038065183,387.9020031175138,51.20005807881838,6.15,77.03258292948189,1128.130081300813,69.38
Botswana,2015,SS Africa,15.80897180147596,53.32502673276544,262.3575642522119,41.47603335167135,8.12,70.0338383995962,729.8029556650247,59.260000000000005,15.80897180147596,53.32502673276544,262.3575642522119,41.47603335167135,8.12,70.0338383995962,729.8029556650247,59.260000000000005
Brazil,1993,LAC,12.538354817198533,60.11882146405485,386.4498306544285,48.45445095791511,8.55,70.3332456573794,712.3976608187133,60.91,12.538354817198533,60.11882146405485,386.4498306544285,48.45445095791511,8.55,70.3332456573794,712.3976608187133,60.91
Brazil,2015,LAC,16.79245487619076,51.930828730557074,243.2934824543293,40.854948257856336,10.27,68.16610000264261,583.0574488802338,59.88,16.79245487619076,51.930828730557074,243.2934824543293,40.854948257856336,10.27,68.16610000264261,583.0574488802338,59.88
Bulgaria,1992,EE & CA,29.33353482517363,30.7143080005277,84.34838325380663,24.74236237622629,,,,,29.33353482517363,30.7143080005277,84.34838325380663,24.74236237622629,,,,
Bulgaria,1993,EE & CA,,,,,20.62,45.1977318720708,163.094083414161,33.629999999999995,,,,,20.62,45.1977318720708,163.094083414161,33.629999999999995
Bulgaria,2015,EE & CA,24.35273972688036,38.56734715099758,117.99986716626388,28.7362005290648,17.94,50.5358961376913,217.8372352285396,39.08,24.35273972688036,38.56734715099758,117.99986716626388,28.7362005290648,17.94,50.5358961376913,217.8372352285396,39.08
Burkina Faso,1994,SS Africa,19.69215921223993,48.07249341528258,200.42958813861736,39.46891360469329,10.09,67.3296604130876,574.3310208126859,57.95,19.69215921223993,48.07249341528258,200.42958813861736,39.46891360469329,10.09,67.3296604130876,574.3310208126859,57.95
Burkina Faso,2014,SS Africa,27.01372588706772,35.30122754546736,109.5787323675307,29.6012983922883,15.04,57.1421384770167,314.2287234042554,47.260000000000005,27.01372588706772,35.30122754546736,109.5787323675307,29.6012983922883,15.04,57.1421384770167,314.2287234042554,47.260000000000005
Burundi,1992,SS Africa,27.601637841576977,33.33381193765381,96.31588057552534,26.58476054038229,16.2,53.970936914898,264.8765432098765,42.91,27.601637841576977,33.33381193765381,96.31588057552534,26.58476054038229,16.2,53.970936914898,264.8765432098765,42.91
Burundi,2013,SS Africa,24.81735276525411,38.62481871355873,125.01144815153044,31.024532084718047,14.02,58.7368525268076,345.1497860199715,48.39,24.81735276525411,38.62481871355873,125.01144815153044,31.024532084718047,14.02,58.7368525268076,345.1497860199715,48.39
Cameroon,1996,SS Africa,21.616558773408546,44.44675814039884,167.24792250876715,36.15324546641242,11.51,64.1358965448635,471.8505647263249,54.31,21.616558773408546,44.44675814039884,167.24792250876715,36.15324546641242,11.51,64.1358965448635,471.8505647263249,54.31
Cameroon,2014,SS Africa,19.06033422617609,46.64087375714326,183.8538209082008,35.04315275269829,10.63,63.7699903516884,489.6519285042333,52.05,19.06033422617609,46.64087375714326,183.8538209082008,35.04315275269829,10.63,63.7699903516884,489.6519285042333,52.05
Canada,1993,W. Offshoots,,,,,17.68,49.4086155981357,206.6742081447964,36.54,,,,,17.68,49.4086155981357,206.6742081447964,36.54
Canada,1994,W. Offshoots,28.633325256196308,31.25573609717015,82.4821026081274,23.6173687179347,,,,,28.633325256196308,31.25573609717015,82.4821026081274,23.6173687179347,,,,
Canada,2015,W. Offshoots,27.136905627218887,33.74648246255682,93.85978502436816,25.47064128397331,16.41,52.9428707088247,251.3711151736746,41.25,27.136905627218887,33.74648246255682,93.85978502436816,25.47064128397331,16.41,52.9428707088247,251.3711151736746,41.25
Chile,1992,LAC,15.907015540034852,54.81448929154452,284.12535745898964,45.19586476418106,,,,,,,,,,,,
Chile,2015,LAC,21.62532190173588,44.37132767263289,166.7423548252175,36.05857097748791,,,,,,,,,,,,
China,1993,East Asia,27.22841485814154,33.87779950918823,97.77649915400164,26.622990823418817,18.49,47.7598500483417,183.3964305029746,33.910000000000004,27.22841485814154,33.87779950918823,97.77649915400164,26.622990823418817,18.49,47.7598500483417,183.3964305029746,33.910000000000004
China,2015,East Asia,24.04020050957742,38.59530243454563,122.34797464753262,29.41269842467379,14.36,55.54577243075581,290.11142061281333,41.66,24.04020050957742,38.59530243454563,122.34797464753262,29.41269842467379,14.36,55.54577243075581,290.11142061281333,41.66
Colombia,1992,LAC,17.1734810125129,51.45367251067533,235.5862324605932,40.45835689971448,,,,,17.1734810125129,51.45367251067533,235.5862324605932,40.45835689971448,,,,
Colombia,1993,LAC,,,,,7.049999999999999,70.5809471415982,824.6808510638299,58.14,,,,,7.049999999999999,70.5809471415982,824.6808510638299,58.14
Colombia,2015,LAC,17.277556258609067,50.99042092389902,231.18447482495495,39.94302769905151,9.75,65.3314617921479,538.2564102564103,52.48,17.277556258609067,50.99042092389902,231.18447482495495,39.94302769905151,9.75,65.3314617921479,538.2564102564103,52.48
Comoros,1995,SS Africa,,,,,7.729999999999999,73.9120060235301,866.235446313066,66.96,,,,,,,,
Comoros,2014,SS Africa,,,,,11.39,62.14410352745951,441.2642669007902,50.260000000000005,,,,,,,,
Costa Rica,1993,LAC,19.5190616099731,46.00316399243697,172.6858999195435,33.70666719703218,,,,,,,,,,,,
Costa Rica,2015,LAC,18.446037773675837,48.37614136964541,199.52325933710617,36.8041357845918,,,,,,,,,,,,
Cote d'Ivoire,1992,SS Africa,23.506415752825177,39.38576430802857,125.57106092977136,29.517255647385472,,,,,23.506415752825177,39.38576430802857,125.57106092977136,29.517255647385472,,,,
Cote d'Ivoire,1993,SS Africa,,,,,15.22,56.3906218366676,301.11695137976346,45.83,,,,,15.22,56.3906218366676,301.11695137976346,45.83
Cote d'Ivoire,2015,SS Africa,22.62006019884373,41.47479995612572,141.1642318050025,31.93143421352687,12.8,60.1206895444214,380.078125,48.65,22.62006019884373,41.47479995612572,141.1642318050025,31.93143421352687,12.8,60.1206895444214,380.078125,48.65
Cyprus,1990,EE & CA,,,,,18.19,49.3386681843919,204.34304562946676,37.17,,,,,,,,
Cyprus,2015,EE & CA,,,,,17.54,50.1510000784084,213.85404789053592,37.51,,,,,,,,
Czechia,1992,EE & CA,,,,,27.66,34.6841278288188,95.5531453362256,26.43,,,,,27.66,34.6841278288188,95.5531453362256,26.43
Czechia,1993,EE & CA,32.39373862299842,26.60479338599628,72.95185177804647,23.6318321856176,,,,,32.39373862299842,26.60479338599628,72.95185177804647,23.6318321856176,,,,
Czechia,2015,EE & CA,32.81889178994798,25.86743298006773,67.43029545456103,22.1298756988746,24.51,39.7588696059607,125.78539371685024,30.83,32.81889178994798,25.86743298006773,67.43029545456103,22.1298756988746,24.51,39.7588696059607,125.78539371685024,30.83
Denmark,1992,W. Europe,33.275770584036,24.69381040965999,61.66035097798718,20.517956932746408,,,,,33.275770584036,24.69381040965999,61.66035097798718,20.517956932746408,,,,
Denmark,1993,W. Europe,,,,,24.92,37.8675340699917,110.03210272873194,27.42,,,,,24.92,37.8675340699917,110.03210272873194,27.42
Denmark,2015,W. Europe,31.40348143910484,28.17744646029746,75.88703428187726,23.83117072539645,21.95,43.6015061531066,151.20728929384967,33.19,31.40348143910484,28.17744646029746,75.88703428187726,23.83117072539645,21.95,43.6015061531066,151.20728929384967,33.19
Dominican Republic,1992,LAC,17.90217336172354,51.359760900231336,234.3160181784128,41.9476597885871,,,,,,,,,,,,
Dominican Republic,2015,LAC,20.489358965002783,45.1816363982718,170.09742048435905,34.8518710732505,,,,,,,,,,,,
Ecuador,1994,LAC,16.370649904775462,53.36896198168978,259.4199358708594,42.4687294846114,,,,,,,,,,,,
Ecuador,2015,LAC,19.84012145023856,45.95429485500616,175.9217951555196,34.90309781629498,,,,,,,,,,,,
Egypt,1993,MENA,,,,,17.29,54.369285692513,265.99190283400816,45.99,,,,,17.29,54.369285692513,265.99190283400816,45.99
Egypt,1995,MENA,30.24476088416894,30.126960308117027,86.11097702721409,26.04405909690255,,,,,30.24476088416894,30.126960308117027,86.11097702721409,26.04405909690255,,,,
Egypt,2015,MENA,29.48698824267078,31.82335813028051,94.21916697837972,27.782394689257178,14.38,59.0559613423544,343.46314325452016,49.39,29.48698824267078,31.82335813028051,94.21916697837972,27.782394689257178,14.38,59.0559613423544,343.46314325452016,49.39
El Salvador,1991,LAC,15.4611207344827,53.951897986531314,267.67518742437625,41.38558390393567,,,,,,,,,,,,
El Salvador,2015,LAC,23.37506813351004,40.55194183774289,136.15634544026142,31.8266385147584,,,,,,,,,,,,
Estonia,1993,EE & CA,24.19004423003972,39.50344817150475,129.58106541646447,31.34571703799946,,,,,,,,,,,,
Estonia,2015,EE & CA,27.55081846410198,32.67032993155648,88.63079796072194,24.4185102494435,,,,,,,,,,,,
Eswatini,1994,SS Africa,12.83459235534022,60.454725802412746,385.92260793118817,49.53159353506589,6.45,75.75267090482501,1049.3023255813953,67.67999999999999,12.83459235534022,60.454725802412746,385.92260793118817,49.53159353506589,6.45,75.75267090482501,1049.3023255813953,67.67999999999999
Eswatini,2016,SS Africa,15.180524573024847,54.57979366950237,281.48796265922067,42.73134934159001,7.86,70.4675405304577,761.8320610687023,59.88,15.180524573024847,54.57979366950237,281.48796265922067,42.73134934159001,7.86,70.4675405304577,761.8320610687023,59.88
Ethiopia,1995,SS Africa,22.4422278573648,44.56451319731351,169.5370872240874,38.047899417569,11.36,66.5048207937105,513.3802816901409,58.32000000000001,22.4422278573648,44.56451319731351,169.5370872240874,38.047899417569,11.36,66.5048207937105,513.3802816901409,58.32000000000001
Ethiopia,2015,SS Africa,27.067618982756837,34.99312323123417,105.16163899735608,28.46475175982657,15.840000000000002,55.4313418098136,287.0580808080808,45.47,27.067618982756837,34.99312323123417,105.16163899735608,28.46475175982657,15.840000000000002,55.4313418098136,287.0580808080808,45.47
Finland,1991,W. Europe,34.26761614311476,22.87976170944787,57.26956390765813,19.62491432671208,,,,,34.26761614311476,22.87976170944787,57.26956390765813,19.62491432671208,,,,
Finland,1993,W. Europe,,,,,25.290000000000003,36.4458317196978,99.60458679319888,25.19,,,,,25.290000000000003,36.4458317196978,99.60458679319888,25.19
Finland,2015,W. Europe,31.669623350665773,27.10204232618409,70.73140998732755,22.40037113360183,21.37,44.2216778827469,154.09452503509593,32.93,31.669623350665773,27.10204232618409,70.73140998732755,22.40037113360183,21.37,44.2216778827469,154.09452503509593,32.93
France,1993,W. Europe,,,,,20.43,44.5267053560201,155.55555555555557,31.78,,,,,20.43,44.5267053560201,155.55555555555557,31.78
France,1994,W. Europe,28.26428905609465,32.33052487843946,90.58500515512684,25.60320769852329,,,,,28.26428905609465,32.33052487843946,90.58500515512684,25.60320769852329,,,,
France,2015,W. Europe,28.47481968233466,32.70433505694234,93.54365899248349,26.636388222367703,22.63,42.7882129742134,143.48210340256298,32.47,28.47481968233466,32.70433505694234,93.54365899248349,26.636388222367703,22.63,42.7882129742134,143.48210340256298,32.47
Gambia,1992,SS Africa,,,,,10.21,65.8471653711644,541.1361410381977,55.25,,,,,,,,
Gambia,2015,SS Africa,,,,,15.02,56.4250243550798,305.392809587217,45.87,,,,,,,,
Georgia,1996,EE & CA,24.951638447348607,37.13270728561471,111.93066436125972,27.928534683136807,,,,,,,,,,,,
Georgia,2015,EE & CA,25.3506246516806,36.50367556914279,109.62985405475251,27.79185280760555,,,,,,,,,,,,
Germany,1993,W. Europe,30.413521648980897,28.67558702454439,75.45791581161593,22.94940956123559,22.73,41.4887634820012,133.87593488781346,30.43,30.413521648980897,28.67558702454439,75.45791581161593,22.94940956123559,22.73,41.4887634820012,133.87593488781346,30.43
Germany,2015,W. Europe,28.734990712808138,31.583342392755497,86.40186657446233,24.82756833586463,18.24,49.7700894534446,209.265350877193,38.17,28.734990712808138,31.583342392755497,86.40186657446233,24.82756833586463,18.24,49.7700894534446,209.265350877193,38.17
Ghana,1991,SS Africa,24.536922744188388,38.43723080807567,122.81012094723437,30.133824498867217,14.08,57.93704624486949,334.1619318181818,47.05,24.536922744188388,38.43723080807567,122.81012094723437,30.133824498867217,14.08,57.93704624486949,334.1619318181818,47.05
Ghana,2016,SS Africa,20.98440556059171,43.52087898470239,153.5005084149698,32.21116922336747,12.21,60.783875394381305,400.5733005733005,48.91,20.98440556059171,43.52087898470239,153.5005084149698,32.21116922336747,12.21,60.783875394381305,400.5733005733005,48.91
Greece,1993,W. Europe,,,,,17.88,48.205368931373,189.31767337807608,33.85,,,,,17.88,48.205368931373,189.31767337807608,33.85
Greece,1995,W. Europe,24.96632235841574,36.97557243767344,109.43334547958528,27.32148180003204,,,,,24.96632235841574,36.97557243767344,109.43334547958528,27.32148180003204,,,,
Greece,2015,W. Europe,25.45226714448013,36.000259540200005,103.07220640381054,26.23421332560782,18.71,48.3464166177193,189.52431854623197,35.46,25.45226714448013,36.000259540200005,103.07220640381054,26.23421332560782,18.71,48.3464166177193,189.52431854623197,35.46
Guinea,1991,SS Africa,,,,,10.67,61.9251571126426,451.0777881911903,48.13,,,,,10.67,61.9251571126426,451.0777881911903,48.13
Guinea,1994,SS Africa,20.00776105807629,46.081609480444726,180.15663941904927,36.04530994522346,,,,,20.00776105807629,46.081609480444726,180.15663941904927,36.04530994522346,,,,
Guinea,2012,SS Africa,,,,,16.189999999999998,53.8078139206293,263.681284743669,42.69,,,,,16.189999999999998,53.8078139206293,263.681284743669,42.69
Guinea,2018,SS Africa,29.65630265200569,29.591953001009703,77.84298392662626,23.085350906632428,,,,,29.65630265200569,29.591953001009703,77.84298392662626,23.085350906632428,,,,
Guinea-Bissau,1993,SS Africa,21.51562245327806,43.61022630012482,159.86545775982194,34.396048324808,,,,,,,,,,,,
Guinea-Bissau,2018,SS Africa,26.726733063006265,34.76523039627381,103.267916865834,27.60014048045868,,,,,,,,,,,,
Honduras,1993,LAC,16.19600212128218,53.46744798691962,264.2704598685799,42.80124928623737,,,,,,,,,,,,
Honduras,2015,LAC,17.38981842012123,49.24989297389206,210.50792811339667,36.60694645887901,,,,,,,,,,,,
Hong Kong,1991,East Asia,,,,,16.36,55.151705364684304,277.99511002444984,45.48,,,,,,,,
Hong Kong,2016,East Asia,,,,,13.59,59.3197896413177,354.5253863134658,48.18,,,,,,,,
Hungary,1993,EE & CA,31.58484603376865,27.9409737556495,76.60198471489218,24.19461893100969,27.21,35.0155398936496,96.47188533627342,26.25,31.58484603376865,27.9409737556495,76.60198471489218,24.19461893100969,27.21,35.0155398936496,96.47188533627342,26.25
Hungary,2015,EE & CA,29.3858247464306,30.40823015152569,80.96036355476825,23.790870548277272,23.02,42.545103819765,142.83231972198087,32.879999999999995,29.3858247464306,30.40823015152569,80.96036355476825,23.790870548277272,23.02,42.545103819765,142.83231972198087,32.879999999999995
Iceland,1993,W. Europe,,,,,22.44,41.717359783566,134.0017825311943,30.070000000000004,,,,,,,,
Iceland,2015,W. Europe,,,,,23.85,39.9553922829352,124.19287211740044,29.62,,,,,,,,
India,1993,S & SE Asia,29.15792578684222,31.69618364184232,91.46137899094236,26.66824100980147,19.33,48.525721415492704,194.87842731505432,37.67,29.15792578684222,31.69618364184232,91.46137899094236,26.66824100980147,19.33,48.525721415492704,194.87842731505432,37.67
India,2013,S & SE Asia,,,,,13.39,62.7859110148449,420.2389843166542,56.27,,,,,13.39,62.7859110148449,420.2389843166542,56.27
India,2015,S & SE Asia,27.66262454824008,34.70643627374086,107.47095420132106,29.729286559122496,,,,,27.66262454824008,34.70643627374086,107.47095420132106,29.729286559122496,,,,
Indonesia,1993,S & SE Asia,28.260104565264086,33.16279879226096,98.54768834307951,27.84967977240484,13.900000000000002,58.0708150905338,332.8057553956834,46.26,28.260104565264086,33.16279879226096,98.54768834307951,27.84967977240484,13.900000000000002,58.0708150905338,332.8057553956834,46.26
Indonesia,2015,S & SE Asia,23.844218683921294,40.397369028082544,138.37170248306217,32.9936513367263,14.75,56.682099741597405,304.8813559322034,44.97,23.844218683921294,40.397369028082544,138.37170248306217,32.9936513367263,14.75,56.682099741597405,304.8813559322034,44.97
Iran,1994,MENA,21.68704000315376,42.99836950518908,153.5140106027409,33.292644889862125,12.78,62.4019520350515,418.5446009389672,53.49,21.68704000315376,42.99836950518908,153.5140106027409,33.292644889862125,12.78,62.4019520350515,418.5446009389672,53.49
Iran,2015,MENA,23.857167571812653,39.47100425317789,128.0963198389046,30.56015367729257,14.34,59.234097906777095,350.34867503486754,50.24,23.857167571812653,39.47100425317789,128.0963198389046,30.56015367729257,14.34,59.234097906777095,350.34867503486754,50.24
Ireland,1993,W. Europe,,,,,21.54,43.417020514881,150.1857010213556,32.35,,,,,21.54,43.417020514881,150.1857010213556,32.35
Ireland,1994,W. Europe,25.62598608076348,36.91420457725674,113.29440520800864,29.03280850888807,,,,,25.62598608076348,36.91420457725674,113.29440520800864,29.03280850888807,,,,
Ireland,2015,W. Europe,28.78568316490011,31.82153975328732,88.22901021843992,25.39732334100746,18.89,47.6744749360954,186.65960825833776,35.260000000000005,28.78568316490011,31.82153975328732,88.22901021843992,25.39732334100746,18.89,47.6744749360954,186.65960825833776,35.260000000000005
Israel,1992,MENA,25.82152845032133,35.50725442974516,104.06322788968411,26.87071599585751,13.239999999999998,59.5893851602362,364.5770392749245,48.27,25.82152845032133,35.50725442974516,104.06322788968411,26.87071599585751,13.239999999999998,59.5893851602362,364.5770392749245,48.27
Israel,2015,MENA,22.95497006367545,39.719529893849895,124.39261618445693,28.554287806564787,13.02,59.6626824018234,369.35483870967744,48.09,22.95497006367545,39.719529893849895,124.39261618445693,28.554287806564787,13.02,59.6626824018234,369.35483870967744,48.09
Italy,1993,W. Europe,25.857228214851176,35.53788793076098,101.22492953911988,26.17396104125253,18.25,47.1852749617447,176.43835616438358,32.2,25.857228214851176,35.53788793076098,101.22492953911988,26.17396104125253,18.25,47.1852749617447,176.43835616438358,32.2
Italy,2014,W. Europe,,,,,16.79,50.389499771042,212.92435973793923,35.75,,,,,16.79,50.389499771042,212.92435973793923,35.75
Italy,2015,W. Europe,25.921440908399248,35.39743647773671,99.38711445212604,25.76257214327098,,,,,25.921440908399248,35.39743647773671,99.38711445212604,25.76257214327098,,,,
Japan,1993,East Asia,,,,,19.15,47.8779939672879,190.8616187989556,36.55,,,,,,,,
Japan,2015,East Asia,,,,,16.73,53.767514424247096,264.91332934847577,44.32,,,,,,,,
Jordan,1992,MENA,,,,,11.64,63.3761064819133,452.4914089347079,52.67,,,,,,,,
Jordan,2013,MENA,,,,,14.31,58.5356444194183,337.9454926624738,48.36,,,,,,,,
Kazakhstan,1993,EE & CA,,,,,19.56,47.160324768360304,180.41922290388547,35.29,,,,,19.56,47.160324768360304,180.41922290388547,35.29
Kazakhstan,1996,EE & CA,25.7707495468213,35.37830814027071,102.015497969488,26.29015848065932,,,,,25.7707495468213,35.37830814027071,102.015497969488,26.29015848065932,,,,
Kazakhstan,2015,EE & CA,31.81581798034952,26.803667418358145,70.98998407597978,22.58604411789284,19.43,48.1576999837106,191.9711785898096,37.3,31.81581798034952,26.803667418358145,70.98998407597978,22.58604411789284,19.43,48.1576999837106,191.9711785898096,37.3
Kenya,1992,SS Africa,14.874927754651022,57.46096225002908,321.8137476205748,47.86956246309548,7.22,74.40921291025691,918.836565096953,66.34,14.874927754651022,57.46096225002908,321.8137476205748,47.86956246309548,7.22,74.40921291025691,918.836565096953,66.34
Kenya,2015,SS Africa,23.056274498205436,40.77577253361156,136.8889114205527,31.56148317472791,13.01,59.90400244530501,374.4811683320523,48.72,23.056274498205436,40.77577253361156,136.8889114205527,31.56148317472791,13.01,59.90400244530501,374.4811683320523,48.72
Laos,1992,S & SE Asia,27.30111979579284,34.30977523930045,102.85971285271712,28.08185342752882,14.27,57.398852112369504,320.11212333566925,45.68,27.30111979579284,34.30977523930045,102.85971285271712,28.08185342752882,14.27,57.398852112369504,320.11212333566925,45.68
Laos,2018,S & SE Asia,24.61463158214189,38.80243378589684,126.94506091611402,31.247059056227062,12.89,60.12709477007691,374.7090768037238,48.3,24.61463158214189,38.80243378589684,126.94506091611402,31.247059056227062,12.89,60.12709477007691,374.7090768037238,48.3
Latvia,1993,EE & CA,31.411666360018724,26.99313110390889,70.24544382611897,22.06526444777486,,,,,31.411666360018724,26.99313110390889,70.24544382611897,22.06526444777486,,,,
Latvia,1994,EE & CA,,,,,19.78,45.4155723941542,165.92517694641052,32.82,,,,,19.78,45.4155723941542,165.92517694641052,32.82
Latvia,2015,EE & CA,26.890894263127283,34.20443516233862,97.29205176664874,26.16270276699657,18.03,48.5863676635775,199.0016638935108,35.88,26.890894263127283,34.20443516233862,97.29205176664874,26.16270276699657,18.03,48.5863676635775,199.0016638935108,35.88
Lesotho,1993,SS Africa,,,,,5.3100000000000005,74.90345049883021,1204.1431261770244,63.94,,,,,5.3100000000000005,74.90345049883021,1204.1431261770244,63.94
Lesotho,1994,SS Africa,9.47111834683344,63.24036513133278,509.6937413589763,48.27369745051179,,,,,9.47111834683344,63.24036513133278,509.6937413589763,48.27369745051179,,,,
Lesotho,2017,SS Africa,19.7578494982357,44.87970137435177,166.5077001312691,32.89834079490976,11.28,61.8875486642834,438.918439716312,49.51,19.7578494982357,44.87970137435177,166.5077001312691,32.89834079490976,11.28,61.8875486642834,438.918439716312,49.51
Lithuania,1993,EE & CA,28.02761177922681,33.64113630171077,99.8635083236222,27.98935642206068,,,,,28.02761177922681,33.64113630171077,99.8635083236222,27.98935642206068,,,,
Lithuania,1994,EE & CA,,,,,17.57,49.2883963984321,204.61013090495163,35.95,,,,,17.57,49.2883963984321,204.61013090495163,35.95
