year,decile,avg,pop,share
2003,2.0,1.6499126,639097500.0,1.2700689
2003,3.0,2.1407478,638014660.0,1.6451118
2003,4.0,2.692341,639727900.0,2.0745535
2003,5.0,3.4318452,638276500.0,2.6383703
2003,6.0,4.54786,639763840.0,3.5045
2003,7.0,6.42419,638955800.0,4.9441137
2003,8.0,10.642002,638916740.0,8.189678
2003,9.0,24.510292,638949440.0,18.86315
2003,10.0,72.87998,638977600.0,56.090992
2004,1.0,1.0705734,646219200.0,0.8041574
2004,2.0,1.7290559,647880770.0,1.3021135
2004,3.0,2.240613,646984260.0,1.6850209
2004,4.0,2.8222566,647213000.0,2.123188
2004,5.0,3.6018398,647158140.0,2.70944
2004,6.0,4.7838283,647081660.0,3.598151
2004,7.0,6.7828217,647084000.0,5.1017103
2004,8.0,11.211103,647009000.0,8.431473
2004,9.0,25.169205,647186050.0,18.934044
2004,10.0,73.533875,647108350.0,55.310703
2005,1.0,1.1197251,654527200.0,0.81968474
2005,2.0,1.8095448,654971000.0,1.3255593
2005,3.0,2.34267,655362400.0,1.717119
2005,4.0,2.9548779,656208500.0,2.1686482
2005,5.0,3.773242,654334400.0,2.7613542
2005,6.0,5.018165,655644860.0,3.6797757
2005,7.0,7.127723,655514800.0,5.225659
2005,8.0,11.710983,655302140.0,8.583071
2005,9.0,25.696041,655563500.0,18.840338
2005,10.0,74.88165,655271600.0,54.878788
2006,1.0,1.1501975,662351940.0,0.8192542
2006,2.0,1.8536929,663471360.0,1.3225662
2006,3.0,2.4047492,663639400.0,1.7161665
2006,4.0,3.045964,663732400.0,2.1740787
2006,5.0,3.9164305,664344400.0,2.7979577
2006,6.0,5.251258,663521000.0,3.746929
2006,7.0,7.4999843,663507400.0,5.3513527
2006,8.0,12.305181,663404800.0,8.778576
2006,9.0,26.422134,663610600.0,18.855528
2006,10.0,76.29268,663527000.0,54.43759
2007,1.0,1.1903813,671753500.0,0.8203718
2007,2.0,1.9142207,670865200.0,1.3174738
2007,3.0,2.4907207,672647550.0,1.7188078
2007,4.0,3.1657772,671745900.0,2.1817255
2007,5.0,4.0922537,671752700.0,2.820244
2007,6.0,5.5143356,671770000.0,3.8003929
2007,7.0,7.907992,671756500.0,5.449953
2007,8.0,12.917993,671668540.0,8.901531
2007,9.0,27.44675,671817700.0,18.91721
2007,10.0,78.45609,671789800.0,54.072296
2008,1.0,1.2182362,679175000.0,0.8297316
2008,2.0,1.956376,681104830.0,1.3362592
2008,3.0,2.5540936,680006500.0,1.741704
2008,4.0,3.2566204,680275140.0,2.2216527
2008,5.0,4.2282634,680038140.0,2.8834984
2008,6.0,5.725788,680209700.0,3.9057329
2008,7.0,8.255819,680088000.0,5.6305356
2008,8.0,13.471988,680239000.0,9.190044
2008,9.0,27.756475,680159400.0,18.932129
2008,10.0,78.18709,680145150.0,53.328712
2009,1.0,1.2441168,688367600.0,0.84087104
2009,2.0,2.0034175,688762940.0,1.3548433
2009,3.0,2.6227326,687479100.0,1.770359
2009,4.0,3.3580108,689468700.0,2.2732356
2009,5.0,4.377401,688221900.0,2.9579623
2009,6.0,5.9294305,688199230.0,4.006591
2009,7.0,8.515674,689444030.0,5.764556
2009,8.0,13.751055,688574140.0,9.296823
2009,9.0,28.045938,688566300.0,18.9611
2009,10.0,78.057625,688579500.0,52.77366
2010,1.0,1.3081254,696376060.0,0.8637567
2010,2.0,2.104233,696437100.0,1.3895494
2010,3.0,2.7570074,697357440.0,1.8230207
2010,4.0,3.5383072,697051200.0,2.3386135
2010,5.0,4.6307054,697726460.0,3.0635898
2010,6.0,6.280413,696770700.0,4.149314
2010,7.0,8.996159,696088500.0,5.9377213
2010,8.0,14.371648,697084300.0,9.499267
2010,9.0,28.60901,698071100.0,18.936544
2010,10.0,78.6768,697022660.0,51.998623
2011,1.0,1.3740916,704874240.0,0.8944136
2011,2.0,2.225002,704920200.0,1.4483764
2011,3.0,2.9236667,706417860.0,1.9072189
2011,4.0,3.7505395,704715900.0,2.440725
2011,5.0,4.8895245,706092160.0,3.1881523
2011,6.0,6.6029067,704564300.0,4.2960258
2011,7.0,9.382705,706219650.0,6.118978
2011,8.0,14.771656,705421900.0,9.622528
2011,9.0,28.632086,705400900.0,18.650911
2011,10.0,78.955414,705417300.0,51.43267
2012,1.0,1.4185573,714103550.0,0.91201663
2012,2.0,2.2991843,714050800.0,1.4780787
2012,3.0,3.0293667,714195460.0,1.9478863
2012,4.0,3.8964517,714085060.0,2.5050356
2012,5.0,5.092685,714207040.0,3.2746553
2012,6.0,6.89301,713502700.0,4.427914
2012,7.0,9.782375,714819600.0,6.295575
2012,8.0,15.24125,714128830.0,9.799227
2012,9.0,28.887093,714130500.0,18.572744
2012,10.0,78.98772,714162750.0,50.78687
2013,1.0,1.4815252,722922500.0,0.93697643
2013,2.0,2.4152858,722532740.0,1.526701
2013,3.0,3.1785188,722385340.0,2.0087304
2013,4.0,4.112059,723856700.0,2.6039932
2013,5.0,5.3925977,722902340.0,3.4104018
2013,6.0,7.282511,722891140.0,4.605555
2013,7.0,10.264258,723018560.0,6.492395
2013,8.0,15.819171,722932030.0,10.004816
2013,9.0,29.247578,722900000.0,18.496777
2013,10.0,78.91799,722961860.0,49.913654
2014,1.0,1.4973423,730534600.0,0.93367314
2014,2.0,2.4603436,732863550.0,1.539047
2014,3.0,3.2446969,731528800.0,2.025996
2014,4.0,4.215242,731872500.0,2.6332428
2014,5.0,5.5687795,731000060.0,3.474645
2014,6.0,7.5437317,732412800.0,4.716015
2014,7.0,10.600577,731518900.0,6.618934
2014,8.0,16.190588,731879800.0,10.114289
2014,9.0,29.498186,731678200.0,18.422493
2014,10.0,79.286446,731751000.0,49.521664
2015,1.0,1.5085672,740190700.0,0.92285424
2015,2.0,2.5121415,740527740.0,1.5374827
2015,3.0,3.3273368,739889500.0,2.0346441
2015,4.0,4.3302917,740882240.0,2.6514971
2015,5.0,5.7468886,740421950.0,3.5167127
2015,6.0,7.805487,740397600.0,4.7762804
2015,7.0,10.930948,739096300.0,6.677036
2015,8.0,16.552675,741566600.0,10.1447935
2015,9.0,29.984453,740071550.0,18.339804
2015,10.0,80.68409,740806000.0,49.398895
2016,1.0,1.5093206,748994500.0,0.90199995
2016,2.0,2.5477831,747799200.0,1.5201758
2016,3.0,3.393178,748983400.0,2.0278006
2016,4.0,4.4325104,750301000.0,2.6535769
2016,5.0,5.9059067,749121340.0,3.5300846
2016,6.0,8.032464,748200900.0,4.795274
2016,7.0,11.234349,749872830.0,6.721743
2016,8.0,16.990654,748574700.0,10.148261
2016,9.0,30.664251,749464770.0,18.33707
2016,10.0,82.58908,749102800.0,49.364014
2017,1.0,1.5486583,757347840.0,0.90633667
2017,2.0,2.648682,756923800.0,1.5492467
2017,3.0,3.5234458,757441200.0,2.0623155
2017,4.0,4.602204,758856200.0,2.6987576
2017,5.0,6.135853,757634560.0,3.5923057
2017,6.0,8.327933,757573600.0,4.8752923
2017,7.0,11.639394,757666370.0,6.8147035
2017,8.0,17.535189,757604160.0,10.265766
2017,9.0,31.246078,757748700.0,18.296131
2017,10.0,83.58948,757645700.0,48.93914
2018,1.0,1.5815481,765170100.0,0.9046028
2018,2.0,2.7677355,766672100.0,1.5861776
2018,3.0,3.701259,766249000.0,2.1200054
2018,4.0,4.823117,766044350.0,2.7618446
2018,5.0,6.4054036,766021950.0,3.6677969
2018,6.0,8.654234,766021600.0,4.955497
2018,7.0,11.999533,764794940.0,6.860044
2018,8.0,17.925325,766021700.0,10.264214
2018,9.0,31.81085,767303000.0,18.245665
2018,10.0,84.92863,766072260.0,48.634155
2019,1.0,1.5641936,773935360.0,0.871959
2019,2.0,2.8115914,774256100.0,1.56797
2019,3.0,3.8415043,774333000.0,2.142545
2019,4.0,5.0243754,774017540.0,2.8011334
2019,5.0,6.6218095,774291140.0,3.6930215
2019,6.0,8.875931,774177000.0,4.9494286
2019,7.0,12.261721,773991100.0,6.8357835
2019,8.0,18.31846,774418050.0,10.217985
2019,9.0,32.515217,774128260.0,18.13011
2019,10.0,87.49077,774227000.0,48.790066
2020,1.0,1.4974186,781740700.0,0.842356
2020,2.0,2.7143059,782239170.0,1.527876
2020,3.0,3.7546532,781517500.0,2.111535
2020,4.0,4.9136343,782026300.0,2.7651198
2020,5.0,6.4634004,782535900.0,3.639612
2020,6.0,8.6307955,781532600.0,4.8538647
2020,7.0,11.867235,781574200.0,6.674359
2020,8.0,17.755112,782990660.0,10.003909
2020,9.0,32.23279,781927100.0,18.13652
2020,10.0,87.85309,782121400.0,49.44484
2021,1.0,1.5140767,788822500.0,0.8231992
2021,2.0,2.7488728,787467700.0,1.4919873
2021,3.0,3.8280559,789517800.0,2.0831375
2021,4.0,5.07051,789344260.0,2.7586453
2021,5.0,6.748981,789000100.0,3.670228
2021,6.0,9.126619,788510400.0,4.9601536
2021,7.0,12.698447,789146240.0,6.906943
2021,8.0,19.136835,788799800.0,10.404344
2021,9.0,33.98751,788845000.0,18.479439
2021,10.0,89.05717,788851800.0,48.421925
2022,1.0,1.5460505,795091400.0,0.83002114
2022,2.0,2.83243,794736800.0,1.5199556
2022,3.0,3.9413664,795429600.0,2.1168838
2022,4.0,5.195022,794483600.0,2.786896
2022,5.0,6.8859615,795723460.0,3.699774
2022,6.0,9.274047,793725000.0,4.970359
2022,7.0,12.891932,796466000.0,6.933199
2022,8.0,19.373615,794858560.0,10.39798
2022,9.0,34.318195,795297860.0,18.429039
2022,10.0,89.99138,795134500.0,48.315887
2023,1.0,1.5569569,801497000.0,0.8245337
2023,2.0,2.8704686,802767500.0,1.5225532
2023,3.0,4.00561,802096700.0,2.1228793
2023,4.0,5.286486,802141500.0,2.80187
2023,5.0,7.0093465,800834240.0,3.7089422
2023,6.0,9.452402,803461250.0,5.018073
2023,7.0,13.161226,802115700.0,6.975306
2023,8.0,19.730576,802089800.0,10.456652
2023,9.0,34.74039,802226400.0,18.41457
2023,10.0,90.85616,802146400.0,48.154617
2024,1.0,1.573033,808243650.0,0.8236886
2024,2.0,2.91927,809517500.0,1.5310291
2024,3.0,4.0826683,810256700.0,2.1431355
2024,4.0,5.3913207,810163500.0,2.8297677
2024,5.0,7.1479263,809352260.0,3.7480087
2024,6.0,9.638333,809627000.0,5.055567
2024,7.0,13.418963,808807360.0,7.031484
2024,8.0,20.091969,810384260.0,10.548637
2024,9.0,35.23199,809551200.0,18.478403
2024,10.0,91.15786,809551000.0,47.810276
