Entity,Year,‘cost of basic needs’ approach - share of population below poverty line,$1.90 - share of population below poverty line,$5 - share of population below poverty line,$10 - share of population below poverty line,$30 - share of population below poverty line,‘cost of basic needs’ approach - share of population above poverty line,$1.90 - share of population above poverty line,$5 - share of population above poverty line,$10 - share of population above poverty line,$30 - share of population above poverty line,$1.90-$5 - share of population between poverty lines,$5-$10 - share of population between poverty lines,$10-$30 - share of population between poverty lines
World,1997,28.965379304734,28.690575528407603,64.45955836595189,76.88890750209481,89.260325105503,71.034620695266,71.3094244715924,35.54044163404811,23.11109249790519,10.739674894497,35.768982837544286,12.429349136142918,12.37141760340819
East Asia,1998,39.2090708912138,36.1233571065632,77.1929088645684,86.3386063410641,93.6109985991656,60.7909291087862,63.8766428934368,22.807091135431605,13.661393658935907,6.3890014008344025,41.0695517580052,9.145697476495698,7.272392258101505
Eastern Europe and former USSR,1998,10.9575140464723,2.84915685513334,35.5097588700882,69.6373028812329,97.28746601134381,89.0424859535277,97.15084314486666,64.4902411299118,30.3626971187671,2.7125339886561903,32.66060201495486,34.1275440111447,27.65016313011091
Latin America and Caribbean,1998,15.1044460928181,13.224895583212001,42.7110629917281,69.7894915595598,93.3103840552224,84.8955539071819,86.775104416788,57.2889370082719,30.210508440440194,6.6896159447776,29.486167408516096,27.078428567831708,23.520892495662594
Middle East and North Africa,1998,3.57863939744021,6.27387786790759,46.886851796622594,78.514031812007,97.32980239507,96.42136060255979,93.72612213209241,53.113148203377406,21.485968187992995,2.670197604929996,40.61297392871501,31.62718001538441,18.815770583063
South and South-East Asia,1998,45.723634931648,40.350514911628196,88.3577827019534,96.735193156045,99.64769503068361,54.276365068352,59.649485088371804,11.642217298046603,3.264806843955,0.35230496931639266,48.0072677903252,8.377410454091603,2.9125018746386075
Sub-Saharan Africa,1998,54.20857861920611,62.359302441478704,90.6931807510836,96.95492951693309,99.5753336136355,45.79142138079389,37.640697558521296,9.306819248916398,3.045070483066908,0.4246663863645068,28.3338783096049,6.2617487658494895,2.6204040967024014
Western Europe,1998,0.09222884038881,0.0008857646074137209,1.14279858294737,4.1992107359047,43.474318825698596,99.90777115961119,99.99911423539258,98.85720141705264,95.8007892640953,56.525681174301404,1.1419128183399563,3.05641215295733,39.275108089793896
Western Offshoots,1998,0.98827742409379,0.72418745726342,1.20491343079978,3.1681094824564595,28.449767838616,99.0117225759062,99.27581254273657,98.79508656920022,96.83189051754354,71.550232161384,0.48072597353635993,1.9631960516566795,25.281658356159543
World,1998,31.5909952107662,29.4081330473129,64.3576740524286,76.8437612652257,89.1835714717923,68.4090047892338,70.5918669526871,35.64232594757139,23.156238734774305,10.816428528207695,34.949541005115705,12.486087212797088,12.33981020656661
East Asia,1999,37.3830610270375,35.312487254104205,75.7745149883329,85.9982391046261,93.4692302465032,62.6169389729625,64.68751274589579,24.225485011667104,14.001760895373906,6.530769753496799,40.46202773422869,10.223724116293198,7.470991141877107
Eastern Europe and former USSR,1999,14.7654225221225,4.43743158170797,43.600473055594705,75.5242257910583,98.3634227998047,85.2345774778775,95.56256841829203,56.399526944405295,24.4757742089417,1.6365772001953047,39.163041473886736,31.923752735463594,22.839197008746396
Latin America and Caribbean,1999,14.317598140139001,12.9775645813335,42.3790290316809,70.0989348161869,93.4689232157476,85.682401859861,87.0224354186665,57.6209709683191,29.901065183813103,6.531076784252406,29.4014644503474,27.719905784505997,23.369988399560697
Middle East and North Africa,1999,2.63491294940635,5.87265059015297,45.5402093251463,77.9961864249928,97.25021643365281,97.36508705059364,94.12734940984703,54.4597906748537,22.0038135750072,2.7497835663471903,39.66755873499333,32.4559770998465,19.25403000866001
South and South-East Asia,1999,38.2455438540801,36.631433582859,87.87650890431739,96.7815041508493,99.6562466145584,61.7544561459199,63.368566417141,12.12349109568261,3.218495849150699,0.3437533854416017,51.24507532145839,8.90499524653191,2.8747424637090973
Sub-Saharan Africa,1999,48.1310159780368,57.0195338200806,89.930220291779,96.8139870747856,99.5710481086602,51.8689840219632,42.9804661799194,10.069779708221006,3.186012925214399,0.42895189133980693,32.91068647169839,6.883766783006607,2.7570610338745922
Western Europe,1999,0.07877117680801,0.00042229837811829003,0.9921451125344399,3.6450212073230395,41.8092470118135,99.921228823192,99.99957770162189,99.00785488746556,96.35497879267696,58.1907529881865,0.9917228141563217,2.6528760947885996,38.16422580449046
Western Offshoots,1999,0.99909373808572,0.71316953876927,0.99551673415912,2.94813380262752,27.9014855976197,99.00090626191428,99.28683046123074,99.00448326584088,97.05186619737248,72.0985144023803,0.28234719538985,1.9526170684683999,24.95335179499218
World,1999,28.3880440255832,27.668763808222103,64.3280169507209,77.21619543756701,89.1406614679603,71.6119559744168,72.33123619177789,35.671983049279106,22.78380456243299,10.8593385320397,36.65925314249879,12.888178486846115,11.92446603039329
East Asia,2000,29.351293463441902,31.5355339044193,72.6928477097656,85.27434745756591,93.0923260437558,70.6487065365581,68.4644660955807,27.3071522902344,14.72565254243409,6.907673956244196,41.157313805346305,12.581499747800308,7.817978586189895
Eastern Europe and former USSR,2000,13.248542424107502,3.96862709627763,41.2989179068565,73.7507463770716,98.13102111333521,86.7514575758925,96.03137290372237,58.7010820931435,26.249253622928407,1.8689788866647916,37.33029081057887,32.45182847021509,24.380274736263615
Latin America and Caribbean,2000,12.361374241671399,10.9779495404456,39.2102156012032,67.1319192124717,92.6121340745034,87.6386257583286,89.0220504595544,60.7897843987968,32.8680807875283,7.387865925496598,28.232266060757603,27.921703611268498,25.4802148620317
Middle East and North Africa,2000,2.52665380990355,6.09500008227563,46.027383075650604,77.749493074503,97.13043851173589,97.47334619009645,93.90499991772437,53.972616924349396,22.250506925497007,2.869561488264111,39.93238299337497,31.72210999885239,19.380945437232896
South and South-East Asia,2000,35.1525914339702,35.5768755649379,87.6993493142746,96.708495749255,99.6681702443721,64.8474085660298,64.4231244350621,12.300650685725401,3.2915042507450067,0.3318297556278935,52.1224737493367,9.009146434980394,2.9596744951171132
Sub-Saharan Africa,2000,49.9140695776371,59.8711337883031,90.2975969703267,96.9252746909299,99.5882794729478,50.0859304223629,40.1288662116969,9.702403029673306,3.0747253090701037,0.4117205270521964,30.426463182023596,6.627677720603202,2.6630047820179072
Western Europe,2000,0.07772364804278001,0.000522636535608119,0.88598740728606,3.1188425080366198,39.6226957632278,99.92227635195722,99.9994773634644,99.11401259271393,96.88115749196338,60.3773042367722,0.8854647707504518,2.2328551007505597,36.50385325519118
Western Offshoots,2000,0.98654611206641,0.70218400321606,1.20708699417978,2.94599908656737,26.9425558887143,99.0134538879336,99.29781599678394,98.79291300582022,97.05400091343263,73.0574441112857,0.5049029909637199,1.7389120923875903,23.99655680214693
World,2000,25.3321255318036,26.5349085192027,63.2492704169721,76.687813955346,88.79992087062139,74.6678744681964,73.4650914807973,36.7507295830279,23.312186044654,11.200079129378608,36.71436189776941,13.4385435383739,12.11210691527539
East Asia,2001,26.1762243850863,29.9837918744503,70.6192217011568,84.7672759859929,92.8867119743416,73.8237756149137,70.0162081255497,29.380778298843197,15.232724014007104,7.113288025658406,40.6354298267065,14.148054284836093,8.119435988348698
Eastern Europe and former USSR,2001,8.50126192742117,2.70969035369909,36.1857873526661,70.47944875416509,97.7527793723726,91.49873807257883,97.29030964630091,63.8142126473339,29.52055124583491,2.2472206276273994,33.47609699896701,34.293661401498994,27.27333061820751
Latin America and Caribbean,2001,13.454331564334199,11.699459394375001,40.1206276712735,67.99454115029489,92.9556551786264,86.5456684356658,88.300540605625,59.8793723287265,32.00545884970511,7.044344821373599,28.421168276898502,27.87391347902139,24.961114028331508
Middle East and North Africa,2001,2.6313755767797797,5.3665821179996405,44.8793917984569,77.138032394635,96.9284014033697,97.36862442322023,94.63341788200036,55.1206082015431,22.861967605364995,3.071598596630295,39.51280968045726,32.258640596178104,19.7903690087347
South and South-East Asia,2001,32.3668038146523,34.5556646864246,87.1527757073714,96.5054635841468,99.63581306136659,67.6331961853477,65.44433531357541,12.847224292628596,3.4945364158532044,0.36418693863340934,52.597111020946805,9.352687876775391,3.130349477219795
Sub-Saharan Africa,2001,46.1804610305868,55.181450576575095,89.4200737069185,96.7546078977979,99.5493479312658,53.8195389694132,44.818549423424905,10.579926293081499,3.2453921022021035,0.4506520687342004,34.238623130343406,7.3345341908793955,2.794740033467903
Western Europe,2001,0.08523525692008,0.000647222906106992,0.84586707141916,2.70923550486463,37.8429972715282,99.91476474307991,99.99935277709389,99.15413292858084,97.29076449513536,62.1570027284718,0.845219848513053,1.86336843344547,35.13376176666357
Western Offshoots,2001,1.03923125406853,0.75477841449641,1.41432735398228,3.14975219806243,27.263159145152997,98.96076874593147,99.24522158550359,98.58567264601771,96.85024780193757,72.736840854847,0.65954893948587,1.7354248440801499,24.113406947090567
World,2001,23.1965882567809,25.397950242506003,62.268961400017695,76.38329685627289,88.6797192124035,76.8034117432191,74.602049757494,37.731038599982305,23.616703143727108,11.320280787596502,36.87101115751169,14.114335456255198,12.296422356130606
East Asia,2002,24.3590340407909,27.8257040622154,67.84769250428239,83.8985801794781,92.6683806321966,75.6409659592091,72.17429593778459,32.15230749571761,16.101419820521897,7.331619367803398,40.02198844206699,16.05088767519571,8.7698004527185
Eastern Europe and former USSR,2002,6.0705252448317895,1.92716431485026,31.2925822460758,67.2229625007612,97.2432401008165,93.92947475516821,98.07283568514974,68.7074177539242,32.7770374992388,2.756759899183507,29.36541793122554,35.9303802546854,30.020277600055294
Latin America and Caribbean,2002,13.2361926095213,11.3050686854199,40.1494835476847,68.3953788400044,93.1734125708749,86.7638073904787,88.6949313145801,59.8505164523153,31.604621159995602,6.826587429125098,28.844414862264802,28.245895292319695,24.778033730870504
Middle East and North Africa,2002,2.5563049081260303,5.18913806434682,44.0898465878291,76.46729702379021,96.75213324359359,97.44369509187396,94.81086193565318,55.9101534121709,23.53270297620979,3.2478667564064096,38.90070852348228,32.37745043596111,20.28483621980338
South and South-East Asia,2002,31.4303649405003,33.279943456252596,86.0445261885082,96.1789677010334,99.60952558180159,68.5696350594997,66.7200565437474,13.9554738114918,3.8210322989665997,0.39047441819840856,52.764582732255604,10.1344415125252,3.430557880768191
Sub-Saharan Africa,2002,40.5889483727455,49.8869991743052,87.8735244642565,96.4033643289684,99.4924525652229,59.4110516272545,50.1130008256948,12.126475535743495,3.5966356710316063,0.507547434777095,37.9865252899513,8.529839864711889,3.0890882362545113
Western Europe,2002,0.08011068788016,0.000884106294836819,0.8741743706513699,3.02690411569752,37.9142192879576,99.91988931211984,99.99911589370517,99.12582562934863,96.97309588430248,62.0857807120424,0.8732902643565331,2.15272974504615,34.88731517226008
Western Offshoots,2002,1.09992303995059,0.81457394780531,1.20064612656915,3.13047598547533,27.0970595913674,98.9000769600494,99.18542605219469,98.79935387343085,96.86952401452467,72.9029404086326,0.3860721787638399,1.92982985890618,23.966583605892072
World,2002,21.799368175697,23.9212905673383,60.820714497122296,75.9278626220062,88.6351621937438,78.200631824303,76.0787094326617,39.179285502877704,24.072137377993798,11.364837806256205,36.89942392978399,15.107148124883906,12.707299571737593
East Asia,2003,22.3154734175245,24.5303287082023,65.71318058632781,83.166945186088,92.60696082439979,77.6845265824755,75.4696712917977,34.28681941367219,16.833054813912,7.393039175600208,41.182851878125504,17.45376459976019,9.440015638311792
Eastern Europe and former USSR,2003,6.803274267611919,1.43515263875082,28.9679175837988,64.09914288798,95.7886039079493,93.19672573238807,98.56484736124918,71.0320824162012,35.900857112020006,4.211396092050705,27.53276494504798,35.13122530418119,31.6894610199693
Latin America and Caribbean,2003,13.3533014302911,10.8960911529872,39.1318101385321,67.47302058088171,93.1193599790719,86.6466985697089,89.1039088470128,60.8681898614679,32.52697941911829,6.880640020928098,28.235718985544903,28.341210442349606,25.646339398190193
Middle East and North Africa,2003,2.95717318958804,5.68249221876714,43.8345291365812,75.9171303573575,96.45055525084089,97.04282681041197,94.31750778123286,56.1654708634188,24.082869642642507,3.5494447491591075,38.152036917814065,32.08260122077629,20.5334248934834
South and South-East Asia,2003,31.5127739229936,33.097425317813304,85.5443767619393,95.99605617959651,99.5870659028714,68.4872260770064,66.9025746821867,14.455623238060696,4.003943820403492,0.4129340971285984,52.446951444126,10.451679417657203,3.591009723274894
Sub-Saharan Africa,2003,41.6522713183914,51.19354662978181,88.45512931224731,96.486014376572,99.4632056806322,58.3477286816086,48.80645337021819,11.544870687752692,3.513985623427999,0.5367943193678002,37.2615826824655,8.030885064324693,2.9771913040601987
Western Europe,2003,0.56336484776656,0.30368139655357,0.8493692465320999,2.69068365142679,35.9882846601146,99.43663515223344,99.69631860344643,99.1506307534679,97.3093163485732,64.0117153398854,0.5456878499785298,1.84131440489469,33.29760100868781
Western Offshoots,2003,1.16064929380212,0.8743968749534801,1.41172241341656,3.34752277273736,26.7211539614654,98.83935070619788,99.12560312504652,98.58827758658344,96.65247722726264,73.2788460385346,0.53732553846308,1.9358003593208,23.37363118872804
World,2003,21.5926051008047,23.2372746225396,60.076704338723395,75.4706930298979,88.39551556155631,78.4073948991953,76.7627253774604,39.923295661276605,24.5293069701021,11.604484438443691,36.839429716183794,15.393988691174506,12.924822531658407
East Asia,2004,27.2105424977598,20.6192446703129,62.744282166870505,82.0722733043182,92.6360617187852,72.7894575022402,79.3807553296871,37.255717833129495,17.927726695681798,7.3639382812148,42.12503749655761,19.327991137447697,10.563788414466998
Eastern Europe and former USSR,2004,5.72846718371778,1.11508934274146,25.5552926940795,60.5166477778173,95.1584627813993,94.27153281628222,98.88491065725854,74.4447073059205,39.4833522221827,4.841537218600706,24.44020335133804,34.9613550837378,34.641815003581996
Latin America and Caribbean,2004,12.3033230793128,9.82864146545283,36.929053633621,65.90221632938909,92.8618540227418,87.6966769206872,90.17135853454717,63.070946366379,34.09778367061091,7.138145977258205,27.100412168168173,28.97316269576809,26.959637693352704
Middle East and North Africa,2004,2.02996710131718,4.89790017973912,42.1986236055234,73.13794851610311,96.08888688312621,97.97003289868282,95.10209982026088,57.8013763944766,26.86205148389689,3.9111131168737927,37.300723425784284,30.939324910579707,22.9509383670231
South and South-East Asia,2004,29.5297337317833,30.5611761306017,84.3454692005396,95.59322036332209,99.52999813686189,70.4702662682167,69.4388238693983,15.654530799460403,4.406779636677911,0.47000186313810843,53.784293069937895,11.247751162782492,3.936777773539802
Sub-Saharan Africa,2004,44.3829339012739,50.5752134129944,88.2633635466518,96.3924317909956,99.3808871026128,55.6170660987261,49.4247865870056,11.736636453348197,3.6075682090043983,0.6191128973871969,37.6881501336574,8.129068244343799,2.9884553116172015
Western Europe,2004,0.7147082470468,0.32308656936736,0.8048543603565401,2.63546989898177,35.132720953155896,99.2852917529532,99.67691343063264,99.19514563964346,97.36453010101823,64.8672790468441,0.4817677909891801,1.8306155386252299,32.49725105417413
Western Offshoots,2004,1.18426666505128,0.9105816661247,1.37702469336849,3.27224629837179,25.6730502939525,98.81573333494872,99.0894183338753,98.62297530663152,96.72775370162822,74.3269497060475,0.46644302724378994,1.8952216050033,22.40080399558071
World,2004,22.3122151718682,21.3014303741995,58.5142969829484,74.5795299988801,88.20708962616341,77.6877848281318,78.6985696258005,41.4857030170516,25.420470001119895,11.792910373836591,37.2128666087489,16.065233015931703,13.627559627283304
East Asia,2005,20.965505750333698,16.29084751125,58.3263534622096,80.1803754375733,92.3922488265596,79.0344942496663,83.70915248875,41.6736465377904,19.819624562426696,7.6077511734404055,42.0355059509596,21.8540219753637,12.211873388986291
Eastern Europe and former USSR,2005,4.94550617788586,1.06146646272375,23.2976875086507,57.0849680343376,94.45491447541589,95.05449382211414,98.93853353727626,76.7023124913493,42.9150319656624,5.54508552458411,22.23622104592695,33.787280525686896,37.36994644107829
Latin America and Caribbean,2005,12.8518084747301,9.19039550407896,34.675681358255,63.7617502104153,92.4592302464728,87.1481915252699,90.80960449592104,65.32431864174501,36.2382497895847,7.540769753527201,25.485285854176038,29.086068852160302,28.6974800360575
Middle East and North Africa,2005,1.92138562243588,4.68930129955479,40.3082513188883,70.9389545958323,95.2084009727288,98.07861437756412,95.31069870044522,59.6917486811117,29.0610454041677,4.791599027271204,35.61895001933351,30.630703276943997,24.269446376896497
South and South-East Asia,2005,26.264391898120298,28.6286528865992,83.596703879247,95.2850171548586,99.48226494413301,73.7356081018797,71.3713471134008,16.403296120752998,4.714982845141407,0.5177350558669929,54.968050992647804,11.688313275611591,4.197247789274414
Sub-Saharan Africa,2005,41.6042208993003,49.6550472546806,88.0908477306371,96.2734559015657,99.29211664276501,58.3957791006997,50.3449527453194,11.909152269362906,3.726544098434303,0.7078833572349907,38.43580047595649,8.182608170928603,3.0186607411993123
Western Europe,2005,0.65864756117328,0.32017231637397,0.83064914421836,2.67169453544191,34.792718257885,99.34135243882672,99.67982768362603,99.16935085578164,97.32830546455808,65.207281742115,0.5104768278443901,1.8410453912235498,32.12102372244309
Western Offshoots,2005,1.15900384119838,0.89917630912234,1.36583094154678,3.2546038213228496,25.341525624754503,98.84099615880162,99.10082369087766,98.63416905845322,96.74539617867715,74.6584743752455,0.46665463242443994,1.8887728797760697,22.086921803431654
World,2005,19.5031933386315,19.5425624428538,56.8953868188438,73.6013038783926,88.0181780559145,80.4968066613685,80.45743755714619,43.1046131811562,26.3986961216074,11.981821944085496,37.35282437599,16.705917059548803,14.416874177521905
East Asia,2006,20.8474607062923,15.1950521944156,55.6829961104487,79.0210456124386,92.4634420665559,79.1525392937077,84.8049478055844,44.3170038895513,20.9789543875614,7.536557933444101,40.487943916033096,23.3380495019899,13.4423964541173
Eastern Europe and former USSR,2006,3.63729220314398,0.7281152994799001,19.7925250174573,52.1927191413322,93.2985065989876,96.36270779685601,99.2718847005201,80.20747498254269,47.8072808586678,6.701493401012399,19.0644097179774,32.4001941238749,41.1057874576554
Latin America and Caribbean,2006,9.656680900689011,7.64361256536918,32.0227786295573,61.473080116961796,91.8132443617451,90.34331909931099,92.35638743463082,67.97722137044269,38.526919883038204,8.186755638254894,24.37916606418812,29.450301487404495,30.34016424478331
Middle East and North Africa,2006,1.56874010581789,3.76986300394496,37.850351237525096,69.7285554680038,94.97503346159971,98.4312598941821,96.23013699605504,62.149648762474904,30.271444531996195,5.024966538400292,34.080488233580134,31.87820423047871,25.246477993595903
South and South-East Asia,2006,25.9688627787678,28.450907299303303,83.3289442493605,95.12148034422721,99.4585388651591,74.0311372212322,71.54909270069669,16.671055750639496,4.8785196557727915,0.5414611348409011,54.8780369500572,11.792536094866705,4.33705852093189
Sub-Saharan Africa,2006,37.3653983097338,48.292386997063105,87.0462027497247,95.8160651226622,99.1802689170772,62.6346016902662,51.707613002936895,12.9537972502753,4.183934877337805,0.8197310829228002,38.753815752661595,8.769862372937496,3.3642037944150047
Western Europe,2006,0.5699309302287501,0.2557006956717,0.6870472750833501,2.46343886183426,33.591714357963696,99.43006906977125,99.7442993043283,99.31295272491666,97.53656113816574,66.4082856420363,0.43134657941165006,1.77639158675091,31.128275496129437
Western Offshoots,2006,1.16394716839678,0.9000936306115,1.36611127737353,3.0044218269247898,24.855867334655702,98.83605283160323,99.0999063693885,98.63388872262647,96.99557817307522,75.1441326653443,0.46601764676202995,1.6383105495512598,21.85144550773091
World,2006,18.6068200756975,18.936105447375702,55.568811973928,72.7073458409547,87.8168143747859,81.3931799243025,81.0638945526243,44.431188026072,27.2926541590453,12.183185625214094,36.6327065265523,17.138533867026702,15.109468533831205
East Asia,2007,18.2080227643327,13.6863376638436,52.033843267479895,76.8014641076053,91.82809865493991,81.7919772356673,86.3136623361564,47.966156732520105,23.198535892394702,8.171901345060093,38.34750560363629,24.767620840125403,15.02663454733461
Eastern Europe and former USSR,2007,3.6478916294898704,0.41555094943867,16.751134688695597,47.7033528189714,91.7527803519523,96.35210837051012,99.58444905056133,83.2488653113044,52.2966471810286,8.247219648047704,16.335583739256926,30.952218130275806,44.04942753298089
Latin America and Caribbean,2007,9.666061072304108,7.21487733418954,30.1458170301523,59.0662652948173,91.3716195104853,90.3339389276959,92.78512266581046,69.8541829698477,40.9337347051827,8.628380489514697,22.930939695962763,28.920448264664998,32.305354215668004
Middle East and North Africa,2007,1.4762530809961398,3.58636645476609,36.6573988043158,68.6276936847765,94.8854581440433,98.52374691900386,96.4136335452339,63.3426011956842,31.372306315223497,5.114541855956702,33.071032349549704,31.970294880460706,26.257764459266795
South and South-East Asia,2007,24.7723346599923,26.1028764818733,81.9606555326768,94.81320723797289,99.4456342289934,75.2276653400077,73.8971235181267,18.039344467323204,5.18679276202711,0.5543657710066014,55.8577790508035,12.852551705296094,4.632426991020509
Sub-Saharan Africa,2007,37.2102668308572,46.4656710701846,85.75854044926689,95.3157213079447,99.1009391526488,62.7897331691428,53.5343289298154,14.241459550733111,4.684278692055301,0.8990608473511941,39.29286937908229,9.55718085867781,3.785217844704107
Western Europe,2007,0.5497228290383299,0.23724845935202998,0.66136596274049,2.09203431142051,29.6941116356842,99.45027717096167,99.76275154064797,99.33863403725951,97.9079656885795,70.30588836431579,0.42411750338846,1.4306683486800202,27.602077324263693
Western Offshoots,2007,1.16271311806959,0.90098915477996,1.36164712525905,2.9907065877863,24.287640831509798,98.83728688193041,99.09901084522004,98.63835287474095,97.0092934122137,75.7123591684902,0.4606579704790901,1.6290594625272499,21.2969342437235
World,2007,17.6029350554358,17.6316666047572,53.81430057157301,71.5368704054513,87.2758774807988,82.39706494456419,82.3683333952428,46.18569942842699,28.463129594548704,12.724122519201202,36.18263396681581,17.72256983387829,15.739007075347502
East Asia,2008,18.635129060973902,13.096302296227199,49.6641585350429,75.6086418567568,92.4037707996537,81.3648709390261,86.9036977037728,50.3358414649571,24.391358143243195,7.596229200346301,36.5678562388157,25.944483321713903,16.795128942896895
Eastern Europe and former USSR,2008,2.83126356767202,0.16997585459228,13.595880707781,41.9768884828078,90.353819492789,97.16873643232798,99.83002414540772,86.40411929221901,58.0231115171922,9.646180507211,13.425904853188719,28.381007775026802,48.3769310099812
Latin America and Caribbean,2008,9.150212896307549,6.3189306174392,27.794028208413803,56.728146824399296,90.89273147777101,90.84978710369245,93.68106938256079,72.2059717915862,43.271853175600704,9.107268522228992,21.475097590974602,28.934118615985494,34.16458465337171
Middle East and North Africa,2008,1.31782385038953,3.4647277872901103,35.4855974209539,66.8081309399448,94.5070759917526,98.68217614961047,96.53527221270988,64.5144025790461,33.1918690600552,5.4929240082474,32.02086963366379,31.3225335189909,27.698945051807797
South and South-East Asia,2008,25.067292346091303,25.324089672428002,81.76541628819291,94.74994692626329,99.4187409332966,74.9327076539087,74.675910327572,18.23458371180709,5.250053073736709,0.5812590667033959,56.44132661576491,12.984530638070382,4.668794007033313
Sub-Saharan Africa,2008,42.2720848576792,47.4899617026065,86.5432884414134,95.62361303495919,99.14334369845619,57.7279151423208,52.5100382973935,13.456711558586605,4.376386965040808,0.8566563015438078,39.053326738806895,9.080324593545797,3.5197306634970005
Western Europe,2008,0.62797919908868,0.24921590953302003,0.7397259784587,2.25632253575536,30.3992373494992,99.37202080091132,99.75078409046698,99.2602740215413,97.74367746424464,69.6007626505008,0.49051006892568,1.51659655729666,28.14291481374384
Western Offshoots,2008,1.1498551161885802,0.900245807186,1.35816966629826,3.1870690129411003,25.0886508439992,98.85014488381142,99.099754192814,98.64183033370173,96.8129309870589,74.9113491560008,0.4579238591122601,1.8288993466428403,21.9015818310581
World,2008,18.3051015339538,17.3251566492374,52.9292403574674,70.71616323555119,87.40114977257299,81.6948984660462,82.6748433507626,47.0707596425326,29.283836764448807,12.598850227427008,35.60408370823,17.786922878083793,16.6849865370218
East Asia,2009,17.0177735732079,11.571334769799,46.695819374916496,73.5193691162855,92.6592235224076,82.9822264267921,88.428665230201,53.304180625083504,26.480630883714497,7.340776477592399,35.124484605117495,26.823549741369007,19.139854406122097
Eastern Europe and former USSR,2009,2.35375349075886,0.22267807917819,13.1094162418153,42.5279129986986,91.0152535393001,97.64624650924114,99.7773219208218,86.8905837581847,57.4720870013014,8.984746460699895,12.88673816263711,29.418496756883304,48.4873405406015
Latin America and Caribbean,2009,8.77194757838042,6.09675660595457,27.240116020543397,56.334794360032205,90.7273385870914,91.22805242161958,93.90324339404543,72.7598839794566,43.665205639967795,9.272661412908604,21.143359414588826,29.09467833948881,34.39254422705919
Middle East and North Africa,2009,1.09034787226078,2.83754392058184,34.4210106537941,67.0605165926339,94.6339405868364,98.90965212773922,97.16245607941816,65.5789893462059,32.9394834073661,5.3660594131635975,31.58346673321226,32.639505938839804,27.5734239942025
South and South-East Asia,2009,23.2621021675243,23.4753405018628,80.6375392724759,94.4889164170198,99.41387896642439,76.7378978324757,76.5246594981372,19.362460727524095,5.511083582980206,0.5861210335756084,57.1621987706131,13.85137714454389,4.924962549404597
Sub-Saharan Africa,2009,41.5697435854643,46.7351541701827,86.4578444694603,95.6691505937909,99.1821313810305,58.4302564145357,53.2648458298173,13.542155530539702,4.330849406209097,0.8178686189694986,39.722690299277595,9.211306124330605,3.5129807872395986
Western Europe,2009,0.7024210614787,0.32749682175871,0.80430265628587,2.33735321834495,30.031852422483702,99.2975789385213,99.67250317824129,99.19569734371413,97.66264678165506,69.9681475775163,0.4768058345271601,1.53305056205908,27.69449920413875
Western Offshoots,2009,1.29828197652982,0.89942555773205,1.35826360013107,2.7727006855973397,24.4694295769846,98.70171802347018,99.10057444226796,98.64173639986893,97.22729931440266,75.5305704230154,0.45883804239901993,1.4144370854662698,21.69672889138726
World,2009,17.255904751939898,16.3042099079711,51.8467718941898,70.2476873011921,87.494419182989,82.7440952480601,83.6957900920289,48.1532281058102,29.7523126988079,12.505580817010994,35.5425619862187,18.4009154070023,17.246731881796904
East Asia,2010,16.7735498290395,9.89925626963931,43.30708777119,70.6907520306507,90.736216405638,83.2264501709605,90.10074373036069,56.69291222881,29.3092479693493,9.263783594361996,33.40783150155069,27.3836642594607,20.045464374987304
Eastern Europe and former USSR,2010,2.55311421569962,0.26919093744231,11.735673367795101,40.0244722426081,89.96195273696091,97.44688578430038,99.7308090625577,88.2643266322049,59.9755277573919,10.03804726303909,11.46648243035279,28.288798874812997,49.93748049435281
Latin America and Caribbean,2010,8.27163713342962,5.54884231057272,25.446882356950102,54.7125644011958,90.3953796591768,91.72836286657038,94.45115768942728,74.5531176430499,45.2874355988042,9.604620340823203,19.898040046377382,29.265682044245697,35.682815257981
Middle East and North Africa,2010,1.06245559982919,2.5589602845486703,32.8284926664352,64.8772025839078,93.8687972307797,98.93754440017081,97.44103971545132,67.17150733356479,35.1227974160922,6.131202769220295,30.26953238188653,32.0487099174726,28.991594646871903
South and South-East Asia,2010,22.5681278211089,20.2782665039208,78.7420174520979,93.90387351901481,99.3147564276913,77.4318721788911,79.7217334960792,21.257982547902103,6.096126480985191,0.6852435723087069,58.46375094817709,15.161856066916911,5.410882908676484
Sub-Saharan Africa,2010,41.2402622120088,45.3884672841394,85.1131251909653,95.2519648965411,99.1080996388797,58.7597377879912,54.6115327158606,14.886874809034694,4.7480351034589034,0.8919003611203067,39.724657906825904,10.13883970557579,3.8561347423385968
Western Europe,2010,0.77967691745708,0.36990355728833,0.9066940163995699,2.66085896651986,31.159390064115,99.22032308254292,99.63009644271168,99.09330598360043,97.33914103348015,68.840609935885,0.5367904591112399,1.7541649501202898,28.49853109759514
Western Offshoots,2010,1.37599649714445,0.89858250833641,1.3577138444968302,3.18247300405199,25.146122653640102,98.62400350285554,99.1014174916636,98.64228615550317,96.81752699594801,74.8538773463599,0.45913133616042023,1.82475915955516,21.963649649588113
World,2010,16.967754757132,14.7367106887956,50.09429310964389,69.071768902189,87.0277708019704,83.032245242868,85.2632893112044,49.90570689035611,30.928231097810993,12.972229198029595,35.35758242084829,18.977475792545114,17.9560018997814
