"Entity","Year","coveragetype","datatype","IsSurveyYear","ISO3DataYearCovType","ISO3Year","Population","headcount_ratio_1_00","poverty_gap_index_1_00","headcount_1_00","income_gap_ratio_1_00","headcount_ratio_1_90","poverty_gap_index_1_90","headcount_1_90","income_gap_ratio_1_90","headcount_ratio_3_20","poverty_gap_index_3_20","headcount_3_20","income_gap_ratio_3_20","headcount_ratio_5_50","poverty_gap_index_5_50","headcount_5_50","income_gap_ratio_5_50","headcount_ratio_10_00","poverty_gap_index_10_00","headcount_10_00","income_gap_ratio_10_00","headcount_ratio_15_00","poverty_gap_index_15_00","headcount_15_00","income_gap_ratio_15_00","headcount_ratio_20_00","poverty_gap_index_20_00","headcount_20_00","income_gap_ratio_20_00","headcount_ratio_30_00","poverty_gap_index_30_00","headcount_30_00","income_gap_ratio_30_00","headcount_ratio_40_00","poverty_gap_index_40_00","headcount_40_00","income_gap_ratio_40_00","headcount_ratio_40_median","poverty_gap_index_40_median","headcount_40_median","income_gap_ratio_40_median","headcount_ratio_50_median","poverty_gap_index_50_median","headcount_50_median","income_gap_ratio_50_median","headcount_ratio_60_median","poverty_gap_index_60_median","headcount_60_median","income_gap_ratio_60_median","total_shortall_daily_1_00","total_shortall_daily_1_90","total_shortall_daily_3_20","total_shortall_daily_5_50","total_shortall_daily_10_00","total_shortall_daily_15_00","total_shortall_daily_20_00","total_shortall_daily_30_00","total_shortall_daily_40_00","total_shortall_daily_40_median","total_shortall_daily_50_median","total_shortall_daily_60_median","avg_shortfall_1_00","avg_shortfall_1_90","avg_shortfall_3_20","avg_shortfall_5_50","avg_shortfall_10_00","avg_shortfall_15_00","avg_shortfall_20_00","avg_shortfall_30_00","avg_shortfall_40_00"
"Argentina -  Urban",1999,"U","income",TRUE,"ARG:1999:U:i","ARG1999",NA,2.689453,1.825349,872413,69.6107110720522,5.529385,2.864696,1793640,50.8872270176318,13.0634,5.373712,4237547,40.4644626643827,28.48368,11.68389,9239627,41.1116037633176,52.31901,24.98256,16971408,47.8411310009191,69.84217,37.32613,22655627,53.5404401664856,79.53468,46.71969,25799714,58.7499988383565,89.31036,59.54148,28970780,66.719600525691,94.17012,67.65571,30547205,71.8659379380239,16.70234,6.90773,5417958,41.4630335392106,22.76403,9.509372,7384269,42.4230450515604,29.39832,12.32014,9536321,42.007673260372,0.01825349,0.054429224,0.171958784,0.64261395,2.498256,5.5989195,9.343938,17.862444,27.062284,0.263184513,0.45283629464,0.703479994,0.696107110720522,0.966857313335004,1.29486280526025,2.26113820698247,4.78411310009191,8.03106602497284,11.7499997676713,20.0158801577073,28.7463751752096
"Argentina -  Urban",2000,"U","income",TRUE,"ARG:2000:U:i","ARG2000",NA,3.24851,1.997121,1067699,61.3810334191463,6.791717,3.35026,2232258,49.5029026751586,15.06284,6.391403,4950757,42.8034195919144,31.48536,13.41453,10348406,42.5871497199824,54.15149,26.9579,17798164,49.9181560847421,70.56323,39.09349,23192269,55.4380866496058,79.98296,48.14554,26288285,60.2395361629371,89.45437,60.50977,29401287,67.694751358513,94.22717,68.35512,30969980,72.5934609835181,17.78613,7.576137,5845831,41.3237803890724,24.47724,10.34319,8045022,41.997787273434,31.12284,13.18321,10229255,42.3922639149845,0.01997121,0.06365494,0.204524896,0.73779915,2.69579,5.8640235,9.629108,18.152931,27.342048,0.27448344351,0.4684430751,0.715848303,0.613810334191463,0.940555150828013,1.36970942694126,2.34229323459903,4.99181560847421,8.31571299744087,12.0479072325874,20.3084254075539,29.0373843934072
"Argentina -  Urban",2001,"U","income",TRUE,"ARG:2001:U:i","ARG2001",NA,5.37864,3.389236,1790978,60.7197799223734,10.67957,5.529516,3556080,51.347125042983,19.20714,9.452873,6395587,49.9590838282772,36.91332,17.1826,12291385,46.9908375469247,59.24979,31.31586,19728976,53.1427930628869,73.67917,43.21536,24533666,58.8257619702464,82.07211,51.95421,27328344,63.5958510420473,90.59897,63.61982,30167615,70.3348142944319,94.40652,70.88396,31435452,75.1008089842259,19.92316,9.556037,6634007,48.7217935084712,26.12851,12.16536,8700263,47.0635598546486,31.07726,14.92841,10348096,48.0717774430075,0.03389236,0.105060804,0.302491936,0.945043,3.131586,6.482304,10.390842,19.085946,28.353584,0.30904223658,0.4917238512,0.724027885,0.607197799223734,0.975595375816677,1.59869068250487,2.58449606508086,5.31427930628869,8.82386429553696,12.7191702084095,21.1004442883296,30.0403235936904
"Argentina -  Urban",2002,"U","income",TRUE,"ARG:2002:U:i","ARG2002",NA,6.330303,2.602374,2135144,40.7214712422973,16.941,6.833223,5714019,40.2705762917153,30.25911,13.75532,10206075,45.7544787142708,49.85427,24.89358,16815314,50.0423755607813,73.16669,42.03927,24678345,57.6052059287222,83.91264,54.46586,28302839,64.9963102033568,90.05929,62.66755,30376038,69.5992498364703,95.01318,72.75295,32046933,76.6127832603961,97.53161,78.65687,32896372,80.7723912805473,20.30763,8.574425,6849547,42.3306036477921,25.94869,11.51874,8752217,44.2265394070172,31.2705,14.40479,10547206,45.9284800132897,0.02602374,0.129831237,0.44017024,1.3691469,4.203927,8.169879,12.53351,21.825885,31.462748,0.1901807465,0.3194146602,0.4792473633,0.407214712422973,0.765140949542591,1.46414331885667,2.75233065584297,5.76052059287222,9.74944653050352,13.9198499672941,22.9838349781188,32.3089565122189
"Argentina -  Urban",2003,"U","income",TRUE,"ARG:2003:U:i","ARG2003",NA,2.324203,0.995583,793936,40.323793403686,7.868462,2.870882,2687826,36.4143285943229,17.33234,6.726049,5920638,38.6716850263778,33.69465,14.76578,11509919,43.7055153734549,58.01442,29.33678,19817427,50.5140581179494,73.02759,41.63866,24945849,56.9851887039935,82.34177,50.75199,28127525,61.6169913579002,91.4632,63.05099,31243358,68.9393180246223,95.26856,70.68916,32543249,74.2094107946881,17.78626,6.977161,6075695,38.9943471028675,24.48366,9.793946,8363492,39.8317416157911,30.01921,12.72026,10254408,42.1396636770312,0.00995583,0.054546758,0.215233568,0.8121179,2.933678,6.245799,10.150398,18.915297,28.275664,0.22857179436,0.4010620887,0.6250735764,0.40323793403686,0.691872243292135,1.23749392084409,2.40380334554002,5.05140581179494,8.54777830559902,12.32339827158,20.6817954073867,29.6837643178752
"Argentina -  Urban",2004,"U","income",TRUE,"ARG:2004:U:i","ARG2004",NA,1.553318,0.6108079,537275,40.3762388207928,5.741771,1.967471,1986015,34.7379275516061,13.90443,5.048886,4809387,36.0774143066126,29.23692,11.95831,10112725,40.9387103974775,52.4494,25.18462,18141663,48.0472444669473,69.32783,37.40301,23979724,53.957770807242,79.53387,46.76031,27509880,58.7305429931952,90.04355,59.74153,31145061,66.3644260158077,94.80178,67.96352,32790880,71.679341731109,17.97726,6.795667,6218134,37.7581709525046,24.08318,9.634398,8330104,39.9729247344486,30.35353,12.58243,10498948,41.5141462649869,0.006108079,0.037381949,0.161564352,0.65770705,2.518462,5.6104515,9.352062,17.922459,27.185408,0.258235346,0.45773024898,0.71719851,0.403762388207928,0.660020623480516,1.1544772578116,2.25162907186126,4.80472444669473,8.0936656210863,11.746108598639,19.9093278047423,28.6717366924436
"Argentina -  Urban",2005,"U","income",TRUE,"ARG:2005:U:i","ARG2005",NA,0.9588997,0.4355017,335765,52.9460495871439,4.16915,1.404117,1459857,34.1972372922199,11.16051,3.959809,3907930,35.5254748086243,25.0077,9.802915,8756620,39.1079195830257,47.69241,21.96101,16699829,45.9710449941856,65.49816,33.74487,22934636,51.4673633050403,76.64606,43.19214,26838151,56.3376405357156,88.66911,56.58514,31048105,63.819932355656,93.60833,65.29619,32777607,69.715453124445,16.97488,6.399756,5943872,37.5238943720149,23.63904,9.193802,8277374,38.6847329376772,29.55123,12.09655,10347569,40.9121227258355,0.004355017,0.026678223,0.126713888,0.539160325,2.196101,5.0617305,8.638428,16.975542,26.118476,0.2700697032,0.4854327456,0.765711615,0.529460495871439,0.649747508552178,1.13681519387598,2.15093557706641,4.59710449941856,7.72010449575605,11.2675281071431,19.1459797066968,27.886181249778
"Argentina -  Urban",2006,"U","income",TRUE,"ARG:2006:U:i","ARG2006",NA,0.9728595,0.4076089,344776,45.9048064811026,3.261263,1.176665,1155774,36.2348046934578,8.791078,3.13362,3115511,35.3459839059179,20.31843,7.805433,7200744,38.2791546807242,41.68389,18.44614,14772550,44.1463404695623,59.71967,29.43509,21164335,49.2397232561517,72.17715,38.65093,25579199,53.4776889410008,86.18428,52.55552,30543252,60.9209258568686,92.3558,61.87067,32730406,66.9857681272959,16.7413,6.301775,5933028,37.5493456283171,22.98094,9.020779,8144323,39.2415116489765,29.09503,11.87844,10311124,40.6964752141539,0.004076089,0.022356635,0.10027584,0.429298815,1.844614,4.4152635,7.730186,15.766656,24.748268,0.303997626,0.5439529737,0.859999056,0.459048064811026,0.688461289175698,1.13107148498937,2.10535350743983,4.41463404695623,7.38595848842275,10.6955377882002,18.2762777570606,26.7943072509184
"Argentina -  Urban",2007,"U","income",TRUE,"ARG:2007:U:i","ARG2007",NA,0.7259997,0.3755821,260352,59.8300944833777,2.605011,0.9663928,934186,38.84522236847,7.196722,2.535991,2580824,35.1099004989601,19.24057,6.924918,6899882,35.9583964018111,40.36661,17.53665,14475914,43.5557148305891,58.44967,28.38065,20960700,48.5451478824602,71.10284,37.54506,25498268,52.6878963425656,85.53801,51.46783,30674880,60.1574006991694,91.94407,60.89495,32972164,66.2207048433406,16.53893,5.778981,5931044,35.1163207560499,23.21731,8.609532,8325985,36.8521423847289,29.24448,11.58056,10487395,39.4488470713024,0.003755821,0.0183614632,0.081151712,0.38087049,1.753665,4.2570975,7.509012,15.440349,24.35798,0.28796662323,0.5363738436,0.865067832,0.598300944833777,0.73805922500093,1.12351681596672,1.97771180209961,4.35557148305891,7.28177218236903,10.5375792685131,18.0472202097508,26.4882819373362
"Argentina -  Urban",2008,"U","income",TRUE,"ARG:2008:U:i","ARG2008",NA,0.6785023,0.334624,246192,55.9138122408154,2.486261,0.8985308,902129,37.8646659874044,6.980932,2.388865,2533001,34.566577711499,17.11024,6.384973,6208377,37.1841553728817,37.93587,16.04471,13764867,42.2511519360685,56.69953,26.66541,20573180,47.0510796938549,69.48417,35.893,25212032,51.5921125175151,84.48943,49.92169,30656626,59.1013472701078,91.76696,59.61379,33297246,64.9655458012221,15.80664,5.823765,5735371,36.9358003682098,21.90267,8.421353,7947289,38.3171747367851,28.28902,11.21231,10264549,39.6590720300385,0.00334624,0.0170720852,0.07644368,0.351173515,1.604471,3.9998115,7.1786,14.976507,23.845516,0.3034181565,0.5482300803,0.875681411,0.559138122408154,0.719428653760684,1.10613048676797,2.04512854550849,4.22511519360685,7.05766195407824,10.318422503503,17.7304041810323,25.9862183204888
"Argentina -  Urban",2009,"U","income",TRUE,"ARG:2009:U:i","ARG2009",NA,0.6139318,0.2808619,225400,61.2544041369066,2.342289,0.8145486,859954,38.8864800207567,6.135281,2.118744,2252522,34.7414600470257,15.61232,5.729522,5731945,36.6130609425086,35.35813,14.65342,12981470,41.4299858590303,53.85685,24.71363,19773136,45.8739817766573,67.68532,33.79711,24850154,49.9400669547185,83.34218,48.02101,30598452,57.6020911613457,91.21759,57.97322,33489849,63.5257740854885,15.9537,5.838069,5857281,36.6036914332702,22.13746,8.468896,8127601,38.2145870739191,28.21221,11.24054,10357900,39.7624695654495,0.002808619,0.0154764234,0.067799808,0.31512371,1.465342,3.7070445,6.759422,14.406303,23.189288,0.3245966364,0.588588272,0.937461036,0.612544041369066,0.738843120394377,1.11172672150482,2.01371835183797,4.14299858590303,6.8810972664986,9.9880133909437,17.2806273484037,25.4103096341954
"Argentina -  Urban",2010,"U","income",TRUE,"ARG:2010:U:i","ARG2010",NA,0.357657,0.1826159,132533,70.8015845583516,1.442093,0.4604913,534381,37.2864968550685,4.930345,1.501571,1826984,31.0993682482994,14.07072,4.783518,5214032,34.1128949811552,34.25304,13.5699,12692773,39.6233759628243,52.30366,23.61548,19381593,45.1929767336911,66.89899,32.71456,24790024,48.9310224813305,82.8419,47.16953,30697813,56.9296288434865,90.59333,57.1886,33570176,63.0844099398149,14.92464,5.157343,5530460,34.5596454240592,21.59591,7.756941,8002559,35.8525444909587,28.36198,10.63224,10509788,37.373179354064,0.001826159,0.0087493347,0.048050272,0.26309349,1.35699,3.542322,6.542912,14.150859,22.87544,0.2950000196,0.5546212815,0.912246192,0.708015845583516,0.708443440246301,0.995179783945581,1.87620922396354,3.96233759628243,6.77894651005366,9.7862044962661,17.078888653046,25.233763975926
"Argentina -  Urban",2011,"U","income",TRUE,"ARG:2011:U:i","ARG2011",NA,0.3710641,0.1793234,139312,70.4554909487262,1.135401,0.4239328,426273,43.860991985255,3.318589,1.098187,1245925,33.9529032369713,11.62152,3.694455,4363164,31.7409076177565,30.65767,11.60505,11510064,37.7149057447796,49.27927,21.16257,18501325,42.8691550341732,63.30744,29.9874,23768038,47.3270729506517,80.76276,44.43232,30321433,55.0137280065307,89.35598,54.71798,33547657,61.2318903761927,14.16741,4.590444,5318988,32.4442099088131,20.67056,7.129252,7760520,34.4966296060049,27.34748,9.940745,10267291,36.3075487730219,0.001793234,0.0080547232,0.035141984,0.203195025,1.160505,3.1743855,5.99748,13.329696,21.887192,0.2795580396,0.5425360772,0.9075900185,0.704554909487262,0.833358847719845,1.08649290358308,1.74574991897661,3.77149057447796,6.43037325512598,9.46541459013034,16.5041184019592,24.4927561504771
"Argentina -  Urban",2012,"U","income",TRUE,"ARG:2012:U:i","ARG2012",NA,0.3569212,0.1923933,135729,70.5309206081965,1.155554,0.4103453,439431,48.2082162606821,3.496582,1.165318,1329672,34.609697107996,10.66432,3.590833,4055404,34.0271681489284,29.74384,11.04535,11310920,37.0694281967257,48.44268,20.55154,18421673,42.4620799265364,62.62365,29.34913,23814380,46.8799919745671,80.77766,43.88267,30717946,54.3059007865099,89.9589,54.38524,34209367,60.4230079579161,13.44822,4.514831,5114059,33.7941615479156,20.13837,6.927006,7658174,34.5104745798685,26.7018,9.685678,10154100,36.2890989642464,0.001923933,0.0077965607,0.037290176,0.197495815,1.104535,3.082731,5.869826,13.164801,21.754096,0.2790165558,0.5347648632,0.8978623506,0.705309206081965,0.91595610895296,1.10751030745587,1.87149424819106,3.70694281967257,6.36931198898046,9.37599839491342,16.291770235953,24.1692031831664
"Argentina -  Urban",2013,"U","income",TRUE,"ARG:2013:U:i","ARG2013",NA,0.3006525,0.1914414,115781,80.9482017348771,1.015866,0.3888005,391208,45.853769199397,3.222642,1.041327,1241032,33.2954856559138,10.79386,3.407431,4156689,31.5828729736564,29.40084,10.84669,11322192,36.874545987095,47.52233,20.1745,18300733,42.4528607952907,62.05612,28.90469,23897660,46.5999550545043,80.79851,43.47376,31115309,53.786535091363,89.75044,54.08372,34562675,60.2089036718159,13.78707,4.516244,5309367,32.7254344527577,20.18814,6.988612,7774403,34.5853164517659,27.14245,9.79063,10452491,35.9704155922848,0.001914414,0.0073872095,0.033322464,0.187408705,1.084669,3.026175,5.780938,13.042128,21.633488,0.2840717476,0.5493049032,0.923256409,0.809482017348771,0.871221614788543,1.06545554098924,1.7370580135511,3.6874545987095,6.3679291192936,9.31999101090086,16.1359605274089,24.0835614687264
"Argentina -  Urban",2014,"U","income",TRUE,"ARG:2014:U:i","ARG2014",NA,0.3329116,0.1837035,129803,68.3615940631971,0.9288412,0.3683246,362156,45.7028927151456,3.631502,1.084267,1415927,29.8189298108618,11.79426,3.737255,4598595,31.6641445693099,33.4655,12.30841,13048235,36.8048758881886,52.09987,22.59209,20313796,43.2404086522522,66.06306,31.79115,25758059,48.1331784299238,82.85709,46.3805,32306070,55.9117644093609,91.08977,56.66843,35516001,62.2400813458297,13.01984,4.101617,5076450,31.5332886354609,20.19876,6.585358,7875519,32.5519426253177,26.7028,9.406155,10411451,35.0459343804712,0.001837035,0.0069981674,0.034696544,0.205549025,1.230841,3.3888135,6.35823,13.91415,22.667372,0.2354328158,0.4721701686,0.8098699455,0.683615940631971,0.868354961587766,0.954205753947578,1.74152795131204,3.68048758881886,6.48606129783783,9.62663568598476,16.7735293228083,24.8960325383319
"Argentina -  Urban",2016,"U","income",TRUE,"ARG:2016:U:i","ARG2016",NA,0.3428453,0.1804729,136934,90.5910437798624,1.070877,0.3841702,427714,42.529473376615,3.564559,1.097478,1423704,31.5804974983492,11.51077,3.673424,4597464,31.834710154544,31.33053,11.71669,12513585,37.3509665762107,49.97119,21.49319,19958766,43.0130368821785,64.72673,30.49665,25852209,47.1559801818544,81.72228,45.05912,32640325,55.1080406835467,90.12166,55.40991,35995083,61.4580954875381,13.68216,4.41198,5464729,32.3233149077797,20.69929,6.964994,8267409,33.7003639285675,27.22565,9.788984,10874073,35.897240006218,0.001804729,0.0072992338,0.035119296,0.20203832,1.171669,3.2239785,6.09933,13.517736,22.163964,0.2647188,0.52237455,0.8819874584,0.905910437798624,0.808059994155685,1.01057591994717,1.75090905849992,3.73509665762107,6.45195553232678,9.43119603637088,16.532412205064,24.5832381950152
