"Entity","Year","coveragetype","datatype","IsSurveyYear","ISO3DataYearCovType","ISO3Year","headcount_ratio_1_00","poverty_gap_index_1_00","headcount_1_00","income_gap_ratio_1_00","headcount_ratio_1_90","poverty_gap_index_1_90","headcount_1_90","income_gap_ratio_1_90","headcount_ratio_3_20","poverty_gap_index_3_20","headcount_3_20","income_gap_ratio_3_20","headcount_ratio_5_50","poverty_gap_index_5_50","headcount_5_50","income_gap_ratio_5_50","headcount_ratio_10_00","poverty_gap_index_10_00","headcount_10_00","income_gap_ratio_10_00","headcount_ratio_15_00","poverty_gap_index_15_00","headcount_15_00","income_gap_ratio_15_00","headcount_ratio_20_00","poverty_gap_index_20_00","headcount_20_00","income_gap_ratio_20_00","headcount_ratio_30_00","poverty_gap_index_30_00","headcount_30_00","income_gap_ratio_30_00","headcount_ratio_40_00","poverty_gap_index_40_00","headcount_40_00","income_gap_ratio_40_00","headcount_ratio_40_median","poverty_gap_index_40_median","headcount_40_median","income_gap_ratio_40_median","headcount_ratio_50_median","poverty_gap_index_50_median","headcount_50_median","income_gap_ratio_50_median","headcount_ratio_60_median","poverty_gap_index_60_median","headcount_60_median","income_gap_ratio_60_median","headcount_stacked_below_1_00","headcount_stacked_below_1_90","headcount_stacked_below_3_20","headcount_stacked_below_5_50","headcount_stacked_below_10_00","headcount_stacked_below_15_00","headcount_stacked_below_20_00","headcount_stacked_below_30_00","headcount_stacked_above_40_00","headcount_stacked_below_40_00","headcount_ratio_stacked_below_1_00","headcount_ratio_stacked_below_1_90","headcount_ratio_stacked_below_3_20","headcount_ratio_stacked_below_5_50","headcount_ratio_stacked_below_10_00","headcount_ratio_stacked_below_15_00","headcount_ratio_stacked_below_20_00","headcount_ratio_stacked_below_30_00","headcount_ratio_stacked_above_40_00","headcount_ratio_stacked_below_40_00","multi_headcount_ratio_1_00","multi_headcount_1_00","multi_headcount_ratio_1_90","multi_headcount_1_90","multi_headcount_ratio_3_20","multi_headcount_3_20","multi_headcount_ratio_5_50","multi_headcount_5_50","multi_headcount_ratio_10_00","multi_headcount_10_00","multi_headcount_ratio_15_00","multi_headcount_15_00","multi_headcount_ratio_20_00","multi_headcount_20_00","multi_headcount_ratio_30_00","multi_headcount_30_00","multi_headcount_ratio_40_00","multi_headcount_40_00","total_shortall_daily_1_00","total_shortall_daily_1_90","total_shortall_daily_3_20","total_shortall_daily_5_50","total_shortall_daily_10_00","total_shortall_daily_15_00","total_shortall_daily_20_00","total_shortall_daily_30_00","total_shortall_daily_40_00","total_shortall_daily_40_median","total_shortall_daily_50_median","total_shortall_daily_60_median","avg_shortfall_1_00","avg_shortfall_1_90","avg_shortfall_3_20","avg_shortfall_5_50","avg_shortfall_10_00","avg_shortfall_15_00","avg_shortfall_20_00","avg_shortfall_30_00","avg_shortfall_40_00"
"Peru",1997,"N","income",TRUE,"PER:1997:N:i","PER1997",6.778949,2.407075,1709038,36.0738370117107,17.34898,6.97001,4373843,40.3085864582977,31.97649,14.2357,8061578,44.6244743971275,52.68958,26.07894,13283546,49.4834404103034,75.79995,43.98492,19109891,58.0277718008624,87.31506,56.84832,22012960,65.0424572287833,92.21591,65.13769,23248511,70.6465678020607,96.57127,75.01496,24346538,77.6547530428162,98.02144,80.58958,24712140,82.2331531879372,19.19794,7.825125,4839984,40.9825328842787,25.35418,10.68187,6392031,42.064557318323,31.00503,13.58879,7816664,43.8356413317739,1709038,2664805,3687735,5221968,5826345,2903069,1235551,1098027,498814,365602,6.77895013413614,10.5700284090796,14.6275107241083,20.7130916188257,23.1103709919109,11.5151096622524,4.90084984487299,4.35535680244389,1.97856058917881,1.45017122319132,6.778949,1709038,17.34898,4373843,31.97649,8061578,52.68958,13283546,75.79995,19109891,87.31506,22012960,92.21591,23248511,96.57127,24346538,98.02144,24712140,0.02407075,0.13243019,0.4555424,1.4343417,4.398492,8.527248,13.027538,22.504488,32.235832,0.16088457,0.274524059,0.4190782836,0.360738370117107,0.765863142707656,1.42798318070808,2.72158922256669,5.80277718008624,9.7563685843175,14.1293135604121,23.2964259128449,32.8932612751749
"Peru",1998,"N","income",TRUE,"PER:1998:N:i","PER1998",6.530183,2.345279,1675518,35.6375334371158,16.43825,6.646863,4217736,40.3192867544812,31.1129,13.67612,7982967,43.8671162210339,53.0046,25.74028,13599953,48.499041000641,76.48021,44.14162,19623340,57.7325859195707,87.04602,57.01291,22334322,65.4171752329216,91.22163,65.04693,23405702,71.2848190495786,95.59381,74.63006,24527519,78.03178525168,97.35153,80.11639,24978516,82.3057543812491,18.61051,7.423884,4775096,39.7361879940721,24.04828,10.19306,6170323,42.3318271354507,29.6226,12.97326,7600585,43.7166712798459,1675518,2542218,3765231,5616986,6023387,2710982,1071380,1121817,679546,450997,6.5301814299147,9.90806710187231,14.6746507978662,21.8917001603629,23.4756116810381,10.5658096858601,4.17560765111566,4.37218134401577,2.64846970905285,1.75772043890143,6.530183,1675518,16.43825,4217736,31.1129,7982967,53.0046,13599953,76.48021,19623340,87.04602,22334322,91.22163,23405702,95.59381,24527519,97.35153,24978516,0.02345279,0.126290397,0.43763584,1.4157154,4.414162,8.5519365,13.009386,22.389018,32.046556,0.15196690548,0.2607384748,0.398279082,0.356375334371158,0.766066448335143,1.40374771907308,2.66744725503526,5.77325859195707,9.81257628493824,14.2569638099157,23.409535575504,32.9223017524996
"Peru",1999,"N","income",TRUE,"PER:1999:N:i","PER1999",6.366852,2.317026,1660366,36.6774987158613,17.04067,6.842712,4443916,40.1424121011998,31.6974,13.88187,8266141,43.8568134728228,54.22479,26.23214,14140900,48.2676863452899,77.77426,44.50918,20282199,57.2576432588168,87.81214,57.61932,22899907,65.60088673963,91.62907,65.72364,23895297,71.6485903295253,95.37842,75.12137,24873064,78.7965078231846,97.4522,80.44878,25413870,82.5698198183235,18.37077,7.490955,4790783,40.8285036737968,23.647,10.17918,6166734,42.8552458598871,29.52866,12.94636,7700570,43.805131837108,1660366,2783550,3822225,5874759,6141299,2617708,995390,977767,664423,540806,6.36685077508716,10.6738197933431,14.656730024469,22.5273908840582,23.5494669839011,10.0378809303201,3.81692927524052,3.74935199938125,2.54780096227924,2.07377837192028,6.366852,1660366,17.04067,4443916,31.6974,8266141,54.22479,14140900,77.77426,20282199,87.81214,22899907,91.62907,23895297,95.37842,24873064,97.4522,25413870,0.02317026,0.130011528,0.44421984,1.4427677,4.450918,8.642898,13.144728,22.536411,32.179512,0.151317291,0.257024295,0.392274708,0.366774987158613,0.762705829922796,1.40341803113033,2.65472274899094,5.72576432588168,9.8401330109445,14.3297180659051,23.6389523469554,33.0279279273294
"Peru",2000,"N","income",TRUE,"PER:2000:N:i","PER2000",5.654267,1.957288,1496116,34.7293022882297,16.35581,6.115877,4327738,37.1714721854789,30.84926,13.25861,8162697,42.9891972287336,52.61204,25.53708,13921116,48.5176863890893,78.07467,44.3862,20658514,56.7370906434622,89.43192,57.86324,23663636,64.7011675976411,94.05783,66.43471,24887649,70.6530847220783,97.00784,76.22579,25668220,78.564424555382,98.47685,81.65634,26056919,82.8822126909663,18.00203,6.935593,4763327,38.4204899274378,24.22439,9.780241,6409760,40.3339286019901,29.3378,12.59171,7762765,42.9094463834155,1496116,2831622,3834959,5758419,6737398,3005122,1224013,780571,403025,388699,5.65426744667336,10.7015419231424,14.4934509309619,21.7627784850943,25.4626313646015,11.3572500380197,4.62590926118362,2.95001002269695,1.52315137174893,1.46900915587728,5.654267,1496116,16.35581,4327738,30.84926,8162697,52.61204,13921116,78.07467,20658514,89.43192,23663636,94.05783,24887649,97.00784,25668220,98.47685,26056919,0.01957288,0.116201663,0.42427552,1.4045394,4.43862,8.679486,13.286942,22.867737,32.662536,0.14231836836,0.25086318165,0.3874469167,0.347293022882297,0.706257971524099,1.37565431131948,2.66847275139991,5.67370906434622,9.70517513964617,14.1306169444157,23.5693273666146,33.1528850763865
"Peru",2001,"N","income",TRUE,"PER:2001:N:i","PER2001",5.911747,1.879421,1584306,31.8830340628301,17.38169,6.384511,4658169,36.6858905293555,33.12948,14.08124,8878464,42.5454775197917,55.31353,26.97014,14823631,48.7837003421078,78.70392,45.75183,21092088,58.0812416020011,89.2399,58.78952,23915655,65.860748404086,93.90453,67.0432,25165743,71.43005936145,97.14019,76.62008,26032876,78.8674649976749,98.46264,81.9349,26387284,83.2251621059347,18.09775,6.681776,4850068,36.9095074746338,23.87279,9.563849,6397737,40.0163386763117,29.72034,12.45614,7964839,41.802815378917,1584306,3073863,4220295,5945167,6268457,2823567,1250088,867133,412001,354408,5.91174727236193,11.4699440675376,15.7477895399075,22.1840508058331,23.390388960004,10.5359788516746,4.66463191088867,3.23565721995941,1.5373581795186,1.32245319231465,5.911747,1584306,17.38169,4658169,33.12948,8878464,55.31353,14823631,78.70392,21092088,89.2399,23915655,93.90453,25165743,97.14019,26032876,98.46264,26387284,0.01879421,0.121305709,0.45059968,1.4833577,4.575183,8.818428,13.40864,22.986024,32.77396,0.13036144976,0.23326227711,0.3644666564,0.318830340628301,0.697031920057754,1.36145528063333,2.68310351881593,5.80812416020011,9.8791122606129,14.28601187229,23.6602394993025,33.2900648423739
"Peru",2002,"N","income",TRUE,"PER:2002:N:i","PER2002",5.189833,1.56488,1406495,30.1465797384364,15.16251,5.589077,4109187,36.7720154223254,29.6831,12.44876,8044407,41.7803695615056,50.71168,24.43638,13743356,48.1157254016919,75.76393,42.73106,20532758,56.3206937290984,87.26596,55.89855,23649920,64.0562717310818,91.96283,64.38845,24922817,70.0190844212017,96.28237,74.39725,26093454,77.2916958505337,97.70691,80.06822,26479518,81.9108083904163,18.06885,6.917284,4896833,38.2260072479165,24.21577,9.767549,6562708,40.2004853144361,30.16615,12.67025,8175319,41.9606419227183,1406495,2702692,3935220,5698949,6789402,3117162,1272897,1170637,621450,386064,5.18983307164526,9.97267699072594,14.5205883420843,21.0285809717203,25.0522490561961,11.5020319569397,4.69686913028346,4.31953943490137,2.29309152352049,1.42453952198313,5.189833,1406495,15.16251,4109187,29.6831,8044407,50.71168,13743356,75.76393,20532758,87.26596,23649920,91.96283,24922817,96.28237,26093454,97.70691,26479518,0.0156488,0.106192463,0.39836032,1.3440009,4.273106,8.3847825,12.87769,22.319175,32.027288,0.14948250724,0.26382149849,0.4106428025,0.301465797384364,0.698668293024182,1.33697182596818,2.64636489709305,5.63206937290984,9.60844075966227,14.0038168842403,23.1875087551601,32.7643233561665
"Peru",2003,"N","income",TRUE,"PER:2003:N:i","PER2003",2.930613,0.7653401,802174,25.9448671248763,11.99104,3.80882,3282215,31.7962000428994,28.03869,10.478,7674814,37.3055923947285,50.08059,22.69968,13708172,45.3276968329246,74.81125,41.42896,20477504,55.4074015707623,86.43747,54.80306,23659860,63.3816295558824,91.76693,63.45311,25118651,69.1506305450266,95.46755,73.67486,26131594,77.1034156252454,97.20147,79.40115,26606206,81.6507394967538,15.78816,5.180178,4321571,32.8152161315793,22.81421,8.014784,6244757,35.1729574457993,29.17413,11.01942,7985609,37.7554659472602,802174,2480041,4392599,6033358,6769332,3182356,1458791,1012943,766020,474612,2.93061295051415,9.06042862571718,16.0476499061494,22.0418975058879,24.7306594648166,11.6262228727762,5.32945694661443,3.70062339833085,2.79853015973199,1.73391816946126,2.930613,802174,11.99104,3282215,28.03869,7674814,50.08059,13708172,74.81125,20477504,86.43747,23659860,91.76693,25118651,95.46755,26131594,97.20147,26606206,0.007653401,0.07236758,0.335296,1.2484824,4.142896,8.220459,12.690622,22.102458,31.76046,0.11391211422,0.22032641216,0.3635306658,0.259448671248763,0.604127800815089,1.19377895663131,2.49302332581085,5.54074015707623,9.50724443338236,13.8301261090053,23.1310246875736,32.6602957987015
"Peru",2004,"N","income",TRUE,"PER:2004:N:i","PER2004",3.763366,0.9712343,1039600,25.6665205561298,13.60355,4.541756,3757874,33.1489072383562,28.62734,11.40575,7908077,39.7454098076144,50.00366,23.2799,13813118,46.4779545107981,75.86606,41.97049,20957402,55.3134835485794,87.40616,55.44702,24145264,63.3922890607246,92.67893,64.19679,25601825,69.2809469118886,96.75082,74.50603,26726653,76.9265763506587,98.2289,80.29976,27134961,81.726939441586,17.22568,6.01985,4758459,34.7946352010331,23.89751,8.950889,6601499,37.2957706317213,29.67005,11.94174,8196118,40.0767211374557,1039600,2718274,4150203,5905041,7144284,3187862,1456561,1124828,489252,408308,3.76336513188629,9.84018621634578,15.0237872840033,21.3763230105415,25.8623983242527,11.5401007080274,5.27276921880091,4.07189156845844,1.77109842007083,1.47808011761276,3.763366,1039600,13.60355,3757874,28.62734,7908077,50.00366,13813118,75.86606,20957402,87.40616,24145264,92.67893,25601825,96.75082,26726653,98.2289,27134961,0.009712343,0.086293364,0.364984,1.2803945,4.197049,8.317053,12.839358,22.351809,32.119904,0.1324367,0.2461494475,0.39407742,0.256665205561298,0.629829237528768,1.27185311384366,2.5562874980939,5.53134835485794,9.50884335910869,13.8561893823777,23.0779729051976,32.6907757766344
"Peru",2005,"N","income",TRUE,"PER:2005:N:i","PER2005",4.678269,1.282826,1303653,27.7644222965826,15.45153,5.420792,4305746,35.3126457140127,30.93336,12.65559,8619935,41.008410779157,52.45881,25.03586,14618248,47.8085916757572,77.57856,43.74682,21618154,56.4672978143025,88.72153,57.11263,24723270,64.4048434476289,93.28851,65.66024,25995911,70.3913510286305,96.89591,75.58663,27001155,77.9339262878684,98.22302,81.10298,27370969,82.5963891026316,17.40377,6.396159,4849760,36.8567639360888,23.94017,9.259591,6671202,38.6483562300156,30.0093,12.22766,8362435,40.6752263477294,1303653,3002093,4314189,5998313,6999906,3105116,1272641,1005244,495176,369814,4.67826819963795,10.773262681293,15.4818292950101,21.5254496091942,25.1197501484328,11.142969363003,4.56697903495442,3.60740245914891,1.77698063366856,1.32710857565695,4.678269,1303653,15.45153,4305746,30.93336,8619935,52.45881,14618248,77.57856,21618154,88.72153,24723270,93.28851,25995911,96.89591,27001155,98.22302,27370969,0.01282826,0.102995048,0.40497888,1.3769723,4.374682,8.5668945,13.132048,22.675989,32.441192,0.13329595356,0.24121234555,0.382114375,0.277644222965826,0.670940268566241,1.31226914493302,2.62947254216665,5.64672978143025,9.66072651714433,14.0782702057261,23.3801778863605,33.0385556410526
"Peru",2006,"N","income",TRUE,"PER:2006:N:i","PER2006",4.01292,1.05133,1127713,26.0402929095203,13.46008,4.642421,3782559,34.4743668332128,26.98339,10.94901,7582887,40.5946175346434,46.63985,21.97256,13106757,47.0800735422032,72.68514,39.60757,20426019,54.5076666507309,85.9324,53.12362,24148771,61.8016583418945,91.51192,62.12791,25716731,67.8590564280882,96.1352,72.84047,27015968,75.7575105043712,97.91018,78.93311,27514774,80.5880778430636,18.39733,6.858372,5170028,37.1375508760887,24.20825,9.751927,6803016,40.1821320525102,29.90822,12.68696,8404825,42.330455437382,1127713,2654846,3800328,5523870,7319262,3722752,1567960,1299237,587282,498806,4.0129199087782,9.44715931104827,13.5233094688873,19.6564621463995,26.0452900670328,13.2472584924035,5.57952058739047,4.62328094428393,2.08981862394695,1.77498044982901,4.01292,1127713,13.46008,3782559,26.98339,7582887,46.63985,13106757,72.68514,20426019,85.9324,24148771,91.51192,25716731,96.1352,27015968,97.91018,27514774,0.0105133,0.088205999,0.35036832,1.2084908,3.960757,7.968543,12.425582,21.852141,31.573244,0.16240624896,0.28855951993,0.4505139496,0.260402929095203,0.655012969831043,1.29902776110859,2.58940404482118,5.45076666507309,9.27024875128417,13.5718112856176,22.7272531513114,32.2352311372254
"Peru",2007,"N","income",TRUE,"PER:2007:N:i","PER2007",3.06244,0.8408023,867683,27.1582684154661,11.11631,3.709295,3149590,33.3403259698447,23.19009,9.205762,6570460,39.6218099177131,41.3079,18.92794,11703789,45.7940978579304,68.01757,35.55786,19271453,52.2671165163735,82.25986,49.02631,23306729,59.5484101389719,89.74504,58.40423,25427509,65.0903460019927,95.37859,69.93035,27023666,73.359961042461,97.40431,76.55911,27597614,78.5827830818866,18.56316,6.962193,5259510,37.3618224897603,24.56357,9.884037,6959609,40.2877973160159,29.70613,12.75781,8416653,42.9060103730267,867683,2281907,3420870,5133329,7567664,4035276,2120780,1596157,735438,573948,3.06244099647295,8.0538693819501,12.0737787090498,18.1178116639182,26.7096675642285,14.2422920058171,7.48518020578934,5.63355123196753,2.59568930307967,2.02571893772686,3.06244,867683,11.11631,3149590,23.19009,6570460,41.3079,11703789,68.01757,19271453,82.25986,23306729,89.74504,25427509,95.37859,27023666,97.40431,27597614,0.008408023,0.070476605,0.294584384,1.0410367,3.555786,7.3539465,11.680846,20.979105,30.623644,0.18686526012,0.33160944135,0.5136294306,0.271582684154661,0.633466193427049,1.26789791736682,2.51867538218617,5.22671165163735,8.93226152084578,13.0180692003985,22.0079883127383,31.4331132327546
"Peru",2008,"N","income",TRUE,"PER:2008:N:i","PER2008",2.070576,0.5716055,591404,28.9543175581989,9.089274,2.815874,2596107,31.2784743915685,19.56592,7.509193,5588480,38.2764070025279,37.59282,16.32801,10737380,43.4012200555954,64.51078,32.35939,18425773,50.1545865002872,81.09612,46.14685,23162931,56.8880710999192,89.18435,55.97866,25473117,62.814257907172,95.2937,68.23054,27218089,71.6571955156393,97.5289,75.32522,27856514,77.2469358154378,17.52799,6.558496,5006400,37.2291460899135,23.27591,9.325981,6648139,39.991564557768,29.16706,12.14224,8330788,41.5539626640829,591404,2004703,2992373,5148900,7688393,4737158,2310186,1744972,705803,638425,2.0705743165024,7.01869879814022,10.4766465549696,18.0268988681836,26.9179597719611,16.5853421485379,8.08823037710841,6.10935030235817,2.47109854568171,2.23520031655695,2.070576,591404,9.089274,2596107,19.56592,5588480,37.59282,10737380,64.51078,18425773,81.09612,23162931,89.18435,25473117,95.2937,27218089,97.5289,27856514,0.005716055,0.053501606,0.240294176,0.89804055,3.235939,6.9220275,11.195732,20.469162,30.130088,0.1931477072,0.34328936061,0.5363227408,0.289543175581989,0.594291013439802,1.22484502408089,2.38706710305775,5.01545865002872,8.53321066498788,12.5628515814344,21.4971586546918,30.8987743261751
"Peru",2009,"N","income",TRUE,"PER:2009:N:i","PER2009",1.59449,0.4266841,459096,27.996554208523,7.068736,2.178985,2035277,30.7733503197917,17.33343,6.269399,4990755,36.0500238846985,35.55593,14.71957,10237496,41.3623967246167,63.00622,30.71665,18141164,48.7720768352372,79.34957,44.52162,22846848,56.0903533545213,88.084,54.45814,25361722,61.8357659454199,94.90496,67.01563,27325658,70.6483503739171,97.26488,74.32707,28005141,76.4242986505686,16.26996,5.772088,4684553,35.4309529689983,22.26233,8.459651,6409916,37.955413761338,28.327,11.27646,8156095,39.7237026917273,459096,1576181,2955478,5246741,7903668,4705684,2514874,1963936,787514,679483,1.5944899836434,5.47424681746091,10.2646942423337,18.2224980641764,27.4502924443751,16.3433486769456,8.73442897155542,6.82096180432127,2.7351211619769,2.35991783321128,1.59449,459096,7.068736,2035277,17.33343,4990755,35.55593,10237496,63.00622,18141164,79.34957,22846848,88.084,25361722,94.90496,27325658,97.26488,28005141,0.004266841,0.041400715,0.200620768,0.80957635,3.071665,6.678243,10.891628,20.104689,29.730828,0.1763372884,0.32298947518,0.5166873972,0.27996554208523,0.584693656076042,1.15360076431035,2.27493181985392,4.87720768352372,8.4135530031782,12.367153189084,21.1945051121751,30.5697194602274
"Peru",2010,"N","income",TRUE,"PER:2010:N:i","PER2010",0.9106118,0.2472021,264329,27.4712899349562,5.542979,1.572971,1608998,28.6673574773521,14.92372,5.026763,4332009,33.7132908936374,31.52077,12.64186,9149746,40.0797649450353,59.88819,27.91893,17384149,46.6357502045804,78.14912,41.94686,22684872,53.7222496813151,87.37851,52.28377,25363949,59.9617682441159,94.78091,65.48503,27512694,69.0681068516584,97.23405,73.17129,28224783,75.1870232397519,15.58798,5.315671,4524828,34.2681578680462,21.58919,7.977948,6266840,36.8894184229654,27.34109,10.74095,7936482,39.4359704756411,264329,1344669,2723011,4817737,8234403,5300723,2679077,2148745,802891,712089,0.910610336880592,4.6323690971588,9.38074128846838,16.597048044566,28.3674227566425,18.2609292084512,9.22938916841908,7.40240158408834,2.76595017568407,2.45313833964099,0.9106118,264329,5.542979,1608998,14.92372,4332009,31.52077,9149746,59.88819,17384149,78.14912,22684872,87.37851,25363949,94.78091,27512694,97.23405,28224783,0.002472021,0.029886449,0.160856416,0.6953023,2.791893,6.292029,10.456754,19.645509,29.268516,0.17504504603,0.32845211916,0.53060293,0.274712899349562,0.54467979206969,1.0788253085964,2.20438707197694,4.66357502045804,8.05833745219727,11.9923536488232,20.7204320554975,30.0748092959008
"Peru",2011,"N","income",TRUE,"PER:2011:N:i","PER2011",0.8119353,0.2327535,237607,30.6308552202693,5.233163,1.434193,1531449,27.3307798035062,13.35413,4.61382,3907995,34.5319192600678,29.4776,11.69845,8626419,39.7014399042234,57.1647,26.12686,16728860,45.705979162615,76.74687,40.05683,22459448,52.185044791844,86.95591,50.65338,25447054,58.2534557859676,94.59267,64.27398,27681900,67.9823789243984,97.18061,72.22487,28439243,74.3483240722937,15.55817,5.470129,4552992,34.9220245707597,21.69461,8.106931,6348780,37.2461440820837,27.89557,10.9194,8163448,39.0448344020423,237607,1293842,2376546,4718424,8102441,5730588,2987606,2234846,825075,757343,0.811934178681355,4.42122724336169,8.12096834103566,16.123471594315,27.6871000376636,19.5821682910909,10.2090402380127,7.63676091819396,2.81938912774253,2.58794002990263,0.8119353,237607,5.233163,1531449,13.35413,3907995,29.4776,8626419,57.1647,16728860,76.74687,22459448,86.95591,25447054,94.59267,27681900,97.18061,28439243,0.002327535,0.027249667,0.14764224,0.64341475,2.612686,6.0085245,10.130676,19.282194,28.889948,0.19167332016,0.3550835778,0.57436044,0.306308552202693,0.519284816266618,1.10502141632217,2.18357919473229,4.5705979162615,7.8277567187766,11.6506911571935,20.3947136773195,29.7393296289175
"Peru",2012,"N","income",TRUE,"PER:2012:N:i","PER2012",0.9575813,0.2425614,282551,27.5063786140045,4.810623,1.396441,1419460,28.7499233264624,12.33608,4.312932,3639981,34.8257963170988,26.9011,10.70462,7937651,39.6563385846346,53.95593,24.32909,15920662,45.0611093152354,74.35837,37.98669,21940767,51.0710360690561,85.05722,48.60445,25097654,57.1323947945652,93.66131,62.49323,27636444,66.7197039678294,96.45292,70.69175,28460159,73.2848397620776,15.50965,5.63949,4576400,36.4083805565036,21.47881,8.204028,6337707,38.1689226482089,27.41824,10.9115,8090242,39.6877634358604,282551,1136909,2220521,4297670,7983011,6020105,3156887,2538790,1046629,823715,0.957579659297379,3.85304222201346,7.52545820981938,14.5650214452349,27.0548288753083,20.4024409569757,10.6988500408787,8.60408798138245,3.54707872642729,2.79161188266239,0.9575813,282551,4.810623,1419460,12.33608,3639981,26.9011,7937651,53.95593,15920662,74.35837,21940767,85.05722,25097654,93.66131,27636444,96.45292,28460159,0.002425614,0.026532379,0.138013824,0.5887541,2.432909,5.6980035,9.72089,18.747969,28.2767,0.2093378688,0.38074893948,0.60777055,0.275063786140045,0.546248543202786,1.11442548214716,2.1810986221549,4.50611093152354,7.66065541035841,11.426478958913,20.0159111903488,29.313935904831
"Peru",2013,"N","income",TRUE,"PER:2013:N:i","PER2013",0.7283572,0.1702827,216861,26.8268098106289,4.358802,1.182822,1297789,27.2657412229481,11.49191,3.862154,3421600,33.6948721552561,26.26099,10.11526,7818944,38.5053256727716,53.31771,23.73242,15874808,44.4682289415214,73.91785,37.31419,22008291,50.4481116610622,84.56633,47.95108,25178768,56.6407750072827,93.58601,61.92962,27864286,66.1272954459103,96.79009,70.29294,28818269,72.6557995171199,14.94363,5.227189,4449314,34.6865054802021,20.9544,7.77712,6238960,37.0885139573697,27.04558,10.46807,8052547,38.6702948777371,216861,1080928,2123811,4397344,8055864,6133483,3170477,2685518,955718,953983,0.728357273750405,3.63044425323354,7.13310918017127,14.7690801369665,27.0567190077701,20.6001399812528,10.6484798290535,9.01967882232232,3.20990937491845,3.20408214056115,0.7283572,216861,4.358802,1297789,11.49191,3421600,26.26099,7818944,53.31771,15874808,73.91785,22008291,84.56633,25178768,93.58601,27864286,96.79009,28818269,0.001702827,0.022473618,0.123588928,0.5563393,2.373242,5.5971285,9.590216,18.578886,28.117176,0.19596731561,0.3645136144,0.588305534,0.268268098106289,0.518049083236014,1.0782359089682,2.11779291200244,4.44682289415214,7.56721674915933,11.3281550014565,19.8381886337731,29.062319806848
"Peru",2014,"N","income",TRUE,"PER:2014:N:i","PER2014",0.5914265,0.1583975,177962,30.4115416465186,3.72932,0.9987987,1122166,27.4531162566173,10.70828,3.496896,3222160,32.773436566038,25.34489,9.524966,7626368,37.6743615088567,52.70319,22.9322,15858579,43.5230470536419,73.36845,36.58519,22076830,49.8490568396119,84.59857,47.3039,25456013,55.919974084637,93.61222,61.52104,28168253,65.7305715591821,96.81289,69.99951,29131346,72.3148502641413,14.38202,4.929919,4327601,34.2995339308315,20.51293,7.43195,6172414,36.2922574341262,26.61245,10.12941,8007782,37.9619285826277,177962,944204,2099994,4404208,8232211,6218251,3379183,2712240,959013,963093,0.591425313337073,3.13789543022734,6.97895960629782,14.6366083568494,27.3583010425366,20.6652602582774,11.2301185904761,9.01365118309157,3.1871105293227,3.20066968958396,0.5914265,177962,3.72932,1122166,10.70828,3222160,25.34489,7626368,52.70319,15858579,73.36845,22076830,84.59857,25456013,93.61222,28168253,96.81289,29131346,0.001583975,0.0189771753,0.111900672,0.52387313,2.29322,5.4877785,9.46078,18.456312,27.999804,0.18753411876,0.3533892225,0.578389311,0.304115416465186,0.521609208875729,1.04874997011322,2.07208988298712,4.35230470536419,7.47735852594178,11.1839948169274,19.7191714677546,28.9259401056565
"Peru",2015,"N","income",TRUE,"PER:2015:N:i","PER2015",0.593998,0.1543215,180996,32.8419949750314,3.642049,0.9884882,1109759,27.2009830767894,10.44078,3.453312,3181382,32.9798742770675,24.41306,9.224878,7438839,37.6766631775426,52.91883,22.62102,16124756,42.6936777748746,73.69634,36.57546,22455816,49.6433810532627,84.2262,47.29254,25664341,56.1197321540561,93.50813,61.47311,28492614,65.7747867203815,96.5551,69.92461,29421048,72.4199151354628,13.9238,4.818434,4242684,34.4719616025692,19.48852,7.204897,5938295,36.9808167113682,25.62474,9.751706,7808046,37.9670798004642,180996,928763,2071623,4257457,8685917,6331060,3208525,2828273,1049686,928434,0.59399947503726,3.048049318405,6.79873021765738,13.9722823874213,28.5057688469205,20.7775106434916,10.5298579285947,9.28193262426826,3.44489896436364,3.04696959384044,0.593998,180996,3.642049,1109759,10.44078,3181382,24.41306,7438839,52.91883,16124756,73.69634,22455816,84.2262,25664341,93.50813,28492614,96.5551,29421048,0.001543215,0.0187812758,0.110505984,0.50736829,2.262102,5.486319,9.458508,18.441933,27.969844,0.18290775464,0.34187236265,0.5548720714,0.328419949750314,0.516818678458999,1.05535597686616,2.07221647476484,4.26936777748746,7.44650715798941,11.2239464308112,19.7324360161144,28.9679660541851
