"Entity","Year","coveragetype","datatype","IsSurveyYear","ISO3DataYearCovType","ISO3Year","headcount_ratio_1_00","poverty_gap_index_1_00","headcount_1_00","income_gap_ratio_1_00","headcount_ratio_1_90","poverty_gap_index_1_90","headcount_1_90","income_gap_ratio_1_90","headcount_ratio_3_20","poverty_gap_index_3_20","headcount_3_20","income_gap_ratio_3_20","headcount_ratio_5_50","poverty_gap_index_5_50","headcount_5_50","income_gap_ratio_5_50","headcount_ratio_10_00","poverty_gap_index_10_00","headcount_10_00","income_gap_ratio_10_00","headcount_ratio_15_00","poverty_gap_index_15_00","headcount_15_00","income_gap_ratio_15_00","headcount_ratio_20_00","poverty_gap_index_20_00","headcount_20_00","income_gap_ratio_20_00","headcount_ratio_30_00","poverty_gap_index_30_00","headcount_30_00","income_gap_ratio_30_00","headcount_ratio_40_00","poverty_gap_index_40_00","headcount_40_00","income_gap_ratio_40_00","headcount_ratio_40_median","poverty_gap_index_40_median","headcount_40_median","income_gap_ratio_40_median","headcount_ratio_50_median","poverty_gap_index_50_median","headcount_50_median","income_gap_ratio_50_median","headcount_ratio_60_median","poverty_gap_index_60_median","headcount_60_median","income_gap_ratio_60_median","headcount_stacked_below_1_00","headcount_stacked_below_1_90","headcount_stacked_below_3_20","headcount_stacked_below_5_50","headcount_stacked_below_10_00","headcount_stacked_below_15_00","headcount_stacked_below_20_00","headcount_stacked_below_30_00","headcount_stacked_above_40_00","headcount_stacked_below_40_00","headcount_ratio_stacked_below_1_00","headcount_ratio_stacked_below_1_90","headcount_ratio_stacked_below_3_20","headcount_ratio_stacked_below_5_50","headcount_ratio_stacked_below_10_00","headcount_ratio_stacked_below_15_00","headcount_ratio_stacked_below_20_00","headcount_ratio_stacked_below_30_00","headcount_ratio_stacked_above_40_00","headcount_ratio_stacked_below_40_00","multi_headcount_ratio_1_00","multi_headcount_1_00","multi_headcount_ratio_1_90","multi_headcount_1_90","multi_headcount_ratio_3_20","multi_headcount_3_20","multi_headcount_ratio_5_50","multi_headcount_5_50","multi_headcount_ratio_10_00","multi_headcount_10_00","multi_headcount_ratio_15_00","multi_headcount_15_00","multi_headcount_ratio_20_00","multi_headcount_20_00","multi_headcount_ratio_30_00","multi_headcount_30_00","multi_headcount_ratio_40_00","multi_headcount_40_00","total_shortall_daily_1_00","total_shortall_daily_1_90","total_shortall_daily_3_20","total_shortall_daily_5_50","total_shortall_daily_10_00","total_shortall_daily_15_00","total_shortall_daily_20_00","total_shortall_daily_30_00","total_shortall_daily_40_00","total_shortall_daily_40_median","total_shortall_daily_50_median","total_shortall_daily_60_median","avg_shortfall_1_00","avg_shortfall_1_90","avg_shortfall_3_20","avg_shortfall_5_50","avg_shortfall_10_00","avg_shortfall_15_00","avg_shortfall_20_00","avg_shortfall_30_00","avg_shortfall_40_00"
"Switzerland",2014,"N","income",TRUE,"CHE:2014:N:i","CHE2014",0,0,0,70.8247080688428,0.03276806,0.001747058,2683,71.9839587640376,0.03276806,0.01434934,2683,72.1284216448412,0.1209334,0.05323014,9903,74.5143694745607,0.1571961,0.08996693,12872,79.042162596824,0.9478947,0.2068392,77620,79.9277350259345,2.868389,0.6020757,234882,36.4235719104002,11.55958,2.673804,946573,25.7146720295459,24.86334,6.521979,2035972,27.084057008904,4.719986,1.037105,386503,29.7156421878404,10.36783,2.3645,848985,25.2873192730125,17.51112,4.26544,1433924,25.4298392639338,0,2683,0,7220,2969,64748,157262,711691,6152677,1089399,0,0.0327648675624025,0,0.0881708325756788,0.0362575071907466,0.790704302993082,1.92048773857568,8.69118947460075,75.1366556314723,13.3037696450294,0,0,0.03276806,2683,0.03276806,2683,0.1209334,9903,0.1571961,12872,0.9478947,77620,2.868389,234882,11.55958,946573,24.86334,2035972,0,3.3194102e-05,0.00045917888,0.0029276577,0.008996693,0.03102588,0.12041514,0.8021412,2.6087916,0.2398823865,0.6838134,1.48010768,0.708247080688428,1.36769521651671,2.30810949263492,4.09829032110084,7.9042162596824,11.9891602538902,7.28471438208004,7.71440160886377,10.8336228035616
"Switzerland",2015,"N","income",TRUE,"CHE:2015:N:i","CHE2015",0.02313421,0.004893399,1916,68.9269319172265,0.03054256,0.01502017,2530,70.1978596973147,0.03054256,0.02132614,2530,82.3049791952806,0.03794625,0.02753622,3143,72.9443925412589,0.1683193,0.05641053,13941,77.7700309279499,1.063782,0.2506327,88107,78.7257120926307,3.112449,0.7179424,257785,36.3799884262363,11.85276,2.729282,981693,24.9175518883116,24.89508,6.579943,2061909,27.2999125796461,4.830681,1.179232,400096,30.9558113708407,10.90553,2.472954,903239,24.9248209034202,17.92164,4.457812,1484341,25.9537688828252,1916,614,0,613,10798,74166,169678,723908,6220487,1080216,0.0231334024598679,0.00741331373192009,0,0.00740123993105377,0.130372901754516,0.895465515051442,2.04865838339534,8.74032103753551,75.1049213295283,13.042312876612,0.02313421,1916,0.03054256,2530,0.03054256,2530,0.03794625,3143,0.1683193,13941,1.063782,88107,3.112449,257785,11.85276,981693,24.89508,2061909,4.893399e-05,0.00028538323,0.00068243648,0.0015144921,0.005641053,0.037594905,0.14358848,0.8187846,2.6319772,0.2748789792,0.7206187956,1.5588968564,0.689269319172265,1.33375933424898,2.63375933424898,4.01194158976924,7.77700309279499,11.8088568138946,7.27599768524726,7.47526556649348,10.9199650318584
"Switzerland",2016,"N","income",TRUE,"CHE:2016:N:i","CHE2016",0.03427533,0.02375803,2870,72.2049374273544,0.03427533,0.02873991,2870,73.4157375659935,0.05080251,0.0341397,4254,73.6420841299124,0.1323663,0.04918362,11083,75.9691174001301,0.362361,0.1196757,30342,80.2897198815021,1.173119,0.3258714,98229,55.2625749200105,3.616609,0.8322825,302831,34.4807879994692,11.70124,2.903172,979784,27.3051354187016,24.33382,6.617252,2037553,28.013092544005,5.630372,1.387189,471450,31.1095802470778,11.06278,2.731234,926324,27.2846384834467,17.9352,4.675624,1501775,27.1685470637608,2870,0,1384,6829,19259,67887,204602,676953,6335785,1057769,0.0342754586044419,0,0.0165286532085531,0.0815564832089664,0.230003852704859,0.810751936682838,2.44349386111011,8.08462527130757,75.6661799631163,12.6325845200564,0.03427533,2870,0.03427533,2870,0.05080251,4254,0.1323663,11083,0.362361,30342,1.173119,98229,3.616609,302831,11.70124,979784,24.33382,2037553,0.0002375803,0.00054605829,0.0010924704,0.0027050991,0.01196757,0.04888071,0.1664565,0.8709516,2.6469008,0.3262668528,0.802982796,1.6490925848,0.722049374273544,1.39489901375388,2.3565466921572,4.17830145700716,8.02897198815021,8.28938623800157,6.89615759989384,8.19154062561048,11.205237017602
"Switzerland",2017,"N","income",TRUE,"CHE:2017:N:i","CHE2017",0,0,0,75.5195417680167,0,0,0,76.5572649115456,0.02182594,0.006413326,1845,76.7306964100048,0.06367268,0.01827418,5382,78.7634566616968,0.382138,0.09874599,32298,74.9908610648071,1.852635,0.3203672,156582,57.1327780252815,3.454792,0.8857751,291993,36.3294430719847,11.53197,2.848605,974664,27.3941184393686,23.76181,6.544354,2008310,28.1962422463186,5.185408,1.393251,438262,32.0165688269461,10.92142,2.689299,923061,27.5197024079032,17.89321,4.637437,1512305,27.1648473681407,0,0,1845,3537,26916,124284,135411,682671,6443530,1033646,0,0,0.0218295661063153,0.0418488755111313,0.318463198546115,1.47049636528851,1.60214817128578,8.07718792594275,76.2381919203392,12.2298339769802,0,0,0,0,0.02182594,1845,0.06367268,5382,0.382138,32298,1.852635,156582,3.454792,291993,11.53197,974664,23.76181,2008310,0,0,0.000205226432,0.0010050799,0.009874599,0.04805508,0.17715502,0.8545815,2.6177416,0.3281106105,0.7917296256,1.6384064921,0.755195417680167,1.45458803331937,2.45538228512015,4.33199011639332,7.49908610648071,8.56991670379223,7.26588861439694,8.21823553181058,11.2784968985274
"Switzerland",2018,"N","income",TRUE,"CHE:2018:N:i","CHE2018",0.03050398,0.01124564,2597,81.0558108805723,0.03050398,0.02036801,2597,81.9727744605799,0.03957704,0.02574441,3370,72.2003673275736,0.1407676,0.03725394,11985,75.9509995997972,0.8368232,0.1553794,71250,73.8284208179393,1.758416,0.5549135,149717,46.7662446378203,3.881587,1.093987,330491,40.1606080542853,12.51371,3.2672,1065458,28.8487354779406,25.80157,7.252493,2196831,28.8954554346285,5.743062,1.589996,488983,34.5192226156382,11.24962,2.955162,957830,29.2828391100421,19.09252,4.947808,1625600,27.3331137002502,2597,0,773,8615,59265,78467,180774,734967,6317498,1131373,0.0305015227858825,0,0.00907881290469278,0.101182371505729,0.696061897537669,0.921587596626816,2.12317376977094,8.63211886691247,74.1984247965988,13.287870365357,0.03050398,2597,0.03050398,2597,0.03957704,3370,0.1407676,11985,0.8368232,71250,1.758416,149717,3.881587,330491,12.51371,1065458,25.80157,2196831,0.0001124564,0.00038699219,0.00082382112,0.0020489667,0.01553794,0.083237025,0.2187974,0.98016,2.9009972,0.3682430736,0.855519399,1.71936328,0.810558108805723,1.55748271475102,2.31041175448236,4.17730497798885,7.38284208179393,7.01493669567305,8.03212161085706,8.65462064338218,11.5581821738514
"Chile",1987,"N","income",TRUE,"CHL:1987:N:i","CHL1987",3.334671,1.389636,421600,41.1587326386624,11.40916,3.958789,1442451,34.3992870901879,28.37445,10.47018,3587360,36.8602613145416,52.2574,23.34816,6606863,44.6506877692635,74.41841,42.12633,9408663,56.5655001312774,84.4583,54.82628,10677999,64.9096452869338,89.07555,62.84034,11261754,70.5602047621053,93.80808,72.47987,11860084,77.2245483125732,96.11765,78.14008,12152081,81.2664326405988,13.82267,4.724343,1747590,33.9613452364953,20.84848,7.241722,2635857,34.6294302845477,27.5305,10.07818,3480660,36.5077152428193,421600,1020851,2144909,3019503,2801800,1269336,583755,598330,490843,291997,3.33467163134098,8.07448498464437,16.9652922061384,23.8829482800023,22.1610127530625,10.0398926703981,4.61724676981369,4.73252864606321,3.88235348088781,2.30956857764865,3.334671,421600,11.40916,1442451,28.37445,3587360,52.2574,6606863,74.41841,9408663,84.4583,10677999,89.07555,11261754,93.80808,11860084,96.11765,12152081,0.01389636,0.075216991,0.33504576,1.2841488,4.212633,8.223942,12.568068,21.743961,31.256032,0.09854979498,0.18886410976,0.315447034,0.411587326386624,0.65358645471357,1.17952836206533,2.45578782730949,5.65655001312774,9.73644679304007,14.1120409524211,23.167364493772,32.5065730562395
"Chile",1990,"N","income",TRUE,"CHL:1990:N:i","CHL1990",2.190819,1.066494,290823,50.1717185197545,7.92411,2.713637,1051896,34.2584816035361,22.24238,7.591253,2952592,34.1668981341507,45.61896,18.87999,6055745,41.4628305335698,69.85746,37.14991,9273314,53.2612471265459,81.54103,50.28707,10824264,61.7327523247303,86.94607,58.84167,11541763,67.5828216025015,92.1541,69.21604,12233109,75.0966571078608,95.00237,75.35227,12611206,79.2562232522103,13.12749,4.378751,1742625,33.6395200819097,20.2541,6.844755,2688655,33.8578233866992,27.19635,9.665391,3610213,35.6354232072786,290823,761073,1900696,3103153,3217569,1550950,717499,691346,663417,378097,2.1908192797641,5.73329276469848,14.3182672683058,23.3765810147678,24.2384962646397,11.6835709759893,5.40504238802111,5.20802737674735,4.99763345444914,2.84826921261719,2.190819,290823,7.92411,1051896,22.24238,2952592,45.61896,6055745,69.85746,9273314,81.54103,10824264,86.94607,11541763,92.1541,12233109,95.00237,12611206,0.01066494,0.051559103,0.242920096,1.03839945,3.714991,7.5430605,11.768334,20.764812,30.140908,0.10622849926,0.20760141915,0.35172357849,0.501717185197545,0.650911150467186,1.09334074029282,2.28045567934634,5.32612471265459,9.25991284870955,13.5165643205003,22.5289971323582,31.7024893008841
"Chile",1992,"N","income",TRUE,"CHL:1992:N:i","CHL1992",1.153677,0.5700392,158282,53.8932024719111,4.566454,1.477598,626509,33.1279810828685,16.25645,4.960868,2230356,30.5055446055573,39.21613,14.61786,5380382,37.3237304355507,66.10093,32.54557,9068928,49.1793537472746,79.79514,46.31463,10947749,58.0514663288525,86.6317,55.64668,11885712,64.2693625323642,92.55722,67.09033,12698683,72.5411776610174,95.0356,73.7939,13038712,77.6048133527755,11.80069,3.444054,1619033,29.2836057223765,18.70554,5.8021,2566366,30.9272259220969,25.68204,8.527296,3523529,33.2296704996432,158282,468227,1603847,3150026,3688546,1878821,937963,812971,681107,340029,1.15367411188151,3.41277825895517,11.6900011581785,22.9596760715283,26.8848007397182,13.6942112720292,6.83655520528368,5.92552277839817,4.96440222717224,2.47837817685496,1.153677,158282,4.566454,626509,16.25645,2230356,39.21613,5380382,66.10093,9068928,79.79514,10947749,86.6317,11885712,92.55722,12698683,95.0356,13038712,0.005700392,0.028074362,0.158747776,0.8039823,3.254557,6.9471945,11.129336,20.127099,29.51756,0.09450484176,0.19901203,0.35098350336,0.538932024719111,0.629431640574502,0.976177427377834,2.05280517395529,4.91793537472746,8.70771994932787,12.8538725064728,21.7623532983052,31.0419253411102
"Chile",1994,"N","income",TRUE,"CHL:1994:N:i","CHL1994",1.603387,0.8685348,227141,56.8304351956462,4.86472,1.830681,689153,37.5298789714788,15.16519,4.998331,2148352,32.4484185254925,36.45856,13.80727,5164844,37.8341388195961,62.60497,30.53155,8868833,48.7075882219629,76.11922,43.78189,10783308,57.4764950337298,83.42045,52.86272,11817625,63.407783534778,90.56867,64.36704,12830266,71.0762188299423,93.87366,71.38189,13298462,76.0486232114736,13.12872,4.317863,1859859,32.6944108506633,20.2717,6.789011,2871758,33.4376433178804,27.31588,9.613732,3869660,35.0854710511474,227141,462012,1459199,3016492,3703989,1914475,1034317,1012641,867878,468196,1.60338520747067,3.26133637905062,10.3004657519162,21.2933757060751,26.1464076112814,13.514252799241,7.30122953423397,7.14821894716631,6.12633891322671,3.30498915033805,1.603387,227141,4.86472,689153,15.16519,2148352,36.45856,5164844,62.60497,8868833,76.11922,10783308,83.42045,11817625,90.56867,12830266,93.87366,13298462,0.008685348,0.034782939,0.159946592,0.75939985,3.053155,6.5672835,10.572544,19.310112,28.552756,0.12862913877,0.25282276964,0.42963768308,0.568304351956462,0.713067700458097,1.03834939281576,2.08087763507779,4.87075882219629,8.62147425505947,12.6815567069556,21.3228656489827,30.4194492845894
"Chile",1996,"N","income",TRUE,"CHL:1996:N:i","CHL1996",1.045301,0.4993164,152482,48.2564139353753,3.354375,1.223288,489315,36.9015320730497,12.18948,3.676852,1778125,30.3865225761848,30.76824,11.06618,4488277,36.2328380516091,57.80161,26.68882,8431735,46.1911848550228,73.05545,39.90279,10656869,54.5846087838743,81.05806,49.30341,11824239,60.7808371619678,89.23918,61.49131,13017649,68.9155363148168,93.16018,68.98106,13589620,74.0650499289378,13.19657,4.048733,1925032,30.8956932625877,19.57682,6.532808,2855743,33.8048919885524,26.82719,9.334293,3913381,34.9168382258792,152482,336833,1288810,2710152,3943458,2225134,1167370,1193410,997750,571971,1.04530151768276,2.3090728486355,8.83510872761848,18.5787568286813,27.0333720197678,15.2538394515255,8.00260773532172,8.18111832359089,6.83982102325505,3.92100152392104,1.045301,152482,3.354375,489315,12.18948,1778125,30.76824,4488277,57.80161,8431735,73.05545,10656869,81.05806,11824239,89.23918,13017649,93.16018,13589620,0.004993164,0.023242472,0.117659264,0.6086399,2.668882,5.9854185,9.860682,18.447393,27.592424,0.13510622021,0.27254874976,0.4676480793,0.482564139353753,0.701129109387944,0.972368722437914,1.9928060928385,4.61911848550228,8.18769131758114,12.1561674323936,20.674660894445,29.6260199715751
"Chile",1998,"N","income",TRUE,"CHL:1998:N:i","CHL1998",1.14718,0.5780747,171822,49.8540253667664,3.48251,1.309138,521601,38.7484248708854,11.1108,3.555003,1664146,32.0971095195785,28.58268,10.34078,4281037,36.2903698896333,55.26825,25.08672,8277931,45.3600273109643,71.10051,38.11652,10649245,53.6063592347661,79.80303,47.53646,11952685,59.5635274720276,88.0252,59.83831,13184179,67.9194746383149,92.10154,67.45922,13794723,73.1653370102204,13.59302,4.401053,2035926,32.6525158397528,20.45915,6.911929,3064317,33.9071895114919,27.19868,9.713467,4073746,35.8518990362731,171822,349779,1142545,2616891,3996894,2371314,1303440,1231494,1183010,610544,1.14718295485705,2.33532671466369,7.62829060980056,17.4718764181469,26.6855738448536,15.8322624658885,8.70251859877593,8.22216553065808,7.89845833144442,4.07634453091132,1.14718,171822,3.48251,521601,11.1108,1664146,28.58268,4281037,55.26825,8277931,71.10051,10649245,79.80303,11952685,88.0252,13184179,92.10154,13794723,0.005780747,0.024873622,0.113760096,0.5687429,2.508672,5.717478,9.507292,17.951493,26.983688,0.15588529726,0.30606021612,0.5157850977,0.498540253667664,0.736220072546823,1.02710750462651,1.99597034392983,4.53600273109643,8.04095388521491,11.9127054944055,20.3758423914945,29.2661348040882
"Chile",2000,"N","income",TRUE,"CHL:2000:N:i","CHL2000",1.518169,0.8520678,232923,56.6313023460112,4.282053,1.778186,656968,42.0832873267647,12.10122,4.284314,1856612,35.6009038819957,30.41918,11.30912,4667018,37.1671444229093,58.57601,26.88595,8986938,45.9340969903182,75.19007,40.59772,11535926,53.9631185476554,83.39289,50.3435,12794432,60.3461504689574,90.82728,62.80182,13935042,69.0688792911183,94.40032,70.30819,14483230,74.4599694727951,13.05429,4.598038,2002835,35.2800436415123,19.25913,6.907132,2954804,35.9120012830299,26.42477,9.552578,4054181,36.1493435919142,232923,424045,1199644,2810406,4319920,2548988,1258506,1140610,859123,548188,1.51816999647968,2.76388504423018,7.81916567817205,18.3179594420751,28.1568283561198,16.614061741377,8.20282260485077,7.43438767182583,5.59968213480683,3.57303733006274,1.518169,232923,4.282053,656968,12.10122,1856612,30.41918,4667018,58.57601,8986938,75.19007,11535926,83.39289,12794432,90.82728,13935042,94.40032,14483230,0.008520678,0.033785534,0.137098048,0.6220016,2.688595,6.089658,10.0687,18.840546,28.123276,0.15293074388,0.28712947724,0.47657811642,0.566313023460112,0.799582459208529,1.13922892422386,2.04419294326001,4.59340969903182,8.09446778214831,12.0692300937915,20.7206637873355,29.783987789118
"Chile",2003,"N","income",TRUE,"CHL:2003:N:i","CHL2003",1.53901,0.9146252,243928,61.5289482526028,4.011888,1.732106,635870,42.5170919587165,11.21905,3.99372,1778180,35.7342977136854,29.80734,10.85192,4724360,36.4473630131339,57.96742,26.18478,9187634,45.1694090053646,75.19389,40.00918,11917970,53.2221553515604,83.59663,49.97783,13249775,59.7946201120701,91.21205,62.67501,14456793,68.6535117020359,94.48261,70.2778,14975165,74.3670852425738,12.75785,4.440117,2022075,35.0585614762874,19.47654,6.748408,3086964,34.8463583937861,26.33029,9.442862,4173259,35.9360789090882,243928,391942,1142310,2946180,4463274,2730336,1331805,1207018,874487,518372,1.53901170826968,2.47287448330096,7.20716139382745,18.5882945568773,28.1600756912518,17.2264728588363,8.40273969422168,7.61542272347683,5.51738927769518,3.27055761224284,1.53901,243928,4.011888,635870,11.21905,1778180,29.80734,4724360,57.96742,9187634,75.19389,11917970,83.59663,13249775,91.21205,14456793,94.48261,14975165,0.009146252,0.032910014,0.12779904,0.5968556,2.618478,6.001377,9.995566,18.802503,28.11112,0.15047556513,0.28586256288,0.4796973896,0.615289482526028,0.807824747215613,1.14349752683793,2.00460496572236,4.51694090053646,7.98332330273406,11.958924022414,20.5960535106108,29.7468340970295
"Chile",2006,"N","income",TRUE,"CHL:2006:N:i","CHL2006",0.3641949,0.2031238,59562,88.0899765738514,1.451756,0.4925826,237427,35.1208036300078,5.357668,1.581823,876220,29.6792607461063,19.19269,5.816447,3138869,30.1993169338827,48.90096,18.83716,7997509,38.5396088120508,69.83299,32.70199,11420839,46.7225073466771,80.03032,43.39491,13088562,54.1151991734449,89.586,57.44549,14651346,64.1175800440388,93.76031,66.07573,15334034,70.4484866825947,9.838602,2.829824,1609055,29.0573085999494,16.3432,4.825426,2672849,29.5052727519485,23.42638,7.334164,3831268,31.3838965606264,59562,177865,638793,2262649,4858640,3423330,1667723,1562784,1020470,682688,0.364193252207465,1.08755973278065,3.90591484767744,13.8350206157276,29.7082687435828,20.9320319344445,10.1973315730028,9.55567958526899,6.23968785601813,4.17431185928965,0.3641949,59562,1.451756,237427,5.357668,876220,19.19269,3138869,48.90096,7997509,69.83299,11420839,80.03032,13088562,89.586,14651346,93.76031,15334034,0.002031238,0.0093590694,0.050618336,0.319904585,1.883716,4.9052985,8.678982,17.233647,26.430292,0.11508894208,0.2451316408,0.447384004,0.880899765738514,0.667295268970148,0.949736343875402,1.66096243136355,3.85396088120508,7.00837610200156,10.823039834689,19.2352740132116,28.1793946730379
"Chile",2009,"N","income",TRUE,"CHL:2009:N:i","CHL2009",0.4302179,0.2392573,72647,72.4131097611676,1.289789,0.5122564,217796,40.7732496342574,4.003316,1.311571,676007,32.6720979032073,15.17724,4.474496,2562857,29.526896629462,44.8613,16.17539,7575363,35.966422259104,67.15097,29.81188,11339238,44.3816066082482,78.62472,40.73028,13276716,51.7779900550708,88.65315,55.32069,14970136,62.404012952165,92.82394,64.23126,15674423,69.100325025513,8.496019,2.60094,1434654,30.792403706787,14.92955,4.397014,2521032,29.4054263699712,22.32908,6.752658,3770530,30.316173863014,72647,145149,458211,1886850,5012506,3763875,1937478,1693420,1211763,704287,0.430215561998429,0.859572433940974,2.71352571859625,11.1739264271991,29.6840624638388,22.2896692006117,11.4737454627114,10.0284338926505,7.17606095301805,4.17078788543488,0.4302179,72647,1.289789,217796,4.003316,676007,15.17724,2562857,44.8613,7575363,67.15097,11339238,78.62472,13276716,88.65315,14970136,92.82394,15674423,0.002392573,0.0097328716,0.041970272,0.24609728,1.617539,4.471782,8.146056,16.596207,25.692504,0.1136350686,0.2400769644,0.442299099,0.724131097611676,0.774691743050891,1.04550713290263,1.62397931462041,3.5966422259104,6.65724099123723,10.3555980110142,18.7212038856495,27.6401300102052
"Chile",2011,"N","income",TRUE,"CHL:2011:N:i","CHL2011",0.211896,0.1188329,36517,92.8649551362536,0.6096734,0.2417407,105069,41.0584151902787,2.580312,0.7596802,444680,30.844166074811,11.99871,3.296283,2067807,27.4680307519224,39.06648,13.42,6732552,34.3850502368958,62.72135,26.3997,10809132,42.0817341272616,75.68779,37.2369,13043713,49.231711522057,87.07776,52.25106,15006612,60.0368524299715,91.85469,61.59165,15829848,67.068078970862,8.275574,2.198841,1426177,26.5321328546105,14.64357,4.020913,2523611,27.5405185666354,21.95814,6.372458,3784173,29.0826342226648,36517,68552,339611,1623127,4664745,4076580,2234581,1962899,1403728,823236,0.211894501756339,0.397781632784745,1.97063569395,9.41839929217244,27.0677716569097,23.6548700049253,12.9664383062459,11.3899692089442,8.14530890164641,4.77693080066493,0.211896,36517,0.6096734,105069,2.580312,444680,11.99871,2067807,39.06648,6732552,62.72135,10809132,75.68779,13043713,87.07776,15006612,91.85469,15829848,0.001188329,0.0045930733,0.0243097664,0.181295565,1.342,3.959955,7.44738,15.675318,24.63666,0.10429102863,0.2384401409,0.4530817638,0.928649551362536,0.780109888615295,0.987013314393952,1.51074169135573,3.43850502368958,6.31226011908924,9.8463423044114,18.0110557289915,26.8272315883448
"Chile",2013,"N","income",TRUE,"CHL:2013:N:i","CHL2013",0.1408876,0.09198085,24756,77.1159204154594,0.3576744,0.1625364,62849,87.9557475870839,1.308091,0.4069297,229851,33.5410308831776,6.623194,1.734587,1163795,26.4530745538903,29.0378,8.6667,5102379,29.8427051285593,52.63382,19.57174,9248555,37.225358065852,68.40238,29.91488,12019329,43.7432467651477,82.65868,45.50738,14524376,55.0301652698719,89.21154,55.67923,15675812,62.4222640863438,7.492159,1.966532,1316485,26.6970024982962,13.8001,3.663137,2424886,26.7370337517226,21.52518,5.987202,3782299,27.8147873079892,24756,38093,167002,933944,3938584,4146176,2770774,2505047,1895695,1151436,0.140887176040165,0.216788463277509,0.950413644088694,5.31510473176831,22.4146056453781,23.5960182584226,15.7685621386942,14.2563014088661,10.7884599767112,6.55285855675327,0.1408876,24756,0.3576744,62849,1.308091,229851,6.623194,1163795,29.0378,5102379,52.63382,9248555,68.40238,12019329,82.65868,14524376,89.21154,15675812,0.0009198085,0.0030881916,0.0130217504,0.095402285,0.86667,2.935761,5.982976,13.652214,22.271692,0.11307559,0.2630132366,0.5160968124,0.771159204154594,1.67115920415459,1.07331298826168,1.45491910046397,2.98427051285593,5.5838037098778,8.74864935302954,16.5090495809616,24.9689056345375
"Chile",2015,"N","income",TRUE,"CHL:2015:N:i","CHL2015",0.1413353,0.09753713,25397,85.5119496296516,0.3028076,0.1477398,54413,71.614294437195,1.025337,0.3435511,184246,43.1761125400712,5.073168,1.315629,911615,26.7317309754205,24.42963,7.027746,4389846,28.8915561295782,48.25357,16.93256,8670854,35.08412866203,64.46829,26.94253,11584535,41.7855341179415,81.41873,42.69991,14630419,52.4611908789501,88.44009,53.37524,15892112,60.3789675080295,7.281933,1.855699,1308516,25.971702855605,13.65459,3.548417,2453641,26.3175570093648,21.06997,5.808982,3786137,27.7795315119714,25397,29016,129833,727369,3478231,4281008,2913681,3045884,2077241,1261693,0.141335083127367,0.161474929008295,0.722524622895438,4.0478307705347,19.3564620829698,23.8239406838966,16.2147240359739,16.9504377814827,11.5599098086614,7.02136020144966,0.1413353,25397,0.3028076,54413,1.025337,184246,5.073168,911615,24.42963,4389846,48.25357,8670854,64.46829,11584535,81.41873,14630419,88.44009,15892112,0.0009753713,0.0028070562,0.0109936352,0.072359595,0.7027746,2.539884,5.388506,12.809973,21.350096,0.1148677681,0.2746474758,0.5390735296,0.855119496296516,1.3606715943067,1.38163560128228,1.47024520364813,2.88915561295782,5.2626192993045,8.3571068235883,15.738357263685,24.1515870032118
"Chile",2017,"N","income",TRUE,"CHL:2017:N:i","CHL2017",0.1612823,0.1198128,29790,85.2739309597657,0.2875912,0.1646973,53119,76.8268897367798,0.6837938,0.2794149,126300,70.5308146645737,3.573291,0.9263032,660003,27.4454947884589,19.54847,5.306368,3610688,27.2012588396683,41.56249,13.77728,7676774,33.1635406748073,58.86203,23.02229,10872075,39.1136253556316,78.18959,38.66189,14441961,49.4634964352366,86.66877,49.72571,16008102,57.3791956384638,7.107331,1.801412,1312755,25.238605817203,13.60174,3.506982,2512301,25.8148156966744,20.96702,5.81092,3872701,27.6584764483522,29790,23329,73181,533703,2950685,4066086,3195301,3569886,2462337,1566141,0.161284742609529,0.126304523676995,0.396206067435647,2.88949818680541,15.9751752516548,22.0140192661366,17.299540092144,19.3275644395891,13.3312315966069,8.47917583334105,0.1612823,29790,0.2875912,53119,0.6837938,126300,3.573291,660003,19.54847,3610688,41.56249,7676774,58.86203,10872075,78.18959,14441961,86.66877,16008102,0.001198128,0.0031292487,0.0089412768,0.050946676,0.5306368,2.066592,4.604458,11.598567,19.890284,0.124297428,0.3023018484,0.60143022,0.852739309597657,1.45971090499882,2.25698606926636,1.50950221336524,2.72012588396683,4.9745311012211,7.82272507112632,14.839048930571,22.9516782553855
