"","Entity","Year","X_1_9_per_day___share_of_population_below_poverty_line","X_1_9_per_day___poverty_gap_index","X_1_9_per_day___total_number_of_people_below_poverty_line","X_1_9_per_day___absolute_poverty_gap","X_1_9_per_day___income_gap_ratio","X_1_9_per_day___watts_index","X_3_2_per_day___share_of_population_below_poverty_line","X_3_2_per_day___poverty_gap_index","X_3_2_per_day___total_number_of_people_below_poverty_line","X_3_2_per_day___absolute_poverty_gap","X_3_2_per_day___income_gap_ratio","X_3_2_per_day___watts_index","X_5_5_per_day___share_of_population_below_poverty_line","X_5_5_per_day___poverty_gap_index","X_5_5_per_day___total_number_of_people_below_poverty_line","X_5_5_per_day___absolute_poverty_gap","X_5_5_per_day___income_gap_ratio","X_5_5_per_day___watts_index","X_10_per_day___share_of_population_below_poverty_line","X_10_per_day___poverty_gap_index","X_10_per_day___total_number_of_people_below_poverty_line","X_10_per_day___absolute_poverty_gap","X_10_per_day___income_gap_ratio","X_10_per_day___watts_index","X_15_per_day___share_of_population_below_poverty_line","X_15_per_day___poverty_gap_index","X_15_per_day___total_number_of_people_below_poverty_line","X_15_per_day___absolute_poverty_gap","X_15_per_day___income_gap_ratio","X_15_per_day___watts_index","X_20_per_day___share_of_population_below_poverty_line","X_20_per_day___poverty_gap_index","X_20_per_day___total_number_of_people_below_poverty_line","X_20_per_day___absolute_poverty_gap","X_20_per_day___income_gap_ratio","X_20_per_day___watts_index","X_30_per_day___share_of_population_below_poverty_line","X_30_per_day___poverty_gap_index","X_30_per_day___total_number_of_people_below_poverty_line","X_30_per_day___absolute_poverty_gap","X_30_per_day___income_gap_ratio","X_30_per_day___watts_index","X_40_per_day___share_of_population_below_poverty_line","X_40_per_day___poverty_gap_index","X_40_per_day___total_number_of_people_below_poverty_line","X_40_per_day___absolute_poverty_gap","X_40_per_day___income_gap_ratio","X_40_per_day___watts_index","X_40__of_median_income___share_of_population_below_poverty_line","X_40__of_median_income___poverty_gap_index","X_40__of_median_income___total_number_of_people_below_poverty_line","X_40__of_median_income___absolute_poverty_gap","X_40__of_median_income___income_gap_ratio","X_40__of_median_income___watts_index","X_50__of_median_income___share_of_population_below_poverty_line","X_50__of_median_income___poverty_gap_index","X_50__of_median_income___total_number_of_people_below_poverty_line","X_50__of_median_income___absolute_poverty_gap","X_50__of_median_income___income_gap_ratio","X_50__of_median_income___watts_index","X_60__of_median_income___share_of_population_below_poverty_line","X_60__of_median_income___poverty_gap_index","X_60__of_median_income___total_number_of_people_below_poverty_line","X_60__of_median_income___absolute_poverty_gap","X_60__of_median_income___income_gap_ratio","X_60__of_median_income___watts_index","Mean","Mean_estimated","Median","Median_estimated","PPP","Population","Decile_1___share_of_income_or_consumption","Decile_2___share_of_income_or_consumption","Decile_3___share_of_income_or_consumption","Decile_4___share_of_income_or_consumption","Decile_5___share_of_income_or_consumption","Decile_6___share_of_income_or_consumption","Decile_7___share_of_income_or_consumption","Decile_8___share_of_income_or_consumption","Decile_9___share_of_income_or_consumption","Decile_10___share_of_income_or_consumption","Decile_1___threshold_of_income_or_consumption","Decile_2___threshold_of_income_or_consumption","Decile_3___threshold_of_income_or_consumption","Decile_4___threshold_of_income_or_consumption","Decile_5___threshold_of_income_or_consumption","Decile_6___threshold_of_income_or_consumption","Decile_7___threshold_of_income_or_consumption","Decile_8___threshold_of_income_or_consumption","Decile_9___threshold_of_income_or_consumption","Decile_1___average_income_or_consumption","Decile_2___average_income_or_consumption","Decile_3___average_income_or_consumption","Decile_4___average_income_or_consumption","Decile_5___average_income_or_consumption","Decile_6___average_income_or_consumption","Decile_7___average_income_or_consumption","Decile_8___average_income_or_consumption","Decile_9___average_income_or_consumption","Decile_10___average_income_or_consumption","Gini_index","Gini_estimated","Polarization","Polarization_estimated","MLD","MLD_estimated","Palma","P90_P10_ratio","P90_50_ratio","Entropy_0_5","Entropy_1_0","Entropy_1_5","Entropy_2_0","Atkinson_0_5","Atkinson_1_0","Atkinson_1_5","Atkinson_2_0","Theil_0_0","Theil_0_5","Theil_1_0","Theil_1_5","Theil_2_0","Var_Coeff","datayear","isinterpolated","usemicrodata","coveragetype","datatype","IsSurveyYear","OriginalMedian","OriginalMean","OriginalDecileShares","MonotonicityBreaks","DataframeRowsForGpinter","GpinterError","LessThan33Rows","ISO3DataYearCovType"
"AllCols3298","KOR",2014,0.002356429,0.001232129,119581,0.8544814615,0.808926105404775,0.001743726,0.004982316,0.001971928,252836,2.303211904,0.802800953853507,0.003271626,0.00982873,0.003920287,498775,7.8699761525,0.531081602381015,0.006754614,0.03245782,0.01117848,1647126,40.801452,0.401172251875146,0.01804857,0.08248414,0.02537056,4185795,138.903816,0.32498253415457,0.03919375,0.1574906,0.04875363,7992122,355.901499,0.315259156229288,0.07287438,0.3649319,0.1185002,18519075,1297.57719,0.326073173764289,0.1746643,0.5849397,0.2093623,29683735,3056.68958,0.359703177921298,0.3117755,0.07244341,0.02269797,3676261,118.140664053,0.338074295084884,0.03530687,0.124742,0.03750039,6330240,243.913786677,0.311988115499841,0.0566685,0.1849903,0.05677298,9387640,443.246525403,0.310907625275716,0.08443128,1251.199,1251.199,1084.306,1081.70047565255,903.294,50746659,0.02759,0.04711,0.06007,0.07122,0.08134,0.09275,0.1069,0.1243,0.1524,0.2364,5924.5392808772,8073.40904345688,9866.03403057633,11481.7446726725,12980.4057078306,14906.3711965085,17189.5640997719,20297.4274070409,25889.0444545474,4006.21303050994,7047.17132917128,9000.98554321398,10676.3547717555,12193.0407138342,13902.678782987,16018.1928543734,18614.9114975938,22804.1912780004,35880.1401985605,0.311929,0.314959709745097,NA,NA,0.1760675,0.18871167028797,1.16756570430497,4.36979876867559,1.99447113112417,0.166007871926648,0.163346967661729,0.170916006076505,0.188745867676351,0.0812815226169732,0.17197478344825,0.383053943417862,0.897927930273677,0.163346967661729,0.18871167028797,0.18871167028797,0.18871167028797,0.18871167028797,0.614403560660827,2014,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,81,NA,FALSE,"KOR:2014:N:i"
"AllCols3300","KOR",2016,0.002266651,0.0004482879,116093,0.31088765865,0.769620974616207,0.0004994944,0.002266651,0.001186998,116093,1.386413664,0.760857817068037,0.001681093,0.007370937,0.002943955,377523,5.9099896625,0.616947320339316,0.004492733,0.02747921,0.009226506,1407425,33.6767469,0.38167905970175,0.0140323,0.07246975,0.02211789,3711741,121.09544775,0.319522914452271,0.03286693,0.1424858,0.04301967,7297810,314.043591,0.310084115808502,0.06278856,0.3474692,0.1090075,17796609,1193.632125,0.315625932368123,0.1576593,0.5571278,0.1950716,28534862,2848.04536,0.352136145101209,0.2866352,0.07246975,0.02188181,3711741,119.2438295045,0.320700484338314,0.03252795,0.1224447,0.03667812,6271349,249.944882646,0.306839993016388,0.05370969,0.1874698,0.05589133,9601791,456.96751408,0.305551737587045,0.08123131,1304.292,1304.292,1135.595,1131.92498903831,903.294,51217803,0.0281,0.04734,0.05944,0.07022,0.08118,0.09281,0.1065,0.1232,0.151,0.2403,6224.01038344952,8358.86079321463,10146.0380171822,11838.5119928019,13583.0998684598,15551.93634739,17787.8295028438,21030.3026220274,26745.2820710974,4260.04704978835,7390.65300962596,9278.78167194334,10968.2056213678,12685.4190084869,14499.590577076,16638.3257712356,19230.8767052582,23558.163722955,38004.9768622629,0.3140486,0.317050240273338,NA,NA,0.1757269,0.188166643714003,1.19146496239689,4.29711398654101,1.96901166376613,0.167649720125549,0.1666986400686,0.176474009287681,0.197793138618322,0.0820682082716387,0.171523364694881,0.374616983059037,0.890417655699373,0.1666986400686,0.188166643714003,0.188166643714003,0.188166643714003,0.188166643714003,0.628956498683848,2016,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,78,NA,FALSE,"KOR:2016:N:i"
"AllCols3435","LCA",1995,0.3467941,0.1270031,50934,88.07664985,0.381637312916229,0.1877023,0.6217714,0.2758314,91320,322.1710752,0.448667888128,0.4439901,0.8532926,0.4779203,125323,959.42500225,0.561940687652486,0.8577432,0.9658955,0.6755852,141861,2465.88598,0.703665011350125,1.39937,0.9881926,0.77698,145136,4253.9655,0.788577374812481,1.798151,0.9942773,0.8306753,146030,6063.92969,0.837175651786464,2.084523,0.9978492,0.8859436,146554,9701.08242,0.889424826637887,2.480197,0.9988989,0.9140723,146708,13345.45558,0.916376050704438,2.777559,0.1311979,0.04172736,19269,15.5960180736,0.314018194361627,0.05530929,0.1946003,0.06592787,28581,30.801500864,0.33688252975617,0.09232307,0.2551342,0.08573242,37472,48.0650239488,0.36113500155582,0.1201051,105.6508,105.6508,77.84871,77.8487156105238,2.083967,146870,0.02007,0.03218,0.04364,0.0551,0.06721,0.08084,0.09743,0.1201,0.1586,0.3248,325.685930160043,475.068700349378,625.257724652358,773.209447201301,934.184587326285,1121.61702374571,1360.72787312207,1713.25820174643,2414.89580607123,225.62728894158,401.362161210409,550.368306982255,698.562060239422,852.153710818172,1024.91945626569,1235.21140767186,1522.78554652556,2010.8299281402,4156.27613320486,0.4258438,0.432227234013853,0.3738608,NA,0.3157385,0.311719800242111,2.21559370219978,7.41479929723876,2.58503066613727,0.296837522425304,0.310488319117701,0.356276463173752,0.453096253900345,0.142911729042678,0.267813341987383,0.390366578964079,0.563408319858371,0.310488319117701,0.311719800242111,0.311719800242111,0.311719800242111,0.311719800242111,0.951941441371627,1995,0,0,"N","income",TRUE,TRUE,TRUE,TRUE,4684,942,NA,FALSE,"LCA:1995:N:i"
"AllCols3456","LCA",2016,0.04580246,0.02605764,8246,18.07097334,0.574648987157871,0.03214768,0.1020536,0.04640984,18372,54.20669312,0.461350106418643,0.06683121,0.1988449,0.09164665,35797,183.980649875,0.46292206127704,0.1443799,0.4120996,0.1894467,74188,691.480455,0.46108276419503,0.3183862,0.6078233,0.2949517,109423,1614.8605575,0.485938602705842,0.517901,0.7160842,0.3878414,128912,2831.24222,0.542324502533585,0.7068412,0.8424888,0.5199139,151668,5693.057205,0.617838586527792,1.020145,0.9024328,0.6080532,162460,8877.57672,0.673685901480003,1.268667,0.1773234,0.08093072,31922,146.2806577856,0.454822872460014,0.125372,0.2296249,0.1052386,41338,237.77083091,0.455575248290904,0.1687307,0.298874,0.1322532,53804,358.66406574,0.445689189200542,0.2160307,578.8726,578.8726,376.5952,375.308373531816,2.083967,180024,0.009042,0.0223,0.03416,0.04529,0.05846,0.07123,0.08802,0.1176,0.1677,0.3862,1151.67284211455,2014.53307632309,2731.81268174655,3497.81918089784,4503.70048238179,5407.1952276781,6972.31678904398,9537.98475138767,14285.6951100316,612.685754072581,1542.97251468602,2364.86276673635,3137.56881994582,4044.25635532785,4947.56348619801,6097.05471577155,8152.32445586977,11617.3087159296,26948.1144154625,0.5123331,0.513989182864275,NA,NA,0.5387086,0.531726071248934,3.51890809903685,12.4042997174459,3.17199049224441,0.437095254386138,0.451602381864918,0.539699955942363,0.753947098248674,0.206606860855139,0.412410128119199,0.882900574880755,0.99710906550498,0.451602381864918,0.531726071248934,0.531726071248934,0.531726071248934,0.531726071248934,1.22796343451153,2016,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,171,NA,FALSE,"LCA:2016:N:i"
"AllCols3550","LTU",1993,0.06605995,0.008316574,243273,5.767544069,0.124036911240409,0.009332723,0.2991337,0.07658356,1101594,89.44959808,0.255194822495896,0.09825312,0.7041492,0.2615267,2593109,525.01485025,0.370958177894432,0.3761689,0.9358977,0.5294579,3446549,1932.521335,0.565805308139359,0.89025,0.9771962,0.6735063,3598635,3687.4469925,0.688897796995205,1.283799,0.9886091,0.751097,3640665,5483.0081,0.759750532435433,1.557075,0.9955199,0.8316811,3666115,9106.908045,0.83538557755501,1.959191,0.9976368,0.8729469,3673910,12745.02474,0.87509487379947,2.245411,0.03504945,0.002814802,129074,1.7260365864,0.0780872860921707,0.003438302,0.09659395,0.01525227,355718,11.690864955,0.157158365976728,0.01849015,0.1677416,0.03461055,617727,31.83478389,0.205925686101824,0.04196085,157.8112,157.8112,127.7279,127.727930825497,1.763344,3682613,0.03431,0.04657,0.05692,0.06648,0.076,0.08625,0.0983,0.1143,0.141,0.2799,774.328400368022,983.780736772121,1169.55832624577,1348.07596771584,1532.73516990596,1739.46632130589,1995.14964795821,2363.11299445581,3083.8781108459,646.422608658714,881.919918361898,1077.86596100403,1258.86074685864,1439.31327024962,1633.40832008061,1861.51437700339,2164.92980923643,2669.36454128248,5303.74444726418,0.3364114,0.336759240660752,0.2546083,NA,0.1945027,0.172298978945625,1.37222495250446,3.98264884689777,2.0120097531494,0.180103071308263,0.199827379278597,0.238676575672434,0.312495327027166,0.0880242158857147,0.158272523249092,0.216795394756512,0.266940223197654,0.199827379278597,0.172298978945625,0.172298978945625,0.172298978945625,0.172298978945625,0.790563504124958,1993,0,0,"N","income",TRUE,TRUE,TRUE,TRUE,4763,635,NA,FALSE,"LTU:1993:N:i"
"AllCols3562","LTU",2005,0.01781727,0.008627247,59198,5.9829957945,0.538350528874865,0.01061066,0.04343128,0.01765694,144302,20.62330592,0.423270275357588,0.0248885,0.1207451,0.04401093,401179,88.351941975,0.367630678747508,0.0653507,0.3576639,0.1280951,1188348,467.547115,0.354464810589424,0.1952974,0.6674334,0.2631119,2217566,1440.5376525,0.393485358752202,0.4062271,0.8156792,0.3860891,2710117,2818.45043,0.472687189571589,0.6217402,0.9229301,0.5505006,3066461,6027.98157,0.596407065663575,0.9759256,0.9652904,0.6503636,3207204,9495.30856,0.67255460268625,1.248285,0.09632786,0.03372116,320052,58.5132940436,0.356677420571271,0.04975406,0.1438607,0.05046174,477981,109.406098494,0.353616477728364,0.07525295,0.1985464,0.07033483,659676,183.0428783335,0.356923501214351,0.1056551,439.3212,439.3212,361.4908,360.779028981683,1.763344,3322528,0.02183,0.04218,0.05663,0.06829,0.07748,0.08725,0.1009,0.1192,0.1547,0.2716,1775.35033705958,2609.04317985303,3325.46440019763,3827.35067283146,4329.3483477802,4907.27985218618,5738.26324933777,6917.69785604087,9795.91398193412,1133.35460384629,2219.68021383032,2982.57263020658,3598.33538623083,4082.16663807622,4597.55513571381,5312.29895402792,6278.27757992146,8146.74362364942,14367.5592344971,0.3530221,0.354225307701463,NA,NA,0.2375198,0.245340766531477,1.4463098363278,5.5177357265488,2.26267631870205,0.214849354229494,0.215213271781555,0.231707201614356,0.265860772704183,0.104539661801445,0.21756213582942,0.57985226678411,0.98332325346214,0.215213271781555,0.245340766531477,0.245340766531477,0.245340766531477,0.245340766531477,0.729192392588105,2005,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,228,NA,FALSE,"LTU:2005:N:i"
"AllCols3563","LTU",2006,0.01523017,0.007085306,49801,4.913659711,0.545224149493816,0.006199557,0.0275848,0.0125918,90200,14.7072224,0.500267035764419,0.01530395,0.07080953,0.02624308,231541,52.6829831,0.378089111387858,0.03727228,0.2234808,0.07626398,730762,278.363527,0.343878083164049,0.113564,0.509084,0.1747185,1664658,956.5837875,0.343963007362819,0.2592223,0.7116391,0.2856756,2326995,2085.43188,0.401656681330129,0.4350241,0.8842635,0.4613924,2891461,5052.24678,0.521640170650532,0.7612324,0.9411262,0.5756331,3077397,8404.24326,0.611873267968536,1.024288,0.08027224,0.02960633,262483,63.6491685505,0.372630603176599,0.04236481,0.1187261,0.04386526,388224,117.999742663,0.369664606192924,0.06416953,0.1700192,0.06064778,555947,195.686126948,0.357319791930715,0.08987923,547.131,547.131,448.2757,448.052656927227,1.763344,3269909,0.02341,0.04567,0.05784,0.06749,0.07691,0.08806,0.1014,0.1195,0.1519,0.2678,2398.54280414913,3482.16956249216,4094.68886582937,4735.79895960372,5376.63188312672,6176.34150611446,7166.80786375367,8804.28698180162,11478.6218311768,1511.50650779092,2991.22831739208,3793.15329805017,4425.61937397235,5045.15089722002,5775.76092862053,6653.34575453793,7835.50619062879,9954.23359011541,17670.2151416718,0.3441899,0.345758739725923,NA,NA,0.2264472,0.236545007003402,1.38900324081508,4.78566478418497,2.13490937834143,0.205568185619976,0.207530702956901,0.226172276157611,0.264038400065777,0.100142950376295,0.210649644791631,0.627865257910344,0.989787440352669,0.207530702956901,0.236545007003402,0.236545007003402,0.236545007003402,0.236545007003402,0.726688929413097,2006,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,183,NA,FALSE,"LTU:2006:N:i"
"AllCols3564","LTU",2007,0.01339564,0.007920618,43285,5.492948583,0.640480564987739,0.003308837,0.01903208,0.01136801,61498,13.27783568,0.620435428246066,0.008744849,0.04291662,0.01887782,138676,37.89722365,0.414385308365754,0.02095136,0.1616504,0.0576107,522340,210.279055,0.352994385842532,0.07672345,0.3821728,0.1272891,1234913,696.9078225,0.33466152629129,0.1794862,0.5904477,0.2202331,1907910,1607.70163,0.374073688883116,0.3200146,0.8198548,0.3878908,2649192,4247.40426,0.474032885956312,0.6076721,0.9161987,0.509687,2960507,7441.4302,0.556762761864486,0.8570873,0.08345969,0.02847628,269683,72.341141712,0.343711279128088,0.03462465,0.1308317,0.04434119,422756,140.805448845,0.346471092654204,0.05718624,0.1802995,0.0625952,582601,238.7537416,0.349408338177156,0.08409678,649.2207,649.2207,529.533,528.969635566567,1.763344,3231294,0.02358,0.04394,0.05722,0.06704,0.07596,0.0882,0.103,0.121,0.1524,0.2677,2739.82575667775,3993.23110368767,4859.01897712572,5580.74830899438,6347.6356267988,7411.00847409209,8613.30970482911,10386.1469101255,13620.0861091859,1792.10305375148,3408.31271195664,4448.12144646935,5213.96453092211,5908.06190422064,6859.70145739093,8005.54794644055,9405.64815494935,11826.6079370208,21038.4148568781,0.3479719,0.35065627818735,NA,NA,0.2438714,0.266957443336524,1.41553657792813,4.97115047407296,2.14569438291068,0.213049832793538,0.216662236581888,0.242734045907924,0.297960063403971,0.103688026943434,0.234294343350038,0.864202049134862,0.998047884163314,0.216662236581888,0.266957443336524,0.266957443336524,0.266957443336524,0.266957443336524,0.771958630243837,2007,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,154,NA,FALSE,"LTU:2007:N:i"
"AllCols3566","LTU",2009,0.02243251,0.01153054,70952,7.99642949,0.547656174664047,0.01134389,0.04286628,0.01943513,135582,22.70023184,0.476465303603879,0.02465026,0.0885499,0.03777885,280076,75.841041375,0.432677245299649,0.05522743,0.2525153,0.09524954,798685,347.660821,0.37845083108734,0.1466237,0.4815874,0.1841641,1523220,1008.2984475,0.383762028080175,0.2884104,0.6667393,0.2825376,2108840,2062.52448,0.423497012712853,0.4520194,0.8521326,0.446319,2695224,4887.19305,0.523727727005955,0.761483,0.9343737,0.5595705,2955346,8169.7293,0.598972984667975,1.018358,0.108475,0.0440445,343097,99.190416225,0.406433248327835,0.06565512,0.160716,0.06262302,508331,176.230571733,0.3923069852082,0.09496833,0.2198448,0.08413705,695351,284.374815295,0.386518201099637,0.1289762,575.9537,575.9537,469.2789,469.493611638716,1.763344,3162916,0.01827,0.0387,0.05262,0.06494,0.07592,0.08816,0.1033,0.1238,0.1582,0.2761,2199.58322084437,3157.11835889864,4044.42734443793,4863.3124814177,5633.92333966459,6600.02713931036,7670.20578385443,9602.42747643488,12671.1647005881,1245.87223393149,2670.87913806265,3632.25865346523,4485.19304078761,5245.82843877861,6092.29147717328,7137.06799361538,8552.06318361255,10924.7390863139,19128.2507542593,0.3722599,0.373151888198549,NA,NA,0.2826266,0.295771445065832,1.58949044228025,5.76071165687648,2.24908362017976,0.241129339800618,0.237657062585266,0.255536844669071,0.296358351495606,0.116930709993266,0.256042556264949,0.768018915814837,0.994549475181735,0.237657062585266,0.295771445065832,0.295771445065832,0.295771445065832,0.295771445065832,0.769880966767728,2009,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,174,NA,FALSE,"LTU:2009:N:i"
"AllCols3567","LTU",2010,0.0153434,0.01008498,47523,6.99393363,0.648487140306774,0.01092917,0.0309015,0.01541289,95711,18.00225552,0.469576434902513,0.02006182,0.08200161,0.03117263,253982,62.579054725,0.380058526998417,0.04498376,0.2672688,0.09527588,827807,347.756962,0.356254734369844,0.1401829,0.503363,0.1923702,1559057,1053.226845,0.382065413240627,0.2917327,0.7176105,0.2983026,2222642,2177.60898,0.415750312276036,0.4660098,0.8960122,0.4729298,2775202,5178.58131,0.52817604974272,0.7948836,0.9650627,0.5892437,2989071,8602.95802,0.611019145818098,1.062893,0.1014308,0.0359009,314160,78.229856145,0.354998217254081,0.05204927,0.1548752,0.05429457,479692,147.838684653,0.347380524499451,0.07922193,0.2270855,0.07760725,703348,253.8067504,0.34273338881961,0.1135893,518.1918,518.1918,454.0152,454.062077902331,1.763344,3097282,0.02246,0.04236,0.05597,0.06863,0.08144,0.09412,0.1069,0.1252,0.155,0.2479,2164.85991658059,3021.20237816801,3871.0709329579,4690.72580038904,5448.74493482798,6269.31068219367,7073.3561407526,8494.81468958409,11108.2069589368,1387.11867012727,2632.45715401931,3477.71381781829,4266.48983638863,5062.65532044145,5851.4471185481,6644.11877662751,7782.96284923908,9631.54853793625,15446.5039188541,0.3361931,0.336787607183433,NA,NA,0.2361349,0.248532288726433,1.31305622884866,5.13114353213312,2.038672591909,0.196684840114994,0.190812052814316,0.200058818462117,0.223638070173339,0.0959246121618055,0.220055322991751,0.761864440524084,0.994450717593616,0.190812052814316,0.248532288726433,0.248532288726433,0.248532288726433,0.248532288726433,0.668787066521682,2010,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,193,NA,FALSE,"LTU:2010:N:i"
"AllCols3568","LTU",2011,0.007005751,0.004867425,21214,3.3755592375,0.627158208774983,0.003422718,0.01519677,0.007412972,46018,8.658351296,0.478752320638023,0.007480787,0.05258466,0.01744502,159232,35.02087765,0.331259276255745,0.0219669,0.2128659,0.06771797,644582,247.1705905,0.317602936729638,0.09270572,0.450124,0.1543124,1363027,844.86039,0.342652362901741,0.221135,0.6600607,0.2569118,1998740,1875.45614,0.388406959323315,0.3813219,0.8699646,0.4324156,2634353,4734.95082,0.49683423827298,0.6950134,0.948035,0.5540127,2870759,8088.58542,0.584226303721048,0.9580079,0.08010245,0.02415359,242559,56.246465033,0.302072107250455,0.03129346,0.1386412,0.0405819,419821,118.054776195,0.291772335911254,0.05413414,0.1968954,0.06157145,596222,215.0721534225,0.313812279980924,0.08384708,566.6272,566.6272,484.9901,485.096178120639,1.763344,3028115,0.02627,0.04485,0.05819,0.06973,0.0805,0.09175,0.1057,0.1239,0.1537,0.2454,2525.26799700098,3534.01228679173,4363.01791629229,5129.86975317216,5821.15413744767,6688.30779884223,7755.53920546003,9246.96150652663,11759.7687958073,1774.23967452518,3046.60223104477,3952.8231247779,4740.36639640465,5472.65136544586,6237.94655553807,7186.45457017023,8416.94748170371,10438.6207148806,16728.6118855091,0.3249105,0.325610102465607,NA,NA,0.2011301,0.210942755672383,1.23786983744857,4.65683991155523,2.02017821863818,0.178151883907633,0.176120013662693,0.185375114786406,0.205706554314718,0.0870923110950766,0.190179576819939,0.648880680527807,0.989863803494631,0.176120013662693,0.210942755672383,0.210942755672383,0.210942755672383,0.210942755672383,0.641414927039772,2011,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,177,NA,FALSE,"LTU:2011:N:i"
"AllCols3569","LTU",2012,0.009477926,0.006550754,28318,4.542947899,0.613891203708804,0.006562132,0.02010564,0.009141351,60071,10.677097968,0.51628115139229,0.0111475,0.05470726,0.02005201,163453,40.254410075,0.391996460079133,0.02738584,0.2078959,0.06890205,621146,251.4924825,0.337536273900034,0.09754526,0.4258047,0.1492827,1272208,817.3227825,0.352940546679079,0.2188429,0.631052,0.2457496,1885440,1793.97208,0.390400171718376,0.3703801,0.8462461,0.4148534,2528391,4542.64473,0.490960785355298,0.6711904,0.9262237,0.5347802,2767346,7807.79092,0.577961176407101,0.9269353,0.08704922,0.02847838,260083,68.396525246,0.340339477017417,0.039443,0.1413769,0.04594681,422402,138.0219198995,0.331084891577113,0.06425919,0.2037847,0.06709549,608862,241.7148574995,0.335350134241123,0.09489718,610.1182,610.1182,500.4577,499.432397377098,1.763344,2987773,0.02357,0.04183,0.05523,0.06718,0.07695,0.08915,0.1034,0.1227,0.1517,0.2683,2519.23177856029,3541.65605422769,4477.84114513806,5304.59108935739,5993.18876852518,6956.39684840461,8160.24502039908,9837.28175873452,12732.6784524642,1676.56609804687,3046.64203415327,4032.9919029155,4909.96638626953,5625.90916121977,6515.39334025971,7550.61732381292,8959.20044302412,11066.0555999668,19830.8417103315,0.3509868,0.353972297494895,NA,NA,0.2397535,0.256491280378116,1.45109031303026,5.0541909485362,2.12452484716204,0.216178471222109,0.219098615507694,0.24156048888215,0.287811605533137,0.105168414897309,0.226238258560129,0.77244252892467,0.996391488281534,0.219098615507694,0.256491280378116,0.256491280378116,0.256491280378116,0.256491280378116,0.758698366326351,2012,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,164,NA,FALSE,"LTU:2012:N:i"
"AllCols3570","LTU",2013,0.007050082,0.004677002,20852,3.243500887,0.732659748894533,0.004306663,0.01966026,0.008249926,58149,9.635913568,0.442147459201819,0.009774111,0.04894839,0.01838842,144774,36.91475315,0.391002727229552,0.02531839,0.1892404,0.05925416,559714,216.277684,0.313555180103272,0.08475112,0.4067836,0.1379361,1203139,755.2001475,0.338076719410445,0.2004655,0.6080157,0.2323035,1798321,1695.81555,0.382023996363304,0.3466034,0.824199,0.3993448,2437724,4372.82556,0.484568098326602,0.6400153,0.9113382,0.5185966,2695455,7571.51036,0.568576339803925,0.8908176,0.07405211,0.02620454,219023,65.135314851,0.358882467646404,0.03729565,0.1304887,0.04137312,385945,128.662128576,0.313458576410168,0.05929426,0.196211,0.06211705,580331,231.715231615,0.315412284384199,0.08888003,637.2954,637.2954,517.971,517.339218852766,1.763344,2957689,0.02451,0.04275,0.05483,0.06555,0.07612,0.08728,0.1018,0.122,0.1541,0.2711,2798.49450083081,3760.51923836978,4613.05263286976,5410.04836907342,6208.0706262332,7198.66724242038,8472.41300154552,10239.2349775991,13683.6232775518,1859.32882381354,3265.29238896363,4187.3528030694,5011.37976035123,5818.58835645277,6670.52287608009,7782.44331165148,9322.81930124526,11762.4626542737,20795.2577240989,0.3531115,0.354003939932984,NA,NA,0.2331236,0.240069913426847,1.45184277711942,4.88963736519384,2.20416681790466,0.210757187385644,0.213312208718224,0.231707697811934,0.268308251173088,0.102602431690653,0.213427132860438,0.618890541816838,0.988186767166225,0.213312208718224,0.240069913426847,0.240069913426847,0.240069913426847,0.240069913426847,0.732541126726804,2013,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,158,NA,FALSE,"LTU:2013:N:i"
