"Entity","Year","coveragetype","datatype","IsSurveyYear","ISO3DataYearCovType","ISO3Year","headcount_ratio_1_00","poverty_gap_index_1_00","headcount_1_00","total_shortall_annual_1_00","income_gap_ratio_1_00","watts_index_1_00","headcount_ratio_1_90","poverty_gap_index_1_90","headcount_1_90","total_shortall_annual_1_90","income_gap_ratio_1_90","watts_index_1_90","headcount_ratio_3_20","poverty_gap_index_3_20","headcount_3_20","total_shortall_annual_3_20","income_gap_ratio_3_20","watts_index_3_20","headcount_ratio_5_50","poverty_gap_index_5_50","headcount_5_50","total_shortall_annual_5_50","income_gap_ratio_5_50","watts_index_5_50","headcount_ratio_10_00","poverty_gap_index_10_00","headcount_10_00","total_shortall_annual_10_00","income_gap_ratio_10_00","watts_index_10_00","headcount_ratio_15_00","poverty_gap_index_15_00","headcount_15_00","total_shortall_annual_15_00","income_gap_ratio_15_00","watts_index_15_00","headcount_ratio_20_00","poverty_gap_index_20_00","headcount_20_00","total_shortall_annual_20_00","income_gap_ratio_20_00","watts_index_20_00","headcount_ratio_30_00","poverty_gap_index_30_00","headcount_30_00","total_shortall_annual_30_00","income_gap_ratio_30_00","watts_index_30_00","headcount_ratio_40_00","poverty_gap_index_40_00","headcount_40_00","total_shortall_annual_40_00","income_gap_ratio_40_00","watts_index_40_00","headcount_ratio_40_median","poverty_gap_index_40_median","headcount_40_median","total_shortall_annual_40_median","income_gap_ratio_40_median","watts_index_40_median","headcount_ratio_50_median","poverty_gap_index_50_median","headcount_50_median","total_shortall_annual_50_median","income_gap_ratio_50_median","watts_index_50_median","headcount_ratio_60_median","poverty_gap_index_60_median","headcount_60_median","total_shortall_annual_60_median","income_gap_ratio_60_median","watts_index_60_median","MeanPerMonth","MeanPerMonth_estimated","MedianPerMonth","MedianPerMonth_estimated","PPP","Population","share_decile_1","share_decile_2","share_decile_3","share_decile_4","share_decile_5","share_decile_6","share_decile_7","share_decile_8","share_decile_9","share_decile_10","threshold_decile_1","threshold_decile_2","threshold_decile_3","threshold_decile_4","threshold_decile_5","threshold_decile_6","threshold_decile_7","threshold_decile_8","threshold_decile_9","average_decile_1","average_decile_2","average_decile_3","average_decile_4","average_decile_5","average_decile_6","average_decile_7","average_decile_8","average_decile_9","average_decile_10","Gini","Gini_estimated","Polarization","Polarization_estimated","MLD","MLD_estimated","Palma","P90_P10_ratio","P90_50_ratio","Entropy_0_5","Entropy_1_0","Entropy_1_5","Entropy_2_0","Atkinson_0_5","Atkinson_1_0","Atkinson_1_5","Atkinson_2_0","Theil_0_0","Theil_0_5","Theil_1_0","Theil_1_5","Theil_2_0","Var.Coeff","datayear","isinterpolated","usemicrodata","OriginalMedian","OriginalMean","OriginalDecileShares","MonotonicityBreaks","RowsWithIncreasingHeadcount","DataframeRowsForGpinter","LessThan33Rows","headcount_stacked_below_1_00","headcount_stacked_below_1_90","headcount_stacked_below_3_20","headcount_stacked_below_5_50","headcount_stacked_below_10_00","headcount_stacked_above_30_00","headcount_stacked_below_30_00","headcount_ratio_stacked_below_1_00","headcount_ratio_stacked_below_1_90","headcount_ratio_stacked_below_3_20","headcount_ratio_stacked_below_5_50","headcount_ratio_stacked_below_10_00","headcount_ratio_stacked_above_30_00","headcount_ratio_stacked_below_30_00","multi_headcount_ratio_1_00","multi_headcount_1_00","multi_headcount_ratio_1_90","multi_headcount_1_90","multi_headcount_ratio_3_20","multi_headcount_3_20","multi_headcount_ratio_5_50","multi_headcount_5_50","multi_headcount_ratio_10_00","multi_headcount_10_00","multi_headcount_ratio_15_00","multi_headcount_15_00","multi_headcount_ratio_20_00","multi_headcount_20_00","multi_headcount_ratio_30_00","multi_headcount_30_00","multi_headcount_ratio_40_00","multi_headcount_40_00","total_shortall_daily_1_00","total_shortall_daily_1_90","total_shortall_daily_3_20","total_shortall_daily_5_50","total_shortall_daily_10_00","total_shortall_daily_15_00","total_shortall_daily_20_00","total_shortall_daily_30_00","total_shortall_daily_40_00","total_shortall_daily_40_median","total_shortall_daily_50_median","total_shortall_daily_60_median","avg_shortfall_1_00","avg_shortfall_1_90","avg_shortfall_3_20","avg_shortfall_5_50","avg_shortfall_10_00","avg_shortfall_15_00","avg_shortfall_20_00","avg_shortfall_30_00","avg_shortfall_40_00"
"Iceland",2007,"N","income",TRUE,"ISL:2007:N:i","ISL2007",0.02240343,0.02041861,70,0.0745279265,81.7199792032736,0.0005429891,0.08061417,0.02155938,251,0.1495143003,78.6310334933055,0.0006887957,0.1315996,0.04852361,410,0.5667557648,75.3192075767479,0.001139669,0.1895444,0.09640777,591,1.93538598275,74.5925248937473,0.002004397,0.4504906,0.1930142,1404,7.0450183,76.9712065038174,0.003817781,0.9753404,0.3515618,3039,19.24800855,68.464862993249,0.006470579,3.137071,0.7264067,9774,53.0276891,33.3748036695311,0.01164324,13.4572,2.931754,41928,321.027063,23.3355913204848,0.04004446,31.01824,7.671742,96642,1120.074332,25.1938349560215,0.101834,2.804919,0.6650274,8739,47.2847781948,35.2523368070699,0.01084633,6.184221,1.401039,19268,124.5208437225,26.5516509782288,0.02041389,12.01527,2.669985,37435,284.761910205,23.312163781043,0.03668957,1763.648,1763.648,1481.275,1482.01859024837,140.8077,311566,0.03721,0.05336,0.0635,0.07207,0.07974,0.08845,0.1004,0.116,0.1414,0.2478,10041.0359763071,12371.3176476988,14397.1688899232,16004.0760749097,17784.2230829804,19746.8752201037,22789.7429497579,26499.6021087294,33696.3976993466,7620.6816819456,11265.5193892606,13411.9539171577,15233.7572874458,16862.0064941989,18697.3787103522,21227.2591015937,24519.0270249676,29828.9691493223,52971.2072437554,0.2947096,0.298147668525578,NA,NA,0.1496388,0.165616385885159,1.11443459157257,3.35586863535366,1.89473543725361,0.152466076268322,0.161858980671087,0.185750172361832,0.230467477331011,0.0747801691083696,0.152628764585699,0.42213969107613,0.956352124757081,0.161858980671087,0.165616385885159,0.165616385885159,0.165616385885159,0.165616385885159,0.678921906158597,2007,0,1,1,1,1,0,2000,58,0,70,181,159,181,813,269638,40524,0.0224671498173742,0.0580936302420675,0.0510325260137499,0.0580936302420675,0.260939897164646,86.5428191779591,13.006553988561,0.02240343,70,0.08061417,251,0.1315996,410,0.1895444,591,0.4504906,1404,0.9753404,3039,3.137071,9774,13.4572,41928,31.01824,96642,0.0002041861,0.00040962822,0.00155275552,0.00530242735,0.01930142,0.05273427,0.14528134,0.8795262,3.0686968,0.12954733752,0.3411529965,0.780169617,0.817199792032736,1.4939896363728,2.41021464245593,4.1025888691561,7.69712065038174,10.2697294489874,6.67496073390622,7.00067739614544,10.0775339824086
"Iceland",2008,"N","income",TRUE,"ISL:2008:N:i","ISL2008",0.060815,0.03474317,193,0.1268125705,74.4139403398187,0.0005334083,0.060815,0.04709298,193,0.3265898163,86.5336528104309,0.0009237518,0.060815,0.05266755,193,0.615156984,83.2641010743753,0.001240779,0.09668442,0.06150377,307,1.23468818275,81.6549198773958,0.001629019,0.3972439,0.1472706,1261,5.3753769,82.4349553534295,0.003057017,1.092943,0.3278286,3469,17.94861585,61.0735857308754,0.005754904,2.796808,0.7091838,8877,51.7704174,38.9277633314475,0.0109684,13.45236,2.952438,42700,323.291961,23.6056010452985,0.03962458,31.30337,7.840114,99361,1144.656644,25.5078838743711,0.1031881,2.681627,0.690914,8512,49.982791502,38.3731214242659,0.01072242,6.871235,1.437071,21810,129.9263076455,24.4113600878736,0.02042352,13.13998,2.858872,41708,310.229065644,23.441370911804,0.03842624,1837.789,1837.789,1506.915,1502.51763709233,140.8077,317414,0.03575,0.05062,0.06041,0.06905,0.07738,0.0867,0.09803,0.1137,0.1376,0.2708,9988.84329567426,12199.7579833411,14309.8567556,16051.9217159378,18030.2116451079,20189.9067960267,23153.6555655161,27132.9548100247,34962.8844841718,7560.6718587946,11131.9005839065,13291.0871629341,15200.1090983151,17026.0582016252,19070.0820830004,21589.8262034445,25021.6254718574,30217.7271892971,60425.5921468252,0.3178928,0.322302208956032,NA,NA,0.1730574,0.192920817185378,1.28064361551871,3.5001935108255,1.93912779130678,0.180117612013948,0.196383450999385,0.233973645730534,0.305496961908043,0.0880311588721233,0.175452738472789,0.503107728103794,0.976502976889572,0.196383450999385,0.192920817185378,0.192920817185378,0.192920817185378,0.192920817185378,0.781661003131207,2008,0,1,1,1,1,0,2022,55,0,193,0,0,114,954,274714,41439,0.0608038712848205,0,0,0.0359152400335209,0.300553850806833,86.54753728569,13.0551897521848,0.060815,193,0.060815,193,0.060815,193,0.09668442,307,0.3972439,1261,1.092943,3469,2.796808,8877,13.45236,42700,31.30337,99361,0.0003474317,0.00089476662,0.0016853616,0.00338270735,0.01472706,0.04917429,0.14183676,0.8857314,3.1360456,0.1369391548,0.3559624867,0.8499426456,0.744139403398187,1.64413940339819,2.66445123438001,4.49102059325677,8.24349553534295,9.16103785963131,7.7855526662895,7.08168031358955,10.2031535497484
"Iceland",2009,"N","income",TRUE,"ISL:2009:N:i","ISL2009",0.05982059,0.03364025,191,0.1227869125,84.613106554404,0.001168049,0.09720067,0.05605271,310,0.38872554385,80.3243636073079,0.001668535,0.09720067,0.07276907,310,0.8499427376,75.5192497932669,0.002175239,0.1515027,0.1025258,483,2.058205435,85.7566544251735,0.00294388,0.7454843,0.258908,2374,9.450142,85.2306122812601,0.005449271,1.814937,0.5739821,5781,31.425519975,43.5451925947068,0.0102015,5.459502,1.273205,17388,92.943965,29.1648852716415,0.01967511,20.33704,4.671344,64773,511.512168,24.1605176878729,0.06413967,41.07318,11.06128,130818,1614.94688,27.3613888827557,0.1496803,3.221182,0.8593106,10259,54.9511942488,33.6620394513478,0.01414803,6.970508,1.698327,22201,135.8177576805,28.0246454955878,0.02527219,13.00018,3.00873,41405,288.713217705,25.5193671927677,0.04253292,1542.674,1542.674,1332.661,1331.05214864349,140.8077,318499,0.03674,0.05394,0.06403,0.07357,0.08207,0.0908,0.1013,0.1166,0.1409,0.24,8940.76307690371,10862.8733061622,12802.5830229043,14425.2794484774,15972.6257837218,17669.2319360612,19924.3114046341,23388.1633081785,29343.4948736082,6504.99682556186,9969.97765102034,11833.0477372912,13609.1770440101,15167.9391914548,16783.3903564959,18732.1752821672,21537.1301161876,26001.2931266232,44981.7526691877,0.2865641,0.290782785995425,NA,NA,0.14326,0.161700130170767,1.07310968923401,3.28198998465913,1.8371115226097,0.14611913901321,0.15267268407836,0.171698006249177,0.207228575130375,0.0717251443324821,0.149303735560516,0.444980143152906,0.966804262163189,0.15267268407836,0.161700130170767,0.161700130170767,0.161700130170767,0.161700130170767,0.643783465352093,2009,0,1,1,1,1,0,2164,66,0,191,119,0,173,1891,253726,62399,0.0599687911108041,0.0373627546711293,0,0.0543172820008854,0.593722429269794,79.6630444679575,19.5915842749899,0.05982059,191,0.09720067,310,0.09720067,310,0.1515027,483,0.7454843,2374,1.814937,5781,5.459502,17388,20.33704,64773,41.07318,130818,0.0003364025,0.00106500149,0.00232861024,0.005638919,0.0258908,0.086097315,0.254641,1.4014032,4.424512,0.15055121712,0.3721034457,0.790995117,0.84613106554404,1.52616290853885,2.41661599338454,4.71661599338454,8.52306122812601,6.53177888920602,5.8329770543283,7.24815530636187,10.9445555531023
"Iceland",2010,"N","income",TRUE,"ISL:2010:N:i","ISL2010",0.1176828,0.07432234,374,0.271276541,84.3411665718111,0.002907131,0.1493845,0.09801906,475,0.6797621811,80.353698276237,0.003695744,0.1938261,0.1205209,616,1.407684112,76.6201141435141,0.004491135,0.2497277,0.1692115,794,3.3969208625,75.7071890564776,0.005759903,0.8349684,0.3821489,2656,13.94843485,51.1058023590758,0.00944012,2.361236,0.7272033,7510,39.814380675,44.7857741521498,0.01500283,6.356991,1.563626,20218,114.144698,26.6113120725945,0.0264556,24.13804,5.81102,76769,636.30669,24.5266797025544,0.08201918,49.19558,13.42559,156462,1960.13614,27.534259009313,0.1846725,3.088306,0.8659774,9822,51.0155946114,34.1485386563989,0.01697123,6.730197,1.608116,21405,118.449000212,26.4613327402452,0.02704256,12.22967,2.879972,38895,254.493045738,24.2867488731825,0.04372782,1369.485,1369.485,1227.476,1227.59361930852,140.8077,318041,0.03865,0.05677,0.06728,0.07677,0.0855,0.09398,0.1038,0.1173,0.1398,0.2202,8269.40458512905,10283.2916287358,11848.6803712733,13355.3342562039,14731.1234317023,16212.0326752897,18052.6658215262,20754.5221972062,25768.2338242016,6192.72102954818,9322.32220531704,11057.9185778934,12613.0921907945,14048.6304680605,15446.1549795943,17046.6801258786,19279.7487836933,22958.6472186297,36372.2844205904,0.2617162,0.263776237523904,NA,NA,0.1248321,0.129475290285497,0.928194617842674,3.11609300995393,1.74923752038808,0.116459588446062,0.117820029362039,0.126660134280484,0.14400169849403,0.0573821169892166,0.121443702976687,0.297188707410267,0.858400295879367,0.117820029362039,0.129475290285497,0.129475290285497,0.129475290285497,0.129475290285497,0.536659479547375,2010,0,1,1,1,1,0,2179,74,0,374,101,141,178,1862,241272,74113,0.117594901286312,0.0317569118446993,0.0443339066346792,0.0559676268154106,0.585459107473565,75.8619171742008,23.3029703717445,0.1176828,374,0.1493845,475,0.1938261,616,0.2497277,794,0.8349684,2656,2.361236,7510,6.356991,20218,24.13804,76769,49.19558,156462,0.0007432234,0.00186236214,0.0038566688,0.0093066325,0.03821489,0.109080495,0.3127252,1.743306,5.370236,0.13976875236,0.3245178088,0.6972412212,0.843411665718111,1.5267202672485,2.45184365259245,4.16389539810627,5.11058023590758,6.71786612282247,5.3222624145189,7.35800391076632,11.0137036037252
"Iceland",2011,"N","income",TRUE,"ISL:2011:N:i","ISL2011",0.08838266,0.08654904,282,0.315903996,66.442149739536,0.003678308,0.123284,0.09938819,393,0.68925709765,82.3379735471242,0.004392197,0.2156316,0.1303085,688,1.52200328,79.1072108742334,0.005279808,0.5130356,0.2006186,1637,4.027418395,78.397509314661,0.006827622,1.401516,0.4985116,4471,18.1956734,48.909615066475,0.01177252,2.827526,0.9619069,9020,52.664402775,36.6330296806807,0.01923505,6.47054,1.848171,20642,134.916483,29.0779652413616,0.03194163,26.11573,6.39874,83313,700.66203,24.706083023446,0.09207506,48.76219,14.07596,155558,2055.09016,28.9922410770408,0.1973206,3.510907,1.120434,11200,66.128574897,34.9726339355979,0.0215989,7.22338,1.900269,23044,140.1761931885,28.980747991463,0.03265832,13.3273,3.236651,42516,286.4840716375,25.5097300306709,0.05057511,1368.68,1368.68,1229.432,1229.30152806999,140.8077,319014,0.03708,0.05551,0.06552,0.07567,0.08562,0.09416,0.1049,0.1191,0.1411,0.2214,8190.50380785675,9918.55031634157,11573.1556442374,13345.3646048772,14751.6183368398,16237.015294089,18203.9066039877,21144.1666695177,25932.7067168912,5957.15445986882,9114.87769392071,10756.9101153448,12429.6660760473,14063.0416496435,15465.1194746612,17218.3203469105,19557.789787386,23164.7312829303,36513.9891132869,0.268308,0.269968067108848,NA,NA,0.1318545,0.137733413147349,0.954399302343825,3.16619188822246,1.75795672886468,0.123359258812381,0.124015154456062,0.132232299858252,0.14856860106721,0.0607285352352693,0.12866905383901,0.310798829069935,0.866682328344003,0.124015154456062,0.137733413147349,0.137733413147349,0.137733413147349,0.137733413147349,0.545102928018571,2011,0,1,1,1,1,0,2203,74,0,282,111,295,949,2834,235701,78842,0.0883973744099005,0.034794711203897,0.0924724306770236,0.297479107499984,0.88836226623283,73.884218247475,24.7142758625013,0.08838266,282,0.123284,393,0.2156316,688,0.5130356,1637,1.401516,4471,2.827526,9020,6.47054,20642,26.11573,83313,48.76219,155558,0.0008654904,0.00188837561,0.004169872,0.011034023,0.04985116,0.144286035,0.3696342,1.919622,5.630384,0.1811741778,0.3840443649,0.7848878675,0.66442149739536,1.56442149739536,2.53143074797547,4.31186301230635,4.8909615066475,5.4949544521021,5.81559304827232,7.4118249070338,11.5968964308163
"Iceland",2012,"N","income",TRUE,"ISL:2012:N:i","ISL2012",0.03355582,0.01120982,108,0.040915843,65.4543442391805,0.0001364256,0.03355582,0.02179477,108,0.15114672995,81.8180759153582,0.0003518049,0.0604616,0.02914248,194,0.3403841664,78.2849815238416,0.0005537396,0.2056971,0.0836178,660,1.678627335,77.3690902239997,0.001377732,0.7774865,0.2834501,2494,10.34592865,57.0948473417302,0.004350424,2.408581,0.7101621,7725,38.881374975,37.3435551856014,0.01045344,6.262647,1.567955,20085,114.460715,28.4136502540372,0.02209679,24.36299,5.912062,78136,647.370789,24.7049008166301,0.07879348,47.83892,13.29502,153427,1941.07292,27.8770532235469,0.1791586,3.181048,0.877585,10202,52.2439514275,34.9491010799144,0.01278853,6.688535,1.660406,21451,123.573225941,27.6039068743136,0.02333294,13.1815,3.011009,42275,268.819872511,24.3239266302502,0.04095433,1397.191,1397.191,1240.124,1241.27771424268,140.8077,320716,0.03781,0.05516,0.06604,0.07602,0.08479,0.09356,0.1042,0.1192,0.1425,0.2208,8210.89015343444,10121.9579823271,11917.3329466833,13605.4490564464,14895.3325709122,16514.971481229,18502.6635393375,21584.7794650146,26711.7012452767,6181.16867538225,9248.4145941456,11074.8309283727,12742.7911231968,14214.6934154719,15682.415545438,17476.4286451477,19970.8274515046,23879.449714073,37191.8999072675,0.2676942,0.269639098634089,NA,NA,0.124426,0.135937849105687,0.947631802136876,3.25320406753995,1.79329337684206,0.122179671157249,0.123227411515396,0.131720032285485,0.148343768983439,0.0601568435758686,0.127103117875263,0.310326521273059,0.871113980179708,0.123227411515396,0.135937849105687,0.135937849105687,0.135937849105687,0.135937849105687,0.54469031381775,2012,0,1,1,1,1,0,2154,73,0,108,0,86,466,1834,242580,75642,0.0336746529639931,0,0.0268150014342908,0.145299891492785,0.571845495703364,75.6370121852355,23.58535277317,0.03355582,108,0.03355582,108,0.0604616,194,0.2056971,660,0.7774865,2494,2.408581,7725,6.262647,20085,24.36299,78136,47.83892,153427,0.0001120982,0.00041410063,0.00093255936,0.004598979,0.02834501,0.106524315,0.313591,1.7736186,5.318008,0.1431341135,0.3385567834,0.7364928014,0.654543442391805,1.55454344239181,2.50511940876293,4.25529996231998,5.70948473417302,5.60153327784021,5.68273005080744,7.41147024498903,11.1508212894188
"Iceland",2013,"N","income",TRUE,"ISL:2013:N:i","ISL2013",0.04702634,0.03273599,152,0.1194863635,78.2408607763712,0.0005601417,0.04702634,0.03950511,152,0.27396793785,72.2167913109095,0.0008619821,0.08820933,0.05570458,286,0.6506294944,83.5037198408525,0.001265448,0.08820933,0.06929747,286,1.39114671025,80.5045138823218,0.001743187,0.3722965,0.1418209,1205,5.17646285,80.6415206449084,0.003040092,1.438171,0.337376,4656,18.471336,38.7551326815713,0.005876677,4.263957,0.9747948,13805,71.1600204,26.0220679948483,0.01399094,21.40471,4.587736,69301,502.357092,22.2226876097177,0.05955954,45.03907,11.68881,145820,1706.56626,26.1953130560556,0.1528093,2.471574,0.5158548,8002,31.632216336,31.9642464161917,0.00813752,5.377614,1.160965,17411,88.98796725,25.0516678976267,0.01637186,11.77852,2.334374,38135,214.71572052,21.3216393643932,0.0311672,1427.641,1427.641,1277.773,1275.09688498086,140.8077,323764,0.04128,0.05733,0.06744,0.07637,0.08511,0.09398,0.1053,0.1198,0.1402,0.2133,8927.54099674397,10718.2278762511,12386.5458413402,13802.1007631589,15301.1626197703,17027.105398547,19173.5137299327,21843.7494043491,26815.6187863892,6861.10553763271,9818.23193670768,11555.6090525805,13081.3636151632,14572.6468582155,16100.102876015,18040.2870173028,20509.4826576756,24018.3680818781,36759.7223668288,0.2540291,0.256542393258056,NA,NA,0.1101928,0.121219737188562,0.889714551963001,3.00369595571382,1.75252165163851,0.109782538711653,0.11075505637617,0.117746618499888,0.131067497063816,0.0541380064929531,0.114160713629119,0.274238368003468,0.832301439323015,0.11075505637617,0.121219737188562,0.121219737188562,0.121219737188562,0.121219737188562,0.511991205127229,2013,0,1,1,1,1,0,2111,71,0,152,0,134,0,919,254463,68096,0.0469477767756761,0,0.0413881716311882,0,0.283848729321358,78.5952113267689,21.0326039955029,0.04702634,152,0.04702634,152,0.08820933,286,0.08820933,286,0.3722965,1205,1.438171,4656,4.263957,13805,21.40471,69301,45.03907,145820,0.0003273599,0.00075059709,0.00178254656,0.00381136085,0.01418209,0.0506064,0.19495896,1.3763208,4.675524,0.0866636064,0.24380265,0.588262248,0.782408607763712,1.37211903490728,2.67211903490728,4.4277482635277,8.06415206449084,5.8132699022357,5.20441359896966,6.66680628291531,10.4781252224222
"Iceland",2014,"N","income",TRUE,"ISL:2014:N:i","ISL2014",0,0,0,0,84.1145046153211,0,0,0,0,0,79.8085482920672,0,0.02606205,0.004829776,85,0.05641178368,75.7246495667944,5.341621e-05,0.09124319,0.02836266,299,0.5693803995,74.5633283447355,0.0003715459,0.568097,0.1549765,1860,5.65664225,76.8253087975554,0.002067228,1.897424,0.4703941,6212,25.754076975,37.931183364235,0.006365545,4.797904,1.15369,15708,84.21937,28.6345177869862,0.01537961,20.63728,4.482421,67564,490.8250995,22.414126948542,0.05846989,42.42253,11.29929,138885,1649.69634,26.9366414484738,0.148252,2.925586,0.7395452,9578,46.9145288524,32.0531970183456,0.00993615,6.232466,1.496512,20404,118.640478336,27.3987772796202,0.01989513,12.29792,2.746991,40262,261.3913021005,24.0673878717137,0.03614891,1506.281,1506.281,1321.519,1322.54406010426,140.8077,327386,0.03845,0.05557,0.06473,0.07339,0.08339,0.09229,0.1023,0.1165,0.1385,0.2348,9037.65819989507,10857.0714259734,12493.0072257566,14170.0019086795,15870.5287212511,17538.059083144,19573.3622418697,22609.1344200373,27832.880199668,6751.27468022357,10041.3991027396,11694.3074371289,13261.8215724616,15069.1891342997,16675.0456697035,18496.4163597703,21051.1331943592,25018.0507513822,42695.0820979315,0.2780042,0.280424181992744,NA,NA,0.1360503,0.138252364669949,1.02266602254632,3.07965621005574,1.75374624806287,0.127286314944265,0.132537573514901,0.148480349741664,0.179542567339388,0.0626305445988771,0.129121115051135,0.310027894082164,0.871305286660797,0.132537573514901,0.138252364669949,0.138252364669949,0.138252364669949,0.138252364669949,0.59923712725329,2014,0,1,1,1,1,0,2092,67,0,0,0,85,214,1561,259822,65704,0,0,0.0259632360577422,0.0653662648983157,0.476807193954537,79.3625872822906,20.0692760227988,0,0,0,0,0.02606205,85,0.09124319,299,0.568097,1860,1.897424,6212,4.797904,15708,20.63728,67564,42.42253,138885,0,0,0.000154552832,0.0015599463,0.01549765,0.070559115,0.230738,1.3447263,4.519716,0.12853295576,0.3250424064,0.7161405537,0.841145046153211,1.51636241754928,2.42318878613742,4.10098305896045,7.68253087975554,5.68967750463525,5.72690355739724,6.7242380845626,10.7746565793895
"Iceland",2015,"N","income",TRUE,"ISL:2015:N:i","ISL2015",0,0,0,0,65.7830319208059,0,0.03449018,0.004513744,114,0.03130281464,81.9910694320031,4.837698e-05,0.03449018,0.01669167,114,0.1949587056,78.1865353329253,0.0002281732,0.1285995,0.04737539,425,0.95106095425,77.0002603751506,0.0006863325,0.425199,0.127396,1407,4.649954,78.9335214114305,0.001947784,1.364655,0.3794497,4514,20.774871075,48.2973641851002,0.005410252,3.501152,0.83207,11582,60.74111,29.8477837850257,0.01158759,15.79714,3.423293,52259,374.8505835,22.6310470785371,0.04476287,35.28748,8.869478,116736,1294.943788,25.5991659862439,0.1159115,2.562171,0.6841609,8476,46.57254286525,35.6674726069219,0.00958118,6.068965,1.370426,20077,116.597899719,26.554074045593,0.01862161,12.74178,2.63676,42152,269.18814678,22.430755474305,0.03478457,1608.341,1608.341,1418.144,1415.47769352149,140.8077,330815,0.03933,0.05568,0.06624,0.07528,0.0837,0.09297,0.1043,0.1179,0.1395,0.2251,9629.62980536697,11792.0361636532,13614.9696037873,15407.6777501005,16985.7323222579,18938.1591944681,21348.1090031268,24382.6578203196,30186.2436689342,7349.58777120718,10730.4621905374,12766.2577055693,14519.7224107452,16150.3080152596,17941.5687131489,20111.1820995704,22764.8042771268,26900.368113365,43766.6587034702,0.2678797,0.27084079655571,NA,NA,0.1242163,0.133073803581183,0.964745176691967,3.134725246874,1.77715291258761,0.119551084968674,0.121504712192648,0.131405501055564,0.150642072594733,0.0588822636145128,0.12459951796597,0.320684486388559,0.892370188189738,0.121504712192648,0.133073803581183,0.133073803581183,0.133073803581183,0.133073803581183,0.548893564536392,2015,0,1,1,1,1,0,2004,63,0,0,114,0,311,982,278556,50852,0,0.0344603479286006,0,0.0940102474192524,0.29684264619198,84.2029533122742,15.3717334461859,0,0,0.03449018,114,0.03449018,114,0.1285995,425,0.425199,1407,1.364655,4514,3.501152,11582,15.79714,52259,35.28748,116736,0,8.5761136e-05,0.00053413344,0.00260564645,0.0127396,0.056917455,0.166414,1.0269879,3.5477912,0.12759600785,0.3194463006,0.737501772,0.657830319208059,1.55783031920806,2.50196913065361,4.23501432063328,7.89335214114305,7.24460462776503,5.96955675700514,6.78931412356113,10.2396663944976
"Iceland",2016,"N","income",TRUE,"ISL:2016:N:i","ISL2016",0,0,0,0,74.7631470753027,0,0,0,0,0,72.8149263683649,0,0.07998376,0.002983626,268,0.03484875168,70.6635948076224,3.043198e-05,0.1132602,0.04542932,380,0.911993599,71.5021496059924,0.0005860849,0.3133987,0.1189744,1051,4.3425656,75.4451923199008,0.001788978,1.139696,0.3206864,3823,17.5575804,53.8379478674586,0.004614412,2.987671,0.7028454,10022,51.3077142,34.7988063059181,0.009805014,12.24773,2.73099,41084,299.043405,24.2744169905166,0.03601195,28.85148,7.115143,96779,1038.810878,25.2386885061743,0.09322751,2.987671,0.7017024,10022,51.1986630624,34.7661894006185,0.009790072,6.546584,1.418896,21960,129.370680592,26.4119090694927,0.0192145,12.24773,2.724642,41084,298.149400134,24.4226784876823,0.03593028,1742.449,1742.449,1519.839,1520.46329962798,140.8077,335439,0.03843,0.05517,0.06624,0.07458,0.08268,0.09258,0.1044,0.1182,0.1401,0.2277,10271.6037350018,12684.9089186157,14782.9434841837,16391.1137127733,18245.5595955358,20504.9546048084,23098.1041290427,26609.7055037825,32698.9322063619,7701.75348792054,11530.3131909736,13854.1511256922,15592.725056843,17292.8700689768,19352.0231725587,21809.8128494761,24696.4660632378,29297.8422403724,47965.9227439486,0.2724111,0.2757525593757,NA,NA,0.1282018,0.141511054727483,0.985352596511586,3.18343007089887,1.79215836243041,0.126374583644797,0.129134557430522,0.141307080935106,0.165068533159228,0.0621891333604363,0.131954420475474,0.356565306457664,0.922037703811061,0.129134557430522,0.141511054727483,0.141511054727483,0.141511054727483,0.141511054727483,0.574575553185528,2016,0,1,1,1,1,0,1957,58,0,0,0,268,112,671,294355,40033,0,0,0.0798953013811751,0.0333890811742224,0.200036370249136,87.7521695449843,11.9345097022111,0,0,0,0,0.07998376,268,0.1132602,380,0.3133987,1051,1.139696,3823,2.987671,10022,12.24773,41084,28.85148,96779,0,0,9.5476032e-05,0.0024986126,0.01189744,0.04810296,0.14056908,0.819297,2.8460572,0.14027030976,0.3544402208,0.8168476716,0.747631470753027,1.38348360099893,2.26123503384392,3.93261822832958,7.54451923199008,8.07569218011879,6.95976126118362,7.28232509715498,10.0954754024697
